@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC

@DATA
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.9718,0.7131,0.8749,1.8073,0.9163,0.0244,0.9718,0.9665,2.9916,0.007,0.8584,7.5683,41.3467,0.0345,7.7368,0.0909,2.0854,70.0733,91.7825,0.8896,62.9431,75.2944,0.8256,67.8884,40.984,0.8941,55994,91.7825,59.0658,1.3529,59.0658,56654,2.9368,3.9908,0.0051,0.0007,2,0.0046,660,0.0939,0.1706,0.0091,3,0.9999,0.1601,?,?,?,4.2935,299.467,0.0028,0.1359,0.3685,0.4319,0.0011,0.0022,4.6571,0.59,0.0045,0.9408,299,0.1522,0.0114,0.0118
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0,0.3636,0,0.101,0.9922,0,0.1818,0.9986,0,0.0606,0,1.0228,1.3984,0.375,2.2246,0.0556,0.6409,18.1338,20.5128,0,17.4347,18.0992,0,17.8774,1.0672,0,264,20.5128,17.052,0.1135,16.976,264,5.7887,0.0783,0.0303,0.0076,5,0.0189,99,0,0.1429,0.0208,6,0.8229,0.2076,0.5333,0.0871,0.0733,0.6931,8.0888,0.0455,0,0,0.3979,0.1537,0.0186,1.5208,0,0.053,0,8,0.3603,0.2727,0
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0.2545,0,0.0958,0.9909,0,0,0.9976,0,0.1429,0,1,1.6543,0,1.1544,0.122,0.4637,13.1164,13.9705,0,12.8536,13.9117,0,13.1569,1.6657,0,224,13.9705,12.3008,0.2239,12.3008,224,4.35,0.0476,0.0446,0.0089,4,0.0268,41,0,0.2328,0.0322,5,0.8725,0,0.4805,0.2455,0.1945,1.0511,4.4523,0.0714,0,0,0.3999,0.1911,0.0285,1.6738,0,0.115,0,4,0.2392,0.183,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.07,0.1264,0.6665,0.3783,0.2322,0.2049,0.0891,0.5297,2.8294,0.0203,0.6068,53.4433,0.6316,0.0352,42.0563,0.0045,0.2135,16.7853,18.9898,0.7349,16.2062,18.2283,0,16.8746,0.0737,0.7731,16577,20.4848,15.2283,0.1799,11.9449,18767,4.8943,0.3244,0.0039,0,4,0.0001,2969,0.1584,1.3169,0.0029,6,0.8827,0.4731,?,?,?,3.4583,132.213,0.0001,0,0.6,2.4213,0.0514,0.0002,1.6754,1,0.0025,1,133,0.5254,0.173,0.1321
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.8571,0.7233,1.0778,0.8087,0.0001,0.8571,0.849,0,0.0211,0.7233,13.3747,3.0163,0,13.9373,0.0769,0.0917,55.5155,57.4435,0.7234,52.6828,57.4435,0.7232,56.4201,2.308,0.7234,1183,57.4435,52.6828,0.0015,52.6828,1183,2,0.0014,0.0101,0.0101,2,0.142,169,0,0,0.142,2,0.9764,0.0779,0.0741,0.1319,0.0377,0,59.0252,0.0211,0.04,0.04,0,0.0103,0.0101,0,0.04,0.0211,0.7236,59,0.3014,0.1429,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0,0.1004,0.3464,0.518,0.3934,0.4999,0.5344,0.4943,3.9749,0.0115,0.1484,87.2564,6.9805,0.5737,51.4167,0.0114,0.3334,33.8989,43.7551,0.5751,31,37.3098,0.0003,31.3713,3.8478,0.6016,88789,49.2521,29.3109,0.4951,28.6573,159039,3,5.6306,0.0034,0,3,0.0029,2071,0.3058,0.4083,0.0056,3,0.9857,3.2271,?,?,?,6.0071,433.295,0.0011,0,0.3206,0.6587,0.0061,0.0008,4.8996,0.9825,0.004,0.9994,438,0.861,0.0148,0.7912
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.9713,0.8762,1.9806,0.8475,0.0215,0.9713,0.9517,3.2793,0.0045,0.8626,16.9612,43.9567,0.0329,198.04,0.0679,10.4124,79.8784,101.9509,0.8892,71.8761,79.9623,0.821,73.7455,43.6786,0.8919,92488,101.9509,71.8571,0.8681,71.8571,93431,2,5.9158,0.0032,0.0009,2,0.0099,943,0.0722,0.2146,0.0099,2,0.9917,0.2285,?,?,?,5.1203,428.984,0.0014,0.1457,0.3237,0.233,0.0898,0.0021,4.7226,0.5447,0.0032,0.9403,433,0.179,0.0099,0.0102
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0027,0.08,0.6667,1.1402,0.6915,0.0956,0.92,0.8052,3.3542,0.026,0.6542,20.4194,25.4655,0,14.3355,0.0948,1.7188,55.0646,57.899,0.7112,52.2301,57.899,0.6427,57.899,28.9393,0.6928,28991,57.899,52.2301,0.0051,52.2301,28991,2.1039,2.4657,0.0109,0.0008,2,0.0079,232,0.1563,0.2491,0.008,3,0.9957,0.2529,?,?,?,5.0918,92.9231,0.0087,0.127,0.253,0.3597,0.0106,0.0076,4.8262,0.8275,0.0195,0.9814,93,0.2373,0.008,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.979,0.8845,2.2519,0.8265,0.0405,0.979,0.9153,3.1954,0.0026,0.8507,616.4,70.3192,0.025,1299.6,0.0513,5.8027,86.0347,110.4516,0.9031,75.45,98.4074,0.7573,82.5106,75.1825,0.91,251637,110.4516,73.7978,1.3678,73.7978,253275,2,9.4155,0.0019,0.0004,2,0.0063,1638,0.0724,0.2295,0.0063,2,1.0679,6.3565,?,?,?,5.7931,741.6,0.0007,0.1684,0.3454,0.2592,0.3773,0.0012,5.5454,0.5797,0.0018,0.9771,758,0.2401,0.0064,0.0065
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.9697,0.7195,0.8797,1.8913,0.9096,0.0153,0.9697,0.9583,2.8961,0.0071,0.8699,6.7374,36.4543,0.0345,46.7563,0.1,13.616,67.9415,75.7054,0.8886,66.4901,75.7054,0.8478,75.0119,37.4356,0.8899,45474,75.7054,54.5587,0.8979,54.5587,46074,2,2.5197,0.005,0.001,2,0.0127,600,0.0591,0.1382,0.0127,2,1.0205,0.2026,?,?,?,4.2017,271.97,0.0036,0.1861,0.328,0.3911,0.3139,0.0025,4.3551,0.422,0.0051,0.9147,272,0.126,0.0128,0.0132
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.0323,0.2961,0.0153,0.1205,0.2088,1.3477,0.147,0.5971,1.0783,0.0203,0.0047,8.6223,0.3286,1.1029,7.8195,0.0065,0.4874,16.3118,16.2552,0.115,11.6383,14.5721,0.0002,13.283,0.1301,0.0374,1918,66.5724,9.8555,0.5248,7.4163,2332,36.8511,0.2805,0.0099,0.0005,25,0.0031,1287,0.1137,0.9113,0.0062,49,0.7181,0.3276,0.8889,0.0271,0.0177,1.4364,82.0256,0.0026,0,0.0669,0.9106,0.0959,0.0018,0.6288,0.6667,0.0062,0.7732,82,0.3487,0.3191,0.2158
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.0017,0.3081,0.1122,0.0323,0.117,0.6484,0.0112,0.2724,3.137,0.0157,0.042,31.42,0.6928,0.0905,30.0438,0.0062,0.3913,19.2666,33.3209,0.2353,3.6169,32.4778,0.0001,30.9019,0.2403,0.2198,5781,33.3209,2.929,0.7371,2.929,6174,5.1005,0.8625,0.0054,0.0002,5,0.0009,880,0.0978,0.4176,0.0022,6,0.8117,0.1653,0.5842,0.0192,0.0102,3.125,157.873,0.0017,0,0.1259,0.4651,0.0467,0.0015,2.7428,0.5714,0.0049,0.737,158,0.3504,0.1396,0.068
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0049,0.4563,0.2029,0.1261,0.1234,0.5943,0.8865,0.4112,3.4019,0.0107,0.0861,19.4106,0.7915,0.2078,20.2231,0.0081,0.3062,26.002,30.0419,0.3938,24.7226,26.7912,0.001,25.6211,0.2524,0.379,3075,30.0419,23.9726,0.1206,23.9726,3357,5.0014,0.8596,0.0052,0,4,0.0007,895,0.1997,0.4156,0.0058,6,0.8468,0.2233,0.5238,0.0179,0.0069,3.0176,156.563,0.0003,0,0.2512,0.5014,0.0312,0.0019,2.4312,1,0.0042,1,156.5,0.3457,0.241,0.0917
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.9871,0.8899,1.6828,0.9234,0.03,0.9871,0.9647,3.108,0.0071,0.8666,23.9741,26.3538,0.0481,18.4692,0.1,13.4794,62.7245,66.2984,0.9025,60.768,65.7796,0.7885,62.4168,20.4521,0.9057,29189,69.5094,59.4328,1.0183,58.2773,29734,2,1.3865,0.0061,0.002,2,0.0178,545,0.0792,0.1849,0.0178,2,0.998,14.9625,?,?,?,4.4672,239.014,0.0028,0.3793,0.5953,0.226,0.0379,0.0038,4.3907,0.8506,0.0047,0.986,240,0.2716,0.0178,0.0187
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.2396,0.5419,0.0083,0.571,0.1566,1.2881,0.8762,0.4333,1.2453,0.0159,0.0074,108.052,0.6973,1.5319,97.9036,0.0319,0.3683,27.9922,31.3898,0.1154,26.2355,30.1887,0,27.2943,0.284,0.0975,8702,34.7442,23.2688,0.5472,22.5911,14813,6.1168,0.834,0.008,0.0001,4,0.0006,5008,0.1153,1.1141,0.0013,7,0.8388,0.1444,0.5818,0.0163,0.0044,1.2303,391.695,0.0009,0,0.1032,1.0236,0.0715,0.0007,1.9041,0.5556,0.0015,0.8471,391,0.4734,0.2273,0.7023
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.1007,0.6225,1.0008,0.7052,0.1208,0.8993,0.8053,2.9611,0.0196,0.6173,29.7086,17.2726,0,19.6965,0.0577,2.9179,52.668,63.5646,0.6706,50.3461,53.5572,0.6057,52.4241,18.4885,0.633,26889,63.5646,46.7898,0.9014,46.7898,26889,2.9936,2.3066,0.0081,0.0007,2,0.009,312,0.1581,0.2615,0.0099,3,0.9946,3.6691,?,?,?,4.9432,117.508,0.0064,0.1258,0.2304,0.3709,0.0332,0.0058,4.2648,0.7919,0.0145,0.9739,118,0.2453,0.0116,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.9349,0.7983,1.4666,0.7565,0.0205,0.9349,0.9073,2.8313,0.0059,0.7881,56.4521,26.832,0.05,14.8376,0.0433,0.2192,57.6833,78.9836,0.8093,49.2006,60.987,0.76,56.3143,32.2747,0.8094,60246,78.9836,48.1599,0.9051,45.1149,61409,3,6.763,0.0035,0.0011,3,0.0022,945,0.0444,0.1879,0.0042,3,0.9987,7.5757,?,?,?,4.9117,406.744,0.0019,0.105,0.1925,0.1826,0.0004,0.0021,4.4389,0.4058,0.0036,0.875,409,0.123,0.0149,0.0193
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.8588,0.6449,0.791,0.8257,0.0273,0.2687,0.8591,0.0871,4.2441,0.0013,0.4955,4568.5,25.6627,0.1326,5121,0.0006,0,0,0,0.8356,0,0,0,0,18.7974,0.931,1667873,0,0,0,0,1711065,6.3333,1.1746,0.0007,0,6,0,36304,0.2005,0.8252,0.0001,7,1.0147,0.1803,?,?,?,5.5809,6849.5,0,0,0.3404,0.8519,0,0,5.0413,0.967,0.0001,1,6849.5,0.5514,0.0192,0.0259
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.9348,0.7971,1.4682,0.7478,0.0193,0.9348,0.9059,2.8156,0.0052,0.7876,28.7069,27.6208,0.05,87.0537,0.0433,11.6992,52.0444,69.9413,0.8085,41.3651,69.866,0.7632,49.8923,32.2678,0.8082,60686,70.0155,40.5753,0.786,39.7735,61855,3,4.7234,0.0031,0.0012,3,0.0025,945,0.0412,0.1787,0.0042,3,0.9938,0.1572,?,?,?,4.9521,408.129,0.0021,0.0929,0.1903,0.1737,0.0702,0.0021,4.4267,0.323,0.0036,0.8559,408,0.0862,0.0148,0.0193
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0.9052,0.8288,1.4642,0.9074,0,0.9052,0.9245,0,0.0165,0.8287,1.5199,2.6288,0,2.4794,0.0909,1.2217,88.215,90.8046,0.8288,84.1817,90.8046,0.8287,89.6588,2.0464,0.8288,1276,90.8046,84.1817,0.0026,84.1817,1276,2.9522,0.0001,0.0078,0.0078,2,0.1724,231,0,0,0.1728,3,0.9886,0.515,0.087,0.1646,0.0312,0,89.842,0.0165,0.0476,0.0476,0,0.0288,0.0078,0,0.0476,0.0165,0.8288,90,0.2574,0.181,0
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.0801,0.1178,0.6662,0.3821,0.2475,0.1904,0.0909,0.572,2.7621,0.0131,0.6447,47.0583,0.6482,0.0398,36.7216,0.0056,0.199,16.072,17.4731,0.7366,15.0624,17.2879,0,16.115,0.0878,0.7496,13794,17.9554,14.2137,0.2306,12.3961,15897,4.8962,0.3236,0.0031,0,4,0.0001,2401,0.1483,1.1941,0.0034,6,0.889,0.134,?,?,?,3.192,121.845,0.0001,0,0.6139,2.0884,0.0293,0.0002,1.7158,1,0.0031,1,122,0.5221,0.1674,0.1525
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.9463,0.824,1.6619,0.726,0.0212,0.9463,0.9286,2.8117,0.0035,0.8122,43.092,36.5561,0.04,30.5,0.0325,2.1412,59.9934,78.8876,0.8362,47.4342,77.2057,0.7816,53.0986,42.7295,0.8367,130262,108.4075,46.8798,1.0367,46.1424,132295,3,5.0976,0.0021,0.0008,3,0.0015,1534,0.0414,0.192,0.0026,3,0.9994,0.1247,?,?,?,5.2853,681.517,0.0014,0.0796,0.1814,0.1855,0.0024,0.0013,4.7382,0.3722,0.0022,0.8957,682,0.075,0.0113,0.0156
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.9552,0.7988,1.8716,0.8016,0.0812,0.9552,0.9243,2.697,0.0021,0.7334,55,49.8732,0.0323,703.75,0.0258,4.2899,66.1533,86.3,0.8382,55.7167,70.7101,0.5503,63.8314,52.6108,0.86,263277,89.0732,55.2975,0.3572,54.8372,266431,3,14.3093,0.0012,0.0004,3,0.0009,2400,0.0363,0.1811,0.0017,3,1.0122,0.1174,?,?,?,5.5209,1096.92,0.0008,0.0794,0.1685,0.1717,0.0567,0.0008,4.9595,0.3028,0.0014,0.9328,1097.5,0.0989,0.0088,0.012
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.8333,0.6298,0.5832,0.4472,0.6511,0.0001,0.8333,0.8229,0,0.0096,0.5831,4.9794,1.0406,0,8.7583,0.0192,0.2081,41.6567,46.649,0.5832,38.8604,46.0446,0.5831,40.3032,0.5184,0.5832,624,46.649,38.0401,0.0087,38.0401,624,4.973,0.0001,0.008,0,4,0.0176,260,0,0,0.0191,5,0.9285,0.2271,0.4,0.0321,0.0107,0,67.1823,0.0096,0.3333,0.3333,0.4023,0.0259,0.0052,1.4287,0.3333,0.0096,0.5833,67,0.3386,0.4167,0
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0323,0.7581,0.509,0.5928,0.9662,0.0001,0.0323,0.9973,0,0.0172,0.509,0.0007,6.6574,0.3333,0.0004,0.0351,48.3735,33.1743,38.1818,0.509,28.1668,38.1818,0.5088,38.1818,6.5448,0.509,10602,38.1818,28.1668,0.0633,28.1668,11058,2,0.0002,0.0087,0.0087,2,0.0322,456,0,0,0.0322,2,0.9992,52.3259,?,?,?,0,83.8283,0.0172,0.011,0.011,0,0.0014,0.0087,0,0.011,0.0172,0.5091,84,0.144,0.0323,0.043
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.272,0.6326,0.0979,1.0135,0.1085,0.8553,0.5824,0.5299,2.1674,0.2187,0.0409,18.511,1.5156,1.4943,16.2543,0.0253,0.3569,15.947,17.9193,0.3044,14.4882,17.615,0.001,16.9671,0.4049,0.2272,6940,17.9193,11.4377,0.1411,11.4377,10578,3.8986,0.3744,0.2,0,3,0.0001,2856,0.2323,3.524,0.0038,4,0.9309,0.1618,?,?,?,2.0374,214.148,0.0001,0,0.2363,4.1046,0.0183,0.002,1.6262,1,0.0034,1,214,0.3441,0.165,0.5242
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0,0.1925,0.0077,0.0467,0.5555,0.8514,0.0003,0.7388,1.0364,0.0294,0.0036,9.0018,1.3049,0,10.306,0.0294,0.2783,36.0782,37.6111,0.0249,35.2683,37.2436,0.0005,35.5214,0.8235,0.0191,2924,37.6111,35.0743,0.0271,35.0743,2924,3,0.1059,0.0079,0.0021,3,0.0455,170,0.0094,0.0121,0.0502,3,0.8577,0.2737,0.0932,0.0735,0.0702,1.2942,31.7495,0.0277,0,0.0079,0.1899,0.0653,0.0056,2.5089,0.0488,0.0291,0.1322,32,0.4397,0.0581,0
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0.9356,0.8716,1.8405,0.9239,0,0.9356,0.9393,0,0.0078,0.8716,3.0186,3.4461,0,3.6968,0.0625,5.1193,171.3169,171.3169,0.8716,171.3169,171.3169,0.8716,171.3169,2.6771,0.8716,3976,171.3169,171.3169,0,171.3169,3976,3,0.0002,0.0038,0.0038,3,0.0855,496,0,0,0.0868,3,0.9928,6.5197,0.0606,0.117,0.0151,0,208.511,0.0078,0.0323,0.0323,0,0.0195,0.0038,0,0.0323,0.0078,0.8717,209,0.2809,0.1247,0
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.012,0.753,0.3985,0.5831,0.7197,0.001,0.012,0.813,0,0.0069,0.3984,48.0057,12.7416,0.3333,48.1882,0.0139,0.0128,29.2769,33.3538,0.3987,27.5736,30.2759,0.3978,28.7786,11.9033,0.3987,72288,35.202,26.693,1.0986,25.6814,73440,2,0.0066,0.0035,0.0035,2,0.0119,1152,0,0,0.0119,2,0.9975,0.0016,?,?,?,0,225.069,0.0069,0.004,0.004,0,0.001,0.0035,0,0.004,0.0069,0.4008,226,0.1798,0.012,0.0159
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0.9312,0.865,1.7716,0.9209,0,0.9312,0.9367,0,0.0089,0.865,1.955,3.2788,0,2.8741,0.0667,2.8354,161.406,164.7266,0.865,158.0854,164.7266,0.865,164.7266,2.5804,0.865,3270,164.7266,158.0854,0.0055,158.0854,3270,3,0.0001,0.0043,0.0043,3,0.0893,435,0,0,0.0908,3,0.9926,0.4844,0.0645,0.1242,0.0171,0,180.876,0.0089,0.0345,0.0345,0,0.0278,0.0043,0,0.0345,0.0089,0.8651,181,0.2639,0.133,0
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.8333,0.6756,0.5831,0.4472,0.6989,0.0001,0.8333,0.8357,0,0.0179,0.5831,3.0262,1.1919,0,5.2772,0.0357,0.2679,27.8586,29.8271,0.5832,27.1177,28.8378,0.5831,27.7551,0.6773,0.5832,336,29.8271,25.7552,0.0083,25.7552,336,4.0432,0.0001,0.0149,0,4,0.0327,140,0,0,0.0355,5,0.9362,0.2802,0.4,0.0595,0.0198,0,36.6362,0.0179,0.3333,0.3333,0.3118,0.0358,0.01,1.2016,0.3333,0.0179,0.5833,37,0.3604,0.4167,0
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.8333,0.6117,0.5832,0.4472,0.6645,0.0001,0.8333,0.8368,0,0.0114,0.5831,4.3764,1.0796,0,7.6201,0.0227,0.221,36.9574,40.8083,0.5832,34.9356,39.8425,0.5831,37.4866,0.556,0.5832,528,40.8083,32.4793,0.0094,32.4793,528,4.6849,0.0001,0.0114,0,4,0.0208,220,0,0,0.0226,5,0.9303,0.2379,0.4,0.0379,0.0126,0,56.9257,0.0114,0.3333,0.3333,0.4266,0.0284,0.0061,1.5657,0.3333,0.0114,0.5833,57,0.3479,0.4167,0
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.0698,0.7674,0.619,0.6106,0.9992,0,0.0698,0.9999,0,0.0353,0.619,0,3.8406,0.3333,0,0.0741,0,35.2217,35.2217,0.619,35.2217,35.2217,0.619,35.2217,3.8581,0.619,2322,35.2217,35.2217,0,35.2217,2538,2,0,0.0181,0.0181,2,0.0693,216,0,0,0.0693,2,1,0,0.0488,0.1796,0.0835,0,37.1248,0.0353,0.0244,0.0244,0,0.0006,0.0181,0,0.0244,0.0353,0.6191,37,0.1693,0.0698,0.093
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.9798,0.9857,2.6652,0.879,0.0687,0.9798,0.9283,3.4131,0.0012,0.9684,88.3333,109.81,0.0179,46903.8,0.0363,2.4459,117.6758,125.2308,0.9812,113.8333,124.2857,0.0111,118.125,163.344,0.9965,1117340,125.2308,109.913,0.5298,109.913,1120760,2,1.8952,0.0008,0.0003,2,0.003,3420,0.0803,0.1708,0.003,2,0.8332,0.0704,?,?,?,6.3406,1641.33,0.0005,0.0453,0.2434,0.1982,0.4899,0.0006,6.1267,0.4527,0.0009,1,1632.5,0.0212,0.003,0.0031
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.0072,0.7518,0.3304,0.5808,0.6172,0.1569,0.0072,0.6698,0,0.0043,0.318,228.306,17.0365,0.3333,227.9,0.0087,0.0138,29.6448,33.2924,0.3519,28.3309,30.5943,0.0044,28.8911,14.6792,0.3569,192321,34.3424,27.8295,1.0947,27.3184,194157,2,12.0454,0.0022,0.0022,2,0.0072,1836,0,0,0.0072,2,0.996,0.0277,?,?,?,0,363.49,0.0043,0.0024,0.0024,0,0.0009,0.0022,0,0.0024,0.0043,0.4705,366,0.2662,0.0072,0.0095
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1019,0.1419,0.6105,0.4536,0.4355,0.232,0.1759,0.8731,2.6907,0.7095,0.5112,14.9506,1.0203,0.0807,7.6118,0.0129,0.3084,20.8584,23.1241,0.685,19.5208,22.1421,0,20.8992,0.3467,0.7482,5851,24.7946,18.064,0.4776,17.9361,7095,3.9475,0.4237,0.0109,0,3,0.0012,1339,0.1725,4.3842,0.0076,4,0.928,0.185,?,?,?,3.0496,66.6331,0.0002,0,0.5333,2.5423,0.0229,0.0003,1.287,1,0.0072,1,67,1.4049,0.2118,0.2126
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0.8901,0.8154,1.3315,0.8977,0,0.8901,0.9216,0,0.0209,0.8154,0.9264,2.4348,0,1.9359,0.1,0.411,73.7962,74.6267,0.8154,73.476,74.6267,0.8154,74.4183,1.8782,0.8154,910,74.6267,72.6638,0.0092,72.6638,910,3,0.0001,0.0099,0.0099,3,0.1308,180,0,0,0.1332,3,0.9879,0.5729,0.0952,0.178,0.0391,0,68.6825,0.0209,0.0526,0.0526,0,0.0069,0.0099,0,0.0526,0.0209,0.8155,69,0.2558,0.1978,0
