@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC

@DATA
composed-25-1-2-4_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758,224,199.044643,0.515152,10,33,144,33,33,0.662739,10,224,0.411387,0.636364,10,0.060606,0.060606,45,0.147708,16.052632,13.611111,0.888592,152,10,0.151515,4.874363,21.333333
composed-25-1-25-0_ext.xml.minion.gz,1,0.742906,160,0.424242,0.484848,14.969697,14.969697,247,184.016194,0.454545,10,33,140,33,33,0.581515,10,247,0.453627,0.636364,10,0.060606,0.060606,40,0.125162,15.266667,12.8125,0.745005,149,10,0.181818,4.130337,22.642857
composed-25-1-25-1_ext.xml.minion.gz,1,0.742906,159,0.393939,0.454545,14.969697,14.969697,247,184.461538,0.545455,10,33,141,33,33,0.574522,10,247,0.453627,0.666667,10,0.060606,0.060606,39,0.136437,15.647059,13,0.746808,150,10,0.151515,4.502423,22.357143
composed-25-1-25-2_ext.xml.minion.gz,1,0.742906,159,0.363636,0.484848,14.969697,14.969697,247,184.149798,0.575758,10,33,140,33,33,0.567024,10,247,0.453627,0.69697,10,0.060606,0.060606,41,0.134175,15.714286,13.277778,0.745546,150,10,0.181818,4.427769,19.933333
composed-25-1-25-3_ext.xml.minion.gz,1,0.742906,159,0.393939,0.484848,14.969697,14.969697,247,184.412955,0.545455,10,33,142,33,33,0.562902,10,247,0.453627,0.606061,10,0.060606,0.060606,40,0.124269,15.470588,13.421053,0.746611,149,10,0.212121,4.100886,21
composed-25-1-25-4_ext.xml.minion.gz,1,0.742906,159,0.363636,0.484848,14.969697,14.969697,247,185.299595,0.515152,10,33,142,33,33,0.564386,10,247,0.453627,0.666667,10,0.060606,0.060606,41,0.129747,15.578947,13.227273,0.750201,149,10,0.212121,4.281637,21.333333
composed-25-1-25-5_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697,247,184.740891,0.545455,10,33,142,33,33,0.566704,10,247,0.453627,0.636364,10,0.060606,0.060606,36,0.128019,15.5,12.894737,0.747939,151,10,0.212121,4.224638,20.714286
composed-25-1-25-6_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697,247,185.161943,0.515152,10,33,143,33,33,0.575202,10,247,0.453627,0.636364,10,0.060606,0.060606,35,0.12867,15.333333,13.125,0.749643,151,10,0.181818,4.246102,21.4375
composed-25-1-25-7_ext.xml.minion.gz,1,0.742906,160,0.393939,0.484848,14.969697,14.969697,247,185.242915,0.515152,10,33,140,33,33,0.56709,10,247,0.453627,0.636364,10,0.060606,0.060606,40,0.128237,15.5,12.941176,0.749971,149,10,0.181818,4.231805,21.5625
composed-25-1-25-8_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697,247,184.356275,0.575758,10,33,141,33,33,0.574442,10,247,0.453627,0.666667,10,0.060606,0.060606,40,0.135824,15.625,13.157895,0.746382,151,10,0.212121,4.482186,20.944444
composed-25-1-25-9_ext.xml.minion.gz,1,0.742906,158,0.393939,0.515152,14.969697,14.969697,247,184.692308,0.545455,10,33,141,33,33,0.56931,10,247,0.453627,0.636364,10,0.060606,0.060606,40,0.133343,15.75,13.277778,0.747742,150,10,0.212121,4.400309,21.166667
composed-25-1-2-5_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758,224,198.607143,0.545455,10,33,144,33,33,0.670412,10,224,0.411387,0.636364,10,0.060606,0.060606,50,0.146952,16.071429,13.588235,0.886639,152,10,0.151515,4.849432,22.0625
composed-25-1-2-6_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758,224,199.098214,0.515152,10,33,146,33,33,0.672753,10,224,0.411387,0.606061,10,0.060606,0.060606,38,0.147331,15.866667,13.6875,0.888831,152,10,0.090909,4.861913,21.642857
composed-25-1-2-7_ext.xml.minion.gz,1,0.749308,161,0.393939,0.484848,13.575758,13.575758,224,198.90625,0.515152,10,33,144,33,33,0.661122,10,224,0.411387,0.575758,10,0.060606,0.060606,47,0.145047,16.125,13.5,0.887974,152,10,0.151515,4.786536,21.5625
composed-25-1-2-8_ext.xml.minion.gz,1,0.749308,161,0.363636,0.484848,13.575758,13.575758,224,198.1875,0.575758,10,33,144,33,33,0.67409,10,224,0.411387,0.606061,10,0.060606,0.060606,51,0.147519,15.941176,13.789474,0.884766,153,10,0.121212,4.868142,21.588235
composed-25-1-2-9_ext.xml.minion.gz,1,0.749308,159,0.393939,0.484848,13.575758,13.575758,224,198.473214,0.545455,10,33,145,33,33,0.667431,10,224,0.411387,0.606061,10,0.060606,0.060606,46,0.149952,16.263158,13.666667,0.886041,152,10,0.151515,4.948402,21.166667
composed-25-1-40-0_ext.xml.minion.gz,1,0.73923,159,0.424242,0.515152,15.878788,15.878788,262,176.133588,0.484848,10,33,139,33,33,0.555803,10,262,0.481175,0.666667,10,0.060606,0.060606,37,0.115994,15.1,12.65,0.672266,147,10,0.212121,3.82779,22.388889
composed-25-1-40-1_ext.xml.minion.gz,1,0.73923,158,0.393939,0.484848,15.878788,15.878788,262,176.965649,0.545455,10,33,138,33,33,0.568,10,262,0.481175,0.727273,10,0.060606,0.060606,39,0.131297,15.285714,12.611111,0.675441,149,10,0.181818,4.332804,22.066667
composed-25-1-40-2_ext.xml.minion.gz,1,0.73923,158,0.363636,0.484848,15.878788,15.878788,262,176.541985,0.575758,10,33,137,33,33,0.558631,10,262,0.481175,0.757576,10,0.060606,0.060606,39,0.127207,15.333333,13,0.673824,148,10,0.212121,4.197817,19.636364
composed-25-1-40-3_ext.xml.minion.gz,1,0.73923,159,0.393939,0.515152,15.878788,15.878788,262,176.816794,0.545455,10,33,140,33,33,0.550562,10,262,0.481175,0.636364,10,0.060606,0.060606,40,0.114058,15.066667,13.071429,0.674873,148,10,0.242424,3.763924,21
composed-25-1-40-4_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788,262,177.557252,0.515152,10,33,140,33,33,0.54616,10,262,0.481175,0.666667,10,0.060606,0.060606,37,0.118838,15.2,12.941176,0.677699,149,10,0.242424,3.921638,20.25
composed-25-1-40-5_ext.xml.minion.gz,1,0.73923,159,0.363636,0.484848,15.878788,15.878788,262,177.125954,0.545455,10,33,140,33,33,0.55894,10,262,0.481175,0.666667,10,0.060606,0.060606,36,0.118368,15.25,12.818182,0.676053,149,10,0.272727,3.906153,20.454545
composed-25-1-40-6_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788,262,177.301527,0.515152,10,33,140,33,33,0.566287,10,262,0.481175,0.666667,10,0.060606,0.060606,35,0.118133,15.125,12.761905,0.676723,150,10,0.242424,3.898388,20.176471
composed-25-1-40-7_ext.xml.minion.gz,1,0.73923,159,0.393939,0.515152,15.878788,15.878788,262,177.458015,0.515152,10,33,138,33,33,0.569049,10,262,0.481175,0.666667,10,0.060606,0.060606,40,0.120696,15.235294,12.777778,0.677321,148,10,0.181818,3.982976,20.222222
composed-25-1-40-8_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788,262,176.553435,0.575758,10,33,138,33,33,0.560348,10,262,0.481175,0.69697,10,0.060606,0.060606,40,0.126768,15.25,12.954545,0.673868,150,10,0.242424,4.183355,20.6
composed-25-1-40-9_ext.xml.minion.gz,1,0.73923,157,0.393939,0.515152,15.878788,15.878788,262,176.977099,0.545455,10,33,139,33,33,0.557759,10,262,0.481175,0.69697,10,0.060606,0.060606,39,0.122527,15.375,12.882353,0.675485,149,10,0.242424,4.043383,20.777778
composed-25-1-80-0_ext.xml.minion.gz,1,0.730939,157,0.424242,0.575758,18.30303,18.30303,302,159.291391,0.575758,10,33,58,33,33,0.581501,10,302,0.554637,0.727273,10,0.060606,0.060606,35,0.089361,14.347826,11.809524,0.527455,145,10,0.363636,2.948907,19.214286
composed-25-1-80-1_ext.xml.minion.gz,1,0.730939,156,0.424242,0.545455,18.30303,18.30303,302,160.122517,0.575758,10,33,60,33,33,0.608253,10,302,0.554637,0.787879,10,0.060606,0.060606,37,0.11736,14.434783,12.117647,0.530207,146,10,0.333333,3.872865,19.533333
composed-25-1-80-2_ext.xml.minion.gz,1,0.730939,156,0.424242,0.575758,18.30303,18.30303,302,159.731788,0.575758,10,33,61,33,33,0.588095,10,302,0.554637,0.787879,10,0.060606,0.060606,28,0.101052,14.45,12.153846,0.528913,145,10,0.363636,3.33471,17.833333
composed-25-1-80-3_ext.xml.minion.gz,1,0.730939,156,0.454545,0.575758,18.30303,18.30303,302,160.07947,0.575758,10,33,60,33,33,0.596033,10,302,0.554637,0.727273,10,0.060606,0.060606,37,0.090598,14.157895,12.263158,0.530064,146,10,0.30303,2.989728,18.142857
composed-25-1-80-4_ext.xml.minion.gz,1,0.730939,157,0.393939,0.545455,18.30303,18.30303,302,160.725166,0.515152,10,33,62,33,33,0.585685,10,302,0.554637,0.787879,10,0.060606,0.060606,37,0.099665,14.5,12.222222,0.532203,147,10,0.363636,3.288961,18.882353
composed-25-1-80-5_ext.xml.minion.gz,1,0.730939,157,0.393939,0.545455,18.30303,18.30303,302,159.990066,0.545455,10,33,60,33,33,0.586212,10,302,0.554637,0.757576,10,0.060606,0.060606,31,0.09826,14.227273,12.181818,0.529768,146,10,0.333333,3.242566,18.764706
composed-25-1-80-6_ext.xml.minion.gz,1,0.730939,157,0.424242,0.545455,18.30303,18.30303,302,160.764901,0.515152,10,33,61,33,33,0.586212,10,302,0.554637,0.787879,10,0.060606,0.060606,35,0.095386,14.166667,12.192308,0.532334,148,10,0.363636,3.147725,18.529412
composed-25-1-80-7_ext.xml.minion.gz,1,0.730939,158,0.424242,0.575758,18.30303,18.30303,302,160.480132,0.515152,10,33,61,33,33,0.588976,10,302,0.554637,0.727273,10,0.060606,0.060606,39,0.09121,14.52381,12.117647,0.531391,146,10,0.363636,3.009932,18.2
composed-25-1-80-8_ext.xml.minion.gz,1,0.730939,157,0.393939,0.575758,18.30303,18.30303,302,159.857616,0.575758,10,33,59,33,33,0.576743,10,302,0.554637,0.69697,10,0.060606,0.060606,37,0.095386,14.217391,12.285714,0.52933,146,10,0.363636,3.147725,18.764706
composed-25-1-80-9_ext.xml.minion.gz,1,0.730939,155,0.393939,0.575758,18.30303,18.30303,302,160.086093,0.545455,10,33,60,33,33,0.582989,10,302,0.554637,0.727273,10,0.060606,0.060606,39,0.092121,14.315789,12.315789,0.530086,147,10,0.333333,3.039985,19.368421
composed-75-1-2-0_ext.xml.minion.gz,1,0.713651,158,0.13253,0.180723,15.036145,15.036145,624,166.641026,0.228916,10,83,142,83,83,0.262333,10,624,0.181158,0.289157,10,0.024096,0.024096,48,0.052681,15.307692,13.3,0.267053,150,10,0.048193,4.372548,17.8
composed-75-1-2-1_ext.xml.minion.gz,1,0.713651,159,0.13253,0.180723,15.036145,15.036145,624,167.740385,0.289157,10,83,144,83,83,0.269018,10,624,0.181158,0.301205,10,0.024096,0.024096,37,0.058978,15.428571,13.375,0.268815,152,10,0.048193,4.895156,17.733333
composed-75-1-2-2_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145,624,167.009615,0.277108,10,83,142,83,83,0.268823,10,624,0.181158,0.277108,10,0.024096,0.024096,48,0.052348,15.352941,13.421053,0.267644,150,10,0.048193,4.344906,17.5625
composed-75-1-2-3_ext.xml.minion.gz,1,0.713651,158,0.144578,0.192771,15.036145,15.036145,624,167.424679,0.253012,10,83,144,83,83,0.254974,10,624,0.181158,0.277108,10,0.024096,0.024096,49,0.052979,15.333333,13.166667,0.268309,150,10,0.048193,4.397277,17.769231
composed-75-1-2-4_ext.xml.minion.gz,1,0.713651,158,0.144578,0.180723,15.036145,15.036145,624,167.706731,0.228916,10,83,143,83,83,0.261224,10,624,0.181158,0.325301,10,0.024096,0.024096,55,0.055368,15.176471,13.263158,0.268761,150,10,0.060241,4.59556,17.647059
composed-75-1-25-0_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361,647,162.530139,0.228916,10,83,142,83,83,0.224882,10,647,0.187836,0.301205,10,0.024096,0.024096,37,0.049057,15.181818,13.166667,0.251206,149,10,0.072289,4.071754,17.538462
composed-75-1-25-1_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,163.496136,0.289157,10,83,142,83,83,0.226102,10,647,0.187836,0.301205,10,0.024096,0.024096,32,0.05385,15.142857,13.166667,0.252699,151,10,0.084337,4.469539,17.444444
composed-75-1-25-2_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361,647,162.882535,0.277108,10,83,141,83,83,0.231866,10,647,0.187836,0.277108,10,0.024096,0.024096,41,0.047426,15.166667,13.25,0.25175,150,10,0.048193,3.936349,17.266667
composed-75-1-25-3_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361,647,163.309119,0.253012,10,83,143,83,83,0.217754,10,647,0.187836,0.289157,10,0.024096,0.024096,42,0.048807,15.125,13,0.25241,149,10,0.072289,4.050989,17.652174
composed-75-1-25-4_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361,647,163.551777,0.228916,10,83,143,83,83,0.224724,10,647,0.187836,0.337349,10,0.024096,0.024096,43,0.05098,15.047619,13.095238,0.252785,150,10,0.072289,4.231369,17.466667
composed-75-1-25-5_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,164.139104,0.26506,10,83,144,83,83,0.230807,10,647,0.187836,0.313253,10,0.024096,0.024096,32,0.054624,15,13.230769,0.253693,151,10,0.072289,4.533772,17.423077
composed-75-1-25-6_ext.xml.minion.gz,1,0.712186,159,0.13253,0.192771,15.590361,15.590361,647,164.114374,0.240964,10,83,144,83,83,0.244278,10,647,0.187836,0.313253,10,0.024096,0.024096,39,0.051152,15.130435,13.066667,0.253654,151,10,0.072289,4.245582,17.4
composed-75-1-25-7_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,163.35085,0.216867,10,83,142,83,83,0.228724,10,647,0.187836,0.301205,10,0.024096,0.024096,35,0.052368,15.071429,13.111111,0.252474,150,10,0.072289,4.346543,17.111111
composed-75-1-25-8_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361,647,163.162287,0.289157,10,83,142,83,83,0.236119,10,647,0.187836,0.337349,10,0.024096,0.024096,41,0.051865,15.117647,13,0.252183,150,10,0.072289,4.304764,17.555556
composed-75-1-25-9_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361,647,162.976816,0.26506,10,83,142,83,83,0.234371,10,647,0.187836,0.349398,10,0.024096,0.024096,37,0.054463,15.166667,13.3,0.251896,150,10,0.060241,4.520465,17.571429
composed-75-1-2-5_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145,624,168.439103,0.26506,10,83,145,83,83,0.269393,10,624,0.181158,0.301205,10,0.024096,0.024096,46,0.05787,15.214286,13.363636,0.269934,151,10,0.060241,4.803226,17.583333
composed-75-1-2-6_ext.xml.minion.gz,1,0.713651,159,0.13253,0.192771,15.036145,15.036145,624,168.258013,0.240964,10,83,144,83,83,0.278807,10,624,0.181158,0.289157,10,0.024096,0.024096,50,0.054637,15.35,13.181818,0.269644,151,10,0.036145,4.53486,17.578947
composed-75-1-2-7_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145,624,167.490385,0.216867,10,83,143,83,83,0.264417,10,624,0.181158,0.301205,10,0.024096,0.024096,35,0.057446,15.176471,13.3125,0.268414,150,10,0.048193,4.76798,17.363636
composed-75-1-2-8_ext.xml.minion.gz,1,0.713651,158,0.13253,0.180723,15.036145,15.036145,624,167.375,0.289157,10,83,143,83,83,0.277364,10,624,0.181158,0.337349,10,0.024096,0.024096,46,0.055746,15.315789,13.210526,0.268229,151,10,0.048193,4.626914,17.65
composed-75-1-2-9_ext.xml.minion.gz,1,0.713651,157,0.13253,0.192771,15.036145,15.036145,624,167.161859,0.26506,10,83,143,83,83,0.263939,10,624,0.181158,0.337349,10,0.024096,0.024096,50,0.057385,15.333333,13.45,0.267888,150,10,0.060241,4.762924,17.625
composed-75-1-40-0_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.024169,0.228916,10,83,141,83,83,0.212898,10,662,0.19219,0.313253,10,0.024096,0.024096,37,0.046377,15,13.066667,0.241728,149,10,0.108434,3.84928,17.428571
composed-75-1-40-1_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,160.91994,0.289157,10,83,142,83,83,0.215697,10,662,0.19219,0.313253,10,0.024096,0.024096,32,0.050941,15,13.136364,0.243081,151,10,0.096386,4.228143,17.375
composed-75-1-40-2_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.332326,0.277108,10,83,141,83,83,0.224195,10,662,0.19219,0.289157,10,0.024096,0.024096,41,0.04527,15.076923,13.136364,0.242194,149,10,0.048193,3.757414,17.176471
composed-75-1-40-3_ext.xml.minion.gz,1,0.711279,157,0.144578,0.192771,15.951807,15.951807,662,160.723565,0.253012,10,83,142,83,83,0.209122,10,662,0.19219,0.289157,10,0.024096,0.024096,42,0.045655,14.947368,12.888889,0.242785,149,10,0.084337,3.789343,17.5
composed-75-1-40-4_ext.xml.minion.gz,1,0.711279,158,0.144578,0.192771,15.951807,15.951807,662,160.944109,0.228916,10,83,141,83,83,0.213297,10,662,0.19219,0.337349,10,0.024096,0.024096,42,0.048659,14.933333,13,0.243118,149,10,0.084337,4.038679,17.384615
composed-75-1-40-5_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,161.626888,0.26506,10,83,143,83,83,0.220757,10,662,0.19219,0.313253,10,0.024096,0.024096,32,0.052096,14.875,13.076923,0.244149,151,10,0.096386,4.323942,17.25
composed-75-1-40-6_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,161.55136,0.240964,10,83,143,83,83,0.23043,10,662,0.19219,0.325301,10,0.024096,0.024096,39,0.048117,15.052632,13,0.244035,150,10,0.096386,3.993681,17.238095
composed-75-1-40-7_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,160.702417,0.216867,10,83,141,83,83,0.217124,10,662,0.19219,0.325301,10,0.024096,0.024096,35,0.050111,14.909091,13.055556,0.242753,149,10,0.084337,4.159193,17
composed-75-1-40-8_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.57855,0.289157,10,83,142,83,83,0.230956,10,662,0.19219,0.337349,10,0.024096,0.024096,39,0.050111,15,12.916667,0.242566,150,10,0.096386,4.159193,17.4375
composed-75-1-40-9_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.432024,0.26506,10,83,142,83,83,0.227325,10,662,0.19219,0.349398,10,0.024096,0.024096,35,0.052696,15.090909,13.1875,0.242344,149,10,0.060241,4.373809,17.368421
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,153.69943,0.228916,10,83,139,83,83,0.204861,10,702,0.203803,0.313253,10,0.024096,0.024096,36,0.041661,14.666667,12.75,0.218945,147,10,0.120482,3.457852,17
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,154.625356,0.289157,10,83,140,83,83,0.213763,10,702,0.203803,0.313253,10,0.024096,0.024096,32,0.049701,14.684211,12.818182,0.220264,150,10,0.108434,4.125165,16.95
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.122507,0.289157,10,83,139,83,83,0.221543,10,702,0.203803,0.289157,10,0.024096,0.024096,41,0.044738,14.777778,12.8,0.219548,148,10,0.072289,3.713229,16.85
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786,0.253012,10,83,140,83,83,0.207188,10,702,0.203803,0.301205,10,0.024096,0.024096,35,0.042244,14.631579,12.65,0.219836,148,10,0.084337,3.506293,17.1875
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.62963,0.228916,10,83,140,83,83,0.211376,10,702,0.203803,0.337349,10,0.024096,0.024096,37,0.044777,14.7,12.722222,0.22027,149,10,0.120482,3.716472,16.913043
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,155.324786,0.26506,10,83,141,83,83,0.215537,10,702,0.203803,0.313253,10,0.024096,0.024096,32,0.047763,14.615385,12.789474,0.22126,150,10,0.096386,3.964313,16.88
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026,158,0.144578,0.192771,16.915663,16.915663,702,155.202279,0.240964,10,83,141,83,83,0.224287,10,702,0.203803,0.337349,10,0.024096,0.024096,31,0.045088,14.75,12.714286,0.221086,150,10,0.096386,3.742317,16.727273
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.403134,0.216867,10,83,140,83,83,0.214484,10,702,0.203803,0.325301,10,0.024096,0.024096,33,0.047543,14.666667,12.736842,0.219947,148,10,0.108434,3.946036,16.65
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786,0.289157,10,83,140,83,83,0.224434,10,702,0.203803,0.349398,10,0.024096,0.024096,34,0.046988,14.615385,12.636364,0.219836,149,10,0.108434,3.899969,17.076923
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026,156,0.144578,0.204819,16.915663,16.915663,702,154.126781,0.26506,10,83,140,83,83,0.215048,10,702,0.203803,0.349398,10,0.024096,0.024096,33,0.046614,14.777778,12.777778,0.219554,148,10,0.108434,3.868952,17.083333
costasArray-10.xml.minion.convert.minion,1,0.913618,475,0.185185,0.157407,6.666667,9.37037,0,353.884892,0.185185,19,54,58,54,54,0.513473,10,139,0.173525,0.333333,19,0.047962,0.047962,56,0.082224,44.75,22.25,2.545934,475,19,0.055556,4.440121,62.25
costasArray-11.xml.minion.convert.minion,1,0.913037,484,0.169231,0.138462,6.784615,10.092308,0,357.735294,0.169231,21,65,56,65,65,0.534663,11,170,0.155266,0.307692,21,0.03991,0.03991,44,0.075065,50.25,25,2.104325,484,21,0.046154,4.879228,65.75
costasArray-12.xml.minion.convert.minion,1,0.912557,436,0.155844,0.12987,6.883117,10.805195,0,321.970588,0.155844,23,77,43,77,77,0.553993,12,204,0.140327,0.285714,23,0.033741,0.033741,43,0.068818,46.5,26.25,1.578287,436,23,0.038961,5.298956,63
costasArray-13.xml.minion.convert.minion,1,0.912154,469,0.144444,0.122222,6.966667,11.511111,0,340.298755,0.144444,25,90,37,90,90,0.572873,13,241,0.127901,0.266667,25,0.028907,0.028907,37,0.063359,48,25.5,1.412028,469,25,0.033333,5.702328,62.75
costasArray-14.xml.minion.convert.minion,1,0.91181,499,0.134615,0.105769,7.038462,12.211538,0,361.576512,0.134615,27,104,45,104,104,0.590109,14,281,0.117419,0.25,27,0.025048,0.025048,35,0.058574,47.75,24.25,1.286749,499,27,0.028846,6.091724,64.5
costasArray-15.xml.minion.convert.minion,1,0.911513,466,0.12605,0.10084,7.10084,12.907563,0,338.407407,0.12605,29,119,41,119,119,0.606573,15,324,0.108467,0.235294,29,0.021916,0.021916,32,0.054362,43.5,24,1.044467,466,29,0.02521,6.469049,61.75
costasArray-16.xml.minion.convert.minion,1,0.911254,490,0.118519,0.096296,7.155556,13.6,0,352.405405,0.118519,31,135,38,135,135,0.621673,16,370,0.100741,0.222222,31,0.019339,0.019339,30,0.050636,44.75,25,0.952447,490,31,0.022222,6.835853,63.5
costasArray-17.xml.minion.convert.minion,1,0.911026,502,0.111842,0.085526,7.203947,14.289474,0,356.236277,0.111842,33,152,27,152,152,0.635974,17,419,0.09401,0.210526,33,0.017193,0.017193,27,0.047325,48.5,29.75,0.850206,502,33,0.019737,7.19341,65.575758
costasArray-18.xml.minion.convert.minion,1,0.910824,482,0.105882,0.082353,7.247059,14.976471,0,342.036093,0.105882,35,170,25,170,170,0.649163,18,471,0.088097,0.2,35,0.015387,0.015387,25,0.044369,47.25,27.25,0.726191,482,35,0.017647,7.542782,64.25
costasArray-19.xml.minion.convert.minion,1,0.910643,489,0.100529,0.079365,7.285714,15.661376,0,345.31749,0.100529,37,189,22,189,189,0.661621,19,526,0.082864,0.190476,37,0.013851,0.013851,22,0.041719,45.75,27.75,0.656497,489,37,0.015873,7.884862,62.054054
costasArray-20.xml.minion.convert.minion,1,0.910481,471,0.095694,0.076555,7.320574,16.344498,0,332.133562,0.095694,39,209,19,209,209,0.67317,20,584,0.078203,0.181818,39,0.012535,0.012535,19,0.039332,49.5,27.25,0.568722,471,39,0.014354,8.220408,66
cril-0_ext.xml.minion.converted.minion,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703,0.185185,3,108,654,108,108,0.523506,1,37,0.085562,0.203704,3,0.053554,0.053554,311,0.064984,82.333333,72,20.505478,765,3,0,7.018323,92
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703,0.185185,3,108,654,108,108,0.523506,1,37,0.085562,0.203704,3,0.053554,0.053554,311,0.064984,82.333333,72,20.505478,765,3,0,7.018323,92
cril-2_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462,2032,161.174213,0.144231,8,208,148,208,208,0.120583,8,2032,0.093935,0.168269,8,0.009615,0.009615,56,0.0245,15.7,13.636364,0.079318,156,8,0.019231,5.096045,17.8125
