@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
normalized-mps-red-pk1.xml.mzn_AND_NODATA,1,0.060914,16.416667,5.329949,87.5,213.137056,1,2,0.61489
normalized-mps-red-markshare1-1.xml.mzn_AND_NODATA,1,0.060714,16.470588,5.767857,88.647059,182.571429,1,1.807143,0.603434
normalized-mps-p2756.xml.mzn_AND_NODATA,1,0.267779,3.734417,3.158926,11.757453,169.333817,1,1.994557,0.717861
normalized-mps-red-markshare2-1.xml.mzn_AND_NODATA,1,0.060606,16.5,6.563636,102,214.454545,1,1.809091,0.590952
normalized-mps-red-misc05.xml.mzn_AND_NODATA,1,0.154639,6.466667,7.238144,33.706667,705.221649,1,1.664433,0.286017
normalized-mps-red-bal8x12.xml.mzn_AND_NODATA,1,0.045699,21.882353,4.870968,56.588235,552.580645,1,1.543011,0.360215
normalized-haystacks-36.xml.mzn_AND_NODATA,1,1.348156,0.741754,3.659053,16.176017,5.833058,1,440.030227,415.928916
normalized-mug100-1-3.xml.mzn_AND_NODATA,1,1.66,0.60241,3.32,3.169925,3.32,1,3,0.92
normalized-mug88-1-3.xml.mzn_AND_NODATA,1,1.659091,0.60274,3.318182,3.169925,3.318182,1,3,0.920455
normalized-mps-red-blend.xml.mzn_AND_NODATA,1,0.046185,21.652174,8.674699,100.747826,600.084337,1,1.585944,0.302122
normalized-mps-red-bell3a.xml.mzn_AND_NODATA,1,0.06219,16.07971,2.800361,35.818841,174.77963,1,1.794051,0.658969
normalized-mps-red-net12.xml.mzn_AND_NODATA,1,0.560256,1.784897,38.876923,69.372998,346.376923,1,1.994872,0.273607
normalized-mps-red-qnet1.xml.mzn_AND_NODATA,1,0.177323,5.639413,3.004647,14.680294,49.023048,1,1.799257,0.709595
normalized-mps-red-ran10x12.xml.mzn_AND_NODATA,1,0.044086,22.682927,4.870968,56.676829,610.645161,1,1.525538,0.35672
normalized-mps-red-boeing2.xml.mzn_AND_NODATA,1,0.059033,16.939698,7.897656,99.356784,2551.167606,1,1.706319,0.241778
normalized-mps-aflow30a.xml.mzn_AND_NODATA,1,0.133148,7.510438,5.762474,43.278706,844.994858,1,2,0.358003
normalized-mps-vpm1.xml.mzn_AND_NODATA,1,0.109296,9.149502,3.351489,27.049834,110.32825,1,1.696805,0.587473
normalized-mps-red-recipe.xml.mzn_AND_NODATA,1,0.049305,20.281768,6.882048,123.823204,427.651866,1,1.889131,0.43001
normalized-mps-red-agg.xml.mzn_AND_NODATA,1,0.085685,11.670644,11.920245,139.116945,685.319018,1,2,0.248779
normalized-mps-red-sample2.xml.mzn_AND_NODATA,1,0.051698,19.343284,4.458333,48.671642,212.689815,1,1.569444,0.368634
normalized-mps-red-scagr7.xml.mzn_AND_NODATA,1,0.050714,19.71831,5.585714,80.276995,341.857143,1,1.739524,0.444498
normalized-mps-protfold.xml.mzn_AND_NODATA,1,1.171117,0.853886,14.670845,12.527222,828.995095,1,2,0.179732
normalized-mps-red-stocfor1.xml.mzn_AND_NODATA,1,0.054054,18.5,5.621622,58.383333,247.918919,1,1.596997,0.413085
normalized-mulsol-i-1-15.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,7.813781,39.847716,1,15,0.211614
normalized-mps-red-qnet1-o.xml.mzn_AND_NODATA,1,0.17026,5.873362,2.844238,14.347162,41.392193,1,1.799257,0.723061
normalized-geo50-20-d4-75-1_ext.xml.mzn_AND_NODATA,1,45.752381,0.021857,91.504762,2.069149,91.504762,0.020816,2.857143,0.071958
normalized-mulsol-i-1-25.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,9.287712,39.847716,1,25,0.35269
normalized-mulsol-i-2-15.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,7.813781,41.329787,1,15,0.413809
normalized-mps-vpm2.xml.mzn_AND_NODATA,1,0.109296,9.149502,3.412491,27.607973,119.129993,1,1.696805,0.578758
normalized-mitre.xml.mzn_AND_NODATA,1,0.190694,5.24401,4.5953,24.0978,96.890339,1,2,0.44047
normalized-mps-red-share2b.xml.mzn_AND_NODATA,1,0.045992,21.743119,9.822785,120.422018,346.468354,1,1.567089,0.177821
normalized-mulsol-i-1-40.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.643856,39.847716,1,40,0.564304
normalized-mulsol-i-1-45.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.983706,39.847716,1,45,0.634842
normalized-mulsol-i-1-46.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.047124,39.847716,1,46,0.648949
normalized-mulsol-i-1-10.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,6.643856,39.847716,1,10,0.141076
normalized-mulsol-i-2-20.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,8.643856,41.329787,1,20,0.551746
normalized-mps-red-aflow30a.xml.mzn_AND_NODATA,1,0.133148,7.510438,5.762474,43.278706,844.994858,1,2,0.358003
normalized-mulsol-i-2-25.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.287712,41.329787,1,25,0.689682
normalized-mps-red-blend2.xml.mzn_AND_NODATA,1,0.099864,10.013605,12.802989,90.918367,2406.399457,1,1.730978,0.229296
normalized-mps-mitre.xml.mzn_AND_NODATA,1,0.190694,5.24401,4.5953,24.0978,96.890339,1,2,0.44047
normalized-mulsol-i-2-28.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.61471,41.329787,1,28,0.772444
normalized-mps-red-berlin-5-8_0.xml.mzn_AND_NODATA,1,0.192413,5.197144,8.884404,46.173531,214.509087,1,2,0.302024
normalized-mulsol-i-2-30.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.813781,41.329787,1,30,0.827619
normalized-mug88-25-3.xml.mzn_AND_NODATA,1,1.659091,0.60274,3.318182,3.169925,3.318182,1,3,0.920455
normalized-mulsol-i-1-35.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.258566,39.847716,1,35,0.493766
normalized-mps-red-mkc.xml.mzn_AND_NODATA,1,0.597065,1.67486,3.695894,6.076229,1686.736764,1,1.981237,0.651133
normalized-mps-red-ran14x18.xml.mzn_AND_NODATA,1,0.040451,24.721519,4.870968,63.708861,900.967742,1,1.541219,0.359857
normalized-mulsol-i-2-29.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.715962,41.329787,1,29,0.800031
normalized-mulsol-i-4-10.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,6.643856,42.659459,1,10,0.283227
normalized-mps-red-modglob.xml.mzn_AND_NODATA,1,0.039316,25.435233,4.138928,81.792746,321.047056,1,1.755551,0.475759
normalized-geo50-20-d4-75-68_ext.xml.mzn_AND_NODATA,1,40.917143,0.02444,81.834286,2.077321,81.834286,0.023276,2.857143,0.07307
normalized-mulsol-i-4-20.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,8.643856,42.659459,1,20,0.566453
normalized-mulsol-i-1-47.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.109178,39.847716,1,47,0.663057
normalized-myciel-5g-5-ext.xml.mzn_AND_NODATA,1,5.01773,0.199293,10.035461,2.219543,10.035461,0.166078,2.5,0.338879
normalized-mulsol-i-3-10.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,6.643856,42.565217,1,10,0.283261
normalized-mulsol-i-4-28.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.61471,42.659459,1,28,0.793034
normalized-mulsol-i-4-29.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.715962,42.659459,1,29,0.821357
normalized-mulsol-i-3-28.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.61471,42.565217,1,28,0.793131
normalized-mulsol-i-5-10.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,6.643856,42.72043,1,10,0.283537
normalized-mulsol-i-3-15.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,7.813781,42.565217,1,15,0.424892
normalized-myciel7-5.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,4.643856,24.712042,1,5,0.282219
normalized-mulsol-i-1-48.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.169925,39.847716,1,48,0.677164
normalized-mps-red-ran8x32.xml.mzn_AND_NODATA,1,0.042339,23.619048,4.870968,59.928571,1133.225806,1,1.533266,0.358266
normalized-mulsol-i-4-25.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.287712,42.659459,1,25,0.708066
normalized-mulsol-i-1-20.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,8.643856,39.847716,1,20,0.282152
normalized-mulsol-i-3-20.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,8.643856,42.565217,1,20,0.566522
normalized-myciel7-7.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,5.61471,24.712042,1,7,0.395107
normalized-mulsol-i-3-29.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.715962,42.565217,1,29,0.821457
normalized-mulsol-i-5-30.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.813781,42.72043,1,30,0.85061
normalized-mulsol-i-5-20.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,8.643856,42.72043,1,20,0.567073
normalized-mug100-25-3.xml.mzn_AND_NODATA,1,1.66,0.60241,3.32,3.169925,3.32,1,3,0.92
normalized-mps-red-agg3.xml.mzn_AND_NODATA,1,0.053974,18.527607,11.384106,210.920245,1379,1,2,0.252228
normalized-mulsol-i-5-25.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.287712,42.72043,1,25,0.708841
normalized-mulsol-i-5-15.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,7.813781,42.72043,1,15,0.425305
normalized-ortholatin-10.xml.mzn_AND_NODATA,1,0.47,2.12766,2.666667,23.559774,47,0,40,18.888889
normalized-myciel7-6.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,5.169925,24.712042,1,6,0.338663
normalized-mulsol-i-3-30.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.813781,42.565217,1,30,0.849784
normalized-mps-red-ran4x64.xml.mzn_AND_NODATA,1,0.049395,20.244898,4.870968,49.938776,1946.129032,1,1.519153,0.355444
normalized-mulsol-i-2-10.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,6.643856,41.329787,1,10,0.275873
normalized-mps-red-ran10x26.xml.mzn_AND_NODATA,1,0.041191,24.277108,4.870968,61.325301,1017.096774,1,1.531017,0.357816
normalized-ortholatin-15.xml.mzn_AND_NODATA,1,0.423704,2.36014,2.666667,30.736027,95.333333,0,85,40.833333
normalized-mulsol-i-1-30.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,9.813781,39.847716,1,30,0.423228
normalized-mps-red-liu.xml.mzn_AND_NODATA,1,0.702807,1.422865,44.191675,62.878788,794.118748,1,2,0.190633
normalized-ooo-rf6.xml.mzn_AND_NODATA,1,2.705654,0.369596,7.104213,2.623028,7.059867,1,1.990576,0.360973
normalized-mps-red-ran12x21.xml.mzn_AND_NODATA,1,0.040707,24.566038,4.870968,62.31761,930,1,1.533154,0.358244
normalized-mulsol-i-4-15.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,7.813781,42.659459,1,15,0.42484
normalized-mps-red-share1b.xml.mzn_AND_NODATA,1,0.030519,32.76699,9.075556,209.5,854.6,1,1.735111,0.264285
normalized-ooo-burch-dill-2-accl.xml.mzn_AND_NODATA,1,2.579461,0.387678,7.777416,3.013331,8.685874,1,1.989312,0.366828
normalized-mps-red-agg2.xml.mzn_AND_NODATA,1,0.053974,18.527607,11.278146,208.957055,1340.456954,1,2,0.252731
normalized-mulsol-i-3-25.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.287712,42.565217,1,25,0.708153
normalized-ortholatin-20.xml.mzn_AND_NODATA,1,0.400833,2.494802,2.666667,35.94119,160.333333,0,146.666667,71.111111
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,2.606413,0.383669,7.835967,3.006418,8.718401,1,2,0.365946
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.61471,42.72043,1,28,0.793902
normalized-myciel5-5.xml.mzn_AND_NODATA,1,5.021277,0.199153,10.042553,4.643856,10.042553,1,5,0.584756
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,0.05305,18.85,6.190318,81.229167,960.973033,1,1.747126,0.408806
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.483201,5.684211,0.666667,31.061053,1.757544
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.595925,5.684211,0.666667,32.821579,1.806447
normalized-myciel6-6.xml.mzn_AND_NODATA,1,7.947368,0.125828,15.894737,5.169925,15.894737,1,6,0.481644
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.453224,5.684211,0.666667,30.614211,1.745132
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,2.73337,0.365849,7.163525,2.620767,7.0898,1,2,0.35806
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.486967,5.684211,0.666667,31.12,1.759181
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.39794,5.684211,0.666667,29.802105,1.722573
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.715962,42.72043,1,29,0.822256
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.70635,5.684211,0.666667,34.640526,1.856974
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.533692,5.684211,0.666667,31.841579,1.779225
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.813781,42.659459,1,30,0.84968
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,0.505208,1.979381,2.666667,19.793814,32.333333,0,26.666667,12.444444
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,0.564815,1.770492,2.666667,15.255516,20.333333,0,16,7.333333
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.500647,5.684211,0.666667,31.328421,1.764971
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,2.616146,0.382242,7.841838,2.995439,8.564103,1,1.989084,0.362922
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,2.782923,0.359334,7.273019,2.611907,7.361349,1,1.994647,0.360724
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.624664,5.684211,0.666667,33.283684,1.819284
normalized-mps-manna81.xml.mzn_AND_NODATA,1,0.854196,1.170692,4.849902,5.67774,15.716419,1,2,0.514111
normalized-haystacks-37.xml.mzn_AND_NODATA,1,1.348541,0.741542,3.660796,16.298025,5.838905,1,464.567808,439.799102
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,2.64331,0.378313,7.90099,2.989051,8.595583,1,2,0.361089
normalized-os-taillard-10-105-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.588428,5.684211,0.666667,32.698947,1.803041
normalized-ortholatin-9.xml.mzn_AND_NODATA,1,0.485597,2.059322,2.666667,21.759655,39.333333,0,33,15.5
normalized-mps-red-timtab2.xml.mzn_AND_NODATA,1,0.169574,5.897127,6.865315,40.485635,129.428886,1,2,0.571973
normalized-os-taillard-10-105-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.58485,5.684211,0.666667,32.64,1.801404
normalized-os-taillard-10-95-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.148296,5.684211,0.666667,26.416842,1.628538
normalized-os-taillard-10-100-7.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.457999,5.684211,0.666667,30.686842,1.747149
normalized-os-taillard-10-100-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.604571,5.684211,0.666667,32.956316,1.81019
normalized-os-taillard-10-100-1.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.432771,5.684211,0.666667,30.315263,1.736827
normalized-os-taillard-10-105-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.359958,5.684211,0.666667,29.258947,1.707485
normalized-mps-red-ran6x43.xml.mzn_AND_NODATA,1,0.044511,22.466292,4.870968,55.429775,1394.516129,1,1.519255,0.355464
normalized-ortholatin-7.xml.mzn_AND_NODATA,1,0.530612,1.884615,2.666667,17.635948,26,0,21,9.722222
normalized-os-taillard-10-95-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.375864,5.684211,0.666667,29.482105,1.713684
normalized-mps-red-ran14x18-1.xml.mzn_AND_NODATA,1,0.040451,24.721519,4.870968,63.708861,900.967742,1,1.541219,0.359857
normalized-ooo-tag8.xml.mzn_AND_NODATA,1,2.755617,0.362895,7.341028,2.663576,7.511234,1,1.995999,0.361087
normalized-os-taillard-10-95-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.48793,5.684211,0.666667,31.137368,1.759664
normalized-os-taillard-10-95-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.344135,5.684211,0.666667,29.035263,1.701272
normalized-os-taillard-10-105-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.698165,5.684211,0.666667,34.505789,1.853231
normalized-os-taillard-10-105-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.556442,5.684211,0.666667,32.193158,1.788991
normalized-ooo-burch-dill-3-accl.xml.mzn_AND_NODATA,1,2.703375,0.369908,7.723713,2.856102,8.08611,1,1.994158,0.367233
normalized-os-taillard-10-100-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.257047,5.684211,0.666667,27.837895,1.668012
normalized-os-taillard-10-95-7.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.349183,5.684211,0.666667,29.107895,1.703289
normalized-geo50-20-d4-75-28_ext.xml.mzn_AND_NODATA,1,44.981905,0.022231,89.96381,2.070334,89.96381,0.021173,2.857143,0.072201
normalized-os-taillard-10-95-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.497091,5.684211,0.666667,31.272105,1.763406
normalized-myciel6-5.xml.mzn_AND_NODATA,1,7.947368,0.125828,15.894737,4.643856,15.894737,1,5,0.40137
normalized-geo50-20-d4-75-35_ext.xml.mzn_AND_NODATA,1,44.344762,0.022551,88.689524,2.071344,88.689524,0.021477,2.857143,0.071937
normalized-mps-red-lotfi.xml.mzn_AND_NODATA,1,0.02684,37.258065,6.464286,186.201613,2535.948052,1,1.79816,0.336144
normalized-ooo-burch-dill-3-accl-ucl.xml.mzn_AND_NODATA,1,2.718087,0.367906,7.755733,2.853379,8.103851,1,2,0.366659
normalized-os-taillard-10-95-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.379838,5.684211,0.666667,29.541053,1.715322
normalized-os-taillard-15-105-0.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.531792,5.793103,0.666667,34.863295,1.553593
normalized-os-taillard-15-100-3.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.412156,5.793103,0.666667,32.880766,1.518191
normalized-os-taillard-10-95-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.28942,5.684211,0.666667,28.275789,1.680175
normalized-os-taillard-15-100-5.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.439783,5.793103,0.666667,33.328276,1.526182
normalized-os-taillard-15-100-4.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.501094,5.793103,0.666667,34.342069,1.544286
normalized-os-taillard-15-105-2.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.411353,5.793103,0.666667,32.867126,1.517947
normalized-mps-red-bienst1.xml.mzn_AND_NODATA,1,0.05302,18.860656,6.496016,122.519126,800.334782,1,2,0.342568
normalized-os-taillard-10-95-6.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.412985,5.684211,0.666667,30.020526,1.72864
normalized-os-taillard-15-105-5.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.538699,5.793103,0.666667,34.983448,1.555739
normalized-os-taillard-10-100-6.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.521742,5.684211,0.666667,31.652105,1.773962
normalized-os-taillard-15-100-9.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.38823,5.793103,0.666667,32.498084,1.511357
normalized-ooo-rf8.xml.mzn_AND_NODATA,1,2.850556,0.350809,7.247658,2.54249,7.032787,1,1.999854,0.362104
normalized-ooo-tag8-ucl.xml.mzn_AND_NODATA,1,2.764851,0.361683,7.360111,2.662028,7.520468,1,2,0.361462
normalized-os-taillard-15-100-7.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.34905,5.793103,0.666667,31.882605,1.500367
normalized-ooo-rf8-ucl.xml.mzn_AND_NODATA,1,2.850849,0.350773,7.248097,2.542435,7.032787,1,2,0.362041
normalized-os-taillard-15-100-2.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.312264,5.793103,0.666667,31.315402,1.490238
normalized-os-taillard-15-105-1.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.531583,5.793103,0.666667,34.860536,1.553544
normalized-os-taillard-15-105-7.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.448414,5.793103,0.666667,33.468812,1.528692
normalized-os-taillard-15-100-6.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.380265,5.793103,0.666667,32.373333,1.50913
normalized-os-taillard-15-95-5.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.335497,5.793103,0.666667,31.673103,1.496626
normalized-os-taillard-15-100-0.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.432516,5.793103,0.666667,33.208123,1.524037
normalized-geo50-20-d4-75-56_ext.xml.mzn_AND_NODATA,1,43.664762,0.022902,87.329524,2.072455,87.329524,0.021811,2.857143,0.071417
normalized-os-taillard-15-100-8.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.422159,5.793103,0.666667,33.043372,1.521095
normalized-os-taillard-4-100-1.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.376661,5.142857,0.666667,28.330357,3.075149
normalized-os-taillard-15-95-3.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.308585,5.793103,0.666667,31.260077,1.48925
normalized-os-taillard-4-105-8.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.659312,5.142857,0.666667,32.517857,3.424107
normalized-os-taillard-15-95-9.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.283326,5.793103,0.666667,30.877395,1.482417
normalized-os-taillard-4-95-1.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.246869,5.142857,0.666667,26.616071,2.932292
normalized-fischer-8-10-fair.xml.mzn_AND_NODATA,1,0.950368,1.052224,2.689036,13.998316,4.998048,0.913194,6752.037701,3358.534882
normalized-os-taillard-5-100-0.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.937035,5.333333,0.666667,29.497778,2.621389
normalized-os-taillard-15-100-1.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.432293,5.793103,0.666667,33.205364,1.523987
normalized-os-taillard-15-95-1.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.327593,5.793103,0.666667,31.550192,1.494431
normalized-os-taillard-5-100-3.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.975948,5.333333,0.666667,29.995556,2.6525
normalized-os-taillard-15-95-7.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.244266,5.793103,0.666667,30.296398,1.472042
normalized-os-taillard-5-100-4.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.081011,5.333333,0.666667,31.568889,2.750833
normalized-os-taillard-5-100-7.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.92856,5.333333,0.666667,29.328889,2.610833
normalized-os-taillard-15-105-3.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.51043,5.793103,0.666667,34.501456,1.547132
normalized-os-taillard-4-105-9.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.338311,5.142857,0.666667,27.964286,3.044643
normalized-os-taillard-15-95-8.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.316881,5.793103,0.666667,31.388199,1.491538
normalized-os-taillard-10-95-1.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.326242,5.684211,0.666667,28.788947,1.69443
normalized-os-taillard-5-100-8.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.238095,5.333333,0.666667,34.093333,2.908611
normalized-os-taillard-5-100-9.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.082609,5.333333,0.666667,31.604444,2.753056
normalized-os-taillard-15-105-9.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.487702,5.793103,0.666667,34.118774,1.540298
normalized-os-taillard-4-100-6.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.055369,5.142857,0.666667,24.375,2.745536
normalized-os-taillard-4-95-4.xml.mzn_AND_NODATA,1,1.285714,0.777778,3.428571,11.663039,5.142857,0.666667,32.571429,3.428571
normalized-os-taillard-5-105-2.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.176164,5.333333,0.666667,33.071111,2.844722
normalized-os-taillard-5-105-3.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.094465,5.333333,0.666667,31.773333,2.763611
normalized-os-taillard-15-95-6.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.274908,5.793103,0.666667,30.752644,1.480189
normalized-os-taillard-5-105-6.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.052736,5.333333,0.666667,31.168889,2.725833
normalized-os-taillard-5-105-8.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.354435,5.333333,0.666667,36.093333,3.033611
normalized-os-taillard-5-95-0.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.815991,5.333333,0.666667,27.831111,2.517222
normalized-os-taillard-5-100-2.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,12.062735,5.333333,0.666667,31.293333,2.733611
normalized-os-taillard-5-95-4.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.96162,5.333333,0.666667,29.791111,2.639722
normalized-os-taillard-5-95-5.xml.mzn_AND_NODATA,1,1.333333,0.75,3.555556,11.869546,5.333333,0.666667,28.542222,2.561667
