@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC

@DATA
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.5446,0,1.2703,0.0013,0.449,0.0011,0.0002,0.6665,1.9082,0.0008,0.0001,1.0078,0,0.3972,0,0.9403,16,0.1382,26,0.0022,2.37,21.0031,2.3863,0.619,0.0185,4.2611,0.1235,0.7057,1.6474,0,0.3241,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.841,0,1.0571,0.0063,?,?,0.0003,0.4055,2.4957,0.0154,0.0001,1.6816,0,0.6102,?,1,7,0.0666,9,?,0.7391,7.6804,?,?,?,?,?,?,2.9157,0,0,0
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8247,0.0001,0.7594,0.0021,0.9114,0.0004,0.0004,0.6783,1.8764,0.0015,0.0001,0.9339,0.0001,0.8917,0.0001,0.7778,7,0.0597,10,0.0034,0.7022,8.3451,3.227,0.5278,0.0193,3.7791,0.1729,0.4636,2.3597,0,0,0
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.625,0.0008,0.7973,0.0099,0.7443,0.0021,0.0021,0.9933,1.9923,0.0027,0.0008,0.3725,0.0002,0.582,0.0006,0.6667,6,0.0703,7,0.0354,0.6316,6.6737,3.1054,0.5934,0.0353,3.0982,0.1834,0.396,2.5807,0,0.1847,0
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.8478,0.0006,0.684,0.0092,0.6926,0.0026,0.0013,0.567,2.2852,0.0048,0.0009,0.533,0.0002,0.5288,0.0007,0.8065,5,0.0886,8,0.0329,0.8911,6.6926,3.5334,0.5909,0.027,3.6495,0.1802,0.5331,2.544,0,0.6004,0
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.6058,0.0003,0.9752,0.0054,1.0369,0.0014,0.0004,0.5105,1.3071,0.0034,0.0003,1.0609,0.0001,0.4947,0.0004,0.6,14,0.0382,17,0.0106,0.8985,15.6136,2.5812,0.6667,0.0101,2.7537,0.1488,0.5649,1.47,0,0,0
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,11.5882,0,0.8254,0.0035,?,?,0.0007,0.3324,4.5933,0.0013,0.0001,0.9566,0,0.5948,?,1,5,0.096,7,?,0.803,5.68,?,?,?,?,?,?,0.0896,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.7532,0.0001,1.4523,0.008,0.8519,0.0029,0.0005,0.4252,2.3827,0.0022,0.0002,1.7789,0,0.3871,0.0001,0.875,4,0.0907,6,0.0364,0.7111,5.5863,2.8767,0.6882,0.0076,5.2937,0.0992,0.776,2.3887,0,0.1309,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.5595,0.0001,1.5579,0.0071,?,?,0.0004,0.3379,2.3559,0.0019,0.0001,1.9377,0,0.3838,?,0.8904,4,0.0931,6,?,0.7334,5.5526,?,?,?,?,?,?,2.3483,0,0.2394,0
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,5.2488,0.003,0.4914,0.0503,1.3385,0.0226,0.0241,0.9506,3.077,0.0284,0.0114,0.4105,0.0018,0.832,0.0012,0.9184,4,0.0797,5,0.245,0.3734,4.1233,3.3351,0.6667,0.0101,3.9568,0.1682,0.6903,3.8051,0,0,0
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,4.4528,0.0039,0.7071,0.0526,1.4427,0.0096,0.0122,0.875,2.9305,0.0129,0.0042,0.5809,0,0.8536,0,1,3,0.076,5,0.0875,0.3662,3.9727,2.9646,0.4,0,3.7086,0.1263,0.5329,1.9147,0,0.0726,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,29.3588,0,1.131,0.0009,?,?,0.0003,0.7,3.1963,0.0009,0,2.5418,0,0.9717,?,1,13,0.1272,19,?,1.8867,15.4,?,?,?,?,?,?,3.2216,0,0,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,15.0584,0,0.9857,0.0007,?,?,0.0002,0.7199,3.087,0.0007,0,1.4895,0,0.9636,?,0.9459,11,0.1446,19,?,2.0685,14.4828,?,?,?,?,?,?,3.0942,0,0.669,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.744,0.0013,0.2757,0.004,0.198,0.0074,0.0024,0.5187,1.9276,0.0035,0.0019,0.2743,0.0005,0.4053,0.0024,0.25,6,0.0966,10,0.0136,1.1867,8.2616,2.9972,0.5205,0.1679,3.0157,0.3155,0.1736,1.7617,0,0.1759,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,28.2241,0,1.1339,0.0009,?,?,0.0003,0.7457,3.2084,0.0009,0,2.5403,0,0.9718,?,1,12,0.1186,18,?,1.9073,15,?,?,?,?,?,?,3.2353,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.9266,0,1.4257,0.0012,?,?,0.0001,0.2035,2.2597,0.0003,0,1.1573,0,0.4486,?,0.7538,11,0.0915,17,?,1.6497,14.6074,?,?,?,?,?,?,2.8674,0,0.182,0
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,3.4912,0,1.2573,0.001,?,?,0.0001,0.513,1.6176,0.0173,0.0008,4.1357,0,0.9632,?,0.9973,5,0,5,?,0,5,?,?,?,?,?,?,1.2135,0.1905,0.343,0
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,1.0901,0.0002,1.484,0.0326,1.0461,0.0051,0.0012,0.5344,2.5499,0.0053,0.0004,1.3956,0.0001,0.5882,0.0002,0.9091,5,0.0824,8,0.0429,0.7323,6.0613,3.0979,0.6505,0.0245,5.3325,0.1396,0.6694,3.2571,0,0.2551,0
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,2.0844,0,0.6814,0.0005,0.8601,0.0002,0.0001,0.6272,2.8477,0.0002,0,0.7294,0,0.6251,0,1,43,0.0227,49,0.0012,1.3044,44.9182,3.6479,0.9048,0.0241,4.5443,0.2051,0.535,3.3371,0,0.2459,0
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,1.5931,0,1.4777,0.0017,?,?,0.0001,0.8105,2.537,0.0008,0.0001,1.2668,0,0.4962,?,0.9,7,0.0721,10,?,0.973,8.9267,?,?,?,?,?,?,2.5871,0,0.0473,0
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,3.5598,0,2.8746,0.0019,?,?,0,0.5939,1.9755,0.0009,0,1.8964,0,0.5362,?,0.9769,6,0.077,7,?,0.6929,6.4894,?,?,?,?,?,?,2.2935,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.7342,0.0011,0.508,0.0043,0.3475,0.0103,0.002,0.5918,2.0727,0.0026,0.001,0.5948,0.0004,0.2608,0.0019,0.25,6,0.0645,8,0.0175,0.6517,7.2766,2.8264,0.48,0.1812,3.4912,0.2971,0.2135,1.3517,0,0.3313,0
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6854,0.0006,0.8175,0.0081,0.835,0.0015,0.0015,0.9726,1.8453,0.0017,0.0006,0.3068,0.0001,0.598,0.0006,0.6667,11,0.0455,13,0.0338,0.8293,12.3599,2.962,0.5934,0.0465,2.8947,0.2051,0.3636,2.4104,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,1.6529,0,0.8975,0.001,0.7476,0.0003,0.0001,0.1122,2.2975,0.0004,0,0.9093,0,0.4972,0,0.6,12,0.0479,15,0.002,0.9518,13.766,3.2988,0.7692,0.0201,4.5593,0.1381,0.5841,2.991,0,0.3394,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.7724,0.0017,0.2773,0.005,0.2021,0.0093,0.003,0.581,1.9881,0.0044,0.0024,0.2931,0.0007,0.4036,0.003,0.25,6,0.0906,9,0.0171,1.0381,7.5624,3.0201,0.5205,0.1679,3.0454,0.317,0.1725,1.7705,0,0.0704,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,1.1392,0.0001,1.5509,0.0037,?,?,0.0002,0.4789,1.9891,0.0016,0.0001,1.7304,0,0.4236,?,0.8925,4,0.0928,6,?,0.7184,5.4821,?,?,?,?,?,?,2.1233,0,0.4071,0
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,4.3598,0,1.8225,0.0043,?,?,0,0.0543,2.3933,0.0038,0,2.4752,0,0.4692,?,0.9531,7,0.0597,8,?,0.5623,7.25,?,?,?,?,?,?,2.6359,0,0.6925,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,20.5692,0.0001,0.9001,0.0068,?,?,0.0024,0.7899,4.0078,0.0096,0.0035,0.8587,0.0001,0.8911,?,0.9284,3,0.129,4,?,0.6389,3.6632,?,?,?,?,?,?,2.6677,0,0,0
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,0,0,0,0,0,0,?,?,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,54.3296,0.0007,0.0747,0.0013,?,?,0.0013,0.932,0.6027,0.0023,0.0023,0.0035,0.0022,0.9996,?,0.5349,3,0,3,?,0,3,?,?,?,?,?,?,0.2903,0.5229,0.4865,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,12.8424,0,0.9885,0.0008,?,?,0.0003,0.8342,3.1002,0.0008,0,1.4882,0,0.9636,?,0.9459,11,0.1395,18,?,1.972,13.6774,?,?,?,?,?,?,3.111,0,0.5212,0
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.9596,0,0.4551,0.0002,0.4568,0.0002,0,0.0952,2.0382,0.0002,0.0001,0.5334,0,0.5125,0,0.6667,16,0.135,24,0.0009,1.6987,20.7778,2.9451,0.6381,0.0872,3.7487,0.3003,0.1747,1.0549,0,0.3269,0
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.61,0.0005,0.7172,0.0066,0.7011,0.0012,0.0012,0.9778,1.9148,0.0022,0.0005,0.3447,0.0001,0.5972,0.0004,0.6667,6,0.0408,9,0.0236,0.4106,7.9962,2.977,0.5934,0.0416,3.0227,0.1853,0.3768,2.502,0,0.3135,0
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,171.949,0,0.7826,0.001,?,?,0.0002,0.5561,1.2974,0.0008,0,5.7779,0,0.9909,?,1,33,0,33,?,0,33,?,?,?,?,?,?,1.2974,0,0,0
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,49.4424,0.0008,0.0766,0.0015,?,?,0.0014,0.9231,0.6298,0.0025,0.0025,0.0038,0.0025,0.9996,?,0.5347,3,0,3,?,0,3,?,?,?,?,?,?,0.2999,0.522,0.6588,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.5795,0.0001,1.5061,0.0075,0.8583,0.0027,0.0005,0.3355,2.3667,0.002,0.0001,1.8594,0,0.3855,0.0001,0.875,4,0.0917,6,0.0342,0.7207,5.5756,2.8504,0.6942,0.0069,5.3384,0.0968,0.8054,2.3742,0,0.3106,0
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,1.3935,0,1.7416,0.0038,?,?,0.0002,0.5122,2.6686,0.0023,0.0001,1.388,0,0.5969,?,0.72,100,0.0102,106,?,1.2226,104.6185,?,?,?,?,?,?,1.8473,0,0.4042,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,25.5436,0,1.0311,0.0044,?,?,0.0013,0.8349,3.6364,0.0041,0.0015,0.7924,0,0.9482,?,0.8998,4,0,4,?,0,4,?,?,?,?,?,?,1.9915,0,0,0
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,105.41,0,1.0572,0.0029,?,?,0.0009,0.7863,3.8026,0.0032,0.0011,0.8479,0,0.9503,?,0.9037,4,0,4,?,0,4,?,?,?,?,?,?,2.3509,0,0.448,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,879.976,0,3.701,0.005,?,?,0,0.1589,3.3303,0.0017,0,4.3539,0,0.9126,?,0.9672,4,0,4,?,0,4,?,?,?,?,?,?,3.0266,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,1.0923,0,2.0093,0.0042,?,?,0.0001,0.1619,2.2531,0.0011,0,2.6539,0,0.3816,?,0.8889,4,0.0762,6,?,0.5202,5.0684,?,?,?,?,?,?,2.1792,0,0.1715,0
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.7574,0,0.5197,0.0002,0.4278,0.0003,0.0001,0.1053,2.3058,0.0002,0.0001,0.5015,0,0.5289,0,0.4,13,0.0354,14,0.0007,0.6379,13.3354,3.2829,0.5714,0.0887,3.7307,0.2547,0.2817,0.8221,0,0.3151,0
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,2.9963,0,0.9333,0.0007,?,?,0.0001,0.231,2.8216,0.0005,0,1.1879,0,0.6031,?,0.9111,31,0.1477,51,?,3.0445,41,?,?,?,?,?,?,3.2519,0,0.5771,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,8.6512,0,0.6447,0.0001,0.5811,0,0,0.417,2.7578,0,0,0.8378,0,0.6977,0,0.8333,115,0.0045,117,0.0002,0.7732,115.7619,2.9002,0.5,0.0136,3.9005,0.1064,0.7487,2.9027,0,1.84,0
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,5.2335,0,1.3475,0.0009,?,?,0.0001,0.4901,1.8681,0.0008,0,2.5676,0,0.1457,?,1,5,0.1328,7,?,1.0819,5.8738,?,?,?,?,?,?,1.5295,0,0,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,312.725,0,2.3506,0.0033,?,?,0.0001,0.2326,5.065,0.0011,0,2.4701,0,0.9403,?,0.9849,4,0,4,?,0,4,?,?,?,?,?,?,4.0386,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.9008,0.0001,1.6558,0.0063,?,?,0.0003,0.409,2.3327,0.0017,0.0001,2.086,0,0.382,?,0.875,4,0.0956,6,?,0.7552,5.5157,?,?,?,?,?,?,2.2983,0,0.2335,0
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.715,0.0002,1.1108,0.0047,?,?,0.0004,0.6518,1.9837,0.0124,0.0009,3.006,0,0.9519,?,0.9688,5,0.1298,8,?,1.1651,6.4695,?,?,?,?,?,?,1.4774,0.2121,0,0
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,5.1181,0,0.6334,0.0001,0.5838,0.0001,0,0.6704,2.6095,0.0001,0,0.8451,0,0.7034,0,0.7895,19,0.0164,21,0.0003,0.4113,20.0556,2.8861,0.4697,0.0137,3.7559,0.1157,0.6941,2.9386,0,2.291,0
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5554,0.0003,0.7376,0.0043,0.6641,0.0006,0.0006,0.98,1.893,0.001,0.0003,0.3286,0.0001,0.6047,0.0003,0.7,9,0.0349,11,0.014,0.4553,10.029,2.8801,0.5934,0.0255,2.9317,0.1889,0.3628,2.4188,0,0.4757,0
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,1.6185,0.0003,1.1089,0.006,?,?,0.0005,0.6488,1.8687,0.0104,0.0008,2.8796,0,0.9406,?,0.9432,5,0.1097,8,?,1.0456,6.4657,?,?,?,?,?,?,1.471,0.25,0.2368,0
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,1.0531,0.0002,2.0633,0.061,?,?,0.0016,0.6818,1.7502,0.0066,0.0004,1.8398,0.0001,0.6074,?,0.9429,4,0.0707,5,?,0.3995,4.863,?,?,?,?,?,?,3.1594,0,0.1687,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.6814,0.0007,0.4976,0.0029,0.3414,0.0068,0.0013,0.4727,2.0499,0.0017,0.0007,0.6006,0.0003,0.2519,0.0013,0.25,7,0.0583,9,0.0116,0.6567,7.8816,2.7984,0.48,0.1812,3.4733,0.2936,0.2098,1.3434,0,0.4388,0
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,72.2774,0,0.7991,0.0018,?,?,0.0004,0.5621,1.3635,0.0014,0,5.6617,0,0.9904,?,1,22,0.0137,23,?,0.3488,22.8889,?,?,?,?,?,?,1.3576,0,0,0
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,7.3659,0,1.116,0.0008,?,?,0.0001,0.5731,2.3594,0.0006,0,2.39,0,0.1254,?,0.5556,5,0.1744,8,?,1.3664,6.2997,?,?,?,?,?,?,1.8364,0,0,0
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,14.9949,0,8.9522,0.0117,?,?,0,0.5136,1.7932,0.0109,0,13.7478,0,0.4893,?,0.9989,10,0.0635,13,?,1.0906,11.6154,?,?,?,?,?,?,3.001,0,0,0
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.8753,0,0.5197,0.0002,0.4275,0.0003,0.0001,0.1079,2.3065,0.0002,0.0001,0.5011,0,0.5291,0,0.4,13,0.0356,14,0.0007,0.6449,13.3459,3.2828,0.581,0.0887,3.7305,0.2546,0.2818,0.8229,0,0.281,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,66.9347,0,0.7094,0.0008,?,?,0.0001,0.3376,1.791,0.0006,0,2.1881,0,0.9612,?,0.9941,99,0,99,?,0,99,?,?,?,?,?,?,1.7113,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.6525,0.0005,0.4924,0.0021,0.3384,0.0051,0.001,0.4759,2.0269,0.0013,0.0005,0.6054,0.0002,0.2465,0.001,0.25,7,0.07,10,0.0086,0.8975,8.5147,2.7773,0.48,0.1812,3.4508,0.2919,0.2076,1.3382,0,0.5095,0
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,5.2248,0,0.4661,0.0001,0.5813,0,0,0.6394,2.2754,0,0,0.4743,0,0.7444,0,0.7778,16,0.02,17,0.0001,0.3622,16.1176,3.1658,0.6071,0.0277,3.4571,0.1556,0.6122,2.8563,0,0,0
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.7623,0,1.3051,0.0008,0.8949,0.0001,0.0002,0.8621,1.619,0.0008,0,0.7305,0,0.5946,0,0.9416,47,0.0105,48,0.0045,0.6891,47.4551,2.3523,0.619,0.0035,2.5992,0.1624,0.3024,1.5733,0,1.0176,0
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.838,0.0001,0.7548,0.0023,0.9104,0.0005,0.0004,0.7123,1.8785,0.0016,0.0002,0.9412,0.0001,0.8972,0.0001,0.7838,7,0.064,10,0.0039,0.819,8.6168,3.2219,0.5278,0.0186,3.7892,0.1723,0.4655,2.3663,0,0,0
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,1.0326,0,0.7817,0.0011,1.0125,0.0003,0.0001,0.138,2.8098,0.0006,0,0.878,0,0.6184,0,0.8333,49,0.172,89,0.0024,3.6798,69.0244,3.5862,0.7449,0.0165,4.5478,0.2112,0.7039,3.0442,0,0.6094,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,25.7007,0,1.0031,0.0049,?,?,0.0016,0.8237,3.781,0.0049,0.0018,0.8065,0,0.9384,?,0.8811,4,0,4,?,0,4,?,?,?,?,?,?,2.2258,0,0,0
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,4.3979,0,0.6499,0.0002,0.6361,0.0001,0,0.6683,2.5958,0.0001,0,0.8655,0,0.7241,0,0.75,16,0.0199,18,0.0005,0.4346,17,2.9299,0.4889,0.0135,3.6976,0.1227,0.6339,2.869,0,1.1359,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,4.9189,0,0.9845,0.0017,?,?,0.0003,0.7565,2.9204,0.0016,0.0001,1.5672,0,0.9289,?,1,8,0.0713,11,?,1.0188,9.5203,?,?,?,?,?,?,3.2613,0,0.2183,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,1.6486,0,1.7571,0.0032,?,?,0.0001,0.2549,1.9249,0.0011,0,2.0478,0,0.4254,?,0.9,4,0.0946,6,?,0.7299,5.4,?,?,?,?,?,?,2.0418,0,0.4381,0
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,2.1931,0.0182,0.361,0.0745,1.0818,0.0334,0.0423,0.9521,2.0872,0.0095,0.0054,0.4211,0.0017,0.5844,0.0182,0.2941,3,0.1148,4,0.2364,0.4317,3.1553,1.9491,0.1818,0.0176,0.9977,0.1245,0.4562,0.6474,0,0.0005,0
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,1303,0,4.8419,0.0105,?,?,0,0.389,4.1841,0.0057,0,7.536,0,0.9381,?,0.9969,4,0,4,?,0,4,?,?,?,?,?,?,4.2244,0,0,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,79.2384,0,0.6972,0.0006,?,?,0.0001,0.2925,1.7092,0.0005,0,2.174,0,0.9607,?,0.9938,130,0,130,?,0,130,?,?,?,?,?,?,1.6815,0,0,0
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,11.2441,0,0.8261,0.0033,?,?,0.0006,0.3901,4.574,0.0008,0.0001,0.9708,0,0.595,?,1,5,0.082,6,?,0.6255,5.6818,?,?,?,?,?,?,0.1093,0,0,0
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,5.732,0,0.6264,0.0001,0.5903,0,0,0.5523,2.6311,0.0001,0,0.8463,0,0.7119,0,0.7895,21,0.0117,22,0.0003,0.2392,21.0645,2.8742,0.5,0.0135,3.7581,0.1156,0.689,2.8898,0,0.7083,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,1.47,0,1.425,0.0013,?,?,0.0001,0.1881,2.2615,0.0004,0,1.157,0,0.4489,?,0.7576,10,0.0853,16,?,1.5325,13.7263,?,?,?,?,?,?,2.8663,0,0.1308,0
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,11.5469,0,10.0365,0.0178,?,?,0,0.2033,2.0604,0.0176,0,8.1433,0,0.5595,?,0.7143,18,0.061,21,?,1.358,19.3333,?,?,?,?,?,?,1.1386,0,0,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,4449.26,0,5.841,0.016,?,?,0,0.349,4.2104,0.0055,0,8.7678,0,0.9389,?,1,4,0,4,?,0,4,?,?,?,?,?,?,4.2401,0,0,0
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,3.0998,0.0192,0.2204,0.0472,1.0149,0.0252,0.031,0.8655,2.1507,0.007,0.0049,0.3535,0.0017,0.6375,0.0134,0,3,0,3,0.134,0,3,1.4418,0.1733,0.0209,0.824,0.135,0.3756,0,0,0.0047,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,7.0092,0,4.2697,0.0029,?,?,0,0.9706,0.9542,0.0014,0,4.7989,0,0.5422,?,0.9847,3,0.0259,4,?,0.0594,3.9892,?,?,?,?,?,?,0.1832,0,0,0
