@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,0.1,0.1,8.9884,0.1,0.1,12,15,8.6846,70,12,12.0889,9,12.0868,9,15,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,0.0063,0.0063,16.7221,0.0062,0.0103,107,117,13.742,500,107,106.839,98,107.428,97,117,0.0125
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,0.005,0.005,53.648,0.005,0.005,191,204,43.2902,1000,191,190.937,177,190.78,177,205,0.0165
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,0.0087,0.0087,12.0935,0.0085,0.0142,78,86,10.0029,360,78,77.7457,70,77.8606,69,86,0.017
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,0.0059,0.0059,17.312,0.0058,0.0078,114,124,14.2467,520,114,114.261,104,114.069,104,124,0.0115
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,0.0062,0.0062,19.3211,0.0062,0.0103,107,117,15.7092,500,107,107.262,97,106.927,97,117,0.0123
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,0.0175,33.5354,0.0175,0.0175,67,76,33.2595,400,65,66.263,58,65.9081,58,75,0.0117
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.0008,0.0008,112.73,0.0008,0.0013,841,865,74.1053,4000,848,840.912,817,845.722,818,872,0.0016
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0071,0.0071,39.8097,0.0071,0.0071,134,148,33.7294,700,134,134.049,121,133.755,123,146,0.0217
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,0.0071,0.0071,38.3386,0.0071,0.0071,134,146,31.3107,700,135,134.214,123,134.401,122,147,0.0218
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,0.0056,0.0056,50.3061,0.0056,0.0056,172,185,40.8885,900,172,171.351,159,171.602,160,185,0.018
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.0008,0.0008,117.5,0.0008,0.0015,852,876,91.8609,4000,849.5,844.617,821,842.75,825,877,0.0016
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,0.0003,0.0003,729.071,0.0003,0.0005,2537,2572,213.227,12000,2560,2531.55,2486,2372.43,2461,2588,0.0005
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0002,0.0002,1106,0.0002,0.0003,4279,4324,449.182,20000,4252,4269.36,0,3417.8,4214,4275,0.0003
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,0.0007,0.0007,86.1871,0.0005,0.0025,836.5,862,59.7279,5500,835,835.441,812,828.993,813,861,0.0015
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,0.04,0.04,10.8801,0.04,0.04,25,30,9.9008,125,25,24.7864,20,24.8918,20,30,0.0452
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,0.14,0.14,6.8187,0.14,0.14,9,12,6.2738,50,9,8.9429,6,8.8736,6,12,0.011
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,0.0933,0.0933,9.456,0.0933,0.0933,13,16,9.0634,75,13,12.8841,10,12.9043,10,16,0.0111
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,0.0063,0.0063,44.7977,0.0063,0.0063,152.5,166,37.9621,800,152,152.235,141,153.047,140,166,0.0196
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,0.0055,0.0055,19.7629,0.0055,0.0091,122,132,15.7307,560,121,121.796,111,121.707,111,133,0.0109
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,0.0933,0.0933,9.372,0.0933,0.0933,13,16,9.1028,75,13,12.8615,10,12.9385,10,16,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0002,0.0002,1912,0.0002,0.0003,3873,3901,329.308,18000,3787,3862.85,0,3172.5,3819,3834,0.0004
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,0.0389,0.0389,16.5562,0.0389,0.0389,30,35,16.5986,180,30,29.7789,24,29.672,24,35,0.0117
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0081,0.0081,12.229,0.008,0.0107,84,92,10.3601,380,83,83.7873,75,83.536,75,92,0.0157
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,0.0071,0.0071,38.2005,0.0071,0.0071,134,147,31.635,700,134,134.117,123,134.229,121,146,0.0218
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,0.0087,0.0087,13.8598,0.0086,0.0144,77,85,11.2818,350,77,77.1609,69,77.1576,69,86,0.0168
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,0.005,0.005,55.56,0.005,0.005,190.5,205,45.9957,1000,191,191.009,177,191.591,178,206,0.0165
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,0.0057,0.0057,23.5251,0.0057,0.0094,116,126,18.7633,540,116,115.879,106,115.847,106,126,0.0113
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,0.0006,0.0006,70.4157,0.0004,0.0021,988,1016,61.5747,6500,997,977.092,962,993.483,953,1022,0.0013
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,0.0333,12.5142,0.0333,0.0333,29,35,11.4196,150,30,29.6687,24,29.6375,24,35,0.0438
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.0065,0.0065,15.5814,0.0064,0.0107,103,113,12.8189,480,103,103.299,94,103.198,94,113,0.0129
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,0.0068,0.0068,13.9345,0.0068,0.009,99,108,11.3165,450,99,98.6665,89,98.6931,89,108,0.0133
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,0.0417,0.0417,10.5199,0.0417,0.0417,24,29,9.4775,120,24,24.0048,19,23.8766,19,29,0.0453
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,0.0001,0.0001,1444,0.0001,0.0002,7448,7477,856,34999,7442,7452.33,7344,7442,7415,7344,0.0002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,0.0318,0.0318,19.5783,0.0318,0.0318,36,43,19.9618,220,36,36.4388,30,36.4747,30,43,0.0117
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,0.1556,0.1556,6.4782,0.1556,0.1556,8,10,5.7909,45,8,8.0752,6,8.0722,6,11,0.011
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,0.035,0.035,17.7524,0.035,0.035,33,39,18.0339,200,33,33.1721,27,33.132,27,39,0.0117
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,0.0056,0.0056,48.5184,0.0056,0.0056,174,187,42.76,900,172,172.968,158,173.039,157,188,0.0179
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,0.035,0.035,17.7781,0.035,0.035,33,40,18.2514,200,33,33.3687,28,33.19,27,39,0.0117
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,0.005,0.005,55.9748,0.005,0.005,191,206,43.25,1000,193,191.23,177,191.49,178,206,0.0165
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,0.1167,0.1167,7.9162,0.1167,0.1167,10,14,7.5322,60,10,10.5239,8,10.4477,8,13,0.011
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,0.0003,0.0003,409,0.0003,0.0005,2129.5,2172,153.583,10000,2126,2127.62,2056,2000.94,2076,2164,0.0006
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,0.035,0.035,18.2865,0.035,0.035,33,39,18.2752,200,33,33.1174,27,33.0468,27,39,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,0.0875,0.0875,9.5983,0.0875,0.0875,13,17,9.492,80,14,13.6424,10,13.7563,10,17,0.0111
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0002,0.0002,619.818,0.0002,0.0005,2760,2817,207.368,13000,2771,2756.32,2716,2522.36,2652,2811,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,0.05,0.05,8.8061,0.05,0.05,20,24,7.9139,100,20,20.0793,16,20.0929,16,24,0.0459
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,0.0292,0.0292,20.9357,0.0292,0.0292,39,46,21.4776,240,40,39.2968,34,39.6915,33,46,0.0117
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,0.0002,0.0002,748,0.0002,0.0003,4047.5,4078,405.214,19000,4006.5,4040.64,0,3352.33,3981,4060,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,0.0002,0.0002,1046.33,0.0002,0.0004,3197,3226,284.529,15000,3157,3194.35,0,2816.67,3139,3210,0.0004
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,0.0015,0.0015,58.0323,0.0015,0.0026,428,448,41.3132,2000,429,428.443,410,428.398,409,448,0.0031
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,0.028,21.7782,0.028,0.028,41,48,22.0713,250,41,41.2478,35,41.3997,34,48,0.0117
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,0.05,0.05,9.3978,0.05,0.05,20,24,8.4889,100,20,19.9657,16,19.9396,16,24,0.046
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,0.0778,0.0778,10.4665,0.0778,0.0778,15,19,10.3552,90,15,15.4129,12,15.4016,12,19,0.0111
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,0.0045,0.0045,60.3136,0.0045,0.0045,211,227,50.1781,1100,211,211.008,195,210.704,197,226,0.0152
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,0.0016,0.0016,56.1372,0.0015,0.0026,428,447,39.075,2000,425,427.831,408,424.533,406,442,0.0031
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0318,0.0318,19.3936,0.0318,0.0318,37,43,19.6478,220,37,36.5913,31,36.6216,30,42,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0064,0.0064,16.0949,0.0062,0.0104,107,117,13.0558,500,107,106.655,97,106.702,97,117,0.0127
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,0.0437,0.0437,15.0618,0.0437,0.0437,26,32,15.3473,160,26,26.4227,21,26.2243,22,31,0.0117
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,0.0089,0.0089,9.6205,0.0087,0.0145,78,86,8.3072,360,78,77.7935,69,77.5501,69,86,0.0174
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0003,0.0003,291.778,0.0003,0.0005,2133,2153,171.269,10000,2126.5,2124.27,2098,2132.72,2083,2167,0.0006
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,0.0047,0.0047,23.4612,0.0047,0.0078,142,152,18.394,650,141,141.246,130,141.159,130,153,0.0093
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,0.1,0.1,8.6664,0.1,0.1,12,15,8.3329,70,12,12.1861,9,12.1383,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,0.0455,0.0455,9.7757,0.0455,0.0455,22,26,8.8207,110,22,21.9368,18,21.9425,18,26,0.0457
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,0.005,0.005,17.5848,0.0034,0.0102,130,140,14.5566,630,130,129.936,119,129.893,119,141,0.0099
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,0.0556,0.0556,8.2522,0.0556,0.0556,18,22,7.3714,90,18,18.0535,14,18.1537,14,22,0.046
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,0.0417,0.0417,10.3113,0.0417,0.0417,24,29,9.4079,120,24,23.8998,19,23.8812,19,29,0.0451
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,0.0074,0.0074,12.6405,0.0073,0.0122,91,99,10.81,420,91,90.9055,82,90.9176,82,100,0.0146
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,0.0933,0.0933,9.4526,0.0933,0.0933,13,16,9.0443,75,13,12.8094,10,12.9047,10,16,0.0111
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,0.0025,108.282,0.0025,0.0025,381.5,405,81.6304,2000,380,383.5,356,378.403,359,404,0.0091
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,0.0087,0.0087,11.8219,0.0085,0.0142,78,86,9.982,360,78,78.1663,69,77.8358,70,86,0.017
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,0.0318,0.0318,19.6391,0.0318,0.0318,36,43,19.7593,220,36,36.4691,30,36.331,30,42,0.0117
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,0.0061,0.0061,16.307,0.0061,0.0102,110,120,13.8098,500,110,110.092,100,109.933,100,120,0.012
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,0.0048,0.0048,26.168,0.0048,0.0079,137,149,20.3444,650,137,137.4,127,137.08,126,148,0.0097
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,0.0417,0.0417,9.6671,0.0417,0.0417,24,29,8.6876,120,24,24.0511,19,23.9947,19,29,0.0452
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,0.0067,0.0067,15.5485,0.0067,0.0089,100,110,12.6436,460,100,100.051,91,100.356,91,110,0.0131
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,0.0039,0.0039,25.9754,0.0039,0.0065,170,183,20.1491,800,171,170.488,158,170.672,158,183,0.0079
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,0.0002,0.0002,686.4,0.0002,0.0003,3847,3878,341.154,18000,3841,3843.23,3799,3831.2,3809,3856,0.0003
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,0.0437,0.0437,14.8002,0.0437,0.0437,26,32,14.9658,160,26,26.5372,21,26.6314,21,32,0.0117
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,0.0002,0.0002,1225,0.0002,0.0003,4219,4321,378.818,20000,4252.5,4232.91,0,3208,4158,4262,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.007,0.007,15.6855,0.0069,0.0115,96,106,12.8542,450,96,96.2404,87,96.3867,87,106,0.0139
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,0.0875,0.0875,9.4538,0.0875,0.0875,14,17,9.3065,80,14,13.7371,10,13.8042,10,17,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,0.0088,0.0088,13.4462,0.0087,0.0117,76,84,11.2025,350,76,75.9304,68,75.8813,68,84,0.0172
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,0.0078,0.0078,14.3128,0.0077,0.0128,87,96,11.8337,400,86,86.7557,78,86.6139,78,96,0.0152
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,0.0467,0.0467,14.1311,0.0467,0.0467,25,30,14.3702,150,25,24.9348,20,24.9199,20,30,0.0117
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,0.0437,0.0437,15.1239,0.0437,0.0437,27,32,15.3071,160,26,26.6804,21,26.3921,22,32,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.008,0.008,13.5715,0.0078,0.0104,85,93,11.2463,400,85,84.6617,76,84.7704,76,94,0.0158
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,0.0017,0.0017,42.6024,0.0011,0.004,373,392,32.9786,2035,372,373.791,353,371.722,355,391,0.0034
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,0.0002,0.0002,381.571,0.0002,0.0004,3202,3262,279.538,15000,3209,3193.31,3168,3210,3117,3245,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,0.1,0.1,8.7699,0.1,0.1,12,15,8.468,70,12,12.1018,9,12.1559,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.0058,0.0058,17.8072,0.0057,0.0096,116,126,14.6375,540,116,115.636,106,115.65,105,126,0.0116
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,0.0068,0.0068,13.3946,0.0067,0.009,100,109,11.0962,450,99,99.619,90,99.2827,90,109,0.0133
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,0.0417,0.0417,10.2768,0.0417,0.0417,24,29,9.3036,120,24,23.9126,19,23.9398,19,29,0.0452
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.0078,0.0078,13.1898,0.0077,0.0129,87,96,10.9071,400,87,86.9318,78,86.8249,78,96,0.0153
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,0.0065,0.0065,17.1854,0.0064,0.0107,104,113,14.0883,480,103,103.441,94,103.257,94,113,0.0128
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,0.0003,0.0003,395.65,0.0003,0.0006,2131,2166,162.538,10000,2116.5,2126.19,2075,2017.3,2078,2156,0.0006
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,0.0008,0.0008,115.339,0.0008,0.0013,853,880,75.065,4000,855,853.935,830,855.2,828,882,0.0016
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,0.0001,0.0001,1216,0.0001,0.0002,8473,8541,1462.8,40000,8494,8501.6,8494,8494,8442,8494,0.0002
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.0086,0.0086,12.8332,0.0085,0.0114,79,87,10.65,360,79,79.1129,70,78.8551,71,87,0.0168
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,0.05,0.05,13.2864,0.05,0.05,23,28,13.4973,140,23,23.2444,19,23.1458,19,28,0.0117
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf,1,0.0006,0.0006,70.5049,0.0004,0.0017,993,1024,67.2981,6500,992,984.346,960,990.097,955,1015,0.0013
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,0.0047,0.0047,22.2297,0.0047,0.0063,140,152,18.0285,650,140,140.17,129,140.282,129,152,0.0094
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,0.0778,0.0778,10.5065,0.0778,0.0778,15,19,10.4639,90,15,15.2746,12,15.3927,12,19,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1769448312-079.cnf,1,0.0005,0.0005,219.98,0.0005,0.0009,1282,1325,98.1071,6000,1274,1282.75,1241,1250.71,1251,1312,0.001
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1518709554-16.UNSAT.shuffled.cnf,1,0.0048,0.0048,24.048,0.0048,0.0064,139,150,18.856,650,139,139.055,128,139.432,128,151,0.0096
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0048,0.0048,25.733,0.0048,0.0095,138,150,20.2252,650,139,138.394,127,138.81,127,150,0.0096
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0013,0.0013,71.0623,0.0012,0.0025,527,550,48.65,2500,529,527.218,507,525.802,504,546,0.0026
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf,1,0.0175,0.0175,32.9642,0.0175,0.0175,66,76,32.5642,400,66,65.848,57,66.202,57,74,0.0117
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S966455977-02-UNSAT.cnf,1,0.0033,0.0033,30.3146,0.0022,0.0066,197,209,23.3083,990,197,197.135,183,196.636,184,210,0.0066
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.0055,0.0055,20.2517,0.0055,0.0091,121,131,16.2221,560,121,120.938,111,120.957,110,131,0.011
