@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,2.7545,10.6282,2.6179,6.4486,0.2412,12.4845,0.1567,861225,0.2221,0.0867,0.0211,0.0215,0.305,15.7756,0,0,0.8889,0,0,0,1,0.037,38377,0.5865,0.7833,1.27,0.0155,0,134915,0,0.0001,0.9158
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,3.988,2.2171,3.9397,0.3753,0.2225,1.5991,0.0811,62239,0.3439,0.071,0.0103,0.0225,0.2072,1.8252,0.0001,0.0003,0.8857,0.0019,0.0006,0.0006,0.9993,0.0181,289.837,0.8739,0.8402,1.155,0.0201,0.0004,5049,0,0.0093,0.9415
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,2.5069,1.1474,4.0692,0.5663,0.2967,1.0213,0.0063,298711,0.2609,0.035,0.0044,0.0088,0.1938,0.8901,0,0.0015,0.922,0.0001,0.0023,0.0023,0.9822,0.0089,300.667,0.4888,0.9337,0.3918,0.0034,0.0011,1877,0,0.0224,0.7568
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,3.5214,0.3551,0.2785,3.7711,0.0503,9564224,0.3076,0.1777,0.0016,0.0032,0.5,4.4882,0,0,0.9688,0,0,0,1,0.0422,1651530,1,0.9106,0.7386,0.0049,0,481057,0,0.0004,1
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,1.7838,0.6808,1.3235,0.0948,0.2615,0.5187,0.1185,24833,0.473,0.1007,0.0027,0.003,0.3144,0.8424,0.0003,0.0006,0.9216,0.0557,0.0008,0.0008,1,0.0632,44.8193,0.7916,0.9225,0.3357,0.0046,0.0007,2943,0.0001,0.0119,0.9571
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,3.0005,0.9512,0.1478,0.6325,0.1536,667154,0.2293,0.0499,0.0001,0.0001,0.0912,0.8427,0,0,0.8,0,0,0,1,0.0196,6138,0.7472,0.863,1.0832,0.0001,0,102501,0,0.0001,0.863
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.9786,0.6044,2.368,1.5062,0.0385,0.486,0.17,154025,0.0207,0.0483,0.0002,0.0005,0.1579,0.5867,0,0.0001,0.3333,0,0.0001,0.0001,0.6755,0.0312,2322.4,0.0107,0.5427,0.9028,0.0002,0.0001,26177,0,0.0002,0.0889
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,1.3643,3.3383,1.3872,0.4432,0.2358,0.7623,0.1467,3416174,0.3598,0.4215,0.0004,0.0004,0.5906,4.0093,0,0,1,0,0,0,1,0.1733,540346,0.9186,0.988,0.0857,0.0006,0,501071,0,0.001,0.9641
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,3.068,0.8771,0.1493,0.6447,0.1468,942285,0.2236,0.0461,0,0.0001,0.0861,0.8378,0,0,0.8333,0,0,0,1,0.0186,16259,0.7926,0.8684,1.092,0.0001,0,138309,0,0.0001,0.8883
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,2.8561,0.7408,3.004,0.8585,0.148,0.6555,0.1469,822458,0.2256,0.0472,0.0001,0.0001,0.0812,0.8492,0,0,0.8333,0,0,0,1,0.0193,11833,0.7802,0.8661,1.0934,0.0001,0,120834,0,0.0001,0.8861
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,4.8616,0.1531,0.2722,2.1164,0.0302,700461,0.4721,0.3483,0.0075,0.016,0.5,2.2581,0,0.0001,0.9716,0,0.0001,0.0001,1,0.0821,1494,0.9967,0.9559,0.7001,0.0124,0.0001,21173,0,0.0076,1
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,1.3348,2.2681,0.1574,5.2702,0.2059,2172391,0.3221,0.2967,0.014,0.014,0.5,23.6939,0,0,0.9994,0,0,0,0.9998,0.1138,136846,0.9116,0.7837,1.2359,0.0097,0,447289,0,0.0002,0.9751
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,2.6432,1.1087,4.1354,0.7736,0.2785,0.8371,0.0102,62548,0.3085,0.0068,0.0109,0.0215,0.114,0.8838,0.0001,0.0041,0.9398,0.002,0.0068,0.0068,0.9697,0.0032,88.5357,0.5672,0.8779,0.6203,0.0064,0.0031,636,0.0001,0.033,0.6128
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,2.4462,0.4448,0.0924,0.569,0.2408,4024,0.0784,0.0724,0.0055,0.006,0.3216,0.578,0.0012,0.0013,0.5,0,0.0031,0.0031,0.83,0.0492,55.9019,0.1765,0.8797,0.9578,0.008,0.0021,969,0.0005,0.0237,0.3348
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,4.0084,2.2027,3.9501,0.3709,0.2222,1.5913,0.0808,63162,0.3446,0.0692,0.0102,0.0222,0.2146,1.8082,0.0001,0.0003,0.8841,0.0006,0.0006,0.0006,0.9993,0.0181,295.925,0.8718,0.841,1.1497,0.0199,0.0004,5106,0,0.0092,0.9416
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,2.8812,0.7743,2.7661,1.9496,0.1826,0.9761,0.2105,6879,0.1738,0.1333,0.007,0.0134,0.3748,0.684,0.0007,0.001,0.7391,0.0028,0.0023,0.0023,0.9995,0.0583,79.919,0.3114,0.7638,1.4418,0.0151,0.0014,1448,0.0003,0.0138,0.4978
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,2.8874,0.4687,2.586,1.1247,0.1619,0.469,0.1804,481892,0.2659,0.032,0.0001,0.0001,0.1348,0.4721,0,0,0.7778,0,0,0,0.938,0.0165,9266.5,0.7371,0.872,1.0227,0.0001,0,86918,0,0.0001,0.833
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,3.9795,1.1802,5.0005,0.1674,0.2971,1.8787,0.0308,998062,0.3856,0.4959,0.0012,0.0022,0.5,1.2442,0,0.0001,0.9394,0.0014,0.0001,0.0001,1,0.1745,1558.5,0.808,0.9744,0.8854,0.0107,0.0001,30712,0,0.0046,0.9971
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.6187,0,0.0013,0.0806,0.0061,177375,0.5271,0,0.0024,0.0024,0,0.0037,0.0007,0.0024,0.5348,0.6873,0.0024,0.0024,0.6986,0,472.111,0.6916,0.9996,0.6734,0.0014,0.0018,1089,0.0023,0.0303,0.6916
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,2.7463,0.8846,3.2592,1.8066,0.1553,1.5383,0.1714,15594,0.1197,0.1321,0.0076,0.0149,0.2424,0.8339,0.0003,0.0006,0.8333,0,0.0013,0.0013,0.9401,0.0535,182.482,0.1741,0.5657,1.4537,0.0108,0.0007,2673,0.0001,0.0479,0.4805
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,2.9565,0.7413,3.1284,0.8797,0.1492,0.649,0.1437,959954,0.227,0.0406,0,0.0001,0.0818,0.8533,0,0,0.84,0,0,0,1,0.0165,12883,0.7756,0.8696,1.1035,0.0001,0,137915,0,0.0001,0.8763
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.6187,0,0.0013,0.0806,0.0061,177375,0.5271,0,0.0024,0.0024,0,0.0037,0.0007,0.0024,0.5348,0.6873,0.0024,0.0024,0.6986,0,553.155,0.6916,0.9996,0.6734,0.0014,0.0018,1089,0.0023,0.0303,0.6916
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,2.5999,0.9233,2.5722,3.5422,0.1054,0.7244,0.1742,10749,0.1359,0.0481,0.0052,0.0127,0.1473,1.0879,0.0006,0.0007,0.6667,0.0003,0.0018,0.0018,0.9531,0.0314,83.3252,0.4539,0.6448,1.6131,0.0073,0.0011,1872,0.0002,0.0128,0.6842
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,4.1022,1.8208,5.1732,17.9275,0.2886,0.8275,0.0422,169803,0.3766,0.1625,0.0088,0.0094,0.2877,2.1941,0,0.0007,0.9063,0.0001,0.0009,0.0009,0.9999,0.0391,344.125,0.667,0.6394,2.2077,0.0043,0.0003,7174,0,0.0085,0.9035
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,2.3715,0.8034,2.4723,1.3403,0.1527,0.7572,0.2406,55620,0.1833,0.0559,0.0016,0.0019,0.1711,0.9445,0.0001,0.0002,0.7778,0.0001,0.0002,0.0002,0.9697,0.033,953.881,0.8525,0.9394,0.9825,0.0022,0.0001,13382,0.0001,0.0025,0.901
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,3.4699,0.9905,3.5424,2.2694,0.1577,0.8101,0.1487,89610,0.1927,0.0837,0.0013,0.0027,0.2227,0.933,0,0.0001,0.7647,0.0001,0.0003,0.0003,0.9909,0.0334,713.349,0.6646,0.7194,1.5059,0.0026,0.0002,13328,0,0.0013,0.8233
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,3.3994,1.1783,3.5508,4.5996,0.1665,1.0157,0.1489,18246,0.2031,0.1511,0.0098,0.0205,0.434,1.2256,0.0003,0.0006,0.95,0,0.0014,0.0014,1,0.071,120.277,0.5839,0.5778,1.6868,0.0121,0.0007,2717,0,0.0107,0.7856
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,2.794,1.9909,2.8564,5.3172,0.1482,1.7676,0.1259,257392,0.1791,0.143,0.0062,0.0126,0.4606,2.3924,0,0,0.9699,0,0.0001,0.0001,1,0.076,2790.83,0.6315,0.4652,1.6807,0.0072,0.0001,32398,0,0.0009,0.7439
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,1.7572,0.9364,1.7597,0.423,0.2545,0.3903,0.0716,1504697,0.3251,0.0013,0.0001,0.0001,0.1855,1.174,0,0,0.9091,0.0017,0,0,0.999,0.001,12046.5,0.9333,0.9646,0.2585,0.0002,0,107716,0,0.0005,0.9569
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.2615,2.3906,2.0957,1.7535,0.1816,3.0913,0.2139,340394,0.1641,0.1327,0.0009,0.0021,0.4589,1.6885,0,0,0.8483,0,0,0,0.9338,0.0611,12718,0.2559,0.8274,1.2161,0.0022,0,72795,0,0.0018,0.5252
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,2.8292,2.0774,0.1573,0.5205,0.1666,357793,0.2452,0.032,0.0001,0.0001,0.2025,0.5231,0,0,0.8095,0,0,0,0.9906,0.0151,5612,0.6352,0.8998,1.0226,0.0001,0,59617,0,0.0002,0.805
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,3.5991,0.0107,0.2114,0.7385,0.0604,14559286,0.3747,0.0318,0.0078,0.0156,0.5,17.599,0,0,1,0,0,0,1,0.0176,1659550,0.9961,0.9399,0.6635,0.0087,0,879854,0,0.006,0.9987
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,2.258,2.0456,2.4165,1.5443,0.2443,1.7878,0.1805,96592,0.2024,0.2402,0.0015,0.0041,0.2404,2.2911,0.0001,0.0001,0.875,0,0.0002,0.0002,0.9795,0.1069,563.188,0.1568,0.7219,1.3466,0.0054,0.0001,17436,0,0.0022,0.5606
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,1.8641,0.8159,0.0733,0.5848,0.2468,10390,0.0927,0.0488,0.0038,0.0099,0.2792,0.7591,0.0005,0.0005,0.6364,0,0.0011,0.0011,0.7834,0.0346,136.323,0.1062,0.8689,0.9998,0.0079,0.0008,2564,0.0001,0.0078,0.3209
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,4.0372,3.3798,5.2303,0.7117,0.3273,2.3481,0.0178,4556496,0.5141,0.3607,0.0011,0.0043,0.5,2.4637,0,0,0.9848,0,0,0,1,0.0967,57354,0.9995,0.9406,0.7405,0.0033,0,81160,0,0.0043,1
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,2.4435,1.552,2.6774,0.1466,0.1231,0.5487,0.1484,14244,0.1386,0.0259,0.0072,0.016,0.0827,1.6283,0.0013,0.0006,0.7273,0,0.0015,0.0015,0.9762,0.0178,62.7449,0.8851,0.8234,0.9445,0.0099,0.0009,2114,0.0001,0.0114,0.9142
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,3.0197,10.2453,2.9826,2.7808,0.122,8.9129,0.1522,791939,0.1642,0.1546,0.0121,0.0162,0.2865,13.6504,0,0,0.9989,0,0,0,0.9996,0.0899,21730,0.4477,0.586,1.4215,0.0129,0,120512,0,0.0002,0.5965
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,4.2548,7.0241,5.4556,0.1149,0.278,4.3722,0.0121,8714597,0.5892,0.232,0.0043,0.0065,0.5,6.6959,0,0,0.9853,0,0,0,1,0.0469,54037,1,0.9762,0.3939,0.0053,0,105416,0,0.0032,1
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,2.5577,1.4334,0.0382,0.5197,0.171,120346,0.0189,0.0447,0.0002,0.0005,0.2106,0.5015,0,0.0001,0.4,0,0.0002,0.0002,0.7618,0.0308,1782.75,0.0044,0.5286,0.9174,0.0002,0.0001,20577,0,0.0002,0.061
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,3.9568,9.1721,3.8964,0.0817,0.2553,1.0806,0.0584,3562116,0.4439,0.1897,0.0056,0.0111,0.5,7.2701,0,0,0.9918,0,0,0,1,0.052,97945,0.9936,0.9299,0.688,0.0066,0,207923,0,0.006,0.9992
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,2.8426,0.5454,2.569,0.9868,0.1638,0.5132,0.1733,868292,0.2625,0.0292,0,0,0.1345,0.5361,0,0,0.8182,0,0,0,0.9626,0.0156,17750,0.7644,0.8731,1.0373,0,0,150440,0,0.0001,0.8447
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,4.1473,7.3823,0.249,2.3254,0.0718,600262,0.249,0.1091,0.0077,0.0079,0.3646,5.6882,0,0.0001,0.9487,0,0.0001,0.0001,1,0.0404,4398,0.7812,0.5813,1.9839,0.0052,0,43082,0,0.0013,0.8867
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.7049,0,0.0018,0.0821,0.0075,96849,0.5246,0,0.0036,0.0036,0,0.0049,0.0011,0.0036,0.5339,0.6859,0.0036,0.0036,0.701,0,20.5612,0.692,0.9994,0.6742,0.0021,0.0027,729,0.0035,0.037,0.692
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,2.9248,5.3701,0.1566,1.4052,0.1264,326692,0.1818,0.1489,0.0009,0.0018,0.4548,1.978,0,0,0.9385,0,0.0001,0.0001,1,0.0761,2338.8,0.6619,0.4442,1.6713,0.0013,0,41290,0,0.0009,0.7547
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.6553,1.1732,2.6279,2.0878,0.1884,1.4183,0.2016,26089,0.1696,0.1293,0.0035,0.0069,0.4094,0.954,0.0002,0.0003,0.9118,0.0008,0.0006,0.0006,0.9953,0.0582,310.828,0.3069,0.7714,1.4217,0.0076,0.0004,5259,0.0001,0.0122,0.4951
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,2.8815,1.5498,3.0297,4.9549,0.152,1.4618,0.1314,193112,0.1754,0.1484,0.0038,0.0076,0.4708,1.8531,0,0.0001,0.9597,0,0.0002,0.0002,1,0.0782,963.889,0.6297,0.4689,1.6274,0.0057,0.0001,25380,0,0.0015,0.7527
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.9811,0.6468,3.1383,2.3087,0.1211,0.7301,0.2009,123342,0.1334,0.1526,0.0003,0.0007,0.3296,0.6579,0,0.0001,0.6667,0,0.0001,0.0001,1,0.0616,1401.75,0.337,0.6497,1.414,0.001,0.0001,24785,0,0.0023,0.5433
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,1.94,0.0037,0.0714,1.5425,0.1571,22219,0.1588,0.0836,0.0095,0.0398,0.312,2.3714,0.0003,0.0002,0.6667,0,0.001,0.001,0.9183,0.0474,190.55,0.6866,0.6918,1.0664,0.0124,0.0006,3491,0,0.0066,0.7393
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,1.3426,1.8172,1.3619,0.8011,0.0613,1.8764,0.2434,316116,0.0883,0.0466,0.0008,0.0017,0.2788,2.1381,0,0,0.8667,0,0,0,1,0.033,10859,0.0917,0.8801,0.9439,0.0012,0,76931,0,0.0006,0.1248
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,2.5209,1.1276,3.9104,0.5949,0.2952,0.9468,0.0096,113182,0.2643,0.0251,0.0068,0.0135,0.2033,0.8723,0.0001,0.0025,0.9027,0.0017,0.004,0.004,0.9813,0.0063,95.8333,0.5366,0.9179,0.481,0.0052,0.0018,1091,0.0001,0.0302,0.7159
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,2.0674,0.6317,2.224,3.0054,0.1058,0.9383,0.2383,300018,0.1052,0.0877,0.0002,0.0003,0.2314,0.67,0,0,0.8286,0.0001,0,0,0.9684,0.0417,6929,0.4935,0.8401,1.048,0.0002,0,71485,0,0.0005,0.7
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,2.3619,1.1364,4.085,0.6418,0.2908,0.9143,0.0101,86161,0.2672,0.0218,0.0084,0.0166,0.1681,0.894,0.0001,0.0031,0.921,0.0015,0.005,0.005,0.9664,0.0055,101.167,0.5248,0.9015,0.5424,0.0058,0.0023,871,0.0001,0.031,0.6118
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,2.7281,1.5324,2.9134,5.0919,0.151,1.4281,0.1291,276775,0.1737,0.1498,0.0015,0.0033,0.4629,1.912,0,0,0.9732,0,0.0001,0.0001,1,0.0738,1359.8,0.6562,0.4528,1.641,0.0018,0.0001,35740,0,0.0009,0.7746
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.971,0.6086,2.362,1.5064,0.0385,0.4883,0.1696,157343,0.0205,0.0485,0.0002,0.0005,0.1579,0.591,0,0.0001,0.3333,0,0.0001,0.0001,0.6755,0.0312,2544.33,0.0104,0.5408,0.9017,0.0002,0.0001,26689,0,0.0002,0.0878
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.8469,0.5097,2.571,1.4471,0.0385,0.5183,0.172,115693,0.0194,0.0447,0.0002,0.0005,0.2106,0.4982,0,0.0001,0.2727,0,0.0002,0.0002,0.6533,0.0308,1812.06,0.006,0.5337,0.921,0.0002,0.0001,19897,0,0.0003,0.0666
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,4.0345,2.8046,4,0.2705,0.215,1.7213,0.0747,154193,0.3239,0.0557,0.009,0.0157,0.4734,2.5229,0,0.0002,1,0,0.0003,0.0003,1,0.0183,834.091,0.9003,0.8811,1.0423,0.013,0.0002,11514,0,0.0076,0.9529
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,3.0656,0.4014,2.6714,2.0536,0.1564,0.4245,0.1832,280610,0.2554,0.0321,0.0001,0.0001,0.2008,0.4241,0,0,0.7333,0,0.0001,0.0001,0.9545,0.0155,3433.75,0.6811,0.8875,1.0074,0.0001,0,51408,0,0.0002,0.8135
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.9713,0.6084,2.3624,1.5069,0.0385,0.4882,0.1696,157313,0.0205,0.0485,0.0002,0.0005,0.1579,0.5909,0,0.0001,0.3333,0,0.0001,0.0001,0.6755,0.0312,2524,0.0103,0.5407,0.9018,0.0002,0.0001,26683,0,0.0002,0.0878
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,2.9766,3.3321,0.1062,0.5417,0.2051,10352,0.1407,0.0906,0.0036,0.009,0.1985,0.6233,0.0005,0.0007,0.6364,0.0002,0.0014,0.0014,0.9335,0.0429,109.243,0.4679,0.7743,1.3002,0.0078,0.0009,2123,0.0001,0.0118,0.6241
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,1.7663,5.2283,2.071,2.6083,0.0959,2.8318,0.2103,198589,0.0881,0.1241,0.0121,0.0428,1,3.8398,0,0,1,0,0.0001,0.0001,1,0.0643,2140.25,0.156,0.8329,1.0117,0.0148,0,41759,0,0.0017,0.1919
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,2.9736,1.2239,3.1946,4.8954,0.1583,1.1611,0.1345,95236,0.1879,0.1495,0.0018,0.0043,0.4595,1.4553,0.0001,0.0001,0.9699,0,0.0003,0.0003,1,0.0785,510.808,0.6115,0.475,1.699,0.0032,0.0002,12806,0,0.0021,0.7349
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,1.6815,1.9062,1.7825,0.288,0.3258,0.6972,0.0573,8847935,0.4261,0.0734,0.0005,0.0005,0.5,2.174,0,0,0.9938,0.0003,0,0,0.999,0.0355,1189880,0.9834,0.9978,0.1793,0.0006,0,506547,0,0.0026,0.9918
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,1.9147,0.4925,2.8547,0.4109,0.1777,0.7071,0.1112,3634,0.2959,0.088,0.0129,0.019,0.1168,0.5809,0.0039,0.0042,1,0.1519,0.0067,0.0067,1,0.0284,4.1872,0.7047,0.8564,0.5787,0.0526,0.005,404,0,0.0248,0.7378
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3614,0.0058,0.7668,0,0.0021,0.086,0.0085,67872,0.5229,0,0.0035,0.0046,0,0.2364,0.0013,0.0026,0.5333,0.6857,0.0046,0.0046,0.704,0,18.386,0.6934,0.9993,0.6749,0.0026,0.0035,576,0.0016,0.0417,0.6934
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.0043,0.6689,0,0.0016,0.0741,0.007,120147,0.5255,0,0.0031,0.0031,0,0.0043,0.0014,0.0031,0.5297,0.6863,0.0031,0.0031,0.6957,0,131.189,0.6916,0.9995,0.6739,0.0018,0.0024,841,0.003,0.0345,0.6916
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,2.3887,1.6275,2.5827,1.5701,0.2397,1.4523,0.1827,42585,0.1952,0.2402,0.0022,0.006,0.2404,1.7789,0.0001,0.0002,0.875,0,0.0005,0.0005,0.9779,0.0997,247.638,0.1584,0.7291,1.3838,0.008,0.0003,7780,0,0.004,0.5279
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,2.94,1.4442,3.0719,4.6465,0.1539,1.3593,0.1378,125963,0.1746,0.1492,0.0055,0.0101,0.4587,1.7699,0,0.0001,0.9677,0,0.0002,0.0002,1,0.0801,1019.94,0.6214,0.4629,1.6029,0.0066,0.0001,17356,0,0.0021,0.7524
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,3.8206,2.9581,4.0877,6.3731,0.2312,1.7667,0.08,194132,0.2341,0.0892,0.0092,0.0095,0.3243,4.0643,0,0.0002,0.9216,0,0.0003,0.0003,0.9998,0.0291,1116.4,0.7862,0.6036,1.8884,0.0072,0.0001,15536,0,0.0028,0.9087
