@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC

@DATA
composed-75-1-25-0_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361,647,162.530139
composed-75-1-25-1_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,163.496136
composed-75-1-25-2_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361,647,162.882535
composed-75-1-25-3_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361,647,163.309119
composed-75-1-25-4_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361,647,163.551777
composed-75-1-25-5_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,164.139104
composed-75-1-25-6_ext.xml.minion.gz,1,0.712186,159,0.13253,0.192771,15.590361,15.590361,647,164.114374
composed-75-1-25-7_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361,647,163.35085
composed-75-1-25-8_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361,647,163.162287
composed-75-1-25-9_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361,647,162.976816
composed-75-1-2-5_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145,624,168.439103
composed-75-1-2-6_ext.xml.minion.gz,1,0.713651,159,0.13253,0.192771,15.036145,15.036145,624,168.258013
composed-75-1-2-7_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145,624,167.490385
composed-75-1-2-8_ext.xml.minion.gz,1,0.713651,158,0.13253,0.180723,15.036145,15.036145,624,167.375
composed-75-1-2-9_ext.xml.minion.gz,1,0.713651,157,0.13253,0.192771,15.036145,15.036145,624,167.161859
composed-75-1-40-0_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.024169
composed-75-1-40-1_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,160.91994
composed-75-1-40-2_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.332326
composed-75-1-40-3_ext.xml.minion.gz,1,0.711279,157,0.144578,0.192771,15.951807,15.951807,662,160.723565
composed-75-1-40-4_ext.xml.minion.gz,1,0.711279,158,0.144578,0.192771,15.951807,15.951807,662,160.944109
composed-75-1-40-5_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,161.626888
composed-75-1-40-6_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,161.55136
composed-75-1-40-7_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807,662,160.702417
composed-75-1-40-8_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.57855
composed-75-1-40-9_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807,662,160.432024
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,153.69943
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,154.625356
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.122507
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.62963
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,155.324786
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026,158,0.144578,0.192771,16.915663,16.915663,702,155.202279
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.403134
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026,156,0.144578,0.204819,16.915663,16.915663,702,154.126781
costasArray-10.xml.minion.convert.minion,1,0.913618,475,0.185185,0.157407,6.666667,9.37037,0,353.884892
costasArray-11.xml.minion.convert.minion,1,0.913037,484,0.169231,0.138462,6.784615,10.092308,0,357.735294
costasArray-12.xml.minion.convert.minion,1,0.912557,436,0.155844,0.12987,6.883117,10.805195,0,321.970588
costasArray-13.xml.minion.convert.minion,1,0.912154,469,0.144444,0.122222,6.966667,11.511111,0,340.298755
costasArray-14.xml.minion.convert.minion,1,0.91181,499,0.134615,0.105769,7.038462,12.211538,0,361.576512
costasArray-15.xml.minion.convert.minion,1,0.911513,466,0.12605,0.10084,7.10084,12.907563,0,338.407407
costasArray-16.xml.minion.convert.minion,1,0.911254,490,0.118519,0.096296,7.155556,13.6,0,352.405405
costasArray-17.xml.minion.convert.minion,1,0.911026,502,0.111842,0.085526,7.203947,14.289474,0,356.236277
costasArray-18.xml.minion.convert.minion,1,0.910824,482,0.105882,0.082353,7.247059,14.976471,0,342.036093
costasArray-19.xml.minion.convert.minion,1,0.910643,489,0.100529,0.079365,7.285714,15.661376,0,345.31749
costasArray-20.xml.minion.convert.minion,1,0.910481,471,0.095694,0.076555,7.320574,16.344498,0,332.133562
cril-0_ext.xml.minion.converted.minion,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703
cril-2_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462,2032,161.174213
cril-3_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462,2032,161.223425
cril-4_ext.xml.minion.converted.minion,1,0.679827,69,0.977778,0.977778,44,44,990,52.512121
cril-5_ext.xml.minion.converted.minion,1,0.701098,10,0.97619,0.97619,41,41,861,53.436702
cril-6_ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11,153,147.03268
cril-6_ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11,153,147.03268
cril-7.ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11,153,146.745098
cril-7.ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11,153,146.745098
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.409362,0,0.469697,0.512987,48.38961,226.558442,156,73.938639
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.517084,0,0.375661,0.481481,29.259259,89.587302,78,113.362702
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.501525,0,0.605128,0.646154,28.307692,109.774359,72,126.137566
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.457273,0,0.668421,0.773684,42.842105,135.063158,72,74.294606
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.431995,0,0.472313,0.52443,45.127036,161.283388,118,81.986004
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.44986,0,0.483108,0.550676,56.27027,161.702703,132,56.152118
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.413691,0,0.58445,0.589812,56.49866,204.504021,138,59.596179
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.400035,0,0.579088,0.579088,64.820375,198.809651,146,54.877034
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.39196,0,0.600522,0.600522,53.968668,219.765013,134,71.182451
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.395567,0,0.535632,0.535632,83.544828,242.064368,182,40.68925
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.408447,0,0.479545,0.584091,65.409091,248.145455,174,51.572496
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.364666,0,0.680899,0.680899,97.739326,281.177528,180,38.075906
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.786962,260,0.070423,0.084507,6.112676,6.112676,217,223.156682
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.748506,309,0.083056,0.083056,26.943522,26.943522,4055,224.224414
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.744188,302,0.095588,0.091912,28.5,28.5,3876,221.995356
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.743866,341,0.105413,0.091168,35.173789,35.173789,6173,227.91641
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176,9321,239.019526
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176,9321,238.755713
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.743583,349,0.084615,0.072308,53.683077,53.683077,17447,241.366883
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.698816,263,0.064,0.096,11.776,11.776,736,263
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.698816,184,0.064,0.096,11.776,11.776,736,184
dubois-100_ext.xml.minion.converted.minion.gz,1,0.793763,501,0.01,0.013333,2,3.986667,200,500.99
dubois-20_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.05,0.066667,2,3.933333,40,500.95
dubois-21_ext.xml.minion.converted.minion.gz,1,0.795147,501,0.047619,0.063492,2,3.936508,42,500.952381
dubois-22_ext.xml.minion.converted.minion.gz,1,0.795069,501,0.045455,0.060606,2,3.939394,44,500.954545
dubois-23_ext.xml.minion.converted.minion.gz,1,0.794997,501,0.043478,0.057971,2,3.942029,46,500.956522
dubois-24_ext.xml.minion.converted.minion.gz,1,0.794931,501,0.041667,0.055556,2,3.944444,48,500.958333
dubois-25_ext.xml.minion.converted.minion.gz,1,0.79487,501,0.04,0.053333,2,3.946667,50,500.96
dubois-26_ext.xml.minion.converted.minion.gz,1,0.794814,501,0.038462,0.051282,2,3.948718,52,500.961538
dubois-27_ext.xml.minion.converted.minion.gz,1,0.794761,501,0.037037,0.049383,2,3.950617,54,500.962963
dubois-28_ext.xml.minion.converted.minion.gz,1,0.794713,501,0.035714,0.047619,2,3.952381,56,500.964286
dubois-29_ext.xml.minion.converted.minion.gz,1,0.794668,501,0.034483,0.045977,2,3.954023,58,500.965517
dubois-30_ext.xml.minion.converted.minion.gz,1,0.794626,501,0.033333,0.044444,2,3.955556,60,500.966667
dubois-50_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.02,0.026667,2,3.973333,100,500.98
ehi-85-297-0_ext.xml.minion.gz,1,0.840488,515,0.077441,0.094276,27.569024,27.569024,4094,508.325598
ehi-85-297-10_ext.xml.minion.gz,1,0.840238,515,0.074074,0.094276,27.59596,27.59596,4098,508.254758
ehi-85-297-11_ext.xml.minion.gz,1,0.840263,515,0.070707,0.094276,27.609428,27.609428,4100,508.336098
ehi-85-297-12_ext.xml.minion.gz,1,0.840458,515,0.077441,0.094276,27.602694,27.602694,4099,508.496463
ehi-85-297-13_ext.xml.minion.gz,1,0.840188,515,0.070707,0.094276,27.622896,27.622896,4102,508.506826
ehi-85-297-14_ext.xml.minion.gz,1,0.840405,515,0.074074,0.094276,27.683502,27.683502,4111,507.680126
ehi-85-297-15_ext.xml.minion.gz,1,0.840504,515,0.077441,0.094276,27.83165,27.83165,4133,505.544883
ehi-85-297-16_ext.xml.minion.gz,1,0.840441,515,0.080808,0.094276,27.643098,27.643098,4105,507.866748
ehi-85-297-17_ext.xml.minion.gz,1,0.840396,515,0.077441,0.094276,27.622896,27.622896,4102,507.86982
ehi-85-297-18_ext.xml.minion.gz,1,0.840475,515,0.077441,0.094276,27.744108,27.744108,4120,506.698544
ehi-85-297-19_ext.xml.minion.gz,1,0.840481,515,0.080808,0.094276,27.73064,27.73064,4118,507.163672
ehi-85-297-1_ext.xml.minion.gz,1,0.839991,515,0.080808,0.094276,27.690236,27.690236,4112,508.037938
ehi-85-297-20_ext.xml.minion.gz,1,0.840528,515,0.074074,0.094276,27.649832,27.649832,4106,507.918656
ehi-85-297-21_ext.xml.minion.gz,1,0.840072,515,0.077441,0.094276,27.59596,27.59596,4098,508.800634
ehi-85-297-22_ext.xml.minion.gz,1,0.840499,515,0.077441,0.094276,27.656566,27.656566,4107,507.996104
ehi-85-297-23_ext.xml.minion.gz,1,0.840477,515,0.077441,0.094276,27.784512,27.784512,4126,506.802957
ehi-85-297-24_ext.xml.minion.gz,1,0.840358,515,0.074074,0.094276,27.643098,27.643098,4105,507.849939
ehi-85-297-25_ext.xml.minion.gz,1,0.84016,515,0.074074,0.094276,27.589226,27.589226,4097,508.378326
ehi-85-297-26_ext.xml.minion.gz,1,0.840157,515,0.070707,0.094276,27.622896,27.622896,4102,508.265968
ehi-85-297-27_ext.xml.minion.gz,1,0.840235,515,0.070707,0.094276,27.744108,27.744108,4120,507.396602
ehi-85-297-28_ext.xml.minion.gz,1,0.840351,515,0.070707,0.094276,27.609428,27.609428,4100,508.008537
ehi-85-297-29_ext.xml.minion.gz,1,0.840385,515,0.074074,0.094276,27.676768,27.676768,4110,508.00219
ehi-85-297-2_ext.xml.minion.gz,1,0.840481,515,0.070707,0.094276,27.744108,27.744108,4120,506.698301
ehi-85-297-30_ext.xml.minion.gz,1,0.840334,515,0.080808,0.094276,27.750842,27.750842,4121,507.026935
ehi-85-297-31_ext.xml.minion.gz,1,0.840356,515,0.070707,0.094276,27.609428,27.609428,4100,508.042195
ehi-85-297-32_ext.xml.minion.gz,1,0.840383,515,0.080808,0.094276,27.73064,27.73064,4118,507.402623
ehi-85-297-33_ext.xml.minion.gz,1,0.840495,515,0.074074,0.094276,27.569024,27.569024,4094,508.470445
ehi-85-297-34_ext.xml.minion.gz,1,0.840202,515,0.074074,0.094276,27.683502,27.683502,4111,507.109706
ehi-85-297-35_ext.xml.minion.gz,1,0.840228,515,0.074074,0.094276,27.676768,27.676768,4110,507.759854
ehi-85-297-36_ext.xml.minion.gz,1,0.840411,515,0.074074,0.094276,27.69697,27.69697,4113,507.424508
ehi-85-297-37_ext.xml.minion.gz,1,0.840453,515,0.077441,0.094276,27.589226,27.589226,4097,508.177691
ehi-85-297-38_ext.xml.minion.gz,1,0.840354,515,0.077441,0.094276,27.744108,27.744108,4120,506.837136
ehi-85-297-39_ext.xml.minion.gz,1,0.840372,515,0.077441,0.094276,27.791246,27.791246,4127,506.412648
ehi-85-297-3_ext.xml.minion.gz,1,0.840273,515,0.070707,0.094276,27.670034,27.670034,4109,507.854953
ehi-85-297-40_ext.xml.minion.gz,1,0.840389,515,0.077441,0.094276,27.858586,27.858586,4137,506.094271
ehi-85-297-41_ext.xml.minion.gz,1,0.840082,515,0.070707,0.094276,27.521886,27.521886,4087,509.406411
ehi-85-297-42_ext.xml.minion.gz,1,0.840437,515,0.077441,0.094276,27.818182,27.818182,4131,506.288792
ehi-85-297-43_ext.xml.minion.gz,1,0.840302,515,0.077441,0.094276,27.683502,27.683502,4111,507.667477
ehi-85-297-44_ext.xml.minion.gz,1,0.840296,515,0.077441,0.094276,27.811448,27.811448,4130,506.31477
ehi-85-297-45_ext.xml.minion.gz,1,0.840377,515,0.074074,0.094276,27.515152,27.515152,4086,508.90651
ehi-85-297-46_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.656566,27.656566,4107,507.668615
ehi-85-297-47_ext.xml.minion.gz,1,0.83984,515,0.074074,0.094276,27.62963,27.62963,4103,508.738728
ehi-85-297-48_ext.xml.minion.gz,1,0.840415,515,0.070707,0.094276,27.690236,27.690236,4112,507.850195
ehi-85-297-49_ext.xml.minion.gz,1,0.840442,515,0.070707,0.094276,27.771044,27.771044,4124,506.732299
ehi-85-297-4_ext.xml.minion.gz,1,0.840146,515,0.077441,0.094276,27.737374,27.737374,4119,507.379461
ehi-85-297-50_ext.xml.minion.gz,1,0.840413,515,0.077441,0.094276,27.710438,27.710438,4115,506.977157
ehi-85-297-51_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.670034,27.670034,4109,507.78973
ehi-85-297-52_ext.xml.minion.gz,1,0.840163,515,0.077441,0.094276,27.59596,27.59596,4098,508.123231
ehi-85-297-53_ext.xml.minion.gz,1,0.84035,515,0.074074,0.094276,27.690236,27.690236,4112,507.30034
ehi-85-297-54_ext.xml.minion.gz,1,0.84033,515,0.074074,0.094276,27.649832,27.649832,4106,507.521432
ehi-85-297-55_ext.xml.minion.gz,1,0.840404,515,0.077441,0.094276,27.750842,27.750842,4121,506.71075
ehi-85-297-56_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.622896,27.622896,4102,508.568991
ehi-85-297-57_ext.xml.minion.gz,1,0.84038,515,0.077441,0.094276,27.710438,27.710438,4115,506.877764
ehi-85-297-58_ext.xml.minion.gz,1,0.840353,515,0.077441,0.094276,27.76431,27.76431,4123,506.693185
ehi-85-297-59_ext.xml.minion.gz,1,0.840508,515,0.070707,0.094276,27.649832,27.649832,4106,507.413785
ehi-85-297-5_ext.xml.minion.gz,1,0.840454,515,0.077441,0.094276,27.59596,27.59596,4098,508.583699
ehi-85-297-60_ext.xml.minion.gz,1,0.840502,515,0.074074,0.094276,27.737374,27.737374,4119,506.890507
ehi-85-297-61_ext.xml.minion.gz,1,0.840327,515,0.077441,0.094276,27.744108,27.744108,4120,507.22233
ehi-85-297-62_ext.xml.minion.gz,1,0.840532,515,0.074074,0.094276,27.62963,27.62963,4103,508.355837
ehi-85-297-63_ext.xml.minion.gz,1,0.840193,515,0.077441,0.094276,27.744108,27.744108,4120,506.960922
ehi-85-297-64_ext.xml.minion.gz,1,0.84009,515,0.074074,0.094276,27.69697,27.69697,4113,507.854364
ehi-85-297-65_ext.xml.minion.gz,1,0.840365,515,0.077441,0.094276,27.717172,27.717172,4116,507.376093
ehi-85-297-66_ext.xml.minion.gz,1,0.840439,515,0.077441,0.094276,27.622896,27.622896,4102,508.282301
ehi-85-297-67_ext.xml.minion.gz,1,0.840302,515,0.074074,0.094276,27.582492,27.582492,4096,508.95752
ehi-85-297-68_ext.xml.minion.gz,1,0.840284,515,0.077441,0.094276,27.784512,27.784512,4126,506.835676
ehi-85-297-69_ext.xml.minion.gz,1,0.840534,515,0.074074,0.094276,27.703704,27.703704,4114,507.257414
ehi-85-297-6_ext.xml.minion.gz,1,0.840548,515,0.070707,0.094276,27.481481,27.481481,4081,509.099485
ehi-85-297-70_ext.xml.minion.gz,1,0.840286,515,0.074074,0.094276,27.548822,27.548822,4091,508.709362
ehi-85-297-71_ext.xml.minion.gz,1,0.840162,515,0.070707,0.094276,27.676768,27.676768,4110,507.928224
ehi-85-297-72_ext.xml.minion.gz,1,0.840295,515,0.074074,0.094276,27.703704,27.703704,4114,507.615702
ehi-85-297-73_ext.xml.minion.gz,1,0.840459,515,0.074074,0.094276,27.6633,27.6633,4108,507.899708
ehi-85-297-74_ext.xml.minion.gz,1,0.840024,515,0.077441,0.094276,27.683502,27.683502,4111,507.836536
ehi-85-297-75_ext.xml.minion.gz,1,0.840194,515,0.070707,0.094276,27.683502,27.683502,4111,507.66845
ehi-85-297-76_ext.xml.minion.gz,1,0.840264,515,0.074074,0.094276,27.636364,27.636364,4104,508.142788
ehi-85-297-77_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.723906,27.723906,4117,507.204275
ehi-85-297-78_ext.xml.minion.gz,1,0.840397,515,0.080808,0.094276,27.62963,27.62963,4103,507.661223
ehi-85-297-79_ext.xml.minion.gz,1,0.840106,515,0.070707,0.094276,27.656566,27.656566,4107,507.628439
ehi-85-297-7_ext.xml.minion.gz,1,0.840202,515,0.070707,0.094276,27.683502,27.683502,4111,507.572853
ehi-85-297-80_ext.xml.minion.gz,1,0.840409,515,0.077441,0.094276,27.676768,27.676768,4110,507.789294
ehi-85-297-81_ext.xml.minion.gz,1,0.840271,515,0.074074,0.094276,27.710438,27.710438,4115,507.07339
ehi-85-297-82_ext.xml.minion.gz,1,0.840303,515,0.077441,0.094276,27.6633,27.6633,4108,508.011441
ehi-85-297-83_ext.xml.minion.gz,1,0.840189,515,0.074074,0.094276,27.602694,27.602694,4099,508.17858
ehi-85-297-84_ext.xml.minion.gz,1,0.840375,515,0.074074,0.094276,27.683502,27.683502,4111,507.830941
ehi-85-297-85_ext.xml.minion.gz,1,0.840545,515,0.074074,0.094276,27.56229,27.56229,4093,508.561446
ehi-85-297-86_ext.xml.minion.gz,1,0.840411,515,0.070707,0.094276,27.555556,27.555556,4092,508.54521
ehi-85-297-87_ext.xml.minion.gz,1,0.840066,515,0.077441,0.094276,27.79798,27.79798,4128,506.821463
ehi-85-297-88_ext.xml.minion.gz,1,0.840402,515,0.080808,0.094276,27.737374,27.737374,4119,506.568342
ehi-85-297-89_ext.xml.minion.gz,1,0.840319,515,0.074074,0.094276,27.676768,27.676768,4110,508.072506
ehi-85-297-8_ext.xml.minion.gz,1,0.839947,515,0.077441,0.094276,27.676768,27.676768,4110,507.943796
ehi-85-297-90_ext.xml.minion.gz,1,0.840535,515,0.074074,0.094276,27.69697,27.69697,4113,507.592025
ehi-85-297-91_ext.xml.minion.gz,1,0.840177,515,0.077441,0.094276,27.69697,27.69697,4113,507.11257
ehi-85-297-92_ext.xml.minion.gz,1,0.840205,515,0.077441,0.094276,27.649832,27.649832,4106,507.874087
ehi-85-297-93_ext.xml.minion.gz,1,0.840404,515,0.074074,0.094276,27.643098,27.643098,4105,507.975639
ehi-85-297-94_ext.xml.minion.gz,1,0.840031,515,0.070707,0.094276,27.622896,27.622896,4102,508.454656
ehi-85-297-95_ext.xml.minion.gz,1,0.840101,515,0.074074,0.094276,27.622896,27.622896,4102,508.044369
ehi-85-297-96_ext.xml.minion.gz,1,0.840246,515,0.077441,0.094276,27.737374,27.737374,4119,506.911386
ehi-85-297-97_ext.xml.minion.gz,1,0.840246,515,0.074074,0.094276,27.575758,27.575758,4095,508.660806
ehi-85-297-98_ext.xml.minion.gz,1,0.840194,515,0.074074,0.094276,27.771044,27.771044,4124,507.199564
ehi-85-297-99_ext.xml.minion.gz,1,0.840278,515,0.077441,0.094276,27.710438,27.710438,4115,507.556015
ehi-85-297-9_ext.xml.minion.gz,1,0.840307,515,0.074074,0.094276,27.73064,27.73064,4118,507.11559
ehi-90-315-0_ext.xml.minion.gz,1,0.840157,515,0.066667,0.088889,27.574603,27.574603,4343,509.180981
ehi-90-315-10_ext.xml.minion.gz,1,0.840362,515,0.069841,0.088889,27.650794,27.650794,4355,508.131343
ehi-90-315-11_ext.xml.minion.gz,1,0.840453,515,0.069841,0.088889,27.752381,27.752381,4371,507.132235
ehi-90-315-12_ext.xml.minion.gz,1,0.839908,515,0.069841,0.088889,27.739683,27.739683,4369,508.206912
ehi-90-315-13_ext.xml.minion.gz,1,0.840385,515,0.069841,0.088889,27.879365,27.879365,4391,506.593031
ehi-90-315-14_ext.xml.minion.gz,1,0.840484,515,0.066667,0.088889,27.790476,27.790476,4377,507.00891
ehi-90-315-15_ext.xml.minion.gz,1,0.840391,515,0.073016,0.088889,27.815873,27.815873,4381,506.934946
ehi-90-315-16_ext.xml.minion.gz,1,0.840297,515,0.073016,0.088889,27.828571,27.828571,4383,506.913986
ehi-90-315-17_ext.xml.minion.gz,1,0.840367,515,0.073016,0.088889,27.771429,27.771429,4374,507.379058
ehi-90-315-18_ext.xml.minion.gz,1,0.840163,515,0.07619,0.088889,27.809524,27.809524,4380,507.057078
ehi-90-315-19_ext.xml.minion.gz,1,0.840192,515,0.07619,0.088889,27.752381,27.752381,4371,507.601922
ehi-90-315-1_ext.xml.minion.gz,1,0.84026,515,0.073016,0.088889,27.860317,27.860317,4388,506.563127
ehi-90-315-20_ext.xml.minion.gz,1,0.8405,515,0.066667,0.088889,27.803175,27.803175,4379,506.695593
ehi-90-315-21_ext.xml.minion.gz,1,0.840314,515,0.073016,0.088889,27.860317,27.860317,4388,505.828168
ehi-90-315-22_ext.xml.minion.gz,1,0.840298,515,0.066667,0.088889,27.733333,27.733333,4368,507.423306
ehi-90-315-23_ext.xml.minion.gz,1,0.840093,515,0.07619,0.088889,27.777778,27.777778,4375,507.028571
ehi-90-315-24_ext.xml.minion.gz,1,0.840244,515,0.073016,0.088889,27.796825,27.796825,4378,507.261763
ehi-90-315-25_ext.xml.minion.gz,1,0.840468,515,0.073016,0.088889,27.92381,27.92381,4398,505.796044
ehi-90-315-26_ext.xml.minion.gz,1,0.840148,515,0.069841,0.088889,27.746032,27.746032,4370,507.895423
ehi-90-315-27_ext.xml.minion.gz,1,0.840343,515,0.073016,0.088889,27.771429,27.771429,4374,507.390718
ehi-90-315-28_ext.xml.minion.gz,1,0.840488,515,0.069841,0.088889,27.739683,27.739683,4369,507.600824
ehi-90-315-29_ext.xml.minion.gz,1,0.839959,515,0.069841,0.088889,27.822222,27.822222,4382,506.935418
ehi-90-315-2_ext.xml.minion.gz,1,0.840418,515,0.069841,0.088889,27.822222,27.822222,4382,506.61456
ehi-90-315-30_ext.xml.minion.gz,1,0.840483,515,0.069841,0.088889,27.720635,27.720635,4366,507.729959
ehi-90-315-31_ext.xml.minion.gz,1,0.840246,515,0.073016,0.088889,27.898413,27.898413,4394,506.255348
ehi-90-315-32_ext.xml.minion.gz,1,0.84034,515,0.07619,0.088889,27.809524,27.809524,4380,507.251142
ehi-90-315-33_ext.xml.minion.gz,1,0.840335,515,0.07619,0.088889,27.701587,27.701587,4363,507.919322
ehi-90-315-34_ext.xml.minion.gz,1,0.840341,515,0.069841,0.088889,27.873016,27.873016,4390,505.847153
ehi-90-315-35_ext.xml.minion.gz,1,0.840171,515,0.069841,0.088889,27.834921,27.834921,4384,506.717381
ehi-90-315-36_ext.xml.minion.gz,1,0.84038,515,0.069841,0.088889,27.796825,27.796825,4378,506.778209
ehi-90-315-37_ext.xml.minion.gz,1,0.84048,515,0.069841,0.088889,27.771429,27.771429,4374,507
ehi-90-315-38_ext.xml.minion.gz,1,0.840403,515,0.07619,0.088889,27.822222,27.822222,4382,506.664993
ehi-90-315-39_ext.xml.minion.gz,1,0.840434,515,0.07619,0.088889,27.930159,27.930159,4399,505.728802
ehi-90-315-3_ext.xml.minion.gz,1,0.840374,515,0.066667,0.088889,27.784127,27.784127,4376,507.083638
ehi-90-315-40_ext.xml.minion.gz,1,0.840151,515,0.073016,0.088889,27.815873,27.815873,4381,507.052728
ehi-90-315-41_ext.xml.minion.gz,1,0.840399,515,0.069841,0.088889,27.822222,27.822222,4382,506.633957
ehi-90-315-42_ext.xml.minion.gz,1,0.840447,515,0.069841,0.088889,27.765079,27.765079,4373,507.471301
ehi-90-315-43_ext.xml.minion.gz,1,0.840276,515,0.069841,0.088889,27.714286,27.714286,4365,507.656816
ehi-90-315-44_ext.xml.minion.gz,1,0.840298,515,0.073016,0.088889,27.936508,27.936508,4400,505.948864
ehi-90-315-45_ext.xml.minion.gz,1,0.840519,515,0.073016,0.088889,27.739683,27.739683,4369,507.309224
ehi-90-315-46_ext.xml.minion.gz,1,0.840403,515,0.073016,0.088889,27.669841,27.669841,4358,507.968334
