@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S780904324-093.cnf,1,0.0071,0.0071,16.6802,0.007,0.0094,95,104,13.3995,440,95,94.8873,86,94.8525,86,104,0.014,0.0027,0.0748,0.3269,3935,0.0711,3931.75,427,0.0034,3866,0.5908,3832,0.0458,0.0783,3832,4113,0.0161,0.0272,4023,0.3679,0.2298,0.0848,0.0323,0.007,0.9591,0.1128,0.2813,0.1552,4113,27.4819,0.2162,2.6598,1858,27.4819,1870,4,0.0228,0.1626,0.5915,0.3801,2.2486,0.2615,4,0.0374,25.8809,26.4024,0.0346,25.7265,0.0005
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S274221008-04.cnf,1,0.005,0.005,55.3806,0.005,0.005,192,207,43.9723,1000,191,191.213,179,190.717,177,205,0.0165,0.0035,0.074,0.4785,41,0.0024,43,1000,0.001,35,0.5855,32,0.0015,0.0872,28,55,0.0066,0.001,49,0.3581,0.05,0.0028,0.0205,0.0018,1.0451,0.0036,0.0869,0.0052,88,74.8571,0.0799,3.7284,20000,63.8485,20000,3,0.2401,0.0631,0.6499,0.5334,2.8713,0.4522,3,0.2303,58.3043,61.5333,0.0978,57.7904,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0052,0.0052,19.4119,0.0051,0.0068,129,141,15.5362,600,130,129.514,119,129.951,119,141,0.0103,0.002,0.0676,0.3107,3797,0.0727,3792.125,585,0.0026,3764,0.5585,3678,0.0456,0.0667,3678,3937,0.0118,0.0263,3837,0.3048,0.2301,0.0882,0.0228,0.0087,0.8901,0.1223,0.2864,0.1662,3937,38.9918,0.2268,2.7082,2542,38.9918,2556,4,0.0187,0.1688,0.5864,0.3669,2.3484,0.2844,4,0.0363,31.3071,37.5723,0.1062,32.6409,0.0004
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,0.0001,0.0001,1001,0.0001,0.0002,6367,6405,938,30000,6416,6369.5,6386,6416,6313,6386,0.0002,0,0.0066,0.2239,5,0.0784,5.2039,29224,0.0001,3,0.2527,3,0.0473,0.0063,2,9,0.0003,0.0283,6,0.3777,0.2335,0.0921,0.0006,0.0002,0.765,0.1229,0.2941,0.1754,15,261,0.2272,2.7182,125159,114.8,126000,5.7778,0.4778,0.1705,0.5877,1.4926,2.3283,0.4069,6,0.0301,77,92.2,0.3469,80.954,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S30704505-092-UNKNOWN.cnf,1,0.0001,0.0001,2682.25,0.0001,0.0002,5345,5387,523.111,25000,5336,5349.44,0,4014.5,5312,5361,0.0003,0,0.6667,0.2264,5,0.0797,5.6011,24385,0.0001,4,0.2625,3,0.0471,0.007,2,10,0.0003,0.0276,7,0.133,0.2338,0.0926,0.0007,0.0002,1.32,0.125,0.2954,0.176,15,179.5,0.2282,2.7172,104311,116.2857,105000,5.6144,0.446,0.1723,0.5876,0.2168,2.3292,1.4888,6,0.8084,75.3333,95,0.3232,79.4498,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf,1,0.0051,0.0051,22.4194,0.0051,0.0084,131,142,17.747,600,131,130.879,120,130.843,120,141,0.01,0.002,0.0663,0.309,3768,0.0749,3802.2857,592,0.0025,3702,0.549,3690,0.0447,0.0645,3690,3935,0.0102,0.0254,3926,0.3066,0.2323,0.0885,0.0212,0.0059,0.9166,0.1193,0.2702,0.1726,3935,35.8637,0.224,2.6363,2548,35.8637,2556,4,0.0251,0.1676,0.581,0.3645,2.3,0.3399,4,0.1515,31.4986,35.478,0.0643,32.4875,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S131912631-041-UNKNOWN.cnf,1,0.0067,0.0067,41.3824,0.0067,0.0067,145,157,34.8571,750,143,144.732,131,143.258,133,156,0.0207,0.0045,0.0778,0.4848,64,0.0024,66.6832,750,0.0012,58,0.6028,50,0.0015,0.0666,40,84,0.0091,0.001,72,0.4094,0.05,0.0027,0.0265,0.0023,1.0925,0.0034,0.0774,0.005,137,60.9492,0.0786,3.6763,15000,56.0862,15000,3,0.2472,0.06,0.6516,0.4281,2.8638,0.1729,3,0.037,51.0156,53.4194,0.0711,51.1916,0.0003
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S2083146463-03.UNSAT.shuffled.cnf,1,0.0056,0.0056,21.3153,0.0056,0.0093,119,130,17.3191,550,119,119.133,109,119.057,109,129,0.0111,0.0021,0.066,0.3082,3897,0.0746,3887.625,539,0.0027,3841,0.5671,3807,0.0416,0.0711,3807,4012,0.0111,0.0229,3941,0.3291,0.231,0.0861,0.0206,0.0069,0.922,0.1196,0.2795,0.1676,4012,34.3337,0.224,2.7033,2333,34.3337,2343,4,0.0163,0.1632,0.5843,0.3839,2.3025,0.2402,4,0.0342,28.8409,31.2173,0.0663,29.7175,0.0009
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1858385213-060.cnf,1,0.1167,0.1167,7.7439,0.1167,0.1167,10,13,7.3339,60,10,10.4746,8,10.543,8,14,0.011,0.1043,0.2173,0.693,4460,0.0001,4480.6667,60,0.0079,4447,0.7757,4439,0.0001,0.2156,4439,4572,0.1255,0,4515,1.8699,0.0112,0.0001,0.011,0.0109,2.1224,0.0001,0,0.0001,4572,23.1024,0.0383,3.5974,5340,23.1024,5340,2,0.0107,0.0291,0.6777,0.4241,2.8628,0.2766,2,0.1046,22.8095,23.004,0.0095,22.7865,0.0051
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S799705985-049.cnf,1,0.0063,0.0063,16.6392,0.0062,0.0103,108,118,13.4807,500,108,107.881,98,107.973,98,118,0.0124,0.0024,0.0727,0.3237,3830,0.078,3847.75,485,0.0031,3786,0.6549,3771,0.0482,0.0732,3771,3957,0.0147,0.0273,3923,0.3501,0.23,0.0901,0.0289,0.0095,0.9423,0.1241,0.2866,0.1661,3957,30.8928,0.2368,2.6824,2109,30.8928,2125,4,0.0181,0.1695,0.5857,0.4105,2.263,0.2701,4,0.0366,27.4544,30.8821,0.0694,27.9007,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1985172968-100.cnf,1,0.0082,0.0082,12.3121,0.0081,0.0108,83,91,10.2576,380,82,82.71,74,82.417,74,91,0.0159,0.0031,0.0816,0.3356,3943,0.0787,3939,371,0.0041,3887,0.6205,3848,0.0523,0.0818,3848,4070,0.018,0.0293,4032,0.3975,0.2307,0.0936,0.0354,0.0112,0.9615,0.1225,0.2882,0.1784,4070,26.5889,0.2314,2.722,1608,26.5889,1615,4,0.0189,0.185,0.5894,0.3944,2.3261,0.38,4,0.0419,23.373,25.8398,0.0772,23.5099,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1442480583-017.cnf,1,0.0015,0.0015,62.2404,0.0015,0.0025,429,449,42.7806,2000,429,429.288,408,428.071,409,446,0.0031,0.0004,0.0349,0.2688,142,0.0769,153.1111,1964,0.0008,131,0.4013,121,0.0456,0.0367,90,180,0.0038,0.028,153,0.1481,0.2348,0.0917,0.0077,0.0018,0.7231,0.1246,0.2883,0.1767,419,40.9676,0.2222,2.6972,8363,34.6603,8400,4.7922,0.3245,0.1721,0.5868,0.2942,2.2907,0.2052,5,0.0203,31.7754,33.0938,0.07,32.0531,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1989329161-018.cnf,1,0.0002,0.0002,599,0.0002,0.0004,3399,3451,281.375,16000,3372.5,3401.5,0,2963.62,3352,3433,0.0004,0,0.4042,0.2365,9,0.0795,9.8227,15565,0.0001,7,0.2808,6,0.0469,0.0125,4,15,0.0006,0.0281,11,0.0833,0.2335,0.0924,0.0012,0.0003,0.7138,0.1239,0.2965,0.1742,25,95.8571,0.2281,2.7249,66670,80.5714,67200,5.121,0.3897,0.1727,0.5877,0.1688,2.33,0.8981,6,0.1832,61.6667,71,0.2073,62.5155,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,0.1167,0.1167,7.8465,0.1167,0.1167,10,13,7.4667,60,10,10.5247,8,10.4865,8,13,0.011,0.1086,0.2197,0.6917,4496,0.0001,4507.8,60,0.0069,4471,0.767,4447,0,0.218,4447,4599,0.1264,0,4526,1.8863,0.0112,0.0001,0.011,0.0096,2.1268,0.0001,0,0.0001,4599,22.8034,0.0294,3.6985,5340,22.8034,5340,2,0.0117,0.0205,0.673,0.4221,2.8364,0.2713,2,0.1092,22.6569,22.7562,0.0039,22.6799,0.0043
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S461794864-15.SAT.shuffled.cnf,1,0.1077,0.1077,8.5047,0.1077,0.1077,11,14,8.0207,65,11,11.293,8,11.3004,8,14,0.0111,0.0968,0.212,0.686,4438,0.0001,4467.1667,65,0.0065,4425,0.7665,4411,0,0.2127,4411,4602,0.1193,0,4500,1.8467,0.0112,0.0001,0.0111,0.0083,2.1089,0.0001,0,0.0001,4602,24.5741,0.031,3.7663,5785,24.5741,5785,2,0.0149,0.0232,0.6796,0.4172,2.8755,0.2649,2,0.1032,24.278,24.3133,0.009,24.1973,0.0047
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0.1167,0.1167,7.7645,0.1167,0.1167,10,13,7.437,60,10,10.4508,8,10.4631,8,14,0.011,0.1064,0.221,0.6905,4517,0.0001,4493.8333,60,0.0074,4439,0.769,4436,0,0.2181,4436,4588,0.1255,0,4525,1.8957,0.0112,0.0001,0.011,0.0101,2.1175,0.0001,0,0.0001,4588,23.0636,0.0386,3.7534,5340,23.0636,5340,2,0.0122,0.0271,0.6823,0.4194,2.9505,0.2816,2,0.1082,22.6422,22.6614,0.0079,22.6771,0.0047
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1912687159-077.cnf,1,0.0081,0.0081,12.865,0.008,0.0107,83,92,10.8727,380,83,83.2241,75,83.4488,75,92,0.0157,0.0012,0.08,0.3323,3954,0.0762,3952.2857,374,0.0042,3901,0.5887,3811,0.0425,0.0812,3811,4065,0.0174,0.0231,4044,0.3828,0.2324,0.0878,0.0329,0.0106,0.9432,0.1149,0.2884,0.1663,4065,26.6408,0.2291,2.7012,1609,26.6408,1615,4.008,0.0201,0.1728,0.5843,0.3907,2.3139,0.3543,5,0.0424,22.7628,26.4033,0.0838,23.565,0.0006
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S1950850246-038-UNKNOWN.cnf,1,0.005,0.005,53.5361,0.005,0.005,193,208,43.5876,1000,191,192.201,177,191.371,177,204,0.0165,0.0036,0.0547,0.4785,42,0.0024,43,1000,0.001,37,0.5905,32,0.0016,0.0609,29,54,0.0069,0.001,48,0.3367,0.05,0.0028,0.021,0.0017,1.0393,0.0036,0.0857,0.0052,74,69.2759,0.0831,3.7113,20000,65.5405,20000,3,0.2006,0.0642,0.6513,0.4046,2.8547,0.1539,3,0.0267,56.4,60.6458,0.0991,56.9012,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0047,0.0047,24.7391,0.0047,0.0078,142,152,19.508,650,141,141.409,130,141.653,130,153,0.0093,0.0018,0.0633,0.306,3763,0.0737,3777.75,641,0.0023,3706,0.5468,3578,0.0452,0.0656,3578,4027,0.0098,0.0271,3917,0.2924,0.2322,0.0862,0.0199,0.0051,0.8893,0.1158,0.2722,0.1615,4027,39.2527,0.2247,2.6432,2760,39.2527,2769,4.0031,0.0351,0.1638,0.5818,0.3687,2.2809,0.2217,5,0.0321,33.8508,38.1112,0.0737,34.59,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,0.0333,0.0333,12.8521,0.0333,0.0333,29,35,11.7006,150,29,29.5283,24,29.5928,24,35,0.0438,0.0263,0.1435,0.5423,4123,0.0014,4137.8571,150,0.0062,4074,0.7037,4072,0.001,0.1408,4072,4259,0.0407,0.0007,4225,1.0054,0.0469,0.0017,0.046,0.011,1.474,0.0022,0.0242,0.0034,4259,33.464,0.0757,3.5486,3195,33.464,3195,3,0.0168,0.0598,0.6516,0.43,2.8393,0.2573,3,0.0674,31.4988,32.7715,0.0394,31.5972,0.0025
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0.1,0.1,8.708,0.1,0.1,12,16,8.4082,70,12,12.1199,9,12.1107,9,15,0.0111,0.0904,0.2054,0.679,4436,0.0001,4463,70,0.0065,4420,0.7545,4395,0,0.2067,4395,4608,0.1093,0,4498,1.7991,0.0112,0.0001,0.0111,0.0088,2.034,0.0001,0,0.0001,4608,25.7984,0.0296,3.6754,6230,25.7984,6230,2,0.0162,0.0192,0.6843,0.4272,3.1405,0.2662,2,0.0994,25.6397,25.7572,0.0073,25.5807,0.004
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S541865505-057.cnf,1,0.05,0.05,13.3823,0.05,0.05,23,28,13.4909,140,23,23.3883,19,23.4174,19,28,0.0117,0.0448,0.1596,0.6458,4146,0.0001,4193.4,140,0.0031,4113,0.7483,4034,0.0001,0.1567,4034,4343,0.0543,0.0001,4331,1.4518,0.0118,0.0001,0.0117,0.0043,1.7126,0.0001,0,0.0002,4343,44.7651,0.0329,4.1616,11900,44.7651,11900,2,0.0293,0.0219,0.6754,0.4247,3.098,0.2204,2,0.0717,43.6629,44.6911,0.0142,43.9758,0.0018
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S64317265-01-SAT.cnf,1,0.002,0.002,27.7088,0.0014,0.0041,314,332,24.9925,1665,314,314.533,298,314.637,299,332,0.0039,0.0002,0.0576,0.2605,985,0.144,1101.6471,1466,0.001,853,0.4945,780,0.0888,0.0411,776,1952,0.0077,0.0482,1118,0.1693,0.2978,0.1557,0.0154,0.0043,0.662,0.2092,0.3779,0.2748,2022,41.5435,0.2653,2.5731,4923,40.5796,5177,5.0464,0.3307,0.2005,0.706,0.3123,2.203,0.4793,6,0.0452,28.948,30.0464,0.1482,30.4424,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,0.0286,13.7459,0.0286,0.0286,35,41,12.4318,175,35,34.7847,29,34.6716,29,41,0.0427,0.0212,0.1346,0.5349,4113,0.0016,4110.75,175,0.0053,4058,0.7237,4011,0.0009,0.1353,4011,4276,0.0365,0.0006,4174,0.9244,0.047,0.0019,0.0453,0.0083,1.4384,0.0025,0.0292,0.0031,4276,37.4532,0.0835,3.5734,3727,37.4532,3727,3,0.0192,0.0621,0.6604,0.4335,2.8542,0.248,3,0.062,36.0267,37.1497,0.0327,35.8092,0.0021
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,0.0001,0.0001,1085.67,0.0001,0.0003,5308,5350,2259.86,25000,5350,4544.86,5323,5376.33,0,5350,0.0003,0,0.0131,0.2162,6,0.0799,6.8315,24387,0.0001,5,0.2649,3,0.0474,0.4411,2,12,0.0004,0.0282,8,1.2484,0.2337,0.093,0.0008,0.0002,0.8958,0.125,0.2937,0.1768,15,166.5,0.2286,2.7159,104354,106.5,105000,5.4744,0.4466,0.1717,0.5874,2.3849,2.3315,0.7689,6,0.0704,71.5,85.8333,0.292,75.5061,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1826381479-08.cnf,1,0.0002,0.0002,453.286,0.0002,0.0003,3407,3479,266.4,16000,3396,3417.93,3346,3397.43,3357,3426,0.0004,0,0.0148,0.224,9,0.0792,10.1082,15623,0.0001,7,0.2875,6,0.0476,0.014,4,16,0.0005,0.028,12,0.0846,0.2338,0.0927,0.001,0.0003,0.5947,0.1248,0.2897,0.1764,26,125.25,0.2281,2.702,66822,81.5714,67200,5.0773,0.3992,0.1714,0.5866,0.1956,2.3233,0.2465,6,0.0156,62.2727,72.2,0.2278,63.7028,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,0.0025,107.203,0.0025,0.0025,389,402,83.2581,2000,383,382.301,361,380.643,362,406,0.0091,0.0016,0.0955,0.4563,16,0.0023,18.0491,2000,0.0005,15,0.5489,13,0.0015,0.1142,10,26,0.0036,0.001,20,0.2524,0.05,0.0028,0.0127,0.0009,0.9645,0.0035,0.0928,0.0052,36,108.619,0.0788,3.7173,40000,86.6,40000,3,0.2925,0.0612,0.6514,1.0099,2.8574,0.1857,3,0.0471,73,80.5833,0.1467,72.9491,0.0002
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S617358728-082.cnf,1,0.0067,0.0067,16.2228,0.0067,0.0089,100,110,13.1483,460,100,99.886,91,100.035,90,110,0.0132,0.0026,0.0754,0.3251,3906,0.0733,3908,450,0.0033,3871,0.5629,3839,0.0424,0.0757,3839,4027,0.0123,0.0267,3953,0.3513,0.2314,0.0853,0.0242,0.0087,0.931,0.1143,0.2712,0.1606,4027,29.3866,0.2208,2.6722,1945,29.3866,1955,4,0.0146,0.1619,0.5848,0.3744,2.321,0.3091,4,0.0434,26.1487,28.7169,0.0582,26.6758,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S714125262-017.cnf,1,0.0079,0.0079,13.7195,0.0078,0.013,86,94,11.3581,400,85,85.5188,77,85.4937,77,94,0.0156,0.003,0.0796,0.3355,3923,0.0788,3955.5714,385,0.0038,3868,0.576,3863,0.0453,0.0787,3863,4134,0.0173,0.0287,4086,0.3989,0.229,0.0946,0.0357,0.0083,0.9915,0.127,0.2866,0.182,4134,26.0854,0.2375,2.7286,1681,26.0854,1700,4,0.0255,0.174,0.5969,0.3951,2.3009,0.2749,4,0.0394,23.6339,25.9335,0.0546,24.0724,0
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S1752604460-10.SAT.shuffled.cnf,1,0.0079,0.0079,13.9406,0.0077,0.0129,86,94,11.572,400,86,85.9851,77,86.1687,78,95,0.0154,0.0035,0.0785,0.3331,3933,0.0798,3929.5714,388,0.0037,3852,0.5881,3846,0.0447,0.0776,3846,4064,0.0201,0.0263,3963,0.387,0.2293,0.0942,0.0372,0.0083,0.9874,0.1301,0.3016,0.1836,4064,25.8264,0.2335,2.7404,1692,25.8264,1704,4,0.0177,0.1783,0.5888,0.3931,2.2941,0.2958,4,0.0388,23.0768,25.5834,0.0629,23.5136,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,0.05,0.05,7.9344,0.05,0.05,20,25,7.0279,100,20,20.3071,16,20.2635,16,25,0.0458,0.0399,0.1681,0.5692,4252,0.0017,4282.625,100,0.01,4247,0.7085,4207,0.0011,0.17,4207,4396,0.0606,0.0009,4341,1.1821,0.0469,0.0021,0.0465,0.0164,1.6149,0.0026,0.0137,0.0039,4396,25.3549,0.0996,3.4873,2130,25.3549,2130,2.697,0.0146,0.0672,0.6472,0.4362,2.7488,0.3256,3,0.0794,23.5055,23.7566,0.0378,23.4231,0.0042
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1545977164-16-SAT.cnf,1,0.0009,0.0009,49.525,0.0006,0.0025,680.5,705,43.4406,4500,682,680.535,658,680.175,658,710,0.0019,0.0001,0.0771,0.205,1833,0.1691,1778.5556,3256,0.0004,1762,0.4323,984,0.1028,0.0271,984,2301,0.0036,0.0587,2034,0.1102,0.319,0.1836,0.0078,0.0016,0.5676,0.2466,0.4606,0.3134,2301,45.4465,0.2894,2.6348,10208,45.4465,12014,5.753,0.2207,0.2122,0.7617,0.2782,2.1526,0.3917,7,0.0367,42.0136,43.0065,0.1045,40.4979,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S28271012-055.cnf,1,0.0055,0.0055,19.2714,0.0055,0.0073,120,131,15.7295,560,121,120.346,110,120.674,110,131,0.011,0.0017,0.0673,0.3178,3832,0.078,3833.625,548,0.0027,3775,0.5779,3757,0.0452,0.071,3757,3979,0.011,0.0265,3882,0.3185,0.2314,0.0928,0.0215,0.0068,0.9177,0.127,0.2856,0.1807,3979,37.7431,0.2376,2.7133,2368,37.7431,2380,4,0.0181,0.1728,0.5854,0.3824,2.3133,0.2545,4,0.0339,30.7505,36.3825,0.0962,31.9294,0
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1445529008-02.SAT.shuffled.cnf,1,0.0556,0.0556,8.0533,0.0556,0.0556,18,22,7.1572,90,18,18.1378,14,18.2211,14,22,0.046,0.0396,0.1748,0.5739,4328,0.0014,4343.625,90,0.011,4316,0.7132,4288,0.001,0.1775,4288,4474,0.0662,0.0007,4362,1.2484,0.0469,0.0018,0.0464,0.0167,1.6447,0.0022,0.0106,0.0033,4474,22.964,0.0812,3.3934,1917,22.964,1917,2.5506,0.0125,0.0592,0.6389,0.4295,2.8694,0.3004,3,0.0837,21.7263,22.3815,0.0304,21.6666,0.0047
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,0.0033,0.0033,84.0944,0.0033,0.0033,286,303,63.1689,1500,287,286.838,265,284.464,271,302,0.0117,0.0024,0.0826,0.4669,24,0.0023,24.6943,1500,0.0006,21,0.5647,18,0.0014,0.0486,13,32,0.0044,0.001,28,0.2712,0.05,0.0027,0.0151,0.0011,1.0114,0.0035,0.0898,0.0051,47,93.8824,0.0793,3.7067,30000,76,30000,3,0.247,0.0584,0.653,0.381,2.8779,0.5151,3,0.2648,66.1786,72.1739,0.1312,66.2823,0.0002
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S1739132237-05.cnf,1,0.0292,0.0292,20.5624,0.0292,0.0292,40,47,21.2582,240,40,39.9914,34,39.7369,33,46,0.0117,0.0264,0.1216,0.621,227,0.0001,265.4545,240,0.0019,206,0.7316,193,0.0001,0.1356,168,300,0.0329,0.0001,251,1.2039,0.0118,0.0001,0.0117,0.0026,1.5219,0.0001,0,0.0002,1081,60.0638,0.0364,4.337,20400,51.2326,20400,2,0.5868,0.0281,0.685,0.4172,3.1721,0.1917,2,0.056,48.0074,49.79,0.0579,48.7361,0.0009
