@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC

@DATA
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.636364,20.230769,?,?,?,?,?,31.833333,?,?,?,?,8.137931,?,97.666667,0.416036,?,?,27.579914,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.777778,23.142857,?,?,?,?,?,36.2,?,?,?,?,6.769231,?,96.666667,0.390076,?,?,31.26349,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.40998,121,0.113208,0.113208,7.54717,12.150943,0,142.173139,0.122642,9,106,81,106,106,0.455535,2,618,0.114632,0.132075,7,0.012212,0.012212,57,0.003617,28.1,22.5,0.230054,97,12,0.113208,0.383442,37.4,12,978,14,0.115723,7.6,15,96.333333,0.436243,12,13,31.458809,9.141509,12,15,0.017381,0,1,1,0,1,0,0,1,0,0,8,0,105,0,0.951456,0,30
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.814791,89,0.084906,0.113208,17.283019,11.54717,612,64.530328,0.113208,10,106,25,106,106,0.434757,1,1220,0.108936,0.132075,7,0.014166,0.014166,2,0.010214,5,4.347826,0.052894,68,12,0.075472,1.08273,5.882353,12,335,14,0.109973,0,15,12.647059,0.340684,9,12,5.050504,9.415094,8,7,0.007848,0.501639,2,1,0.498361,1,0,0,2,0,0,2,0,52,608,0,0,0
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22.5,19.785714,?,?,?,?,?,32.875,?,?,?,?,6.673913,?,97.333333,0.434258,?,?,26.342526,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.814891,89,0.084906,0.113208,17.141509,11.377358,603,63.787479,0.103774,9,106,22,106,106,0.430809,1,1214,0.107334,0.132075,7,0.01412,0.01412,2,0.012187,5,4.545455,0.052543,66,12,0.037736,1.291867,5.882353,12,243,14,0.108356,0,14,11.75,0.329416,9,11,4.988162,9.377358,4,2,0.002252,0.496705,2,1,0.503295,1,0,0,1,0,0,2,0,105,611,0,0,0
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.1,21.75,?,?,?,?,?,35.4,?,?,?,?,7.75,?,97,0.463654,?,?,30.418067,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.727273,22.166667,?,?,?,?,?,35,?,?,?,?,9.122449,?,94.333333,0.418801,?,?,29.602357,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.813834,88,0.084906,0.113208,17.698113,11.283019,598,62.465571,0.113208,11,106,22,106,106,0.426205,1,1278,0.106444,0.132075,8,0.013848,0.013848,2,0.014062,5,4.347826,0.048878,67,12,0.018868,1.490566,5.555556,12,793,14,0.107457,0,15,20,0.363001,9,12,4.839537,10.09434,2,14,0.014523,0.467919,2,1,0.532081,1,0,0,1,0,0,2,0,52,680,0,0,0
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.272727,20,?,?,?,?,?,31,?,?,?,?,8.216216,?,95.666667,0.441456,?,?,27.611092,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.285714,21.384615,?,?,?,?,?,32.625,?,?,?,?,7.96875,?,92.5,0.407467,?,?,28.419919,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.815252,89,0.084906,0.113208,17.028302,11.339623,601,65.448505,0.113208,10,106,24,106,106,0.430533,1,1204,0.106978,0.132075,7,0.014143,0.014143,1,0.013016,5,4.347826,0.054359,67,12,0.04717,1.379683,5.882353,12,882,14,0.107996,0,15,15,0.364426,9,12,5.06468,9.254717,5,5,0.005714,0.499169,2,1,0.500831,1,0,0,1,0,0,2,0,105,603,0,0,0
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.3,21.666667,?,?,?,?,?,35,?,?,?,?,8.083333,?,95.666667,0.454737,?,?,30.3401,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.395184,109,0.113208,0.113208,7.867925,12.150943,0,135.251534,0.113208,10,106,77,106,106,0.455535,3,652,0.114632,0.132075,7,0.012067,0.012067,57,0.003617,26.363636,20.923077,0.207441,92,12,0.113208,0.383442,34.75,12,975,14,0.115723,8.773585,15,96,0.484422,12,12,30.118161,9.349057,12,77,0.087006,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0.953988,0,30
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.81421,88,0.084906,0.113208,17.877358,11.754717,623,62.045597,0.113208,11,106,22,106,106,0.442925,2,1272,0.110894,0.122642,7,0.014055,0.014055,2,0.008176,5,4.347826,0.048778,65,12,0.084906,0.866693,5.555556,12,249,13,0.11195,0,15,11.166667,0.322537,9,12,4.855077,9.849057,9,1,0.001066,0.48978,2,1,0.51022,1,0,0,1,0,0,2,0,34.333333,649,0,0,0
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.383685,106,0.113208,0.113208,8.122642,12.150943,0,129.459499,0.113208,11,106,75,106,106,0.455601,2,679,0.114632,0.122642,7,0.011963,0.011963,57,0.003377,25.9,21.111111,0.190662,90,12,0.113208,0.357994,34.625,12,966,13,0.115723,7.333333,15,97.333333,0.456811,12,12,29.029949,9.849057,12,0,0,0,1,1,0,1,0,0,1,0,0,8,0,34.333333,0,0.955817,0,30
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.81121,86,0.075472,0.113208,18.301887,11.207547,594,59.372957,0.113208,11,106,19,106,106,0.430063,3,1346,0.105732,0.122642,9,0.013597,0.013597,1,0.013197,4.761905,4.0625,0.044111,65,14,0.04717,1.398901,5.263158,12,335,13,0.106739,0,15,11.111111,0.329118,8,12,4.555639,10.688679,5,2,0.001947,0.441308,2,1,0.558692,1,0,0,1,0,0,2,0,0,752,0,0,0
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.346198,104,0.113208,0.113208,9.09434,12.150943,0,119.025575,0.113208,11,106,70,106,106,0.455535,3,782,0.114632,0.132075,9,0.01163,0.01163,57,0.003617,22.833333,20.230769,0.152207,83,14,0.113208,0.383442,30.222222,12,972,14,0.115723,7.266667,15,95.333333,0.464528,12,12,26.280885,10.688679,12,1,0.000974,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0.961637,0,30
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.812194,83,0.06383,0.092199,19.574468,12.425532,876,56.078556,0.099291,12,141,16,141,141,0.425965,1,1884,0.088124,0.099291,8,0.01039,0.01039,0,0.013146,4.347826,3.703704,0.029766,61,14,0.021277,1.85363,5,13,876,14,0.088754,0.173913,18,14.583333,0.372933,9,14,4.278948,10.879433,3,3,0.002154,0.464968,2,1,0.535032,1,0,0,1,0,0,2,0,46,1008,0,0,0
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.80696,72,0.06383,0.092199,20.617021,12.12766,855,52.869396,0.099291,13,141,15,141,141,0.418347,1,2052,0.086012,0.099291,10,0.010047,0.010047,0,0.014105,4.166667,3.571429,0.025765,57,15,0.035461,1.988802,4.761905,13,970,14,0.086626,0.076923,18,13.333333,0.432762,9,14,4.105221,12.212766,5,7,0.004428,0.416667,2,1,0.583333,1,0,0,1,0,0,2,0,140,1197,0,0,0
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.812807,84,0.070922,0.092199,19.319149,12.510638,882,56.864821,0.099291,11,141,18,141,141,0.426967,1,1842,0.088728,0.099291,9,0.010488,0.010488,1,0.010469,4.545455,3.842105,0.030871,58,13,0.042553,1.476132,5,13,335,14,0.089362,0.111111,18,12.470588,0.329984,10,14,4.379187,10.524823,6,0,0,0.478827,2,1,0.521173,1,0,0,1,0,0,2,0,46,960,0,0,0
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.811174,80,0.06383,0.092199,19.546099,12.085106,852,56.422269,0.092199,11,141,17,141,141,0.416239,1,1904,0.08571,0.099291,8,0.010266,0.010266,0,0.013448,4.166667,3.703704,0.029634,56,15,0.042553,1.896205,5,13,868,14,0.086322,0.25,18,22.222222,0.413072,9,13,4.29279,11.085106,6,32,0.022504,0.447479,2,1,0.552521,1,0,0,1,0,0,2,0,140,1052,0,0,0
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.810794,78,0.06383,0.092199,20.198582,12.58156,887,53.885773,0.099291,12,141,17,141,141,0.430005,2,1961,0.089231,0.099291,8,0.0103,0.0103,0,0.011555,4.166667,3.75,0.027479,58,15,0.042553,1.629324,4.833333,13,335,14,0.089868,0.230769,18,11.6,0.338937,9,14,4.182173,11.432624,6,8,0.005438,0.45232,2,1,0.54768,1,0,0,1,0,0,2,0,22.5,1074,0,0,0
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.810048,80,0.06383,0.092199,20.276596,12.468085,879,54.079798,0.099291,12,141,16,141,141,0.42562,1,1980,0.088426,0.099291,9,0.010241,0.010241,0,0.011568,4.166667,3.571429,0.027313,57,14,0.035461,1.631051,5,13,335,14,0.089058,0.136364,18,12.916667,0.355277,9,14,4.119291,11.680851,5,3,0.001992,0.443939,2,1,0.556061,1,0,0,1,0,0,2,0,140,1101,0,0,0
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.810983,79,0.06383,0.092199,20.120567,12.567376,886,54.39877,0.099291,12,141,16,141,141,0.4299,2,1951,0.08913,0.099291,9,0.010313,0.010313,1,0.010661,4.166667,3.703704,0.027883,57,14,0.042553,1.503212,4.761905,13,335,14,0.089767,0,18,11.111111,0.349434,9,14,4.146255,11.255319,6,2,0.001383,0.454126,2,1,0.545874,1,0,0,1,0,0,2,0,69.5,1065,0,0,0
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.808218,76,0.06383,0.092199,21.021277,12.609929,889,52.668434,0.092199,13,141,15,141,141,0.426948,2,2075,0.089432,0.099291,10,0.010131,0.010131,0,0.009878,4.166667,3.571429,0.025382,57,15,0.056738,1.392854,4.705882,13,988,14,0.090071,0.137931,18,10,0.355225,9,13,4.068604,12.234043,8,20,0.012626,0.428434,2,1,0.571566,1,0,0,1,0,0,2,0,69.5,1186,0,0,0
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.810969,80,0.070922,0.092199,20.141844,12.58156,887,54.65489,0.099291,12,141,16,141,141,0.426047,1,1953,0.089231,0.099291,9,0.010313,0.010313,0,0.010316,4.347826,3.681818,0.027985,59,14,0.042553,1.454541,4.761905,13,335,14,0.089868,0.272727,18,10,0.325072,10,14,4.144444,11.269504,6,6,0.004144,0.454173,2,1,0.545827,1,0,0,1,0,0,2,0,140,1066,0,0,0
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.805939,78,0.06383,0.092199,20.560284,11.943262,842,52.553719,0.092199,12,141,14,141,141,0.420402,1,2057,0.084704,0.099291,10,0.009995,0.009995,0,0.015455,4,3.571429,0.025549,58,16,0.021277,2.179118,4.761905,13,868,14,0.085309,0.217391,18,20,0.425996,9,13,4.010213,12.304965,3,24,0.015056,0.409334,2,1,0.590666,1,0,0,1,0,0,2,0,0,1215,0,0,0
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.807976,72,0.06383,0.092199,21.014184,12.595745,888,51.333494,0.092199,12,141,15,141,141,0.431651,1,2075,0.089332,0.099291,10,0.010127,0.010127,0,0.012123,4,3.545455,0.024739,55,16,0.028369,1.709293,4.545455,13,335,14,0.08997,0,18,13.785714,0.359262,9,13,3.920819,12.283688,4,0,0,0.427952,2,1,0.572048,1,0,0,1,0,0,2,0,140,1187,0,0,0
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.809203,78,0.070922,0.092199,21.156028,12.93617,912,52.468856,0.099291,13,141,16,141,141,0.440725,1,2071,0.091746,0.099291,10,0.010215,0.010215,1,0.009749,4.166667,3.592593,0.025335,58,15,0.028369,1.374606,4.545455,13,243,14,0.092401,0,18,9.090909,0.317845,10,14,3.9698,12.276596,4,24,0.015094,0.440367,2,1,0.559633,1,0,0,1,0,0,2,0,0,1159,0,0,0
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.809707,79,0.06383,0.092199,20.113475,12.241135,863,54.232641,0.099291,12,141,16,141,141,0.423479,1,1973,0.086817,0.099291,8,0.010194,0.010194,0,0.014282,4.166667,3.703704,0.027487,58,15,0.028369,2.013785,5,13,870,14,0.087437,0,18,12.5,0.369036,9,14,4.148216,11.496454,4,83,0.056081,0.437405,2,1,0.562595,1,0,0,1,0,0,2,0,0,1110,0,0,0
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.808979,79,0.070922,0.092199,20.375887,12.326241,869,53.473553,0.092199,13,141,15,141,141,0.420448,1,2004,0.08742,0.099291,9,0.010168,0.010168,1,0.01202,4.166667,3.703704,0.026683,60,15,0.007092,1.694783,4.761905,13,240,14,0.088045,0,18,13,0.335365,10,13,4.067259,11.744681,1,14,0.009241,0.433633,2,1,0.566367,1,0,0,1,0,0,2,0,69.5,1135,0,0,0
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.810168,78,0.06383,0.092199,20.319149,12.524823,883,54.052977,0.092199,13,141,16,141,141,0.429845,2,1982,0.088829,0.099291,8,0.010252,0.010252,0,0.012315,4.166667,3.846154,0.027272,59,15,0.035461,1.736474,4.545455,13,335,14,0.089463,0,18,14.285714,0.353469,9,13,4.109892,11.48227,5,0,0,0.44551,2,1,0.55449,1,0,0,1,0,0,2,0,140,1099,0,0,0
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.810278,76,0.06383,0.092199,20.021277,12.326241,869,54.631013,0.092199,12,141,16,141,141,0.424615,2,1954,0.08742,0.099291,8,0.010246,0.010246,1,0.01178,4.347826,3.703704,0.027959,57,15,0.042553,1.660968,4.761905,13,335,14,0.088045,0,18,14.285714,0.352801,9,13,4.145503,11.41844,6,7,0.004765,0.444729,2,1,0.555271,1,0,0,1,0,0,2,0,140,1085,0,0,0
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.812732,84,0.06383,0.092199,19.312057,12.468085,879,57.58731,0.099291,11,141,17,141,141,0.427065,2,1844,0.088426,0.099291,8,0.010473,0.010473,0,0.011962,4.545455,3.846154,0.03123,60,13,0.049645,1.686632,5.076923,13,335,14,0.089058,0.24,18,10,0.32534,9,14,4.36292,10.588652,7,0,0,0.476681,2,1,0.523319,1,0,0,1,0,0,2,0,69.5,965,0,0,0
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.812054,83,0.06383,0.092199,19.390071,12.283688,866,56.418094,0.092199,11,141,17,141,141,0.422733,1,1868,0.087118,0.099291,9,0.01038,0.01038,1,0.012162,4.347826,3.75,0.030202,59,14,0.028369,1.714875,5,13,243,14,0.087741,0,18,12.538462,0.326531,9,13,4.299514,10.77305,4,7,0.00508,0.463597,2,1,0.536403,1,0,0,1,0,0,2,0,69.5,1002,0,0,0
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.805684,72,0.070922,0.099291,22.241135,13.049645,920,49.093412,0.099291,13,141,14,141,141,0.445089,1,2216,0.092551,0.099291,11,0.010037,0.010037,0,0.010218,4,3.448276,0.022154,55,16,0.028369,1.440677,4.545455,14,243,14,0.093212,0.25,18,13.111111,0.351677,10,14,3.743568,13.148936,4,0,0,0.415162,2,1,0.584838,1,0,0,1,0,0,2,0,140,1296,0,0,0
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.806965,72,0.070922,0.092199,21.198582,12.553191,885,51.284221,0.099291,13,141,15,141,141,0.429756,1,2104,0.08903,0.099291,10,0.010075,0.010075,1,0.012369,4,3.571429,0.024375,56,16,0.028369,1.743989,4.545455,13,243,14,0.089666,0,18,10.466667,0.366234,10,14,3.907015,12.489362,4,0,0,0.420627,2,1,0.579373,1,0,0,1,0,0,2,0,140,1219,0,0,0
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.812852,83,0.070922,0.092199,19.475177,12.695035,895,57.378174,0.092199,10,141,18,141,141,0.430533,2,1851,0.090036,0.099291,7,0.010521,0.010521,1,0.010134,4.347826,4,0.030998,57,13,0.035461,1.428898,5.263158,13,335,14,0.090679,0,18,11.083333,0.341926,10,13,4.408673,10.539007,5,0,0,0.483522,2,1,0.516478,1,0,0,1,0,0,2,0,140,956,0,0,0
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.811058,72,0.06383,0.092199,20.056738,12.539007,884,54.016975,0.092199,12,141,17,141,141,0.430053,1,1944,0.088929,0.099291,8,0.010317,0.010317,0,0.01402,4.166667,3.703704,0.027787,55,15,0.007092,1.97688,4.761905,13,335,14,0.089564,0.357143,18,20,0.367017,9,13,4.157346,11.453901,1,0,0,0.454733,2,1,0.545267,1,0,0,1,0,0,2,0,0,1060,0,0,0
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.811842,79,0.070922,0.092199,20.276596,12.964539,914,55.030848,0.099291,12,141,18,141,141,0.442073,1,1945,0.091947,0.099291,8,0.010425,0.010425,0,0.010428,4.347826,3.809524,0.028293,57,14,0.035461,1.470328,4.954545,13,243,14,0.092604,0,18,11.764706,0.372187,10,14,4.245976,11.184397,5,0,0,0.469923,2,1,0.530077,1,0,0,1,0,0,2,0,0,1031,0,0,0
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.812705,83,0.070922,0.092199,19.652482,12.794326,902,56.529695,0.099291,11,141,19,141,141,0.435255,1,1869,0.09074,0.099291,9,0.010515,0.010515,0,0.010048,4.347826,3.846154,0.030246,57,14,0.049645,1.416808,5.263158,13,243,14,0.091388,0,18,11.153846,0.32525,10,14,4.374585,10.858156,7,7,0.005036,0.482611,2,1,0.517389,1,0,0,1,0,0,2,0,140,967,0,0,0
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.810598,80,0.06383,0.085106,19.64539,12.113475,854,55.76096,0.092199,11,141,16,141,141,0.415783,2,1916,0.085911,0.099291,8,0.010253,0.010253,1,0.013517,4.347826,3.703704,0.029103,58,14,0.042553,1.905915,5,12,335,14,0.086525,0.230769,18,12.5,0.354534,9,13,4.24276,11.163121,6,0,0,0.44572,2,1,0.55428,1,0,0,1,0,0,2,0,140,1062,0,0,0
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.809942,79,0.06383,0.092199,19.468085,11.815603,833,55.452406,0.099291,12,141,16,141,141,0.409586,1,1912,0.083799,0.099291,8,0.010182,0.010182,1,0.014934,4.25,3.703704,0.029002,58,15,0.021277,2.105726,5,13,870,14,0.084397,0,18,14.285714,0.380945,9,14,4.254713,11.262411,3,26,0.017968,0.435669,2,1,0.564331,1,0,0,1,0,0,2,0,46,1079,0,0,0
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.80936,79,0.06383,0.092199,20.177305,12.255319,864,53.597678,0.099291,13,141,15,141,141,0.419658,1,1981,0.086917,0.099291,10,0.010185,0.010185,0,0.013761,4.166667,3.703704,0.027056,59,15,0.014184,1.940258,4.761905,13,335,14,0.087538,0,18,12.909091,0.365306,9,14,4.087887,11.695035,2,12,0.007958,0.436143,2,1,0.563857,1,0,0,1,0,0,2,0,34.25,1117,0,0,0
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.807664,76,0.06383,0.092199,20.539007,12.184397,859,52.654885,0.092199,13,141,15,141,141,0.425918,1,2037,0.086414,0.099291,10,0.010083,0.010083,1,0.015725,4.166667,3.526316,0.025849,58,15,0.014184,2.217285,4.761905,13,694,14,0.087031,0.173913,18,28.571429,0.386638,9,13,4.009128,12.156028,2,0,0,0.421699,2,1,0.578301,1,0,0,1,0,0,2,0,140,1178,0,0,0
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.808954,79,0.070922,0.092199,20.957447,12.737589,898,52.591152,0.099291,13,141,15,141,141,0.441875,1,2057,0.090338,0.099291,10,0.010188,0.010188,0,0.011131,4.166667,3.5,0.025567,57,15,0.035461,1.569412,4.545455,13,335,14,0.090983,0.380952,18,11.235294,0.349991,10,14,3.95357,12.042553,5,0,0,0.436558,2,1,0.563442,1,0,0,1,0,0,2,0,0,1159,0,0,0
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.811899,82,0.06383,0.092199,19.836879,12.609929,889,55.959644,0.092199,12,141,17,141,141,0.431658,2,1908,0.089432,0.099291,9,0.010397,0.010397,1,0.011697,4.347826,3.846154,0.029329,59,14,0.035461,1.649298,5,13,335,14,0.090071,0.173913,17,11.666667,0.342224,9,13,4.278452,11.035461,5,10,0.007067,0.465933,2,1,0.534067,1,0,0,1,0,0,2,0,46,1019,0,0,0
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.808523,78,0.06383,0.085106,19.808511,11.815603,833,54.57602,0.099291,12,141,16,141,141,0.408668,1,1960,0.083799,0.099291,8,0.010106,0.010106,0,0.013714,4.166667,3.703704,0.027845,57,15,0.035461,1.933662,5,12,945,14,0.084397,0,18,16.666667,0.385813,9,14,4.181097,11.617021,5,14,0.009352,0.425,2,1,0.575,1,0,0,1,0,0,2,0,69.5,1127,0,0,0
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.805582,72,0.06383,0.092199,20.87234,12.099291,853,51.785167,0.092199,13,141,15,141,141,0.424668,1,2090,0.085811,0.099291,10,0.009987,0.009987,0,0.014116,4.166667,3.571429,0.024778,58,16,0.028369,1.99042,4.545455,13,492,14,0.086424,0.347826,18,16.777778,0.372561,9,13,3.934288,12.468085,4,5,0.003092,0.408134,2,1,0.591866,1,0,0,1,0,0,2,0,140,1237,0,0,0
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.811703,81,0.06383,0.085106,19.198582,12.028369,848,56.959118,0.099291,11,141,16,141,141,0.411038,1,1859,0.085308,0.099291,8,0.010327,0.010327,1,0.01247,4.347826,3.8,0.03064,59,14,0.021277,1.758236,5,12,360,14,0.085917,0.26087,18,11.416667,0.358517,9,14,4.314032,10.737589,3,0,0,0.456159,2,1,0.543841,1,0,0,1,0,0,2,0,140,1011,0,0,0
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.809756,80,0.06383,0.092199,20.35461,12.425532,876,53.910231,0.099291,12,141,15,141,141,0.427557,1,1994,0.088124,0.099291,10,0.010208,0.010208,0,0.013281,4.227273,3.571429,0.027036,59,14,0.021277,1.872663,4.761905,13,931,14,0.088754,0,18,8.333333,0.342949,9,14,4.113309,11.680851,3,0,0,0.439318,2,1,0.560682,1,0,0,1,0,0,2,0,140,1118,0,0,0
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.812458,80,0.070922,0.092199,19.687943,12.695035,895,56.349814,0.092199,11,141,19,141,141,0.427853,1,1881,0.090036,0.099291,8,0.010467,0.010467,0,0.009442,4.347826,3.703704,0.029957,57,14,0.042553,1.331257,5,13,335,14,0.090679,0,18,11.666667,0.328913,10,13,4.308251,10.851064,6,0,0,0.475811,2,1,0.524189,1,0,0,1,0,0,2,0,0,986,0,0,0
