@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC

@DATA
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,3.8899,3.6777,5.0901,0.7335,0.3429,2.4033,0.0193
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,2.2303,2.1507,2.3844,1.535,0.2453,1.8676,0.1804
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,3.1308,0.5536,2.8662,2.6804,0.1585,0.556,0.1586
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,2.1455,2.8549,2.1708,4.321,0.1402,3.4391,0.0969
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,1.76,1.065,2.1911,2.9061,0.124,0.8326,0.2086
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,2.9427,1.3375,3.1481,4.7941,0.1541,1.2906,0.1341
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,2.2492,1.0469,2.6262,0.8361,0.1146,1.4748,0.1964
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,2.9239,0.9652,3.1511,1.3457,0.1546,0.8522,0.1647
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,1.6874,0.1652,1.7506,0.9846,0.0647,0.2672,0.2237
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,2.9107,0.4872,2.5792,1.0979,0.1626,0.4792,0.1783
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,2.8663,1.4458,2.8469,3.0841,0.1406,1.425,0.1738
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,3.4105,1.3254,3.4353,2.2394,0.1574,1.1381,0.1491
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,4.6271,0.5216,0.2954,1.6158,0.0402
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,1.1107,4.0332,1.6086,0.1857,0.2282,1.2934,0.0091
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,1.7069,0.1969,1.8073,1.0142,0.084,0.4531,0.2222
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,2.2025,1.179,2.5562,3.3276,0.0801,0.9753,0.1752
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,2.6901,5.8534,3.038,7.2167,0.1615,1.2241,0.1109
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,2.9194,3.426,0.1795,1.2043,0.1847
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,1.0516,0.5839,2.349,1.4415,0.0433,0.456,0.1745
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,3.0866,1.3972,3.283,4.7794,0.157,1.2438,0.1416
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,3.0708,0.5351,2.793,1.9615,0.1596,0.517,0.1656
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,2.4359,0.4638,0.0884,0.5506,0.2403
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.6027,0,0.0013,0.0747,0.006
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,2.5287,1.1334,4.1952,0.6078,0.2938,0.9924,0.0063
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,4.251,6.9937,5.3959,0.1143,0.276,4.3846,0.0121
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,4.1162,4.4743,4.365,0.2918,0.2643,3.157,0.0579
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,3.4414,1.246,3.3171,12.1118,0.2131,1.0764,0.1894
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,2.621,1.9589,2.7094,5.3039,0.1479,1.7683,0.1251
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.846,0.5098,2.5696,1.4489,0.0385,0.5183,0.172
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,2.4667,1.3431,0.1522,0.7561,0.2405
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,2.3196,1.3736,2.3471,0.9942,0.1648,0.7046,0.1518
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,2.8706,1.593,3.0083,5.0305,0.1537,1.5149,0.1299
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,3.3577,1.3351,3.4745,1.9454,0.1487,1.1329,0.1513
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3614,0.0058,0.7668,0,0.0021,0.086,0.0085
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,4.1473,7.3823,0.249,2.3254,0.0718
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,2.8797,0.4517,2.5823,1.1309,0.161,0.4602,0.1828
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,3.1199,1.3257,3.3982,4.7403,0.159,1.1785,0.1417
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,3.5214,0.3551,0.2785,3.7711,0.0503
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.9771,1.0031,2.5299,0.9694,0.086,1.1875,0.2115
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.0549,0.5841,2.3497,1.4405,0.0429,0.4551,0.1745
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,2.5393,0.8485,2.5695,0.0252,0.3145,0.8107,0.1248
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,2.8573,0.7045,2.9644,1.1123,0.1492,0.6419,0.1647
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1093,0.8492,4.8658,0.1385,0.0364,0.8261,0.0327
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,3.058,0.5124,2.7798,2.007,0.1595,0.4998,0.1677
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,1.2974,4.8319,1.3173,0.7286,0.2287,0.7826,0.1425
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,2.4184,1.1036,3.9083,0.5855,0.3128,0.9566,0.0091
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,3.028,0.6773,3.392,9.926,0.136,0.6215,0.137
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,1.7133,2.8611,0.278,1.5269,0.2194
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,2.9195,1.2746,3.1187,4.6936,0.1551,1.2369,0.137
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,2.9052,1.5143,3.0647,4.8307,0.1516,1.4341,0.1328
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,2.6359,2.046,2.727,5.3071,0.1472,1.8225,0.1255
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.971,0.6086,2.362,1.5064,0.0385,0.4883,0.1696
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,2.9372,1.7003,3.0342,5.3772,0.1487,1.5415,0.1291
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,2.4667,1.3431,0.1522,0.7561,0.2405
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,3.1708,0.8418,3.358,1.6566,0.1525,0.7714,0.1596
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,4.2244,7.9283,4.4485,0.1609,0.2482,4.8419,0.0443
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,2.432,0.9397,3.6826,50.0313,0.1545,0.4354,0.0151
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.8668,0.6535,3.0161,2.1691,0.1434,0.8051,0.2074
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,2.3578,0.7985,2.4635,1.376,0.1524,0.7549,0.2411
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,4.2552,1.9658,5.6983,13.0859,0.3089,1.6941,0.0254
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.846,0.5098,2.5696,1.4489,0.0385,0.5183,0.172
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,3.568,1.0664,3.8199,2.9486,0.1674,0.8712,0.1281
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,2.2492,1.0469,2.6262,0.8361,0.1146,1.4748,0.1964
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,5.473,10.4181,0.2985,1.5958,0.0313
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.0392,21.041,1.5685,2.6391,0.1631,5.7812,0.1954
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,3.0943,3.709,3.3548,6.8182,0.2196,2.2531,0.1412
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,1.7133,2.8611,0.278,1.5269,0.2194
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,5.3993,0.1143,0.276,4.3834,0.0121
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,3.2568,1.276,3.1135,0.1198,0.3207,0.983,0.0981
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.1575,1.4436,3.0565,3.2319,0.1635,1.8825,0.115
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,3.3463,4.6628,0.1606,1.189,0.1428
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,3.4396,0.9595,3.4781,1.072,0.2054,0.7488,0.1296
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.6474,0.1178,0.6474,0.05,0.1403,0.361,0.1905
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,5.3993,0.1143,0.276,4.3834,0.0121
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.545,1.2176,2.9395,2.8376,0.1627,1.2259,0.1841
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,2.9194,3.426,0.1795,1.2043,0.1847
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,3.1568,1.2354,3.3843,5.1268,0.1602,1.1417,0.134
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,2.9766,3.3321,0.1062,0.5417,0.2051
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,2.2837,1.1677,2.5923,3.5401,0.0889,0.9706,0.174
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.9811,0.604,2.3705,1.5106,0.0385,0.4858,0.1699
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,4.0405,3.3786,5.2356,0.7069,0.3273,2.354,0.0178
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,3.4094,1.4103,3.5139,1.6093,0.1642,1.1119,0.1391
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,2.6543,1.1393,4.1255,0.675,0.2783,0.8942,0.0103
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,2.8772,0.4636,2.9065,3.6537,0.1177,0.3773,0.2089
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.1773,1.3885,3.0968,3.3131,0.1633,1.8083,0.1163
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,1.94,0.0037,0.0714,1.5425,0.1571
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,4.1776,5.1526,4.3959,0.2758,0.2635,3.5679,0.0538
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,2.8139,1.447,3.026,4.9676,0.1504,1.354,0.1317
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.9694,0.6089,2.3602,1.502,0.0384,0.4885,0.1696
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.0208,0.0048,0.7049,0,0.0018,0.0821,0.0075
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.4774,2.7182,1.8377,0.3389,0.2116,1.1108,0.067
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,2.8825,1.5188,3.3061,6.4492,0.238,1.0689,0.1111
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,3.079,2.1801,3.7149,0.0486,0.32,1.0806,0.0402
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,1.7881,0.936,1.795,0.4649,0.2542,0.3946,0.0718
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.9795,0.6042,2.37,1.5081,0.0385,0.4859,0.17
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,2.9171,2.933,0.1239,3.0638,0.1488
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,2.7663,0.3643,2.4006,389.9783,0.2119,0.3581,0.2421
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.9915,1.0662,3.5804,0.4987,0.343,1.0311,0.0089
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,3.0927,0.8793,0.1483,0.6533,0.1442
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,1.5792,2.3165,1.3679,0.9303,0.0623,2.9028,0.2308
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,3.0833,6.3716,3.1792,8.3929,0.1756,1.0265,0.124
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.7049,0,0.0018,0.0821,0.0075
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,3.0545,2.717,3.1389,4.575,0.1789,2.3827,0.1626
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,2.4104,0.3073,2.1708,0.6028,0.107,0.8175,0.2744
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,3.3371,0.7639,3.4336,1.4649,0.1523,0.6814,0.1615
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,2.898,0.5067,2.5698,1.092,0.1634,0.4918,0.176
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,3.2012,1.0954,3.35,1.7354,0.1515,0.9265,0.1583
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,2.0668,0.3043,2.4131,0.4523,0.0855,0.6218,0.2415
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,3.2107,4.4955,3.6972,0.3494,0.2747,3.3508,0.0542
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,2.4662,1.9632,3.8985,60.4803,0.0839,0.6437,0.0172
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,2.9748,0.7018,3.0684,0.9494,0.1488,0.6028,0.1526
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.7409,1.6876,2.1363,1.9529,0.0857,2.1062,0.2195
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,2.3006,1.1077,3.603,0.5092,0.3399,1.0142,0.0084
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,3.1361,0.7375,3.1318,2.9247,0.1844,0.8213,0.2148
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,3.5313,1.0796,3.7291,1.3152,0.1632,0.9054,0.1265
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.5172,2.3027,1.7602,0.1724,0.2054,1.109,0.1012
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,1.9086,1.1725,2.5474,0.9492,0.1099,1.9705,0.1836
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,3.8051,0.5241,3.6566,1.9864,0.1983,0.4914,0.087
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.6027,0,0.0013,0.0747,0.006
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,1.8378,1.5018,4.8793,0.0814,0.0511,1.1167,0.043
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,2.0429,2.2135,2.0559,1.7003,0.1846,1.7792,0.1969
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,2.5751,1.1404,0.1284,2.7875,0.1818
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,4.2266,6.6361,5.2325,0.122,0.2828,4.0607,0.0143
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,2.515,1.0478,3.9633,0.8421,0.2868,0.8072,0.0114
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.1716,1.4024,3.0882,3.2919,0.1633,1.8273,0.1159
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,3.6462,1.3267,3.9018,0.4155,0.1769,1.0929,0.0912
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.991,0.9157,3.0819,2.0286,0.1074,0.8975,0.1947
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,2.7561,1.7579,2.8551,5.1973,0.1501,1.6079,0.1274
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,3.3709,1.0148,3.4735,2.0368,0.1394,0.7236,0.1448
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,2.7719,1.4065,3.0084,4.9421,0.1528,1.3212,0.1309
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,3.1086,0.4931,2.7792,2.2512,0.1578,0.49,0.1704
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,4.1473,7.3823,0.249,2.3254,0.0718
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,4.0364,3.9504,4.305,0.3455,0.2563,2.8409,0.0633
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,2.4462,0.4448,0.0924,0.569,0.2408
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,2.976,2.7759,0.1209,8.9522,0.1524
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,3.0313,2.591,3.1201,4.7455,0.1727,2.0724,0.1619
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,1.4903,0.5465,1.6525,2.8433,0.2281,0.9232,0.1325
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.2747,2.2361,2.5795,1.0284,0.056,3.2568,0.1892
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,2.0088,2.0667,2.7583,8.8561,0.2432,1.4935,0.0869
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,3.6848,1.1994,3.6656,2.0968,0.1665,0.9804,0.1378
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,2.1095,1.7447,0.1814,3.0828,0.214
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,3.2097,0.645,3.2614,2.431,0.1632,0.5834,0.1247
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,3.3463,4.6628,0.1606,1.189,0.1428
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,2.7545,10.6282,2.6179,6.4486,0.2412,12.4845,0.1567
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,3.988,2.2171,3.9397,0.3753,0.2225,1.5991,0.0811
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,2.5069,1.1474,4.0692,0.5663,0.2967,1.0213,0.0063
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,3.5214,0.3551,0.2785,3.7711,0.0503
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,1.7838,0.6808,1.3235,0.0948,0.2615,0.5187,0.1185
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,3.0005,0.9512,0.1478,0.6325,0.1536
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.9786,0.6044,2.368,1.5062,0.0385,0.486,0.17
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,1.3643,3.3383,1.3872,0.4432,0.2358,0.7623,0.1467
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,3.068,0.8771,0.1493,0.6447,0.1468
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,2.8561,0.7408,3.004,0.8585,0.148,0.6555,0.1469
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,4.8616,0.1531,0.2722,2.1164,0.0302
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,1.3348,2.2681,0.1574,5.2702,0.2059
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,2.6432,1.1087,4.1354,0.7736,0.2785,0.8371,0.0102
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,2.4462,0.4448,0.0924,0.569,0.2408
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,4.0084,2.2027,3.9501,0.3709,0.2222,1.5913,0.0808
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,2.8812,0.7743,2.7661,1.9496,0.1826,0.9761,0.2105
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,2.8874,0.4687,2.586,1.1247,0.1619,0.469,0.1804
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,3.9795,1.1802,5.0005,0.1674,0.2971,1.8787,0.0308
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.6187,0,0.0013,0.0806,0.0061
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,2.7463,0.8846,3.2592,1.8066,0.1553,1.5383,0.1714
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,2.9565,0.7413,3.1284,0.8797,0.1492,0.649,0.1437
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.6187,0,0.0013,0.0806,0.0061
