@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1.358932
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.949768
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1.369976
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,1.222266
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1.367524
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1.364141
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.949991
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1.353989
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.949395
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1.352951
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1.354768
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.949919
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1.352214
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,38.835
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,1.222597
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,2.041667
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,39.65125
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,2.203704
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,2.366667
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.94964
normalized-homer-10.xml.mzn_AND_NODATA,1,2.901961
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,1.222245
normalized-homer-11.xml.mzn_AND_NODATA,1,2.901961
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,40.60625
normalized-homer-12.xml.mzn_AND_NODATA,1,2.901961
normalized-huck-10.xml.mzn_AND_NODATA,1,4.067568
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1.353099
normalized-huck-9.xml.mzn_AND_NODATA,1,4.067568
normalized-homer-8.xml.mzn_AND_NODATA,1,2.901961
normalized-huck-8.xml.mzn_AND_NODATA,1,4.067568
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.950198
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,1.222245
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.950065
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,1.222448
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1.354824
normalized-ii-16b2.xml.mzn_AND_NODATA,1,7.989312
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,42.23
normalized-ii-32b2.xml.mzn_AND_NODATA,1,5.400383
normalized-ii-16a1.xml.mzn_AND_NODATA,1,6.369091
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.949878
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.950598
normalized-ii-16c1.xml.mzn_AND_NODATA,1,5.711076
normalized-ii-16a2.xml.mzn_AND_NODATA,1,7.76623
normalized-ii-16d2.xml.mzn_AND_NODATA,1,7.947967
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,42.7775
normalized-ii-32c3.xml.mzn_AND_NODATA,1,6.363799
normalized-ii-32d1.xml.mzn_AND_NODATA,1,4.570783
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,1.222164
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.950711
normalized-ii-16e2.xml.mzn_AND_NODATA,1,7.854323
normalized-ii-32b3.xml.mzn_AND_NODATA,1,8.738506
normalized-ii-32d2.xml.mzn_AND_NODATA,1,6.877475
normalized-ii-32b4.xml.mzn_AND_NODATA,1,9.57874
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.949708
normalized-ii-8a3.xml.mzn_AND_NODATA,1,3.416667
normalized-ii-16b1.xml.mzn_AND_NODATA,1,7.671296
normalized-ii-8a4.xml.mzn_AND_NODATA,1,3.957071
normalized-ii-32a1.xml.mzn_AND_NODATA,1,10.534858
normalized-ii-16c2.xml.mzn_AND_NODATA,1,7.966991
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,43.85875
normalized-ii-8b2.xml.mzn_AND_NODATA,1,4.038194
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,44.16625
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,44.11
normalized-ii-8d1.xml.mzn_AND_NODATA,1,3.516038
normalized-ii-32e4.xml.mzn_AND_NODATA,1,9.680879
normalized-ii-8e1.xml.mzn_AND_NODATA,1,3.515385
normalized-ii-16d1.xml.mzn_AND_NODATA,1,6.963821
normalized-ii-32e3.xml.mzn_AND_NODATA,1,8.106061
normalized-ii-32e5.xml.mzn_AND_NODATA,1,11.645594
normalized-ii-8b4.xml.mzn_AND_NODATA,1,4.317416
normalized-ii-8b3.xml.mzn_AND_NODATA,1,4.224265
normalized-ii-32c4.xml.mzn_AND_NODATA,1,14.243083
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1.354185
normalized-ii-32d3.xml.mzn_AND_NODATA,1,12.319175
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,21.65162
normalized-ii-16e1.xml.mzn_AND_NODATA,1,6.43012
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,44.55625
normalized-ii-8e2.xml.mzn_AND_NODATA,1,4.006322
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,21.65162
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,21.65162
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,44.57375
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,1.222523
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,21.65162
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,21.65162
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,21.65162
normalized-ii-8d2.xml.mzn_AND_NODATA,1,3.993011
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,21.65162
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.949962
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,21.65162
normalized-ii-8c2.xml.mzn_AND_NODATA,1,3.999474
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,21.65162
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.950172
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,21.672868
normalized-jean-7.xml.mzn_AND_NODATA,1,3.175
normalized-jean-8.xml.mzn_AND_NODATA,1,3.175
normalized-jean-9.xml.mzn_AND_NODATA,1,3.175
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,21.672868
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.949763
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,21.65162
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,3.496667
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.95034
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,22.494364
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,22.494364
normalized-jnh-201.xml.mzn_AND_NODATA,1,4.5
normalized-jnh-205.xml.mzn_AND_NODATA,1,4.5
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,21.672868
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,22.494364
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,21.65162
normalized-jnh-220.xml.mzn_AND_NODATA,1,4.5
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,22.494364
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,21.672868
normalized-jnh-209.xml.mzn_AND_NODATA,1,4.5
normalized-jnh-301.xml.mzn_AND_NODATA,1,5
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,22.494364
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,3.666667
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,21.65162
normalized-jnh-204.xml.mzn_AND_NODATA,1,4.5
normalized-jnh-1.xml.mzn_AND_NODATA,1,4.75
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,21.672868
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,1.462222
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1.356409
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,1.462222
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,22.494364
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,1.462222
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,21.672868
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,1.462222
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.950028
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,1.462222
normalized-jnh-212.xml.mzn_AND_NODATA,1,4.5
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,1.462222
normalized-jnh-217.xml.mzn_AND_NODATA,1,4.5
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,1.462222
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,0.950443
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,1.462222
normalized-haystacks-33.xml.mzn_AND_NODATA,1,1.353408
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,0.949808
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,1.4725
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,0.950253
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,0.950844
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,0.950698
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,1.4725
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,46.246465
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,1.4725
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,46.514141
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,1.471667
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,40.307619
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,46.831313
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,41.848571
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,1.4725
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,0.950081
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,1.462222
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,1.471667
normalized-haystacks-34.xml.mzn_AND_NODATA,1,1.349212
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,47.268687
normalized-knights-100-25.xml.mzn_AND_NODATA,1,1.846154
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,1.471667
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,41.761905
normalized-knights-10-5.xml.mzn_AND_NODATA,1,1.076923
normalized-knights-12-5.xml.mzn_AND_NODATA,1,1.076923
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-15-9.xml.mzn_AND_NODATA,1,1.230769
normalized-knights-20-5.xml.mzn_AND_NODATA,1,1.076923
normalized-knights-25-5.xml.mzn_AND_NODATA,1,1.076923
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,48.29697
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-25-9.xml.mzn_AND_NODATA,1,1.230769
normalized-knights-50-5.xml.mzn_AND_NODATA,1,1.076923
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-100-9.xml.mzn_AND_NODATA,1,1.230769
normalized-knights-80-25.xml.mzn_AND_NODATA,1,1.846154
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-80-9.xml.mzn_AND_NODATA,1,1.230769
normalized-la03x3-590.xml.mzn_AND_NODATA,1,1.02649
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-15-105-7.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-50-25.xml.mzn_AND_NODATA,1,1.846154
normalized-langford-2-17.xml.mzn_AND_NODATA,1,17
normalized-js-taillard-20-15-95-5.xml.mzn_AND_NODATA,1,1.471667
normalized-langford-2-18.xml.mzn_AND_NODATA,1,18
normalized-js-taillard-20-15-95-6.xml.mzn_AND_NODATA,1,1.471667
normalized-langford-2-25.xml.mzn_AND_NODATA,1,25
normalized-knights-100-5.xml.mzn_AND_NODATA,1,1.076923
normalized-js-taillard-20-15-105-0.xml.mzn_AND_NODATA,1,1.471667
normalized-js-taillard-20-15-100-5.xml.mzn_AND_NODATA,1,1.471667
normalized-la04x2-572.xml.mzn_AND_NODATA,1,1.039604
normalized-la03x2-593.xml.mzn_AND_NODATA,1,1.039604
normalized-langford-2-13.xml.mzn_AND_NODATA,1,13
normalized-langford-2-30.xml.mzn_AND_NODATA,1,30
normalized-knights-15-5.xml.mzn_AND_NODATA,1,1.076923
normalized-langford-3-14.xml.mzn_AND_NODATA,1,21.166667
normalized-fischer-9-8-fair.xml.mzn_AND_NODATA,1,0.950522
normalized-knights-12-9.xml.mzn_AND_NODATA,1,1.230769
normalized-langford-3-15.xml.mzn_AND_NODATA,1,22.666667
normalized-js-taillard-20-15-95-9.xml.mzn_AND_NODATA,1,1.471667
normalized-langford-2-21.xml.mzn_AND_NODATA,1,21
normalized-langford-3-18.xml.mzn_AND_NODATA,1,27.166667
normalized-js-taillard-20-15-95-7.xml.mzn_AND_NODATA,1,1.471667
normalized-knights-80-5.xml.mzn_AND_NODATA,1,1.076923
normalized-langford-2-40.xml.mzn_AND_NODATA,1,40
normalized-langford-2-14.xml.mzn_AND_NODATA,1,14
normalized-knights-8-5.xml.mzn_AND_NODATA,1,1.076923
normalized-langford-3-16.xml.mzn_AND_NODATA,1,24.166667
normalized-langford-3-20.xml.mzn_AND_NODATA,1,30.166667
normalized-geo50-20-d4-75-29_ext.xml.mzn_AND_NODATA,1,41.530476
normalized-js-taillard-20-15-100-4.xml.mzn_AND_NODATA,1,1.471667
normalized-fischer-8-9-fair.xml.mzn_AND_NODATA,1,0.950317
normalized-frb45-21-3_ext.xml.mzn_AND_NODATA,1,50.383838
normalized-langford-4-15.xml.mzn_AND_NODATA,1,30.25
normalized-langford-4-17.xml.mzn_AND_NODATA,1,34.25
normalized-knights-50-9.xml.mzn_AND_NODATA,1,1.230769
normalized-js-taillard-20-15-95-4.xml.mzn_AND_NODATA,1,1.471667
normalized-langford-4-18.xml.mzn_AND_NODATA,1,36.25
normalized-langford-3-25.xml.mzn_AND_NODATA,1,37.666667
normalized-latinSquare-dg-10_all.xml.mzn_AND_NODATA,1,0.4
normalized-latinSquare-dg-12_all.xml.mzn_AND_NODATA,1,0.333333
normalized-langford-3-30.xml.mzn_AND_NODATA,1,45.166667
normalized-js-taillard-20-15-105-2.xml.mzn_AND_NODATA,1,1.471667
normalized-latinSquare-dg-8_all.xml.mzn_AND_NODATA,1,0.5
normalized-langford-4-14.xml.mzn_AND_NODATA,1,28.25
normalized-langford-4-20.xml.mzn_AND_NODATA,1,40.25
normalized-js-taillard-20-15-105-4.xml.mzn_AND_NODATA,1,1.471667
normalized-langford-4-21.xml.mzn_AND_NODATA,1,42.25
normalized-knights-20-9.xml.mzn_AND_NODATA,1,1.230769
normalized-js-taillard-20-95-1.xml.mzn_AND_NODATA,1,1.4725
normalized-geo50-20-d4-75-20_ext.xml.mzn_AND_NODATA,1,42.955238
normalized-latinSquare-dg-11_all.xml.mzn_AND_NODATA,1,0.363636
normalized-frb45-21-2_ext.xml.mzn_AND_NODATA,1,50.773737
normalized-js-taillard-20-95-7.xml.mzn_AND_NODATA,1,1.4725
normalized-langford-4-16.xml.mzn_AND_NODATA,1,32.25
normalized-latinSquare-dg-9_all.xml.mzn_AND_NODATA,1,0.444444
normalized-lei450-15a-08.xml.mzn_AND_NODATA,1,18.151111
normalized-lei450-15a-10.xml.mzn_AND_NODATA,1,18.151111
normalized-langford-3-21.xml.mzn_AND_NODATA,1,31.666667
normalized-lei450-15a-13.xml.mzn_AND_NODATA,1,18.151111
normalized-lei450-15a-15.xml.mzn_AND_NODATA,1,18.151111
normalized-langford-4-25.xml.mzn_AND_NODATA,1,50.25
normalized-js-taillard-20-95-3.xml.mzn_AND_NODATA,1,1.4725
normalized-frb45-21-4_ext.xml.mzn_AND_NODATA,1,50.709091
normalized-js-taillard-20-95-9.xml.mzn_AND_NODATA,1,1.4725
normalized-lei450-15b-13.xml.mzn_AND_NODATA,1,18.153333
normalized-js-taillard-20-105-9.xml.mzn_AND_NODATA,1,1.4725
normalized-lei450-15b-08.xml.mzn_AND_NODATA,1,18.153333
normalized-lei450-15b-15.xml.mzn_AND_NODATA,1,18.153333
normalized-lei450-15a-14.xml.mzn_AND_NODATA,1,18.151111
normalized-lei450-15a-12.xml.mzn_AND_NODATA,1,18.151111
normalized-geo50-20-d4-75-38_ext.xml.mzn_AND_NODATA,1,41.800952
normalized-langford-4-40.xml.mzn_AND_NODATA,1,80.25
normalized-lei450-15c-10.xml.mzn_AND_NODATA,1,37.066667
normalized-js-taillard-20-95-5.xml.mzn_AND_NODATA,1,1.4725
normalized-haystacks-35.xml.mzn_AND_NODATA,1,1.349678
normalized-js-taillard-20-95-8.xml.mzn_AND_NODATA,1,1.4725
normalized-js-taillard-20-95-2.xml.mzn_AND_NODATA,1,1.4725
normalized-lei450-15c-08.xml.mzn_AND_NODATA,1,37.066667
normalized-lei450-15b-10.xml.mzn_AND_NODATA,1,18.153333
normalized-js-taillard-20-95-6.xml.mzn_AND_NODATA,1,1.4725
normalized-lei450-15c-13.xml.mzn_AND_NODATA,1,37.066667
normalized-lei450-15c-14.xml.mzn_AND_NODATA,1,37.066667
normalized-lei450-15c-15.xml.mzn_AND_NODATA,1,37.066667
normalized-lei450-15d-10.xml.mzn_AND_NODATA,1,37.222222
normalized-geo50-20-d4-75-14_ext.xml.mzn_AND_NODATA,1,43.467619
normalized-lei450-25a-10.xml.mzn_AND_NODATA,1,18.355556
normalized-langford-3-13.xml.mzn_AND_NODATA,1,19.666667
normalized-js-taillard-20-95-0.xml.mzn_AND_NODATA,1,1.4725
normalized-langford-4-30.xml.mzn_AND_NODATA,1,60.25
normalized-fischer-11-7-fair.xml.mzn_AND_NODATA,1,0.950942
normalized-lei450-25b-10.xml.mzn_AND_NODATA,1,18.362222
normalized-lei450-15d-14.xml.mzn_AND_NODATA,1,37.222222
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,1.4725
normalized-lei450-15c-12.xml.mzn_AND_NODATA,1,37.066667
normalized-lei450-15b-12.xml.mzn_AND_NODATA,1,18.153333
normalized-lei450-25b-15.xml.mzn_AND_NODATA,1,18.362222
normalized-lei450-15d-08.xml.mzn_AND_NODATA,1,37.222222
normalized-lei450-25b-23.xml.mzn_AND_NODATA,1,18.362222
normalized-la04x3-570.xml.mzn_AND_NODATA,1,1.02649
normalized-lemma-24-3.xml.mzn_AND_NODATA,1,1.364865
normalized-geo50-20-d4-75-43_ext.xml.mzn_AND_NODATA,1,42.144762
normalized-lei450-25a-22.xml.mzn_AND_NODATA,1,18.355556
normalized-lei450-25a-20.xml.mzn_AND_NODATA,1,18.355556
normalized-langford-2-50.xml.mzn_AND_NODATA,1,50
normalized-lei450-25b-20.xml.mzn_AND_NODATA,1,18.362222
normalized-magicSquare-12_glb.xml.mzn_AND_NODATA,1,0.1875
normalized-lei450-25a-23.xml.mzn_AND_NODATA,1,18.355556
normalized-magicSquare-14_glb.xml.mzn_AND_NODATA,1,0.158163
normalized-lemma-20-9-mod.xml.mzn_AND_NODATA,1,9.3
normalized-lei450-15d-12.xml.mzn_AND_NODATA,1,37.222222
normalized-geo50-20-d4-75-46_ext.xml.mzn_AND_NODATA,1,42.130476
normalized-frb45-21-1_ext.xml.mzn_AND_NODATA,1,51.374747
normalized-frb45-21-5_ext.xml.mzn_AND_NODATA,1,50.748485
normalized-magicSquare-16_glb.xml.mzn_AND_NODATA,1,0.136719
normalized-lei450-25b-22.xml.mzn_AND_NODATA,1,18.362222
normalized-lei450-25b-24.xml.mzn_AND_NODATA,1,18.362222
normalized-magicSquare-17_glb.xml.mzn_AND_NODATA,1,0.128028
normalized-lei450-25a-24.xml.mzn_AND_NODATA,1,18.355556
normalized-lei450-25c-24.xml.mzn_AND_NODATA,1,38.54
normalized-magicSquare-10_glb.xml.mzn_AND_NODATA,1,0.23
normalized-magicSquare-20_glb.xml.mzn_AND_NODATA,1,0.1075
normalized-langford-4-19.xml.mzn_AND_NODATA,1,38.25
normalized-magicSquare-9_glb.xml.mzn_AND_NODATA,1,0.259259
normalized-lei450-15d-13.xml.mzn_AND_NODATA,1,37.222222
normalized-magicSquare-11_glb.xml.mzn_AND_NODATA,1,0.206612
normalized-magicSquare-18_glb.xml.mzn_AND_NODATA,1,0.12037
normalized-lemma-66-4.xml.mzn_AND_NODATA,1,1.45
normalized-fischer-10-8-fair.xml.mzn_AND_NODATA,1,0.950774
normalized-magicSquare-15_glb.xml.mzn_AND_NODATA,1,0.146667
normalized-lei450-25d-23.xml.mzn_AND_NODATA,1,38.722222
normalized-lemma-67-4.xml.mzn_AND_NODATA,1,1.450816
normalized-lei450-25c-20.xml.mzn_AND_NODATA,1,38.54
normalized-magicSquare-8_glb.xml.mzn_AND_NODATA,1,0.296875
normalized-magicSquare-7_glb.xml.mzn_AND_NODATA,1,0.346939
normalized-miles1000-20.xml.mzn_AND_NODATA,1,25.125
normalized-lemma-50-9-mod.xml.mzn_AND_NODATA,1,24.32
normalized-lei450-25d-10.xml.mzn_AND_NODATA,1,38.722222
normalized-lei450-25c-10.xml.mzn_AND_NODATA,1,38.54
normalized-magicSquare-13_glb.xml.mzn_AND_NODATA,1,0.171598
normalized-lemma-30-9-mod.xml.mzn_AND_NODATA,1,14.333333
normalized-lemma-100-9-mod.xml.mzn_AND_NODATA,1,49.33
normalized-lei450-25c-22.xml.mzn_AND_NODATA,1,38.54
normalized-miles1000-15.xml.mzn_AND_NODATA,1,25.125
normalized-lei450-25c-23.xml.mzn_AND_NODATA,1,38.54
normalized-lei450-25d-15.xml.mzn_AND_NODATA,1,38.722222
normalized-miles500-15.xml.mzn_AND_NODATA,1,9.140625
normalized-miles250-6.xml.mzn_AND_NODATA,1,3.023438
normalized-lei450-25d-25.xml.mzn_AND_NODATA,1,38.722222
normalized-magicSquare-19_glb.xml.mzn_AND_NODATA,1,0.113573
normalized-miles1500-40.xml.mzn_AND_NODATA,1,40.609375
normalized-miles1500-50.xml.mzn_AND_NODATA,1,40.609375
normalized-lei450-25c-25.xml.mzn_AND_NODATA,1,38.54
normalized-miles1500-55.xml.mzn_AND_NODATA,1,40.609375
normalized-lei450-05a-05.xml.mzn_AND_NODATA,1,12.697778
normalized-miles1500-70.xml.mzn_AND_NODATA,1,40.609375
normalized-miles1500-71.xml.mzn_AND_NODATA,1,40.609375
normalized-miles1000-41.xml.mzn_AND_NODATA,1,25.125
normalized-miles1500-72.xml.mzn_AND_NODATA,1,40.609375
normalized-miles500-19.xml.mzn_AND_NODATA,1,9.140625
normalized-miles1000-25.xml.mzn_AND_NODATA,1,25.125
normalized-miles1500-10.xml.mzn_AND_NODATA,1,40.609375
normalized-miles250-7.xml.mzn_AND_NODATA,1,3.023438
normalized-miles1000-38.xml.mzn_AND_NODATA,1,25.125
normalized-miles750-15.xml.mzn_AND_NODATA,1,16.507813
normalized-lei450-15d-15.xml.mzn_AND_NODATA,1,37.222222
normalized-miles750-28.xml.mzn_AND_NODATA,1,16.507813
