@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,1.222653,0.817894,2.754737
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,1.220769,0.819156,2.680004
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,1.222388,0.818071,2.742562
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0.949553,1.053127,2.683287
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,37.75873,0.026484,75.51746
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,1.220785,0.819145,2.680031
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,37.728571,0.026505,75.457143
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,1.220383,0.819415,2.67935
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,4.5,0.222222,9.4
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,6.583333,0.151899,13.583333
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,0.949338,1.053365,2.682398
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,9.142857,0.109375,18.714286
normalized-graph12-w1.xml.mzn_AND_NODATA,1,1.128983,0.885753,2.306525
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-graph13-w1.xml.mzn_AND_NODATA,1,1.134075,0.881776,2.298888
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,1.220609,0.819263,2.679732
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,34.44127,0.029035,68.88254
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,1.220785,0.819145,2.680031
normalized-graph10.xml.mzn_AND_NODATA,1,1.041697,0.959972,2.437454
normalized-graph3.xml.mzn_AND_NODATA,1,1.04223,0.959481,2.436655
normalized-graph2-f24.xml.mzn_AND_NODATA,1,1.042644,0.9591,2.436034
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,1.220785,0.819145,2.680031
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,1.222327,0.818112,2.742463
normalized-graph11.xml.mzn_AND_NODATA,1,1.04329,0.958506,2.435065
normalized-graph2-f25.xml.mzn_AND_NODATA,1,1.042644,0.9591,2.436034
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,1.222388,0.818071,2.742562
normalized-graph12.xml.mzn_AND_NODATA,1,1.040602,0.960982,2.439097
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,1.472909,0.678929,3.892688
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,37.890476,0.026392,75.780952
normalized-graph6.xml.mzn_AND_NODATA,1,1.044053,0.957806,2.433921
normalized-graph4.xml.mzn_AND_NODATA,1,1.042662,0.959083,2.436007
normalized-graph7.xml.mzn_AND_NODATA,1,1.044053,0.957806,2.433921
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,1.222245,0.818166,2.742332
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,1.221981,0.818343,2.741905
normalized-haystacks-05.xml.mzn_AND_NODATA,1,1.388889,0.72,3.486111
normalized-haystacks-06.xml.mzn_AND_NODATA,1,1.360294,0.735135,3.492647
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,37.757143,0.026485,75.514286
normalized-haystacks-08.xml.mzn_AND_NODATA,1,1.412698,0.707865,3.644444
normalized-graph5.xml.mzn_AND_NODATA,1,1.04223,0.959481,2.436655
normalized-haystacks-10.xml.mzn_AND_NODATA,1,1.356305,0.737297,3.579179
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,1.220785,0.819145,2.680031
normalized-graph8-f11.xml.mzn_AND_NODATA,1,1.04329,0.958506,2.435065
normalized-graph14-f27.xml.mzn_AND_NODATA,1,1.047052,0.955063,2.429423
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1.368825,0.730554,3.624361
normalized-hanoi4.xml.mzn_AND_NODATA,1,2.483287,0.402692,6.254875
normalized-graph14-f28.xml.mzn_AND_NODATA,1,1.047052,0.955063,2.429423
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1.374077,0.727761,3.642713
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1.419512,0.704467,3.629268
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,38.184127,0.026189,76.368254
normalized-graph13.xml.mzn_AND_NODATA,1,1.041621,0.960042,2.437568
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,1.22269,0.817869,2.754797
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1.372141,0.728788,3.592516
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1.377252,0.726083,3.629505
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1.376879,0.72628,3.667502
normalized-graph9-f10.xml.mzn_AND_NODATA,1,1.041826,0.959853,2.43726
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1.360127,0.735225,3.645248
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1.371749,0.728996,3.662825
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1.387343,0.720802,3.67485
normalized-graph9.xml.mzn_AND_NODATA,1,1.041826,0.959853,2.43726
normalized-graph8-f10.xml.mzn_AND_NODATA,1,1.04329,0.958506,2.435065
normalized-graph9-f9.xml.mzn_AND_NODATA,1,1.041826,0.959853,2.43726
normalized-hanoi5.xml.mzn_AND_NODATA,1,3.031072,0.329916,7.614448
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1.357926,0.736417,3.648443
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1.384243,0.722417,3.675616
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1.358932,0.735872,3.646864
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.949768,1.052888,2.684293
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1.369976,0.72994,3.677502
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,1.222266,0.818153,2.742365
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1.367524,0.731248,3.675479
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1.364141,0.733062,3.67143
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.949991,1.052642,2.68452
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1.353989,0.738558,3.65416
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.949395,1.053302,2.682918
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1.352951,0.739125,3.654197
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1.354768,0.738134,3.659585
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.949919,1.052722,2.684761
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1.352214,0.739528,3.656413
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,38.835,0.02575,77.67
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,1.222597,0.817931,2.754648
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,2.041667,0.489796,4.333333
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,39.65125,0.02522,79.3025
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,2.203704,0.453782,4.666667
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,2.366667,0.422535,5
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.94964,1.053031,2.684091
normalized-homer-10.xml.mzn_AND_NODATA,1,2.901961,0.344595,5.803922
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,1.222245,0.818166,2.742332
normalized-homer-11.xml.mzn_AND_NODATA,1,2.901961,0.344595,5.803922
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,40.60625,0.024627,81.2125
normalized-homer-12.xml.mzn_AND_NODATA,1,2.901961,0.344595,5.803922
normalized-huck-10.xml.mzn_AND_NODATA,1,4.067568,0.245847,8.135135
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1.353099,0.739044,3.659754
normalized-huck-9.xml.mzn_AND_NODATA,1,4.067568,0.245847,8.135135
normalized-homer-8.xml.mzn_AND_NODATA,1,2.901961,0.344595,5.803922
normalized-huck-8.xml.mzn_AND_NODATA,1,4.067568,0.245847,8.135135
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.950198,1.052413,2.686512
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,1.222245,0.818166,2.742332
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.950065,1.05256,2.686154
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,1.222448,0.818031,2.754409
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1.354824,0.738103,3.664616
normalized-ii-16b2.xml.mzn_AND_NODATA,1,7.989312,0.125167,20.414498
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,42.23,0.02368,84.46
normalized-ii-32b2.xml.mzn_AND_NODATA,1,5.400383,0.185172,24.12069
normalized-ii-16a1.xml.mzn_AND_NODATA,1,6.369091,0.157008,14.445455
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.949878,1.052766,2.685328
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.950598,1.051969,2.689499
normalized-ii-16c1.xml.mzn_AND_NODATA,1,5.711076,0.175098,16.386076
normalized-ii-16a2.xml.mzn_AND_NODATA,1,7.76623,0.128763,17.529963
normalized-ii-16d2.xml.mzn_AND_NODATA,1,7.947967,0.125818,23.509569
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,42.7775,0.023377,85.555
normalized-ii-32c3.xml.mzn_AND_NODATA,1,6.363799,0.157139,32.295699
normalized-ii-32d1.xml.mzn_AND_NODATA,1,4.570783,0.218781,14.801205
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,1.222164,0.818221,2.742201
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.950711,1.051844,2.689734
normalized-ii-16e2.xml.mzn_AND_NODATA,1,7.854323,0.127318,31.635338
normalized-ii-32b3.xml.mzn_AND_NODATA,1,8.738506,0.114436,43.155172
normalized-ii-32d2.xml.mzn_AND_NODATA,1,6.877475,0.145402,23.20297
normalized-ii-32b4.xml.mzn_AND_NODATA,1,9.57874,0.104398,47.232283
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.949708,1.052955,2.684722
normalized-ii-8a3.xml.mzn_AND_NODATA,1,3.416667,0.292683,8.409091
normalized-ii-16b1.xml.mzn_AND_NODATA,1,7.671296,0.130356,19.388889
normalized-ii-8a4.xml.mzn_AND_NODATA,1,3.957071,0.252712,9.984848
normalized-ii-32a1.xml.mzn_AND_NODATA,1,10.534858,0.094923,36.95098
normalized-ii-16c2.xml.mzn_AND_NODATA,1,7.966991,0.125518,22.209957
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,43.85875,0.0228,87.7175
normalized-ii-8b2.xml.mzn_AND_NODATA,1,4.038194,0.247635,8.916667
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,44.16625,0.022642,88.3325
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,44.11,0.022671,88.22
normalized-ii-8d1.xml.mzn_AND_NODATA,1,3.516038,0.284411,7.990566
normalized-ii-32e4.xml.mzn_AND_NODATA,1,9.680879,0.103296,46.771318
normalized-ii-8e1.xml.mzn_AND_NODATA,1,3.515385,0.284464,8.115385
normalized-ii-16d1.xml.mzn_AND_NODATA,1,6.963821,0.143599,20.426829
normalized-ii-32e3.xml.mzn_AND_NODATA,1,8.106061,0.123364,37.281818
normalized-ii-32e5.xml.mzn_AND_NODATA,1,11.645594,0.085869,48.396552
normalized-ii-8b4.xml.mzn_AND_NODATA,1,4.317416,0.23162,9.410112
normalized-ii-8b3.xml.mzn_AND_NODATA,1,4.224265,0.236728,9.294118
normalized-ii-32c4.xml.mzn_AND_NODATA,1,14.243083,0.07021,76.693676
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1.354185,0.738451,3.664811
normalized-ii-32d3.xml.mzn_AND_NODATA,1,12.319175,0.081174,43.597087
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-ii-16e1.xml.mzn_AND_NODATA,1,6.43012,0.155518,25.692771
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,44.55625,0.022444,89.1125
normalized-ii-8e2.xml.mzn_AND_NODATA,1,4.006322,0.249606,9.270115
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,44.57375,0.022435,89.1475
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,1.222523,0.817981,2.754529
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-ii-8d2.xml.mzn_AND_NODATA,1,3.993011,0.250438,8.897849
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.949962,1.052673,2.686115
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-ii-8c2.xml.mzn_AND_NODATA,1,3.999474,0.250033,8.868421
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.950172,1.052441,2.687168
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-jean-7.xml.mzn_AND_NODATA,1,3.175,0.314961,6.35
normalized-jean-8.xml.mzn_AND_NODATA,1,3.175,0.314961,6.35
normalized-jean-9.xml.mzn_AND_NODATA,1,3.175,0.314961,6.35
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.949763,1.052895,2.685231
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,3.496667,0.285987,15.233333
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.95034,1.052255,2.687876
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-jnh-201.xml.mzn_AND_NODATA,1,4.5,0.222222,21.77
normalized-jnh-205.xml.mzn_AND_NODATA,1,4.5,0.222222,20.555
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-jnh-220.xml.mzn_AND_NODATA,1,4.5,0.222222,20.615
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-jnh-209.xml.mzn_AND_NODATA,1,4.5,0.222222,20.51
normalized-jnh-301.xml.mzn_AND_NODATA,1,5,0.2,24.27
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,3.666667,0.272727,16.846667
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,21.65162,0.046186,43.303241
normalized-jnh-204.xml.mzn_AND_NODATA,1,4.5,0.222222,20.57
normalized-jnh-1.xml.mzn_AND_NODATA,1,4.75,0.210526,22.96
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1.356409,0.737241,3.670463
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,22.494364,0.044456,44.988728
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,21.672868,0.046141,43.345736
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.950028,1.0526,2.686734
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-jnh-212.xml.mzn_AND_NODATA,1,4.5,0.222222,20.66
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-jnh-217.xml.mzn_AND_NODATA,1,4.5,0.222222,20.695
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,0.950443,1.052141,2.68887
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-haystacks-33.xml.mzn_AND_NODATA,1,1.353408,0.738876,3.665905
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,0.949808,1.052844,2.685651
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,0.950253,1.052351,2.68794
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,0.950844,1.051697,2.691045
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,0.950698,1.051858,2.690473
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,46.246465,0.021623,92.492929
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,46.514141,0.021499,93.028283
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,40.307619,0.024809,80.615238
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,46.831313,0.021353,93.662626
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,41.848571,0.023896,83.697143
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,0.950081,1.052542,2.687233
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,1.462222,0.683891,3.857778
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-haystacks-34.xml.mzn_AND_NODATA,1,1.349212,0.741173,3.658944
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,47.268687,0.021156,94.537374
normalized-knights-100-25.xml.mzn_AND_NODATA,1,1.846154,0.541667,4
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,41.761905,0.023945,83.52381
normalized-knights-10-5.xml.mzn_AND_NODATA,1,1.076923,0.928571,2.461538
normalized-knights-12-5.xml.mzn_AND_NODATA,1,1.076923,0.928571,2.461538
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-knights-15-9.xml.mzn_AND_NODATA,1,1.230769,0.8125,2.769231
normalized-knights-20-5.xml.mzn_AND_NODATA,1,1.076923,0.928571,2.461538
normalized-knights-25-5.xml.mzn_AND_NODATA,1,1.076923,0.928571,2.461538
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,48.29697,0.020705,96.593939
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-knights-25-9.xml.mzn_AND_NODATA,1,1.230769,0.8125,2.769231
normalized-knights-50-5.xml.mzn_AND_NODATA,1,1.076923,0.928571,2.461538
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-knights-100-9.xml.mzn_AND_NODATA,1,1.230769,0.8125,2.769231
normalized-knights-80-25.xml.mzn_AND_NODATA,1,1.846154,0.541667,4
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-knights-80-9.xml.mzn_AND_NODATA,1,1.230769,0.8125,2.769231
normalized-la03x3-590.xml.mzn_AND_NODATA,1,1.02649,0.974194,2.980132
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,1.471667,0.679502,3.893333
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,1.4725,0.679117,3.895
