@relation 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@attribute pnr_var_max numeric
@attribute pnr_cls_std numeric
@attribute pnr_var_mean numeric
@attribute numClauses numeric
@attribute algorithm {akmaxsat_ls,akmaxsat,DSWPM1_924,pwbo2.1,qmaxsat0.21comp,qmaxsat0.21g2comp,allfair}

@data
0.92857,1.64317,0.8198,370,allfair
0.96875,0.70711,0.95044,150,allfair
0.98039,0.70711,0.97528,150,allfair
0.98551,0.70711,0.98353,150,allfair
0.98876,0.70711,0.98762,150,allfair
0.92308,1.48661,0.79446,642,allfair
0.92308,1.05227,0.76032,609,allfair
0.91667,1.33417,0.83022,139,allfair
0.91667,1.3784,0.85272,145,allfair
0.95833,1.41421,0.93481,150,allfair
0.97297,1.41421,0.96067,150,allfair
0.97619,1.41421,0.97203,150,allfair
0.98,1.22475,0.97833,125,allfair
0.96,1.10454,0.92438,111,allfair
0.96667,0.99794,0.80166,1952,allfair
0.96667,0.99792,0.80606,1924,allfair
0.93333,1.00931,0.7462,648,allfair
0.93333,1.04013,0.76105,712,allfair
0.92308,1.69031,0.88188,81,allfair
0.99153,0.87531,0.88779,2999,allfair
0.94118,1.10169,0.82122,3584,allfair
0.94118,1.10221,0.8227,3566,allfair
0.99225,0.66407,0.75834,610,allfair
0.99824,0.54152,0.81011,4307,allfair
0.96667,2.67773,0.95329,384,allfair
0.99351,0.87726,0.67924,2199,allfair
0.98936,0.81941,0.81406,704,allfair
0.98462,7.31436,0.98144,6322,allfair
0.875,1.39437,0.72428,898,allfair
0.98182,1.88835,0.94355,6552,allfair
0.75,0.57199,0.47553,38700,allfair
0.75,0,0.4695,950981,allfair
0.75,0.6193,0.47616,335600,allfair
0.75,0,0.48631,2452560,allfair
0.5,0.81646,0.42057,51450,allfair
0.5,0.81645,0.43515,37730,allfair
0.5,0.81648,0.43871,52005,allfair
0.5,0.81642,0.44053,59200,allfair
0.5,0.81647,0.43458,42665,allfair
0.5,0.81647,0.4356,45940,allfair
0.75,0.65694,0.43083,25789,allfair
0.75,0.6573,0.4307,25829,allfair
0.75,0.65814,0.43051,25909,allfair
0.75,0.65845,0.43041,25949,allfair
0.75,0.65968,0.43015,26089,allfair
0.75,0.66142,0.42978,26289,allfair
0.75,0.65519,0.43103,25589,allfair
0.75,0.65594,0.43085,25669,allfair
0.75,0.65718,0.43056,25809,allfair
0.75,0.65774,0.43041,25869,allfair
0.75,0.65826,0.43026,25929,allfair
0.75,0.65635,0.43087,25709,allfair
0.75,0.65814,0.4305,25909,allfair
0.75,0.65968,0.43018,26089,allfair
0.75,0.66002,0.43005,26129,allfair
0.75,0.66048,0.42992,26189,allfair
0.75,0.65398,0.43131,25449,allfair
0.75,0.65501,0.43104,25569,allfair
0.75,0.65594,0.43083,25669,allfair
0.75,0.65613,0.43075,25689,allfair
0.75,0.65666,0.4306,25749,allfair
0.75,0.6573,0.43042,25829,allfair
0.75,0.65612,0.43094,25689,allfair
0.75,0.65585,0.42892,25394,allfair
0.75,0.6573,0.43066,25829,allfair
0.75,0.65762,0.43057,25849,allfair
0.75,0.65856,0.43034,25969,allfair
0.75,0.65927,0.43015,26049,allfair
0.75,0.6602,0.42997,26149,allfair
0.75,0.65612,0.43097,25689,allfair
1,0.65606,0.42657,25079,allfair
0.75,0.65718,0.4307,25809,allfair
0.75,0.65814,0.4305,25909,allfair
0.75,0.65896,0.43029,26009,allfair
0.75,0.65927,0.43017,26049,allfair
0.75,0.6602,0.42996,26149,allfair
0.75,0.65398,0.43131,25449,allfair
1,0.65328,0.42507,24548,allfair
0.75,0.65466,0.43113,25529,allfair
0.75,0.6545,0.43112,25509,allfair
0.75,0.65666,0.43068,25749,allfair
0.75,0.65718,0.43054,25809,allfair
0.75,0.65762,0.43044,25849,allfair
0.75,0.65432,0.43126,25489,allfair
0.75,0.65446,0.42909,25189,allfair
0.75,0.65594,0.43089,25669,allfair
0.75,0.65694,0.43066,25789,allfair
0.75,0.65826,0.43038,25929,allfair
0.75,0.65874,0.43024,25989,allfair
0.75,0.66038,0.42992,26169,allfair
0.75,0.65248,0.43157,25289,allfair
0.75,0.65215,0.42958,25000,allfair
0.75,0.65398,0.43125,25449,allfair
0.75,0.65581,0.43088,25649,allfair
0.75,0.65718,0.43058,25809,allfair
0.75,0.65895,0.4302,26009,allfair
0.75,0.65986,0.43001,26109,allfair
0.75,0.65581,0.43102,25649,allfair
1,0.65527,0.42697,25052,allfair
0.75,0.6573,0.43065,25829,allfair
0.75,0.65896,0.43032,26009,allfair
0.75,0.65927,0.4302,26049,allfair
0.75,0.66038,0.42997,26169,allfair
0.75,0.66101,0.42982,26249,allfair
0.81818,0.65748,0.41837,156283,allfair
1,0.65625,0.4144,152229,allfair
0.81818,0.65451,0.41894,154043,allfair
1,0.65273,0.41596,150864,allfair
0.81818,0.65744,0.41839,156251,allfair
1,0.65625,0.41541,153046,allfair
0.81818,0.65786,0.41828,156667,allfair
1,0.65676,0.41451,152666,allfair
0.81818,0.65593,0.4187,155003,allfair
1,0.65467,0.41551,151771,allfair
0.81818,0.65684,0.41847,155931,allfair
1,0.65567,0.41474,151944,allfair
0.81818,0.65592,0.41868,155003,allfair
1,0.65472,0.41554,151785,allfair
0.81818,0.65747,0.41838,156283,allfair
1,0.65618,0.41429,152184,allfair
0.81818,0.65977,0.41808,157595,allfair
1,0.65783,0.41348,152759,allfair
0.81818,0.65576,0.41871,154907,allfair
1,0.65328,0.41421,150122,allfair
0.66667,0.66212,0.43834,16658,allfair
0.66667,0.66245,0.4382,16682,allfair
0.66667,0.66311,0.43804,16730,allfair
0.66667,0.66338,0.43793,16754,allfair
0.66667,0.66455,0.43772,16838,allfair
0.66667,0.66615,0.43742,16958,allfair
0.66667,0.66044,0.43841,16538,allfair
0.66667,0.66114,0.43826,16586,allfair
0.66667,0.66225,0.43801,16670,allfair
0.66667,0.66273,0.43786,16706,allfair
0.66667,0.66325,0.43773,16742,allfair
0.66667,0.66143,0.43832,16610,allfair
0.66667,0.66311,0.43803,16730,allfair
0.66667,0.66455,0.43777,16838,allfair
0.66667,0.6649,0.43764,16862,allfair
0.66667,0.66532,0.43752,16898,allfair
0.66667,0.65931,0.43865,16454,allfair
0.66667,0.66029,0.43841,16526,allfair
0.66667,0.66114,0.43823,16586,allfair
0.66667,0.66131,0.43813,16598,allfair
0.66667,0.66175,0.43799,16634,allfair
0.66667,0.66245,0.43783,16682,allfair
0.66667,0.66131,0.43839,16598,allfair
1,0.66193,0.43617,16439,allfair
0.66667,0.66245,0.43816,16682,allfair
0.66667,0.66262,0.43806,16694,allfair
0.66667,0.66355,0.43786,16766,allfair
0.66667,0.66423,0.43769,16814,allfair
0.66667,0.66503,0.43755,16874,allfair
0.66667,0.66131,0.43843,16598,allfair
1,0.66311,0.43359,16268,allfair
0.66667,0.66225,0.43818,16670,allfair
0.66667,0.66311,0.43801,16730,allfair
0.66667,0.66387,0.43783,16790,allfair
0.66667,0.66423,0.43771,16814,allfair
0.66667,0.66503,0.43753,16874,allfair
0.66667,0.65931,0.43864,16454,allfair
1,0.66149,0.43168,15969,allfair
0.66667,0.6599,0.43848,16502,allfair
0.66667,0.65978,0.43845,16490,allfair
0.66667,0.66175,0.4381,16634,allfair
0.66667,0.66225,0.43798,16670,allfair
0.66667,0.66262,0.43788,16694,allfair
0.66667,0.65961,0.43862,16478,allfair
1,0.66076,0.43627,16314,allfair
0.66667,0.66114,0.43831,16586,allfair
0.66667,0.66212,0.43812,16658,allfair
0.66667,0.66325,0.43787,16742,allfair
0.66667,0.66375,0.43775,16778,allfair
0.66667,0.66517,0.4375,16886,allfair
0.66667,0.65792,0.43883,16358,allfair
1,0.65852,0.43668,16205,allfair
0.66667,0.65931,0.43856,16454,allfair
0.66667,0.66099,0.43828,16574,allfair
0.66667,0.66225,0.43803,16670,allfair
0.66667,0.66387,0.43771,16790,allfair
0.66667,0.66471,0.43756,16850,allfair
0.66667,0.66099,0.43846,16574,allfair
1,0.66239,0.43386,16249,allfair
0.66667,0.66245,0.43814,16682,allfair
0.66667,0.66387,0.43788,16790,allfair
0.66667,0.66423,0.43775,16814,allfair
0.66667,0.66517,0.43757,16886,allfair
0.66667,0.6658,0.43744,16934,allfair
0.71429,0.67098,0.42381,85981,allfair
1,0.67128,0.4198,84160,allfair
0.71429,0.66809,0.4241,84861,allfair
1,0.66831,0.42103,83430,allfair
0.71429,0.67094,0.42381,85965,allfair
1,0.67108,0.4207,84508,allfair
0.71429,0.67131,0.42378,86173,allfair
1,0.67184,0.41986,84357,allfair
0.71429,0.66936,0.42399,85341,allfair
1,0.66962,0.42077,83889,allfair
0.71429,0.67035,0.42387,85805,allfair
1,0.67068,0.42001,84003,allfair
0.71429,0.66936,0.42395,85341,allfair
1,0.66948,0.42079,83903,allfair
0.71429,0.67098,0.42384,85981,allfair
1,0.67126,0.41974,84147,allfair
0.71429,0.67286,0.4237,86637,allfair
1,0.6731,0.41901,84455,allfair
0.71429,0.66918,0.42396,85293,allfair
1,0.6695,0.41937,83146,allfair
0.66667,0.64211,0.48128,2755,allfair
1,0.63221,0.48689,3475,allfair
0.66667,0.63831,0.48314,3115,allfair
1,0.63977,0.48314,2935,allfair
1,0.63813,0.48372,3113,allfair
0.66667,0.62539,0.49574,11763,allfair
0.66667,0.6316,0.49255,9219,allfair
1,0.63213,0.49249,8851,allfair
0.66667,0.63328,0.49164,8853,allfair
1,0.63015,0.49347,9579,allfair
0.66667,0.63037,0.49319,9943,allfair
1,0.6331,0.49199,8491,allfair
0.66667,0.63158,0.49258,9221,allfair
0.66667,0.65269,0.48148,5575,allfair
0.66667,0.62623,0.49529,11761,allfair
0.00262,198.39929,0.0005,2519247,allfair
0.00142,232.81572,0.0004,3848496,allfair
0.00205,201.78728,0.00048,2646744,allfair
0.0041,158.93924,0.00067,1389449,allfair
0.00256,192.86029,0.00054,2120178,allfair
0.01087,31.56678,0.00665,12967,allfair
0.00258,183.46304,0.00056,2019581,allfair
0.00105,206.32907,0.00047,2767223,allfair
0.00154,161.86826,0.00067,1336318,allfair
0.00219,154.13441,0.00071,1187921,allfair
0.00262,198.39929,0.0005,2519247,allfair
0.00287,193.57349,0.00053,2210831,qmaxsat0.21g2comp
