@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC

@DATA
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0.0106,0.0256,0.016,0.5228,0.727,0.648,0,0.005,0.1071,1.7367,10.7641,1.289,11.6085,0,0.1561,0.0667,0.0818,18.2272,16.768,22.0609,0.0004,18.2668,0.736,58358,17.9864,58358,0.084,22.0609,16.085,16.085,0.146,0.0018,2,0.0002,0.0011,0.0026,2,0.0026,150,0.0297,0.2016,2,0.8842,0.1588,?,?,?,0.038,0.0007,0.0911,0.0666,17.4,0.0417,1.727,0.0858,0.14,0.2644,0.0013,0.1618,3.0141,0.5982,0.0026,0,0.8622,0.8063,150,0.0624,0.245,0,0,0.0333,0.0081,15,21,1,0.0666,1.349,17,0,0.3499,0.0979,1597,1517,1738,1330,2150,0.4938,0.4945,0.494,0.4933,0.1323,0.494,0.4912,0.496,0.495,2150,17.5504,21,?,?,?,0.0026,14,0.161,?,?,1663.5556,?,0,0.1656,0,18,?,1330
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.0753,0.6746,1.1317,0.6729,0.0966,0.8055,0.9247,0.6595,0.0266,3.5563,17.1252,24.4672,13.6928,0,3.6279,0.0991,0.717,41.4135,41.0504,41.7329,0.6368,41.7329,26.5645,26201,41.457,26201,0.6969,41.7329,41.0504,41.0504,0.0102,2.3448,2.1719,0.0007,0.0111,0.0084,2,0.0084,222,0.157,0.2403,3,0.9968,0.2598,?,?,?,0.009,0.0074,0.0402,0.0199,89.7685,0.283,5.0311,0.8417,0.0963,0.357,0.1273,0.984,4.8452,0.2483,0.0085,0,0.9972,0,222,0.0019,1,1,0,0.009,0.3344,79,101,1,0.0199,0,89,0.0021,0.2167,0.0068,4632,4538,4643,4538,4643,0,0,0,0,0.733,0,0,0,0,4643,88.6882,99,?,?,?,0.0084,79,0.7859,?,?,4604.3333,?,0.459,0.0967,0.1737,89,?,4538
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.1119,0.5977,0.92,0.6925,0.1387,0.8114,0.8881,0.5892,0.0254,2.9401,16.2529,13.681,13.1204,0,3.4482,0.0672,0.6502,48.6855,44.0871,52.3671,0.5745,52.3671,13.9204,15812,49.6024,15812,0.6083,52.3671,44.0871,44.0871,0.023,2.1397,2.9958,0.0009,0.0105,0.0116,2,0.0129,238,0.1569,0.2618,3,0.991,0.2659,?,?,?,0.0084,0.0075,0.0279,0.0187,86.5865,0.2303,4.6626,0.7744,0.097,0.3709,0.1243,0.9697,3.9393,0.2757,0.0151,0,0.9943,0,238,0.0034,1,1,0,0.0126,0.3506,76,98,1,0.0187,0,86,0.0703,0.2144,0.0707,4366,4282,4526,4282,4526,0,0,0,0,0.6688,0,0,0.0002,0,4526,86.436,98,?,?,?,0.0149,76,0.79,?,?,4391.3333,?,0.0273,0.1039,0.0216,86,?,4282
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0.0114,0.1199,0.0162,0.5726,0.5129,0.7013,0,0.0245,0.1219,1.4088,6.9102,1.5338,7.7246,0,0.1683,0.0952,0.1372,19.3997,18.7718,20.5406,0.0212,20.1307,0.924,40110,19.8055,40110,0.1303,20.5406,17.6984,17.6984,0.1837,0.0014,2,0.0006,0.0019,0.0026,2,0.0026,105,0.0402,0.1562,2,0.8954,0.1836,?,?,?,0.0551,0.0011,0.076,0.0952,12.0743,0.0732,1.9103,0.1387,0.1934,0.2799,0.0109,0.2428,2.5575,0.6457,0.0026,0,0.8682,0.8095,105,0.0794,0.2476,0,0,0.0476,0.0082,9,15,1,0.0952,1.3609,12,0,0.3599,0.0495,1896,1686,2341,1555,2671,0.4939,0.4946,0.4942,0.4932,0.172,0.4942,0.4929,0.4961,0.4948,2671,12.1547,15,?,?,?,0.0026,9,0.2403,?,?,1986.4444,?,0,0.1852,0,12,?,1555
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,0.5,0.0024,0,0.7821,2.037,0.9633,1,0.0007,0.0303,0.1725,1.1276,0.6532,2.807,0,0.5794,0.0155,0.0262,27.4694,25.0828,30.862,0,29.3943,0.3838,396,27.5068,396,0.0082,30.862,24.444,24.444,0.0449,0.047,6.4583,0,0.0303,0.0152,6,0.0153,193,0.0664,0.1189,7,0.8253,0.3425,0.2,0.0303,0.0234,0.0152,0.0078,0.0682,0.0155,27.3878,0.0138,0.2047,0.3333,0.1327,0.5583,0,0.2597,1.7831,0.3216,0.4874,0,0.7961,0.5759,193,0.0587,0.4832,0.3333,0,0.0155,0,23,32,1,0.0155,0.5329,27,0.0403,0.2737,0.0861,3990,3946,4072,3820,4449,0.3229,0.3256,0.3241,0.315,0.0173,0.3201,0.2214,0.3263,0.3259,4449,27.3736,32,0.1958,0.0227,0.093,0.0202,23,0.0745,0.3046,0.0678,4026.2222,0.1538,0.6897,0.1334,0.0772,27,0.3046,3820
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.8965,2.1151,0.8609,0.0231,0.9585,0.9793,0.88,0.0031,3.1627,650.414,57.9307,178.667,0.028,6.833,0.0576,0.9084,94.7487,77.9742,109.7289,0.8343,109.5854,52.2801,165438,94.0435,166723,0.9102,109.7289,71.4537,71.4537,1.756,6.5331,2,0.0005,0.0023,0.0075,2,0.0075,1285,0.0744,0.2287,2,1.0047,7.4091,?,?,?,0.0007,0.0016,0.0373,0.0023,590.724,0.387,5.296,0.6682,0.1372,0.256,0.2164,0.9663,5.0256,0.4004,0.0076,0.0078,1.1377,0.0072,1250,0.9237,0.9991,0.9048,0,0.0016,0.1304,575,623,1,0.0023,0.0877,597.5,0,0.1903,0.1528,46,27,310,20,1944,0,0,0,0,0.9216,0,0,0.0054,0,1944,584.842,614,?,?,?,0.0075,573,0.9343,?,?,370.4286,?,0,0.1377,0,595,?,20
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.779,1.3838,0.8177,0.0217,0.9199,0.9259,0.7695,0.0062,2.9039,23.006,24.4985,17.7472,0.0556,5.6371,0.0486,0.7914,62.6665,51.3353,73.5446,0.7465,73.3768,28.3966,42889,72.6552,43649,0.791,73.5446,49.2732,49.2732,0.9884,5.6537,3,0.0016,0.0036,0.0031,3,0.0057,760,0.0453,0.1427,3,0.9991,0.599,?,?,?,0.0029,0.0026,0.0118,0.0045,323.527,0.1784,4.5976,0.3136,0.0681,0.135,0.0756,0.8375,4.0649,0.1057,0.0168,0.0177,0.9996,0.0277,720,0.0016,0.9923,0.8182,0,0.0028,0.2824,306,340,1,0.0045,0.2699,326,0.1609,0.1306,0.1708,1344,334,2272,145,4202,0,0,0,0,0.8042,0,0,0,0,4202,322.011,340,?,?,?,0.008,305,0.8138,?,?,1449.3333,?,0,0.067,0,323,?,145
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0104,0.0972,0.0162,0.5219,0.4844,0.66,0,0.0064,0.0983,1.3313,9.9479,1.2817,10.9302,0,0.1635,0.0667,0.095,17.611,16.2285,20.3417,0.0052,18.658,0.6667,56970,17.7511,56970,0.1106,20.3417,16.1936,15.5136,0.1423,0.0019,2,0.0003,0.0011,0.0026,2,0.0026,150,0.0229,0.2157,2,0.8882,0.1549,?,?,?,0.0379,0.0007,0.097,0.0666,17.7656,0.047,2.0084,0.0689,0.1635,0.2672,0.0028,0.1355,2.9504,0.5717,0.0026,0,0.8716,0.8062,150,0.0602,0.2464,0,0,0.0333,0.0083,14,21,1,0.0666,1.3541,18,0,0.369,0.0831,1545,1234,1576,1137,1695,0.4936,0.4947,0.4941,0.4931,0.1236,0.4942,0.4921,0.4961,0.4956,1695,17.469,21,?,?,?,0.0026,14,0.1354,?,?,1429.4,?,0,0.1583,0,17,?,1077
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.4086,0,0.1804,0.3345,2.13,0.9002,0.3543,0,0.0594,0.4872,44.5087,0.5539,41.7216,2.6674,0.2256,0.0058,0.0911,41.9453,41.3719,42.8755,0,42.8755,0.236,5117,41.5885,10297,0,42.8755,41.3719,41.3719,0.0262,0.5739,8.2451,0.0004,0.0209,0.001,6,0.0016,3176,0.084,2.0353,10,0.766,0.1507,0.619,0.0733,0.0353,0.0016,0.0016,0.036,0.0041,142.75,0.0261,1.6381,0.4667,0.0544,1.7952,0,0.7742,2.0506,0.3065,0.1692,1.0123,0.772,0.8047,866,0.0326,0.4183,0,0,0.0023,0.8658,134,153,1,0.0041,1.3808,143,1.5064,0.2025,0.0158,4453,4368,4649,4368,4649,0.0275,0.1309,0.1204,0.0224,0.0758,0.089,0,0.1868,0.1379,4649,142.232,152,0.1983,0.001,0.5632,0.018,133,0.2859,4.2844,0.485,4490,0.0689,1.415,0.0542,0.13,142,3.2728,4368
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,0.7361,1.1331,0.8186,0.0001,0.8588,0.8667,0.7361,0.0184,0,12.9404,3.2711,13.4627,0,0.1603,0.0714,0.7362,66.9447,66.6082,73.796,0.736,73.796,2.5351,1470,73.3852,1470,0.7362,73.796,53.9894,53.9894,0.0009,0.0013,3,0.0088,0.0088,0.0959,3,0.0959,196,0,0,3,0.9815,0.269,0.069,0.1238,0.033,0.0184,0.0088,0.0176,0.0184,71.2738,0.037,0,0.037,0.1016,0,0.037,0.7364,0,0.2872,0.1333,0,0.9794,0,196,0.0147,1,1,0,0.0102,0.3927,62,81,1,0.0184,0,71,0,0.1328,0.1196,4903,4901,4911,4900,4911,0.0334,0.0334,0.0334,0.0334,0.7363,0.0334,0.0333,0.0335,0.0335,4911,71.3003,80,0.0612,0.019,1.0786,0.0959,62,0.7363,0.3927,0.3222,4903.75,0.0109,0,0.1001,0,71,0.3927,4900
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.7813,0.5758,0.6364,1,0.0001,1,0.125,0.5757,0.0573,0,0,2.638,0,0.3333,0,0.125,0.5758,0,0,0,0.5757,0,2.6292,768,0,896,0.5758,0,0,0,0,0,2,0.0299,0.0299,0.1237,2,0.1237,128,0,0,2,1,0,0.0909,0.2695,0.1179,0.0573,0.0299,0.0002,0.0573,21.5372,0.0455,0,0.0455,0.1814,0,0.0455,0.576,0,0.1853,0.125,0.1667,1,0,96,0.0005,1,1,0,0.0208,0.8688,17,27,1,0.0573,0,21,0,0.1893,0,0,0,0,0,0,0.3611,0.3611,0.3611,0.3611,0.5758,0.3611,0.3611,0.3611,0.3611,0,21.6032,27,0.0334,0.0273,0.6983,0.1237,17,0.5758,0.8688,0.6989,0,0.0096,0,0.1809,0,22,0.8688,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.85,1.9057,0.807,0.1762,0.9044,0.956,0.6985,0.0021,2.6704,63.9545,52.8931,3150.06,0.0313,4.0825,0.0242,0.8534,67.2837,61.2745,75.1905,0.1774,70.5366,58.8584,301942,67.1586,305320,0.8998,75.7273,61.0196,59.2959,0.291,9.2119,3,0.0005,0.0012,0.0008,3,0.0016,2640,0.0355,0.1826,3,1.1234,0.096,?,?,?,0.0008,0.0007,0.4552,0.0013,1208.32,0.1618,5.5455,0.2857,0.0238,0.1723,0.0769,0.9994,4.9937,0.0245,0.0085,0.0112,0.9999,0.0124,2560,0,0.9974,0.8571,0,0.0008,0.1903,1178,1240,1,0.0013,0.1806,1201.5,0.1963,0.4242,0.0788,153,77,156,74,166,0,0,0,0,0.9354,0.0001,0,0.0224,0,169,1142.71,1244,?,?,?,0.0026,1164,0.9532,?,?,130.1818,?,0,0.2585,0,1208,?,63
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.7529,0.3933,0.5828,0.7019,0.001,0.7843,0.0114,0.3932,0.0068,0,43.403,10.1197,63.1223,0.3333,3.7613,0.0136,0.3936,31.2367,27.8261,37.5547,0.3926,35.1723,7.844,77322,32.3029,78498,0.3935,39.6532,25.4438,24.2695,1.5891,0.0072,2,0.0034,0.0034,0.0114,2,0.0114,1176,0,0,2,1.016,0.086,?,?,?,0.0068,0.0034,0.2696,0.0068,232.56,0.0038,0,0.0038,0.0626,0,0.0038,0.3956,0,0.3313,0.0114,0.0152,0.9931,0,882,0.0018,1,1,0,0.0023,0.6183,214,251,1,0.0068,0,233,0,0.3706,0.1422,322,259,385,200,3674,0,0,0,0,0.3937,0,0,0,0,4155,228.41,249,?,?,?,0.0114,213,0.3939,?,?,754.75,?,0,0.1031,0,231,?,185
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.8099,1.5477,0.7748,0.0193,0.8827,0.9405,0.8014,0.0045,2.9779,32.7113,30.5551,18.547,0.0455,0.5777,0.0391,0.821,47.4779,44.5146,56.8879,0.775,48.6921,36.3194,82811,46.2776,84314,0.8204,63.2926,41.6752,40.3952,0.2803,5.0476,3.0519,0.0011,0.0026,0.0019,3,0.0034,1150,0.0494,0.1887,4,0.999,0.1515,?,?,?,0.0018,0.0017,0.0008,0.003,502.296,0.1931,5.0931,0.381,0.0906,0.1744,0.0821,0.874,4.5368,0.0789,0.0133,0.0181,0.9997,0.0207,1100,0.0003,0.9949,0.7143,0,0.0018,0.2433,482,526,1,0.003,0.2317,506.5,0.2012,0.1151,0.1135,302,286,410,221,499,0,0,0,0,0.8316,0,0,0,0,553,498.547,522,?,?,?,0.0055,483,0.8424,?,?,346.2941,?,0.204,0.0981,0.0727,503,?,198
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9732,2.7455,0.8906,0.0519,0.9507,0.987,0.9507,0.0013,3.4963,21234.2,131.404,15601.2,0.0167,2.822,0.034,0.9779,139.8284,117.9615,166,0.1015,161,109.661,923045,147.3333,926696,0.9938,176.6,108.3636,86.1667,1.0399,1.505,3,0.0001,0.001,0.0002,3,0.0038,3651,0.0877,0.2855,3,1.1429,3.3096,?,?,?,0.0002,0.0005,0.3539,0.0008,1603.64,0.3791,6.4525,0.6164,0.3321,0.3124,0.1233,1,6.1546,0.3686,0.0039,0.004,0.909,0.0035,3591,0.3317,0.9996,0.9474,0,0.0006,0.0929,1708,1788,1,0.0008,0.0613,1771,0.1226,0.5948,0.1788,7,3,11,2,18,0.001,0.0356,0.0082,0,0.9992,0.0232,0,0.5,0.061,52,1527,1779,?,?,?,0.0039,0,1,?,?,9.2667,?,0,0.4045,0,1731,?,1
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.1382,0.6668,0.3789,0.2388,0.2056,0.538,0.0881,0.6212,0.0201,2.6646,53.422,0.6236,42.9407,0.0331,0.1927,0.0045,0.7371,18.014,17.1733,20.3111,0,20.1368,0.0715,16697,18.6863,18718,0.7778,20.864,15.9059,13.264,0.1308,0.3226,4.886,0,0.0036,0.0001,4,0.0031,2969,0.1511,1.265,6,0.8822,0.1303,?,?,?,0.0001,0.0002,0.0276,0.0025,133.372,0.6058,3.3933,1,0.0668,2.5002,0,1,1.6619,0.5306,0.1721,0.121,0.9056,0.884,2874,0.0253,0.3059,0,0,0.0007,2.1405,122,144,1,0.0025,2.605,133,1.5123,0.4658,0.1141,2037,1965,2156,1538,2171,0.478,0.499,0.496,0.1486,0.8293,0.448,0.0001,0.9999,0.4997,2290,131.722,142,?,?,?,0.0204,121,0.8546,?,?,1956.3333,?,0.4518,0.0621,0.0733,131,?,1337
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8001,1.8771,0.8042,0.0834,0.8956,0.9548,0.7268,0.0023,2.662,1199.59,50.4158,1891.56,0.0323,4.9234,0.0258,0.8371,66.5029,58.6304,82.1569,0.4863,77.2151,57.3366,263417,63.0065,266431,0.8577,86.0566,57.8819,48.9463,0.396,13.6186,3,0.0005,0.0013,0.001,3,0.0018,2400,0.035,0.1777,3,1.11,5.7916,?,?,?,0.0009,0.0008,0.498,0.0014,1066.46,0.1625,5.4654,0.2795,0.1698,0.1671,0.0709,0.9314,4.9047,0.2256,0.0088,0.0114,1.0485,0.013,2325,0.282,0.9972,0.8182,0,0.0009,0.1949,1073,1114,1,0.0014,0.184,1096,0.1917,0.355,0.1635,152,93,180,51,184,0,0,0,0,0.8882,0,0,0,0,205,1054.28,1121,?,?,?,0.0029,1073,0.9097,?,?,134.5385,?,0,0.2091,0,1094,?,45
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.7612,0.9302,1.6885,0.9737,0.0169,0.9868,0.9893,0.9127,0.0074,2.765,11.5349,32.4504,2.5883,0.0345,0.3073,0.1333,0.9345,76.2586,66.5459,89.1863,0.8942,83.8181,26.6016,28058,75.1534,28508,0.9371,105.5587,60.1488,58.2418,0.5022,1.5442,2,0.0012,0.0065,0.0155,2,0.0155,450,0.0613,0.1525,2,0.9999,18.5954,?,?,?,0.0034,0.0035,0.0001,0.0055,202.974,0.65,3.4695,0.8219,0.0693,0.3653,0.5,0.9905,3.9239,0.2661,0.0155,0.016,1.0061,1.0138,435,0.141,0.4921,0,0,0.0046,0.0719,189,217,1,0.0055,0.7656,203,0,0.0806,0.1698,652,476,751,150,852,0.0001,0.0005,0.0002,0,0.9425,0.0006,0,0.0058,0.0021,1328,204.088,217,?,?,?,0.0155,191,0.9471,?,?,606.3846,?,0,0.0507,0,204,?,102
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0.5,0,0,0.3325,0,0.3361,0,0,0.0004,0,1693,0.9618,1877,0,0,0.0001,0,93.6251,62.5,159,0,110.1667,0.3763,708206,87,708206,0,167,48.4,45.1667,0.6663,0.3436,4.4783,0,0.0002,0,4,0.0003,34307,0,0.3004,5,0.8715,0.1671,?,?,?,0,0.0001,0,0.0001,6511.5,0,4.1179,0,0.0014,0.3004,0,0,4.1179,0.6276,0.0484,0,0.8584,0,34307,0.0123,1,1,0,0.0001,0,6505,6505,1,0.0001,0,6511.5,0.2795,0,0.3792,5,2,6,1,13,0.1814,0.3109,0.2357,0.1468,0,0.2499,0.0529,0.464,0.3833,13,6562,6562,?,?,?,0.0007,6562,0,?,?,5.2632,?,0.6922,0,0.1115,6562,?,1
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.7882,1.8118,0.8314,0.0888,0.9295,0.9506,0.7106,0.0024,2.7149,599.912,46.8651,1845.88,0.0345,5.0275,0.0281,0.827,73.8687,64.5319,91.2143,0.558,80.2636,52.4599,213064,72.28,215164,0.8498,92.451,62.4177,61.9048,0.3103,12.1045,3,0.0004,0.0014,0.0008,3,0.0022,2100,0.0372,0.1714,3,1.2524,5.3394,?,?,?,0.0008,0.0009,1.0301,0.0017,915.324,0.151,5.3236,0.2953,0.1781,0.1606,0.0664,0.9269,4.7603,0.1566,0.0095,0.0099,1.0169,0.0144,2030,0.0979,0.9967,0.8824,0,0.001,0.207,913,962,1,0.0017,0.1971,941,0.1953,0.4014,0.1322,134,110,151,51,161,0,0,0,0,0.8798,0,0,0,0,171,912.923,982,?,?,?,0.0035,907,0.9033,?,?,121.5,?,0,0.2058,0,951.5,?,42
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.8093,1.5475,0.7576,0.0189,0.9099,0.9397,0.8005,0.0047,2.786,32.9006,29.9518,16.9154,0.0455,0.2013,0.0391,0.8197,58.5849,48.0156,89.1617,0.7749,67.0737,36.2961,82823,55.0693,84314,0.8189,89.1617,46.223,45.2612,1.1421,6.9718,3.012,0.0009,0.0027,0.0019,3,0.0034,1150,0.0405,0.2038,4,0.9989,0.1431,?,?,?,0.0014,0.0017,0.0003,0.003,504.988,0.1851,5.1246,0.3412,0.0345,0.1972,0.0917,0.8743,4.6659,0.0811,0.0133,0.018,0.9997,0.0208,1100,0.0002,0.9948,0.75,0,0.0018,0.2459,484,526,1,0.003,0.235,505,0.2128,0.1313,0.2218,384,291,814,269,2969,0,0,0,0,0.8296,0,0,0,0,2969,503.862,524,?,?,?,0.0057,481,0.8396,?,?,695.6,?,0.0648,0.0323,0.0361,502.5,?,143
