@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC

@DATA
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0004,0.1787,0.4535,0.3927,0.0398,0.2457,0.0613,10.4082,0.2404,0.4092,6.4861,0.0144,0.0429,0.0043,0.0099,5.1576
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.0099,0.6972,0.8781,0.747,0.0586,0.4472,0.5295,40.996,0.2866,0.4756,29.2582,0.5113,0.1128,0.0116,0.0265,23.8426
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0112,5.9293,1.205,0.9961,0.3129,6.8181,0.9909,0,0.6587,0.4067,0,0.9451,0.2287,0,0,0
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0,0.291,0.5475,0.6916,0,51.9241,0.3933,50.7928,0,0.5952,43.8617,0.6916,0.0014,0.0002,0.1169,39.8247
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.0197,0.7066,0.6813,0.5941,0.1696,0.1608,0.1483,36.2144,0.2404,0.4383,31.9828,0.1579,0.2407,0.0048,0.0117,29.0711
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.0008,0.6509,0.8031,0.9056,0.1374,0.1797,0.3526,22.4466,0.2916,0.4059,18.2862,0.1553,0.1631,0.0031,0.0109,16.4391
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,1.39,0.5166,0.9101,0.0077,28.2554,0.0194,0,0.2159,0.4064,0,0.5487,0.343,0.0174,0.6685,0
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0,1.5232,0.5472,0.9754,0.1853,80.865,0.0132,72.7285,0.5,0.4301,71.6793,0.6105,0.326,0,0,70.6301
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,2.2924,0.5516,1,0.0367,917.005,0.8645,0,0.5,0.7417,0,1,0.278,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.0351,0.7255,0.6777,0.6029,0.1712,0.2684,0.1155,26.8132,0.2404,0.4194,21.3111,0.1568,0.2463,0.0142,0.0079,19.2969
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0007,0.1864,0.4341,0.3649,0.0415,0.1939,0.0807,17.0385,0.2106,0.4093,8.1953,0.0044,0.0382,0.0042,0.0087,6.7563
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.0024,0.6187,1.0305,0.9108,0.0671,1.0989,0.5114,15.537,0.2645,0.3633,11.7437,0.58,0.1636,0.0234,0.0083,12.0543
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0,0.441,0.9157,0.9504,0.0342,2.7968,0.5243,138,0.0861,0.4012,37.8722,0.7926,0.1493,0,0,1.5
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0,0.172,2.8765,0.4457,0.1157,4.2166,0.0913,0,0.3572,0.0525,0,0.2169,0.0473,0.3336,0.6667,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0,2.8162,0.385,1,0.2075,156.153,0.8292,0,0.5,0.8349,0,0.9995,0.3273,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.024,0.7084,0.6785,0.5938,0.1703,0.2686,0.134,35.1416,0.2404,0.4323,31.2428,0.1572,0.2432,0.1717,0.2295,28.8539
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0005,0.5701,0.4955,0.9146,0.0061,1.9827,0.1734,25.1141,0.1642,0.7688,25.1141,0.831,0.2116,0.2229,0.8662,25.1141
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0,0.4535,0.9167,0.8863,0.0377,2.0995,0.555,80.2857,0.1509,0.4142,32.6588,0.7127,0.1447,0.2028,1.4142,9.2
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.0097,0.6465,0.868,0.7484,0.0556,0.3646,0.5332,75.9501,0.2921,0.4819,36.4617,0.5075,0.1084,0.0084,0.0197,22.3205
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.001,0.5974,0.557,0.8979,0.0077,1.6657,0.2109,52.4933,0.1496,0.7273,37.2619,0.8251,0.207,0.0861,0.4043,34.096
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.0005,1.2719,0.6983,0.6904,0.2402,0.5754,0.1653,28.5184,0.2537,0.4526,20.4816,0.1937,0.3005,0.0054,0.0155,16.9579
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0036,0.254,0.7311,0.1518,0.1358,0.2421,0.0526,36.9847,0.1448,0.41,23.3557,0.0099,0.0537,0.0306,0.0489,21.5681
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0083,5.8326,1.2016,0.9971,0.3138,19.7818,0.9903,0,0.6587,0.4079,0,0.9468,0.2279,0.817,0,0
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0,0.157,2.8746,0.5533,0.066,0.8557,0.0716,0,0.3768,0.0543,0,0.1663,0.0506,0.0031,0.0049,0
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0193,0.3088,0.552,0.678,0.1304,4.9473,0.1646,0,0.3151,0.3745,0,0.4495,0.1209,0,0,0
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0007,0.1863,0.4339,0.3649,0.0417,0.1879,0.0805,14.2681,0.2106,0.4093,7.3816,0.0043,0.0383,0.0053,0.0101,6.5181
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.0086,3.3721,0.5011,0.9945,0.0576,25.6352,0.9612,0,0.5,0.791,0,0.9836,0.3263,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0037,0.2523,0.7273,0.152,0.1363,0.2116,0.0478,30.1963,0.1448,0.4105,20.638,0.0099,0.0535,0.0268,0.0447,17.2028
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0,0.4929,0.9963,0.8816,0.0256,2.0432,0.6156,10.9058,0.1302,0.3934,10.9058,0.7477,0.1616,0,0,10.9058
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0023,0.7675,0.8913,0.8193,0.0305,0.3856,0.4499,11.5147,0.2826,0.4177,3.8801,0.1335,0.0966,0.015,0.0036,1.1951
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.0131,1.0757,1.5626,0.9251,0.0428,0.6282,0.666,0,0.1708,0.1869,0,0.851,0.1526,0.0043,0.0106,0
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0027,0.6092,1.0647,0.8666,0.0497,0.9366,0.5476,16.7733,0.2337,0.3638,12.2902,0.5714,0.1445,0.1002,0.559,11.3588
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0,1.2804,0.5316,0.9253,0.0032,21.8953,0.0214,73.7838,0.2181,0.4162,73.7838,0.459,0.3258,0.0075,0.491,73.7838
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.0001,0.4645,0.9326,0.8873,0.0349,7.9267,0.5979,123.1111,0.0899,0.4223,40.083,0.7146,0.1456,1.7021,0.866,26.8678
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0,1.1962,1.0137,0.9648,0.0363,0.9116,0.9287,14.8154,0.4575,0.4784,13.188,0.7361,0.3206,0.0008,0.0095,12.7871
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.0302,0.5719,0.6618,0.5899,0.0818,0.4988,0.1424,27.5458,0.2453,0.3822,17.6575,0.5498,0.1838,0.0428,0.0083,13
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.2186,1.0481,1.0462,0.8328,0.2386,2.0855,0.7749,39.9411,0.2661,0.4432,39.2767,0.8159,0.1403,0.0052,0.0878,38.6123
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,2.2587,0.5254,1,0.0769,1355.73,0.9225,0,0.5,0.7702,0,0.9985,0.2482,0,0,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.0087,3.3298,0.5043,0.9945,0.0575,30.1882,0.9607,0,0.5,0.7888,0,0.9834,0.3258,0,0,0
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0,0.8758,1.026,0.7443,0.0006,6.2955,0.7903,33.5661,1,0.4516,33.5661,0.5575,0.0364,0.1661,0.332,33.5661
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0,0.4568,0.9243,0.9044,0.0375,1.3859,0.5625,53.7582,0.095,0.4131,29.3626,0.7734,0.1493,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0016,0.4267,0.7078,0.683,0.0834,0.6142,0.2785,18.8487,0.2116,0.5142,14.7029,0.456,0.1406,0.3867,0.3318,12.9385
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.0423,0.2115,0.5296,0.6289,0.1447,3.7759,0.1302,0,0.2831,0.3736,0,0.1397,0.0451,0,0,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0,2.3975,0.5109,1,0.0569,3940.39,0.9227,0,1,0.7796,0,0.999,0.2583,0,0,0
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1813,1.0232,1.0802,0.8378,0.1962,3.1828,0.8293,35.0124,0.2149,0.4359,34.2882,0.8295,0,0.0029,0.078,34.1958
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0,0.2647,0.7842,1,0.0283,4.6808,0.1875,0,0.2751,0.4512,0,0.2925,0.0891,0,0,0
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.3092,0.0783,0.8021,0.9047,0.5,0.4998,0.0097,12.3497,1,0.3965,10.6917,0.1973,0.2887,0.115,0.2509,10.8053
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0,1.7641,0.748,0.9919,0.0758,1.2611,0.4233,0,0.4958,0.5183,0,0.7375,0.1727,0.0207,0.0035,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,2.3455,0.5468,1,0.0363,1136.87,0.8664,0,0.5,0.7451,0,1,0.2785,0,0,0
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0231,0.2117,0.5413,0.5343,0.0675,1.6475,0.1104,0,0.2705,0.3846,0,0.0484,0.056,0,0,0
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0,0.4389,0.9044,0.9647,0.0277,2.8392,0.5147,32,0.0818,0.4038,16.0965,0.7756,0.1492,0,0,7.2
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.0008,0.7076,0.6316,0.8762,0.0327,1.2622,0.2501,38.74,0.1732,0.6721,28.6354,0.8121,0.1953,0.0915,0.3324,26.1894
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0179,0.5251,0.2748,0.9894,0.1655,3.4266,0.0591,26.9666,0.5,0.9202,23.7207,0.9441,0.2278,0,0,21.2061
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0,3.0913,0.2672,1,0.0024,217.49,0.9262,0,0.5,0.9184,0,1,0.276,0,0,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0,1.2913,0.6823,0.9828,0,2.1258,0.9589,0,0.1855,0.6739,0,0.9335,0.2546,1.4142,1.4142,0
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.0119,1.2985,1.0819,0.9786,0.1473,2.9888,0.5361,0,0.5,0.397,0,0.9117,0.1574,0,0,0
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.0219,0.2271,0.6201,0.4283,0.0509,0.3791,0.1439,31.4925,0.3026,0.3691,24.9198,0.115,0.061,0.0196,0.0112,21.7994
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0,0.4464,1.0416,0.8601,0.0259,1.1747,0.6153,28.8132,0.2053,0.371,15.8863,0.6568,0.1565,0.2018,0.6667,2.9593
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.0132,1.0851,1.5399,0.9253,0.0427,0.6848,0.6586,0,0.1713,0.1919,0,0.8516,0.1543,0.0641,0.1547,0
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0026,0.2662,0.7312,0.0909,0.1293,0.2222,0.0263,24.3351,0.1504,0.3526,18.6967,0.0021,0.018,0.0297,0.0414,16.428
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0,0.3881,1.042,0.8521,0.0238,2.6196,0.5664,2.9091,0.2029,0.3499,2.9091,0.6216,0.1606,0.3407,1.4142,2.9091
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.0341,0.723,0.6774,0.6014,0.1711,0.408,0.1166,29.0547,0.2404,0.4206,24.6532,0.1568,0.246,0.1436,0.4042,22.4328
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0111,0.4194,0.7574,0.7988,0.1098,0.7823,0.2421,9.8414,0.4333,0.4649,7.585,0.4468,0.1293,0.188,0.3515,6.7131
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0,1.2744,0.6861,0.9722,0.0004,6.1808,0.9582,217.6667,0.1731,0.6714,155.1447,0.924,0.2533,0.3539,0.866,124.0233
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.0002,0.8021,1.0559,0.9077,0.0529,2.2437,0.5298,40.7059,0.2809,0.3504,16.0321,0.6023,0.1663,0.2205,0.866,7.4078
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0005,0.1277,3.1488,0.999,0.3316,7.8218,0.0403,0,0.5,0.0398,0,0.6451,0.0396,0,0,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0,0.9915,0.5611,0.956,0.0003,19.2712,0.0266,109.3197,0.1696,0.448,101.4682,0.5237,0.2909,0.013,0.2273,93.6167
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.0087,2.3778,0.0678,0.9917,0.4887,25.1042,0.8901,0,0.4992,0.9925,0,0.8251,0.1926,0,0.1725,0
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0013,0.4393,0.8211,0.6623,0.0707,1.2264,0.3327,0,0.1317,0.4597,0,0.3608,0.1177,0.0361,0.0893,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.0258,0.5495,0.6669,0.5853,0.0787,0.3576,0.1503,29.155,0.2461,0.3895,16.9046,0.5463,0.1829,0.1196,0.3515,11.4223
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0,5.0719,0.9887,1,0.0069,5.3348,0.9796,0,0.5,0.5029,0,0.9994,0.077,0.3318,1.4142,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.0251,0.5459,0.6681,0.5847,0.0786,0.2743,0.1526,32.8959,0.2429,0.3911,25.3198,0.5424,0.182,0.0184,0.0121,23.7751
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0073,0.45,0.6164,0.8839,0.1038,4.6039,0.0831,0,1,0.5095,0,0.6491,0.1402,0.0044,0.0099,0
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0011,0.7226,0.6395,0.8746,0.0162,1.3358,0.2503,49.4717,0.1545,0.6659,33.4735,0.8111,0.2054,0.0818,0.2671,26.3995
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.0183,0.2741,0.8403,0.5181,0.0471,1.144,0.3288,260.0822,0.2258,0.3469,81.3222,0.2191,0.0648,0.6894,0.5591,22.9753
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.3325,0.9665,0.8445,0.021,1.937,0.5038,73.2,0.2529,0.3625,37.2449,0.3994,0.1632,0.0306,0.002,15
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.0041,1.1914,0.7719,0.9616,0.2448,0.6262,0.1966,0,0.9999,0.415,0,0.2095,0.136,0.5731,0.2295,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.0277,0.7127,0.677,0.5953,0.1707,0.5352,0.1253,26.7148,0.2404,0.4272,25.4821,0.1568,0.2443,0.4969,0.288,24.8612
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0008,0.5982,0.5638,0.905,0.0099,1.4697,0.209,43.3796,0.1681,0.7161,32.711,0.826,0.2025,0.0662,0.4412,27.4827
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.0021,0.5296,0.9538,0.4357,0.0458,0.4268,0.3255,96.0387,0.2852,0.3756,96.0387,0.1413,0.0528,0.0278,0.0078,96.0387
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0075,5.4759,1.2277,0.9955,0.3149,273.033,0.9898,0,0.616,0.3976,0,0.9466,0.2283,1.3897,0,0
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.4407,0.9208,0.901,0.0373,1.3333,0.5497,49.25,0.0912,0.4095,4.8208,0.7472,0.1478,0,0,2
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0002,0.3797,0.6614,0.8211,0.1186,0.5427,0.1844,24.4632,1,0.4967,17.9173,0.6829,0.1635,0.0287,0.1519,15.105
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.0039,1.1576,0.7668,0.9631,0.2412,0.2334,0.1969,0,0.9998,0.4166,0,0.2168,0.1354,0.0027,0.0111,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0026,0.3802,0.8043,0.7507,0.0603,0.6273,0.3179,22.8062,0.2413,0.4621,19.4708,0.4133,0.1362,0.0409,0.0045,16.1355
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0063,0.6965,1.0071,0.962,0.1011,0.8801,0.9227,30.9565,0.3191,0.4863,20.1581,0.7917,0.2708,0.0018,0.0207,17.5682
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0087,3.3352,0.5036,0.9945,0.0575,30.609,0.9607,0,0.5,0.7893,0,0.9835,0.326,0,0,0
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.0012,0.417,0.7887,0.6628,0.0676,1.2836,0.3215,0,0.1444,0.4764,0,0.4123,0.1196,0.0407,0.1043,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.0346,1.1645,1.0851,0.8869,0.1622,6.6793,0.9691,0,0.5,0.4532,0,0.8149,0.3246,0.0027,0,0
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0007,0.6366,0.7578,0.907,0.1389,0.3658,0.3255,23.8002,0.2916,0.4178,17.838,0.0205,0.1509,0.0695,0.2669,13.9695
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541,1.286,0.6204,9.9467,0.3217,0.2687,9.9467,0.626,0.2054,0.0006,0.004,9.9467
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0,0.4303,0.9116,0.9322,0.0338,2.4396,0.5174,26.5,0.0812,0.4002,7.2103,0.785,0.1481,0,0,3
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0092,0.7793,0.8865,0.7364,0.0305,0.6957,0.4538,54.3372,0.2846,0.421,14.3346,0.134,0.0978,0.1965,0.559,1.4419
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0221,0.2127,0.5567,0.4356,0.052,1.9833,0.1172,0,0.2679,0.381,0,0.0739,0.0517,0.5852,1.4142,0
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0052,0.3822,0.8381,0.5712,0.0562,0.467,0.2182,66.4489,0.3216,0.3438,44.9029,0.1765,0.0924,0.0227,0.0487,31.3475
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.0138,1.0717,1.5323,0.9253,0.0422,0.6798,0.6557,0,0.1715,0.1934,0,0.8512,0.1512,0.0542,0.1625,0
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.2893,0.5479,0.6929,0,47.7262,0.3927,49.345,0,0.5947,46.4963,0.6916,0.0016,0.0902,0.0969,44.9236
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0,4.347,1.045,1,0.0155,19.6946,0.9765,0,0.5,0.4746,0,0.9973,0.066,0.8464,1.4142,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0,1.0399,0.5762,0.9573,0.0003,19.2745,0.0244,83.9941,0.1681,0.4888,83.9941,0.5241,0.2908,0.0038,0.2719,83.9941
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0,0.9274,0.9776,0.9628,0.0444,2.7129,0.4366,0,0.3243,0.3194,0,0.7886,0.2327,0.038,0.559,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0,2.7607,0.3855,1,0.2108,153.278,0.829,0,0.5,0.8345,0,0.9995,0.3271,0,0,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,2.9707,0.2426,1,0.0047,392.797,0.9679,0,1,0.9392,0,1,0.2828,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.0011,0.3571,0.6918,0.6505,0.0822,1.2719,0.2075,12.5746,1,0.5177,7.5551,0.4476,0.1238,1.4141,0.2881,6.038
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.0305,0.7144,0.6767,0.5962,0.1708,0.2921,0.1228,30.1844,0.2404,0.4259,29.2712,0.1567,0.2448,0.1114,0.3151,29.1153
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.0233,1.0203,0.7742,0.5329,0.0976,2.672,0.2645,3.3394,0.4589,0.44,3.1818,0.2559,0.1816,0,0,3.0241
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0074,5.4502,1.2271,0.9961,0.315,129.842,0.9896,0,0.616,0.3977,0,0.9468,0.2278,1.0252,0,0
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.025,0.4523,0.7271,0.5092,0.0596,0.1499,0.282,33.7338,0.3288,0.5004,21.9849,0.3152,0.072,0.1456,0.0997,21.4838
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0246,0.543,0.6693,0.5853,0.0784,0.273,0.1551,31.0564,0.2397,0.3926,26.2163,0.5377,0.1809,0.0255,0.0112,21.4726
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0,0.1552,2.7297,0.661,0.0386,11.7932,0.0687,0,0.2575,0.0582,0,0.152,0.076,0.6647,0.866,0
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.0183,0.2504,0.7492,0.4783,0.0589,0.2635,0.1961,24.5423,0.3034,0.3592,18.6115,0.2066,0.0879,0.0092,0.0111,12.6807
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0007,0.6477,0.7929,0.9064,0.1377,0.3322,0.3465,23.8136,0.2916,0.4086,20.0964,0.1245,0.1608,0.0175,0.0098,18.4859
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.0237,4.0055,1.2309,0.9863,0.3173,2.9483,0.9876,0,0.5906,0.3959,0,0.9186,0.2358,1.4142,0,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0185,0.6089,0.7544,0.5808,0.0471,0.9488,0.2989,146.7633,0.2799,0.429,36.0581,0.2192,0.0857,0.0694,0.0078,12.2938
