@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE gc_disjoint NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE gc_sort NUMERIC
@ATTRIBUTE gc_precede NUMERIC
@ATTRIBUTE gc_set_weights NUMERIC
@ATTRIBUTE gc_schedule NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE o_de NUMERIC

@DATA
normalized-radar-8-30-3-0-38.xml.mzn_AND_NODATA,1,1.065169,0.938819,2.203586,6.245781,0.276966,493,1896,2.588202,1.151459,4152,2.189873,21,1.821421,2076,1.13558,1780,1.120506,0.452737,1936.935162,4482,1924.813601,2187.884074,0.267712,1994.5,4178,0.452532,3.200702,0.547468,2183.166667,0.98622,4607,858,1.505343,1038,0.46,0.796718,0.754014,0,1716,1716,0.402755,0.523522,0.19085,0,4.035865,180,2.261883,2.347191,49,9,2.69,1.5,0.829735,4,4,0.17,4,0.43544,0.5,0.359196,0,0.255587,3.457303,0.973022,2.148297,0.647348,32,3980,0,1089.26,0,0.08523,0,1911650,21,0,0.499403,87092,0,43494,1,126,2,1,0,2,0,0,0,0,0.241011,429,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-22.xml.mzn_AND_NODATA,1,1.06713,0.937093,2.196312,5.992408,0.277778,480,1844,2.584491,1.138196,4048,2.195228,18,1.845352,2024,1.147723,1728,1.12037,0.461386,1882.634669,4352,1868.43465,2125.97907,0.270397,1936,4050,0.451193,3.206749,0.548807,2098.833333,1.019879,4466,832,1.464171,1012,0.44,0.79627,0.728738,0,1664,1664,0.408582,0.513189,0.1908,0,4.013015,180,2.291397,2.34375,45,9,2.66,1.5,0.801632,4,4,0.17,4,0.449782,0.5,0.366492,0,0.253331,3.461806,0.950103,2.137761,0.627599,28,3018,0,523.512,0,0.059775,0,904629,18,0,0.499334,60046,0,29983,1,102,2,1,0,2,0,0,0,0,0.240741,416,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-haystacks-40.xml.mzn_AND_NODATA,1,0.741892,1.347906,3.662244,5.851841,1,62683,46504,16.652716,515.453367,25215539,542.223013,23.178366,1.224282,355542.629815,1.517929,62683,6.052961,1.099448,88972.96967,171830,39195.204317,250797.632699,1.244473,379417.737068,170309,0,1.228725,1,23970643.383924,1.105106,1043842.2068,0,2.332004,46504,331.27,1.517929,0.271475,0,44943,44943,2.993925,1.344904,0.156576,0,4.289631,1561,1.096779,2.716989,128,6,343.6,7.726122,0.165795,1521,1521,9.56,142,0.121421,0.28169,0.859522,2,-1,-1,-1,-1,-1,-1,121165,0,1.29434,0.000839,-1,0,81133,3,0,0.454545,308,0,140,-1,168,10.643856,5.321928,0,40,3,0,0,0,0,0,0,-1,2,39,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-24-3-2-8.xml.mzn_AND_NODATA,1,1.059956,0.943436,2.189246,4.993017,0.284974,385,1432,2.558845,1.148627,3151,2.200419,15,1.841396,1575.584963,1.194696,1351,1.119171,0.476775,1481.70687,3409,1444.105313,1670.064795,0.272665,1512,3135,0.449721,3.12177,0.550279,1644.833333,1.040619,3457,644,1.33324,788,0.27,0.792272,0.61457,0,1288,1288,0.409288,0.528874,0.19035,0,4.065642,144,2.342163,2.320503,37,9,2.44,1.5,0.673741,4,4,0.12,4,0.457385,0.5,0.428485,0,0.255166,3.447816,0.867646,2.201836,0.643392,25,3468,0,1923.43,0,0.088019,0,2196555,15,0,0.499713,102647,0,51294,1,100,2,1,0,2,0,0,0,0,0.238342,322,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-os-taillard-20-95-7.xml.mzn_AND_NODATA,1,0.684211,1.461538,3.897436,5.846154,0.666667,15200,15600,14.901173,1.364743,493239,31.617885,21.468437,0.172037,19270.3519,8.617076,22800,5.078169,0.336568,31691.430011,76000,17699.171005,74727.445511,5.77619,115782.248141,60800,0.974359,0.172037,0.025641,21289.986842,0.194228,339746.744422,15200,3.001096,400,45.44,0.918296,0.612206,0.333333,15200,15200,3.001096,1.648065,0.567868,7600,2.974359,400,0.172037,2.666667,114,3,72.91,7.156146,0.176777,1206,15.868421,25.17,76,0.053142,1,0.918296,3,-1,-1,-1,-1,-1,-1,43418,0,462.834,0,-1,0,10552609,3,2,0.478309,6270,0,2999,-1,411,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-42.xml.mzn_AND_NODATA,1,1.06872,0.935698,2.19235,5.960089,0.278436,470,1804,2.583531,1.154749,3968,2.199557,18,1.838474,1984,1.15121,1688,1.120261,0.468292,1840.151955,4252,1819.830138,2077.646731,0.272513,1891,3955,0.450111,3.202571,0.549889,2083.166667,1.038226,4361,812,1.47771,992,0.42,0.795906,0.72513,0,1624,1624,0.40869,0.5374,0.190759,0,4.055987,180,2.308055,2.343009,46,9,2.63,1.5,0.797553,4,4,0.16,4,0.444562,0.5,0.370691,0,0.257136,3.457346,0.959425,2.177401,0.657818,28,3981,0,1355.02,0,0.100289,0,2287276,18,0,0.499333,82420,0,41155,1,138,2,1,0,2,0,0,0,0,0.240521,406,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-43.xml.mzn_AND_NODATA,1,1.070905,0.93379,2.175228,5.476027,0.27934,457,1752,2.569682,1.153158,3864,2.205479,16,1.837888,1932,1.151194,1636,1.12011,0.477621,1783.832184,4122,1752.960963,2013.722447,0.275331,1832.5,3811,0.44863,3.167664,0.55137,2020.333333,1.07405,4204,786,1.415458,966,0.39,0.795406,0.680801,0,1572,1572,0.41113,0.538115,0.190703,0,4.044521,180,2.323584,2.329462,41,9,2.59,1.5,0.748028,4,4,0.14,4,0.450038,0.5,0.371653,0,0.256305,3.41198,0.905158,2.158805,0.65822,27,4046,0,1500.67,0,0.099057,0,2455097,16,0,0.499466,110420,0,55151,1,146,2,1,0,2,0,0,0,0,0.24022,393,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-44.xml.mzn_AND_NODATA,1,1.068396,0.935982,2.190397,5.977925,0.278302,472,1812,2.580778,1.148455,3984,2.198675,18,1.837107,1992,1.144886,1696,1.120283,0.466893,1845.859712,4272,1828.660213,2084.524412,0.272087,1900,3969,0.450331,3.194041,0.549669,2081,1.029953,4377,816,1.468269,996,0.42,0.79598,0.730804,0,1632,1632,0.407454,0.522917,0.190768,0,4.076711,180,2.348165,2.340212,47,9,2.62,1.5,0.803772,4,4,0.15,4,0.459425,0.5,0.369943,0,0.254827,3.441038,0.954398,2.144005,0.640435,27,2890,0,862.114,0,0.077017,0,1425074,18,0,0.49946,73193,0,36557,1,96,2,1,0,2,0,0,0,0,0.240566,408,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-qwh-15-106-1_ext.xml.mzn_AND_NODATA,1,0.148211,6.747156,13.494312,13.494312,0.130968,1709,1934,2.345081,0.240616,5127,2.650982,4.906891,1.949758,2123.130403,0.607831,13049,1.17254,0.634805,13049,27807,6963.830467,14988.746477,1.125378,15300.478024,26098,0.883661,1.949758,0.116339,465.35209,0.518746,30600.956047,1709,0.24456,225,4.15,0.534651,0.408936,0.869032,1709,1709,0.24456,1.145601,0.408936,11340,3.01241,225,1.805726,2,17,8,19.29,2.453445,0,15,1,13.03,17,0.510495,0.117647,0,1,-1,-1,-1,-1,-1,-1,1926,0,5372.89,0,-1,0,9821642,2,1,0.499903,72018,0,36002,-1,34,1,0.5,0,1,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-46.xml.mzn_AND_NODATA,1,1.064444,0.939457,2.211378,6.521921,0.276667,498,1916,2.595,1.142658,4192,2.187891,22,1.82807,2096,1.14069,1800,1.120556,0.449505,1958.70393,4532,1955.248188,2212.577656,0.266698,2017,4237,0.453027,3.23634,0.546973,2189.333333,0.975868,4671,868,1.527173,1048,0.48,0.796883,0.775821,0,1736,1736,0.402958,0.513231,0.190869,0,4.025574,180,2.265438,2.353889,54,9,2.7,1.5,0.853988,4,4,0.16,4,0.440534,0.5,0.358257,0,0.254121,3.487778,0.99944,2.139309,0.631679,33,4751,0,1721.7,0,0.065672,0,3099054,22,0,0.499371,97016,0,48447,1,150,2,1,0,2,0,0,0,0,0.241111,434,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-6.xml.mzn_AND_NODATA,1,1.06682,0.937365,2.196004,6.038877,0.27765,482,1852,2.583525,1.149298,4064,2.194384,19,1.826759,2032,1.146514,1736,1.120392,0.460031,1890.638662,4372,1874.359463,2135.152988,0.269979,1945,4067,0.451404,3.211322,0.548596,2128.5,1.005851,4485,836,1.484386,1016,0.44,0.796341,0.732898,0,1672,1672,0.404297,0.51967,0.190808,0,4.070734,180,2.32677,2.342742,48,9,2.65,1.5,0.80622,4,4,0.16,4,0.454365,0.5,0.365144,0,0.254532,3.452765,0.96509,2.141789,0.639938,31,4046,0,717.56,0,0.075554,0,1245684,19,0,0.499454,116317,0,58095,1,147,2,1,0,2,0,0,0,0,0.240783,418,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-19.xml.mzn_AND_NODATA,1,1.069048,0.935412,2.186526,5.782851,0.278571,468,1796,2.577976,1.139384,3952,2.200445,17,1.84036,1976,1.153495,1680,1.120238,0.469701,1830.487369,4232,1811.905325,2066.81222,0.272942,1882,3927,0.449889,3.184591,0.550111,2046.333333,1.041286,4331,808,1.446101,988,0.41,0.795831,0.711978,0,1616,1616,0.408738,0.513261,0.190751,0,4.05902,180,2.35536,2.3375,43,9,2.62,1.5,0.782852,4,4,0.15,4,0.467956,0.5,0.373123,0,0.252533,3.432143,0.932933,2.134429,0.626377,28,2246,0,220.728,0,0.056917,0,370823,17,0,0.499676,47783,0,23876,1,57,2,1,0,2,0,0,0,0,0.240476,404,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-35.xml.mzn_AND_NODATA,1,1.071429,0.933333,2.175862,5.482759,0.279557,454,1740,2.571429,1.146073,3840,2.206897,17,1.850989,1920,1.153742,1624,1.120074,0.479832,1772.236538,4092,1742.866225,2000.371913,0.275993,1819,3786,0.448276,3.161949,0.551724,1994.166667,1.085438,4176,780,1.425306,960,0.39,0.795286,0.678377,0,1560,1560,0.414038,0.533941,0.19069,0,4.025862,180,2.323914,2.331281,41,9,2.6,1.5,0.74538,4,4,0.15,4,0.453419,0.5,0.374436,0,0.255383,3.435961,0.919932,2.160902,0.64937,28,3660,0,1167.58,0,0.087895,0,1896157,17,0,0.499547,107005,0,53454,1,130,2,1,0,2,0,0,0,0,0.240148,390,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-26.xml.mzn_AND_NODATA,1,1.065611,0.938429,2.205414,6.467091,0.277149,490,1884,2.591063,1.154282,4128,2.191083,21,1.821721,2064,1.144621,1768,1.120475,0.454701,1922.411863,4452,1913.888788,2171.605888,0.268325,1981,4155,0.452229,3.21516,0.547771,2174.666667,0.987646,4581,852,1.524481,1032,0.46,0.796617,0.775767,0,1704,1704,0.40263,0.526687,0.190839,0,4.06741,180,2.294927,2.350113,53,9,2.69,1.5,0.853803,4,4,0.17,4,0.442407,0.5,0.368468,0,0.256393,3.463801,0.989369,2.157962,0.648825,31,3596,0,1038.43,0,0.089372,0,1805827,21,0,0.499398,68957,0,34437,1,108,2,1,0,2,0,0,0,0,0.24095,426,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-9-28-4-2-14.xml.mzn_AND_NODATA,1,1.041647,0.960018,2.318015,7.415441,0.279081,583,2176,2.73222,1.141483,4856,2.231618,23,2.056995,2398.08392,1.168627,2089,1.158834,0.392257,2298.405038,5263,2309.351592,2665.879503,0.358822,2420.803952,5044,0.461397,3.483436,0.538603,2483.866667,1.175904,5707.607904,1004,1.619526,1172,0.64,0.795549,0.817004,0,2008,2008,0.449838,0.567519,0.243702,0,4.037684,168,2.238342,2.414552,72,9,2.92,1.660964,0.919317,5,5,0.22,5,0.431295,0.4,0.388805,0,0.270939,3.928195,1.083307,2.408438,0.633013,39,3078,0,607.845,0,0.068179,0,1088650,23,0,0.499639,40203,0,20087,1,43,2,1,0,2,0,0,0,0,0.240306,502,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-3.xml.mzn_AND_NODATA,1,1.066514,0.937634,2.201613,6.370968,0.277523,484,1860,2.588876,1.1431,4080,2.193548,21,1.840026,2040,1.14135,1744,1.120413,0.458686,1896.491051,4392,1888.284275,2142.175301,0.269563,1954,4095,0.451613,3.231457,0.548387,2126.166667,1.009084,4515,840,1.516721,1020,0.45,0.796411,0.765652,0,1680,1680,0.406996,0.519088,0.190816,0,4.024194,180,2.283447,2.34805,52,9,2.67,1.5,0.842547,4,4,0.17,4,0.444596,0.5,0.36543,0,0.254801,3.478211,0.994352,2.151801,0.635987,31,3724,0,1093.28,0,0.075268,0,1856388,21,0,0.49941,61831,0,30879,1,110,2,1,0,2,0,0,0,0,0.240826,420,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-9-28-4-2-17.xml.mzn_AND_NODATA,1,1.041488,0.960165,2.322344,7.535714,0.27897,585,2184,2.73641,1.123748,4872,2.230769,22,2.07654,2406.08392,1.167036,2097,1.158858,0.391244,2307.988862,5283,2325.673521,2676.927369,0.358355,2430.12588,5072,0.461538,3.529155,0.538462,2454.266667,1.181049,5738.25176,1008,1.617808,1176,0.63,0.795611,0.820208,0,2016,2016,0.453181,0.543963,0.243709,0,3.992674,168,2.217941,2.418693,69,9,2.92,1.660964,0.923055,5,5,0.23,5,0.432477,0.4,0.387095,0,0.269353,3.955174,1.086205,2.392219,0.618406,38,2629,0,604.606,0,0.043641,0,1104011,22,0,0.499779,38431,0,19207,1,31,2,1,0,2,0,0,0,0,0.240343,504,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-2.xml.mzn_AND_NODATA,1,1.067442,0.936819,2.192266,5.912854,0.277907,478,1836,2.580814,1.149691,4032,2.196078,19,1.837577,2016,1.140169,1720,1.120349,0.462749,1873.421634,4332,1853.339913,2115.59611,0.270817,1927,4025,0.45098,3.190469,0.54902,2110.833333,1.021664,4439,828,1.473662,1008,0.44,0.796199,0.722412,0,1656,1656,0.407482,0.525414,0.190792,0,4.037582,180,2.294149,2.340116,45,9,2.65,1.5,0.794533,4,4,0.16,4,0.444602,0.5,0.364972,0,0.255514,3.451163,0.955257,2.150086,0.645504,29,3596,0,1366.61,0,0.083861,0,2327339,19,0,0.499264,65853,0,32878,1,124,2,1,0,2,0,0,0,0,0.240698,414,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-31.xml.mzn_AND_NODATA,1,1.067442,0.936819,2.200436,6.1939,0.277907,478,1836,2.589535,1.144154,4032,2.196078,19,1.847013,2016,1.151698,1720,1.120349,0.462749,1873.994787,4332,1862.264725,2116.169262,0.270817,1927,4040,0.45098,3.2183,0.54902,2100.666667,1.022137,4454,828,1.494565,1008,0.44,0.796199,0.748059,0,1656,1656,0.408883,0.523522,0.190792,0,4.033769,180,2.299078,2.348837,46,9,2.66,1.5,0.823084,4,4,0.17,4,0.447703,0.5,0.370607,0,0.254955,3.475581,0.972277,2.15779,0.639868,29,3725,0,552.478,0,0.076132,0,950263,19,0,0.499213,71146,0,35517,1,139,2,1,0,2,0,0,0,0,0.240698,414,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-9-28-4-2-24.xml.mzn_AND_NODATA,1,1.042131,0.959572,2.314591,7.22119,0.279419,577,2152,2.729625,1.135463,4808,2.234201,20,2.075602,2374.08392,1.168962,2065,1.158759,0.395331,2271.767766,5203,2279.389308,2634.850106,0.360232,2392.838168,4981,0.460967,3.488423,0.539033,2443.516667,1.194698,5636.676335,992,1.571544,1160,0.61,0.795362,0.802814,0,1984,1984,0.454927,0.566771,0.243678,0,4.016264,168,2.233611,2.412107,64,9,2.89,1.660964,0.903065,5,5,0.21,5,0.431541,0.4,0.389506,0,0.271502,3.916707,1.049584,2.384258,0.631552,34,3403,0,1105.84,0,0.065465,0,1887677,20,0,0.499437,79900,0,39905,1,120,2,1,0,2,0,0,0,0,0.240194,496,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-30-3-0-25.xml.mzn_AND_NODATA,1,1.066362,0.937768,2.198498,6.240343,0.27746,485,1864,2.58524,1.140379,4088,2.193133,20,1.827188,2044,1.145972,1748,1.120423,0.458016,1901.406662,4402,1891.79405,2147.675875,0.269356,1958.5,4098,0.451717,3.214964,0.548283,2125.666667,1.000483,4519,842,1.510908,1022,0.45,0.796445,0.754255,0,1684,1684,0.40401,0.508646,0.19082,0,4.052039,180,2.322476,2.344394,50,9,2.68,1.5,0.829886,4,4,0.17,4,0.458432,0.5,0.370211,0,0.252695,3.454233,0.970032,2.124609,0.62422,31,3596,0,678.429,0,0.055064,0,1154686,20,0,0.499226,71725,0,35807,1,134,2,1,0,2,0,0,0,0,0.240847,421,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-9-28-4-2-27.xml.mzn_AND_NODATA,1,1.041488,0.960165,2.322802,7.391941,0.27897,585,2184,2.736887,1.128144,4872,2.230769,22,2.072084,2406.08392,1.1566,2097,1.158858,0.391244,2309.947401,5283,2325.596705,2678.885907,0.358355,2430.12588,5073,0.461538,3.495226,0.538462,2463.866667,1.181438,5739.25176,1008,1.598327,1176,0.64,0.795611,0.810363,0,2016,2016,0.451999,0.548242,0.243709,0,4.021062,168,2.246368,2.41917,70,9,2.91,1.660964,0.911867,5,5,0.23,5,0.438079,0.4,0.376659,0,0.269677,3.932284,1.060945,2.373088,0.620421,39,4299,0,569.628,0,0.047282,0,1068053,22,0,0.499366,49667,0,24802,1,108,2,1,0,2,0,0,0,0,0.240343,504,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-radar-8-24-3-2-29.xml.mzn_AND_NODATA,1,1.060423,0.94302,2.188034,5.10114,0.286254,379,1404,2.558157,1.132835,3096,2.205128,16,1.865586,1548,1.206968,1324,1.118958,0.477071,1451.063219,3342,1417.670725,1635.326407,0.275167,1481.5,3072,0.448718,3.145631,0.551282,1590.5,1.069081,3387,630,1.369743,774,0.25,0.791556,0.627208,0,1260,1260,0.415488,0.520207,0.19027,0,4.017094,144,2.336068,2.320242,38,9,2.42,1.5,0.687625,4,4,0.12,4,0.463417,0.5,0.453404,0,0.253212,3.471299,0.879397,2.200019,0.62295,27,2697,0,1271.27,0,0.058721,0,1380599,16,0,0.499701,83560,0,41755,1,79,2,1,0,2,0,0,0,0,0.237915,315,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
