@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC

@DATA
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_7.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_4.dzn,1,1.524927,0.655769,2.52451,1479.463301,1.655496,7201,0,120,0.016664,1.017018,116.206221,0,61,40.991251,-1,0.206733,144020007201,-1,3.067926,24.253497,-1,40.151563,0.278617,24.253497,0.990993,24.253497,20000001,0.278617,0,5000000.25,0.21052,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_8.dzn,1,1.514974,0.660077,2.514874,2449.60317,1.660011,20001,0.000001,200,0.01,1.022516,196.223139,0,101,67.656717,-1,0.203961,400020020001,-1,3.976015,24.253497,-1,40.261077,0.188149,24.253497,0.99481,24.253497,20000001,0.188149,0,5000000.25,0.206532,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_10.dzn,1,1.518709,0.658454,2.518553,1964.533236,1.658351,12801,0,160,0.012499,1.020429,156.216624,0,81,54.320912,-1,0.205001,256020012801,-1,3.550899,24.253497,-1,40.220808,0.223812,24.253497,0.993607,24.253497,20000001,0.223812,0,5000000.25,0.208085,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_9.dzn,1,1.514974,0.660077,2.514624,2449.60317,1.659846,20001,0.000001,200,0.01,1.022506,196.223539,0,101,67.635518,-1,0.203878,400020020001,-1,3.975789,24.253497,-1,40.257075,0.188101,24.253497,0.993396,24.253497,20000001,0.188101,0,5000000.25,0.206364,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_2.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_4.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_3.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_3.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_8.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_9.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_5.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_1.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_2.dzn,1,1.518709,0.658454,2.518553,1964.533236,1.658351,12801,0,160,0.012499,1.020429,156.216624,0,81,54.320912,-1,0.205001,256020012801,-1,3.550899,24.253497,-1,40.220808,0.223812,24.253497,0.993607,24.253497,20000001,0.223812,0,5000000.25,0.208085,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_3.dzn,1,1.518709,0.658454,2.518397,1964.533236,1.658248,12801,0,160,0.012499,1.020391,156.21678,0,81,54.306695,-1,0.204949,256020012801,-1,3.550652,24.253497,-1,40.218313,0.223793,24.253497,0.992775,24.253497,20000001,0.223793,0,5000000.25,0.207982,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_1.dzn,1,1.518709,0.658454,2.518631,1964.533236,1.658402,12801,0,160,0.012499,1.020466,156.216467,0,81,54.333255,-1,0.205027,256020012801,-1,3.551198,24.253497,-1,40.222056,0.223831,24.253497,0.994021,24.253497,20000001,0.223831,0,5000000.25,0.208137,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_6.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_7.dzn,1,1.518709,0.658454,2.518319,1964.533236,1.658197,12801,0,160,0.012499,1.020319,156.216624,0,81,54.284821,-1,0.204923,256020012801,-1,3.55003,24.253497,-1,40.217066,0.223812,24.253497,0.992358,24.253497,20000001,0.223812,0,5000000.25,0.20793,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_10.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_8.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_6.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195546,-1,0.00048,41,55.116867,0.105013,0.229685,68921,0.576519,0.54935,1.106282,0.226358,21.470697,5.341512,1.000032,0.251856,1,41,5.339143,0,0.666667,0.101711,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039,68921,0.577877,0.549568,1.106282,0.226358,21.482889,5.350715,1.000032,0.256941,1,41,5.348346,0,0.666667,0.102885,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_1.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_100_7.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_10.dzn,1,1.518709,0.658454,2.518397,1964.533236,1.658248,12801,0,160,0.012499,1.020452,156.216936,0,81,54.312163,-1,0.204949,256020012801,-1,3.550836,24.253497,-1,40.218313,0.223774,24.253497,0.992775,24.253497,20000001,0.223774,0,5000000.25,0.207982,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_2.dzn,1,1.518709,0.658454,2.518553,1964.533236,1.658351,12801,0,160,0.012499,1.020429,156.216624,0,81,54.320912,-1,0.205001,256020012801,-1,3.550899,24.253497,-1,40.220808,0.223812,24.253497,0.993607,24.253497,20000001,0.223812,0,5000000.25,0.208085,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_10.dzn,1,0.181995,5.494649,2.077689,24.392317,11.416171,4621,0.005566,40,0.008656,0.204917,-1,0.002947,21,28.162735,0.139449,0.314622,9261,0.558023,0.524339,1.161539,0.370918,11.420205,4.346506,1.000192,0.351609,1,21,4.338441,0,0.666667,0.129225,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_2.dzn,1,0.181995,5.494649,2.082017,24.392317,11.439952,4621,0.005566,40,0.008656,0.205558,-1,0.002947,21,28.35317,0.139449,0.315778,9261,0.562725,0.52708,1.161539,0.370918,11.443986,4.364458,1.000192,0.366852,1,21,4.356393,0,0.666667,0.132169,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_3.dzn,1,0.181995,5.494649,2.077689,24.392317,11.416171,4621,0.005566,40,0.008656,0.205326,-1,0.002947,21,28.275265,0.139449,0.314622,9261,0.561448,0.528844,1.161539,0.275951,11.420205,4.364458,1.000192,0.351609,1,21,4.356393,0,0.666667,0.129225,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_1.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_3.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_6.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_7.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_3.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020476,156.21678,0,81,54.326537,-1,0.204975,256020012801,-1,3.551204,24.253497,-1,40.219561,0.223793,24.253497,0.993191,24.253497,20000001,0.223793,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_9.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_4.dzn,1,1.518709,0.658454,2.518319,1964.533236,1.658197,12801,0,160,0.012499,1.020515,156.217092,0,81,54.302945,-1,0.204923,256020012801,-1,3.550642,24.253497,-1,40.217066,0.223756,24.253497,0.992358,24.253497,20000001,0.223756,0,5000000.25,0.20793,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_1.dzn,1,0.181995,5.494649,2.073361,24.392317,11.39239,4621,0.005566,40,0.008656,0.204847,-1,0.002947,21,28.145423,0.139449,0.313461,9261,0.558657,0.52853,1.161539,0.370918,11.396424,4.328553,1.000192,0.335989,1,21,4.320489,0,0.666667,0.126151,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_7.dzn,1,1.518709,0.658454,2.518241,1964.533236,1.658145,12801,0,160,0.012499,1.020329,156.21678,0,81,54.280291,-1,0.204897,256020012801,-1,3.549994,24.253497,-1,40.215818,0.223793,24.253497,0.991941,24.253497,20000001,0.223793,0,5000000.25,0.207879,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_8.dzn,1,1.518709,0.658454,2.518319,1964.533236,1.658197,12801,0,160,0.012499,1.020512,156.217092,0,81,54.293727,-1,0.204923,256020012801,-1,3.550331,24.253497,-1,40.217066,0.223774,24.253497,0.992358,24.253497,20000001,0.223774,0,5000000.25,0.20793,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_10.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929,9261,0.563072,0.523935,1.161539,0.370918,11.467767,4.38241,1.000192,0.381738,1,21,4.374345,0,0.666667,0.134993,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_9.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_6.dzn,1,1.518709,0.658454,2.518397,1964.533236,1.658248,12801,0,160,0.012499,1.020404,156.21678,0,81,54.303883,-1,0.204949,256020012801,-1,3.550557,24.253497,-1,40.218313,0.223793,24.253497,0.992775,24.253497,20000001,0.223793,0,5000000.25,0.207982,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_9.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020392,156.216624,0,81,54.308726,-1,0.204975,256020012801,-1,3.550604,24.253497,-1,40.219561,0.223812,24.253497,0.993191,24.253497,20000001,0.223812,0,5000000.25,0.208034,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195589,-1,0.00048,41,55.126158,0.105013,0.229685,68921,0.576681,0.549542,1.106282,0.226358,21.470697,5.341512,1.000032,0.251856,1,41,5.339143,0,0.666667,0.101711,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_10.dzn,1,1.514974,0.660077,2.514774,2449.60317,1.659945,20001,0.000001,200,0.01,1.022564,196.223339,0,101,67.656517,-1,0.203928,400020020001,-1,3.976174,24.253497,-1,40.259476,0.188125,24.253497,0.994245,24.253497,20000001,0.188125,0,5000000.25,0.206465,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_1.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_3.dzn,1,1.514974,0.660077,2.514774,2449.60317,1.659945,20001,0.000001,200,0.01,1.022542,196.223339,0,101,67.649118,-1,0.203928,400020020001,-1,3.975951,24.253497,-1,40.259476,0.188125,24.253497,0.994245,24.253497,20000001,0.188125,0,5000000.25,0.206465,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195697,-1,0.00048,41,55.149386,0.105013,0.229685,68921,0.577084,0.550024,1.106282,0.226358,21.470697,5.341512,1.000032,0.251856,1,41,5.339143,0,0.666667,0.101711,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,0.095264,10.497105,2.042943,45.357552,21.444986,34441,0.001855,80,0.002323,0.19526,-1,0.00048,41,55.056473,0.105013,0.228973,68921,0.5754,0.550741,1.106282,0.226358,21.446314,5.323106,1.000032,0.24155,1,41,5.320737,0,0.666667,0.099304,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_5.dzn,1,1.514974,0.660077,2.514824,2449.60317,1.659978,20001,0.000001,200,0.01,1.02255,196.223239,0,101,67.660317,-1,0.203944,400020020001,-1,3.976206,24.253497,-1,40.260276,0.188137,24.253497,0.994528,24.253497,20000001,0.188137,0,5000000.25,0.206498,-1
