@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
eijk.S386.S-f2,1,0.333265,0.571378,849.5,0.750153,1629,2.182897,1762,23.301587,0.39644,1699,0.559191,4888,0.075082,0.032182,0.150164,11404
eijk.S420.S-f2,1,0.333265,0.571379,869,0.750153,1634,2.172343,1824,18.325581,0.394178,1738,0.563504,4903,0.080359,0.034444,0.160718,11439
eijk.S526.S-f4-shuffled,1,0.333303,0.571406,1856.5,0.750069,3626,2.228238,3801,25.954545,0.406099,3713,0.56192,10879,0.052486,0.022495,0.104973,25383
eijk.S641.S-f2,1,0.333277,0.571388,1058,0.750126,1988,2.203018,2212,16.166667,0.400733,2116,0.568166,5965,0.065046,0.02788,0.130092,13917
eijk.S713.S-f2,1,0.333278,0.571388,1063.5,0.750125,1999,2.203735,2223,16.166667,0.400886,2127,0.568199,5998,0.064688,0.027726,0.129376,13994
emptyroom_e3_ser---19_-shuffled,1,0.627428,0.574679,464,0.740102,3779,2.365931,934,2048,0.274689,928,0.426788,6023,0.510045,0.150633,1.02009,20394
emptyroom_e3_ser--opt-20_-shuffled,1,0.624244,0.575059,488,0.738951,3924,2.377665,982,2048,0.279279,976,0.432038,6286,0.488705,0.145661,0.97741,21090
emptyroom_e4_par---21_-shuffled,1,0.74168,0.558511,1024,0.790477,14597,1.96992,2056,16384,0.127337,2048,0.245312,19681,1.664956,0.314153,3.329912,104306
emptyroom_e4_ser--opt-44_-shuffled,1,0.666256,0.565431,2128,0.768563,21612,2.238424,4264,16384,0.197371,4256,0.328849,32438,1.010173,0.237198,2.020347,138146
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.877038,0.515371,1202.333333,0.940351,59322,2.937107,7454,600,0.430736,7214,0.47683,67639,0.177412,0.053893,0.354825,222663
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.895667,0.508597,1231.571429,0.966192,71416,2.965486,8909,700,0.437115,8621,0.469487,79735,0.180598,0.054288,0.361196,265253
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.909388,0.503698,1253.5,0.985315,83510,2.986388,10364,800,0.441728,10028,0.464174,91831,0.182945,0.054573,0.36589,307843
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.93206,0.41253,330.888889,1.424066,18548,3.512462,3026,1134,0.547652,2978,0.37872,19900,0.15196,0.039818,0.30392,75946
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.919915,0.49999,1270.555556,1.00004,95604,3.002425,11819,900,0.445221,11435,0.460151,103927,0.184745,0.054789,0.36949,350433
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.778366,0.450188,294.666667,1.221294,4706,3.2696,896,378,0.514286,884,0.420291,6046,0.125041,0.035526,0.250083,21280
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.734905,0.572171,997.666667,0.74773,23040,2.720583,3089,300,0.377246,2993,0.538317,31351,0.153105,0.050583,0.30621,94893
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.808663,0.541507,1100,0.846698,35134,2.832946,4544,400,0.406123,4400,0.505145,43447,0.165719,0.05237,0.331438,137483
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.873968,0.426054,316.4,1.347118,9320,3.420668,1606,630,0.535669,1582,0.393661,10664,0.141785,0.038277,0.283571,39502
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.850296,0.525348,1161.4,0.9035,47228,2.896369,5999,500,0.42134,5807,0.487644,55543,0.172839,0.053312,0.345678,180073
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.889918,0.441977,777.166667,1.262563,34002,3.683286,4698,1524,0.528315,4663,0.415363,38208,0.116337,0.029708,0.232674,149621
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.906322,0.438409,786,1.280974,40712,3.706077,5544,1778,0.53148,5502,0.411415,44920,0.118744,0.030111,0.237489,177145
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.918461,0.435801,792.625,1.294624,47422,3.722943,6390,2032,0.533794,6341,0.408529,51632,0.120526,0.030405,0.241052,204669
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.767596,0.470253,715.333333,1.126514,13872,3.513336,2160,762,0.503229,2146,0.44663,18072,0.098384,0.026518,0.196768,67049
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.725699,0.597589,5381.666667,0.67339,154132,2.700891,16385,732,0.356097,16145,0.55947,212391,0.137859,0.046314,0.275718,632205
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.801194,0.566099,5997,0.766475,234794,2.810964,24348,976,0.385722,23988,0.525693,293055,0.149869,0.048179,0.299739,911607
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.889402,0.446339,1466.166667,1.240451,70237,3.720847,8837,3060,0.521202,8797,0.415761,78971,0.129161,0.032459,0.258323,314239
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.905905,0.442786,1483,1.258428,84106,3.743101,10429,3570,0.524311,10381,0.411778,92842,0.131837,0.032903,0.263674,371997
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.934982,0.436643,1513.3,1.290198,125713,3.782314,15205,5100,0.529685,15133,0.404889,134455,0.136551,0.033671,0.273103,545271
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.766369,0.474465,1348.333333,1.107636,28630,3.554928,4061,1530,0.496591,4045,0.447284,37358,0.109214,0.028943,0.218427,140965
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.829589,0.45964,1407.25,1.175617,42499,3.640184,5653,2040,0.509564,5629,0.430672,51229,0.119464,0.030797,0.238927,198723
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.865868,0.451492,1442.6,1.214881,56368,3.689109,7245,2550,0.516693,7213,0.421538,65100,0.125346,0.031815,0.250691,256481
f600-00-shuffled,1,0.212619,0.595945,2174,0.678006,2551,1.787298,4948,27.5,0.275106,4348,0.508752,11998,0.319137,0.148885,0.687615,29694
ii32c1-00,1,0.016057,0.619097,976.5,0.615255,129,1.840428,2178,56.053333,0.153281,1953,0.610847,8034,0.597585,0.071354,0.784914,21092
ii32c1-50-shuffled,1,0.016725,0.620852,869.5,0.610689,129,1.833787,1964,55.102222,0.143145,1739,0.623568,7713,0.622456,0.068721,0.803708,20343
ii32e1-00-shuffled,1,0.016726,0.621277,925,0.609589,131,1.848315,2072,55.891892,0.146567,1850,0.619845,7832,0.612998,0.067843,0.792135,20680
ii32e1-50-shuffled,1,0.017476,0.623241,813,0.604516,131,1.841515,1848,54.882883,0.135454,1626,0.634586,7496,0.640475,0.064887,0.8127,19896
ii8a1-00-shuffled,1,0.022837,0.582329,191,0.717241,19,1.774038,448,15.636364,0.296687,382,0.521037,832,0.289663,0.138052,0.620192,1992
ii8a1-90-shuffled,1,0.029141,0.585242,131,0.708696,19,1.711656,328,13.818182,0.26145,262,0.561447,652,0.369632,0.136768,0.699387,1572
ii8a3-90,1,0.026939,0.589048,928,0.697654,149,1.721208,2120,29.840909,0.239691,1856,0.534161,5531,0.416742,0.121406,0.712168,13459
ii8c1-90-shuffled,1,0.016845,0.584143,1836.5,0.711911,176,1.707408,4183,28.568627,0.259791,3673,0.512764,10448,0.375287,0.133896,0.697263,25124
ii8d1-00-shuffled,1,0.012956,0.581374,2392.5,0.720064,158,1.737679,5315,29.962264,0.284027,4785,0.492524,12195,0.321525,0.137963,0.651087,29131
impl18-shuffled,1,0.986301,0.498851,2.947368,1.004608,144,1.993151,74,152,0.335632,56,0.440476,146,0.493151,0.165517,0.986301,435
irst.dme4.B-d4-shuffled,1,0.333197,0.571329,448.5,0.750306,816,2.22989,945,10.5,0.406616,897,0.578666,2449,0.05145,0.022055,0.102899,5713
irst.dme5.B-d4-shuffled,1,0.333237,0.571358,630.5,0.750217,1153,2.220809,1325,12.125,0.404609,1261,0.575103,3460,0.056069,0.024034,0.112139,8072
jnh1-50-shuffled,1,0.14571,0.624757,530,0.600622,788,1.842456,1160,88.96,0.22058,1060,0.515202,5408,0.412167,0.153969,0.822485,14412
jnh207-90-shuffled,1,0.15606,0.624082,458,0.602353,743,1.831548,1016,78.9,0.225977,916,0.51303,4761,0.398866,0.161548,0.828607,12665
jnh218-00-shuffled,1,0.145,0.62127,548.5,0.609607,725,1.8398,1197,80.06,0.236479,1097,0.50227,5000,0.3756,0.16096,0.8006,13202
jnh218-90-shuffled,1,0.153277,0.623767,458.5,0.603162,725,1.830655,1017,78.26,0.226853,917,0.51227,4730,0.39704,0.161868,0.827273,12572
k3_1_2-shuffled,1,0.689944,0.481289,133,1.077754,247,2.284916,269,96,0.443867,266,0.411029,358,0.201117,0.074844,0.402235,962
k4_2_2-shuffled,1,0.655876,0.476014,519,1.10078,932,2.306122,1042,248,0.458256,1038,0.411865,1421,0.174525,0.06573,0.34905,3773
k5_2_2,1,0.587459,0.471155,992,1.122443,1602,2.195453,1989,427.2,0.453154,1984,0.396461,2727,0.19582,0.075691,0.391639,7055
k5_3_2-shuffled,1,0.634606,0.472736,1442,1.115346,2527,2.315922,2889,507.2,0.466826,2884,0.413012,3982,0.159216,0.060439,0.318433,10490
k_branch_n-20-shuffled,1,0.127969,0.560347,595.391304,0.784609,10103,2.488632,13821,3809.826772,0.393115,13694,0.518574,78949,0.127703,0.046538,0.255405,216639
k_branch_n-4-shuffled,1,0.221053,0.505107,111.714286,0.979777,567,2.306043,803,244.190476,0.4458,782,0.468261,2565,0.125536,0.049093,0.251072,6559
k_branch_n-5-shuffled,1,0.211151,0.512119,140.5,0.95267,818,2.328343,1149,345.92,0.439603,1124,0.474159,3874,0.124419,0.048277,0.248838,9984
k_branch_n-6,1,0.202543,0.518449,169.777778,0.928832,1115,2.349682,1557,463.724138,0.434363,1528,0.480204,5505,0.122434,0.047189,0.244868,14283
k_branch_n-7,1,0.194868,0.524222,199.4,0.90759,1458,2.369955,2027,597.575758,0.429793,1994,0.486151,7482,0.120021,0.045985,0.240043,19528
k_branch_n-8-shuffled,1,0.182564,0.523166,229.272727,0.911438,1847,2.34961,2568,751.478261,0.422735,2522,0.477623,10117,0.142532,0.054099,0.285065,26655
k_branch_p-11-shuffled,1,0.165668,0.536937,319.857143,0.862414,3290,2.402488,4539,1298.491803,0.413209,4478,0.493719,19859,0.133038,0.049854,0.266076,52995
k_branch_p-14-shuffled,1,0.151981,0.548236,411.294118,0.824034,5147,2.447824,7068,1989.578947,0.405741,6992,0.507671,33866,0.124077,0.046023,0.248154,91302
k_branch_p-16-shuffled,1,0.140799,0.549063,472.526316,0.821285,6615,2.440381,9081,2535.223301,0.399807,8978,0.503645,46982,0.138989,0.05113,0.277979,127714
k_branch_p-17-shuffled,1,0.137342,0.552104,503.2,0.811252,7418,2.45326,10173,2829.87156,0.397989,10064,0.507637,54011,0.136009,0.049907,0.272019,147195
k_branch_p-4-shuffled,1,0.220966,0.505181,111.714286,0.979487,567,2.306313,803,244.190476,0.445748,782,0.468359,2566,0.125487,0.04907,0.250974,6562
k_branch_p-6-shuffled,1,0.202506,0.51848,169.777778,0.928716,1115,2.3498,1557,463.724138,0.434341,1528,0.480245,5506,0.122412,0.047179,0.244824,14286
k_branch_p-8-shuffled,1,0.182546,0.523183,229.272727,0.911379,1847,2.349674,2568,751.478261,0.422725,2522,0.477646,10118,0.142518,0.054093,0.285037,26658
k_d4_n-11-shuffled,1,0.203949,0.506266,59.5625,0.975248,723,2.216925,1002,445.306122,0.421924,953,0.456794,3545,0.185896,0.07181,0.371791,9177
k_d4_n-14-shuffled,1,0.202577,0.506728,63.263158,0.973444,912,2.218792,1263,537.901639,0.421359,1202,0.456883,4502,0.186362,0.071912,0.372723,11667
k_d4_n-15-shuffled,1,0.20224,0.506842,64.25,0.973003,975,2.219249,1350,568.553846,0.421221,1285,0.456903,4821,0.186476,0.071937,0.372952,12497
k_d4_n-16-shuffled,1,0.201946,0.506941,65.142857,0.972617,1038,2.21965,1437,599.130435,0.4211,1368,0.456921,5140,0.186576,0.071959,0.373152,13327
k_d4_n-17-shuffled,1,0.201685,0.507028,65.954545,0.972276,1101,2.220004,1524,629.643836,0.420993,1451,0.456937,5459,0.186664,0.071979,0.373328,14157
k_d4_n-18-shuffled,1,0.201454,0.507106,66.695652,0.971974,1164,2.220318,1611,660.103896,0.420898,1534,0.456951,5778,0.186743,0.071996,0.373486,14987
k_d4_n-19-shuffled,1,0.201247,0.507176,67.375,0.971703,1227,2.2206,1698,690.518519,0.420813,1617,0.456963,6097,0.186813,0.072011,0.373626,15817
k_d4_n-20-shuffled,1,0.20106,0.507239,68,0.971459,1290,2.220854,1785,720.894118,0.420736,1700,0.456974,6416,0.186877,0.072025,0.373753,16647
k_d4_n-21-shuffled,1,0.200891,0.507295,68.576923,0.971238,1353,2.221084,1872,751.235955,0.420667,1783,0.456984,6735,0.186934,0.072038,0.373868,17477
k_d4_n-7-shuffled,1,0.20758,0.505037,51.75,0.980054,471,2.211988,654,318.909091,0.423425,621,0.456535,2269,0.184663,0.071538,0.369326,5857
k_d4_p-10-shuffled,1,0.241435,0.499467,40,1.002134,451,2.220021,635,236.914286,0.44255,600,0.467237,1868,0.14561,0.057983,0.291221,4691
k_d4_p-11-shuffled,1,0.240858,0.499709,41.0625,1.001165,494,2.220868,695,255.578947,0.442267,657,0.467231,2051,0.145783,0.058024,0.291565,5153
k_d4_p-21-shuffled,1,0.238083,0.50087,47.192308,0.996527,924,2.224942,1295,439,0.440909,1227,0.46718,3881,0.146612,0.058222,0.293223,9773
k_d4_p-6-shuffled,1,0.245599,0.497714,33.818182,1.009187,279,2.213908,395,160.521739,0.444601,372,0.467234,1136,0.144366,0.057686,0.288732,2843
k_d4_p-7-shuffled,1,0.244124,0.498336,35.75,1.006679,322,2.216073,455,180,0.443873,429,0.467244,1319,0.144807,0.057791,0.289613,3305
k_dum_n-10-shuffled,1,0.280147,0.487937,31.5,1.049444,381,2.238235,532,151.428571,0.471049,504,0.471753,1360,0.1,0.041013,0.2,3316
k_dum_n-21-shuffled,1,0.276917,0.489572,35.777778,1.0426,733,2.242917,1016,284,0.469025,966,0.471366,2647,0.101247,0.041403,0.202493,6473
k_dum_p-11-shuffled,1,0.275081,0.491071,34.615385,1.036364,340,2.245955,473,138.782609,0.467923,450,0.47307,1236,0.100324,0.041005,0.200647,3024
k_dum_p-13-shuffled,1,0.276361,0.490837,35.333333,1.037335,401,2.246037,557,156.148148,0.468565,530,0.473176,1451,0.099242,0.040598,0.198484,3547
k_dum_p-16-shuffled,1,0.277217,0.490813,36.222222,1.037436,494,2.245791,685,186.181818,0.468764,652,0.473186,1782,0.098765,0.040423,0.197531,4354
k_dum_p-21-shuffled,1,0.2791,0.490335,36.956522,1.039421,645,2.246214,893,226.790698,0.469941,850,0.473407,2311,0.096928,0.039723,0.193855,5639
ken.flash^10.C-f4-shuffled,1,0.33333,0.571426,18815,0.750007,37345,2.293138,37856,39.840708,0.419963,37630,0.566196,112036,0.020092,0.008611,0.040184,261416
ken.flash^14.C-d4-shuffled,1,0.333322,0.57142,5135.5,0.750025,10020,2.246066,10470,26.351759,0.409889,10271,0.563439,30061,0.043611,0.018691,0.087223,70141
ken.oop^1.C-d2,1,0.333278,0.571388,1076,0.750124,2024,2.171414,2231,24.860759,0.393959,2152,0.556439,6073,0.08085,0.034653,0.161699,14169
k_grz_n-10-shuffled,1,0.200222,0.5127,55.444444,0.950458,361,2.324459,519,163,0.434578,499,0.478415,1803,0.136994,0.052721,0.273988,4685
k_grz_n-13-shuffled,1,0.192235,0.518653,61.777778,0.928073,406,2.357955,576,172.6,0.432271,556,0.486467,2112,0.128314,0.049076,0.256629,5522
k_grz_n-14-shuffled,1,0.187398,0.521983,69.777778,0.915771,458,2.371522,649,193.714286,0.429841,628,0.489651,2444,0.126432,0.048176,0.252864,6414
k_grz_n-21-shuffled,1,0.168708,0.531276,91.555556,0.88226,606,2.412027,848,237.5,0.421862,824,0.498523,3592,0.124722,0.046862,0.249443,9560
k_grz_p-10-shuffled,1,0.196961,0.505941,53.666667,0.976516,350,2.272932,503,183.8,0.430331,483,0.460523,1777,0.16601,0.063729,0.33202,4629
k_grz_p-17-shuffled,1,0.180709,0.511924,71.666667,0.953416,474,2.313763,667,228.545455,0.426651,645,0.465864,2623,0.162028,0.061425,0.324056,6919
k_grz_p-21-shuffled,1,0.173488,0.517047,85.777778,0.934061,568,2.3427,796,258.166667,0.424672,772,0.473027,3274,0.154551,0.058282,0.309102,8682
k_lin_n-10-shuffled,1,0.076268,0.578274,406.4,0.729284,1388,2.554536,2048,2101.5,0.370315,2032,0.531012,18199,0.146382,0.051411,0.292763,51818
k_lin_n-13-shuffled,1,0.062934,0.594221,543.2,0.682875,1856,2.631515,2732,2821.5,0.363588,2716,0.555283,29491,0.121257,0.042191,0.242515,84758
k_lin_n-14-shuffled,1,0.059472,0.598332,588.8,0.671314,2012,2.651592,2960,3061.5,0.36186,2944,0.561558,33831,0.114688,0.039809,0.229375,97466
k_lin_n-21-shuffled,1,0.042483,0.614595,908,0.627087,3104,2.728913,4558,4776.444444,0.353487,4540,0.584988,73065,0.09304,0.031918,0.186081,212984
k_lin_n-9-shuffled,1,0.083804,0.576592,360.8,0.734327,1232,2.553296,1818,1844,0.374171,1804,0.531449,14701,0.139446,0.049236,0.278893,41636
k_lin_p-12-shuffled,1,0.132075,0.543139,156.25,0.841149,434,2.377663,636,560.727273,0.395153,625,0.489905,3286,0.167377,0.061708,0.334753,8913
k_lin_p-16-shuffled,1,0.116422,0.556184,205.25,0.797968,570,2.43607,833,702,0.387298,821,0.506969,4896,0.155229,0.056518,0.310458,13447
k_lin_p-21-shuffled,1,0.100489,0.565988,266.5,0.766822,740,2.477594,1079,963.076923,0.379425,1066,0.517637,7364,0.15182,0.054587,0.303639,20481
k_lin_p-8-shuffled,1,0.155532,0.529319,107.25,0.889218,298,2.323069,439,358.4,0.407139,429,0.476635,1916,0.169102,0.063542,0.338205,5099
k_path_n-10-shuffled,1,0.242991,0.477486,53.692308,1.094301,494,2.138711,732,318.588235,0.448121,698,0.422728,2033,0.186916,0.074393,0.373832,5108
k_path_n-20-shuffled,1,0.242485,0.477433,59.304348,1.094533,968,2.140531,1428,565.625,0.448242,1364,0.422023,3992,0.186874,0.074325,0.373747,10037
k_path_n-21-shuffled,1,0.242599,0.477458,59.208333,1.094427,1008,2.140794,1488,585.074627,0.448263,1421,0.422188,4155,0.186763,0.07428,0.373526,10447
k_path_p-10-shuffled,1,0.242703,0.477419,53,1.094595,449,2.135135,667,299.096774,0.447312,636,0.421752,1850,0.189189,0.075269,0.378378,4650
k_path_p-16-shuffled,1,0.242535,0.477435,57.333333,1.094527,731,2.138686,1081,444.897959,0.447875,1032,0.421867,3014,0.18779,0.07469,0.375581,7578
k_path_p-21-shuffled,1,0.242492,0.477456,59.347826,1.094434,969,2.140891,1429,565.625,0.448293,1365,0.42211,3996,0.186687,0.074251,0.373373,10047
k_path_p-9-shuffled,1,0.242806,0.477452,52.090909,1.094453,405,2.136091,601,274.571429,0.447626,573,0.422199,1668,0.188249,0.074922,0.376499,4191
k_ph_n-10-shuffled,1,0.0865,0.556742,471.333333,0.796163,1029,2.444183,1423,2013.333333,0.375833,1414,0.492432,11896,0.190484,0.067424,0.380968,33608
k_ph_n-13-shuffled,1,0.057715,0.585465,965.333333,0.708045,2160,2.5732,2906,4644.8,0.360725,2896,0.53349,37425,0.155164,0.05381,0.310327,107916
k_ph_n-14-shuffled,1,0.050844,0.594402,1188,0.682362,2674,2.617109,3574,5897.6,0.357214,3564,0.54755,52592,0.140192,0.048384,0.280385,152385
k_ph_n-15-shuffled,1,0.045037,0.602098,1442,0.660859,3263,2.655565,4336,7352,0.354298,4326,0.559785,72452,0.126856,0.043604,0.253713,210783
k_ph_n-8-shuffled,1,0.114916,0.53388,261.333333,0.87308,557,2.353827,792,1002,0.391353,784,0.463798,4847,0.206932,0.074767,0.413864,13415
k_ph_n-9-shuffled,1,0.099004,0.550228,359.333333,0.817428,775,2.42233,1086,1478,0.382299,1078,0.486338,7828,0.188937,0.067473,0.377874,21920
k_ph_p-11-shuffled,1,0.072938,0.573032,693,0.745103,1539,2.52019,2088,3129.777778,0.368482,2079,0.516774,21100,0.166919,0.058486,0.333839,60220
k_ph_p-12-shuffled,1,0.06296,0.578819,871.666667,0.727656,1950,2.541457,2625,4119.2,0.363325,2615,0.522955,30972,0.166279,0.057856,0.332558,89014
k_ph_p-8-shuffled,1,0.11221,0.537729,305,0.859673,658,2.373465,923,1177,0.389886,915,0.469412,5864,0.200887,0.072385,0.401774,16274
k_ph_p-9-shuffled,1,0.097694,0.552991,411.666667,0.808348,898,2.438425,1243,1681,0.38176,1235,0.490901,9192,0.182985,0.065249,0.36597,25778
k_poly_n-12-shuffled,1,0.295877,0.489458,23.179487,1.043077,653,2.146806,978,305.189189,0.456514,904,0.471073,2207,0.130041,0.054029,0.260082,5312
k_poly_n-13-shuffled,1,0.295798,0.489492,23.348837,1.042936,725,2.146879,1086,337.268293,0.456441,1004,0.470986,2451,0.130151,0.054068,0.260302,5900
k_poly_n-20-shuffled,1,0.29556,0.489593,23.873016,1.042514,1085,2.147099,1626,497.508197,0.456222,1504,0.470726,3671,0.130482,0.054186,0.260964,8840
k_poly_n-21-shuffled,1,0.29553,0.489605,23.940299,1.042461,1157,2.147126,1734,529.538462,0.456194,1604,0.470694,3915,0.130524,0.0542,0.261047,9428
k_poly_p-19-shuffled,1,0.295585,0.489582,23.816667,1.042558,1031,2.147076,1545,473.482759,0.456245,1429,0.470754,3488,0.130447,0.054173,0.260894,8399
k_poly_p-21-shuffled,1,0.295537,0.489602,23.924242,1.042474,1139,2.14712,1707,521.53125,0.456201,1579,0.470701,3854,0.130514,0.054197,0.261028,9281
k_t4p_n-12-shuffled,1,0.229969,0.505427,55.433333,0.978527,1260,2.215915,1744,636.592593,0.430892,1663,0.463261,5479,0.161708,0.063681,0.323417,13913
k_t4p_n-17-shuffled,1,0.229304,0.505889,58.325,0.976718,1770,2.218033,2444,877.513514,0.430582,2333,0.463406,7719,0.16142,0.063529,0.32284,19613
k_t4p_n-21-shuffled,1,0.228998,0.506102,59.770833,0.975887,2178,2.21901,3004,1069.955556,0.430439,2869,0.463471,9511,0.161287,0.063459,0.322574,24173
k_t4p_n-4-shuffled,1,0.234301,0.502399,42.214286,0.990449,444,2.202111,624,247.636364,0.432923,591,0.462163,1895,0.163588,0.064678,0.327177,4793
k_t4p_p-12-shuffled,1,0.23125,0.50441,49,0.982515,703,2.209868,979,377.75,0.431258,931,0.462767,3040,0.163158,0.064332,0.326316,7710
k_t4p_p-20-shuffled,1,0.229925,0.505379,54.333333,0.978713,1111,2.214818,1539,571.833333,0.430725,1467,0.463151,4832,0.162252,0.063896,0.324503,12270
k_t4p_p-21-shuffled,1,0.229826,0.505452,54.785714,0.978428,1162,2.21519,1609,596,0.430685,1534,0.463179,5056,0.162184,0.063863,0.324367,12840
k_t4p_p-4-shuffled,1,0.236378,0.500635,35.909091,0.997464,295,2.190705,419,179.5,0.433333,395,0.461009,1248,0.166667,0.066032,0.333333,3150
k_t4p_p-8-shuffled,1,0.232743,0.503315,44.2,0.986828,499,2.204291,699,279.666667,0.43186,663,0.462299,2144,0.164179,0.064825,0.328358,5430
lognBWLARGEB1-shuffled,1,0.005818,0.966771,935,0.034371,1040,2.02428,1871,1832,0.031795,1870,0.966196,178750,0.002909,0.001092,0.005124,362756
lut4_2_f2-shuffled,1,0.995516,0.472371,31.5,1.116981,444,4.060538,70,284,0.350446,63,0.327986,446,1.11435,0.177184,2.2287,2805
lut4_AND_f1-shuffled,1,0.997037,0.515495,33.5,0.939884,673,3.708148,75,544,0.251977,67,0.316753,675,1.611852,0.232528,3.223704,4679
lut4_XOR_fOR-shuffled,1,0.940476,0.481156,19,1.078329,158,3.488095,43,84,0.386935,38,0.3952,168,0.625,0.13191,1.25,796
mutex-128-s,1,0.457886,0.555067,11058,0.801584,6866,1.982994,11570,13.90625,0.348284,11058,0.479757,14995,0.237546,0.09654,0.474825,36855
mutex-16-s,1,0.459809,0.554286,1314,0.804124,818,1.982574,1378,13.25,0.348343,1314,0.480128,1779,0.23946,0.096457,0.476672,4375
mutex-2-s,1,0.488189,0.542857,96,0.842105,62,1.976378,104,8,0.349206,96,0.484921,127,0.267717,0.095238,0.503937,315
mutex-32-s,1,0.458686,0.554742,2706,0.802639,1682,1.98282,2834,13.625,0.348308,2706,0.479912,3667,0.238342,0.096506,0.475593,9015
mutex-4-s,1,0.46832,0.550838,270,0.815416,170,1.980716,286,11,0.348603,270,0.481697,363,0.247934,0.096089,0.484848,895
mutex-64-s,1,0.458149,0.55496,5490,0.80193,3410,1.982937,5746,13.8125,0.348292,5490,0.479808,7443,0.237807,0.096529,0.475077,18295
mutex-8-s,1,0.462275,0.553285,618,0.807388,386,1.982036,650,12.5,0.348418,618,0.480594,835,0.241916,0.09635,0.479042,2055
ncf_16_32_8_d.10,1,0.137012,0.62338,366,0.604159,663,1.923745,2314,42.878099,0.248165,1830,0.605383,4839,0.339946,0.14462,0.72267,12806
ncf_16_32_8_d.1,1,0.137012,0.622989,366,0.605164,663,1.923745,2314,42.878099,0.244651,1830,0.609826,4839,0.350279,0.140715,0.72267,12806
ncf_16_32_8_d.2,1,0.136729,0.623451,366,0.603974,663,1.923696,2314,43.06405,0.247604,1830,0.605887,4849,0.341307,0.144293,0.723242,12835
ncf_16_32_8_d.3,1,0.136448,0.624223,366,0.601993,663,1.923647,2314,43.25,0.253343,1830,0.598427,4859,0.324141,0.150964,0.723811,12864
ncf_16_32_8_d.4,1,0.136448,0.623912,366,0.602791,663,1.923647,2314,43.25,0.250544,1830,0.601965,4859,0.332373,0.147854,0.723811,12864
ncf_16_32_8_d.5,1,0.13758,0.622372,366,0.606756,663,1.923843,2314,42.506198,0.241528,1830,0.614188,4819,0.360033,0.136649,0.721519,12748
ncf_16_32_8_d.6,1,0.137867,0.62269,366,0.605934,663,1.923893,2314,42.320248,0.245617,1830,0.609225,4809,0.348305,0.140892,0.72094,12719
ncf_16_32_8_d.7,1,0.13758,0.62347,366,0.603926,663,1.923843,2314,42.506198,0.251412,1830,0.60169,4819,0.330982,0.147631,0.721519,12748
ncf_16_32_8_d.8,1,0.137867,0.623555,366,0.603707,663,1.923893,2314,42.320248,0.2534,1830,0.599383,4809,0.325431,0.14954,0.72094,12719
ncf_16_32_8_d.9,1,0.136448,0.623212,366,0.60459,663,1.923647,2314,43.25,0.244248,1830,0.609927,4859,0.350895,0.140858,0.723811,12864
