@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.706517,0.650255,125
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.708177,0.650762,124.5
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.726156,0.645658,150.875
counter_16,1,0.980459,0.501718,97.058824
counter_32-shuffled,1,0.990231,0.500916,193.030303
counter_8-shuffled,1,0.960918,0.503022,49.111111
counter_e_16,1,0.981583,0.502749,100
counter_e_8-shuffled,1,0.964996,0.504673,52
counter_r_16,1,0.977998,0.500552,100
counter_r_8-shuffled,1,0.958367,0.500943,52
counter_re_16,1,0.978746,0.500459,102.941176
cube_c11_par---13_-shuffled,1,0.938092,0.494515,660
cube_c3_ser--opt-6_-shuffled,1,0.628655,0.553926,85.5
cube_c5_ser---14_-shuffled,1,0.701152,0.553646,322.5
cube_c7_ser---23_-shuffled,1,0.758639,0.510144,735
cube_c9_par--opt-11_-shuffled,1,0.912498,0.500771,459
eijk.S1238.S-d3-shuffled,1,0.333198,0.571329,421
eijk.S1423.S-d4-shuffled,1,0.333302,0.571406,1803
eijk.S208o.S-d4-shuffled,1,0.332075,0.570502,46
eijk.S208o.S-f4-shuffled,1,0.333256,0.571372,755
eijk.S298.S-f2-shuffled,1,0.333204,0.571334,452
eijk.S298.S-f4,1,0.333279,0.571389,1053
eijk.S344.S-f3,1,0.333276,0.571386,1000
eijk.S349.S-f3,1,0.333275,0.571386,988.5
eijk.S382.S-f4-shuffled,1,0.333288,0.571395,1253.5
eijk.S386.S-f2,1,0.333265,0.571378,849.5
eijk.S420.S-f2,1,0.333265,0.571379,869
eijk.S526.S-f4-shuffled,1,0.333303,0.571406,1856.5
eijk.S641.S-f2,1,0.333277,0.571388,1058
eijk.S713.S-f2,1,0.333278,0.571388,1063.5
emptyroom_e3_ser---19_-shuffled,1,0.627428,0.574679,464
emptyroom_e3_ser--opt-20_-shuffled,1,0.624244,0.575059,488
emptyroom_e4_par---21_-shuffled,1,0.74168,0.558511,1024
emptyroom_e4_ser--opt-44_-shuffled,1,0.666256,0.565431,2128
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.877038,0.515371,1202.333333
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.895667,0.508597,1231.571429
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.909388,0.503698,1253.5
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.93206,0.41253,330.888889
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.919915,0.49999,1270.555556
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.778366,0.450188,294.666667
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.734905,0.572171,997.666667
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.808663,0.541507,1100
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.873968,0.426054,316.4
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.850296,0.525348,1161.4
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.889918,0.441977,777.166667
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.906322,0.438409,786
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.918461,0.435801,792.625
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.767596,0.470253,715.333333
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.725699,0.597589,5381.666667
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.801194,0.566099,5997
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.889402,0.446339,1466.166667
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.905905,0.442786,1483
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.934982,0.436643,1513.3
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.766369,0.474465,1348.333333
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.829589,0.45964,1407.25
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.865868,0.451492,1442.6
f600-00-shuffled,1,0.212619,0.595945,2174
ii32c1-00,1,0.016057,0.619097,976.5
ii32c1-50-shuffled,1,0.016725,0.620852,869.5
ii32e1-00-shuffled,1,0.016726,0.621277,925
ii32e1-50-shuffled,1,0.017476,0.623241,813
ii8a1-00-shuffled,1,0.022837,0.582329,191
ii8a1-90-shuffled,1,0.029141,0.585242,131
ii8a3-90,1,0.026939,0.589048,928
ii8c1-90-shuffled,1,0.016845,0.584143,1836.5
ii8d1-00-shuffled,1,0.012956,0.581374,2392.5
impl18-shuffled,1,0.986301,0.498851,2.947368
irst.dme4.B-d4-shuffled,1,0.333197,0.571329,448.5
irst.dme5.B-d4-shuffled,1,0.333237,0.571358,630.5
jnh1-50-shuffled,1,0.14571,0.624757,530
jnh207-90-shuffled,1,0.15606,0.624082,458
jnh218-00-shuffled,1,0.145,0.62127,548.5
jnh218-90-shuffled,1,0.153277,0.623767,458.5
k3_1_2-shuffled,1,0.689944,0.481289,133
k4_2_2-shuffled,1,0.655876,0.476014,519
k5_2_2,1,0.587459,0.471155,992
k5_3_2-shuffled,1,0.634606,0.472736,1442
k_branch_n-20-shuffled,1,0.127969,0.560347,595.391304
k_branch_n-4-shuffled,1,0.221053,0.505107,111.714286
k_branch_n-5-shuffled,1,0.211151,0.512119,140.5
k_branch_n-6,1,0.202543,0.518449,169.777778
k_branch_n-7,1,0.194868,0.524222,199.4
k_branch_n-8-shuffled,1,0.182564,0.523166,229.272727
k_branch_p-11-shuffled,1,0.165668,0.536937,319.857143
k_branch_p-14-shuffled,1,0.151981,0.548236,411.294118
k_branch_p-16-shuffled,1,0.140799,0.549063,472.526316
k_branch_p-17-shuffled,1,0.137342,0.552104,503.2
k_branch_p-4-shuffled,1,0.220966,0.505181,111.714286
k_branch_p-6-shuffled,1,0.202506,0.51848,169.777778
k_branch_p-8-shuffled,1,0.182546,0.523183,229.272727
k_d4_n-11-shuffled,1,0.203949,0.506266,59.5625
k_d4_n-14-shuffled,1,0.202577,0.506728,63.263158
k_d4_n-15-shuffled,1,0.20224,0.506842,64.25
k_d4_n-16-shuffled,1,0.201946,0.506941,65.142857
k_d4_n-17-shuffled,1,0.201685,0.507028,65.954545
k_d4_n-18-shuffled,1,0.201454,0.507106,66.695652
k_d4_n-19-shuffled,1,0.201247,0.507176,67.375
k_d4_n-20-shuffled,1,0.20106,0.507239,68
k_d4_n-21-shuffled,1,0.200891,0.507295,68.576923
k_d4_n-7-shuffled,1,0.20758,0.505037,51.75
k_d4_p-10-shuffled,1,0.241435,0.499467,40
k_d4_p-11-shuffled,1,0.240858,0.499709,41.0625
k_d4_p-21-shuffled,1,0.238083,0.50087,47.192308
k_d4_p-6-shuffled,1,0.245599,0.497714,33.818182
k_d4_p-7-shuffled,1,0.244124,0.498336,35.75
k_dum_n-10-shuffled,1,0.280147,0.487937,31.5
k_dum_n-21-shuffled,1,0.276917,0.489572,35.777778
k_dum_p-11-shuffled,1,0.275081,0.491071,34.615385
k_dum_p-13-shuffled,1,0.276361,0.490837,35.333333
k_dum_p-16-shuffled,1,0.277217,0.490813,36.222222
k_dum_p-21-shuffled,1,0.2791,0.490335,36.956522
ken.flash^10.C-f4-shuffled,1,0.33333,0.571426,18815
ken.flash^14.C-d4-shuffled,1,0.333322,0.57142,5135.5
ken.oop^1.C-d2,1,0.333278,0.571388,1076
k_grz_n-10-shuffled,1,0.200222,0.5127,55.444444
k_grz_n-13-shuffled,1,0.192235,0.518653,61.777778
k_grz_n-14-shuffled,1,0.187398,0.521983,69.777778
k_grz_n-21-shuffled,1,0.168708,0.531276,91.555556
k_grz_p-10-shuffled,1,0.196961,0.505941,53.666667
k_grz_p-17-shuffled,1,0.180709,0.511924,71.666667
k_grz_p-21-shuffled,1,0.173488,0.517047,85.777778
k_lin_n-10-shuffled,1,0.076268,0.578274,406.4
k_lin_n-13-shuffled,1,0.062934,0.594221,543.2
k_lin_n-14-shuffled,1,0.059472,0.598332,588.8
k_lin_n-21-shuffled,1,0.042483,0.614595,908
k_lin_n-9-shuffled,1,0.083804,0.576592,360.8
k_lin_p-12-shuffled,1,0.132075,0.543139,156.25
k_lin_p-16-shuffled,1,0.116422,0.556184,205.25
k_lin_p-21-shuffled,1,0.100489,0.565988,266.5
k_lin_p-8-shuffled,1,0.155532,0.529319,107.25
k_path_n-10-shuffled,1,0.242991,0.477486,53.692308
k_path_n-20-shuffled,1,0.242485,0.477433,59.304348
k_path_n-21-shuffled,1,0.242599,0.477458,59.208333
k_path_p-10-shuffled,1,0.242703,0.477419,53
k_path_p-16-shuffled,1,0.242535,0.477435,57.333333
k_path_p-21-shuffled,1,0.242492,0.477456,59.347826
k_path_p-9-shuffled,1,0.242806,0.477452,52.090909
k_ph_n-10-shuffled,1,0.0865,0.556742,471.333333
k_ph_n-13-shuffled,1,0.057715,0.585465,965.333333
k_ph_n-14-shuffled,1,0.050844,0.594402,1188
k_ph_n-15-shuffled,1,0.045037,0.602098,1442
k_ph_n-8-shuffled,1,0.114916,0.53388,261.333333
k_ph_n-9-shuffled,1,0.099004,0.550228,359.333333
k_ph_p-11-shuffled,1,0.072938,0.573032,693
k_ph_p-12-shuffled,1,0.06296,0.578819,871.666667
k_ph_p-8-shuffled,1,0.11221,0.537729,305
k_ph_p-9-shuffled,1,0.097694,0.552991,411.666667
k_poly_n-12-shuffled,1,0.295877,0.489458,23.179487
k_poly_n-13-shuffled,1,0.295798,0.489492,23.348837
k_poly_n-20-shuffled,1,0.29556,0.489593,23.873016
k_poly_n-21-shuffled,1,0.29553,0.489605,23.940299
k_poly_p-19-shuffled,1,0.295585,0.489582,23.816667
k_poly_p-21-shuffled,1,0.295537,0.489602,23.924242
k_t4p_n-12-shuffled,1,0.229969,0.505427,55.433333
k_t4p_n-17-shuffled,1,0.229304,0.505889,58.325
k_t4p_n-21-shuffled,1,0.228998,0.506102,59.770833
k_t4p_n-4-shuffled,1,0.234301,0.502399,42.214286
k_t4p_p-12-shuffled,1,0.23125,0.50441,49
k_t4p_p-20-shuffled,1,0.229925,0.505379,54.333333
k_t4p_p-21-shuffled,1,0.229826,0.505452,54.785714
k_t4p_p-4-shuffled,1,0.236378,0.500635,35.909091
k_t4p_p-8-shuffled,1,0.232743,0.503315,44.2
lognBWLARGEB1-shuffled,1,0.005818,0.966771,935
lut4_2_f2-shuffled,1,0.995516,0.472371,31.5
lut4_AND_f1-shuffled,1,0.997037,0.515495,33.5
lut4_XOR_fOR-shuffled,1,0.940476,0.481156,19
mutex-128-s,1,0.457886,0.555067,11058
mutex-16-s,1,0.459809,0.554286,1314
mutex-2-s,1,0.488189,0.542857,96
mutex-32-s,1,0.458686,0.554742,2706
mutex-4-s,1,0.46832,0.550838,270
mutex-64-s,1,0.458149,0.55496,5490
mutex-8-s,1,0.462275,0.553285,618
ncf_16_32_8_d.10,1,0.137012,0.62338,366
ncf_16_32_8_d.1,1,0.137012,0.622989,366
ncf_16_32_8_d.2,1,0.136729,0.623451,366
ncf_16_32_8_d.3,1,0.136448,0.624223,366
ncf_16_32_8_d.4,1,0.136448,0.623912,366
ncf_16_32_8_d.5,1,0.13758,0.622372,366
ncf_16_32_8_d.6,1,0.137867,0.62269,366
ncf_16_32_8_d.7,1,0.13758,0.62347,366
ncf_16_32_8_d.8,1,0.137867,0.623555,366
ncf_16_32_8_d.9,1,0.136448,0.623212,366
ncf_16_32_8_edau.10,1,0.137012,0.62338,366
ncf_16_32_8_edau.1,1,0.137012,0.622989,366
ncf_16_32_8_edau.2,1,0.136729,0.623451,366
ncf_16_32_8_edau.3,1,0.136448,0.624223,366
ncf_16_32_8_edau.4,1,0.136448,0.623912,366
ncf_16_32_8_edau.5,1,0.13758,0.622372,366
ncf_16_32_8_edau.6,1,0.137867,0.62269,366
ncf_16_32_8_edau.7,1,0.13758,0.62347,366
ncf_16_32_8_edau.8,1,0.137867,0.623555,366
ncf_16_32_8_edau.9,1,0.136448,0.623212,366
ncf_16_32_8_euad.10,1,0.137012,0.62338,366
ncf_16_32_8_euad.1,1,0.137012,0.622989,366
ncf_16_32_8_euad.2,1,0.136729,0.623451,366
ncf_16_32_8_euad.3,1,0.136448,0.624223,366
ncf_16_32_8_euad.4,1,0.136448,0.623912,366
ncf_16_32_8_euad.5,1,0.13758,0.622372,366
ncf_16_32_8_euad.6,1,0.137867,0.62269,366
ncf_16_32_8_euad.7,1,0.13758,0.62347,366
ncf_16_32_8_euad.8,1,0.137867,0.623555,366
ncf_16_32_8_euad.9,1,0.136448,0.623212,366
ncf_16_32_8_u.10,1,0.137012,0.62338,366
ncf_16_32_8_u.1,1,0.137012,0.622989,366
ncf_16_32_8_u.2,1,0.136729,0.623451,366
ncf_16_32_8_u.3,1,0.136448,0.624223,366
ncf_16_32_8_u.4,1,0.136448,0.623912,366
ncf_16_32_8_u.5,1,0.13758,0.622372,366
ncf_16_32_8_u.6,1,0.137867,0.62269,366
ncf_16_32_8_u.7,1,0.13758,0.62347,366
ncf_16_32_8_u.8,1,0.137867,0.623555,366
ncf_16_32_8_u.9,1,0.136448,0.623212,366
ncf_8_16_4_d.10,1,0.158159,0.615609,174.666667
ncf_8_16_4_d.1,1,0.157369,0.615781,174.666667
ncf_8_16_4_d.2,1,0.156587,0.617233,174.666667
ncf_8_16_4_d.3,1,0.157369,0.615137,174.666667
ncf_8_16_4_d.4,1,0.157369,0.615137,174.666667
ncf_8_16_4_d.5,1,0.158159,0.61658,174.666667
ncf_8_16_4_d.6,1,0.158159,0.615609,174.666667
ncf_8_16_4_d.7,1,0.157369,0.613849,174.666667
ncf_8_16_4_d.8,1,0.158159,0.615609,174.666667
ncf_8_16_4_d.9,1,0.156587,0.615631,174.666667
ncf_8_16_4_edau.10,1,0.158159,0.615609,174.666667
ncf_8_16_4_edau.1,1,0.157369,0.615781,174.666667
ncf_8_16_4_edau.2,1,0.156587,0.617233,174.666667
ncf_8_16_4_edau.3,1,0.157369,0.615137,174.666667
ncf_8_16_4_edau.4,1,0.157369,0.615137,174.666667
ncf_8_16_4_edau.5,1,0.158159,0.61658,174.666667
ncf_8_16_4_edau.6,1,0.158159,0.615609,174.666667
ncf_8_16_4_edau.7,1,0.157369,0.613849,174.666667
ncf_8_16_4_edau.8,1,0.158159,0.615609,174.666667
ncf_8_16_4_edau.9,1,0.156587,0.615631,174.666667
ncf_8_16_4_euad.10,1,0.158159,0.615609,174.666667
ncf_8_16_4_euad.1,1,0.157369,0.615781,174.666667
ncf_8_16_4_euad.2,1,0.156587,0.617233,174.666667
ncf_8_16_4_euad.3,1,0.157369,0.615137,174.666667
ncf_8_16_4_euad.4,1,0.157369,0.615137,174.666667
ncf_8_16_4_euad.5,1,0.158159,0.61658,174.666667
ncf_8_16_4_euad.6,1,0.158159,0.615609,174.666667
ncf_8_16_4_euad.7,1,0.157369,0.613849,174.666667
ncf_8_16_4_euad.8,1,0.158159,0.615609,174.666667
ncf_8_16_4_euad.9,1,0.156587,0.615631,174.666667
ncf_8_16_4_u.10,1,0.158159,0.615609,174.666667
ncf_8_16_4_u.1,1,0.157369,0.615781,174.666667
ncf_8_16_4_u.2,1,0.156587,0.617233,174.666667
ncf_8_16_4_u.3,1,0.157369,0.615137,174.666667
ncf_8_16_4_u.4,1,0.157369,0.615137,174.666667
ncf_8_16_4_u.5,1,0.158159,0.61658,174.666667
ncf_8_16_4_u.6,1,0.158159,0.615609,174.666667
ncf_8_16_4_u.7,1,0.157369,0.613849,174.666667
ncf_8_16_4_u.8,1,0.158159,0.615609,174.666667
ncf_8_16_4_u.9,1,0.156587,0.615631,174.666667
nusmv.dme1-16.B-d4-shuffled,1,0.333233,0.571355,639.5
nusmv.queue.B-d4-shuffled,1,0.333323,0.571421,5362
nusmv.reactor^1.C-d4-shuffled,1,0.333321,0.57142,4773
nusmv.reactor^2.C-d4-shuffled,1,0.333321,0.57142,4810
nusmv.reactor^5.C-f4-shuffled,1,0.333321,0.57142,4692
nusmv.syncarb10^2.B-f2,1,0.333211,0.571339,479.5
nusmv.syncarb10^2.B-f3,1,0.333248,0.571366,682.5
nusmv.syncarb10^2.B-f4,1,0.333268,0.571381,885.5
nusmv.syncarb5^2.B-f4-shuffled,1,0.333153,0.571296,325.5
nusmv.tcas^2.B-f2-shuffled,1,0.333321,0.57142,4734
nusmv.tcas^4.B-f3-shuffled,1,0.333326,0.571423,7602.5
nusmv.tcas-t^5.B-f2-shuffled,1,0.333322,0.57142,5018.5
nusmv.tcas-t^6.B-f3-shuffled,1,0.333326,0.571423,7947
par16-1-c-00-shuffled,1,0.194289,0.593912,1106.5
par8-1-c-50-shuffled,1,0.208914,0.595265,189
par8-2-90-shuffled,1,0.184907,0.592299,763
par8-2-c-50-shuffled,1,0.210664,0.595474,200
par8-3-c-00-shuffled,1,0.194224,0.593722,260.5
par8-3-c-90-shuffled,1,0.226622,0.597218,194.5
par8-4-90-shuffled,1,0.184013,0.5922,765
par8-4-c-90-shuffled,1,0.225071,0.597015,172.5
par8-5-c-90-shuffled,1,0.227773,0.597341,192.5
Qq2k3k3v100v100m1000s10,1,1,0.497167,100
Qq2k3k3v100v100m1000s1,1,1,0.498833,100
Qq2k3k3v100v100m1000s2,1,1,0.5025,100
Qq2k3k3v100v100m1000s3,1,1,0.496667,100
Qq2k3k3v100v100m1000s4,1,1,0.505167,100
Qq2k3k3v100v100m1000s5,1,1,0.505333,100
Qq2k3k3v100v100m1000s6,1,1,0.492333,100
Qq2k3k3v100v100m1000s7,1,1,0.504667,100
Qq2k3k3v100v100m1000s8,1,1,0.492333,100
Qq2k3k3v100v100m1000s9,1,1,0.505,100
Qq2k3k3v100v100m1200s10,1,1,0.501667,100
Qq2k3k3v100v100m1200s1,1,1,0.496667,100
Qq2k3k3v100v100m1200s2,1,1,0.502917,100
Qq2k3k3v100v100m1200s3,1,1,0.496944,100
Qq2k3k3v100v100m1200s4,1,1,0.50625,100
Qq2k3k3v100v100m1200s5,1,1,0.505556,100
Qq2k3k3v100v100m1200s6,1,1,0.494167,100
Qq2k3k3v100v100m1200s7,1,1,0.499444,100
Qq2k3k3v100v100m1200s8,1,1,0.486528,100
Qq2k3k3v100v100m1200s9,1,1,0.503889,100
Qq2k3k3v100v100m1400s10,1,1,0.500476,100
Qq2k3k3v100v100m1400s1,1,1,0.501667,100
Qq2k3k3v100v100m1400s2,1,1,0.504286,100
Qq2k3k3v100v100m1400s3,1,1,0.497857,100
Qq2k3k3v100v100m1400s4,1,1,0.506667,100
Qq2k3k3v100v100m1400s5,1,1,0.500238,100
Qq2k3k3v100v100m1400s6,1,1,0.496071,100
Qq2k3k3v100v100m1400s7,1,1,0.497024,100
Qq2k3k3v100v100m1400s8,1,1,0.492381,100
Qq2k3k3v100v100m1400s9,1,1,0.503929,100
Qq2k3k3v100v100m1600s10,1,1,0.5,100
Qq2k3k3v100v100m1600s1,1,1,0.500625,100
Qq2k3k3v100v100m1600s2,1,1,0.50625,100
Qq2k3k3v100v100m1600s3,1,1,0.497604,100
Qq2k3k3v100v100m1600s4,1,1,0.504792,100
Qq2k3k3v100v100m1600s5,1,1,0.498438,100
Qq2k3k3v100v100m1600s6,1,1,0.494583,100
Qq2k3k3v100v100m1600s7,1,1,0.495833,100
Qq2k3k3v100v100m1600s8,1,1,0.490417,100
Qq2k3k3v100v100m1600s9,1,1,0.502604,100
Qq2k3k3v100v100m1800s10,1,1,0.501389,100
Qq2k3k3v100v100m1800s1,1,1,0.4975,100
Qq2k3k3v100v100m1800s2,1,1,0.505,100
Qq2k3k3v100v100m1800s3,1,1,0.498333,100
Qq2k3k3v100v100m1800s4,1,1,0.502778,100
Qq2k3k3v100v100m1800s5,1,1,0.503056,100
Qq2k3k3v100v100m1800s6,1,1,0.493981,100
Qq2k3k3v100v100m1800s7,1,1,0.495,100
Qq2k3k3v100v100m1800s8,1,1,0.491574,100
Qq2k3k3v100v100m1800s9,1,1,0.504074,100
Qq2k3k3v100v100m2000s10,1,1,0.502333,100
Qq2k3k3v100v100m2000s1,1,1,0.49825,100
Qq2k3k3v100v100m2000s2,1,1,0.504667,100
Qq2k3k3v100v100m2000s3,1,1,0.500417,100
Qq2k3k3v100v100m2000s4,1,1,0.504333,100
Qq2k3k3v100v100m2000s5,1,1,0.501083,100
Qq2k3k3v100v100m2000s6,1,1,0.492583,100
Qq2k3k3v100v100m2000s7,1,1,0.496583,100
Qq2k3k3v100v100m2000s8,1,1,0.492083,100
Qq2k3k3v100v100m2000s9,1,1,0.50175,100
Qq2k3k3v100v100m400s10,1,1,0.502083,100
Qq2k3k3v100v100m400s1,1,1,0.4925,100
Qq2k3k3v100v100m400s2,1,1,0.495833,100
Qq2k3k3v100v100m400s3,1,1,0.492917,100
Qq2k3k3v100v100m400s4,1,1,0.514583,100
Qq2k3k3v100v100m400s5,1,1,0.507917,100
Qq2k3k3v100v100m400s6,1,1,0.490833,100
Qq2k3k3v100v100m400s7,1,1,0.500833,100
Qq2k3k3v100v100m400s8,1,1,0.504167,100
Qq2k3k3v100v100m400s9,1,1,0.503333,100
Qq2k3k3v100v100m600s10,1,1,0.499444,100
Qq2k3k3v100v100m600s1,1,1,0.501111,100
Qq2k3k3v100v100m600s2,1,1,0.509167,100
Qq2k3k3v100v100m600s3,1,1,0.496389,100
Qq2k3k3v100v100m600s4,1,1,0.506389,100
Qq2k3k3v100v100m600s5,1,1,0.501111,100
Qq2k3k3v100v100m600s6,1,1,0.4925,100
Qq2k3k3v100v100m600s7,1,1,0.501944,100
Qq2k3k3v100v100m600s8,1,1,0.494722,100
Qq2k3k3v100v100m600s9,1,1,0.500278,100
Qq2k3k3v100v100m800s10,1,1,0.497708,100
Qq2k3k3v100v100m800s1,1,1,0.500625,100
Qq2k3k3v100v100m800s2,1,1,0.509583,100
Qq2k3k3v100v100m800s3,1,1,0.491042,100
Qq2k3k3v100v100m800s4,1,1,0.503125,100
Qq2k3k3v100v100m800s5,1,1,0.503958,100
Qq2k3k3v100v100m800s6,1,1,0.492708,100
Qq2k3k3v100v100m800s7,1,1,0.504583,100
Qq2k3k3v100v100m800s8,1,1,0.495625,100
Qq2k3k3v100v100m800s9,1,1,0.504583,100
Qq2k3k3v20v20m120s10,1,1,0.526389,20
Qq2k3k3v20v20m120s1,1,1,0.477778,20
Qq2k3k3v20v20m120s2,1,1,0.502778,20
Qq2k3k3v20v20m120s3,1,1,0.490278,20
Qq2k3k3v20v20m120s4,1,1,0.529167,20
Qq2k3k3v20v20m120s5,1,1,0.522222,20
Qq2k3k3v20v20m120s6,1,1,0.511111,20
Qq2k3k3v20v20m120s7,1,1,0.505556,20
Qq2k3k3v20v20m120s8,1,1,0.498611,20
Qq2k3k3v20v20m120s9,1,1,0.505556,20
Qq2k3k3v20v20m160s10,1,1,0.519792,20
Qq2k3k3v20v20m160s1,1,1,0.471875,20
Qq2k3k3v20v20m160s2,1,1,0.505208,20
Qq2k3k3v20v20m160s3,1,1,0.498958,20
Qq2k3k3v20v20m160s4,1,1,0.523958,20
Qq2k3k3v20v20m160s5,1,1,0.522917,20
Qq2k3k3v20v20m160s6,1,1,0.514583,20
Qq2k3k3v20v20m160s7,1,1,0.496875,20
Qq2k3k3v20v20m160s8,1,1,0.509375,20
Qq2k3k3v20v20m160s9,1,1,0.505208,20
Qq2k3k3v20v20m200s10,1,1,0.515833,20
Qq2k3k3v20v20m200s1,1,1,0.485,20
Qq2k3k3v20v20m200s2,1,1,0.506667,20
Qq2k3k3v20v20m200s3,1,1,0.5025,20
Qq2k3k3v20v20m200s4,1,1,0.5125,20
Qq2k3k3v20v20m200s5,1,1,0.513333,20
Qq2k3k3v20v20m200s6,1,1,0.511667,20
Qq2k3k3v20v20m200s7,1,1,0.4975,20
Qq2k3k3v20v20m200s8,1,1,0.510833,20
Qq2k3k3v20v20m200s9,1,1,0.504167,20
Qq2k3k3v20v20m240s10,1,1,0.513889,20
Qq2k3k3v20v20m240s1,1,1,0.482639,20
Qq2k3k3v20v20m240s2,1,1,0.501389,20
Qq2k3k3v20v20m240s3,1,1,0.495139,20
Qq2k3k3v20v20m240s4,1,1,0.514583,20
Qq2k3k3v20v20m240s5,1,1,0.511806,20
Qq2k3k3v20v20m240s6,1,1,0.503472,20
Qq2k3k3v20v20m240s7,1,1,0.488889,20
Qq2k3k3v20v20m240s8,1,1,0.511806,20
Qq2k3k3v20v20m240s9,1,1,0.503472,20
Qq2k3k3v20v20m280s10,1,1,0.51369,20
Qq2k3k3v20v20m280s1,1,1,0.485714,20
Qq2k3k3v20v20m280s2,1,1,0.493452,20
Qq2k3k3v20v20m280s3,1,1,0.496429,20
Qq2k3k3v20v20m280s4,1,1,0.504762,20
Qq2k3k3v20v20m280s5,1,1,0.509524,20
Qq2k3k3v20v20m280s6,1,1,0.494643,20
Qq2k3k3v20v20m280s7,1,1,0.494048,20
Qq2k3k3v20v20m280s8,1,1,0.501786,20
Qq2k3k3v20v20m280s9,1,1,0.502381,20
Qq2k3k3v20v20m320s10,1,1,0.504167,20
Qq2k3k3v20v20m320s1,1,1,0.491146,20
Qq2k3k3v20v20m320s2,1,1,0.495833,20
Qq2k3k3v20v20m320s3,1,1,0.491146,20
Qq2k3k3v20v20m320s4,1,1,0.513542,20
Qq2k3k3v20v20m320s5,1,1,0.508333,20
Qq2k3k3v20v20m320s6,1,1,0.497396,20
Qq2k3k3v20v20m320s7,1,1,0.491146,20
Qq2k3k3v20v20m320s8,1,1,0.498438,20
Qq2k3k3v20v20m320s9,1,1,0.504167,20
Qq2k3k3v20v20m360s10,1,1,0.501389,20
Qq2k3k3v20v20m360s1,1,1,0.496759,20
Qq2k3k3v20v20m360s2,1,1,0.494444,20
Qq2k3k3v20v20m360s3,1,1,0.493519,20
Qq2k3k3v20v20m360s4,1,1,0.515278,20
Qq2k3k3v20v20m360s5,1,1,0.505556,20
Qq2k3k3v20v20m360s6,1,1,0.492593,20
Qq2k3k3v20v20m360s7,1,1,0.496296,20
Qq2k3k3v20v20m360s8,1,1,0.499537,20
Qq2k3k3v20v20m360s9,1,1,0.503704,20
Qq2k3k3v20v20m400s10,1,1,0.502083,20
Qq2k3k3v20v20m400s1,1,1,0.4925,20
Qq2k3k3v20v20m400s2,1,1,0.495833,20
Qq2k3k3v20v20m400s3,1,1,0.492917,20
Qq2k3k3v20v20m400s4,1,1,0.514583,20
Qq2k3k3v20v20m400s5,1,1,0.507917,20
Qq2k3k3v20v20m400s6,1,1,0.490833,20
Qq2k3k3v20v20m400s7,1,1,0.500833,20
Qq2k3k3v20v20m400s8,1,1,0.504167,20
Qq2k3k3v20v20m400s9,1,1,0.503333,20
Qq2k3k3v20v20m80s10,1,1,0.54375,20
Qq2k3k3v20v20m80s1,1,1,0.485417,20
Qq2k3k3v20v20m80s2,1,1,0.5,20
Qq2k3k3v20v20m80s3,1,1,0.502083,20
Qq2k3k3v20v20m80s4,1,1,0.5375,20
Qq2k3k3v20v20m80s5,1,1,0.520833,20
Qq2k3k3v20v20m80s6,1,1,0.525,20
Qq2k3k3v20v20m80s7,1,1,0.497917,20
Qq2k3k3v20v20m80s8,1,1,0.485417,20
Qq2k3k3v20v20m80s9,1,1,0.491667,20
Qq2k3k3v50v50m1000s10,1,1,0.497167,50
Qq2k3k3v50v50m1000s1,1,1,0.498833,50
