@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0.5503,0.4187,0.9143,0.5,0.9161,0.0332,0.9113,0.6464,2.6266,0.8327,0.3097,4.7182,0.8955,0.1218,0.4154,0.0112,4,4,4,0.4314,0.9916,0.0089,2.1364,1.7735,0.7798,0.042,0.4694,0.2764,0,1.4244,0.9552,1,2.0275,1,0.9998,0.6837,26512,3.997,0.0118,536414,0.0002,28.3625,6890,0.0028,26.0579,6890,26.0579,0,3448,4.5549,0.0002,0.0002,0.0001,514785,3448,0.0003,0.008,0.2015,0.8957,4620,0,30.0068,0,31.8478
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.17,0.7268,0.1288,0.1504,0.1617,0.0819,2.1853,1.6398,0.9066,0.3534,0.018,2.8721,0.0219,0.0687,0.1393,0.036,7.8295,9,7,0.0096,0.0022,0.0033,0.266,0.641,0.0233,0.0391,1.6361,0.1306,0.0024,0.82,0.1,0.0906,0.7859,0.1877,0.0362,0.0001,2808,0.9854,0.0061,30432,0.0143,14.6143,323,0.0007,12.5917,340,9.2597,0,324,2.4354,0.0023,0.0023,0.0008,29288,324.093,0.0004,0.0011,0.2362,0.0794,323.069,339,16.4112,310,16.9967
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,2.7759,0.552,0.4893,0.3151,0.5858,0.1524,1.4746,1.4231,10.3165,0.3745,0.1209,2.976,0.1646,0.0902,0.1556,0.0889,11.4667,13,10,0.1626,0.4495,0.0001,0.3088,8.9522,0.3962,0.7268,0.592,0.1304,0.0193,0.5612,0.9989,0.678,13.7478,0.9996,0.5997,0.1652,509512,3.001,0.0144,1529045,0.0507,0,0,0.0109,0,0,0,0.0624,0,1.7932,0,0,0,885495,0,0,0.0117,0.1453,0,0,0,0,0,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,5.3176,0.7028,0.4657,0.4429,0.4488,0.1249,1.7943,1.6383,1.9578,0.3788,0.1488,2.7076,0.1256,0.0759,0.1476,0.0793,7.1579,8,7,0.1719,0.6603,0.0007,0.3766,1.7623,0.6292,1.3489,0.4001,0.1206,0.0013,0.7645,0.9477,0.9071,2.3958,1,0.8234,0.576,397734,2.6279,0.0074,1184422,0.0207,9.9192,17456,0.0037,9.449,17271,6.9032,0.1873,0,2.362,0.0001,0.0001,0,504250,0,0.0001,0.0042,0.0196,0,17456,0,11.549,0,13.6278
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0.9649,0.9786,0.7289,0.138,0.8738,0.1714,1.3768,1.0397,0.5647,0.3875,0.1639,2.5876,0.5778,0.0156,0.0291,0.0156,16.1818,17,16,0.2618,0.7631,0.0001,0.4781,0.5259,0.5825,0.6016,0.5502,0.022,0,0.7989,0.8261,0.8868,0.5529,0.962,0.8451,0.2714,330372,2.8471,0,1570953,0.0071,0,0,0,0,0,0,0.0715,0,2.3171,0,0,0,980858,0,0,0,0.2407,0,0,0,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,1.2435,1.5315,0.8891,0.1714,0.9402,0.2407,1.1395,0.9854,0.7964,0.1933,0.1507,2.4452,0.6551,0.033,0.0555,0.031,8.0777,9,7,0.1796,0.851,0.0023,1.0687,0.7602,0.7494,0.6258,0.3449,0.0423,0.0139,0.5604,0.7778,0.9251,0.9287,0.9673,0.9009,0.7453,32151,2.3336,0.0019,96786,0.0216,0,4225.5,0.0015,0,4271,0,0.2322,4224.5,1.8769,0.0002,0.0002,0.0001,59532,4207.83,0.0004,0.002,0.2237,0.9279,4110.36,4238,0,4135,0
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1567,1.0326,0.5948,1,0.7657,0.0322,1.2198,0.6022,0.8492,0.4471,0.0352,4.8554,0.7657,0.0123,0.0148,0,5.7222,7,5,0.0023,0.4921,0.0016,0.8023,0.8254,0.4926,0.0052,0.3017,0.0002,0,4.398,1,0.6926,0.9566,1,0.6023,0.3765,10056,0.0896,0.002,271393,0,47.3698,3194,0.0013,47.3698,3228,47.3698,0.2921,3164.5,4.5933,0.0004,0.0004,0.0002,269998,3167.17,0.0007,0.0035,0.2631,0.0646,3193,3201,47.3698,3114,47.3698
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0.8984,0.9243,0.7103,0.1581,0.8554,0.1568,1.4364,1.0898,0.7119,0.4127,0.1466,2.9249,0.5621,0.0194,0.0536,0.0053,18.0323,19,17,0.2298,0.7404,0.0001,0.4575,0.6332,0.544,0.502,0.6229,0.0352,0,1.1141,0.7895,0.8901,0.844,0.9845,0.8452,0.2014,162682,2.8687,0.0001,820958,0.0022,12.8438,15831.5,0.0001,3.6667,0,2.2857,0.0437,0,2.6094,0,0,0,546568,0,0,0.0001,0.1521,0,15831.5,0,19.0526,0,50.7212
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.1435,0.3128,0.9564,1,0.9566,0.0233,0.6014,0.3747,4.946,0.9028,0.2785,4.8945,0.9501,0.069,0.3415,0.001,4,4,4,0.5096,0.9992,0.0058,2.409,2.9842,0.8972,0.0118,0.2738,0.031,0,1.9965,1,1,4.4253,1,1,0.9776,35065,4.249,0.0132,1332773,0,49.1111,0,0.0074,49.1111,0,49.1111,0.5447,0,4.6455,0.0001,0.0001,0.0001,1317234,0,0.0001,0.0105,0.2314,0,0,0,70.8154,0,59.9632
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,1.9313,1.0086,0.7309,0.1967,0.9069,0.1577,1.3408,1.02,0.6031,0.3597,0.1592,2.8707,0.5507,0.0149,0.0313,0.0149,15.5,16,15,0.2447,0.6262,0.0001,0.4184,0.5744,0.5207,1.2111,0.6057,0.0247,0,0.8317,0.8333,0.8626,0.5686,0.978,0.8116,0.1908,279590,3.0893,0.0001,1337190,0.0016,2.8514,32575,0,1.9,32575,1.9,0.0478,0,2.5584,0,0,0,604754,0,0,0.0001,0.103,0,32575,0,4.8667,0,8.1836
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.1593,0.2748,0.9498,0.2693,0.1107,0.023,0.4001,2.2076,3.6425,0.9202,0.2278,1.6143,0.0591,0.0103,0.0299,0.0007,5.3478,6,5,0.3724,0.8757,0.0059,0.5251,1.2561,0.8555,0.0102,0.1438,0.0022,0.0002,2.8582,0.9965,0.9684,4.0995,0.9998,0.9186,0.8258,10420,1.2131,0.0163,395383,0.0003,21.2061,0,0.0162,19.3653,0,19.3653,0.7608,0,1.5735,0.0008,0.0008,0.0002,391407,0,0.0001,0.0013,0.267,0,0,0,22.9893,0,22.9569
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.6981,0.7488,0.5509,0.3176,0.8345,0.1867,1.3321,1.1519,1.1941,0.414,0.1818,2.9253,0.2019,0.1023,0.252,0.0603,8.0968,9,8,0.1798,0.1648,0.0024,1.1396,1.2543,0.2993,1.1875,0.9229,0.1833,0.0048,0.9089,0.8864,0.7619,1.2468,1,0.5453,0.0994,561371,2.5283,0.0003,1778987,0.0349,0,41662,0.0002,0,41662,0,0.0324,0,2.4747,0,0,0,813247,0,0,0.0006,0.0631,0,41662,0,0,0,0
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,1.2804,1.5399,0.8909,0.1713,0.9386,0.2406,1.1426,0.9909,0.7969,0.1919,0.1543,2.4796,0.6586,0.033,0.0561,0.0311,8.4211,10,7,0.1842,0.8516,0.0024,1.0851,0.7595,0.7519,0.6504,0.34,0.0427,0.0132,0.5645,0.7778,0.9253,0.9334,0.9719,0.9007,0.748,31616,2.3826,0.0018,95110,0.0216,0,4099,0.0015,0,4149,0,0.2418,4105.5,1.8787,0.0002,0.0002,0.0001,57628,3707.7,0.0004,0.0021,0.2486,2.0247,4019.98,4155,0,0,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,1.5081,0.413,0.5294,0.1579,0.5428,0.17,1.0062,0.9027,0.6042,0.4053,0.0385,2.37,0.0723,0.0312,0.0486,0.0291,12.8047,14,12,0.0207,0.0106,0.0002,0.1825,0.4859,0.0824,0.7771,1.7399,0.0407,0.0001,0.5797,0.3333,0.3672,0.5864,0.6755,0.0886,0.0001,65604,0.9795,0.0005,273506,0.0231,6.1436,5165,0.0002,5.4557,5219,4.9052,0,5073.5,2.0686,0.0001,0.0001,0.0001,153907,5073.5,0,0.0002,0.0335,0.2536,4656.8,5061,7.2516,5061,7.3769
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.8076,0.5886,0.3023,0.4034,0.9771,0.2225,0.6449,0.2317,1.7456,0.4308,0.0289,1.0642,0.0228,0.0543,0.0634,0.0568,8.9444,9,8,0.0823,0.1515,0.0004,0.1521,1.6251,0.173,0.3311,0.4506,0.0633,0.0401,0.3343,1,0.195,1.7757,1,0.195,0.1452,274451,0.9825,0.0023,908255,0.0402,0,26964,0.0009,0,26964,0,0.1452,0,0.9388,0,0,0,682329,0,0,0.0008,0.0117,0,26964,0,0,0,0
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.1674,0.6168,0.9764,0.5,0.9743,0.0308,1.0885,0.8854,1.1802,0.5889,0.2971,5.0022,0.4972,0.1745,0.4959,0.1745,4.0952,5,4,0.3856,0.8079,0.0046,1.7139,1.8787,0.7708,0.0143,0.2889,0.2773,0,1.0206,0.9394,1,1.2442,1,0.9971,0.594,35853,3.9796,0.0022,1012271,0.0006,41.5,7178,0.0012,23.6875,0,6,0.4527,14559,4.8091,0.0001,0.0001,0.0001,998048,14559,0.0002,0.0107,0.1954,0,7178,14559,56.6667,14559,58.327
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,5.0368,0.7059,0.4539,0.4939,0.4553,0.1301,1.8343,1.6657,1.3464,0.3701,0.1569,3.0873,0.119,0.0793,0.1459,0.0787,6.8882,8,6,0.1808,0.6148,0.0013,0.3687,1.2914,0.5567,1.3237,0.4627,0.1189,0.0005,0.8556,0.9437,0.8354,1.6689,1,0.7381,0.4349,78672,2.9328,0.0066,232726,0.0169,9.7593,3551,0.003,9.5067,3665,7.9524,0.0923,3527,2.574,0.0003,0.0003,0.0002,100154,3226.55,0.0002,0.0067,0.0455,2.216,3571.92,3619,11.382,3451,11.2457
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,1.0588,0.9963,0.7444,0.1302,0.8676,0.1814,1.3871,1.0251,0.4687,0.3934,0.1616,2.5645,0.6156,0.0161,0.0304,0.0167,16.1667,17,16,0.2668,0.7477,0.0001,0.4929,0.4661,0.5754,0.7045,0.5534,0.0256,0,0.805,0.7778,0.8816,0.4743,0.9456,0.8383,0.237,234673,2.8563,0.0001,1071339,0.0053,10.9058,40446,0,10.9058,40446,10.9058,0.0715,0,2.2754,0,0,0,628528,0,0,0.0001,0.2077,0,40446,0,10.9058,0,10.9058
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,1.0622,0.9946,0.7414,0.1412,0.8708,0.1789,1.3841,1.0274,0.4866,0.391,0.1624,2.5651,0.6071,0.0164,0.0319,0.0161,15.55,16,15,0.2652,0.742,0.0001,0.4876,0.4772,0.5704,0.6979,0.5536,0.0273,0,0.8553,0.7895,0.8795,0.4875,0.9365,0.8344,0.2409,217930,2.8925,0.0001,1002997,0.0042,13.0521,37613,0,13.0521,37613,13.0521,0.079,0,2.3047,0,0,0,590731,0,0,0.0001,0.1808,0,37613,0,13.0521,0,13.0521
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0.4768,0.8269,0.4886,0.3211,0.8799,0.2409,1.1684,0.9207,0.2677,0.3491,0.0886,2.4408,0.2014,0.0512,0.0777,0.0445,7.8905,9,6,0.0749,0.1728,0.0315,0.3724,0.5124,0.2261,0.199,0.806,0.0568,0.0053,1.0255,0.5,0.536,0.5301,0.8235,0.3028,0.0922,892,1.9997,0.0096,3006,0.0286,45.6884,126,0.0072,38.1401,136,38.1401,0.0366,126,2.0065,0.005,0.005,0.0033,2507,125.654,0.0035,0.0104,0.2912,0.2381,125.679,136,50.3597,116,47.476
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,8.085,0.5895,0.3976,0.26,0.5433,0.1443,1.5499,1.1992,1.2728,0.3964,0.1052,2.6941,0.0742,0.037,0.084,0.0326,21.3106,25,18,0.061,0.0635,0.0046,0.5453,1.2705,0.1968,2.9107,1.3432,0.0403,0.0151,0.7004,0.9403,0.7079,1.0073,0.9845,0.2249,0.02,129652,1.6455,0.0022,386749,0.0216,25.1412,3211,0.0008,14.143,3251,14.143,0.0068,3188,1.9019,0.0003,0.0003,0.0001,98894,3217.2,0.0002,0.0014,0.081,0.1379,3213.48,3268,33.9695,3171,31.3244
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.4847,1.228,0.9899,0.616,0.99,0.1447,0.736,0.0732,4.5219,0.3975,0.2287,1.297,0.9899,0.1553,0.4052,0.071,53,53,53,0.339,0.9466,0.0009,5.4899,0.773,0.8141,0.1542,0.3054,0.3149,0.0076,1.0428,1,0.9952,5.4251,1,0.9848,0.6157,1575206,1.2856,0.0004,8464620,0.0239,0,0,0.0004,0,0,0,0.5214,0,1.2878,0,0,0,7333644,0,0.0001,0.0005,0.3609,0,0,0,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,12.0039,1.581,0.8062,0.5,0.7614,0.0242,1.5168,1.6192,1.8967,0.2227,0.3112,5.719,0.6848,0.1511,0.4538,0.0637,15.2727,16,15,0.4033,0.8566,0.0506,2.891,1.6996,0.6907,0.5826,0.4703,0.3028,0.0001,1.1333,0.9909,0.9803,2.5695,1,0.9516,0.4382,151768,4.2559,0.0056,761906,0.0105,0,3789.5,0.0053,0,3828,0,0.1328,3740,4.4088,0.0005,0.0005,0.0002,481437,2519.67,0.0005,0.0044,0.324,1.3345,2859.25,3740,0,0,0
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,2.7848,0.5638,0.4853,0.187,0.5844,0.1511,1.492,1.4274,7.2867,0.3766,0.1266,3.0387,0.1678,0.0748,0.1356,0.0708,9,11,7,0.1691,0.4006,0.0003,0.31,6.3854,0.3828,0.7163,0.5087,0.1176,0.007,0.6097,0.998,0.6249,9.6874,0.9993,0.5364,0.2247,209144,3.0732,0.0187,627818,0.0419,0,8448,0.0138,0,0,0,0.1029,0,1.8363,0.0001,0.0001,0,365792,0,0.0001,0.0152,0.1641,0,8448,0,0,0,0
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,1.7657,0.7707,0.5142,0.447,0.8199,0.2143,1.4165,1.2467,1.6733,0.4424,0.1798,2.2062,0.2608,0.0609,0.134,0.0308,6.5131,8,5,0.1649,0.2633,0.0036,0.7758,2.1468,0.2888,0.7644,0.6909,0.0965,0.0218,0.8093,0.7333,0.5103,1.2179,0.8689,0.4871,0.1335,51064,2.3703,0.0041,152039,0.0231,10.098,4613,0.0017,9.0784,4646,4.3854,0.0137,4582,1.8689,0.0002,0.0002,0.0001,86170,4594.25,0.0002,0.0044,0.2039,0.9982,4614.45,4583,13.1794,4573,13.958
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0349,0.7281,0.2613,0.3045,0.6957,0.1578,1.2679,1.0556,5.0083,0.5025,0.0907,1.896,0.2282,0.0507,0.0982,0.0418,8.2216,9,8,0.1709,0.7185,0.0177,1.0239,3.6897,0.6427,0.0165,0.2727,0.058,0.0186,0.7489,0.6667,0.799,4.8421,0.9671,0.7591,0.5764,28902,2.0042,0.0406,179895,0.0292,3.9464,7994,0.0091,3.197,7998,3,0.3624,4048,1.4572,0.0001,0.0001,0.0001,176978,4048,0.0001,0.0104,0.0551,1.357,6407.2,0,5.375,0,11.388
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0.8011,0.7987,0.4988,0.2788,0.8801,0.2434,1.1433,0.9439,1.8172,0.362,0.0613,1.3619,0.3196,0.033,0.0466,0.0255,46.9744,48,46,0.0883,0.0917,0.0006,0.2486,1.8764,0.1346,0.3137,0.7463,0.0466,0.01,0.4988,0.8667,0.3213,2.1381,1,0.1248,0.0715,138559,1.3426,0.0017,415292,0.021,0,0,0.0008,0,0,0,0.0715,0,1.2189,0,0,0,316116,0,0,0.0012,0.057,0,0,0,0,0,0
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294,0.3937,6.9937,0.9186,0.276,5.3958,0.9264,0.0465,0.2273,0,4,4,4,0.5811,1,0.0032,3.0953,4.3846,0.9269,0.0053,0.2047,0.0024,0,2.5728,0.9852,1,6.718,1,1,0.9978,118040,4.2511,0.0065,8804672,0,0,0,0.0043,0,0,0,0.537,0,5.1304,0,0,0,8758289,0,0,0.0053,0.0015,0,0,0,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.933,0.5479,0.4853,0.1811,0.5821,0.1488,1.4412,1.3766,3.5766,0.3757,0.1239,2.9171,0.1619,0.0676,0.1325,0.0744,15.4305,18,10,0.1577,0.3523,0.0015,0.3045,3.0638,0.3394,0.718,0.4656,0.0807,0.0064,0.6229,0.9938,0.5155,4.5758,0.9977,0.4639,0.2132,71112,2.7559,0.0115,208728,0.0261,42.9826,5038,0.0095,42.9826,5086,42.9826,0.1202,4940,1.7356,0.0002,0.0002,0.0001,121498,5005,0.0002,0.0103,0.1251,0.6873,4338.29,4940,42.9826,4928,42.9826
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.388,0.5859,0.5369,0.2659,0.5653,0.1746,1.3002,1.1176,0.7872,0.3854,0.0986,2.8519,0.1305,0.0578,0.1322,0.0402,6.8557,8,6,0.0696,0.1137,0.0913,0.709,1.6783,0.1929,0.4494,1.0953,0.0963,0.0013,0.998,0.4,0.5788,0.7914,0.886,0.2715,0.0367,3114,1.9873,0.0236,10827,0.0197,32.3748,269.5,0.0118,17.5421,285,17.5421,0.0077,270,2.4489,0.0026,0.0026,0.0015,7470,269.891,0.0027,0.0171,0.139,0.1562,270.441,285,35.1161,256,40.2055
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,5.534,0.7696,0.535,0.4472,0.5288,0.135,1.8599,1.7093,1.2087,0.3624,0.1549,3.3624,0.156,0.0723,0.151,0.0533,6.5336,8,5,0.2093,0.5989,0.0035,0.4317,1.0963,0.5413,1.6124,0.5214,0.1126,0.0005,1.0081,0.9012,0.8692,1.3722,1,0.7793,0.3248,37002,3.2062,0.0112,109570,0.0138,16.7352,1570,0.0056,14.2428,1612,12.896,0.0894,1562.5,2.9031,0.0007,0.0007,0.0004,41942,1564.82,0.0006,0.0099,0.1091,0.2715,1570.53,1613,18.5755,1529,22.4476
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0.151,1.0135,0.6219,0.0732,0.8207,0.148,1.3838,0.9593,1.5385,0.4568,0.1209,2.7096,0.7723,0.0163,0.0241,0.0144,5.8542,6,5,0.135,0.8864,0.0114,1.0215,0.5504,0.7935,0.0409,0.315,0.021,0.0036,0.5785,0.7037,0.9382,1.5995,0.9738,0.9171,0.8083,2424,2.4849,0.0162,14812,0.0124,33.9899,912,0.0073,29.9283,943,29.1735,0.6151,912.5,2.2387,0.0015,0.0015,0.0009,14230,912.317,0.0022,0.01,0.5216,0.1624,913.162,941,37.7169,885,37.2931
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.0682,1.2016,0.9904,0.6587,0.9906,0.1424,0.7405,0.0741,4.7326,0.4079,0.2279,1.3857,0.9903,0.155,0.4075,0.0715,22.8889,23,22,0.3406,0.9468,0.0032,5.8326,0.7991,0.8162,0.6018,0.3019,0.3138,0.0083,1.0443,1,0.9971,5.6617,1,0.9833,0.6155,756832,1.3576,0.0014,4116966,0.0249,0,0,0.0014,0,0,0,0.5074,0,1.3635,0,0,0,2570144,0,0.0004,0.0018,0.3416,0,0,0,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.778,0.7377,0.4965,0.4513,0.7481,0.1801,1.6028,1.4772,2.6054,0.4773,0.181,2.2436,0.2934,0.0573,0.118,0.0338,6.1176,7,6,0.1436,0.4006,0.0013,0.9708,2.7923,0.3789,1.0388,0.6955,0.1001,0.0196,0.7564,0.9403,0.7411,1.9089,1,0.6026,0.1212,365168,2.1508,0.0013,1093967,0.0267,9.1047,12284.5,0.0006,9.1047,0,9.1047,0.0458,0,1.9112,0,0,0,536570,0,0,0.0015,0.1457,0,12284.5,0,21.0714,0,15.088
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.4638,0.8264,0.4922,0.3213,0.8826,0.2403,1.1785,0.9266,0.2801,0.3513,0.0884,2.4359,0.2035,0.0504,0.0759,0.0439,8.347,9,7,0.0755,0.1721,0.0277,0.3773,0.5506,0.2316,0.189,0.812,0.0563,0.0054,0.9929,0.5,0.5509,0.5596,0.8276,0.3136,0.0957,1111,2.0227,0.0073,3756,0.0303,46.8076,158,0.0063,44.7627,170,33.2739,0.0335,158.5,2.0087,0.0039,0.0039,0.0026,3159,158.55,0.0028,0.0092,0.2684,0.2348,158.505,169,48.2785,147,50.0227
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.152,1.2703,0.9674,0.5198,0.9795,0.1547,0.8415,0.2144,1.2516,0.3787,0.1659,2.5168,0.9709,0.0775,0.2491,0.0072,25.9191,27,25,0.1895,0.916,0.0021,1.9209,0.7361,0.6673,1.4707,0.5392,0.218,0.0025,1.4916,1,0.943,1.5869,1,0.9364,0.2878,95456,2.5225,0.0011,483561,0.0053,165.5696,11957.5,0.001,121.1642,12035,116,0.0678,11991,2.3717,0.0001,0.0001,0.0001,195720,7994.33,0.0004,0.0018,0.5641,1.6946,11969.6,11991,193,0,258.6953
