@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC

@DATA
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0.075472,0.814929,0.113208,0.103774,64.313629
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0.09434,0.812863,0.113208,0.113208,60.005283
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0.075472,0.815404,0.113208,0.103774,66.33988
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0.084906,0.814767,0.113208,0.113208,64.196629
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0.084906,0.814144,0.122642,0.113208,61.92393
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0.084906,0.815134,0.113208,0.113208,66.484899
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0.113208,0.40632,0.113208,0.113208,140.988818
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0.084906,0.813846,0.113208,0.113208,61.070478
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0.113208,0.375078,0.113208,0.113208,127.155492
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0.084906,0.809256,0.122642,0.113208,58.313754
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.084906,0.81274,0.113208,0.113208,60.006065
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.113208,0.359391,0.113208,0.113208,122.05249
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.084906,0.812902,0.122642,0.113208,61.76132
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.084906,0.808669,0.113208,0.113208,57.674157
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.075472,0.814503,0.103774,0.113208,64.626312
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.075472,0.8151,0.113208,0.103774,64.436275
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.075472,0.815013,0.113208,0.113208,65.522936
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.113208,0.398353,0.113208,0.113208,139.931677
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.09434,0.811536,0.113208,0.113208,58.970588
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.113208,0.403611,0.122642,0.113208,137.696203
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.084906,0.81488,0.113208,0.113208,65.413765
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.113208,0.407097,0.113208,0.113208,137.113782
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.075472,0.814376,0.103774,0.103774,63.563473
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0.084906,0.812895,0.113208,0.113208,59.77468
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0.113208,0.359923,0.113208,0.113208,122.022942
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0.075472,0.814681,0.122642,0.113208,72.496262
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0.075472,0.815261,0.113208,0.113208,65.546645
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0.075472,0.815281,0.103774,0.103774,64.8442
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0.113208,0.363999,0.113208,0.113208,123.253078
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0.075472,0.814812,0.113208,0.103774,64.563666
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0.113208,0.386553,0.113208,0.113208,131.735119
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0.084906,0.814694,0.122642,0.113208,64.053702
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0.075472,0.814083,0.122642,0.113208,62.892714
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0.113208,0.379847,0.122642,0.113208,127.597968
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0.113208,0.356301,0.122642,0.113208,119.974734
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0.075472,0.8119,0.113208,0.103774,60.975441
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0.113208,0.363693,0.113208,0.113208,123.402189
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0.075472,0.813596,0.122642,0.113208,61.907812
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.113208,0.40998,0.122642,0.113208,142.173139
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.084906,0.814791,0.113208,0.113208,64.530328
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.084906,0.814891,0.103774,0.113208,63.787479
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.084906,0.813834,0.113208,0.113208,62.465571
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.084906,0.815252,0.113208,0.113208,65.448505
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.113208,0.395184,0.113208,0.113208,135.251534
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.084906,0.81421,0.113208,0.113208,62.045597
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.113208,0.383685,0.113208,0.113208,129.459499
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.075472,0.81121,0.113208,0.113208,59.372957
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.113208,0.346198,0.113208,0.113208,119.025575
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.06383,0.812194,0.099291,0.092199,56.078556
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.06383,0.80696,0.099291,0.092199,52.869396
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.070922,0.812807,0.099291,0.092199,56.864821
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.06383,0.811174,0.092199,0.092199,56.422269
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.06383,0.810794,0.099291,0.092199,53.885773
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.06383,0.810048,0.099291,0.092199,54.079798
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.06383,0.810983,0.099291,0.092199,54.39877
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.06383,0.808218,0.092199,0.092199,52.668434
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.070922,0.810969,0.099291,0.092199,54.65489
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.06383,0.805939,0.092199,0.092199,52.553719
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.06383,0.807976,0.092199,0.092199,51.333494
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.070922,0.809203,0.099291,0.092199,52.468856
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.06383,0.809707,0.099291,0.092199,54.232641
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.070922,0.808979,0.092199,0.092199,53.473553
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.06383,0.810168,0.092199,0.092199,54.052977
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.06383,0.810278,0.092199,0.092199,54.631013
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.06383,0.812732,0.099291,0.092199,57.58731
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.06383,0.812054,0.092199,0.092199,56.418094
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.070922,0.805684,0.099291,0.099291,49.093412
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.070922,0.806965,0.099291,0.092199,51.284221
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.070922,0.812852,0.092199,0.092199,57.378174
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.06383,0.811058,0.092199,0.092199,54.016975
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.070922,0.811842,0.099291,0.092199,55.030848
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.070922,0.812705,0.099291,0.092199,56.529695
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.06383,0.810598,0.092199,0.085106,55.76096
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.06383,0.809942,0.099291,0.092199,55.452406
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.06383,0.80936,0.099291,0.092199,53.597678
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.06383,0.807664,0.092199,0.092199,52.654885
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.070922,0.808954,0.099291,0.092199,52.591152
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.06383,0.811899,0.092199,0.092199,55.959644
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.06383,0.808523,0.099291,0.085106,54.57602
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.06383,0.805582,0.092199,0.092199,51.785167
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.06383,0.811703,0.099291,0.085106,56.959118
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.06383,0.809756,0.099291,0.092199,53.910231
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.070922,0.812458,0.092199,0.092199,56.349814
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.070922,0.811828,0.099291,0.092199,55.746347
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.070922,0.805749,0.099291,0.092199,50.218892
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.06383,0.809533,0.092199,0.092199,54.802882
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.06383,0.808704,0.092199,0.092199,53.458812
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.06383,0.808819,0.085106,0.085106,53.62406
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.056738,0.807392,0.099291,0.085106,54.041123
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.06383,0.810376,0.092199,0.092199,54.936516
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.070922,0.807029,0.092199,0.092199,50.791725
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.06383,0.801317,0.099291,0.092199,48.82683
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.06383,0.80932,0.099291,0.092199,53.222837
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.06383,0.806506,0.099291,0.092199,51.790944
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.070922,0.809138,0.099291,0.092199,52.49466
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.06383,0.810656,0.099291,0.092199,55.090072
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.070922,0.810071,0.092199,0.092199,53.943227
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.06383,0.811143,0.099291,0.092199,55.19205
composed-25-10-20-0_ext.xml.minion.gz,1,0.133333,0.835394,0.142857,0.085714,241.248387
composed-25-10-20-1_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,241.772581
composed-25-10-20-2_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714,241.520968
composed-25-10-20-3_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,241.883871
composed-25-10-20-4_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714,241.951613
composed-25-10-20-5_ext.xml.minion.gz,1,0.114286,0.835394,0.171429,0.085714,242.387097
composed-25-10-20-6_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714,242.762903
composed-25-10-20-7_ext.xml.minion.gz,1,0.12381,0.835394,0.161905,0.085714,242.282258
composed-25-10-20-8_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714,241.682258
composed-25-10-20-9_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,242.05
composed-25-1-2-0_ext.xml.minion.gz,1,0.424242,0.749308,0.454545,0.454545,197.767857
composed-25-1-2-1_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.424242,198.607143
composed-25-1-2-2_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.454545,197.723214
composed-25-1-2-3_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.454545,198.214286
composed-25-1-2-4_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545,199.044643
composed-25-1-25-0_ext.xml.minion.gz,1,0.424242,0.742906,0.454545,0.484848,184.016194
composed-25-1-25-1_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.454545,184.461538
composed-25-1-25-2_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848,184.149798
composed-25-1-25-3_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.484848,184.412955
composed-25-1-25-4_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848,185.299595
composed-25-1-25-5_ext.xml.minion.gz,1,0.363636,0.742906,0.545455,0.484848,184.740891
composed-25-1-25-6_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848,185.161943
composed-25-1-25-7_ext.xml.minion.gz,1,0.393939,0.742906,0.515152,0.484848,185.242915
composed-25-1-25-8_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848,184.356275
composed-25-1-25-9_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.515152,184.692308
composed-25-1-2-5_ext.xml.minion.gz,1,0.363636,0.749308,0.545455,0.454545,198.607143
composed-25-1-2-6_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545,199.098214
composed-25-1-2-7_ext.xml.minion.gz,1,0.393939,0.749308,0.515152,0.484848,198.90625
composed-25-1-2-8_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.484848,198.1875
composed-25-1-2-9_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.484848,198.473214
composed-25-1-40-0_ext.xml.minion.gz,1,0.424242,0.73923,0.484848,0.515152,176.133588
composed-25-1-40-1_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.484848,176.965649
composed-25-1-40-2_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.484848,176.541985
composed-25-1-40-3_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152,176.816794
composed-25-1-40-4_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152,177.557252
composed-25-1-40-5_ext.xml.minion.gz,1,0.363636,0.73923,0.545455,0.484848,177.125954
composed-25-1-40-6_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152,177.301527
composed-25-1-40-7_ext.xml.minion.gz,1,0.393939,0.73923,0.515152,0.515152,177.458015
composed-25-1-40-8_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.515152,176.553435
composed-25-1-40-9_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152,176.977099
composed-25-1-80-0_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758,159.291391
composed-25-1-80-1_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.545455,160.122517
composed-25-1-80-2_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758,159.731788
composed-25-1-80-3_ext.xml.minion.gz,1,0.454545,0.730939,0.575758,0.575758,160.07947
composed-25-1-80-4_ext.xml.minion.gz,1,0.393939,0.730939,0.515152,0.545455,160.725166
composed-25-1-80-5_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.545455,159.990066
composed-25-1-80-6_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.545455,160.764901
composed-25-1-80-7_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.575758,160.480132
composed-25-1-80-8_ext.xml.minion.gz,1,0.393939,0.730939,0.575758,0.575758,159.857616
composed-25-1-80-9_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.575758,160.086093
composed-75-1-2-0_ext.xml.minion.gz,1,0.13253,0.713651,0.228916,0.180723,166.641026
composed-75-1-2-1_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723,167.740385
composed-75-1-2-2_ext.xml.minion.gz,1,0.13253,0.713651,0.277108,0.192771,167.009615
composed-75-1-2-3_ext.xml.minion.gz,1,0.144578,0.713651,0.253012,0.192771,167.424679
composed-75-1-2-4_ext.xml.minion.gz,1,0.144578,0.713651,0.228916,0.180723,167.706731
composed-75-1-25-0_ext.xml.minion.gz,1,0.13253,0.712186,0.228916,0.180723,162.530139
composed-75-1-25-1_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.192771,163.496136
composed-75-1-25-2_ext.xml.minion.gz,1,0.13253,0.712186,0.277108,0.192771,162.882535
composed-75-1-25-3_ext.xml.minion.gz,1,0.144578,0.712186,0.253012,0.192771,163.309119
composed-75-1-25-4_ext.xml.minion.gz,1,0.144578,0.712186,0.228916,0.192771,163.551777
composed-75-1-25-5_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771,164.139104
composed-75-1-25-6_ext.xml.minion.gz,1,0.13253,0.712186,0.240964,0.192771,164.114374
composed-75-1-25-7_ext.xml.minion.gz,1,0.13253,0.712186,0.216867,0.192771,163.35085
composed-75-1-25-8_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.180723,163.162287
composed-75-1-25-9_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771,162.976816
composed-75-1-2-5_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771,168.439103
composed-75-1-2-6_ext.xml.minion.gz,1,0.13253,0.713651,0.240964,0.192771,168.258013
composed-75-1-2-7_ext.xml.minion.gz,1,0.13253,0.713651,0.216867,0.192771,167.490385
composed-75-1-2-8_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723,167.375
composed-75-1-2-9_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771,167.161859
composed-75-1-40-0_ext.xml.minion.gz,1,0.13253,0.711279,0.228916,0.192771,160.024169
composed-75-1-40-1_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771,160.91994
composed-75-1-40-2_ext.xml.minion.gz,1,0.13253,0.711279,0.277108,0.192771,160.332326
composed-75-1-40-3_ext.xml.minion.gz,1,0.144578,0.711279,0.253012,0.192771,160.723565
composed-75-1-40-4_ext.xml.minion.gz,1,0.144578,0.711279,0.228916,0.192771,160.944109
composed-75-1-40-5_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,161.626888
composed-75-1-40-6_ext.xml.minion.gz,1,0.13253,0.711279,0.240964,0.192771,161.55136
composed-75-1-40-7_ext.xml.minion.gz,1,0.13253,0.711279,0.216867,0.192771,160.702417
composed-75-1-40-8_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771,160.57855
composed-75-1-40-9_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,160.432024
composed-75-1-80-0_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,153.69943
composed-75-1-80-1_ext.xml.minion.gz,1,0.13253,0.709026,0.289157,0.204819,154.625356
composed-75-1-80-2_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.122507
composed-75-1-80-3_ext.xml.minion.gz,1,0.144578,0.709026,0.253012,0.204819,154.324786
composed-75-1-80-4_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,154.62963
composed-75-1-80-5_ext.xml.minion.gz,1,0.13253,0.709026,0.26506,0.204819,155.324786
composed-75-1-80-6_ext.xml.minion.gz,1,0.144578,0.709026,0.240964,0.192771,155.202279
composed-75-1-80-7_ext.xml.minion.gz,1,0.144578,0.709026,0.216867,0.204819,154.403134
composed-75-1-80-8_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.324786
composed-75-1-80-9_ext.xml.minion.gz,1,0.144578,0.709026,0.26506,0.204819,154.126781
costasArray-10.xml.minion.convert.minion,1,0.185185,0.913618,0.185185,0.157407,353.884892
costasArray-11.xml.minion.convert.minion,1,0.169231,0.913037,0.169231,0.138462,357.735294
costasArray-12.xml.minion.convert.minion,1,0.155844,0.912557,0.155844,0.12987,321.970588
costasArray-13.xml.minion.convert.minion,1,0.144444,0.912154,0.144444,0.122222,340.298755
costasArray-14.xml.minion.convert.minion,1,0.134615,0.91181,0.134615,0.105769,361.576512
costasArray-15.xml.minion.convert.minion,1,0.12605,0.911513,0.12605,0.10084,338.407407
costasArray-16.xml.minion.convert.minion,1,0.118519,0.911254,0.118519,0.096296,352.405405
costasArray-17.xml.minion.convert.minion,1,0.111842,0.911026,0.111842,0.085526,356.236277
costasArray-18.xml.minion.convert.minion,1,0.105882,0.910824,0.105882,0.082353,342.036093
costasArray-19.xml.minion.convert.minion,1,0.100529,0.910643,0.100529,0.079365,345.31749
costasArray-20.xml.minion.convert.minion,1,0.095694,0.910481,0.095694,0.076555,332.133562
cril-0_ext.xml.minion.converted.minion,1,0.092593,0.863237,0.185185,0.083333,758.702703
cril-0_ext.xml.minion.converted.minion.gz,1,0.092593,0.863237,0.185185,0.083333,758.702703
cril-2_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.144231,0.096154,161.174213
cril-3_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.134615,0.096154,161.223425
cril-4_ext.xml.minion.converted.minion,1,0.977778,0.679827,0.977778,0.977778,52.512121
cril-5_ext.xml.minion.converted.minion,1,0.97619,0.701098,0.97619,0.97619,53.436702
cril-6_ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556,147.03268
cril-6_ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556,147.03268
cril-7.ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556,146.745098
cril-7.ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556,146.745098
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.469697,0.409362,0.668831,0.512987,73.938639
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.375661,0.517084,0.656085,0.481481,113.362702
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.605128,0.501525,0.805128,0.646154,126.137566
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.668421,0.457273,0.831579,0.773684,74.294606
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.472313,0.431995,0.7557,0.52443,81.986004
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.483108,0.44986,0.702703,0.550676,56.152118
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.58445,0.413691,0.788204,0.589812,59.596179
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.579088,0.400035,0.820375,0.579088,54.877034
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.600522,0.39196,0.796345,0.600522,71.182451
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.535632,0.395567,0.850575,0.535632,40.68925
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.479545,0.408447,0.793182,0.584091,51.572496
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.680899,0.364666,0.85618,0.680899,38.075906
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.070423,0.786962,0.098592,0.084507,223.156682
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.083056,0.748506,0.152824,0.083056,224.224414
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.095588,0.744188,0.194853,0.091912,221.995356
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.105413,0.743866,0.202279,0.091168,227.91641
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049,239.019526
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049,238.755713
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.084615,0.743583,0.146154,0.072308,241.366883
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096,263
