@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC

@DATA
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0026,0.3802,0.8043,0.7507,0.0603
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0063,0.6965,1.0071,0.962,0.1011
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0087,3.3352,0.5036,0.9945,0.0575
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.0012,0.417,0.7887,0.6628,0.0676
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.0346,1.1645,1.0851,0.8869,0.1622
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0007,0.6366,0.7578,0.907,0.1389
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0,0.4303,0.9116,0.9322,0.0338
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0092,0.7793,0.8865,0.7364,0.0305
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0221,0.2127,0.5567,0.4356,0.052
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0052,0.3822,0.8381,0.5712,0.0562
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.0138,1.0717,1.5323,0.9253,0.0422
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.2893,0.5479,0.6929,0
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0,4.347,1.045,1,0.0155
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0,1.0399,0.5762,0.9573,0.0003
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0,0.9274,0.9776,0.9628,0.0444
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0,2.7607,0.3855,1,0.2108
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,2.9707,0.2426,1,0.0047
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.0011,0.3571,0.6918,0.6505,0.0822
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.0305,0.7144,0.6767,0.5962,0.1708
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.0233,1.0203,0.7742,0.5329,0.0976
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0074,5.4502,1.2271,0.9961,0.315
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.025,0.4523,0.7271,0.5092,0.0596
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0246,0.543,0.6693,0.5853,0.0784
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0,0.1552,2.7297,0.661,0.0386
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.0183,0.2504,0.7492,0.4783,0.0589
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0007,0.6477,0.7929,0.9064,0.1377
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.0237,4.0055,1.2309,0.9863,0.3173
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0185,0.6089,0.7544,0.5808,0.0471
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.0017,0.6493,0.1448,0.999,0.1268
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0,0.4281,0.9805,0.8692,0.0292
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,1.2166,0.0365,0.7437,0
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0144,0.4951,0.7275,0.627,0.0917
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0318,0.7162,0.677,0.5971,0.1709
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.0148,0.6169,0.7145,0.6329,0.105
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.1983,1.002,1.0441,0.8301,0.2162
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.1557,2.8407,0.5459,0.064
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.0004,0.396,0.664,0.7856,0.0994
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.0001,2.2699,0.9777,0.9919,0.4475
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0004,0.1785,0.454,0.393,0.0399
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,1.9549,0.4716,0.9965,0.031
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0007,0.1863,0.434,0.3646,0.0417
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.0036,1.9933,1.2614,0.9546,0.2382
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.0004,0.3904,0.7092,0.8503,0.1206
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.0109,0.2655,0.8989,0.5295,0.0487
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0127,5.9663,1.2063,0.9952,0.3128
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.0013,0.4719,0.7865,0.6805,0.0676
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0187,0.2165,0.7422,0.3247,0.0468
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.017,0.1654,0.6186,0.2242,0.1112
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.0015,0.3789,0.721,0.6197,0.0781
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0207,0.2369,0.7008,0.4588,0.0586
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0278,0.2218,0.6256,0.506,0.0703
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.0006,0.4532,0.6123,0.7696,0.0839
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0001,0.1822,0.4117,0.3671,0.0407
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.8762,1.0295,0.7373,0.0011
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.3785,1.0499,0.8473,0.0239
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,3.795,0.6954,1,0.0231
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0,0.3362,0.959,0.8405,0.0209
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.0149,0.2314,0.7889,0.4649,0.0628
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.0003,0.2134,1.9995,0.5937,0.0611
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.0226,0.7075,0.6792,0.5934,0.1702
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.0695,0.9353,1.0497,0.8016,0.073
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.0267,1.5604,0.7479,0.3373,0.0699
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,1.1958,1.0137,0.9646,0.0362
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.0293,0.567,0.6622,0.5886,0.0811
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0132,0.908,0.809,0.7509,0.1773
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.0002,1.1665,0.5022,0.8536,0.1015
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.0011,0.4533,1.0739,0.8736,0.027
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.0114,0.2941,0.848,0.3909,0.0478
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.154,2.8706,0.513,0.062
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0076,5.4899,1.228,0.9952,0.3149
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.0063,1.9172,0.71,0.4062,0.2527
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0,0.2924,0.5472,0.6918,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0085,3.3885,0.4991,0.9946,0.0575
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0033,0.2679,0.7612,0.152,0.1107
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.001,0.9419,0.9713,0.9557,0.0696
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,1.2863,0.6835,0.9824,0
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.0002,0.6176,0.3021,0.9548,0.0032
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0145,0.5649,0.2473,0.9916,0.1747
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,3.7954,0.6954,1,0.0232
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0031,0.6063,0.2487,0.9776,0.0611
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.0015,0.3831,0.7219,0.6196,0.0786
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,2.0692,0.5083,1,0.0811
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.0114,0.257,0.6408,0.4741,0.0573
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005,0.9959,1.1142,0.9482,0.0683
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.0016,0.3868,0.827,0.7264,0.0849
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0,3.2317,1.9768,0.9897,0.2866
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0022,1.1195,0.7216,0.696,0.2038
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0024,0.266,0.7268,0.0906,0.1306
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0028,1.9304,1.2592,0.9428,0.218
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0,0.4279,0.9063,0.9733,0.0209
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0218,0.7758,0.7707,0.5103,0.0965
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0015,0.4279,0.1733,0.9988,0.1381
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.0131,1.0819,1.5489,0.9256,0.0424
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0004,0.3824,0.7139,0.8644,0.1188
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0013,0.709,0.5859,0.5788,0.0963
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.0072,0.6113,0.1487,0.9956,0.1213
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.0056,0.3995,0.7425,0.7014,0.0343
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0001,13.8139,0.9598,0.9998,0.256
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.0005,0.3969,0.7214,0.8747,0.1189
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.0007,0.5775,0.4974,0.8945,0.0056
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0026,0.2642,0.7225,0.0909,0.1309
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.4804,0.9831,0.8866,0.022
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.0155,0.5803,0.7358,0.6351,0.0652
