@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC

@DATA
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0179,0.5251,0.2748,0.9894,0.1655,3.4266,0.0591,26.9666
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0,3.0913,0.2672,1,0.0024,217.49,0.9262,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0,1.2913,0.6823,0.9828,0,2.1258,0.9589,0
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.0119,1.2985,1.0819,0.9786,0.1473,2.9888,0.5361,0
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.0219,0.2271,0.6201,0.4283,0.0509,0.3791,0.1439,31.4925
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0,0.4464,1.0416,0.8601,0.0259,1.1747,0.6153,28.8132
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.0132,1.0851,1.5399,0.9253,0.0427,0.6848,0.6586,0
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0026,0.2662,0.7312,0.0909,0.1293,0.2222,0.0263,24.3351
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0,0.3881,1.042,0.8521,0.0238,2.6196,0.5664,2.9091
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.0341,0.723,0.6774,0.6014,0.1711,0.408,0.1166,29.0547
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0111,0.4194,0.7574,0.7988,0.1098,0.7823,0.2421,9.8414
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0,1.2744,0.6861,0.9722,0.0004,6.1808,0.9582,217.6667
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.0002,0.8021,1.0559,0.9077,0.0529,2.2437,0.5298,40.7059
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0005,0.1277,3.1488,0.999,0.3316,7.8218,0.0403,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0,0.9915,0.5611,0.956,0.0003,19.2712,0.0266,109.3197
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.0087,2.3778,0.0678,0.9917,0.4887,25.1042,0.8901,0
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0013,0.4393,0.8211,0.6623,0.0707,1.2264,0.3327,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.0258,0.5495,0.6669,0.5853,0.0787,0.3576,0.1503,29.155
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0,5.0719,0.9887,1,0.0069,5.3348,0.9796,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.0251,0.5459,0.6681,0.5847,0.0786,0.2743,0.1526,32.8959
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0073,0.45,0.6164,0.8839,0.1038,4.6039,0.0831,0
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0011,0.7226,0.6395,0.8746,0.0162,1.3358,0.2503,49.4717
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.0183,0.2741,0.8403,0.5181,0.0471,1.144,0.3288,260.0822
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.3325,0.9665,0.8445,0.021,1.937,0.5038,73.2
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.0041,1.1914,0.7719,0.9616,0.2448,0.6262,0.1966,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.0277,0.7127,0.677,0.5953,0.1707,0.5352,0.1253,26.7148
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0008,0.5982,0.5638,0.905,0.0099,1.4697,0.209,43.3796
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.0021,0.5296,0.9538,0.4357,0.0458,0.4268,0.3255,96.0387
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0075,5.4759,1.2277,0.9955,0.3149,273.033,0.9898,0
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.4407,0.9208,0.901,0.0373,1.3333,0.5497,49.25
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0002,0.3797,0.6614,0.8211,0.1186,0.5427,0.1844,24.4632
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.0039,1.1576,0.7668,0.9631,0.2412,0.2334,0.1969,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0026,0.3802,0.8043,0.7507,0.0603,0.6273,0.3179,22.8062
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0063,0.6965,1.0071,0.962,0.1011,0.8801,0.9227,30.9565
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0087,3.3352,0.5036,0.9945,0.0575,30.609,0.9607,0
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.0012,0.417,0.7887,0.6628,0.0676,1.2836,0.3215,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.0346,1.1645,1.0851,0.8869,0.1622,6.6793,0.9691,0
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0007,0.6366,0.7578,0.907,0.1389,0.3658,0.3255,23.8002
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541,1.286,0.6204,9.9467
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0,0.4303,0.9116,0.9322,0.0338,2.4396,0.5174,26.5
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0092,0.7793,0.8865,0.7364,0.0305,0.6957,0.4538,54.3372
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0221,0.2127,0.5567,0.4356,0.052,1.9833,0.1172,0
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0052,0.3822,0.8381,0.5712,0.0562,0.467,0.2182,66.4489
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.0138,1.0717,1.5323,0.9253,0.0422,0.6798,0.6557,0
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.2893,0.5479,0.6929,0,47.7262,0.3927,49.345
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0,4.347,1.045,1,0.0155,19.6946,0.9765,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0,1.0399,0.5762,0.9573,0.0003,19.2745,0.0244,83.9941
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0,0.9274,0.9776,0.9628,0.0444,2.7129,0.4366,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0,2.7607,0.3855,1,0.2108,153.278,0.829,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,2.9707,0.2426,1,0.0047,392.797,0.9679,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.0011,0.3571,0.6918,0.6505,0.0822,1.2719,0.2075,12.5746
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.0305,0.7144,0.6767,0.5962,0.1708,0.2921,0.1228,30.1844
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.0233,1.0203,0.7742,0.5329,0.0976,2.672,0.2645,3.3394
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0074,5.4502,1.2271,0.9961,0.315,129.842,0.9896,0
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.025,0.4523,0.7271,0.5092,0.0596,0.1499,0.282,33.7338
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0246,0.543,0.6693,0.5853,0.0784,0.273,0.1551,31.0564
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0,0.1552,2.7297,0.661,0.0386,11.7932,0.0687,0
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.0183,0.2504,0.7492,0.4783,0.0589,0.2635,0.1961,24.5423
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0007,0.6477,0.7929,0.9064,0.1377,0.3322,0.3465,23.8136
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.0237,4.0055,1.2309,0.9863,0.3173,2.9483,0.9876,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0185,0.6089,0.7544,0.5808,0.0471,0.9488,0.2989,146.7633
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.0017,0.6493,0.1448,0.999,0.1268,20.7406,0.0159,0
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0,0.4281,0.9805,0.8692,0.0292,0.8503,0.6007,43.0345
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,1.2166,0.0365,0.7437,0,10.6272,0.8831,41.223
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0144,0.4951,0.7275,0.627,0.0917,0.6667,0.2983,41.2874
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0318,0.7162,0.677,0.5971,0.1709,0.1962,0.1209,28.1299
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.0148,0.6169,0.7145,0.6329,0.105,0.369,0.2331,24.6909
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.1983,1.002,1.0441,0.8301,0.2162,2.8484,0.8258,35.423
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541,1.6599,0.6204,9.9467
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.1557,2.8407,0.5459,0.064,0.8527,0.0691,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.0004,0.396,0.664,0.7856,0.0994,0.2883,0.1805,22.0322
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.0001,2.2699,0.9777,0.9919,0.4475,11.4053,0.8552,124.2632
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0004,0.1785,0.454,0.393,0.0399,0.443,0.0615,12.3916
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,1.9549,0.4716,0.9965,0.031,8.2558,0.8894,54.8291
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0007,0.1863,0.434,0.3646,0.0417,0.3415,0.0806,11.8522
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.0036,1.9933,1.2614,0.9546,0.2382,1.6847,0.9758,1255.4444
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.0004,0.3904,0.7092,0.8503,0.1206,0.3842,0.1273,15.2661
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.0109,0.2655,0.8989,0.5295,0.0487,2.4216,0.3052,0
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0127,5.9663,1.2063,0.9952,0.3128,8.2253,0.9911,0
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.0013,0.4719,0.7865,0.6805,0.0676,0.7852,0.3337,52.9949
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0187,0.2165,0.7422,0.3247,0.0468,2.2414,0.2762,10.4646
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.017,0.1654,0.6186,0.2242,0.1112,0.4198,0.0181,31.6459
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.0015,0.3789,0.721,0.6197,0.0781,0.529,0.2069,10.1061
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0207,0.2369,0.7008,0.4588,0.0586,0.56,0.1658,11.6062
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0278,0.2218,0.6256,0.506,0.0703,1.8427,0.143,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.0006,0.4532,0.6123,0.7696,0.0839,0.4407,0.1486,19.1841
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0001,0.1822,0.4117,0.3671,0.0407,0.1834,0.0718,11.8801
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.8762,1.0295,0.7373,0.0011,1.9154,0.7903,0
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.3785,1.0499,0.8473,0.0239,0.8846,0.5673,0
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,3.795,0.6954,1,0.0231,3418.74,0.6352,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0,0.3362,0.959,0.8405,0.0209,2.0274,0.4945,117
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.0149,0.2314,0.7889,0.4649,0.0628,0.4085,0.1174,13.5385
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.0003,0.2134,1.9995,0.5937,0.0611,2.6286,0.1502,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.0226,0.7075,0.6792,0.5934,0.1702,0.162,0.1379,35.4611
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.0695,0.9353,1.0497,0.8016,0.073,3.8846,0.8086,34.1414
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.0267,1.5604,0.7479,0.3373,0.0699,0.1581,0.1065,18.5185
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,1.1958,1.0137,0.9646,0.0362,1.506,0.9285,13.0794
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.0293,0.567,0.6622,0.5886,0.0811,0.7283,0.1436,24.1161
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0132,0.908,0.809,0.7509,0.1773,0.4567,0.2174,0
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.0002,1.1665,0.5022,0.8536,0.1015,1.2812,0.3719,38.5423
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.0011,0.4533,1.0739,0.8736,0.027,2.3088,0.6162,137.25
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.0114,0.2941,0.848,0.3909,0.0478,0.3095,0.3399,49.2367
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.154,2.8706,0.513,0.062,1.5041,0.0669,0
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0076,5.4899,1.228,0.9952,0.3149,4.1021,0.9899,0
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.0063,1.9172,0.71,0.4062,0.2527,0.5144,0.1331,47.7089
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0,0.2924,0.5472,0.6918,0,57.8583,0.3938,58.8771
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0085,3.3885,0.4991,0.9946,0.0575,30.2163,0.9614,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0033,0.2679,0.7612,0.152,0.1107,0.4246,0.0925,36.2291
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.001,0.9419,0.9713,0.9557,0.0696,0.7579,0.8949,33.4757
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,1.2863,0.6835,0.9824,0,5.3382,0.9587,528.4
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.0002,0.6176,0.3021,0.9548,0.0032,2.9324,0.07,26.8957
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0145,0.5649,0.2473,0.9916,0.1747,3.6284,0.0489,23.704
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,3.7954,0.6954,1,0.0232,3342.19,0.6355,0
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0031,0.6063,0.2487,0.9776,0.0611,3.6372,0.8604,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.0015,0.3831,0.7219,0.6196,0.0786,0.3677,0.2076,8.2434
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,2.0692,0.5083,1,0.0811,18.8748,0.8385,26.4913
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.0114,0.257,0.6408,0.4741,0.0573,0.61,0.1594,10.5509
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005,0.9959,1.1142,0.9482,0.0683,2.8808,0.9544,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.0016,0.3868,0.827,0.7264,0.0849,0.4487,0.2993,20.2853
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0,3.2317,1.9768,0.9897,0.2866,12.9728,0.7799,0
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0022,1.1195,0.7216,0.696,0.2038,2.1437,0.1886,0
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0024,0.266,0.7268,0.0906,0.1306,0.1945,0.0219,24.709
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0028,1.9304,1.2592,0.9428,0.218,0.552,0.9701,609.0857
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0,0.4279,0.9063,0.9733,0.0209,2.9194,0.5233,26.3333
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0218,0.7758,0.7707,0.5103,0.0965,0.7669,0.2608,24.3692
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0015,0.4279,0.1733,0.9988,0.1381,7.1638,0.0236,0
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.0131,1.0819,1.5489,0.9256,0.0424,0.6164,0.6614,0
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0004,0.3824,0.7139,0.8644,0.1188,0.8086,0.1291,21
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0013,0.709,0.5859,0.5788,0.0963,0.6317,0.1305,54.5716
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.0072,0.6113,0.1487,0.9956,0.1213,22.0115,0.0168,0
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.0056,0.3995,0.7425,0.7014,0.0343,0.3345,0.2298,229.5278
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0001,13.8139,0.9598,0.9998,0.256,13.1607,0.9842,0
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.0005,0.3969,0.7214,0.8747,0.1189,0.3763,0.1277,17.1117
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.0007,0.5775,0.4974,0.8945,0.0056,1.9984,0.1682,30.1427
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0026,0.2642,0.7225,0.0909,0.1309,0.1238,0.0148,18.9614
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.4804,0.9831,0.8866,0.022,2.7114,0.585,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.0155,0.5803,0.7358,0.6351,0.0652,0.5076,0.2605,9.5281
