@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_inverse NUMERIC
@ATTRIBUTE gc_circuit NUMERIC
@ATTRIBUTE gc_member NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE gc_range NUMERIC
@ATTRIBUTE gc_precede NUMERIC

@DATA
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_17_6.dzn,1,1.520661,0.657609,6.942149,1116.45369,4.565217,121,0.000109,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.001003,0.165833,76465,2.081526,3.769372,9.303781,0.151097,42.47352,0.27073,9.30365,-55.154465,18.591493,208.333333,0.151097,121,70.222222,0.133927,0.432143,840,11248.269841,121,180,2,1125.741402,2.51,632,3.769396,0.236321,0.02,9.295747,0.167568,0.978261,1.687588,0.078723,631.942149,92.960908,336.528267,2.170662,0.146651,556,184,0.842946,120,7815.127623,207.627562,1711.871555,12.23913,0.43,-4.240042,3,625,799.702169,183,9,0,0,0.021739,1,0.016304,0.989015,208.333333,-10.954451,0,358,73,6,73,625,3,4,0.333333,3,0,2,4,1,0,0,27.6957,3,1,0,1,1,5096,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_17_7.dzn,1,1.520661,0.657609,6.942149,1130.899955,4.565217,121,0.000114,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.001054,0.164283,83119,2.083837,3.769372,9.424166,0.151097,43.023092,0.27073,9.424029,-55.10978,18.831434,226.333333,0.151097,121,76.333333,0.132641,0.432143,840,12221.571429,121,180,2,1140.307222,2.53,687,3.769397,0.236321,0.02,9.415717,0.167568,0.978261,1.732273,0.078723,686.933884,101.004723,336.565042,2.308628,0.147137,556,184,0.841803,120,7916.248987,207.627562,1734.021249,12.228261,0.43,-4.28117,3,679,803.114839,183,9,0,0,0.021739,1,0.016304,0.98845,226.333333,-10.954451,0,358,78,6,78,679,3,4,0.333333,3,0,2,4,1,0,0,24.2772,3,1,0,1,1,4467,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_17_9.dzn,1,1.520661,0.657609,6.942149,1116.727403,4.565217,121,0.000093,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000858,0.162375,76587,2.089606,3.769372,9.306062,0.151097,42.483971,0.27073,9.30595,-55.148432,18.598383,209,0.151097,121,70.333333,0.128704,0.432143,840,11251.333333,121,180,2,1126.019724,2.52,633,3.769392,0.236321,0.02,9.299192,0.167568,0.978261,1.693621,0.078723,632.950413,92.986226,336.647257,2.234105,0.14659,556,184,0.841815,120,7817.050599,207.627562,1712.294741,12.195652,0.43,-4.41213,3,627,799.767784,183,9,0,0,0.021739,1,0.016304,0.990599,209,-10.954451,0,358,73,6,73,627,3,4,0.333333,3,0,2,4,1,0,0,31.0924,3,1,0,1,1,5721,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_1_4.dzn,1,1.502048,0.665758,3.996724,305.337959,2.660851,121,0.549822,724,0.592957,1.937156,2.900901,0.472977,33,7.60688,2.918239,3.796839,76003,0.750817,0.51583,9.252665,0.126863,14.720334,1.327721,5.127819,-4.676234,2,203.333333,0.994979,121,1,1.930684,0.750615,4880,8654.270686,1221,1280,3,2219.555866,3.19,610,0.99678,0.968434,0.51,1,0.466133,0.697928,0.917808,0.103001,62.246519,7.087855,1578.985005,4.868593,0.285253,6056,1834,0.711467,80,26997.093405,2493.07021,9404.420113,45.737186,0.62,-0.129169,3,2,6054.599686,403,53,1100,1100,0.002181,2,0.001636,9.687289,201,2.976895,2211,2956,4541,2,122,603,3,4,0.333333,3,2,2,4,1,0.486897,1.296198,239.218,3,1,1,1,1,438726,0,0,0,0.900901,0.099099,0,0.299891,0,550,1100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_18_3.dzn,1,1.520661,0.657609,6.942149,1123.696159,4.565217,121,0.00003,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000275,0.162147,79737,2.089711,3.769372,9.364135,0.151097,42.749239,0.27073,9.364099,-55.098153,18.723884,219,0.151097,121,73.222222,0.128704,0.432143,840,11712.27381,121,180,2,1133.055908,2.53,659,3.769378,0.236321,0.02,9.361942,0.167568,0.978261,1.7439,0.078723,658.983471,96.795651,336.661311,2.281602,0.146277,556,184,0.841936,120,7865.859955,207.627562,1722.994199,12.195652,0.43,-4.41213,3,657,801.421354,183,9,0,0,0.021739,1,0.016304,0.99699,219,-10.954451,0,391,81,6,81,657,3,4,0.333333,3,0,2,4,1,0,0,23.3478,3,1,0,1,1,4296,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_18_4.dzn,1,1.520661,0.657609,6.942149,1121.581648,4.565217,121,0.000106,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000974,0.169019,78764,2.078113,3.769372,9.346514,0.151097,42.668613,0.27073,9.346387,-55.09955,18.677431,214.666667,0.151097,121,72.333333,0.136464,0.432143,840,11596.575,121,180,2,1130.912565,2.51,651,3.769395,0.236321,0.03,9.338715,0.167568,0.978261,1.742503,0.078723,650.942149,95.839463,336.457878,2.338181,0.148517,556,184,0.840646,120,7851.024745,207.627562,1719.735132,12.26087,0.43,-4.16122,3,644,800.918764,183,9,0,0,0.021739,1,0.016304,0.989335,214.666667,-10.954451,0,358,80,6,80,644,3,4,0.333333,3,0,2,4,1,0,0,23.3207,3,1,1,1,1,4291,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_20_5.dzn,1,1.520661,0.657609,6.942149,1109.751302,4.565217,121,0.000082,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000745,0.163839,73563,2.085769,3.769372,9.247928,0.151097,42.218605,0.27073,9.24783,-55.110478,18.483942,201,0.151097,121,67.555556,0.131341,0.432143,840,10813.253968,121,180,2,1118.987316,2.5,608,3.76939,0.236321,0.02,9.241971,0.167568,0.978261,1.731575,0.078723,607.958678,89.365735,336.594789,2.290716,0.146851,556,184,0.841827,120,7768.223371,207.627562,1701.600792,12.217391,0.43,-4.323519,3,603,798.10471,183,9,0,0,0.021739,1,0.016304,0.991844,201,-10.954451,0,391,86,6,86,603,3,4,0.333333,3,0,2,4,1,0,0,14.7174,3,1,0,1,1,2708,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_1_7.dzn,1,1.502153,0.665711,3.996555,384.643261,2.66055,121,0.550705,724,0.6236,1.936415,2.896641,0.48943,41,7.884582,2.849495,3.787693,82778,0.756443,0.541592,9.381543,0.125427,14.963699,1.340768,5.216386,-4.963265,2,333.5,0.998052,121,1,1.908751,0.750647,4640,9882.120806,1161,1220,3,2175.147098,3.11,667,1.032286,1.024964,0.46,1,0.479554,0.699541,0.95206,0.105097,71.29888,8.511732,1508.289877,4.903933,0.28242,5756,1744,0.714021,98,26096.691158,2367.825116,9097.377617,44.833716,0.6,-0.130637,3,2,5790.673213,444,60,1040,1040,0.002294,2,0.00172,9.228756,219.333333,2.887795,2023,3598,4195,2,127,658,3,4,0.333333,3,5,2,4,1,0.482241,1.307617,200.503,3,1,1,1,1,349678,0,0,0,0.89578,0.10422,0,0.298165,0,520,1040,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_18_5.dzn,1,1.520661,0.657609,6.942149,1129.381319,4.565217,121,0.000057,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000532,0.165788,82397,2.079879,3.769372,9.411511,0.151097,42.965455,0.27073,9.411442,-55.05533,18.814523,225.666667,0.151097,121,75.666667,0.135202,0.432143,840,12121.547619,121,180,2,1138.784331,2.52,681,3.769384,0.236321,0.02,9.407262,0.167568,0.978261,1.786723,0.078723,680.966942,100.178079,336.519602,2.317053,0.1468,556,184,0.842535,120,7905.643733,207.627562,1731.705273,12.25,0.43,-4.200076,3,677,802.760058,183,9,0,0,0.021739,1,0.016304,0.994175,225.666667,-10.954451,0,358,78,6,78,677,3,4,0.333333,3,0,2,4,1,0,0,26.8859,3,1,0,1,1,4947,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_16_10.dzn,1,1.508251,0.66302,5.174917,1133.649987,3.431072,121,0.464088,724,2.389439,1.165744,2.60396,0.998139,120,50.151815,1.217669,1.299285,84814,1.239785,3.19569,9.447083,0.072406,25.685423,1.630035,6.643657,-20.840425,2,230,1.035873,121,1,1.255763,0.579719,1568,11395.442662,303,362,3,1325.08044,2.62,698,4.062437,1.23941,0.09,1,0.968587,0.792123,1.840692,0.187819,279.914191,37.608722,551.008424,3.478072,0.231922,1466,457,0.771433,145,11738.238312,587.090738,3036.151132,32.498906,0.46,-0.334681,3,2,1679.957427,365,34,182,182,0.008753,2,0.006565,2.465041,230,1.203152,0,646,69,2,69,690,3,4,0.333333,3,0,2,4,1,0,1.521032,42.1619,3,1,1,1,1,19268,0,0,0,0.60066,0.39934,0,0.199125,0,91,182,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_20_7.dzn,1,1.520661,0.657609,6.942149,1106.880201,4.565217,121,0.000133,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.001211,0.166218,72350,2.077887,3.769372,9.224002,0.151097,42.109256,0.27073,9.223843,-55.08123,18.428573,196.666667,0.151097,121,66.444444,0.136464,0.432143,840,10647.428571,121,180,2,1116.084772,2.51,598,3.769401,0.236321,0.02,9.214286,0.167568,0.978261,1.760823,0.078723,597.933884,87.995277,336.482827,2.30367,0.147154,556,184,0.842754,120,7748.103115,207.627562,1697.187162,12.26087,0.43,-4.16122,3,590,797.415272,183,9,0,0,0.021739,1,0.016304,0.986731,196.666667,-10.954451,0,391,88,6,88,590,3,4,0.333333,3,0,2,4,1,0,0,13.5652,3,1,0,1,1,2496,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_18_7.dzn,1,1.520661,0.657609,6.942149,1119.978642,4.565217,121,0.00003,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000281,0.166486,78043,2.085839,3.769372,9.333155,0.151097,42.60781,0.27073,9.333119,-55.090847,18.66183,214.333333,0.151097,121,71.666667,0.131341,0.432143,840,11475.982143,121,180,2,1129.307317,2.51,645,3.769378,0.236321,0.02,9.330915,0.167568,0.978261,1.751206,0.078723,644.983471,94.842828,336.576867,2.281968,0.147683,556,184,0.840977,120,7839.837053,207.627562,1717.293864,12.217391,0.43,-4.323519,3,643,800.541667,183,9,0,0,0.021739,1,0.016304,0.996925,214.333333,-10.954451,0,358,76,6,76,643,3,4,0.333333,3,0,2,4,1,0,0,25.4565,3,1,1,1,1,4684,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_18_9.dzn,1,1.520661,0.657609,6.942149,1127.335523,4.565217,121,0.000131,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.001211,0.165069,81424,2.085821,3.769372,9.394463,0.151097,42.887448,0.27073,9.394304,-55.090847,18.769502,221.333333,0.151097,121,74.777778,0.131341,0.432143,840,11971.859921,121,180,2,1136.710563,2.52,673,3.769401,0.236321,0.02,9.384751,0.167568,0.978261,1.751206,0.078723,672.92562,98.940991,336.576867,2.274103,0.147563,556,184,0.840769,120,7891.290394,207.627562,1728.552001,12.217391,0.43,-4.323519,3,664,802.276246,183,9,0,0,0.021739,1,0.016304,0.986736,221.333333,-10.954451,0,358,80,6,80,664,3,4,0.333333,3,0,2,4,1,0,0,18.9728,3,1,1,1,1,3491,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_16_2.dzn,1,1.504303,0.66476,4.612737,1132.155387,3.066362,121,0.528764,724,1.246127,1.765639,2.791738,0.752528,120,28.547332,1.923017,2.113831,84643,1.194039,2.590846,9.434628,0.042155,20.05136,1.524454,5.735197,-10.44934,2,227.666667,1.035205,121,1,1.669785,0.650373,2680,10008.826417,581,640,3,1601.571129,2.84,692,3.780527,1.049802,0.26,1,0.738147,0.732265,1.371466,0.145452,145.685026,17.226896,874.489612,4.486653,0.25564,2856,874,0.746325,165,17524.889021,1166.710313,5012.562587,42.496568,0.52,-0.209384,3,2,3017.143262,643,54,460,460,0.004577,2,0.003432,4.688196,227.666667,1.917921,0,646,71,2,71,683,3,4,0.333333,3,0,2,4,1,0,1.467458,26.4577,3,1,1,1,1,23124,0,0,0,0.791738,0.208262,0,0.263158,0,230,460,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_1_2.dzn,1,1.501895,0.665825,3.996967,373.057179,2.661282,121,0.551808,724,0.548901,2.058453,2.909022,0.448573,40,7.536012,3.042894,4.021456,80071,0.780862,0.509472,9.326429,0.110175,14.749502,1.308205,5.130278,-4.329198,2,321,0.990423,121,1,2.037727,0.750569,5272,8957.968854,1319,1378,3,2326.482151,3.34,642,0.993105,0.93969,0.65,1,0.439726,0.695608,0.862267,0.098857,60.705838,6.791485,1685.868336,5.169877,0.288309,6546,1981,0.709637,101,29218.763755,2697.275519,10163.080984,50.273599,0.63,-0.122406,3,2,6538.617969,563,63,1198,1198,0.002019,2,0.001514,10.460279,211.666667,3.108974,1996,2827,4108,2,121,635,3,4,0.333333,3,1,2,4,1,0.485881,1.279021,147.029,3,1,1,1,1,291264,0,0,0,0.908264,0.091736,0,0.302373,0,599,1198,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_16_4.dzn,1,1.520661,0.657609,6.942149,1125.265264,4.565217,121,0.000103,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000953,0.164546,80458,2.087721,3.769372,9.377211,0.151097,42.808756,0.27073,9.377086,-55.093251,18.739154,219.333333,0.151097,121,73.888889,0.130029,0.432143,840,11826.222222,121,180,2,1134.627207,2.51,665,3.769395,0.236321,0.02,9.369577,0.167568,0.978261,1.748802,0.078723,664.942149,97.737374,336.606615,2.274758,0.147015,556,184,0.840949,120,7876.811045,207.627562,1725.383837,12.206522,0.43,-4.36715,3,658,801.789261,183,9,0,0,0.021739,1,0.016304,0.98956,219.333333,-10.954451,0,358,74,5,74,658,3,4,0.333333,3,0,2,4,1,0,0,34.6141,3,1,1,1,1,6369,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_16_6.dzn,1,1.520661,0.657609,6.942149,1128.616976,4.565217,121,0.00013,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.001202,0.164057,82029,2.083837,3.769372,9.405141,0.151097,42.936201,0.27073,9.404984,-55.10978,18.791004,223,0.151097,121,75.333333,0.132641,0.432143,840,12061.095238,121,180,2,1138.002838,2.52,678,3.7694,0.236321,0.02,9.395502,0.167568,0.978261,1.732273,0.078723,677.92562,99.678473,336.565042,2.280527,0.147162,556,184,0.841842,120,7900.260992,207.627562,1730.517111,12.228261,0.43,-4.28117,3,669,802.577859,183,9,0,0,0.021739,1,0.016304,0.986834,223,-10.954451,0,326,70,6,70,669,3,4,0.333333,3,0,2,4,1,0,0,36.6957,3,1,0,1,1,6752,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_19_4.dzn,1,1.520661,0.657609,6.942149,1120.782,4.565217,121,0.000091,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000838,0.162406,78402,2.089781,3.769372,9.33985,0.151097,42.638227,0.27073,9.339741,-55.148432,18.666279,214,0.151097,121,72,0.128704,0.432143,840,11518,121,180,2,1130.10843,2.51,648,3.769392,0.236321,0.02,9.33314,0.167568,0.978261,1.693621,0.078723,647.950413,95.190083,336.647257,2.26926,0.147078,556,184,0.841051,120,7845.433741,207.627562,1718.51227,12.195652,0.43,-4.41213,3,642,800.729938,183,9,0,0,0.021739,1,0.016304,0.990817,214,-10.954451,0,358,80,6,80,642,3,4,0.333333,3,0,2,4,1,0,0,17.5598,3,1,0,1,1,3231,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_13_10.dzn,1,1.520661,0.657609,5.950413,877.226397,3.913043,121,0.000028,724,5.983471,0.100223,2.181818,0.069054,93,115.404959,0.000262,0.217843,83609,2.029221,3.280324,9.432542,0.151097,36.909878,0.314208,9.432508,-54.639117,18.860902,230.333333,0.194575,121,76.777778,0.188173,0.504167,720,14624.128968,121,180,3,1141.333388,2.49,691,3.28033,2.548838,0.02,9.430451,0.768173,0.978261,2.202936,0.186339,690.983471,120.86057,308.009158,2.390744,0.161452,556,184,0.793098,120,6791.417623,205.966177,1735.581437,11.630435,0.42,-2.634991,3,689,801.692193,172,9,0,0,0.021739,1,0.016304,0.997129,229.666667,-10.954451,11,651,161,5,121,689,3,4,0.333333,3,2,2,4,1,0.068323,0,25.6359,3,1,0,1,1,4717,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_14_2.dzn,1,1.520661,0.657609,5.950413,903.616502,3.913043,121,0.000106,724,5.983471,0.102424,2.049587,0.069054,95,114.991736,0.000992,0.263727,88322,2.019379,3.283136,9.511753,0.151097,37.219642,0.314208,9.511623,-54.428029,19.007608,243.333333,0.194575,121,81.111111,0.223339,0.504167,720,15729.123016,121,180,3,1150.906173,2.5,730,3.28316,2.505145,0.02,9.503804,0.284639,0.978261,2.440843,0.105919,729.933884,129.992752,306.545424,2.482105,0.157776,556,184,0.804259,119,6848.414218,205.961468,1750.138642,11.771739,0.42,-2.220091,3,722,803.904711,174,9,0,0,0.021739,2,0.016304,0.989131,240.666667,-10.954451,13,716,177,5,121,722,3,4,0.333333,3,3,2,4,1,0.073446,0,21.2935,3,1,1,1,1,3918,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_19_8.dzn,1,1.520661,0.657609,6.942149,1128.872132,4.565217,121,0.000101,724,5.983471,0.088977,1.975207,0.069054,120,118.066116,0.000933,0.166288,82152,2.079931,3.769372,9.407268,0.151097,42.945979,0.27073,9.407146,-55.11393,18.799585,224,0.151097,121,75.444444,0.135202,0.432143,840,12087.638889,121,180,2,1138.264449,2.51,679,3.769394,0.236321,0.01,9.399793,0.167568,0.978261,1.728123,0.078723,678.942149,99.897842,336.505547,2.314785,0.147455,556,184,0.841948,120,7902.060071,207.627562,1730.914843,12.25,0.42,-4.200076,3,672,802.638863,183,9,0,0,0.021739,1,0.016304,0.989775,224,-10.954451,0,391,81,6,81,672,3,4,0.333333,3,0,2,4,1,0,0,18.7391,3,1,0,1,1,3448,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
