@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
k_d4_n-16-shuffled,1,0.201946
k_d4_n-17-shuffled,1,0.201685
k_d4_n-18-shuffled,1,0.201454
k_d4_n-19-shuffled,1,0.201247
k_d4_n-20-shuffled,1,0.20106
k_d4_n-21-shuffled,1,0.200891
k_d4_n-7-shuffled,1,0.20758
k_d4_p-10-shuffled,1,0.241435
k_d4_p-11-shuffled,1,0.240858
k_d4_p-21-shuffled,1,0.238083
k_d4_p-6-shuffled,1,0.245599
k_d4_p-7-shuffled,1,0.244124
k_dum_n-10-shuffled,1,0.280147
k_dum_n-21-shuffled,1,0.276917
k_dum_p-11-shuffled,1,0.275081
k_dum_p-13-shuffled,1,0.276361
k_dum_p-16-shuffled,1,0.277217
k_dum_p-21-shuffled,1,0.2791
ken.flash^10.C-f4-shuffled,1,0.33333
ken.flash^14.C-d4-shuffled,1,0.333322
ken.oop^1.C-d2,1,0.333278
k_grz_n-10-shuffled,1,0.200222
k_grz_n-13-shuffled,1,0.192235
k_grz_n-14-shuffled,1,0.187398
k_grz_n-21-shuffled,1,0.168708
k_grz_p-10-shuffled,1,0.196961
k_grz_p-17-shuffled,1,0.180709
k_grz_p-21-shuffled,1,0.173488
k_lin_n-10-shuffled,1,0.076268
k_lin_n-13-shuffled,1,0.062934
k_lin_n-14-shuffled,1,0.059472
k_lin_n-21-shuffled,1,0.042483
k_lin_n-9-shuffled,1,0.083804
k_lin_p-12-shuffled,1,0.132075
k_lin_p-16-shuffled,1,0.116422
k_lin_p-21-shuffled,1,0.100489
k_lin_p-8-shuffled,1,0.155532
k_path_n-10-shuffled,1,0.242991
k_path_n-20-shuffled,1,0.242485
k_path_n-21-shuffled,1,0.242599
k_path_p-10-shuffled,1,0.242703
k_path_p-16-shuffled,1,0.242535
k_path_p-21-shuffled,1,0.242492
k_path_p-9-shuffled,1,0.242806
k_ph_n-10-shuffled,1,0.0865
k_ph_n-13-shuffled,1,0.057715
k_ph_n-14-shuffled,1,0.050844
k_ph_n-15-shuffled,1,0.045037
k_ph_n-8-shuffled,1,0.114916
k_ph_n-9-shuffled,1,0.099004
k_ph_p-11-shuffled,1,0.072938
k_ph_p-12-shuffled,1,0.06296
k_ph_p-8-shuffled,1,0.11221
k_ph_p-9-shuffled,1,0.097694
k_poly_n-12-shuffled,1,0.295877
k_poly_n-13-shuffled,1,0.295798
k_poly_n-20-shuffled,1,0.29556
k_poly_n-21-shuffled,1,0.29553
k_poly_p-19-shuffled,1,0.295585
k_poly_p-21-shuffled,1,0.295537
k_t4p_n-12-shuffled,1,0.229969
k_t4p_n-17-shuffled,1,0.229304
k_t4p_n-21-shuffled,1,0.228998
k_t4p_n-4-shuffled,1,0.234301
k_t4p_p-12-shuffled,1,0.23125
k_t4p_p-20-shuffled,1,0.229925
k_t4p_p-21-shuffled,1,0.229826
k_t4p_p-4-shuffled,1,0.236378
k_t4p_p-8-shuffled,1,0.232743
lognBWLARGEB1-shuffled,1,0.005818
lut4_2_f2-shuffled,1,0.995516
lut4_AND_f1-shuffled,1,0.997037
lut4_XOR_fOR-shuffled,1,0.940476
mutex-128-s,1,0.457886
mutex-16-s,1,0.459809
mutex-2-s,1,0.488189
mutex-32-s,1,0.458686
mutex-4-s,1,0.46832
mutex-64-s,1,0.458149
mutex-8-s,1,0.462275
ncf_16_32_8_d.10,1,0.137012
ncf_16_32_8_d.1,1,0.137012
ncf_16_32_8_d.2,1,0.136729
ncf_16_32_8_d.3,1,0.136448
ncf_16_32_8_d.4,1,0.136448
ncf_16_32_8_d.5,1,0.13758
ncf_16_32_8_d.6,1,0.137867
ncf_16_32_8_d.7,1,0.13758
ncf_16_32_8_d.8,1,0.137867
ncf_16_32_8_d.9,1,0.136448
ncf_16_32_8_edau.10,1,0.137012
ncf_16_32_8_edau.1,1,0.137012
ncf_16_32_8_edau.2,1,0.136729
ncf_16_32_8_edau.3,1,0.136448
ncf_16_32_8_edau.4,1,0.136448
ncf_16_32_8_edau.5,1,0.13758
ncf_16_32_8_edau.6,1,0.137867
ncf_16_32_8_edau.7,1,0.13758
ncf_16_32_8_edau.8,1,0.137867
ncf_16_32_8_edau.9,1,0.136448
ncf_16_32_8_euad.10,1,0.137012
ncf_16_32_8_euad.1,1,0.137012
ncf_16_32_8_euad.2,1,0.136729
ncf_16_32_8_euad.3,1,0.136448
ncf_16_32_8_euad.4,1,0.136448
ncf_16_32_8_euad.5,1,0.13758
ncf_16_32_8_euad.6,1,0.137867
ncf_16_32_8_euad.7,1,0.13758
ncf_16_32_8_euad.8,1,0.137867
ncf_16_32_8_euad.9,1,0.136448
ncf_16_32_8_u.10,1,0.137012
ncf_16_32_8_u.1,1,0.137012
ncf_16_32_8_u.2,1,0.136729
ncf_16_32_8_u.3,1,0.136448
ncf_16_32_8_u.4,1,0.136448
ncf_16_32_8_u.5,1,0.13758
ncf_16_32_8_u.6,1,0.137867
ncf_16_32_8_u.7,1,0.13758
ncf_16_32_8_u.8,1,0.137867
ncf_16_32_8_u.9,1,0.136448
ncf_8_16_4_d.10,1,0.158159
ncf_8_16_4_d.1,1,0.157369
ncf_8_16_4_d.2,1,0.156587
ncf_8_16_4_d.3,1,0.157369
ncf_8_16_4_d.4,1,0.157369
ncf_8_16_4_d.5,1,0.158159
ncf_8_16_4_d.6,1,0.158159
ncf_8_16_4_d.7,1,0.157369
ncf_8_16_4_d.8,1,0.158159
ncf_8_16_4_d.9,1,0.156587
ncf_8_16_4_edau.10,1,0.158159
ncf_8_16_4_edau.1,1,0.157369
ncf_8_16_4_edau.2,1,0.156587
ncf_8_16_4_edau.3,1,0.157369
ncf_8_16_4_edau.4,1,0.157369
ncf_8_16_4_edau.5,1,0.158159
ncf_8_16_4_edau.6,1,0.158159
ncf_8_16_4_edau.7,1,0.157369
ncf_8_16_4_edau.8,1,0.158159
ncf_8_16_4_edau.9,1,0.156587
ncf_8_16_4_euad.10,1,0.158159
ncf_8_16_4_euad.1,1,0.157369
ncf_8_16_4_euad.2,1,0.156587
ncf_8_16_4_euad.3,1,0.157369
ncf_8_16_4_euad.4,1,0.157369
ncf_8_16_4_euad.5,1,0.158159
ncf_8_16_4_euad.6,1,0.158159
ncf_8_16_4_euad.7,1,0.157369
ncf_8_16_4_euad.8,1,0.158159
ncf_8_16_4_euad.9,1,0.156587
ncf_8_16_4_u.10,1,0.158159
ncf_8_16_4_u.1,1,0.157369
ncf_8_16_4_u.2,1,0.156587
ncf_8_16_4_u.3,1,0.157369
ncf_8_16_4_u.4,1,0.157369
ncf_8_16_4_u.5,1,0.158159
ncf_8_16_4_u.6,1,0.158159
ncf_8_16_4_u.7,1,0.157369
ncf_8_16_4_u.8,1,0.158159
ncf_8_16_4_u.9,1,0.156587
nusmv.dme1-16.B-d4-shuffled,1,0.333233
nusmv.queue.B-d4-shuffled,1,0.333323
nusmv.reactor^1.C-d4-shuffled,1,0.333321
nusmv.reactor^2.C-d4-shuffled,1,0.333321
nusmv.reactor^5.C-f4-shuffled,1,0.333321
nusmv.syncarb10^2.B-f2,1,0.333211
nusmv.syncarb10^2.B-f3,1,0.333248
nusmv.syncarb10^2.B-f4,1,0.333268
nusmv.syncarb5^2.B-f4-shuffled,1,0.333153
nusmv.tcas^2.B-f2-shuffled,1,0.333321
nusmv.tcas^4.B-f3-shuffled,1,0.333326
nusmv.tcas-t^5.B-f2-shuffled,1,0.333322
nusmv.tcas-t^6.B-f3-shuffled,1,0.333326
par16-1-c-00-shuffled,1,0.194289
par8-1-c-50-shuffled,1,0.208914
par8-2-90-shuffled,1,0.184907
par8-2-c-50-shuffled,1,0.210664
par8-3-c-00-shuffled,1,0.194224
par8-3-c-90-shuffled,1,0.226622
par8-4-90-shuffled,1,0.184013
par8-4-c-90-shuffled,1,0.225071
par8-5-c-90-shuffled,1,0.227773
Qq2k3k3v100v100m1000s10,1,1
Qq2k3k3v100v100m1000s1,1,1
Qq2k3k3v100v100m1000s2,1,1
Qq2k3k3v100v100m1000s3,1,1
Qq2k3k3v100v100m1000s4,1,1
Qq2k3k3v100v100m1000s5,1,1
Qq2k3k3v100v100m1000s6,1,1
Qq2k3k3v100v100m1000s7,1,1
Qq2k3k3v100v100m1000s8,1,1
Qq2k3k3v100v100m1000s9,1,1
Qq2k3k3v100v100m1200s10,1,1
Qq2k3k3v100v100m1200s1,1,1
Qq2k3k3v100v100m1200s2,1,1
Qq2k3k3v100v100m1200s3,1,1
Qq2k3k3v100v100m1200s4,1,1
Qq2k3k3v100v100m1200s5,1,1
Qq2k3k3v100v100m1200s6,1,1
Qq2k3k3v100v100m1200s7,1,1
Qq2k3k3v100v100m1200s8,1,1
Qq2k3k3v100v100m1200s9,1,1
Qq2k3k3v100v100m1400s10,1,1
Qq2k3k3v100v100m1400s1,1,1
Qq2k3k3v100v100m1400s2,1,1
Qq2k3k3v100v100m1400s3,1,1
Qq2k3k3v100v100m1400s4,1,1
Qq2k3k3v100v100m1400s5,1,1
Qq2k3k3v100v100m1400s6,1,1
Qq2k3k3v100v100m1400s7,1,1
Qq2k3k3v100v100m1400s8,1,1
Qq2k3k3v100v100m1400s9,1,1
Qq2k3k3v100v100m1600s10,1,1
Qq2k3k3v100v100m1600s1,1,1
Qq2k3k3v100v100m1600s2,1,1
Qq2k3k3v100v100m1600s3,1,1
Qq2k3k3v100v100m1600s4,1,1
Qq2k3k3v100v100m1600s5,1,1
Qq2k3k3v100v100m1600s6,1,1
Qq2k3k3v100v100m1600s7,1,1
Qq2k3k3v100v100m1600s8,1,1
Qq2k3k3v100v100m1600s9,1,1
Qq2k3k3v100v100m1800s10,1,1
Qq2k3k3v100v100m1800s1,1,1
Qq2k3k3v100v100m1800s2,1,1
Qq2k3k3v100v100m1800s3,1,1
Qq2k3k3v100v100m1800s4,1,1
Qq2k3k3v100v100m1800s5,1,1
Qq2k3k3v100v100m1800s6,1,1
Qq2k3k3v100v100m1800s7,1,1
Qq2k3k3v100v100m1800s8,1,1
Qq2k3k3v100v100m1800s9,1,1
Qq2k3k3v100v100m2000s10,1,1
Qq2k3k3v100v100m2000s1,1,1
Qq2k3k3v100v100m2000s2,1,1
Qq2k3k3v100v100m2000s3,1,1
Qq2k3k3v100v100m2000s4,1,1
Qq2k3k3v100v100m2000s5,1,1
Qq2k3k3v100v100m2000s6,1,1
Qq2k3k3v100v100m2000s7,1,1
Qq2k3k3v100v100m2000s8,1,1
Qq2k3k3v100v100m2000s9,1,1
Qq2k3k3v100v100m400s10,1,1
Qq2k3k3v100v100m400s1,1,1
Qq2k3k3v100v100m400s2,1,1
Qq2k3k3v100v100m400s3,1,1
Qq2k3k3v100v100m400s4,1,1
Qq2k3k3v100v100m400s5,1,1
Qq2k3k3v100v100m400s6,1,1
Qq2k3k3v100v100m400s7,1,1
Qq2k3k3v100v100m400s8,1,1
Qq2k3k3v100v100m400s9,1,1
Qq2k3k3v100v100m600s10,1,1
Qq2k3k3v100v100m600s1,1,1
Qq2k3k3v100v100m600s2,1,1
Qq2k3k3v100v100m600s3,1,1
Qq2k3k3v100v100m600s4,1,1
Qq2k3k3v100v100m600s5,1,1
Qq2k3k3v100v100m600s6,1,1
Qq2k3k3v100v100m600s7,1,1
Qq2k3k3v100v100m600s8,1,1
Qq2k3k3v100v100m600s9,1,1
Qq2k3k3v100v100m800s10,1,1
Qq2k3k3v100v100m800s1,1,1
Qq2k3k3v100v100m800s2,1,1
Qq2k3k3v100v100m800s3,1,1
Qq2k3k3v100v100m800s4,1,1
Qq2k3k3v100v100m800s5,1,1
Qq2k3k3v100v100m800s6,1,1
Qq2k3k3v100v100m800s7,1,1
Qq2k3k3v100v100m800s8,1,1
Qq2k3k3v100v100m800s9,1,1
Qq2k3k3v20v20m120s10,1,1
Qq2k3k3v20v20m120s1,1,1
Qq2k3k3v20v20m120s2,1,1
Qq2k3k3v20v20m120s3,1,1
Qq2k3k3v20v20m120s4,1,1
Qq2k3k3v20v20m120s5,1,1
Qq2k3k3v20v20m120s6,1,1
Qq2k3k3v20v20m120s7,1,1
Qq2k3k3v20v20m120s8,1,1
Qq2k3k3v20v20m120s9,1,1
Qq2k3k3v20v20m160s10,1,1
Qq2k3k3v20v20m160s1,1,1
Qq2k3k3v20v20m160s2,1,1
Qq2k3k3v20v20m160s3,1,1
Qq2k3k3v20v20m160s4,1,1
Qq2k3k3v20v20m160s5,1,1
Qq2k3k3v20v20m160s6,1,1
Qq2k3k3v20v20m160s7,1,1
Qq2k3k3v20v20m160s8,1,1
Qq2k3k3v20v20m160s9,1,1
Qq2k3k3v20v20m200s10,1,1
Qq2k3k3v20v20m200s1,1,1
Qq2k3k3v20v20m200s2,1,1
Qq2k3k3v20v20m200s3,1,1
Qq2k3k3v20v20m200s4,1,1
Qq2k3k3v20v20m200s5,1,1
Qq2k3k3v20v20m200s6,1,1
Qq2k3k3v20v20m200s7,1,1
Qq2k3k3v20v20m200s8,1,1
Qq2k3k3v20v20m200s9,1,1
Qq2k3k3v20v20m240s10,1,1
Qq2k3k3v20v20m240s1,1,1
Qq2k3k3v20v20m240s2,1,1
Qq2k3k3v20v20m240s3,1,1
Qq2k3k3v20v20m240s4,1,1
Qq2k3k3v20v20m240s5,1,1
Qq2k3k3v20v20m240s6,1,1
Qq2k3k3v20v20m240s7,1,1
Qq2k3k3v20v20m240s8,1,1
Qq2k3k3v20v20m240s9,1,1
Qq2k3k3v20v20m280s10,1,1
Qq2k3k3v20v20m280s1,1,1
Qq2k3k3v20v20m280s2,1,1
Qq2k3k3v20v20m280s3,1,1
Qq2k3k3v20v20m280s4,1,1
Qq2k3k3v20v20m280s5,1,1
Qq2k3k3v20v20m280s6,1,1
Qq2k3k3v20v20m280s7,1,1
Qq2k3k3v20v20m280s8,1,1
Qq2k3k3v20v20m280s9,1,1
Qq2k3k3v20v20m320s10,1,1
Qq2k3k3v20v20m320s1,1,1
Qq2k3k3v20v20m320s2,1,1
Qq2k3k3v20v20m320s3,1,1
Qq2k3k3v20v20m320s4,1,1
Qq2k3k3v20v20m320s5,1,1
Qq2k3k3v20v20m320s6,1,1
Qq2k3k3v20v20m320s7,1,1
Qq2k3k3v20v20m320s8,1,1
Qq2k3k3v20v20m320s9,1,1
Qq2k3k3v20v20m360s10,1,1
Qq2k3k3v20v20m360s1,1,1
Qq2k3k3v20v20m360s2,1,1
Qq2k3k3v20v20m360s3,1,1
Qq2k3k3v20v20m360s4,1,1
Qq2k3k3v20v20m360s5,1,1
Qq2k3k3v20v20m360s6,1,1
Qq2k3k3v20v20m360s7,1,1
Qq2k3k3v20v20m360s8,1,1
Qq2k3k3v20v20m360s9,1,1
Qq2k3k3v20v20m400s10,1,1
Qq2k3k3v20v20m400s1,1,1
Qq2k3k3v20v20m400s2,1,1
Qq2k3k3v20v20m400s3,1,1
Qq2k3k3v20v20m400s4,1,1
Qq2k3k3v20v20m400s5,1,1
Qq2k3k3v20v20m400s6,1,1
Qq2k3k3v20v20m400s7,1,1
Qq2k3k3v20v20m400s8,1,1
Qq2k3k3v20v20m400s9,1,1
Qq2k3k3v20v20m80s10,1,1
Qq2k3k3v20v20m80s1,1,1
Qq2k3k3v20v20m80s2,1,1
Qq2k3k3v20v20m80s3,1,1
Qq2k3k3v20v20m80s4,1,1
Qq2k3k3v20v20m80s5,1,1
Qq2k3k3v20v20m80s6,1,1
Qq2k3k3v20v20m80s7,1,1
Qq2k3k3v20v20m80s8,1,1
Qq2k3k3v20v20m80s9,1,1
Qq2k3k3v50v50m1000s10,1,1
Qq2k3k3v50v50m1000s1,1,1
Qq2k3k3v50v50m1000s2,1,1
Qq2k3k3v50v50m1000s3,1,1
Qq2k3k3v50v50m1000s4,1,1
Qq2k3k3v50v50m1000s5,1,1
Qq2k3k3v50v50m1000s6,1,1
Qq2k3k3v50v50m1000s7,1,1
Qq2k3k3v50v50m1000s8,1,1
Qq2k3k3v50v50m1000s9,1,1
Qq2k3k3v50v50m200s10,1,1
Qq2k3k3v50v50m200s1,1,1
Qq2k3k3v50v50m200s2,1,1
Qq2k3k3v50v50m200s3,1,1
Qq2k3k3v50v50m200s4,1,1
Qq2k3k3v50v50m200s5,1,1
Qq2k3k3v50v50m200s6,1,1
Qq2k3k3v50v50m200s7,1,1
Qq2k3k3v50v50m200s8,1,1
Qq2k3k3v50v50m200s9,1,1
Qq2k3k3v50v50m300s10,1,1
Qq2k3k3v50v50m300s1,1,1
Qq2k3k3v50v50m300s2,1,1
Qq2k3k3v50v50m300s3,1,1
Qq2k3k3v50v50m300s4,1,1
Qq2k3k3v50v50m300s5,1,1
Qq2k3k3v50v50m300s6,1,1
Qq2k3k3v50v50m300s7,1,1
Qq2k3k3v50v50m300s8,1,1
Qq2k3k3v50v50m300s9,1,1
Qq2k3k3v50v50m400s10,1,1
Qq2k3k3v50v50m400s1,1,1
Qq2k3k3v50v50m400s2,1,1
Qq2k3k3v50v50m400s3,1,1
Qq2k3k3v50v50m400s4,1,1
Qq2k3k3v50v50m400s5,1,1
Qq2k3k3v50v50m400s6,1,1
Qq2k3k3v50v50m400s7,1,1
Qq2k3k3v50v50m400s8,1,1
Qq2k3k3v50v50m400s9,1,1
Qq2k3k3v50v50m500s10,1,1
Qq2k3k3v50v50m500s1,1,1
Qq2k3k3v50v50m500s2,1,1
Qq2k3k3v50v50m500s3,1,1
Qq2k3k3v50v50m500s4,1,1
Qq2k3k3v50v50m500s5,1,1
Qq2k3k3v50v50m500s6,1,1
Qq2k3k3v50v50m500s7,1,1
Qq2k3k3v50v50m500s8,1,1
Qq2k3k3v50v50m500s9,1,1
Qq2k3k3v50v50m600s10,1,1
Qq2k3k3v50v50m600s1,1,1
Qq2k3k3v50v50m600s2,1,1
Qq2k3k3v50v50m600s3,1,1
Qq2k3k3v50v50m600s4,1,1
Qq2k3k3v50v50m600s5,1,1
Qq2k3k3v50v50m600s6,1,1
Qq2k3k3v50v50m600s7,1,1
Qq2k3k3v50v50m600s8,1,1
Qq2k3k3v50v50m600s9,1,1
Qq2k3k3v50v50m700s10,1,1
Qq2k3k3v50v50m700s1,1,1
Qq2k3k3v50v50m700s2,1,1
Qq2k3k3v50v50m700s3,1,1
Qq2k3k3v50v50m700s4,1,1
Qq2k3k3v50v50m700s5,1,1
Qq2k3k3v50v50m700s6,1,1
Qq2k3k3v50v50m700s7,1,1
Qq2k3k3v50v50m700s8,1,1
Qq2k3k3v50v50m700s9,1,1
Qq2k3k3v50v50m800s10,1,1
Qq2k3k3v50v50m800s1,1,1
Qq2k3k3v50v50m800s2,1,1
Qq2k3k3v50v50m800s3,1,1
Qq2k3k3v50v50m800s4,1,1
Qq2k3k3v50v50m800s5,1,1
Qq2k3k3v50v50m800s6,1,1
Qq2k3k3v50v50m800s7,1,1
Qq2k3k3v50v50m800s8,1,1
Qq2k3k3v50v50m800s9,1,1
Qq2k3k3v50v50m900s10,1,1
Qq2k3k3v50v50m900s1,1,1
Qq2k3k3v50v50m900s2,1,1
Qq2k3k3v50v50m900s3,1,1
Qq2k3k3v50v50m900s4,1,1
Qq2k3k3v50v50m900s5,1,1
Qq2k3k3v50v50m900s6,1,1
Qq2k3k3v50v50m900s7,1,1
Qq2k3k3v50v50m900s8,1,1
Qq2k3k3v50v50m900s9,1,1
qshifter_3,1,1
qshifter_4,1,1
qshifter_5,1,1
qshifter_6,1,1
qshifter_7,1,1
qshifter_8,1,1
rankfunc10_unsigned_64,1,0.534431
rankfunc11_signed_32,1,0.586207
rankfunc12_unsigned_16,1,0.59418
rankfunc14_signed_64,1,0.583476
rankfunc15_unsigned_32,1,0.584239
rankfunc16_signed_64,1,0.586201
rankfunc17_unsigned_16,1,0.559446
rankfunc18_signed_64,1,0.595681
rankfunc19_unsigned_16,1,0.563161
rankfunc1_signed_32,1,0.595823
rankfunc20_unsigned_32,1,0.523538
rankfunc21_signed_16,1,0.614723
rankfunc22_unsigned_32,1,0.596145
rankfunc23_signed_64,1,0.582396
rankfunc24_unsigned_64,1,0.565879
rankfunc25_signed_64,1,0.563284
rankfunc26_unsigned_32,1,0.590895
rankfunc27_signed_64,1,0.54587
rankfunc28_unsigned_16,1,0.635842
rankfunc29_signed_16,1,0.570513
rankfunc2_unsigned_64,1,0.518465
rankfunc30_signed_64,1,0.600768
rankfunc31_unsigned_16,1,0.554602
rankfunc32_signed_64,1,0.567552
rankfunc33_unsigned_32,1,0.591488
rankfunc34_signed_32,1,0.550567
rankfunc35_unsigned_32,1,0.56723
rankfunc36_signed_64,1,0.539076
rankfunc37_unsigned_32,1,0.481988
rankfunc38_signed_32,1,0.487085
rankfunc39_unsigned_64,1,0.576501
rankfunc3_signed_64,1,0.598442
rankfunc40_unsigned_64,1,0.538031
rankfunc41_signed_32,1,0.587573
rankfunc42_unsigned_16,1,0.579375
rankfunc43_signed_64,1,0.566767
rankfunc44_unsigned_32,1,0.607545
rankfunc45_signed_16,1,0.597403
rankfunc46_unsigned_32,1,0.570618
rankfunc47_signed_64,1,0.56569
rankfunc48_unsigned_16,1,0.562842
rankfunc49_signed_32,1,0.56385
rankfunc4_unsigned_16,1,0.518409
rankfunc50_signed_64,1,0.590286
rankfunc51_signed_32,1,0.546819
rankfunc52_unsigned_32,1,0.590695
rankfunc53_signed_16,1,0.601856
rankfunc54_signed_32,1,0.513956
rankfunc55_unsigned_32,1,0.557203
rankfunc56_signed_16,1,0.577311
rankfunc57_unsigned_64,1,0.569757
rankfunc58_signed_32,1,0.597862
rankfunc59_unsigned_16,1,0.597698
rankfunc5_signed_64,1,0.563609
rankfunc60_unsigned_32,1,0.53531
rankfunc61_signed_32,1,0.602195
rankfunc6_unsigned_16,1,0.549339
rankfunc7_signed_16,1,0.59822
rankfunc8_unsigned_32,1,0.624645
rankfunc9_signed_64,1,0.59801
ring_r4_ser--opt-11_-shuffled,1,0.863116
ring_r6_ser---16_-shuffled,1,0.981155
ring_r6_ser--opt-17_-shuffled,1,0.980029
ring_r7_ser---19_-shuffled,1,0.993504
robots_1_5_2_100.2,1,0.84294
robots_1_5_2_100.4,1,0.914571
robots_1_5_2_100.8,1,0.955229
robots_1_5_2_10.2,1,0.84294
robots_1_5_2_14.2,1,0.84294
robots_1_5_2_21.4,1,0.914571
robots_1_5_2_2.4,1,0.914571
robots_1_5_2_28.2,1,0.84294
robots_1_5_2_31.2,1,0.84294
robots_1_5_2_32.8,1,0.955229
robots_1_5_2_33.2,1,0.84294
robots_1_5_2_3.4,1,0.914571
robots_1_5_2_39.4,1,0.914571
robots_1_5_2_40.8,1,0.955229
robots_1_5_2_45.4,1,0.914571
robots_1_5_2_47.2,1,0.84294
robots_1_5_2_49.2,1,0.84294
robots_1_5_2_54.8,1,0.955229
robots_1_5_2_61.8,1,0.955229
robots_1_5_2_67.8,1,0.955229
robots_1_5_2_75.8,1,0.955229
robots_1_5_2_80.4,1,0.914571
robots_1_5_2_81.2,1,0.84294
robots_1_5_2_82.4,1,0.914571
robots_1_5_2_82.8,1,0.955229
robots_1_5_2_85.2,1,0.84294
robots_1_5_2_85.4,1,0.914571
robots_1_5_2_91.8,1,0.955229
robots_1_5_2_9.8,1,0.955229
robots_1_5_2_99.4,1,0.914571
robots_1_5_3_100.2,1,0.842842
robots_1_5_3_100.4,1,0.914514
robots_1_5_3_100.8,1,0.955198
robots_1_5_3_16.4,1,0.914514
robots_1_5_3_16.8,1,0.955198
robots_1_5_3_20.4,1,0.914514
robots_1_5_3_24.4,1,0.914514
robots_1_5_3_2.4,1,0.914514
robots_1_5_3_25.2,1,0.842842
robots_1_5_3_26.2,1,0.842842
robots_1_5_3_27.8,1,0.955198
robots_1_5_3_30.2,1,0.842842
robots_1_5_3_39.8,1,0.955198
robots_1_5_3_44.4,1,0.914514
robots_1_5_3_44.8,1,0.955198
robots_1_5_3_51.2,1,0.842842
robots_1_5_3_52.2,1,0.842842
robots_1_5_3_52.4,1,0.914514
robots_1_5_3_55.8,1,0.955198
robots_1_5_3_57.4,1,0.914514
robots_1_5_3_62.2,1,0.842842
robots_1_5_3_64.8,1,0.955198
robots_1_5_3_66.4,1,0.914514
robots_1_5_3_70.8,1,0.955198
robots_1_5_3_7.2,1,0.842842
robots_1_5_3_78.4,1,0.914514
robots_1_5_3_80.2,1,0.842842
robots_1_5_3_8.8,1,0.955198
robots_1_5_3_90.8,1,0.955198
robots_1_5_3_91.2,1,0.842842
robots_1_5_4_100.2,1,0.842745
robots_1_5_4_100.4,1,0.914456
robots_1_5_4_100.8,1,0.955167
robots_1_5_4_17.8,1,0.955167
robots_1_5_4_1.8,1,0.955167
robots_1_5_4_22.2,1,0.842745
robots_1_5_4_24.8,1,0.955167
robots_1_5_4_2.4,1,0.914456
robots_1_5_4_30.4,1,0.914456
robots_1_5_4_31.4,1,0.914456
robots_1_5_4_32.2,1,0.842745
robots_1_5_4_44.2,1,0.842745
robots_1_5_4_46.4,1,0.914456
robots_1_5_4_46.8,1,0.955167
robots_1_5_4_50.4,1,0.914456
robots_1_5_4_51.4,1,0.914456
robots_1_5_4_52.2,1,0.842745
robots_1_5_4_56.8,1,0.955167
robots_1_5_4_59.2,1,0.842745
robots_1_5_4_71.2,1,0.842745
robots_1_5_4_73.2,1,0.842745
robots_1_5_4_75.2,1,0.842745
robots_1_5_4_75.8,1,0.955167
robots_1_5_4_81.2,1,0.842745
robots_1_5_4_87.4,1,0.914456
robots_1_5_4_91.4,1,0.914456
robots_1_5_4_91.8,1,0.955167
robots_1_5_4_96.8,1,0.955167
robots_1_5_4_98.4,1,0.914456
robots_1_5_4_99.8,1,0.955167
robots_1_5_5_100.2,1,0.842647
robots_1_5_5_100.4,1,0.914399
robots_1_5_5_100.8,1,0.955135
robots_1_5_5_10.8,1,0.955135
robots_1_5_5_12.4,1,0.914399
robots_1_5_5_12.8,1,0.955135
robots_1_5_5_14.8,1,0.955135
robots_1_5_5_15.2,1,0.842647
robots_1_5_5_24.2,1,0.842647
robots_1_5_5_26.4,1,0.914399
robots_1_5_5_30.4,1,0.914399
robots_1_5_5_31.2,1,0.842647
robots_1_5_5_33.8,1,0.955135
robots_1_5_5_34.4,1,0.914399
robots_1_5_5_38.2,1,0.842647
robots_1_5_5_45.4,1,0.914399
robots_1_5_5_50.8,1,0.955135
robots_1_5_5_56.2,1,0.842647
robots_1_5_5_5.8,1,0.955135
robots_1_5_5_61.2,1,0.842647
robots_1_5_5_62.2,1,0.842647
robots_1_5_5_66.4,1,0.914399
robots_1_5_5_66.8,1,0.955135
robots_1_5_5_75.2,1,0.842647
robots_1_5_5_8.4,1,0.914399
robots_1_5_5_87.4,1,0.914399
robots_1_5_5_93.4,1,0.914399
robots_1_5_5_95.8,1,0.955135
robots_1_5_5_97.2,1,0.842647
robots_1_5_5_99.8,1,0.955135
s1196_d3_u-shuffled,1,0.286281
s1269_d3_s-shuffled,1,0.293148
s27_d5_u-shuffled,1,0.303347
s298_d11_s-shuffled,1,0.276955
s298_d2_s-shuffled,1,0.264908
s298_d5_s-shuffled,1,0.274607
s298_d9_s-shuffled,1,0.276552
s3330_d10_u-shuffled,1,0.276658
s3330_d4_s-shuffled,1,0.271623
s386_d12_u-shuffled,1,0.282015
s499_d15_s-shuffled,1,0.283238
s499_d4_s-shuffled,1,0.280465
s510_d12_s-shuffled,1,0.295664
s510_d31_s-shuffled,1,0.295867
s510_d4_s-shuffled,1,0.294861
s713_d3_s-shuffled,1,0.257507
s713_d5_s-shuffled,1,0.26419
s820_d6_s-shuffled,1,0.278082
s820_d7_s-shuffled,1,0.278338
