@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC

@DATA
normalized-fapp16-0260-9.xml.mzn_AND_NODATA,1,0.818148,1.222273,2.751312,3.50966
normalized-ehi-85-297-26_ext.xml.mzn_AND_NODATA,1,0.046623,21.448653,42.897306,42.897306
normalized-cache-inv12-ucl.xml.mzn_AND_NODATA,1,0.336991,2.967442,7.014419,6.117674
normalized-fapp17-0300-1.xml.mzn_AND_NODATA,1,0.818169,1.222242,2.745793,3.497176
normalized-fapp08-0700-3.xml.mzn_AND_NODATA,1,0.818304,1.222039,2.737158,3.480453
normalized-fapp21-0500-10.xml.mzn_AND_NODATA,1,0.819051,1.220925,2.704119,3.415023
normalized-fapp18-0350-8.xml.mzn_AND_NODATA,1,0.814458,1.22781,2.749781,3.557611
normalized-fapp21-0500-0.xml.mzn_AND_NODATA,1,0.818598,1.2216,2.705242,3.41553
normalized-fapp21-0500-1.xml.mzn_AND_NODATA,1,0.818598,1.2216,2.705242,3.41553
normalized-fapp21-0500-2.xml.mzn_AND_NODATA,1,0.818598,1.2216,2.705242,3.41553
normalized-ehi-85-297-4_ext.xml.mzn_AND_NODATA,1,0.046398,21.552609,43.105219,43.105219
normalized-fapp17-0300-10.xml.mzn_AND_NODATA,1,0.818472,1.221789,2.745063,3.496883
normalized-ehi-85-297-30_ext.xml.mzn_AND_NODATA,1,0.045779,21.843855,43.68771,43.68771
normalized-fapp17-0300-2.xml.mzn_AND_NODATA,1,0.818169,1.222242,2.745793,3.497176
normalized-fapp17-0300-3.xml.mzn_AND_NODATA,1,0.818169,1.222242,2.745793,3.497176
normalized-ehi-85-297-33_ext.xml.mzn_AND_NODATA,1,0.045541,21.958333,43.916667,43.916667
normalized-fapp17-0300-5.xml.mzn_AND_NODATA,1,0.818229,1.222151,2.745647,3.497118
normalized-fapp17-0300-4.xml.mzn_AND_NODATA,1,0.818169,1.222242,2.745793,3.497176
normalized-ehi-85-297-3_ext.xml.mzn_AND_NODATA,1,0.046179,21.654882,43.309764,43.309764
normalized-fapp17-0300-6.xml.mzn_AND_NODATA,1,0.818229,1.222151,2.745647,3.497118
normalized-fapp17-0300-8.xml.mzn_AND_NODATA,1,0.818351,1.22197,2.745355,3.497
normalized-fapp21-0500-3.xml.mzn_AND_NODATA,1,0.818598,1.2216,2.705242,3.41553
normalized-fapp21-0500-5.xml.mzn_AND_NODATA,1,0.818639,1.221539,2.70514,3.415484
normalized-fapp17-0300-7.xml.mzn_AND_NODATA,1,0.81829,1.22206,2.745501,3.497059
normalized-fapp21-0500-6.xml.mzn_AND_NODATA,1,0.818639,1.221539,2.70514,3.415484
normalized-fapp21-0500-7.xml.mzn_AND_NODATA,1,0.818639,1.221539,2.70514,3.415484
normalized-fapp21-0500-8.xml.mzn_AND_NODATA,1,0.818722,1.221416,2.704936,3.415392
normalized-fapp17-0300-9.xml.mzn_AND_NODATA,1,0.818412,1.221879,2.745209,3.496942
normalized-fapp21-0500-4.xml.mzn_AND_NODATA,1,0.818598,1.2216,2.705242,3.41553
normalized-fapp21-0500-9.xml.mzn_AND_NODATA,1,0.818804,1.221293,2.704732,3.4153
normalized-fapp08-0700-0.xml.mzn_AND_NODATA,1,0.818304,1.222039,2.737158,3.480453
normalized-fapp08-0700-6.xml.mzn_AND_NODATA,1,0.818519,1.221719,2.736639,3.480239
normalized-ehi-85-297-97_ext.xml.mzn_AND_NODATA,1,0.046483,21.513468,43.026936,43.026936
normalized-fapp08-0700-4.xml.mzn_AND_NODATA,1,0.818304,1.222039,2.737158,3.480453
normalized-fapp20-0420-1.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp20-0420-2.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp08-0700-5.xml.mzn_AND_NODATA,1,0.81837,1.221941,2.736999,3.480387
normalized-fapp20-0420-3.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp20-0420-10.xml.mzn_AND_NODATA,1,0.819584,1.220131,2.738181,3.480682
normalized-fapp20-0420-5.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp20-0420-4.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp20-0420-0.xml.mzn_AND_NODATA,1,0.818799,1.2213,2.740074,3.481461
normalized-fapp08-0700-8.xml.mzn_AND_NODATA,1,0.819346,1.220486,2.734637,3.479416
normalized-fapp08-0700-1.xml.mzn_AND_NODATA,1,0.818304,1.222039,2.737158,3.480453
normalized-fapp08-0700-7.xml.mzn_AND_NODATA,1,0.818618,1.221572,2.736399,3.480141
normalized-fapp08-0700-9.xml.mzn_AND_NODATA,1,0.82031,1.219051,2.732307,3.478457
normalized-fapp31-0400-10.xml.mzn_AND_NODATA,1,0.819986,1.219532,2.719194,3.450718
normalized-fapp31-0400-0.xml.mzn_AND_NODATA,1,0.818729,1.221406,2.722268,3.452036
normalized-fapp31-0400-4.xml.mzn_AND_NODATA,1,0.819514,1.220236,2.720349,3.451213
normalized-fapp31-0400-1.xml.mzn_AND_NODATA,1,0.818729,1.221406,2.722268,3.452036
normalized-fapp19-0350-0.xml.mzn_AND_NODATA,1,0.817735,1.22289,2.754867,3.515208
normalized-fapp19-0350-10.xml.mzn_AND_NODATA,1,0.81882,1.221269,2.752269,3.514196
normalized-fapp19-0350-1.xml.mzn_AND_NODATA,1,0.817735,1.22289,2.754867,3.515208
normalized-fapp20-0420-6.xml.mzn_AND_NODATA,1,0.818848,1.221227,2.739956,3.481412
normalized-fapp19-0350-7.xml.mzn_AND_NODATA,1,0.818337,1.221991,2.753425,3.514646
normalized-fapp31-0400-6.xml.mzn_AND_NODATA,1,0.819829,1.219767,2.719579,3.450883
normalized-ehi-85-297-16_ext.xml.mzn_AND_NODATA,1,0.045612,21.924242,43.848485,43.848485
normalized-ehi-85-297-55_ext.xml.mzn_AND_NODATA,1,0.045497,21.979377,43.958754,43.958754
normalized-fapp31-0400-7.xml.mzn_AND_NODATA,1,0.819908,1.21965,2.719387,3.450801
normalized-fapp20-0420-8.xml.mzn_AND_NODATA,1,0.818946,1.221081,2.73972,3.481315
normalized-fapp19-0350-4.xml.mzn_AND_NODATA,1,0.817895,1.222651,2.754483,3.515058
normalized-fapp20-0420-9.xml.mzn_AND_NODATA,1,0.819142,1.220789,2.739247,3.48112
normalized-fapp19-0350-8.xml.mzn_AND_NODATA,1,0.818498,1.22175,2.75304,3.514496
normalized-ehi-85-297-69_ext.xml.mzn_AND_NODATA,1,0.044774,22.334596,44.669192,44.669192
normalized-fapp19-0350-2.xml.mzn_AND_NODATA,1,0.817735,1.22289,2.754867,3.515208
normalized-fapp19-0350-9.xml.mzn_AND_NODATA,1,0.818538,1.22169,2.752944,3.514459
normalized-fapp19-0350-5.xml.mzn_AND_NODATA,1,0.818015,1.222471,2.754194,3.514946
normalized-fapp19-0350-3.xml.mzn_AND_NODATA,1,0.817815,1.222771,2.754675,3.515133
normalized-fapp31-0400-5.xml.mzn_AND_NODATA,1,0.819711,1.219943,2.719868,3.451007
normalized-fapp20-0420-7.xml.mzn_AND_NODATA,1,0.818848,1.221227,2.739956,3.481412
normalized-fapp31-0400-8.xml.mzn_AND_NODATA,1,0.819986,1.219532,2.719194,3.450718
normalized-fapp31-0400-9.xml.mzn_AND_NODATA,1,0.819986,1.219532,2.719194,3.450718
normalized-fapp31-0400-2.xml.mzn_AND_NODATA,1,0.818925,1.221113,2.721789,3.451831
normalized-fapp31-0400-3.xml.mzn_AND_NODATA,1,0.819278,1.220587,2.720925,3.45146
normalized-fapp19-0350-6.xml.mzn_AND_NODATA,1,0.818136,1.222291,2.753906,3.514834
normalized-ehi-90-315-63_ext.xml.mzn_AND_NODATA,1,0.046577,21.469841,42.939683,42.939683
normalized-ehi-90-315-61_ext.xml.mzn_AND_NODATA,1,0.046199,21.645635,43.29127,43.29127
normalized-ehi-90-315-57_ext.xml.mzn_AND_NODATA,1,0.046125,21.680159,43.360317,43.360317
normalized-ehi-90-315-20_ext.xml.mzn_AND_NODATA,1,0.044734,22.354365,44.70873,44.70873
normalized-fapp07-0600-10.xml.mzn_AND_NODATA,1,0.822769,1.215408,2.739702,3.504079
normalized-ehi-90-315-30_ext.xml.mzn_AND_NODATA,1,0.04515,22.148413,44.296825,44.296825
normalized-fapp07-0600-1.xml.mzn_AND_NODATA,1,0.818088,1.222362,2.750873,3.508474
normalized-fapp07-0600-9.xml.mzn_AND_NODATA,1,0.820458,1.218831,2.745201,3.506243
normalized-fapp07-0600-0.xml.mzn_AND_NODATA,1,0.818088,1.222362,2.750873,3.508474
normalized-fapp07-0600-5.xml.mzn_AND_NODATA,1,0.818193,1.222205,2.750622,3.508375
normalized-fapp07-0600-7.xml.mzn_AND_NODATA,1,0.818507,1.221736,2.749868,3.508079
normalized-fapp07-0600-2.xml.mzn_AND_NODATA,1,0.818088,1.222362,2.750873,3.508474
normalized-fapp07-0600-3.xml.mzn_AND_NODATA,1,0.818088,1.222362,2.750873,3.508474
normalized-fapp07-0600-4.xml.mzn_AND_NODATA,1,0.818115,1.222323,2.75081,3.508449
normalized-fapp07-0600-6.xml.mzn_AND_NODATA,1,0.818402,1.221893,2.750119,3.508178
normalized-fapp09-0800-10.xml.mzn_AND_NODATA,1,0.82279,1.215376,2.730015,3.482783
normalized-fapp07-0600-8.xml.mzn_AND_NODATA,1,0.819032,1.220953,2.74861,3.507584
normalized-fapp09-0800-8.xml.mzn_AND_NODATA,1,0.819362,1.220461,2.738245,3.486135
normalized-fapp09-0800-0.xml.mzn_AND_NODATA,1,0.818236,1.222141,2.740964,3.487242
normalized-fischer-2-6-fair.xml.mzn_AND_NODATA,1,1.056038,0.946935,2.666572,4.921112
normalized-fischer-3-4-fair.xml.mzn_AND_NODATA,1,1.055375,0.947531,2.669192,4.929293
normalized-fapp09-0800-7.xml.mzn_AND_NODATA,1,0.818864,1.221205,2.739448,3.486625
normalized-fischer-4-3-fair.xml.mzn_AND_NODATA,1,1.055088,0.947788,2.669689,4.929926
normalized-fischer-2-7-fair.xml.mzn_AND_NODATA,1,1.055886,0.947072,2.667728,4.925263
normalized-fischer-10-2-fair.xml.mzn_AND_NODATA,1,1.053353,0.949349,2.677354,4.952602
normalized-fischer-3-5-fair.xml.mzn_AND_NODATA,1,1.055088,0.947788,2.671455,4.937528
normalized-fapp09-0800-3.xml.mzn_AND_NODATA,1,0.818236,1.222141,2.740964,3.487242
normalized-fapp09-0800-1.xml.mzn_AND_NODATA,1,0.818236,1.222141,2.740964,3.487242
normalized-fapp09-0800-2.xml.mzn_AND_NODATA,1,0.818236,1.222141,2.740964,3.487242
normalized-fischer-4-4-fair.xml.mzn_AND_NODATA,1,1.054651,0.948181,2.673223,4.942893
normalized-fischer-4-5-fair.xml.mzn_AND_NODATA,1,1.054377,0.948427,2.675434,4.951006
normalized-fapp09-0800-9.xml.mzn_AND_NODATA,1,0.820444,1.218852,2.735641,3.485074
normalized-fischer-3-7-fair.xml.mzn_AND_NODATA,1,1.054749,0.948093,2.674129,4.947264
normalized-fischer-5-3-fair.xml.mzn_AND_NODATA,1,1.054537,0.948283,2.672755,4.940141
normalized-fischer-6-2-fair.xml.mzn_AND_NODATA,1,1.054836,0.948015,2.669018,4.925287
normalized-fischer-5-4-fair.xml.mzn_AND_NODATA,1,1.054117,0.948661,2.676211,4.952897
normalized-fischer-3-8-fair.xml.mzn_AND_NODATA,1,1.054641,0.94819,2.674985,4.950379
normalized-fischer-6-3-fair.xml.mzn_AND_NODATA,1,1.054085,0.94869,2.675279,4.948507
normalized-fischer-11-2-fair.xml.mzn_AND_NODATA,1,1.053036,0.949635,2.679153,4.958474
normalized-fischer-4-6-fair.xml.mzn_AND_NODATA,1,1.05419,0.948595,2.676948,4.95656
normalized-fapp09-0800-6.xml.mzn_AND_NODATA,1,0.818419,1.221868,2.740523,3.487062
normalized-fischer-7-2-fair.xml.mzn_AND_NODATA,1,1.054417,0.948391,2.671358,4.932976
normalized-fapp33-0650-10.xml.mzn_AND_NODATA,1,0.818896,1.221156,2.745477,3.5006
normalized-fischer-5-5-fair.xml.mzn_AND_NODATA,1,1.053854,0.948898,2.678375,4.960882
normalized-fischer-4-7-fair.xml.mzn_AND_NODATA,1,1.054054,0.948718,2.678049,4.9606
normalized-fapp33-0650-1.xml.mzn_AND_NODATA,1,0.817905,1.222636,2.74786,3.501548
normalized-fischer-10-3-fair.xml.mzn_AND_NODATA,1,1.052698,0.94994,2.683099,4.974208
normalized-fapp33-0650-2.xml.mzn_AND_NODATA,1,0.817905,1.222636,2.74786,3.501548
normalized-fapp33-0650-0.xml.mzn_AND_NODATA,1,0.817901,1.222641,2.747879,3.501587
normalized-ehi-90-315-95_ext.xml.mzn_AND_NODATA,1,0.045748,21.85873,43.71746,43.71746
normalized-fapp09-0800-5.xml.mzn_AND_NODATA,1,0.818314,1.222024,2.740775,3.487165
normalized-fapp33-0650-3.xml.mzn_AND_NODATA,1,0.817932,1.222595,2.747795,3.501522
normalized-fapp09-0800-4.xml.mzn_AND_NODATA,1,0.818288,1.222063,2.740838,3.487191
normalized-fischer-6-4-fair.xml.mzn_AND_NODATA,1,1.05368,0.949054,2.678662,4.96105
normalized-fpga10-8-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.132075,0.883333,5,18.333333
normalized-fpga-10-8.xml.mzn_AND_NODATA,1,1.132075,0.883333,5,18.333333
normalized-fpga11-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.170213,0.854545,5.666667,22.181818
normalized-fpga-11-10.xml.mzn_AND_NODATA,1,1.170213,0.854545,5.666667,22.181818
normalized-fpga-11-9.xml.mzn_AND_NODATA,1,1.164063,0.85906,5.348993,20.751678
normalized-fpga12-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.184211,0.844444,5.666667,23
normalized-fischer-8-2-fair.xml.mzn_AND_NODATA,1,1.054037,0.948733,2.673489,4.939961
normalized-fpga-12-10.xml.mzn_AND_NODATA,1,1.184211,0.844444,5.666667,23
normalized-fischer-5-6-fair.xml.mzn_AND_NODATA,1,1.053674,0.94906,2.679856,4.96635
normalized-fpga13-11-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.207865,0.827907,6.013953,25.404651
normalized-fpga-13-11.xml.mzn_AND_NODATA,1,1.207865,0.827907,6.013953,25.404651
normalized-fischer-11-3-fair.xml.mzn_AND_NODATA,1,1.052402,0.950207,2.684776,4.979688
normalized-fapp32-0550-1.xml.mzn_AND_NODATA,1,0.817844,1.222727,2.754856,3.516794
normalized-fapp32-0550-10.xml.mzn_AND_NODATA,1,0.81813,1.222299,2.754171,3.516528
normalized-fischer-4-8-fair.xml.mzn_AND_NODATA,1,1.053951,0.948811,2.678886,4.963672
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.241525,0.805461,6.679181,30.061433
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.817844,1.222727,2.754856,3.516794
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,1.241525,0.805461,6.679181,30.061433
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,1.053427,0.949283,2.68078,4.968904
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,1.245059,0.803175,7,31.511111
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.817844,1.222727,2.754856,3.516794
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.212435,0.824786,6.333333,26.846154
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,1.212435,0.824786,6.333333,26.846154
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,1.298077,0.77037,8.333333,41.666667
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,1.053301,0.949396,2.680797,4.968116
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.335913,0.748552,10.008111,53.369641
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.817844,1.222727,2.754856,3.516794
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.337296,0.747778,10.333333,54.84
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,1.337296,0.747778,10.333333,54.84
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.223301,0.81746,6.333333,27.666667
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.360691,0.734921,11.666667,65
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,1.360691,0.734921,11.666667,65
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,1.335913,0.748552,10.008111,53.369641
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,1.223301,0.81746,6.333333,27.666667
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.245059,0.803175,7,31.511111
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.164063,0.85906,5.348993,20.751678
normalized-fpga35-34-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.38051,0.72437,13.666667,78.171429
normalized-fapp32-0550-4.xml.mzn_AND_NODATA,1,0.817844,1.222727,2.754856,3.516794
normalized-fpga35-33-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.379777,0.724755,13.339296,76.692441
normalized-fpga-40-38.xml.mzn_AND_NODATA,1,1.393643,0.717544,15,88.333333
normalized-fischer-5-7-fair.xml.mzn_AND_NODATA,1,1.053543,0.949178,2.680934,4.970329
normalized-fischer-4-9-fair.xml.mzn_AND_NODATA,1,1.053869,0.948884,2.679544,4.966087
normalized-fpga40-38-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.393643,0.717544,15,88.333333
normalized-fischer-10-4-fair.xml.mzn_AND_NODATA,1,1.052344,0.95026,2.68621,4.985908
normalized-fpsol2-i-1-10.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-15.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-20.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpga20-18-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.298077,0.77037,8.333333,41.666667
normalized-fpga-45-43.xml.mzn_AND_NODATA,1,1.405131,0.711678,16.671374,100.019979
normalized-fischer-9-2-fair.xml.mzn_AND_NODATA,1,1.053685,0.94905,2.675475,4.946459
normalized-fpsol2-i-1-40.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpga-35-33.xml.mzn_AND_NODATA,1,1.379777,0.724755,13.339296,76.692441
normalized-fpga-35-34.xml.mzn_AND_NODATA,1,1.38051,0.72437,13.666667,78.171429
normalized-fpga45-44-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.405584,0.711448,17,101.503704
normalized-fpga45-43-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1.405131,0.711678,16.671374,100.019979
normalized-fpsol2-i-1-60.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-62.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-63.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-35.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fischer-8-3-fair.xml.mzn_AND_NODATA,1,1.053337,0.949364,2.679485,4.962365
normalized-fpsol2-i-2-15.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fpsol2-i-2-20.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fpsol2-i-1-64.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-30.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-2-26.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fischer-6-6-fair.xml.mzn_AND_NODATA,1,1.053253,0.949439,2.682231,4.974285
normalized-fpsol2-i-2-28.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fpsol2-i-1-45.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-3-10.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fpsol2-i-3-15.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fapp10-0900-10.xml.mzn_AND_NODATA,1,0.821916,1.21667,2.736449,3.493407
normalized-fpsol2-i-2-27.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fischer-11-4-fair.xml.mzn_AND_NODATA,1,1.052059,0.950517,2.687823,4.991183
normalized-fpsol2-i-3-25.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fpsol2-i-3-28.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fpsol2-i-3-29.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fpsol2-i-2-10.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fapp10-0900-0.xml.mzn_AND_NODATA,1,0.818201,1.222194,2.74536,3.496979
normalized-fpsol2-i-1-25.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-2-25.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fpsol2-i-3-27.xml.mzn_AND_NODATA,1,0.048918,20.442353,40.884706,40.884706
normalized-fapp33-0650-5.xml.mzn_AND_NODATA,1,0.817986,1.222514,2.747665,3.50147
normalized-fpga-45-44.xml.mzn_AND_NODATA,1,1.405584,0.711448,17,101.503704
normalized-fapp10-0900-4.xml.mzn_AND_NODATA,1,0.818263,1.222101,2.745211,3.496919
normalized-fpsol2-i-2-29.xml.mzn_AND_NODATA,1,0.051893,19.27051,38.54102,38.54102
normalized-fpsol2-i-1-61.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fpsol2-i-1-55.xml.mzn_AND_NODATA,1,0.04256,23.495968,46.991935,46.991935
normalized-fapp33-0650-4.xml.mzn_AND_NODATA,1,0.817932,1.222595,2.747795,3.501522
normalized-fapp10-0900-2.xml.mzn_AND_NODATA,1,0.818201,1.222194,2.74536,3.496979
normalized-fapp10-0900-6.xml.mzn_AND_NODATA,1,0.81849,1.221762,2.744664,3.4967
normalized-fapp10-0900-8.xml.mzn_AND_NODATA,1,0.819257,1.220619,2.74282,3.495961
normalized-fapp33-0650-6.xml.mzn_AND_NODATA,1,0.818027,1.222454,2.747567,3.501431
normalized-ft06x2-54.xml.mzn_AND_NODATA,1,0.935897,1.068493,2.958904,12.821918
normalized-ft06x2-55.xml.mzn_AND_NODATA,1,0.935897,1.068493,2.958904,12.821918
normalized-fischer-10-5-fair.xml.mzn_AND_NODATA,1,1.052121,0.950461,2.688161,4.993245
normalized-ft06x3-54.xml.mzn_AND_NODATA,1,0.95614,1.045872,2.972477,18.825688
normalized-ft06x3-55.xml.mzn_AND_NODATA,1,0.95614,1.045872,2.972477,18.825688
normalized-ft10x2-837.xml.mzn_AND_NODATA,1,0.957143,1.044776,2.985075,20.895522
normalized-ft10x3-838.xml.mzn_AND_NODATA,1,0.970968,1.0299,2.990033,30.89701
normalized-frb30-15-2-mgd_ext.xml.mzn_AND_NODATA,1,0.035587,28.1,56.2,56.2
normalized-games120-7.xml.mzn_AND_NODATA,1,0.188088,5.316667,10.633333,10.633333
normalized-fapp10-0900-1.xml.mzn_AND_NODATA,1,0.818201,1.222194,2.74536,3.496979
normalized-games120-8.xml.mzn_AND_NODATA,1,0.188088,5.316667,10.633333,10.633333
normalized-frb30-15-4-mgd_ext.xml.mzn_AND_NODATA,1,0.03531,28.320833,56.641667,56.641667
normalized-frb30-15-3-mgd_ext.xml.mzn_AND_NODATA,1,0.034637,28.870833,57.741667,57.741667
normalized-frb30-15-4_ext.xml.mzn_AND_NODATA,1,0.031585,31.660417,63.320833,63.320833
normalized-fapp10-0900-9.xml.mzn_AND_NODATA,1,0.82011,1.219348,2.74077,3.495139
normalized-fapp33-0650-8.xml.mzn_AND_NODATA,1,0.818244,1.22213,2.747045,3.501224
normalized-fapp10-0900-7.xml.mzn_AND_NODATA,1,0.8188,1.221299,2.743917,3.496401
normalized-frb30-15-2_ext.xml.mzn_AND_NODATA,1,0.031492,31.754167,63.508333,63.508333
normalized-fapp33-0650-7.xml.mzn_AND_NODATA,1,0.818108,1.222332,2.747371,3.501353
normalized-fapp33-0650-9.xml.mzn_AND_NODATA,1,0.818542,1.221684,2.746327,3.500938
normalized-frb30-15-3_ext.xml.mzn_AND_NODATA,1,0.031581,31.664583,63.329167,63.329167
normalized-fapp10-0900-3.xml.mzn_AND_NODATA,1,0.818222,1.222163,2.74531,3.496959
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.818366,1.221947,2.744962,3.49682
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.818058,1.222408,2.742595,3.490409
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.819652,1.220029,2.678751,3.365965
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.819145,1.220785,2.680031,3.36658
normalized-g-125-17.xml.mzn_AND_NODATA,1,0.062137,16.093412,32.628,40.128
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,1.053008,0.94966,2.681344,4.968462
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.819145,1.220785,2.680031,3.36658
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0.029669,33.704762,67.409524,67.409524
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,1.053056,0.949617,2.682872,4.97584
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,1.053444,0.949268,2.681754,4.973355
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0.028144,35.531746,71.063492,71.063492
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0.029803,33.553968,67.107937,67.107937
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.819199,1.220705,2.679895,3.366515
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.81799,1.222509,2.742759,3.490475
normalized-g-125-18.xml.mzn_AND_NODATA,1,0.062144,16.091778,32.628,40.628
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,1.052959,0.949705,2.682729,4.974483
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0.324324,3.083333,6.166667,6.166667
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0.418803,2.387755,4.77551,4.77551
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0.401709,2.489362,4.978723,4.978723
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0.678929,1.472909,3.892688,5.786428
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.817894,1.222653,2.754737,3.516748
