@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.013,0.9548,0.1949,50.4158,1199.59,0.9972
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.7612,1.0138,0.9893,0.0719,32.4504,11.5349,0.4921
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0.5,0,0,0,0.9618,1693,1
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.0144,0.9506,0.207,46.8651,599.912,0.9967
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.0208,0.9397,0.2459,29.9518,32.9006,0.9948
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.004,0.9834,0.1076,169.254,544.25,0.9995
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.2583,0.8136,0,0.824,1.5756,26.4657,0.3716
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.8316,0.5975,0.145,1.2398,7.3133,2544,0.5467
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0,0.9134,0.2947,2.7287,0.3374,1
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.7546,0,0.0184,0.6438,7.956,4.7159,1
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0.1908,0.6786,0,0.2835,1.4423,6.93,0.3744
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.5507,0.9899,0.7141,1.24,2.745,15.9691,0.4569
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.6256,0.6408,0.2953,1.4986,1.8015,24.9964,0.5954
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.0142,0.9523,0.2045,43.6323,53,0.9969
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.5073,0.7307,0.1883,1.7298,1.4727,14.5402,0.478
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.297,0.9336,0,0.0203,0.9011,1.4607,0.36
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.0056,0.9802,0.1454,98.7117,58.3636,0.9992
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.7727,0,0.0909,0.8158,3.2526,0,1
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.0052,0.9818,0.1024,78.0576,1120.06,0.9993
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.758,0,0.0319,0.6857,6.6224,0.0008,1
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.7581,0,0.0323,0.6867,6.5961,0.0007,1
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.7548,0,0.0191,0.6461,7.3884,0.3172,1
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.3685,0.7546,0.0209,1.2332,1.1995,5.7268,0.4238
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.2739,0.7632,0.1475,0.4792,10.1594,20.5616,0.3889
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0.5238,0.5772,0,0,0.7945,1.0951,0.4947
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.0183,0.9446,0.2296,34.2672,165.596,0.9956
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.751,0,0.0039,0.5858,31.2083,3448.09,1
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.0276,0.9261,0.2836,24.2171,22.1132,0.9923
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.713,0.9983,0.9532,0.2836,2.848,294.556,0.4935
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.3379,0.623,0.0203,1.2623,13.4842,9.8629,0.3979
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.0079,0.9742,0.1366,51.6619,364.852,0.9988
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.0122,0.9725,0.1592,25.0503,6.7953,0.9983
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.698,0.6183,0.2051,1.1172,1.5776,19.3266,0.4161
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0.5072,0.5763,0,0,0.7671,1.1078,0.4855
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.3576,0.6818,0.104,0.7652,0.8,72.9698,0.2946
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.5526,0.7382,0.2415,1.7384,1.3709,16.3016,0.4874
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.6713,1.067,0.8333,0.4506,1.1278,3.708,0.438
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.0126,0.962,0.2492,41.4118,29.3121,0.9977
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.7483,1.0135,0.9797,0.1175,40.1438,9.0903,0.4914
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.7727,0,0.0909,0.8158,3.2192,0,1
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.0044,0.9855,0.1032,94.8668,6885.9,0.9995
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.7508,1.0105,0.9798,0.1182,39.9959,11.8442,0.4927
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.7269,1.0134,0.9723,0.1431,36.1181,2.4321,0.4902
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.0068,0.9772,0.1506,61.7148,21.8039,0.9991
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.4588,0.5631,0.0236,1.3963,15.0293,12.7195,0.4192
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.7517,0,0.0069,0.5999,20.2505,253.591,1
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0.5262,0.5791,0,0.1183,0.9037,14.6103,0.5006
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.024,0.932,0.2657,27.8905,56.6402,0.9936
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.2633,0.7972,0,0.8437,1.5766,25.4923,0.3739
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0.1004,0.3454,0,0.9982,7.3162,58.8889,0.775
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.0236,0.935,0.2624,27.2878,27.7963,0.9939
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0,0.8678,0.3906,2.0881,0.4731,1
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0,0.9235,0.2701,3.1342,2.0751,1
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0.1911,0.6637,0,0.1898,1.1968,6.9131,0.3715
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.0132,0.9534,0.1971,44.148,163.536,0.9971
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.0062,0.9787,0.1502,86.8379,367.591,0.9991
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.0471,0.899,0.3703,13.9961,38.0049,0.9848
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.073,0,0.0098,0.3211,27.8847,25.1441,1
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.0159,0.9474,0.2171,40.591,43.8333,0.9963
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0.0108,0.8024,0,0.0076,1.3847,10.5,0.2485
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.7515,0,0.0062,0.5965,22.0749,342.6,1
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0.5,0,0,0,0.9995,3073.5,1
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3339,0.8484,0,0.3798,1.0815,1.0464,0.3892
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0.5,0.5773,0,0,0.7227,1.1066,0.5021
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.0276,0.926,0.2854,24.2802,27.0925,0.9924
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.0058,0.9824,0.1149,72.3544,28.641,0.9993
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0.5376,0.5774,0,0,0.6674,1.1284,0.5
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9647,0,0.9658,0.2315,6.5932,811.4,1
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.0107,0.807,0,0.0091,1.946,4.4525,0.2468
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.0278,0.9252,0.2884,24.5001,25.0514,0.9923
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0.5,0,0,0,1.0373,18.2654,1
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.0041,0.9843,0.1132,141.382,3650.67,0.9995
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.0276,0.9258,0.2866,24.2421,22.1683,0.9924
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0,0.8844,0.3581,2.4561,1.5387,1
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.6632,1.0418,0.897,0.3424,4.5762,1,0.4639
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.024,0.9322,0.267,26.9294,27.4315,0.9937
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.4777,0.6025,0.0053,0.4159,0.7752,23.8656,0.483
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.08,0,0.0027,0.2994,25.538,20.1135,1
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.7512,0,0.0047,0.5894,27.4735,1803.81,1
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.7516,0,0.0064,0.5976,20.1738,313.028,1
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.266,0.8022,0,0.7996,1.5787,26.639,0.3723
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.009,0.9747,0.1547,42.2892,135.818,0.9987
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0,0.8478,0.4265,1.8976,0.291,1
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.5,0,0,0,6.8622,0,1
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0.3074,0.8726,0,0.396,1.4077,1.0246,0.3851
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.0132,0.9533,0.1983,44.9314,765.909,0.9971
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.013,0.9549,0.195,46.5878,59.7429,0.9972
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0.0094,0.8074,0,0.0079,1.5264,8.04,0.2441
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.7742,0,0.0968,0.8259,3.1003,0,1
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0,0.9647,0.1528,5.0102,0.0864,1
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0.2701,0.7974,0,0.8255,1.5742,27.5746,0.3755
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0.0636,0.3511,0,0.851,4.1236,14.5495,0.8222
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.5094,0.3717,0.0761,0.5897,0.4278,91.1585,0.484
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0,0.8462,0.4293,2.7313,7.7293,1
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.5831,1.1112,0.6675,1.0012,0.9835,1.0314,0.4024
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.752,0,0.008,0.6044,16.5006,169.286,1
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0.0646,0.3529,0,0.8565,4.0379,14.0146,0.8204
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.709,1.0234,0.9495,0.204,9.2063,29.8486,0.4825
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.0207,0.9399,0.247,30.4136,169.014,0.9949
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.0049,0.9856,0.1075,73.4583,39.7419,0.9995
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.4889,0.5774,0,0,1.1498,14.1429,0.5
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.0079,0.9765,0.1582,55.2371,23.61,0.9989
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.4759,0.5773,0,0,0.7042,1.1181,0.496
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.6159,0.4888,0.1089,1.0009,3.3189,1189.03,0.403
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0.0959,0,0,0.316,18.8954,28.4274,1
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.0056,0.9808,0.1259,89.2754,316.25,0.9993
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.759,0,0.0361,0.6975,6.0923,0.0029,1
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.0237,0.9349,0.2593,26.8798,27.5841,0.9939
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0913,0,0.0035,0.3319,19.7836,15.2177,1
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.0237,0.9335,0.2632,27.2324,26.634,0.9938
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.3203,0.9199,0.277,1.549,4.8892,16.6934,0.39
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.8734,0.3974,0.6948,0.8605,8.0759,36.9167,0.7883
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.4719,0.7103,0.15,1.0627,1.2034,31.2137,0.4601
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.6077,0.6464,0.2516,1.5728,1.3886,18.6697,0.5628
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.751,0,0.0038,0.5853,27.0221,1211.3,1
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.2734,0.9745,0.0168,0.2926,0.2033,31.424,0.2664
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0.2632,0.8453,0,0.7705,1.5881,27.8031,0.3671
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.1352,0,0,0.3961,9.8199,10.9104,1
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.6592,0.983,0.8333,0.4506,1.0231,5.3078,0.4774
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.0177,0.9439,0.2278,36.1085,40,0.9957
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.6868,1.0324,0.9444,0.2211,9.5531,1.6938,0.4771
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.0277,0.9256,0.2874,24.0726,23.8801,0.9923
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.6389,0.9858,0.8333,0.4506,1.2365,2.6744,0.4764
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.0125,0.9558,0.1918,47.4667,62.9355,0.9973
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0.4879,0.5773,0,0,0.6401,1.127,0.5032
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0,0.9395,0.2283,3.6752,5.0373,1
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0.1801,0.8113,0,1.1407,1.5827,1,0.3456
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.082,0,0.013,0.3603,21.73,16.9921,1
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.7307,1.0233,0.9642,0.1663,35.5231,18.9142,0.4856
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.013,0.9547,0.1955,46.7519,60.4583,0.9972
