@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.06383,0.810983,0.099291,0.092199,54.39877,20.120567,16,886,0.08913,0.4299,79,1,141,0.010313,0.010313,0.089767
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.06383,0.808218,0.092199,0.092199,52.668434,21.021277,15,889,0.089432,0.426948,76,0,141,0.010131,0.010131,0.090071
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.070922,0.810969,0.099291,0.092199,54.65489,20.141844,16,887,0.089231,0.426047,80,0,141,0.010313,0.010313,0.089868
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.06383,0.805939,0.092199,0.092199,52.553719,20.560284,14,842,0.084704,0.420402,78,0,141,0.009995,0.009995,0.085309
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.06383,0.807976,0.092199,0.092199,51.333494,21.014184,15,888,0.089332,0.431651,72,0,141,0.010127,0.010127,0.08997
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.070922,0.809203,0.099291,0.092199,52.468856,21.156028,16,912,0.091746,0.440725,78,1,141,0.010215,0.010215,0.092401
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.06383,0.809707,0.099291,0.092199,54.232641,20.113475,16,863,0.086817,0.423479,79,0,141,0.010194,0.010194,0.087437
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.070922,0.808979,0.092199,0.092199,53.473553,20.375887,15,869,0.08742,0.420448,79,1,141,0.010168,0.010168,0.088045
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.06383,0.810168,0.092199,0.092199,54.052977,20.319149,16,883,0.088829,0.429845,78,0,141,0.010252,0.010252,0.089463
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.06383,0.810278,0.092199,0.092199,54.631013,20.021277,16,869,0.08742,0.424615,76,1,141,0.010246,0.010246,0.088045
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.06383,0.812732,0.099291,0.092199,57.58731,19.312057,17,879,0.088426,0.427065,84,0,141,0.010473,0.010473,0.089058
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.06383,0.812054,0.092199,0.092199,56.418094,19.390071,17,866,0.087118,0.422733,83,1,141,0.01038,0.01038,0.087741
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.070922,0.805684,0.099291,0.099291,49.093412,22.241135,14,920,0.092551,0.445089,72,0,141,0.010037,0.010037,0.093212
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.070922,0.806965,0.099291,0.092199,51.284221,21.198582,15,885,0.08903,0.429756,72,1,141,0.010075,0.010075,0.089666
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.070922,0.812852,0.092199,0.092199,57.378174,19.475177,18,895,0.090036,0.430533,83,1,141,0.010521,0.010521,0.090679
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.06383,0.811058,0.092199,0.092199,54.016975,20.056738,17,884,0.088929,0.430053,72,0,141,0.010317,0.010317,0.089564
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.070922,0.811842,0.099291,0.092199,55.030848,20.276596,18,914,0.091947,0.442073,79,0,141,0.010425,0.010425,0.092604
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.070922,0.812705,0.099291,0.092199,56.529695,19.652482,19,902,0.09074,0.435255,83,0,141,0.010515,0.010515,0.091388
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.06383,0.810598,0.092199,0.085106,55.76096,19.64539,16,854,0.085911,0.415783,80,1,141,0.010253,0.010253,0.086525
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.06383,0.809942,0.099291,0.092199,55.452406,19.468085,16,833,0.083799,0.409586,79,1,141,0.010182,0.010182,0.084397
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.06383,0.80936,0.099291,0.092199,53.597678,20.177305,15,864,0.086917,0.419658,79,0,141,0.010185,0.010185,0.087538
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.06383,0.807664,0.092199,0.092199,52.654885,20.539007,15,859,0.086414,0.425918,76,1,141,0.010083,0.010083,0.087031
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.070922,0.808954,0.099291,0.092199,52.591152,20.957447,15,898,0.090338,0.441875,79,0,141,0.010188,0.010188,0.090983
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.06383,0.811899,0.092199,0.092199,55.959644,19.836879,17,889,0.089432,0.431658,82,1,141,0.010397,0.010397,0.090071
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.06383,0.808523,0.099291,0.085106,54.57602,19.808511,16,833,0.083799,0.408668,78,0,141,0.010106,0.010106,0.084397
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.06383,0.805582,0.092199,0.092199,51.785167,20.87234,15,853,0.085811,0.424668,72,0,141,0.009987,0.009987,0.086424
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.06383,0.811703,0.099291,0.085106,56.959118,19.198582,16,848,0.085308,0.411038,81,1,141,0.010327,0.010327,0.085917
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.06383,0.809756,0.099291,0.092199,53.910231,20.35461,15,876,0.088124,0.427557,80,0,141,0.010208,0.010208,0.088754
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.070922,0.812458,0.092199,0.092199,56.349814,19.687943,19,895,0.090036,0.427853,80,0,141,0.010467,0.010467,0.090679
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.070922,0.811828,0.099291,0.092199,55.746347,19.865248,17,885,0.08903,0.429539,83,0,141,0.010368,0.010368,0.089666
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.070922,0.805749,0.099291,0.092199,50.218892,22.070922,14,910,0.091545,0.437859,72,0,141,0.010023,0.010023,0.092199
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.06383,0.809533,0.092199,0.092199,54.802882,19.780142,14,846,0.085106,0.411394,79,1,141,0.01018,0.01018,0.085714
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.06383,0.808704,0.092199,0.092199,53.458812,20.326241,16,863,0.086817,0.419672,76,1,141,0.010148,0.010148,0.087437
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.06383,0.808819,0.085106,0.085106,53.62406,20.255319,15,861,0.086615,0.421001,79,0,141,0.010153,0.010153,0.087234
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.056738,0.807392,0.099291,0.085106,54.041123,20.021277,15,829,0.083396,0.40696,76,0,141,0.010041,0.010041,0.083992
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.06383,0.810376,0.092199,0.092199,54.936516,20.170213,14,875,0.088024,0.421904,79,1,141,0.010244,0.010244,0.088652
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.070922,0.807029,0.092199,0.092199,50.791725,21.453901,14,898,0.090338,0.433874,72,1,141,0.010086,0.010086,0.090983
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.06383,0.801317,0.099291,0.092199,48.82683,22.475177,13,888,0.089332,0.428229,67,0,141,0.009853,0.009853,0.08997
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.06383,0.80932,0.099291,0.092199,53.222837,20.248227,15,867,0.087219,0.420024,79,0,141,0.010185,0.010185,0.087842
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.06383,0.806506,0.099291,0.092199,51.790944,20.843972,14,863,0.086817,0.423683,72,0,141,0.01004,0.01004,0.087437
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.070922,0.809138,0.099291,0.092199,52.49466,21.021277,16,904,0.090941,0.438501,79,1,141,0.010205,0.010205,0.091591
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.06383,0.810656,0.099291,0.092199,55.090072,20.049645,15,873,0.087823,0.423219,80,0,141,0.010261,0.010261,0.08845
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.070922,0.810071,0.092199,0.092199,53.943227,20.595745,16,896,0.090136,0.431985,79,0,141,0.010257,0.010257,0.09078
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.06383,0.811143,0.099291,0.092199,55.19205,19.992908,16,882,0.088728,0.42922,79,1,141,0.010322,0.010322,0.089362
composed-25-10-20-0_ext.xml.minion.gz,1,0.133333,0.835394,0.142857,0.085714,241.248387,11.809524,55,620,0.112472,0.427803,492,36,105,0.019048,0.019048,0.113553
composed-25-10-20-1_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,241.772581,11.809524,54,620,0.112472,0.44064,492,32,105,0.019048,0.019048,0.113553
composed-25-10-20-2_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714,241.520968,11.809524,55,620,0.112472,0.466889,492,25,105,0.019048,0.019048,0.113553
composed-25-10-20-3_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,241.883871,11.809524,54,620,0.112472,0.440817,494,32,105,0.019048,0.019048,0.113553
composed-25-10-20-4_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714,241.951613,11.809524,55,620,0.112472,0.455311,492,32,105,0.019048,0.019048,0.113553
composed-25-10-20-5_ext.xml.minion.gz,1,0.114286,0.835394,0.171429,0.085714,242.387097,11.809524,56,620,0.112472,0.448695,492,32,105,0.019048,0.019048,0.113553
composed-25-10-20-6_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714,242.762903,11.809524,55,620,0.112472,0.430059,493,34,105,0.019048,0.019048,0.113553
composed-25-10-20-7_ext.xml.minion.gz,1,0.12381,0.835394,0.161905,0.085714,242.282258,11.809524,55,620,0.112472,0.454307,492,30,105,0.019048,0.019048,0.113553
composed-25-10-20-8_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714,241.682258,11.809524,54,620,0.112472,0.452605,493,34,105,0.019048,0.019048,0.113553
composed-25-10-20-9_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714,242.05,11.809524,55,620,0.112472,0.455749,492,33,105,0.019048,0.019048,0.113553
composed-25-1-2-0_ext.xml.minion.gz,1,0.424242,0.749308,0.454545,0.454545,197.767857,13.575758,143,224,0.411387,0.664398,161,48,33,0.060606,0.060606,0.424242
composed-25-1-2-1_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.424242,198.607143,13.575758,144,224,0.411387,0.683885,160,53,33,0.060606,0.060606,0.424242
composed-25-1-2-2_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.454545,197.723214,13.575758,142,224,0.411387,0.673324,161,47,33,0.060606,0.060606,0.424242
composed-25-1-2-3_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.454545,198.214286,13.575758,144,224,0.411387,0.663741,160,51,33,0.060606,0.060606,0.424242
composed-25-1-2-4_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545,199.044643,13.575758,144,224,0.411387,0.662739,161,45,33,0.060606,0.060606,0.424242
composed-25-1-25-0_ext.xml.minion.gz,1,0.424242,0.742906,0.454545,0.484848,184.016194,14.969697,140,247,0.453627,0.581515,160,40,33,0.060606,0.060606,0.467803
composed-25-1-25-1_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.454545,184.461538,14.969697,141,247,0.453627,0.574522,159,39,33,0.060606,0.060606,0.467803
composed-25-1-25-2_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848,184.149798,14.969697,140,247,0.453627,0.567024,159,41,33,0.060606,0.060606,0.467803
composed-25-1-25-3_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.484848,184.412955,14.969697,142,247,0.453627,0.562902,159,40,33,0.060606,0.060606,0.467803
composed-25-1-25-4_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848,185.299595,14.969697,142,247,0.453627,0.564386,159,41,33,0.060606,0.060606,0.467803
composed-25-1-25-5_ext.xml.minion.gz,1,0.363636,0.742906,0.545455,0.484848,184.740891,14.969697,142,247,0.453627,0.566704,160,36,33,0.060606,0.060606,0.467803
composed-25-1-25-6_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848,185.161943,14.969697,143,247,0.453627,0.575202,160,35,33,0.060606,0.060606,0.467803
composed-25-1-25-7_ext.xml.minion.gz,1,0.393939,0.742906,0.515152,0.484848,185.242915,14.969697,140,247,0.453627,0.56709,160,40,33,0.060606,0.060606,0.467803
composed-25-1-25-8_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848,184.356275,14.969697,141,247,0.453627,0.574442,160,40,33,0.060606,0.060606,0.467803
composed-25-1-25-9_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.515152,184.692308,14.969697,141,247,0.453627,0.56931,158,40,33,0.060606,0.060606,0.467803
composed-25-1-2-5_ext.xml.minion.gz,1,0.363636,0.749308,0.545455,0.454545,198.607143,13.575758,144,224,0.411387,0.670412,161,50,33,0.060606,0.060606,0.424242
composed-25-1-2-6_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545,199.098214,13.575758,146,224,0.411387,0.672753,161,38,33,0.060606,0.060606,0.424242
composed-25-1-2-7_ext.xml.minion.gz,1,0.393939,0.749308,0.515152,0.484848,198.90625,13.575758,144,224,0.411387,0.661122,161,47,33,0.060606,0.060606,0.424242
composed-25-1-2-8_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.484848,198.1875,13.575758,144,224,0.411387,0.67409,161,51,33,0.060606,0.060606,0.424242
composed-25-1-2-9_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.484848,198.473214,13.575758,145,224,0.411387,0.667431,159,46,33,0.060606,0.060606,0.424242
composed-25-1-40-0_ext.xml.minion.gz,1,0.424242,0.73923,0.484848,0.515152,176.133588,15.878788,139,262,0.481175,0.555803,159,37,33,0.060606,0.060606,0.496212
composed-25-1-40-1_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.484848,176.965649,15.878788,138,262,0.481175,0.568,158,39,33,0.060606,0.060606,0.496212
composed-25-1-40-2_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.484848,176.541985,15.878788,137,262,0.481175,0.558631,158,39,33,0.060606,0.060606,0.496212
composed-25-1-40-3_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152,176.816794,15.878788,140,262,0.481175,0.550562,159,40,33,0.060606,0.060606,0.496212
composed-25-1-40-4_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152,177.557252,15.878788,140,262,0.481175,0.54616,159,37,33,0.060606,0.060606,0.496212
composed-25-1-40-5_ext.xml.minion.gz,1,0.363636,0.73923,0.545455,0.484848,177.125954,15.878788,140,262,0.481175,0.55894,159,36,33,0.060606,0.060606,0.496212
composed-25-1-40-6_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152,177.301527,15.878788,140,262,0.481175,0.566287,159,35,33,0.060606,0.060606,0.496212
composed-25-1-40-7_ext.xml.minion.gz,1,0.393939,0.73923,0.515152,0.515152,177.458015,15.878788,138,262,0.481175,0.569049,159,40,33,0.060606,0.060606,0.496212
composed-25-1-40-8_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.515152,176.553435,15.878788,138,262,0.481175,0.560348,159,40,33,0.060606,0.060606,0.496212
composed-25-1-40-9_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152,176.977099,15.878788,139,262,0.481175,0.557759,157,39,33,0.060606,0.060606,0.496212
composed-25-1-80-0_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758,159.291391,18.30303,58,302,0.554637,0.581501,157,35,33,0.060606,0.060606,0.57197
composed-25-1-80-1_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.545455,160.122517,18.30303,60,302,0.554637,0.608253,156,37,33,0.060606,0.060606,0.57197
composed-25-1-80-2_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758,159.731788,18.30303,61,302,0.554637,0.588095,156,28,33,0.060606,0.060606,0.57197
composed-25-1-80-3_ext.xml.minion.gz,1,0.454545,0.730939,0.575758,0.575758,160.07947,18.30303,60,302,0.554637,0.596033,156,37,33,0.060606,0.060606,0.57197
composed-25-1-80-4_ext.xml.minion.gz,1,0.393939,0.730939,0.515152,0.545455,160.725166,18.30303,62,302,0.554637,0.585685,157,37,33,0.060606,0.060606,0.57197
composed-25-1-80-5_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.545455,159.990066,18.30303,60,302,0.554637,0.586212,157,31,33,0.060606,0.060606,0.57197
composed-25-1-80-6_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.545455,160.764901,18.30303,61,302,0.554637,0.586212,157,35,33,0.060606,0.060606,0.57197
composed-25-1-80-7_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.575758,160.480132,18.30303,61,302,0.554637,0.588976,158,39,33,0.060606,0.060606,0.57197
composed-25-1-80-8_ext.xml.minion.gz,1,0.393939,0.730939,0.575758,0.575758,159.857616,18.30303,59,302,0.554637,0.576743,157,37,33,0.060606,0.060606,0.57197
composed-25-1-80-9_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.575758,160.086093,18.30303,60,302,0.554637,0.582989,155,39,33,0.060606,0.060606,0.57197
composed-75-1-2-0_ext.xml.minion.gz,1,0.13253,0.713651,0.228916,0.180723,166.641026,15.036145,142,624,0.181158,0.262333,158,48,83,0.024096,0.024096,0.183368
composed-75-1-2-1_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723,167.740385,15.036145,144,624,0.181158,0.269018,159,37,83,0.024096,0.024096,0.183368
composed-75-1-2-2_ext.xml.minion.gz,1,0.13253,0.713651,0.277108,0.192771,167.009615,15.036145,142,624,0.181158,0.268823,158,48,83,0.024096,0.024096,0.183368
composed-75-1-2-3_ext.xml.minion.gz,1,0.144578,0.713651,0.253012,0.192771,167.424679,15.036145,144,624,0.181158,0.254974,158,49,83,0.024096,0.024096,0.183368
composed-75-1-2-4_ext.xml.minion.gz,1,0.144578,0.713651,0.228916,0.180723,167.706731,15.036145,143,624,0.181158,0.261224,158,55,83,0.024096,0.024096,0.183368
composed-75-1-25-0_ext.xml.minion.gz,1,0.13253,0.712186,0.228916,0.180723,162.530139,15.590361,142,647,0.187836,0.224882,158,37,83,0.024096,0.024096,0.190126
composed-75-1-25-1_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.192771,163.496136,15.590361,142,647,0.187836,0.226102,158,32,83,0.024096,0.024096,0.190126
composed-75-1-25-2_ext.xml.minion.gz,1,0.13253,0.712186,0.277108,0.192771,162.882535,15.590361,141,647,0.187836,0.231866,157,41,83,0.024096,0.024096,0.190126
composed-75-1-25-3_ext.xml.minion.gz,1,0.144578,0.712186,0.253012,0.192771,163.309119,15.590361,143,647,0.187836,0.217754,158,42,83,0.024096,0.024096,0.190126
composed-75-1-25-4_ext.xml.minion.gz,1,0.144578,0.712186,0.228916,0.192771,163.551777,15.590361,143,647,0.187836,0.224724,158,43,83,0.024096,0.024096,0.190126
composed-75-1-25-5_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771,164.139104,15.590361,144,647,0.187836,0.230807,158,32,83,0.024096,0.024096,0.190126
composed-75-1-25-6_ext.xml.minion.gz,1,0.13253,0.712186,0.240964,0.192771,164.114374,15.590361,144,647,0.187836,0.244278,159,39,83,0.024096,0.024096,0.190126
composed-75-1-25-7_ext.xml.minion.gz,1,0.13253,0.712186,0.216867,0.192771,163.35085,15.590361,142,647,0.187836,0.228724,158,35,83,0.024096,0.024096,0.190126
composed-75-1-25-8_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.180723,163.162287,15.590361,142,647,0.187836,0.236119,158,41,83,0.024096,0.024096,0.190126
composed-75-1-25-9_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771,162.976816,15.590361,142,647,0.187836,0.234371,157,37,83,0.024096,0.024096,0.190126
composed-75-1-2-5_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771,168.439103,15.036145,145,624,0.181158,0.269393,158,46,83,0.024096,0.024096,0.183368
composed-75-1-2-6_ext.xml.minion.gz,1,0.13253,0.713651,0.240964,0.192771,168.258013,15.036145,144,624,0.181158,0.278807,159,50,83,0.024096,0.024096,0.183368
composed-75-1-2-7_ext.xml.minion.gz,1,0.13253,0.713651,0.216867,0.192771,167.490385,15.036145,143,624,0.181158,0.264417,158,35,83,0.024096,0.024096,0.183368
composed-75-1-2-8_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723,167.375,15.036145,143,624,0.181158,0.277364,158,46,83,0.024096,0.024096,0.183368
composed-75-1-2-9_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771,167.161859,15.036145,143,624,0.181158,0.263939,157,50,83,0.024096,0.024096,0.183368
composed-75-1-40-0_ext.xml.minion.gz,1,0.13253,0.711279,0.228916,0.192771,160.024169,15.951807,141,662,0.19219,0.212898,157,37,83,0.024096,0.024096,0.194534
composed-75-1-40-1_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771,160.91994,15.951807,142,662,0.19219,0.215697,158,32,83,0.024096,0.024096,0.194534
composed-75-1-40-2_ext.xml.minion.gz,1,0.13253,0.711279,0.277108,0.192771,160.332326,15.951807,141,662,0.19219,0.224195,157,41,83,0.024096,0.024096,0.194534
composed-75-1-40-3_ext.xml.minion.gz,1,0.144578,0.711279,0.253012,0.192771,160.723565,15.951807,142,662,0.19219,0.209122,157,42,83,0.024096,0.024096,0.194534
composed-75-1-40-4_ext.xml.minion.gz,1,0.144578,0.711279,0.228916,0.192771,160.944109,15.951807,141,662,0.19219,0.213297,158,42,83,0.024096,0.024096,0.194534
composed-75-1-40-5_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,161.626888,15.951807,143,662,0.19219,0.220757,157,32,83,0.024096,0.024096,0.194534
composed-75-1-40-6_ext.xml.minion.gz,1,0.13253,0.711279,0.240964,0.192771,161.55136,15.951807,143,662,0.19219,0.23043,158,39,83,0.024096,0.024096,0.194534
composed-75-1-40-7_ext.xml.minion.gz,1,0.13253,0.711279,0.216867,0.192771,160.702417,15.951807,141,662,0.19219,0.217124,158,35,83,0.024096,0.024096,0.194534
composed-75-1-40-8_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771,160.57855,15.951807,142,662,0.19219,0.230956,157,39,83,0.024096,0.024096,0.194534
composed-75-1-40-9_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,160.432024,15.951807,142,662,0.19219,0.227325,157,35,83,0.024096,0.024096,0.194534
composed-75-1-80-0_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,153.69943,16.915663,139,702,0.203803,0.204861,157,36,83,0.024096,0.024096,0.206289
composed-75-1-80-1_ext.xml.minion.gz,1,0.13253,0.709026,0.289157,0.204819,154.625356,16.915663,140,702,0.203803,0.213763,157,32,83,0.024096,0.024096,0.206289
composed-75-1-80-2_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.122507,16.915663,139,702,0.203803,0.221543,157,41,83,0.024096,0.024096,0.206289
composed-75-1-80-3_ext.xml.minion.gz,1,0.144578,0.709026,0.253012,0.204819,154.324786,16.915663,140,702,0.203803,0.207188,157,35,83,0.024096,0.024096,0.206289
composed-75-1-80-4_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,154.62963,16.915663,140,702,0.203803,0.211376,157,37,83,0.024096,0.024096,0.206289
composed-75-1-80-5_ext.xml.minion.gz,1,0.13253,0.709026,0.26506,0.204819,155.324786,16.915663,141,702,0.203803,0.215537,157,32,83,0.024096,0.024096,0.206289
composed-75-1-80-6_ext.xml.minion.gz,1,0.144578,0.709026,0.240964,0.192771,155.202279,16.915663,141,702,0.203803,0.224287,158,31,83,0.024096,0.024096,0.206289
composed-75-1-80-7_ext.xml.minion.gz,1,0.144578,0.709026,0.216867,0.204819,154.403134,16.915663,140,702,0.203803,0.214484,157,33,83,0.024096,0.024096,0.206289
composed-75-1-80-8_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.324786,16.915663,140,702,0.203803,0.224434,157,34,83,0.024096,0.024096,0.206289
composed-75-1-80-9_ext.xml.minion.gz,1,0.144578,0.709026,0.26506,0.204819,154.126781,16.915663,140,702,0.203803,0.215048,156,33,83,0.024096,0.024096,0.206289
costasArray-10.xml.minion.convert.minion,1,0.185185,0.913618,0.185185,0.157407,353.884892,6.666667,58,0,0.173525,0.513473,475,56,54,0.047962,0.047962,0.176799
costasArray-11.xml.minion.convert.minion,1,0.169231,0.913037,0.169231,0.138462,357.735294,6.784615,56,0,0.155266,0.534663,484,44,65,0.03991,0.03991,0.157692
costasArray-12.xml.minion.convert.minion,1,0.155844,0.912557,0.155844,0.12987,321.970588,6.883117,43,0,0.140327,0.553993,436,43,77,0.033741,0.033741,0.142174
costasArray-13.xml.minion.convert.minion,1,0.144444,0.912154,0.144444,0.122222,340.298755,6.966667,37,0,0.127901,0.572873,469,37,90,0.028907,0.028907,0.129338
costasArray-14.xml.minion.convert.minion,1,0.134615,0.91181,0.134615,0.105769,361.576512,7.038462,45,0,0.117419,0.590109,499,35,104,0.025048,0.025048,0.118559
costasArray-15.xml.minion.convert.minion,1,0.12605,0.911513,0.12605,0.10084,338.407407,7.10084,41,0,0.108467,0.606573,466,32,119,0.021916,0.021916,0.109386
costasArray-16.xml.minion.convert.minion,1,0.118519,0.911254,0.118519,0.096296,352.405405,7.155556,38,0,0.100741,0.621673,490,30,135,0.019339,0.019339,0.101493
costasArray-17.xml.minion.convert.minion,1,0.111842,0.911026,0.111842,0.085526,356.236277,7.203947,27,0,0.09401,0.635974,502,27,152,0.017193,0.017193,0.094632
costasArray-18.xml.minion.convert.minion,1,0.105882,0.910824,0.105882,0.082353,342.036093,7.247059,25,0,0.088097,0.649163,482,25,170,0.015387,0.015387,0.088618
costasArray-19.xml.minion.convert.minion,1,0.100529,0.910643,0.100529,0.079365,345.31749,7.285714,22,0,0.082864,0.661621,489,22,189,0.013851,0.013851,0.083305
costasArray-20.xml.minion.convert.minion,1,0.095694,0.910481,0.095694,0.076555,332.133562,7.320574,19,0,0.078203,0.67317,471,19,209,0.012535,0.012535,0.078579
cril-0_ext.xml.minion.converted.minion,1,0.092593,0.863237,0.185185,0.083333,758.702703,1.981481,654,34,0.085562,0.523506,873,311,108,0.053554,0.053554,0.086362
