@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.895667,0.508597
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.909388,0.503698
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.93206,0.41253
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.919915,0.49999
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.778366,0.450188
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.734905,0.572171
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.808663,0.541507
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.873968,0.426054
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.850296,0.525348
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.889918,0.441977
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.906322,0.438409
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.918461,0.435801
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.767596,0.470253
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.725699,0.597589
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.801194,0.566099
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.889402,0.446339
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.905905,0.442786
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.934982,0.436643
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.766369,0.474465
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.829589,0.45964
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.865868,0.451492
f600-00-shuffled,1,0.212619,0.595945
ii32c1-00,1,0.016057,0.619097
ii32c1-50-shuffled,1,0.016725,0.620852
ii32e1-00-shuffled,1,0.016726,0.621277
ii32e1-50-shuffled,1,0.017476,0.623241
ii8a1-00-shuffled,1,0.022837,0.582329
ii8a1-90-shuffled,1,0.029141,0.585242
ii8a3-90,1,0.026939,0.589048
ii8c1-90-shuffled,1,0.016845,0.584143
ii8d1-00-shuffled,1,0.012956,0.581374
impl18-shuffled,1,0.986301,0.498851
irst.dme4.B-d4-shuffled,1,0.333197,0.571329
irst.dme5.B-d4-shuffled,1,0.333237,0.571358
jnh1-50-shuffled,1,0.14571,0.624757
jnh207-90-shuffled,1,0.15606,0.624082
jnh218-00-shuffled,1,0.145,0.62127
jnh218-90-shuffled,1,0.153277,0.623767
k3_1_2-shuffled,1,0.689944,0.481289
k4_2_2-shuffled,1,0.655876,0.476014
k5_2_2,1,0.587459,0.471155
k5_3_2-shuffled,1,0.634606,0.472736
k_branch_n-20-shuffled,1,0.127969,0.560347
k_branch_n-4-shuffled,1,0.221053,0.505107
k_branch_n-5-shuffled,1,0.211151,0.512119
k_branch_n-6,1,0.202543,0.518449
k_branch_n-7,1,0.194868,0.524222
k_branch_n-8-shuffled,1,0.182564,0.523166
k_branch_p-11-shuffled,1,0.165668,0.536937
k_branch_p-14-shuffled,1,0.151981,0.548236
k_branch_p-16-shuffled,1,0.140799,0.549063
k_branch_p-17-shuffled,1,0.137342,0.552104
k_branch_p-4-shuffled,1,0.220966,0.505181
k_branch_p-6-shuffled,1,0.202506,0.51848
k_branch_p-8-shuffled,1,0.182546,0.523183
k_d4_n-11-shuffled,1,0.203949,0.506266
k_d4_n-14-shuffled,1,0.202577,0.506728
k_d4_n-15-shuffled,1,0.20224,0.506842
k_d4_n-16-shuffled,1,0.201946,0.506941
k_d4_n-17-shuffled,1,0.201685,0.507028
k_d4_n-18-shuffled,1,0.201454,0.507106
k_d4_n-19-shuffled,1,0.201247,0.507176
k_d4_n-20-shuffled,1,0.20106,0.507239
k_d4_n-21-shuffled,1,0.200891,0.507295
k_d4_n-7-shuffled,1,0.20758,0.505037
k_d4_p-10-shuffled,1,0.241435,0.499467
k_d4_p-11-shuffled,1,0.240858,0.499709
k_d4_p-21-shuffled,1,0.238083,0.50087
k_d4_p-6-shuffled,1,0.245599,0.497714
k_d4_p-7-shuffled,1,0.244124,0.498336
k_dum_n-10-shuffled,1,0.280147,0.487937
k_dum_n-21-shuffled,1,0.276917,0.489572
k_dum_p-11-shuffled,1,0.275081,0.491071
k_dum_p-13-shuffled,1,0.276361,0.490837
k_dum_p-16-shuffled,1,0.277217,0.490813
k_dum_p-21-shuffled,1,0.2791,0.490335
ken.flash^10.C-f4-shuffled,1,0.33333,0.571426
ken.flash^14.C-d4-shuffled,1,0.333322,0.57142
ken.oop^1.C-d2,1,0.333278,0.571388
k_grz_n-10-shuffled,1,0.200222,0.5127
k_grz_n-13-shuffled,1,0.192235,0.518653
k_grz_n-14-shuffled,1,0.187398,0.521983
k_grz_n-21-shuffled,1,0.168708,0.531276
k_grz_p-10-shuffled,1,0.196961,0.505941
k_grz_p-17-shuffled,1,0.180709,0.511924
k_grz_p-21-shuffled,1,0.173488,0.517047
k_lin_n-10-shuffled,1,0.076268,0.578274
k_lin_n-13-shuffled,1,0.062934,0.594221
k_lin_n-14-shuffled,1,0.059472,0.598332
k_lin_n-21-shuffled,1,0.042483,0.614595
k_lin_n-9-shuffled,1,0.083804,0.576592
k_lin_p-12-shuffled,1,0.132075,0.543139
k_lin_p-16-shuffled,1,0.116422,0.556184
k_lin_p-21-shuffled,1,0.100489,0.565988
k_lin_p-8-shuffled,1,0.155532,0.529319
k_path_n-10-shuffled,1,0.242991,0.477486
k_path_n-20-shuffled,1,0.242485,0.477433
k_path_n-21-shuffled,1,0.242599,0.477458
k_path_p-10-shuffled,1,0.242703,0.477419
k_path_p-16-shuffled,1,0.242535,0.477435
k_path_p-21-shuffled,1,0.242492,0.477456
k_path_p-9-shuffled,1,0.242806,0.477452
k_ph_n-10-shuffled,1,0.0865,0.556742
k_ph_n-13-shuffled,1,0.057715,0.585465
k_ph_n-14-shuffled,1,0.050844,0.594402
k_ph_n-15-shuffled,1,0.045037,0.602098
k_ph_n-8-shuffled,1,0.114916,0.53388
k_ph_n-9-shuffled,1,0.099004,0.550228
k_ph_p-11-shuffled,1,0.072938,0.573032
k_ph_p-12-shuffled,1,0.06296,0.578819
k_ph_p-8-shuffled,1,0.11221,0.537729
k_ph_p-9-shuffled,1,0.097694,0.552991
k_poly_n-12-shuffled,1,0.295877,0.489458
k_poly_n-13-shuffled,1,0.295798,0.489492
k_poly_n-20-shuffled,1,0.29556,0.489593
k_poly_n-21-shuffled,1,0.29553,0.489605
k_poly_p-19-shuffled,1,0.295585,0.489582
k_poly_p-21-shuffled,1,0.295537,0.489602
k_t4p_n-12-shuffled,1,0.229969,0.505427
k_t4p_n-17-shuffled,1,0.229304,0.505889
k_t4p_n-21-shuffled,1,0.228998,0.506102
k_t4p_n-4-shuffled,1,0.234301,0.502399
k_t4p_p-12-shuffled,1,0.23125,0.50441
k_t4p_p-20-shuffled,1,0.229925,0.505379
k_t4p_p-21-shuffled,1,0.229826,0.505452
k_t4p_p-4-shuffled,1,0.236378,0.500635
k_t4p_p-8-shuffled,1,0.232743,0.503315
lognBWLARGEB1-shuffled,1,0.005818,0.966771
lut4_2_f2-shuffled,1,0.995516,0.472371
lut4_AND_f1-shuffled,1,0.997037,0.515495
lut4_XOR_fOR-shuffled,1,0.940476,0.481156
mutex-128-s,1,0.457886,0.555067
mutex-16-s,1,0.459809,0.554286
mutex-2-s,1,0.488189,0.542857
mutex-32-s,1,0.458686,0.554742
mutex-4-s,1,0.46832,0.550838
mutex-64-s,1,0.458149,0.55496
mutex-8-s,1,0.462275,0.553285
ncf_16_32_8_d.10,1,0.137012,0.62338
ncf_16_32_8_d.1,1,0.137012,0.622989
ncf_16_32_8_d.2,1,0.136729,0.623451
ncf_16_32_8_d.3,1,0.136448,0.624223
ncf_16_32_8_d.4,1,0.136448,0.623912
ncf_16_32_8_d.5,1,0.13758,0.622372
ncf_16_32_8_d.6,1,0.137867,0.62269
ncf_16_32_8_d.7,1,0.13758,0.62347
ncf_16_32_8_d.8,1,0.137867,0.623555
ncf_16_32_8_d.9,1,0.136448,0.623212
ncf_16_32_8_edau.10,1,0.137012,0.62338
ncf_16_32_8_edau.1,1,0.137012,0.622989
ncf_16_32_8_edau.2,1,0.136729,0.623451
ncf_16_32_8_edau.3,1,0.136448,0.624223
ncf_16_32_8_edau.4,1,0.136448,0.623912
ncf_16_32_8_edau.5,1,0.13758,0.622372
ncf_16_32_8_edau.6,1,0.137867,0.62269
ncf_16_32_8_edau.7,1,0.13758,0.62347
ncf_16_32_8_edau.8,1,0.137867,0.623555
ncf_16_32_8_edau.9,1,0.136448,0.623212
ncf_16_32_8_euad.10,1,0.137012,0.62338
ncf_16_32_8_euad.1,1,0.137012,0.622989
ncf_16_32_8_euad.2,1,0.136729,0.623451
ncf_16_32_8_euad.3,1,0.136448,0.624223
ncf_16_32_8_euad.4,1,0.136448,0.623912
ncf_16_32_8_euad.5,1,0.13758,0.622372
ncf_16_32_8_euad.6,1,0.137867,0.62269
ncf_16_32_8_euad.7,1,0.13758,0.62347
ncf_16_32_8_euad.8,1,0.137867,0.623555
ncf_16_32_8_euad.9,1,0.136448,0.623212
ncf_16_32_8_u.10,1,0.137012,0.62338
ncf_16_32_8_u.1,1,0.137012,0.622989
ncf_16_32_8_u.2,1,0.136729,0.623451
ncf_16_32_8_u.3,1,0.136448,0.624223
ncf_16_32_8_u.4,1,0.136448,0.623912
ncf_16_32_8_u.5,1,0.13758,0.622372
ncf_16_32_8_u.6,1,0.137867,0.62269
ncf_16_32_8_u.7,1,0.13758,0.62347
ncf_16_32_8_u.8,1,0.137867,0.623555
ncf_16_32_8_u.9,1,0.136448,0.623212
ncf_8_16_4_d.10,1,0.158159,0.615609
ncf_8_16_4_d.1,1,0.157369,0.615781
ncf_8_16_4_d.2,1,0.156587,0.617233
ncf_8_16_4_d.3,1,0.157369,0.615137
ncf_8_16_4_d.4,1,0.157369,0.615137
ncf_8_16_4_d.5,1,0.158159,0.61658
ncf_8_16_4_d.6,1,0.158159,0.615609
ncf_8_16_4_d.7,1,0.157369,0.613849
ncf_8_16_4_d.8,1,0.158159,0.615609
ncf_8_16_4_d.9,1,0.156587,0.615631
ncf_8_16_4_edau.10,1,0.158159,0.615609
ncf_8_16_4_edau.1,1,0.157369,0.615781
ncf_8_16_4_edau.2,1,0.156587,0.617233
ncf_8_16_4_edau.3,1,0.157369,0.615137
ncf_8_16_4_edau.4,1,0.157369,0.615137
ncf_8_16_4_edau.5,1,0.158159,0.61658
ncf_8_16_4_edau.6,1,0.158159,0.615609
ncf_8_16_4_edau.7,1,0.157369,0.613849
ncf_8_16_4_edau.8,1,0.158159,0.615609
ncf_8_16_4_edau.9,1,0.156587,0.615631
ncf_8_16_4_euad.10,1,0.158159,0.615609
ncf_8_16_4_euad.1,1,0.157369,0.615781
ncf_8_16_4_euad.2,1,0.156587,0.617233
ncf_8_16_4_euad.3,1,0.157369,0.615137
ncf_8_16_4_euad.4,1,0.157369,0.615137
ncf_8_16_4_euad.5,1,0.158159,0.61658
ncf_8_16_4_euad.6,1,0.158159,0.615609
ncf_8_16_4_euad.7,1,0.157369,0.613849
ncf_8_16_4_euad.8,1,0.158159,0.615609
ncf_8_16_4_euad.9,1,0.156587,0.615631
ncf_8_16_4_u.10,1,0.158159,0.615609
ncf_8_16_4_u.1,1,0.157369,0.615781
ncf_8_16_4_u.2,1,0.156587,0.617233
ncf_8_16_4_u.3,1,0.157369,0.615137
ncf_8_16_4_u.4,1,0.157369,0.615137
ncf_8_16_4_u.5,1,0.158159,0.61658
ncf_8_16_4_u.6,1,0.158159,0.615609
ncf_8_16_4_u.7,1,0.157369,0.613849
ncf_8_16_4_u.8,1,0.158159,0.615609
ncf_8_16_4_u.9,1,0.156587,0.615631
nusmv.dme1-16.B-d4-shuffled,1,0.333233,0.571355
nusmv.queue.B-d4-shuffled,1,0.333323,0.571421
nusmv.reactor^1.C-d4-shuffled,1,0.333321,0.57142
nusmv.reactor^2.C-d4-shuffled,1,0.333321,0.57142
nusmv.reactor^5.C-f4-shuffled,1,0.333321,0.57142
nusmv.syncarb10^2.B-f2,1,0.333211,0.571339
nusmv.syncarb10^2.B-f3,1,0.333248,0.571366
nusmv.syncarb10^2.B-f4,1,0.333268,0.571381
nusmv.syncarb5^2.B-f4-shuffled,1,0.333153,0.571296
nusmv.tcas^2.B-f2-shuffled,1,0.333321,0.57142
nusmv.tcas^4.B-f3-shuffled,1,0.333326,0.571423
nusmv.tcas-t^5.B-f2-shuffled,1,0.333322,0.57142
nusmv.tcas-t^6.B-f3-shuffled,1,0.333326,0.571423
par16-1-c-00-shuffled,1,0.194289,0.593912
par8-1-c-50-shuffled,1,0.208914,0.595265
par8-2-90-shuffled,1,0.184907,0.592299
par8-2-c-50-shuffled,1,0.210664,0.595474
par8-3-c-00-shuffled,1,0.194224,0.593722
par8-3-c-90-shuffled,1,0.226622,0.597218
par8-4-90-shuffled,1,0.184013,0.5922
par8-4-c-90-shuffled,1,0.225071,0.597015
par8-5-c-90-shuffled,1,0.227773,0.597341
Qq2k3k3v100v100m1000s10,1,1,0.497167
Qq2k3k3v100v100m1000s1,1,1,0.498833
Qq2k3k3v100v100m1000s2,1,1,0.5025
Qq2k3k3v100v100m1000s3,1,1,0.496667
Qq2k3k3v100v100m1000s4,1,1,0.505167
Qq2k3k3v100v100m1000s5,1,1,0.505333
Qq2k3k3v100v100m1000s6,1,1,0.492333
Qq2k3k3v100v100m1000s7,1,1,0.504667
Qq2k3k3v100v100m1000s8,1,1,0.492333
Qq2k3k3v100v100m1000s9,1,1,0.505
Qq2k3k3v100v100m1200s10,1,1,0.501667
Qq2k3k3v100v100m1200s1,1,1,0.496667
Qq2k3k3v100v100m1200s2,1,1,0.502917
Qq2k3k3v100v100m1200s3,1,1,0.496944
Qq2k3k3v100v100m1200s4,1,1,0.50625
Qq2k3k3v100v100m1200s5,1,1,0.505556
Qq2k3k3v100v100m1200s6,1,1,0.494167
Qq2k3k3v100v100m1200s7,1,1,0.499444
Qq2k3k3v100v100m1200s8,1,1,0.486528
Qq2k3k3v100v100m1200s9,1,1,0.503889
Qq2k3k3v100v100m1400s10,1,1,0.500476
Qq2k3k3v100v100m1400s1,1,1,0.501667
Qq2k3k3v100v100m1400s2,1,1,0.504286
Qq2k3k3v100v100m1400s3,1,1,0.497857
Qq2k3k3v100v100m1400s4,1,1,0.506667
Qq2k3k3v100v100m1400s5,1,1,0.500238
Qq2k3k3v100v100m1400s6,1,1,0.496071
Qq2k3k3v100v100m1400s7,1,1,0.497024
Qq2k3k3v100v100m1400s8,1,1,0.492381
Qq2k3k3v100v100m1400s9,1,1,0.503929
Qq2k3k3v100v100m1600s10,1,1,0.5
Qq2k3k3v100v100m1600s1,1,1,0.500625
Qq2k3k3v100v100m1600s2,1,1,0.50625
Qq2k3k3v100v100m1600s3,1,1,0.497604
Qq2k3k3v100v100m1600s4,1,1,0.504792
Qq2k3k3v100v100m1600s5,1,1,0.498438
Qq2k3k3v100v100m1600s6,1,1,0.494583
Qq2k3k3v100v100m1600s7,1,1,0.495833
Qq2k3k3v100v100m1600s8,1,1,0.490417
Qq2k3k3v100v100m1600s9,1,1,0.502604
Qq2k3k3v100v100m1800s10,1,1,0.501389
Qq2k3k3v100v100m1800s1,1,1,0.4975
Qq2k3k3v100v100m1800s2,1,1,0.505
Qq2k3k3v100v100m1800s3,1,1,0.498333
Qq2k3k3v100v100m1800s4,1,1,0.502778
Qq2k3k3v100v100m1800s5,1,1,0.503056
Qq2k3k3v100v100m1800s6,1,1,0.493981
Qq2k3k3v100v100m1800s7,1,1,0.495
Qq2k3k3v100v100m1800s8,1,1,0.491574
Qq2k3k3v100v100m1800s9,1,1,0.504074
Qq2k3k3v100v100m2000s10,1,1,0.502333
Qq2k3k3v100v100m2000s1,1,1,0.49825
Qq2k3k3v100v100m2000s2,1,1,0.504667
Qq2k3k3v100v100m2000s3,1,1,0.500417
Qq2k3k3v100v100m2000s4,1,1,0.504333
Qq2k3k3v100v100m2000s5,1,1,0.501083
Qq2k3k3v100v100m2000s6,1,1,0.492583
Qq2k3k3v100v100m2000s7,1,1,0.496583
Qq2k3k3v100v100m2000s8,1,1,0.492083
Qq2k3k3v100v100m2000s9,1,1,0.50175
Qq2k3k3v100v100m400s10,1,1,0.502083
Qq2k3k3v100v100m400s1,1,1,0.4925
Qq2k3k3v100v100m400s2,1,1,0.495833
Qq2k3k3v100v100m400s3,1,1,0.492917
Qq2k3k3v100v100m400s4,1,1,0.514583
Qq2k3k3v100v100m400s5,1,1,0.507917
Qq2k3k3v100v100m400s6,1,1,0.490833
Qq2k3k3v100v100m400s7,1,1,0.500833
Qq2k3k3v100v100m400s8,1,1,0.504167
Qq2k3k3v100v100m400s9,1,1,0.503333
Qq2k3k3v100v100m600s10,1,1,0.499444
Qq2k3k3v100v100m600s1,1,1,0.501111
Qq2k3k3v100v100m600s2,1,1,0.509167
Qq2k3k3v100v100m600s3,1,1,0.496389
Qq2k3k3v100v100m600s4,1,1,0.506389
Qq2k3k3v100v100m600s5,1,1,0.501111
Qq2k3k3v100v100m600s6,1,1,0.4925
Qq2k3k3v100v100m600s7,1,1,0.501944
Qq2k3k3v100v100m600s8,1,1,0.494722
Qq2k3k3v100v100m600s9,1,1,0.500278
Qq2k3k3v100v100m800s10,1,1,0.497708
Qq2k3k3v100v100m800s1,1,1,0.500625
Qq2k3k3v100v100m800s2,1,1,0.509583
Qq2k3k3v100v100m800s3,1,1,0.491042
Qq2k3k3v100v100m800s4,1,1,0.503125
Qq2k3k3v100v100m800s5,1,1,0.503958
Qq2k3k3v100v100m800s6,1,1,0.492708
Qq2k3k3v100v100m800s7,1,1,0.504583
Qq2k3k3v100v100m800s8,1,1,0.495625
Qq2k3k3v100v100m800s9,1,1,0.504583
Qq2k3k3v20v20m120s10,1,1,0.526389
Qq2k3k3v20v20m120s1,1,1,0.477778
Qq2k3k3v20v20m120s2,1,1,0.502778
Qq2k3k3v20v20m120s3,1,1,0.490278
Qq2k3k3v20v20m120s4,1,1,0.529167
Qq2k3k3v20v20m120s5,1,1,0.522222
Qq2k3k3v20v20m120s6,1,1,0.511111
Qq2k3k3v20v20m120s7,1,1,0.505556
Qq2k3k3v20v20m120s8,1,1,0.498611
Qq2k3k3v20v20m120s9,1,1,0.505556
Qq2k3k3v20v20m160s10,1,1,0.519792
Qq2k3k3v20v20m160s1,1,1,0.471875
Qq2k3k3v20v20m160s2,1,1,0.505208
Qq2k3k3v20v20m160s3,1,1,0.498958
Qq2k3k3v20v20m160s4,1,1,0.523958
Qq2k3k3v20v20m160s5,1,1,0.522917
Qq2k3k3v20v20m160s6,1,1,0.514583
Qq2k3k3v20v20m160s7,1,1,0.496875
Qq2k3k3v20v20m160s8,1,1,0.509375
Qq2k3k3v20v20m160s9,1,1,0.505208
Qq2k3k3v20v20m200s10,1,1,0.515833
Qq2k3k3v20v20m200s1,1,1,0.485
Qq2k3k3v20v20m200s2,1,1,0.506667
Qq2k3k3v20v20m200s3,1,1,0.5025
Qq2k3k3v20v20m200s4,1,1,0.5125
Qq2k3k3v20v20m200s5,1,1,0.513333
Qq2k3k3v20v20m200s6,1,1,0.511667
Qq2k3k3v20v20m200s7,1,1,0.4975
Qq2k3k3v20v20m200s8,1,1,0.510833
Qq2k3k3v20v20m200s9,1,1,0.504167
Qq2k3k3v20v20m240s10,1,1,0.513889
Qq2k3k3v20v20m240s1,1,1,0.482639
Qq2k3k3v20v20m240s2,1,1,0.501389
Qq2k3k3v20v20m240s3,1,1,0.495139
Qq2k3k3v20v20m240s4,1,1,0.514583
Qq2k3k3v20v20m240s5,1,1,0.511806
Qq2k3k3v20v20m240s6,1,1,0.503472
Qq2k3k3v20v20m240s7,1,1,0.488889
Qq2k3k3v20v20m240s8,1,1,0.511806
Qq2k3k3v20v20m240s9,1,1,0.503472
Qq2k3k3v20v20m280s10,1,1,0.51369
Qq2k3k3v20v20m280s1,1,1,0.485714
Qq2k3k3v20v20m280s2,1,1,0.493452
Qq2k3k3v20v20m280s3,1,1,0.496429
Qq2k3k3v20v20m280s4,1,1,0.504762
Qq2k3k3v20v20m280s5,1,1,0.509524
Qq2k3k3v20v20m280s6,1,1,0.494643
Qq2k3k3v20v20m280s7,1,1,0.494048
Qq2k3k3v20v20m280s8,1,1,0.501786
Qq2k3k3v20v20m280s9,1,1,0.502381
Qq2k3k3v20v20m320s10,1,1,0.504167
Qq2k3k3v20v20m320s1,1,1,0.491146
Qq2k3k3v20v20m320s2,1,1,0.495833
Qq2k3k3v20v20m320s3,1,1,0.491146
Qq2k3k3v20v20m320s4,1,1,0.513542
Qq2k3k3v20v20m320s5,1,1,0.508333
Qq2k3k3v20v20m320s6,1,1,0.497396
Qq2k3k3v20v20m320s7,1,1,0.491146
Qq2k3k3v20v20m320s8,1,1,0.498438
Qq2k3k3v20v20m320s9,1,1,0.504167
Qq2k3k3v20v20m360s10,1,1,0.501389
Qq2k3k3v20v20m360s1,1,1,0.496759
Qq2k3k3v20v20m360s2,1,1,0.494444
Qq2k3k3v20v20m360s3,1,1,0.493519
Qq2k3k3v20v20m360s4,1,1,0.515278
Qq2k3k3v20v20m360s5,1,1,0.505556
Qq2k3k3v20v20m360s6,1,1,0.492593
Qq2k3k3v20v20m360s7,1,1,0.496296
Qq2k3k3v20v20m360s8,1,1,0.499537
Qq2k3k3v20v20m360s9,1,1,0.503704
Qq2k3k3v20v20m400s10,1,1,0.502083
Qq2k3k3v20v20m400s1,1,1,0.4925
Qq2k3k3v20v20m400s2,1,1,0.495833
Qq2k3k3v20v20m400s3,1,1,0.492917
Qq2k3k3v20v20m400s4,1,1,0.514583
Qq2k3k3v20v20m400s5,1,1,0.507917
Qq2k3k3v20v20m400s6,1,1,0.490833
Qq2k3k3v20v20m400s7,1,1,0.500833
Qq2k3k3v20v20m400s8,1,1,0.504167
Qq2k3k3v20v20m400s9,1,1,0.503333
Qq2k3k3v20v20m80s10,1,1,0.54375
Qq2k3k3v20v20m80s1,1,1,0.485417
Qq2k3k3v20v20m80s2,1,1,0.5
Qq2k3k3v20v20m80s3,1,1,0.502083
Qq2k3k3v20v20m80s4,1,1,0.5375
Qq2k3k3v20v20m80s5,1,1,0.520833
Qq2k3k3v20v20m80s6,1,1,0.525
Qq2k3k3v20v20m80s7,1,1,0.497917
Qq2k3k3v20v20m80s8,1,1,0.485417
Qq2k3k3v20v20m80s9,1,1,0.491667
Qq2k3k3v50v50m1000s10,1,1,0.497167
Qq2k3k3v50v50m1000s1,1,1,0.498833
Qq2k3k3v50v50m1000s2,1,1,0.5025
Qq2k3k3v50v50m1000s3,1,1,0.496667
Qq2k3k3v50v50m1000s4,1,1,0.505167
Qq2k3k3v50v50m1000s5,1,1,0.505333
Qq2k3k3v50v50m1000s6,1,1,0.492333
Qq2k3k3v50v50m1000s7,1,1,0.504667
Qq2k3k3v50v50m1000s8,1,1,0.492333
Qq2k3k3v50v50m1000s9,1,1,0.505
Qq2k3k3v50v50m200s10,1,1,0.515833
Qq2k3k3v50v50m200s1,1,1,0.485
Qq2k3k3v50v50m200s2,1,1,0.506667
Qq2k3k3v50v50m200s3,1,1,0.5025
Qq2k3k3v50v50m200s4,1,1,0.5125
Qq2k3k3v50v50m200s5,1,1,0.513333
Qq2k3k3v50v50m200s6,1,1,0.511667
Qq2k3k3v50v50m200s7,1,1,0.4975
Qq2k3k3v50v50m200s8,1,1,0.510833
Qq2k3k3v50v50m200s9,1,1,0.504167
Qq2k3k3v50v50m300s10,1,1,0.508889
Qq2k3k3v50v50m300s1,1,1,0.488889
Qq2k3k3v50v50m300s2,1,1,0.495
Qq2k3k3v50v50m300s3,1,1,0.496111
Qq2k3k3v50v50m300s4,1,1,0.507778
Qq2k3k3v50v50m300s5,1,1,0.507222
Qq2k3k3v50v50m300s6,1,1,0.497778
Qq2k3k3v50v50m300s7,1,1,0.492222
Qq2k3k3v50v50m300s8,1,1,0.501111
Qq2k3k3v50v50m300s9,1,1,0.5
Qq2k3k3v50v50m400s10,1,1,0.502083
Qq2k3k3v50v50m400s1,1,1,0.4925
Qq2k3k3v50v50m400s2,1,1,0.495833
Qq2k3k3v50v50m400s3,1,1,0.492917
Qq2k3k3v50v50m400s4,1,1,0.514583
Qq2k3k3v50v50m400s5,1,1,0.507917
Qq2k3k3v50v50m400s6,1,1,0.490833
Qq2k3k3v50v50m400s7,1,1,0.500833
Qq2k3k3v50v50m400s8,1,1,0.504167
Qq2k3k3v50v50m400s9,1,1,0.503333
Qq2k3k3v50v50m500s10,1,1,0.501333
Qq2k3k3v50v50m500s1,1,1,0.498667
Qq2k3k3v50v50m500s2,1,1,0.503333
Qq2k3k3v50v50m500s3,1,1,0.495
Qq2k3k3v50v50m500s4,1,1,0.509
Qq2k3k3v50v50m500s5,1,1,0.507667
Qq2k3k3v50v50m500s6,1,1,0.492667
Qq2k3k3v50v50m500s7,1,1,0.5
Qq2k3k3v50v50m500s8,1,1,0.501
Qq2k3k3v50v50m500s9,1,1,0.504333
Qq2k3k3v50v50m600s10,1,1,0.499444
Qq2k3k3v50v50m600s1,1,1,0.501111
Qq2k3k3v50v50m600s2,1,1,0.509167
Qq2k3k3v50v50m600s3,1,1,0.496389
Qq2k3k3v50v50m600s4,1,1,0.506389
Qq2k3k3v50v50m600s5,1,1,0.501111
Qq2k3k3v50v50m600s6,1,1,0.4925
Qq2k3k3v50v50m600s7,1,1,0.501944
Qq2k3k3v50v50m600s8,1,1,0.494722
Qq2k3k3v50v50m600s9,1,1,0.500278
Qq2k3k3v50v50m700s10,1,1,0.500476
Qq2k3k3v50v50m700s1,1,1,0.497619
Qq2k3k3v50v50m700s2,1,1,0.511429
Qq2k3k3v50v50m700s3,1,1,0.493571
Qq2k3k3v50v50m700s4,1,1,0.506667
Qq2k3k3v50v50m700s5,1,1,0.500952
Qq2k3k3v50v50m700s6,1,1,0.495238
Qq2k3k3v50v50m700s7,1,1,0.50381
Qq2k3k3v50v50m700s8,1,1,0.494524
Qq2k3k3v50v50m700s9,1,1,0.502381
Qq2k3k3v50v50m800s10,1,1,0.497708
Qq2k3k3v50v50m800s1,1,1,0.500625
Qq2k3k3v50v50m800s2,1,1,0.509583
Qq2k3k3v50v50m800s3,1,1,0.491042
Qq2k3k3v50v50m800s4,1,1,0.503125
Qq2k3k3v50v50m800s5,1,1,0.503958
Qq2k3k3v50v50m800s6,1,1,0.492708
Qq2k3k3v50v50m800s7,1,1,0.504583
Qq2k3k3v50v50m800s8,1,1,0.495625
Qq2k3k3v50v50m800s9,1,1,0.504583
Qq2k3k3v50v50m900s10,1,1,0.496481
Qq2k3k3v50v50m900s1,1,1,0.498889
Qq2k3k3v50v50m900s2,1,1,0.507037
Qq2k3k3v50v50m900s3,1,1,0.494815
Qq2k3k3v50v50m900s4,1,1,0.500556
Qq2k3k3v50v50m900s5,1,1,0.505556
Qq2k3k3v50v50m900s6,1,1,0.491481
Qq2k3k3v50v50m900s7,1,1,0.503333
Qq2k3k3v50v50m900s8,1,1,0.49463
Qq2k3k3v50v50m900s9,1,1,0.504074
qshifter_3,1,1,0.5
qshifter_4,1,1,0.5
qshifter_5,1,1,0.5
qshifter_6,1,1,0.5
qshifter_7,1,1,0.5
qshifter_8,1,1,0.5
rankfunc10_unsigned_64,1,0.534431,0.533576
rankfunc11_signed_32,1,0.586207,0.525058
