@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.1266,10.5036,0.011,0.011,8,10.4695,0.1167,0.6907,8,10,0.011,60,1.8664,7.8269,4471,22.571,22.8019,10,23.0478,7.4108,22.7194,4513.8,0.2232,2,4544,?,?,22.7185,4466,0.0071,23.0478,4466,2.097,?,4484,?,22.4522,4604,0.7658,0.1084,0.0001,0.0094,0.0001,0,2.0594,0.0001,4604,0.0001,0,0.1109,0.0001,?,0.2195,2,0.0337,0
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,166834,168000,38972,0.0001,0.0001,0.0001,8467,8542,0.0003,8467,0.0005,0,8467,8533,0.0001,0.2273,8500,8467,0.0002,40000,0.5372,1450,2,75.25,122,8532,380,1521.5,94,3.7416,0.0034,5.9459,5,0.0001,0,102.9991,1,0,159.3333,1,0.8844,0.102,3,0.0003,58.3333,7,0.2572,0,0.0931,0.0001,0.0796,0.0476,3.3654,0.9496,14,0.1769,0.0284,0.0652,0.1254,0.4,0,5,0.2284,0.2931
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,1690,1704,383,0.008,0.008,0.0078,94,93,0.0166,84.9884,0.0325,0.0059,76,84.491,0.0104,0.3399,76,85,0.0158,400,0.3849,13.6041,3863,24.3142,26.8713,84,27.0924,11.2115,24.8235,3945.5714,0.0803,4,4086,0.0122,0.0047,24.9519,3851,0.0039,27.0924,3851,0.974,0.1059,3880,0.0296,22.107,4145,0.6299,0.003,0.0885,0.0101,0.0754,0.0463,3.3287,0.3378,4145,0.165,0.0273,0.039,0.1138,0.2436,0.0802,4,0.2288,0.2911
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,1487,1491,347,0.0087,0.0087,0.0086,85,85,0.0168,76.9038,0.0323,0.0081,69,76.9135,0.0115,0.3392,68,77,0.0169,350,0.4089,13.907,3912,21.7804,22.8178,77,25.1957,11.5727,22.2083,3960.8571,0.0854,4,3974,0.0129,0.0054,22.4803,3879,0.0044,25.1957,3879,0.9875,0.1119,3947,0.0256,20.8267,4114,0.5996,0.004,0.0887,0.0094,0.0789,0.0432,3.2529,0.3164,4114,0.1667,0.0286,0.0402,0.1223,0.3056,0.0846,4,0.2339,0.2673
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,307,307,0.0044,286.345,0.0151,0.0085,269,287.566,0.0033,0.4669,266,288,0.0117,1500,0.2922,86.11,21,59.1905,72.1739,288,93.8824,64.7059,65.7872,25.2957,0.0518,3,29,?,?,65.672,15,0.0006,75.3929,18,1.0068,?,24,?,55.0645,33,0.5684,0.0024,0.0027,0.0011,0.0023,0.0014,3.0003,0.0123,47,0.0051,0.001,0.0269,0.0035,?,0.0863,3,0.0793,0.0898
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,2960,2982,678,0.0045,0.0045,0.0044,161,161,0.0108,149.234,0.023,0.0034,138,148.786,0.0074,0.3029,137,149,0.009,700,0.2854,25.8958,3615,33.4143,38.3474,149,38.5529,20.352,34.3028,3689.4286,0.068,4,3748,0.0068,0.0014,35.3137,3580,0.0023,38.5529,3580,0.9096,0.1045,3683,0.0169,33.4007,3829,0.5179,0.0017,0.0895,0.0057,0.0773,0.0453,3.3883,0.345,3829,0.1716,0.026,0.0312,0.1189,0.4,0.0642,4,0.2327,0.2959
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,2114,2130,483,0.0063,0.0063,0.0062,117,116,0.0137,107.254,0.0265,0.0047,97,106.912,0.0104,0.3219,97,107,0.0126,500,0.3446,17.1815,3818,27.374,32.0406,107,32.6704,14.0873,27.4935,3887.5714,0.0735,4,3987,0.0097,0.0033,28.7976,3755,0.003,32.6704,3755,0.942,0.1047,3887,0.0203,25.7134,4005,0.5975,0.0024,0.0889,0.0085,0.0756,0.0426,3.323,0.5382,4005,0.1669,0.0273,0.0397,0.1222,0.2727,0.0703,4,0.2214,0.2957
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,48,0.0311,41.6383,0.0117,0.0117,35,41.2701,0.028,0.6208,34,41,0.0117,250,1.1964,21.7877,192,48.3456,49.7566,41,58.624,22.3092,49.2798,246.7857,0.1424,2,270,?,?,49.3686,159,0.0017,51.9,181,1.5489,?,211,?,47.1389,343,0.7281,0.0248,0.0001,0.0026,0.0001,0.0001,2.1729,0.0003,782,0.0002,0.0001,0.065,0.0001,?,0.1244,2,0.0352,0
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0844,15.377,0.0111,0.0111,12,15.3204,0.0778,0.6634,12,15,0.0111,90,1.694,10.596,4327,31.1107,32.0388,15,32.0388,10.4899,31.5792,4370,0.1923,2,4454,?,?,31.3407,4307,0.0047,32.0388,4307,1.9428,?,4392,?,30.6339,4454,0.7738,0.0705,0.0001,0.0062,0.0001,0,2.1162,0.0002,4454,0.0001,0,0.1201,0.0001,?,0.1883,2,0.0325,0
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.084,15.3595,0.0111,0.0111,12,15.3338,0.0778,0.6645,12,15,0.0111,90,1.6918,10.5939,4328,31.017,31.4092,15,31.4092,10.5721,31.3231,4391.75,0.1883,2,4541,?,?,30.9765,4292,0.0052,31.4092,4292,1.9076,?,4406,?,30.1569,4541,0.7464,0.0694,0.0001,0.0074,0.0001,0,2.1064,0.0002,4541,0.0001,0,0.0895,0.0001,?,0.1898,2,0.0337,0
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,2328,2343,536,0.0057,0.0057,0.0056,128,129,0.0142,118.087,0.0288,0.0043,108,118.447,0.0093,0.3191,108,118,0.0113,550,0.3219,16.7774,3734,27.6306,32.4933,118,34.0454,13.8397,29.2033,3807.2857,0.0664,4,3917,0.0086,0.0021,29.9457,3701,0.0027,34.0454,3701,0.9109,0.1074,3787,0.021,26.886,3945,0.5495,0.0021,0.0944,0.0082,0.0795,0.0485,3.341,0.3776,3945,0.1806,0.0278,0.0322,0.1231,0.3333,0.066,4,0.24,0.2951
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0615,20.0553,0.0465,0.0437,16,20.0902,0.05,0.5661,16,20,0.0459,100,1.1902,9.0652,4282,22.9014,24.122,20,24.2407,8.1858,23.2037,4311,0.1665,2.697,4346,0.1201,0.0995,23.3902,4262,0.0091,24.2407,4262,1.598,0.1162,4316,0.1432,22.8858,4354,0.7199,0.0418,0.0017,0.0141,0.0015,0.0009,2.7928,0.005,4354,0.0032,0.0006,0.0797,0.0025,0.1383,0.1685,2,0.0722,0.0128
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0492,24.9746,0.0466,0.0417,20,24.9543,0.04,0.5548,20,25,0.045,125,1.0802,10.3031,4169,27.0441,28.252,25,29.5831,9.1173,27.627,4223.1429,0.159,2.9758,4315,0.0966,0.077,27.7354,4164,0.0078,29.5831,4164,1.5435,0.0942,4195,0.1153,26.562,4326,0.7042,0.0297,0.0018,0.0128,0.0015,0.001,2.9607,0.0082,4326,0.0031,0.0007,0.0728,0.0023,0.1144,0.1549,2,0.0861,0.0188
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.1006,13.6199,0.0111,0.0111,10,13.6103,0.0875,0.6704,10,13,0.0111,80,1.7346,9.8712,4360,28.5287,28.7514,14,28.8933,9.6618,28.6082,4397.4,0.1988,2,4390,?,?,28.6242,4316,0.0058,28.8933,4316,1.9549,?,4366,?,28.3392,4555,0.7546,0.0803,0.0001,0.0074,0.0001,0,1.9184,0.0001,4555,0.0001,0,0.099,0.0001,?,0.1969,2,0.0278,0
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,14,0.1281,10.5359,0.011,0.011,8,10.5415,0.1167,0.6928,8,10,0.011,60,1.8555,7.6448,4461,22.6499,22.9035,10,23.1289,7.242,22.7725,4508,0.2161,2,4535,?,?,22.7836,4421,0.0078,23.1289,4421,2.1298,?,4529,?,22.4635,4594,0.7674,0.1079,0.0001,0.0109,0.0001,0.0001,2.0014,0.0001,4594,0.0001,0,0.1076,0.0001,?,0.2193,2,0.0341,0
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0429,29.6559,0.0463,0.0407,24,29.7213,0.0333,0.5409,24,30,0.0438,150,0.9982,12.542,4103,30.5654,32.0484,30,33.2484,11.4302,31.3919,4175.5714,0.1428,3,4280,0.0811,0.0645,31.42,4098,0.0062,33.2484,4098,1.4853,0.0805,4122,0.1014,29.7025,4335,0.6899,0.0254,0.0018,0.01,0.0016,0.001,2.8975,0.0068,4335,0.0032,0.0007,0.0662,0.0022,0.1009,0.1418,3,0.0802,0.0253
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,83408,84000,19487,0.0002,0.0002,0.0002,4244,4320,0.0004,3384.6,0.0008,0,0,4279.5,0.0003,0.2314,4188,4205,0.0003,20000,0.2566,1993.2,6,57.8889,77,4288.5,107,508,67.3333,8.6495,0.0126,5.3551,10,0.0002,0.0001,68.3166,3,0.0001,85.4,5,1.1819,0.1023,8,0.0006,51.25,14,0.2676,0,0.0932,0.0002,0.0799,0.0482,3.3725,0.869,23,0.1762,0.0283,0.0432,0.1253,0.3333,0.5591,5,0.2292,0.2912
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,41704,42000,9738,0.0003,0.0003,0.0003,2153,2170,0.0008,2120.29,0.0018,0,2086,2027.3,0.0005,0.2385,2076,2119,0.0006,10000,0.1698,247.647,14,48.3,61,2129,86.4,211.05,52.8276,18.9138,0.2358,5.1082,22,0.0005,0.0001,54.5401,9,0.0002,66.6667,11,0.546,0.1023,18,0.0012,42.6667,29,0.2896,0,0.0937,0.0005,0.0805,0.0482,3.3756,0.8861,42,0.1774,0.028,0.1593,0.1269,0.4,0.0147,5,0.2289,0.2945
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,2544,2556,587,0.0052,0.0052,0.0051,141,141,0.0126,129.78,0.0236,0.0039,119,129.967,0.0068,0.3104,119,130,0.0103,600,0.2993,19.4681,3755,31.0642,32.326,130,34.9217,15.5496,32.1982,3819.2857,0.0657,4,3911,0.0079,0.0028,32.055,3630,0.0025,34.9217,3630,0.8761,0.1049,3802,0.0181,30.0062,4008,0.5347,0.002,0.086,0.0059,0.077,0.0421,3.316,0.299,4008,0.1657,0.0263,0.0322,0.1169,0.2527,0.0685,4,0.2187,0.2809
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0404,29.7138,0.046,0.0401,24,29.7261,0.0333,0.5399,24,30,0.0438,150,0.9956,12.68,4094,30.5198,32.8145,30,34.347,11.5634,31.4145,4174.5714,0.1431,3,4243,0.0811,0.0629,31.7705,4089,0.006,34.347,4089,1.4739,0.0811,4136,0.1011,30.1514,4389,0.6833,0.0254,0.0018,0.011,0.0014,0.0009,2.8468,0.007,4389,0.0037,0.0005,0.0682,0.0023,0.1043,0.1427,3,0.0752,0.0265
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1264,10.4415,0.011,0.011,8,10.4431,0.1167,0.6896,8,10,0.011,60,1.8731,7.9314,4478,22.8044,23.0027,10,23.4932,7.4636,22.8186,4506.2,0.2183,2,4499,?,?,22.9208,4464,0.0073,23.4932,4464,2.1079,?,4487,?,22.4852,4603,0.7692,0.1069,0.0001,0.0109,0.0001,0,1.9977,0.0001,4603,0.0001,0,0.1101,0.0001,?,0.2165,2,0.0306,0
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,208528,210000,48710,0.0001,0.0001,0.0001,10567,10658,0.0002,10567,0.0004,0,10567,10650.3,0.0001,0.2276,10614,10567,0.0001,50000,0.4779,2075,1,72.8,118,10658,255,1790.33,93.3333,2.7033,0.0031,6,4,0.0001,0,99.8759,1,0,156,1,1.0447,0.102,2,0.0003,59.6,5,0.2521,0,0.0927,0.0001,0.0798,0.0477,3.3734,0.7992,8,0.1751,0.0282,0.0349,0.1247,0.3333,0,6,0.2287,0.2932
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.13,10.5195,0.011,0.011,8,10.4559,0.1167,0.689,8,10,0.011,60,1.8712,7.8043,4485,22.7422,22.9084,10,23.274,7.3822,22.8706,4521.4,0.2157,2,4521,?,?,22.8636,4472,0.0079,23.274,4472,2.1288,?,4520,?,22.5229,4609,0.7615,0.1056,0.0001,0.011,0.0001,0,1.9589,0.0002,4609,0.0001,0,0.1089,0.0001,?,0.2205,2,0.0288,0
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,17000,17000,200,0.035,0.035,0.035,39,39,0.0386,33.3103,0.0117,0.0117,28,33.3663,0.035,0.6273,28,33,0.0117,200,1.2754,17.9329,3719,56.7825,57.9055,33,57.9055,18.0451,56.7964,3774,0.1371,2,3883,?,?,56.914,3640,0.0023,57.9055,3640,1.598,?,3854,?,56.1715,3883,0.7141,0.0317,0.0001,0.0031,0.0001,0.0001,2.1732,0.0002,3883,0.0002,0.0001,0.059,0.0001,?,0.1367,2,0.0346,0
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,41730,42000,9756,0.0003,0.0003,0.0003,2151,2158,0.0009,2130.38,0.0019,0.0001,2106,2032.14,0.0005,0.2394,2097,2125.5,0.0006,10000,0.151,278.188,14,46.3636,57.6842,2133,80.6875,200.476,52.2308,18.2087,0.2295,5.0107,22,0.0005,0.0001,52.396,9,0.0002,64.4,12,0.5522,0.1026,18,0.0011,40.9,25,0.3062,0.0001,0.0918,0.0005,0.0786,0.0469,3.3694,0.5127,35,0.174,0.0275,0.106,0.1226,0.3333,0.009,5,0.2281,0.2908
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0808,15.2119,0.0463,0.0457,12,15.1962,0.0667,0.5874,12,15,0.0463,75,1.3301,7.4321,4365,18.5726,19.4458,15,19.8551,6.4296,18.7938,4393.8571,0.1876,2.1081,4432,0.1573,0.1302,18.9715,4305,0.0126,19.8551,4305,1.7423,0.151,4408,0.1879,18.3645,4457,0.7186,0.0513,0.0018,0.0188,0.0015,0.001,2.7783,0.0061,4457,0.003,0.0007,0.0912,0.0023,0.1763,0.1885,2,0.0827,0.0042
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,20901,21000,4894,0.0006,0.0006,0.0006,1094,1095,0.0016,1053.7,0.0033,0.0004,1038,1067.24,0.001,0.2499,1040,1067.5,0.0013,5000,0.1038,153.359,37,39.7,44.4528,1064,55,89.5857,42.2353,47.3097,0.021,5,52,0.0009,0.0002,42.2061,23,0.0003,47.1081,33,0.6369,0.1029,42,0.0022,36.9412,67,0.3525,0.0002,0.0919,0.0009,0.0798,0.0476,3.3393,0.5276,123,0.1716,0.0278,0.0123,0.1234,0.3333,0.1286,5,0.2263,0.2933
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0416,29.8413,0.046,0.0401,24,29.8267,0.0333,0.5418,24,30,0.0438,150,1.0015,12.0462,4077,30.8556,33.2699,30,33.8752,10.9476,31.2691,4157,0.1441,3,4331,0.081,0.0645,31.764,4047,0.006,33.8752,4047,1.4705,0.0808,4087,0.0973,30.2136,4352,0.6843,0.0216,0.0019,0.0091,0.0015,0.001,2.9279,0.0158,4352,0.0035,0.0007,0.0683,0.0022,0.1025,0.1444,3,0.0837,0.0269
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,2116,2130,486,0.0063,0.0063,0.0062,117,117,0.0128,106.978,0.0241,0.0047,97,106.866,0.0103,0.3202,97,107,0.0123,500,0.3372,19.114,3832,26.9931,29.5889,107,30.4406,15.3626,27.3732,3889.5714,0.0753,4,3956,0.0094,0.0038,27.6969,3776,0.003,30.4406,3776,0.9355,0.1069,3869,0.0208,24.8242,4045,0.5317,0.0024,0.0861,0.0085,0.0727,0.0432,3.3442,0.3513,4045,0.1702,0.0267,0.0372,0.1131,0.2889,0.0714,4,0.2302,0.2771
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,2543,2556,585,0.0052,0.0052,0.0051,139,140,0.0102,128.939,0.0204,0.0039,118,129.169,0.0085,0.3117,118,129,0.0103,600,0.3097,20.9065,3743,30.4691,33.6197,129,34.6451,16.9373,31.2469,3789.5714,0.0699,4,3902,0.0079,0.0031,31.8895,3654,0.0026,34.6451,3654,0.894,0.1053,3756,0.0149,30.095,3949,0.5263,0.002,0.0873,0.0071,0.0747,0.0433,3.2902,0.2937,3949,0.1704,0.0261,0.0404,0.1188,0.2222,0.0675,4,0.227,0.2858
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1566,8.9034,0.011,0.011,6,8.9099,0.14,0.7041,6,9,0.011,50,1.9535,6.8169,4526,19.5996,19.8076,9,20.0175,6.3101,19.7841,4563.4,0.2336,2,4599,?,?,19.7501,4520,0.0081,20.0175,4520,2.2121,?,4553,?,19.5414,4619,0.7731,0.127,0.0001,0.0112,0.0001,0,1.9634,0.0001,4619,0.0001,0,0.1183,0.0001,?,0.2342,2,0.0293,0
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,404,402,0.0035,381.076,0.0124,0.0057,360,376.122,0.0025,0.4614,357,386,0.0091,2000,0.2591,113.588,15,64.4737,80.1875,380.5,108.3684,84.4878,72.1333,17.5082,0.1213,3,20,?,?,73.0454,10,0.0005,88.5,13,0.9834,?,17,?,58.5556,22,0.5502,0.0015,0.0027,0.0009,0.0022,0.0014,3.0024,0.0231,39,0.0051,0.001,0.0624,0.0035,?,0.1015,3,0.0795,0.0935
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,146006,147000,34086,0.0001,0.0001,0.0001,7403,7417,0.0003,7459.5,0.0006,0,7403,5927.2,0.0002,0.2194,0,7459.5,0.0002,35000,1.0478,1750.5,3,64.5,112,7399,254,3701.6,86.5,4.1875,0.559,5.9318,6,0.0001,0,93.5268,1,0,147.5,2,1.023,0.1018,4,0.0004,53.1667,7,0.2395,0,0.092,0.0002,0.0791,0.0469,3.3649,0.7587,9,0.1748,0.0279,1.3447,0.124,0.3333,0.0107,5,0.2268,0.2945
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,1274,1278,296,0.0102,0.0102,0.0101,73,73,0.0235,65.5566,0.0455,0.0078,58,65.7347,0.0135,0.3417,58,66,0.0197,300,0.4368,11.9588,3968,19.2026,21.4165,66,21.7638,9.8276,19.4035,4029.8571,0.0897,4,4097,0.0156,0.0063,19.825,3955,0.0051,21.7638,3955,0.9974,0.112,3999,0.0314,17.8897,4153,0.6444,0.0039,0.086,0.0133,0.0723,0.0429,3.2448,0.334,4153,0.1619,0.0251,0.0436,0.1187,0.2286,0.0903,4,0.2161,0.2919
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0883,15.2048,0.0463,0.0445,12,15.2299,0.0667,0.5878,12,15,0.0461,75,1.3387,7.375,4357,18.6155,19.4331,15,19.6619,6.3944,19.0843,4400,0.1875,2.2973,4423,0.1578,0.1321,19.0053,4349,0.0128,19.6619,4349,1.737,0.151,4417,0.1847,18.4107,4451,0.7357,0.0526,0.0017,0.02,0.0016,0.0009,2.7696,0.0053,4451,0.0027,0.0007,0.0916,0.0022,0.1749,0.188,2,0.0744,0.0091
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,2548,2556,590,0.0051,0.0051,0.0051,141,142,0.0118,130.639,0.0228,0.0035,120,130.724,0.0085,0.3053,120,131,0.0101,600,0.3052,21.4197,3732,31.0944,32.5482,131,36.5753,17.2639,31.5922,3818,0.0655,4.0034,3845,0.0078,0.0031,32.3324,3730,0.0025,36.5753,3730,0.8972,0.1066,3796,0.0169,30.706,3998,0.5207,0.002,0.0872,0.0071,0.076,0.0452,3.2966,0.3408,3998,0.1623,0.0261,0.0313,0.1155,0.25,0.0645,4,0.2264,0.2829
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,125199,126000,29259,0.0001,0.0001,0.0001,6341,6358,0.0003,6356,0.0007,0,6341,6359.6,0.0002,0.2221,6325,6356,0.0002,30000,0.1751,824.5,4,59.8333,90.8333,6332,149.5,681,74.2,5.8587,0.0083,5.678,7,0.0002,0,77.8833,1,0.0001,105.7143,3,0.6035,0.1021,5,0.0005,52.6667,10,0.2734,0,0.0931,0.0003,0.0797,0.0474,3.3665,0.7443,18,0.1765,0.0279,0.0075,0.1247,0.5,0.0033,5,0.2294,0.2938
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.061,19.8637,0.0465,0.0441,16,19.8492,0.05,0.5672,16,20,0.0458,100,1.2034,9.514,4269,23.1551,24.4636,20,24.4803,8.647,23.5744,4329.4286,0.1663,2.7273,4431,0.1203,0.0981,23.6382,4267,0.0089,24.4803,4267,1.6052,0.1162,4305,0.1502,22.9735,4441,0.7059,0.0385,0.0017,0.0127,0.0015,0.0009,2.7909,0.0072,4441,0.0034,0.0005,0.0805,0.0022,0.1462,0.165,2,0.0725,0.0125
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,2756,2769,635,0.0048,0.0048,0.0047,151,152,0.0109,139.953,0.0203,0.0029,129,140.297,0.0079,0.3093,129,140,0.0095,650,0.2898,22.283,3735,32.6407,37.4362,140,39.2316,17.3368,33.4609,3780.5714,0.062,4.0079,3835,0.0072,0.0022,34.5868,3666,0.0023,39.2316,3666,0.8954,0.1065,3760,0.0163,32.2247,3947,0.5038,0.0015,0.0897,0.0058,0.0777,0.0465,3.3233,0.3395,3947,0.1691,0.0273,0.0295,0.117,0.2857,0.0655,4,0.2319,0.284
