@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876,0.1818,1.5682,1.3734,3.1498,0.3217,0.1284,2.5751,0.3121,0.0438,0.1064,0.0273
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.122,0.2426,0.9716,1,0.9716,0.0143,0.416,0.2542,6.6361,0.9392,0.2828,5.2325,0.9679,0.0511,0.2505,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.8421,0.571,0.8611,0.1135,0.8611,0.0114,0.742,0.6694,1.0478,0.48,0.2868,3.9633,0.0307,0.0027,0.0039,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.2919,0.665,0.5524,1,0.7542,0.1159,1.4271,1.3179,1.4024,0.4958,0.1633,3.0882,0.1924,0.0614,0.1249,0.0507
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.4155,0.7566,0.8499,0.4311,0.863,0.0912,1.4966,0.9875,1.3267,0.6004,0.1769,3.9018,0.8087,0.0289,0.0903,0.0044
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.0286,0.7469,0.4972,0.2229,0.7131,0.1947,1.582,1.3554,0.9157,0.4964,0.1074,3.0819,0.2859,0.0397,0.0829,0.0337
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,5.1973,0.7075,0.4684,0.4632,0.4631,0.1274,1.7719,1.6294,1.7579,0.3736,0.1501,2.8551,0.1213,0.077,0.1493,0.0735
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,2.0368,0.9089,0.6518,0.3508,0.7059,0.1448,1.9376,1.6003,1.0148,0.4496,0.1394,3.4735,0.5577,0.0434,0.1081,0.0238
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,4.9421,0.717,0.4698,0.4582,0.4593,0.1309,1.8022,1.6432,1.4065,0.3743,0.1528,3.0084,0.1375,0.0752,0.1441,0.071
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,2.2512,1.041,0.7491,0.2023,0.9031,0.1704,1.3593,1.0111,0.4931,0.3625,0.1578,2.7792,0.5939,0.015,0.0319,0.0128
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957,1.9839,4.1274,0.3373,0.249,4.1473,0.401,0.0404,0.1091,0.0233
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.3455,0.5724,0.9118,0.4806,0.923,0.0633,1.1305,0.7058,3.9504,0.7314,0.2563,4.305,0.88,0.0631,0.2332,0.0086
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381,0.5005,0.3216,0.8797,0.2408,1.1962,0.9578,0.2977,0.3438,0.0924,2.4462,0.2182,0.0492,0.0724,0.0456
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,2.7759,0.552,0.4893,0.3151,0.5858,0.1524,1.4746,1.4231,10.3165,0.3745,0.1209,2.976,0.1646,0.0902,0.1556,0.0889
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,4.7455,0.748,0.4774,0.4958,0.8494,0.1619,1.4959,1.2545,2.591,0.5183,0.1727,3.1201,0.4233,0.0482,0.1291,0.0214
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,2.8433,0.7494,0.5529,0.3335,0.5641,0.1325,1.7604,1.2493,0.5465,0.3451,0.2281,1.6525,0.1614,0.1223,0.205,0.1563
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.0284,0.5413,0.5247,0.2705,0.6279,0.1892,1.1452,0.9672,2.2361,0.3846,0.056,2.5795,0.1104,0.0506,0.0869,0.0406
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,8.8561,0.4998,0.416,0.4697,0.4887,0.0869,2.0364,1.8766,2.0667,0.6512,0.2432,2.7583,0.3615,0.0946,0.2035,0.0989
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,2.0968,1.0216,0.6074,0.4742,0.6817,0.1378,1.9393,1.6016,1.1994,0.372,0.1665,3.6656,0.541,0.0383,0.1085,0.0183
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,1.7447,0.7789,0.5216,0.4592,0.826,0.214,1.3966,1.221,2.378,0.4387,0.1814,2.1095,0.2671,0.0606,0.1325,0.0305
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,2.431,0.9665,0.7152,0.2529,0.9377,0.1247,1.2685,0.9574,0.645,0.3625,0.1632,3.2614,0.5038,0.0121,0.036,0.0045
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,4.6628,0.7262,0.52,0.4309,0.5565,0.1428,1.7195,1.6069,1.3232,0.3586,0.1606,3.3463,0.1282,0.0714,0.1525,0.0549
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,6.4486,1.091,0.7037,0.305,0.7833,0.1567,1.4569,1.27,10.6282,0.2812,0.2412,2.6179,0.4719,0.037,0.0867,0.0221
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.3753,0.8268,0.8224,0.2072,0.8402,0.0811,1.6003,1.155,2.2171,0.543,0.2225,3.9397,0.7405,0.0181,0.071,0.0019
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.5663,0.5626,0.9337,0.1938,0.9337,0.0063,0.6025,0.3918,1.1474,0.4491,0.2967,4.0692,0.0152,0.0089,0.035,0
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468,0.9141,0.5,0.9106,0.0503,1.1132,0.7386,5.21,0.7451,0.2785,3.5214,0.8664,0.0422,0.1777,0
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0948,0.6893,0.9164,0.3144,0.9225,0.1185,0.9092,0.3357,0.6808,0.6577,0.2615,1.3235,0.9164,0.0632,0.1007,0.077
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.9512,0.9208,0.7052,0.0912,0.863,0.1536,1.4231,1.0832,0.7117,0.4095,0.1478,3.0005,0.5497,0.0196,0.0499,0.0068
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,1.5062,0.4132,0.5294,0.1579,0.5427,0.17,1.0064,0.9028,0.6044,0.4053,0.0385,2.368,0.0724,0.0312,0.0483,0.0291
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.4432,1.2309,0.9876,0.5906,0.988,0.1467,0.7456,0.0857,3.3383,0.3959,0.2358,1.3872,0.9876,0.1733,0.4215,0.1049
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.8771,0.9157,0.6977,0.0861,0.8684,0.1468,1.4142,1.092,0.7304,0.4012,0.1493,3.068,0.5243,0.0186,0.0461,0.0094
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.8585,0.9127,0.6966,0.0812,0.8661,0.1469,1.4149,1.0934,0.7408,0.4026,0.148,3.004,0.5236,0.0193,0.0472,0.0094
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083,0.955,0.5,0.9559,0.0302,1.0469,0.7001,2.8108,0.7597,0.2722,4.8616,0.8385,0.0821,0.3483,0.0026
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,2.2681,1.0819,0.8946,0.5,0.7837,0.2059,1.2799,1.2359,18.3064,0.397,0.1574,1.3348,0.5361,0.1138,0.2967,0.1084
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.7736,0.574,0.8779,0.114,0.8779,0.0102,0.7803,0.6203,1.1087,0.5108,0.2785,4.1354,0.0265,0.0032,0.0068,0
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381,0.5005,0.3216,0.8797,0.2408,1.1962,0.9578,0.2977,0.3438,0.0924,2.4462,0.2182,0.0492,0.0724,0.0456
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.3709,0.8221,0.8232,0.2146,0.841,0.0808,1.5953,1.1497,2.2027,0.5461,0.2222,3.9501,0.7426,0.0181,0.0692,0.0019
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,1.9496,0.7275,0.5498,0.3748,0.7638,0.2105,1.5923,1.4418,0.7743,0.5022,0.1826,2.7661,0.2983,0.0583,0.1333,0.034
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,1.1247,1.0001,0.7454,0.1348,0.872,0.1804,1.3852,1.0227,0.4687,0.3912,0.1619,2.586,0.6147,0.0165,0.032,0.0159
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.1674,0.6168,0.9764,0.5,0.9744,0.0308,1.0885,0.8854,1.1802,0.5889,0.2971,5.0005,0.4972,0.1745,0.4959,0.1742
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0,0.5474,0.9996,0,0.9996,0.0061,0.6747,0.6734,0.0037,0.5953,0.0013,0.6187,0.3935,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,1.8066,0.6862,0.509,0.2424,0.5657,0.1714,1.6477,1.4537,0.8846,0.3772,0.1553,3.2592,0.1962,0.0535,0.1321,0.0367
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.8797,0.9044,0.6924,0.0818,0.8696,0.1437,1.4213,1.1035,0.7413,0.4038,0.1492,3.1284,0.5147,0.0165,0.0406,0.0122
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0,0.5474,0.9996,0,0.9996,0.0061,0.6747,0.6734,0.0037,0.5953,0.0013,0.6187,0.3935,0,0,0
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,3.5422,0.8548,0.5305,0.1473,0.6448,0.1742,1.8563,1.6131,0.9233,0.4452,0.1054,2.5722,0.4138,0.0314,0.0481,0.0294
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,17.9275,0.9319,0.6603,0.2877,0.6394,0.0422,2.129,2.2077,1.8208,0.3761,0.2886,5.1732,0.381,0.0391,0.1625,0.0006
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,1.3403,1.5537,0.8954,0.1711,0.9394,0.2406,1.1314,0.9825,0.8034,0.1887,0.1527,2.4723,0.6627,0.033,0.0559,0.0314
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,2.2694,1.168,0.6716,0.2227,0.7194,0.1487,1.8072,1.5059,0.9905,0.3109,0.1577,3.5424,0.5811,0.0334,0.0837,0.0203
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,4.5996,0.7543,0.546,0.434,0.5778,0.1489,1.8041,1.6868,1.1783,0.3656,0.1665,3.5508,0.1605,0.071,0.1511,0.0528
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,5.3172,0.6889,0.4647,0.4606,0.4652,0.1259,1.845,1.6807,1.9909,0.3716,0.1482,2.8564,0.1144,0.076,0.143,0.0771
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.423,0.6828,0.9588,0.1855,0.9646,0.0716,0.8577,0.2585,0.9364,0.6736,0.2545,1.7597,0.9588,0.001,0.0013,0
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,1.7535,0.7742,0.5192,0.4589,0.8274,0.2139,1.3947,1.2161,2.3906,0.44,0.1816,2.0957,0.2645,0.0611,0.1327,0.0305
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,2.0774,1.0243,0.7403,0.2025,0.8998,0.1666,1.3599,1.0226,0.5379,0.3638,0.1573,2.8292,0.5776,0.0151,0.032,0.0129
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.0107,0.7802,0.9408,0.5,0.9399,0.0604,1.2151,0.6635,21.9085,0.5952,0.2114,3.5991,0.8762,0.0176,0.0318,0.0056
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,1.5443,0.677,0.3808,0.2404,0.7219,0.1805,1.5225,1.3466,2.0456,0.4272,0.2443,2.4165,0.1253,0.1069,0.2402,0.0732
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.8159,0.848,0.5256,0.2792,0.8689,0.2468,1.2126,0.9998,0.5042,0.3649,0.0733,1.8641,0.3399,0.0346,0.0488,0.0253
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.7117,0.3851,0.9403,0.5,0.9406,0.0178,0.8957,0.7405,3.3798,0.8348,0.3273,5.2303,0.8293,0.0967,0.3607,0.0003
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.1466,0.9923,0.6226,0.0827,0.8234,0.1484,1.3864,0.9445,1.552,0.4665,0.1231,2.6774,0.7751,0.0178,0.0259,0.0189
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,2.7808,0.554,0.4882,0.2865,0.586,0.1522,1.4773,1.4215,10.2453,0.3754,0.122,2.9826,0.1643,0.0899,0.1546,0.0888
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.1149,0.2672,0.9761,0.5,0.9762,0.0121,0.5291,0.3939,7.0241,0.9184,0.278,5.4556,0.9263,0.0469,0.232,0
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,1.4334,0.4341,0.5289,0.2106,0.5286,0.171,1.0359,0.9174,0.5124,0.4093,0.0382,2.5577,0.0807,0.0308,0.0447,0.0262
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.0817,0.639,0.9366,0.5,0.9299,0.0584,1.1937,0.688,9.1721,0.6855,0.2553,3.8964,0.8795,0.052,0.1897,0.0083
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.9868,0.9831,0.732,0.1345,0.8731,0.1733,1.3791,1.0373,0.5454,0.3881,0.1638,2.569,0.585,0.0156,0.0292,0.0156
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957,1.9839,4.1274,0.3373,0.249,4.1473,0.401,0.0404,0.1091,0.0233
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676,0.6742,0.0048,0.5944,0.0018,0.7049,0.3922,0,0,0
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,5.3701,0.7139,0.4753,0.4548,0.4442,0.1264,1.8279,1.6713,1.5285,0.3733,0.1566,2.9248,0.1291,0.0761,0.1489,0.0739
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.0878,0.7222,0.543,0.4094,0.7714,0.2016,1.5426,1.4217,1.1732,0.4999,0.1884,2.6279,0.2904,0.0582,0.1293,0.0332
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,4.9549,0.7104,0.4618,0.4708,0.4689,0.1314,1.7626,1.6274,1.5498,0.3728,0.152,3.0297,0.1248,0.0782,0.1484,0.0738
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.3087,0.827,0.5144,0.3296,0.6497,0.2009,1.5753,1.414,0.6468,0.4925,0.1211,3.1383,0.2993,0.0616,0.1526,0.0455
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.0037,0.7334,0.2505,0.312,0.6918,0.1571,1.2781,1.0664,2.5098,0.4948,0.0714,1.94,0.2298,0.0474,0.0836,0.043
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.8011,0.7987,0.4988,0.2788,0.8801,0.2434,1.1433,0.9439,1.8172,0.362,0.0613,1.3619,0.3196,0.033,0.0466,0.0255
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.5949,0.574,0.9179,0.2033,0.9179,0.0096,0.6948,0.481,1.1276,0.473,0.2952,3.9104,0.0229,0.0063,0.0251,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,3.0054,0.8058,0.5747,0.2314,0.8401,0.2383,1.2616,1.048,0.6317,0.4911,0.1058,2.224,0.4007,0.0417,0.0877,0.029
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.6418,0.5762,0.9015,0.1681,0.9015,0.0101,0.7395,0.5424,1.1364,0.4888,0.2908,4.085,0.0244,0.0055,0.0218,0
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,5.0919,0.7239,0.4708,0.4629,0.4528,0.1291,1.7916,1.641,1.5324,0.3737,0.151,2.9134,0.1381,0.0738,0.1498,0.0711
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5408,0.1696,1.0047,0.9017,0.6086,0.4056,0.0385,2.362,0.0718,0.0312,0.0485,0.0291
SAT_RACE2008/mizh-sha0-35-4.cnf,1,1.4471,0.4374,0.5303,0.2106,0.5337,0.172,1.0397,0.921,0.5097,0.4085,0.0385,2.571,0.0826,0.0308,0.0447,0.0265
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.2705,0.7902,0.8747,0.4734,0.8811,0.0747,1.5002,1.0423,2.8046,0.5689,0.215,4,0.7671,0.0183,0.0557,0.0012
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,2.0536,1.0436,0.7637,0.2008,0.8875,0.1832,1.3816,1.0074,0.4014,0.3778,0.1564,2.6714,0.6349,0.0155,0.0321,0.0138
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,1.5069,0.4116,0.5293,0.1579,0.5407,0.1696,1.0045,0.9018,0.6084,0.4055,0.0385,2.3624,0.0718,0.0312,0.0485,0.0291
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,3.3321,0.8106,0.5223,0.1985,0.7743,0.2051,1.5074,1.3002,0.5915,0.4673,0.1062,2.9766,0.3324,0.0429,0.0906,0.0388
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,2.6083,0.6819,0.3574,1,0.8329,0.2103,1.2332,1.0117,5.2283,0.3983,0.0959,2.071,0.093,0.0643,0.1241,0.0505
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,4.8954,0.734,0.4771,0.4595,0.475,0.1345,1.854,1.699,1.2239,0.3684,0.1583,3.1946,0.1379,0.0785,0.1495,0.0698
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.288,0.5043,0.9607,0.5,0.9978,0.0573,0.65,0.1793,1.9062,0.7888,0.3258,1.7825,0.9607,0.0355,0.0734,0.0143
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.4109,0.1301,0.8536,0.1168,0.8564,0.1112,0.3247,0.5787,0.4925,0.9634,0.1777,2.8547,0.8536,0.0284,0.088,0.0179
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0,0.771,0.5968,0,0.9993,0.0085,1.0494,0.6749,0.0058,0.5001,0.0021,0.7668,0.3914,0,0,0
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.5479,0.9995,0,0.9995,0.007,0.6754,0.6739,0.0043,0.5947,0.0016,0.6689,0.3927,0,0,0
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,1.5701,0.6827,0.3871,0.2404,0.7291,0.1827,1.5391,1.3838,1.6275,0.4407,0.2397,2.5827,0.1544,0.0997,0.2402,0.0722
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,4.6465,0.6992,0.4521,0.4587,0.4629,0.1378,1.7512,1.6029,1.4442,0.3725,0.1539,3.0719,0.1217,0.0801,0.1492,0.0754
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,6.3731,0.9638,0.6681,0.3243,0.6036,0.08,1.9296,1.8884,2.9581,0.3232,0.2312,4.0877,0.4291,0.0291,0.0892,0.0103
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.2482,0.5031,0.9608,0.5,0.9978,0.057,0.6483,0.1785,1.9081,0.7896,0.3261,1.7385,0.9608,0.0353,0.0731,0.0142
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,3.8528,0.7358,0.579,0.4996,0.7861,0.2003,1.4861,1.3418,2.9341,0.487,0.1515,2.5911,0.2605,0.0576,0.1219,0.0494
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.8559,0.9043,0.691,0.0822,0.87,0.1451,1.3971,1.0813,0.7491,0.4028,0.1477,3.0313,0.5133,0.0183,0.0444,0.0104
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,1.2951,1.5492,0.8942,0.1715,0.9409,0.2411,1.1286,0.9765,0.7957,0.1897,0.1504,2.4407,0.6615,0.0329,0.0555,0.0311
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218,0.7406,0.2021,0.9015,0.1656,1.3577,1.0211,0.5351,0.3641,0.1596,2.793,0.5753,0.0149,0.0317,0.0131
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.9581,0.9243,0.7119,0.095,0.8596,0.155,1.4285,1.0802,0.7099,0.4131,0.1493,2.9663,0.5625,0.0199,0.0516,0.0068
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.9922,0.5305,0.6044,0.2371,0.5703,0.1786,1.1494,1.0929,1.402,0.3587,0.065,1.9164,0.1674,0.0307,0.047,0.0251
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,2.2681,1.0819,0.8946,0.5,0.7837,0.2059,1.2799,1.2359,18.3064,0.397,0.1574,1.3348,0.5361,0.1138,0.2967,0.1084
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.1543,1.0047,0.6126,0.0951,0.8199,0.1476,1.3915,0.9648,1.5342,0.4608,0.1272,2.7545,0.7715,0.0176,0.0257,0.0186
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5968,0.7345,0.5009,0.3944,0.743,0.1873,1.6233,1.5097,1.216,0.4859,0.1824,2.6499,0.3015,0.0524,0.1134,0.0319
SAT_RACE2008/marijn-philips.cnf,1,3.8418,0.7297,0.5046,0.3251,0.7674,0.2233,1.3062,1.0154,0.4048,0.4157,0.0898,2.3881,0.1856,0.0488,0.0646,0.0343
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,1.072,1.3182,0.7078,0.3217,0.7904,0.1296,1.5838,1.3418,0.9595,0.2687,0.2054,3.4781,0.6204,0.0401,0.1211,0.0146
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,6.7635,0.7128,0.4437,0.5,0.6828,0.1467,1.9041,1.757,3.4882,0.528,0.207,3.3602,0.3897,0.1945,0.3982,0.2158
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,4.8954,0.734,0.4771,0.4595,0.475,0.1345,1.854,1.699,1.2239,0.3684,0.1583,3.1946,0.1379,0.0785,0.1495,0.0698
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0,0.5484,0.9994,0,0.9994,0.0078,0.6763,0.6744,0.0051,0.5942,0.0019,0.7265,0.392,0,0,0
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.8148,1.0234,0.7535,0.0935,0.8544,0.1944,1.435,1.0473,0.7737,0.3912,0.1615,2.7001,0.6431,0.0197,0.0406,0.0197
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,1.4356,0.4339,0.5291,0.2106,0.5284,0.1709,1.0356,0.9171,0.5122,0.4093,0.0383,2.5579,0.0805,0.0308,0.0447,0.0262
