@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_arity_mean NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_alldiff_proportion NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_occurrence_count NUMERIC
@ATTRIBUTE stats_occurrence_proportion NUMERIC

@DATA
ehi-85-297-37_ext.xml.minion.gz,1,0.077441,0.840453,0.097643,0.094276,508.177691,27.589226,485,4097,0.092893,0.364532,515,464,297,0.006734,0.006734,0.093207,297,297,501,27.589226,7,4097,7,0.10101,0.077441,50.881171,7,49.259259,7,873,50.785714,0.005079,52.444444,0.124037,7,7,28,30,41.655172,59.304348,23,1.508545,0.046795,29,225,23,0.126263,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-38_ext.xml.minion.gz,1,0.077441,0.840354,0.10101,0.094276,506.837136,27.744108,485,4120,0.093415,0.359998,515,464,297,0.006734,0.006734,0.09373,297,297,501,27.744108,7,4120,7,0.10101,0.077441,50.741667,7,49.214286,7,777,50.692308,0.004371,52.137931,0.123019,7,7,28,30,43.964286,57.96,23,1.298215,0.043407,30,245,23,0.137486,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-39_ext.xml.minion.gz,1,0.077441,0.840372,0.097643,0.094276,506.412648,27.791246,485,4127,0.093573,0.358864,515,464,297,0.006734,0.006734,0.093889,297,297,501,27.791246,7,4127,7,0.10101,0.077441,50.684265,7,49.178571,7,877,50.655172,0.004186,52.153846,0.122707,7,7,28,30,43.178571,57.44,23,1.243241,0.043806,29,193,23,0.108305,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-3_ext.xml.minion.gz,1,0.070707,0.840273,0.10101,0.094276,507.854953,27.670034,485,4109,0.093165,0.361629,515,464,297,0.006734,0.006734,0.09348,297,297,501,27.670034,7,4109,7,0.10101,0.06734,50.831978,7,49.310345,7,881,50.714286,0.004918,52.25,0.123596,7,7,28,30,42.571429,60.2,21,1.460666,0.04431,30,196,20,0.109989,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-40_ext.xml.minion.gz,1,0.077441,0.840389,0.10101,0.094276,506.094271,27.858586,485,4137,0.0938,0.35821,515,464,297,0.006734,0.006734,0.094117,297,297,501,27.858586,7,4137,7,0.10101,0.077441,50.628902,7,49.137931,7,877,50.592593,0.004298,52,0.122334,7,7,28,30,43.821429,59.695652,23,1.276649,0.043598,30,184,23,0.103255,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-41_ext.xml.minion.gz,1,0.070707,0.840082,0.10101,0.094276,509.406411,27.521886,485,4087,0.092666,0.365826,515,464,297,0.006734,0.006734,0.092979,297,297,501,27.521886,7,4087,7,0.10101,0.070707,50.984271,7,49.482759,7,777,50.862069,0.004762,52.37931,0.124641,7,7,28,30,44.892857,59.857143,21,1.414342,0.042474,30,132,21,0.074074,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-42_ext.xml.minion.gz,1,0.077441,0.840437,0.10101,0.094276,506.288792,27.818182,485,4131,0.093664,0.357575,515,464,297,0.006734,0.006734,0.09398,297,297,501,27.818182,7,4131,7,0.10101,0.077441,50.663289,7,49.185185,7,896,50.566667,0.004413,52.037037,0.122558,7,7,28,30,44.068966,58.12,23,1.310643,0.043023,30,240,23,0.13468,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-43_ext.xml.minion.gz,1,0.077441,0.840302,0.10101,0.094276,507.667477,27.683502,485,4111,0.09321,0.362484,515,464,297,0.006734,0.006734,0.093525,297,297,501,27.683502,7,4111,7,0.10101,0.077441,50.80097,7,49.259259,7,885,50.633333,0.004482,52.148148,0.12349,7,7,28,30,43.666667,58.826087,23,1.331121,0.044717,30,214,23,0.12009,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-44_ext.xml.minion.gz,1,0.077441,0.840296,0.10101,0.094276,506.31477,27.811448,485,4130,0.093641,0.357736,515,464,297,0.006734,0.006734,0.093958,297,297,501,27.811448,7,4130,7,0.10101,0.077441,50.685441,7,49.266667,7,885,50.703704,0.004504,52.071429,0.122594,7,7,28,30,44.928571,57.695652,23,1.337671,0.039559,30,142,23,0.079686,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-45_ext.xml.minion.gz,1,0.074074,0.840377,0.10101,0.094276,508.90651,27.515152,485,4086,0.092644,0.366767,515,464,297,0.006734,0.006734,0.092957,297,297,501,27.515152,7,4086,7,0.10101,0.074074,50.963776,7,49.444444,7,886,50.862069,0.005221,52.346154,0.124549,7,7,28,30,43.8,60.444444,22,1.550694,0.045498,30,229,22,0.128507,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-46_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,507.668615,27.656566,485,4107,0.09312,0.364164,515,464,297,0.006734,0.006734,0.093434,297,297,501,27.656566,7,4107,7,0.10101,0.074074,50.824556,7,49.259259,7,777,50.740741,0.00475,52.275862,0.123611,7,7,28,30,44.62963,59.608696,22,1.410602,0.044391,30,196,22,0.109989,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-47_ext.xml.minion.gz,1,0.074074,0.83984,0.097643,0.094276,508.738728,27.62963,485,4103,0.093029,0.362021,515,464,297,0.006734,0.006734,0.093343,297,297,501,27.62963,7,4103,7,0.10101,0.074074,50.910786,7,49.592593,7,868,50.807692,0.004678,52,0.123992,7,7,28,30,44.888889,60.909091,22,1.389304,0.039879,29,207,22,0.116162,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-48_ext.xml.minion.gz,1,0.070707,0.840415,0.097643,0.094276,507.850195,27.690236,485,4112,0.093233,0.362577,515,464,297,0.006734,0.006734,0.093548,297,297,501,27.690236,7,4112,7,0.10101,0.070707,50.79111,7,49.214286,7,872,50.703704,0.004871,52.285714,0.123504,7,7,28,30,42.724138,61.238095,21,1.446582,0.045808,29,287,21,0.161055,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-49_ext.xml.minion.gz,1,0.070707,0.840442,0.10101,0.094276,506.732299,27.771044,485,4124,0.093505,0.363635,515,464,297,0.006734,0.006734,0.093821,297,297,501,27.771044,7,4124,7,0.10101,0.06734,50.723071,7,49.133333,7,886,50.655172,0.005148,52.24,0.122874,7,7,28,30,43.107143,61.2,21,1.529102,0.046121,30,286,20,0.160494,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-4_ext.xml.minion.gz,1,0.077441,0.840146,0.10101,0.094276,507.379461,27.737374,485,4119,0.093392,0.360006,515,464,297,0.006734,0.006734,0.093707,297,297,501,27.737374,7,4119,7,0.10101,0.077441,50.771655,7,49.310345,7,875,50.733333,0.004703,52.1,0.12318,7,7,28,30,43.666667,57.192308,23,1.396864,0.041142,30,195,23,0.109428,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-50_ext.xml.minion.gz,1,0.077441,0.840413,0.097643,0.094276,506.977157,27.710438,485,4115,0.093301,0.362436,515,464,297,0.006734,0.006734,0.093616,297,297,501,27.710438,7,4115,7,0.10101,0.077441,50.755026,7,49.233333,7,885,50.740741,0.004477,52.25,0.123202,7,7,28,30,44.241379,59.04,23,1.329664,0.043167,29,267,23,0.149832,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-51_ext.xml.minion.gz,1,0.074074,0.840323,0.097643,0.094276,507.78973,27.670034,485,4109,0.093165,0.36995,515,464,297,0.006734,0.006734,0.09348,297,297,501,27.670034,7,4109,7,0.10101,0.070707,50.822523,7,49.285714,7,896,50.689655,0.00519,52.285714,0.12358,7,7,28,30,43.928571,59.714286,22,1.541418,0.046654,29,224,21,0.125701,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-52_ext.xml.minion.gz,1,0.077441,0.840163,0.10101,0.094276,508.123231,27.59596,485,4098,0.092916,0.365528,515,464,297,0.006734,0.006734,0.09323,297,297,501,27.59596,7,4098,7,0.10101,0.077441,50.905683,7,49.433333,7,880,50.758621,0.004572,52.28,0.123993,7,7,28,30,44.75,58.708333,23,1.35775,0.042369,30,208,23,0.116723,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-53_ext.xml.minion.gz,1,0.074074,0.84035,0.10101,0.094276,507.30034,27.690236,485,4112,0.093233,0.360718,515,464,297,0.006734,0.006734,0.093548,297,297,501,27.690236,7,4112,7,0.10101,0.070707,50.796871,7,49.172414,7,876,50.75,0.004886,52.275862,0.123371,7,7,28,30,43.724138,59.190476,22,1.451229,0.043973,30,161,21,0.090348,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-54_ext.xml.minion.gz,1,0.074074,0.84033,0.10101,0.094276,507.521432,27.649832,485,4106,0.093097,0.363642,515,464,297,0.006734,0.006734,0.093412,297,297,501,27.649832,7,4106,7,0.10101,0.074074,50.834421,7,49.285714,7,875,50.740741,0.004712,52.185185,0.123605,7,7,28,30,43.481481,60.73913,22,1.399353,0.044897,30,192,22,0.107744,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-55_ext.xml.minion.gz,1,0.077441,0.840404,0.097643,0.094276,506.71075,27.750842,485,4121,0.093437,0.36381,515,464,297,0.006734,0.006734,0.093753,297,297,501,27.750842,7,4121,7,0.10101,0.077441,50.732093,7,49.214286,7,866,50.633333,0.00463,52.206897,0.122958,7,7,28,30,44.310345,59.346154,23,1.375057,0.043781,29,182,23,0.102132,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-56_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,508.568991,27.622896,485,4102,0.093006,0.36245,515,464,297,0.006734,0.006734,0.093321,297,297,501,27.622896,7,4102,7,0.10101,0.074074,50.85696,7,49.310345,7,777,50.807692,0.004745,52.333333,0.123981,7,7,28,30,43.321429,59.409091,22,1.409162,0.043837,30,248,22,0.139169,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-57_ext.xml.minion.gz,1,0.077441,0.84038,0.097643,0.094276,506.877764,27.710438,485,4115,0.093301,0.362419,515,464,297,0.006734,0.006734,0.093616,297,297,501,27.710438,7,4115,7,0.10101,0.077441,50.773482,7,49.25,7,891,50.642857,0.004443,52.25,0.123178,7,7,28,30,43.857143,58.423077,23,1.319496,0.043823,29,221,23,0.124018,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-58_ext.xml.minion.gz,1,0.077441,0.840353,0.10101,0.094276,506.693185,27.76431,485,4123,0.093483,0.358664,515,464,297,0.006734,0.006734,0.093798,297,297,501,27.76431,7,4123,7,0.10101,0.077441,50.720202,7,49.172414,7,878,50.666667,0.004538,52.2,0.122894,7,7,28,30,43.964286,57.217391,23,1.347777,0.04266,30,213,23,0.119529,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-59_ext.xml.minion.gz,1,0.070707,0.840508,0.10101,0.094276,507.413785,27.649832,485,4106,0.093097,0.36227,515,464,297,0.006734,0.006734,0.093412,297,297,501,27.649832,7,4106,7,0.10101,0.06734,50.763375,7,48.931034,7,873,50.689655,0.004979,52.444444,0.123579,7,7,28,30,42.448276,60.9,21,1.4789,0.051873,30,266,20,0.14927,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-5_ext.xml.minion.gz,1,0.077441,0.840454,0.10101,0.094276,508.583699,27.59596,485,4098,0.092916,0.366758,515,464,297,0.006734,0.006734,0.09323,297,297,501,27.59596,7,4098,7,0.10101,0.077441,50.873737,7,49.333333,7,880,50.814815,0.004695,52.423077,0.124105,7,7,28,30,43.62069,59.166667,23,1.394452,0.044781,30,253,23,0.141975,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-60_ext.xml.minion.gz,1,0.074074,0.840502,0.10101,0.094276,506.890507,27.737374,485,4119,0.093392,0.362854,515,464,297,0.006734,0.006734,0.093707,297,297,501,27.737374,7,4119,7,0.10101,0.074074,50.72027,7,49.142857,7,873,50.607143,0.004487,52.172414,0.123062,7,7,28,30,43.551724,60.695652,22,1.332721,0.046051,30,186,22,0.104377,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-61_ext.xml.minion.gz,1,0.077441,0.840327,0.097643,0.094276,507.22233,27.744108,485,4120,0.093415,0.363234,515,464,297,0.006734,0.006734,0.09373,297,297,501,27.744108,7,4120,7,0.10101,0.077441,50.76042,7,49.25,7,777,50.703704,0.004626,52.166667,0.123112,7,7,28,30,44.518519,58.434783,23,1.37382,0.041235,29,270,23,0.151515,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-62_ext.xml.minion.gz,1,0.074074,0.840532,0.10101,0.094276,508.355837,27.62963,485,4103,0.093029,0.363925,515,464,297,0.006734,0.006734,0.093343,297,297,501,27.62963,7,4103,7,0.10101,0.074074,50.830236,7,49.172414,7,777,50.793103,0.004554,52.357143,0.123899,7,7,28,30,43.884615,60.227273,22,1.352463,0.047931,30,229,22,0.128507,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-63_ext.xml.minion.gz,1,0.077441,0.840193,0.10101,0.094276,506.960922,27.744108,485,4120,0.093415,0.360557,515,464,297,0.006734,0.006734,0.09373,297,297,501,27.744108,7,4120,7,0.10101,0.077441,50.765076,7,49.25,7,777,50.714286,0.004318,52.148148,0.123049,7,7,28,30,43.964286,60.173913,23,1.282559,0.042937,30,206,23,0.1156,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-64_ext.xml.minion.gz,1,0.074074,0.84009,0.097643,0.094276,507.854364,27.69697,485,4113,0.093256,0.361993,515,464,297,0.006734,0.006734,0.093571,297,297,501,27.69697,7,4113,7,0.10101,0.074074,50.811209,7,49.344828,7,882,50.724138,0.004319,52.148148,0.123475,7,7,28,30,44.222222,58.416667,22,1.282789,0.042547,29,240,22,0.13468,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-65_ext.xml.minion.gz,1,0.077441,0.840365,0.10101,0.094276,507.376093,27.717172,485,4116,0.093324,0.362004,515,464,297,0.006734,0.006734,0.093639,297,297,501,27.717172,7,4116,7,0.10101,0.077441,50.774034,7,49.285714,7,878,50.714286,0.004566,52.178571,0.123269,7,7,28,30,44.724138,58.583333,23,1.356171,0.042361,30,246,23,0.138047,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-66_ext.xml.minion.gz,1,0.077441,0.840439,0.10101,0.094276,508.282301,27.622896,485,4102,0.093006,0.36559,515,464,297,0.006734,0.006734,0.093321,297,297,501,27.622896,7,4102,7,0.10101,0.077441,50.846208,7,49.230769,7,873,50.769231,0.004832,52.413793,0.123911,7,7,28,30,43.793103,59.222222,23,1.435205,0.045939,30,257,23,0.14422,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-67_ext.xml.minion.gz,1,0.074074,0.840302,0.097643,0.094276,508.95752,27.582492,485,4096,0.09287,0.364784,515,464,297,0.006734,0.006734,0.093184,297,297,501,27.582492,7,4096,7,0.10101,0.074074,50.921029,7,49.413793,7,891,50.793103,0.004795,52.285714,0.124257,7,7,28,30,43.928571,59.318182,22,1.423976,0.042756,29,241,22,0.135241,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-68_ext.xml.minion.gz,1,0.077441,0.840284,0.097643,0.094276,506.835676,27.784512,485,4126,0.093551,0.358314,515,464,297,0.006734,0.006734,0.093867,297,297,501,27.784512,7,4126,7,0.10101,0.077441,50.700528,7,49.285714,7,777,50.571429,0.004209,52.111111,0.122839,7,7,28,30,44.068966,57.875,23,1.250197,0.042567,29,195,23,0.109428,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-69_ext.xml.minion.gz,1,0.074074,0.840534,0.10101,0.094276,507.257414,27.703704,485,4114,0.093278,0.360982,515,464,297,0.006734,0.006734,0.093594,297,297,501,27.703704,7,4114,7,0.10101,0.074074,50.747014,7,49.148148,7,891,50.678571,0.004607,52.2,0.1233,7,7,28,30,44,58.681818,22,1.368139,0.046193,30,207,22,0.116162,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-6_ext.xml.minion.gz,1,0.070707,0.840548,0.097643,0.094276,509.099485,27.481481,485,4081,0.09253,0.372653,515,464,297,0.006734,0.006734,0.092843,297,297,501,27.481481,7,4081,7,0.10101,0.070707,50.975142,7,49.214286,7,886,50.928571,0.005408,52.592593,0.124749,7,7,28,30,43.961538,59.904762,21,1.606121,0.048359,29,162,21,0.090909,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-70_ext.xml.minion.gz,1,0.074074,0.840286,0.097643,0.094276,508.709362,27.548822,485,4091,0.092757,0.366812,515,464,297,0.006734,0.006734,0.09307,297,297,501,27.548822,7,4091,7,0.10101,0.074074,50.937747,7,49.433333,7,877,50.962963,0.004894,52.392857,0.124348,7,7,28,30,44.428571,58.956522,22,1.453594,0.043179,29,164,22,0.092031,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-71_ext.xml.minion.gz,1,0.070707,0.840162,0.10101,0.094276,507.928224,27.676768,485,4110,0.093188,0.364726,515,464,297,0.006734,0.006734,0.093503,297,297,501,27.676768,7,4110,7,0.10101,0.06734,50.859356,7,49.321429,7,877,50.68,0.005543,52.107143,0.123584,7,7,28,30,44.642857,60.2,21,1.64631,0.044039,30,241,20,0.135241,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-72_ext.xml.minion.gz,1,0.074074,0.840295,0.10101,0.094276,507.615702,27.703704,485,4114,0.093278,0.360177,515,464,297,0.006734,0.006734,0.093594,297,297,501,27.703704,7,4114,7,0.10101,0.074074,50.782595,7,49.333333,7,868,50.730769,0.004582,52.148148,0.123387,7,7,28,30,42.37931,59.652174,22,1.360736,0.043784,30,213,22,0.119529,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-73_ext.xml.minion.gz,1,0.074074,0.840459,0.10101,0.094276,507.899708,27.6633,485,4108,0.093142,0.365221,515,464,297,0.006734,0.006734,0.093457,297,297,501,27.6633,7,4108,7,0.10101,0.070707,50.816942,7,49.214286,7,891,50.714286,0.005185,52.214286,0.123637,7,7,28,30,43.689655,63.130435,22,1.539961,0.046398,30,138,21,0.077441,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-74_ext.xml.minion.gz,1,0.077441,0.840024,0.10101,0.094276,507.836536,27.683502,485,4111,0.09321,0.362517,515,464,297,0.006734,0.006734,0.093525,297,297,501,27.683502,7,4111,7,0.10101,0.077441,50.822425,7,49.37037,7,881,50.814815,0.00449,52.111111,0.123531,7,7,28,30,44.571429,58.956522,23,1.333648,0.040377,30,202,23,0.113356,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-75_ext.xml.minion.gz,1,0.070707,0.840194,0.10101,0.094276,507.66845,27.683502,485,4111,0.09321,0.361403,515,464,297,0.006734,0.006734,0.093525,297,297,501,27.683502,7,4111,7,0.10101,0.06734,50.830392,7,49.333333,7,878,50.703704,0.005066,52.111111,0.12349,7,7,28,30,45.344828,60.5,21,1.504482,0.042509,30,238,20,0.133558,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-76_ext.xml.minion.gz,1,0.074074,0.840264,0.10101,0.094276,508.142788,27.636364,485,4104,0.093052,0.366011,515,464,297,0.006734,0.006734,0.093366,297,297,501,27.636364,7,4104,7,0.10101,0.070707,50.860123,7,49.344828,7,892,50.758621,0.004852,52.214286,0.123816,7,7,28,30,43.724138,59.047619,22,1.441015,0.044146,30,219,21,0.122896,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-77_ext.xml.minion.gz,1,0.074074,0.840323,0.10101,0.094276,507.204275,27.723906,485,4117,0.093346,0.35985,515,464,297,0.006734,0.006734,0.093662,297,297,501,27.723906,7,4117,7,0.10101,0.074074,50.762909,7,49.310345,7,871,50.703704,0.004409,52.178571,0.123198,7,7,28,30,44.333333,58.76,22,1.309587,0.04244,30,195,22,0.109428,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-78_ext.xml.minion.gz,1,0.080808,0.840397,0.10101,0.094276,507.661223,27.62963,485,4103,0.093029,0.364202,515,464,297,0.006734,0.006734,0.093343,297,297,501,27.62963,7,4103,7,0.10101,0.080808,50.83144,7,49.178571,7,886,50.777778,0.004196,52.37931,0.123729,7,7,28,30,43.62069,59.08,24,1.246219,0.045559,30,261,24,0.146465,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-79_ext.xml.minion.gz,1,0.070707,0.840106,0.097643,0.094276,507.628439,27.656566,485,4107,0.09312,0.366308,515,464,297,0.006734,0.006734,0.093434,297,297,501,27.656566,7,4107,7,0.10101,0.06734,50.867376,7,49.392857,7,885,50.766667,0.005091,52.230769,0.123601,7,7,28,30,43.444444,61.6,21,1.511983,0.043554,29,185,20,0.103816,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-7_ext.xml.minion.gz,1,0.070707,0.840202,0.10101,0.094276,507.572853,27.683502,485,4111,0.09321,0.363033,515,464,297,0.006734,0.006734,0.093525,297,297,501,27.683502,7,4111,7,0.10101,0.063973,50.847786,7,49.333333,7,777,50.703704,0.00552,52.107143,0.123467,7,7,28,30,43.814815,64,21,1.639423,0.045632,30,216,19,0.121212,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-80_ext.xml.minion.gz,1,0.077441,0.840409,0.10101,0.094276,507.789294,27.676768,485,4110,0.093188,0.360229,515,464,297,0.006734,0.006734,0.093503,297,297,501,27.676768,7,4110,7,0.10101,0.077441,50.788007,7,49.206897,7,881,50.769231,0.004222,52.25,0.12355,7,7,28,30,44.137931,57.916667,23,1.253909,0.043,30,179,23,0.100449,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-81_ext.xml.minion.gz,1,0.074074,0.840271,0.10101,0.094276,507.07339,27.710438,485,4115,0.093301,0.364313,515,464,297,0.006734,0.006734,0.093616,297,297,501,27.710438,7,4115,7,0.10101,0.074074,50.79669,7,49.296296,7,873,50.733333,0.005121,52.148148,0.123226,7,7,28,30,44.035714,58.818182,22,1.521006,0.043275,30,188,22,0.105499,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-82_ext.xml.minion.gz,1,0.077441,0.840303,0.097643,0.094276,508.011441,27.6633,485,4108,0.093142,0.361819,515,464,297,0.006734,0.006734,0.093457,297,297,501,27.6633,7,4108,7,0.10101,0.077441,50.819289,7,49.222222,7,871,50.7,0.004361,52.344828,0.123664,7,7,28,30,44.214286,59.913043,23,1.29533,0.044983,29,141,23,0.079125,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-83_ext.xml.minion.gz,1,0.074074,0.840189,0.10101,0.094276,508.17858,27.602694,485,4099,0.092938,0.367004,515,464,297,0.006734,0.006734,0.093252,297,297,501,27.602694,7,4099,7,0.10101,0.070707,50.900354,7,49.392857,7,880,50.857143,0.005054,52.32,0.123976,7,7,28,30,44.071429,59.285714,22,1.500974,0.042992,30,251,21,0.140853,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
ehi-85-297-84_ext.xml.minion.gz,1,0.074074,0.840375,0.10101,0.094276,507.830941,27.683502,485,4111,0.09321,0.3639,515,464,297,0.006734,0.006734,0.093525,297,297,501,27.683502,7,4111,7,0.10101,0.074074,50.798697,7,49.3,7,777,50.758621,0.004352,52.310345,0.12353,7,7,28,30,43.607143,59.083333,22,1.292622,0.044371,30,161,22,0.090348,2,0,1,0,0,2,2,0,0,0,2,0,2,0,2,0,0
