@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC

@DATA
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,4.6628,0.7262
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,1.072,1.3182
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.05,1.0462
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.8376,0.7216
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,3.426,0.7365
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,5.1268,0.752
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,3.3321,0.8106
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,3.5401,0.5162
SAT_RACE2008/mizh-md5-47-3.cnf,1,1.5106,0.4127
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.7069,0.3843
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,1.6093,1.097
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.675,0.5763
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,3.6537,0.8211
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.3131,0.6658
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.0037,0.7334
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.2758,0.5424
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,4.9676,0.7257
SAT_RACE2008/mizh-md5-48-5.cnf,1,1.502,0.4122
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.5482
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.3389,0.4955
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,6.4492,0.5494
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0486,0.9597
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.4649,0.6835
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,1.5081,0.413
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.933,0.5479
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,389.9783,0.9037
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.4987,0.5166
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.8793,0.9088
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.9303,0.8368
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,8.3929,0.7891
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.5482
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,4.575,0.7429
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6028,0.8706
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,1.4649,1.1177
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,1.092,0.9944
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,1.7354,1.0264
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.4523,0.8324
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.3494,0.5716
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,60.4803,0.7276
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.9494,0.9178
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.9529,0.7544
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.5092,0.5589
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,2.9247,0.809
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,1.3152,1.0779
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.1724,0.6395
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.9492,0.7019
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,1.9864,0.2793
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0,0.5473
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0814,2.8407
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.7003,0.6614
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,1.1404,0.8847
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.122,0.2426
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.8421,0.571
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.2919,0.665
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.4155,0.7566
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.0286,0.7469
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,5.1973,0.7075
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,2.0368,0.9089
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,4.9421,0.717
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,2.2512,1.041
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.3455,0.5724
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,2.7759,0.552
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,4.7455,0.748
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,2.8433,0.7494
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.0284,0.5413
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,8.8561,0.4998
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,2.0968,1.0216
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,1.7447,0.7789
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,2.431,0.9665
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,4.6628,0.7262
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,6.4486,1.091
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.3753,0.8268
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.5663,0.5626
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0948,0.6893
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.9512,0.9208
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,1.5062,0.4132
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.4432,1.2309
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.8771,0.9157
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.8585,0.9127
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,2.2681,1.0819
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.7736,0.574
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.3709,0.8221
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,1.9496,0.7275
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,1.1247,1.0001
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.1674,0.6168
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0,0.5474
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,1.8066,0.6862
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.8797,0.9044
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0,0.5474
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,3.5422,0.8548
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,17.9275,0.9319
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,1.3403,1.5537
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,2.2694,1.168
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,4.5996,0.7543
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,5.3172,0.6889
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.423,0.6828
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,1.7535,0.7742
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,2.0774,1.0243
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.0107,0.7802
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,1.5443,0.677
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.8159,0.848
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.7117,0.3851
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.1466,0.9923
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,2.7808,0.554
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.1149,0.2672
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,1.4334,0.4341
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.0817,0.639
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.9868,0.9831
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.5482
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,5.3701,0.7139
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.0878,0.7222
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,4.9549,0.7104
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.3087,0.827
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.0037,0.7334
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.8011,0.7987
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.5949,0.574
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,3.0054,0.8058
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.6418,0.5762
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,5.0919,0.7239
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,1.5064,0.4117
SAT_RACE2008/mizh-sha0-35-4.cnf,1,1.4471,0.4374
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.2705,0.7902
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,2.0536,1.0436
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,1.5069,0.4116
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,3.3321,0.8106
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,2.6083,0.6819
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,4.8954,0.734
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.288,0.5043
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.4109,0.1301
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0,0.771
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.5479
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,1.5701,0.6827
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,4.6465,0.6992
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,6.3731,0.9638
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.2482,0.5031
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,3.8528,0.7358
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.8559,0.9043
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,1.2951,1.5492
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.9581,0.9243
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.9922,0.5305
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,2.2681,1.0819
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.1543,1.0047
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5968,0.7345
SAT_RACE2008/marijn-philips.cnf,1,3.8418,0.7297
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,1.072,1.3182
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,6.7635,0.7128
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,4.8954,0.734
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0,0.5484
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.8148,1.0234
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,1.4356,0.4339
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.0297,0.8801
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,2.8866,0.5339
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,12.0039,1.581
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.3709,0.8221
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.5503,0.4187
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.0779,0.6954
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.4312,0.5025
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,4.7941,0.7092
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,1.1505,1.0307
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,3.2348,0.8364
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,3.0806,0.6301
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,1.0083,0.9326
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0,0.548
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.1,0
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0067,0.7327
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,1.4843,0.9217
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2.2389,0.7192
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,3.5638,0.6079
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,1.329,0.8781
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,1.5106,0.4127
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.7863,1.3919
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,1.6927,0.7205
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,5.3427,0.7461
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.5414,1.2277
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,1.4155,0.8989
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,2.2213,1.0796
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,5.3935,0.6381
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,29.2682,0.9449
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,4.8029,0.6954
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,4.8736,0.6846
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0133,0.7315
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,17.8331,0.937
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,1.1404,0.8847
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,2.2683,1.0673
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,4.6818,0.664
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,4.9468,0.7261
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.012,3.1488
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,1.9922,0.5305
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.2206,0.5109
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1567,1.0326
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.2122,0.7466
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,1.2457,1.5339
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,1.9157,1.0559
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,5.3427,0.7461
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,1.2951,1.5492
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,2.429,1.0022
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1,1.0802
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,4.6487,0.7402
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.8774,0.9082
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,1.2985,0.7739
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,1.2054,1.0305
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.1435,0.3128
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,2.811,0.8043
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,4.529,0.7563
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.6418,0.5611
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.0711,0.7308
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,7.6403,0.7847
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.4568,0.5863
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0835,1.0071
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,4.7892,0.7987
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,10.0823,0.5022
SAT_RACE2008/een-pico-prop00-75.cnf,1,2.0393,0.8607
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.078,0.6954
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.1143,0.2668
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.0238,0.7271
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,5.0919,0.7239
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.6988,0.8668
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,1.4356,0.4339
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.8442,0.7076
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.1352,0.3541
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,1.7495,0.9283
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,1.0217,0.5296
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,2.3973,1.0443
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,4.9156,0.7179
