@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC

@DATA
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.0015,0.3789
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0207,0.2369
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0278,0.2218
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.0006,0.4532
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0001,0.1822
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.8762
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.3785
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,3.795
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0,0.3362
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.0149,0.2314
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.0003,0.2134
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.0226,0.7075
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.0695,0.9353
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.0267,1.5604
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,1.1958
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.0293,0.567
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0132,0.908
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.0002,1.1665
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.0011,0.4533
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.0114,0.2941
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.154
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0076,5.4899
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.0063,1.9172
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0,0.2924
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0085,3.3885
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0033,0.2679
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.001,0.9419
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,1.2863
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.0002,0.6176
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0145,0.5649
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,3.7954
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0031,0.6063
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.0015,0.3831
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,2.0692
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.0114,0.257
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005,0.9959
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.0016,0.3868
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0,3.2317
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0022,1.1195
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0024,0.266
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0028,1.9304
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0,0.4279
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0218,0.7758
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0015,0.4279
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.0131,1.0819
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0004,0.3824
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0013,0.709
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.0072,0.6113
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.0056,0.3995
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0001,13.8139
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.0005,0.3969
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.0007,0.5775
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0026,0.2642
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.4804
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.0155,0.5803
