@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0085
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0033
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.001
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.0002
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0145
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0031
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.0015
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.0114
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.0016
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0022
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0024
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0028
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0218
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0015
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.0131
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0004
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0013
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.0072
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.0056
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0001
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.0005
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.0007
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0026
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.0155
