@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC

@DATA
C880.blif_0.10_0.20_0_0_inp_exact,1,0.248109,0.551508,93.636364,0.81321,656,2.274206,1046,44.25,0.444042,1030,0.555556,2644,0.010212,0.00445,0.020424,6067,22.125,16,0.58888,0.551971,0.551971,53.996176,2055,1.006495,0.452059,0.552048,0.447658,0.991931,2.601338,1988,1.009169,1557
C880.blif_0.10_0.20_0_0_out_exact,1,0.256844,0.552976,479.5,0.808396,638,2.288647,973,6.285714,0.443184,959,0.557153,2484,0.008857,0.00384,0.017713,5729,3.142857,14,0.572866,0.553386,0.553386,7.026721,1903,1.006806,0.444799,0.558761,0.440903,0.993056,2.632066,1846,1.008069,1423
C880.blif_0.10_0.20_0_1_inp_exact,1,0.248109,0.551343,93.636364,0.813752,656,2.274206,1046,44.25,0.444206,1030,0.555388,2644,0.010212,0.00445,0.020424,6067,22.125,16,0.589259,0.551804,0.551804,54.016252,2054,1.006495,0.452228,0.551882,0.447825,0.991928,2.602294,1988,1.009171,1558
C880.blif_0.10_0.20_0_1_out_exact,1,0.256844,0.552976,479.5,0.808396,638,2.288647,973,6.285714,0.443184,959,0.557153,2484,0.008857,0.00384,0.017713,5729,3.142857,14,0.572866,0.553386,0.553386,7.026721,1903,1.006806,0.444799,0.558761,0.440903,0.993056,2.632066,1846,1.008069,1423
C880.blif_0.10_1.00_0_0_inp_exact,1,0.254789,0.552689,504.5,0.809337,665,2.283142,1022,7.384615,0.443316,1009,0.555763,2610,0.009195,0.003995,0.018391,6007,3.692308,13,0.58046,0.553113,0.553113,7.815068,2022,1.00479,0.449913,0.553125,0.446588,0.992771,2.629159,1945,1.006797,1515
C880.blif_0.10_1.00_0_0_out_exact,1,0.259419,0.553495,490,0.806699,661,2.288462,993,7.384615,0.442422,980,0.556701,2548,0.009419,0.004082,0.018838,5879,3.692308,13,0.571821,0.553936,0.553936,7.042296,1960,1.004992,0.443339,0.559441,0.440198,0.992624,2.643505,1887,1.00631,1457
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.259419,0.553325,490,0.807255,661,2.288462,993,7.384615,0.442592,980,0.556529,2548,0.009419,0.004082,0.018838,5879,3.692308,13,0.572214,0.553764,0.553764,7.045317,1959,1.004992,0.443531,0.559252,0.440388,0.992622,2.644512,1887,1.006313,1458
CHAIN23v.24-shuffled,1,0.107613,0.743712,1633.5,0.344607,2116,2.204597,3290,16,0.254175,3267,0.746819,19663,0.004679,0.002113,0.009358,43533,8,23,0.380257,0.744746,0.744746,9.502432,18076,1.002784,0.248035,0.752241,0.247021,0.997158,3.391185,17522,1.001113,7477
cmu.dme1.B-f2,1,0.333203,0.571333,469,0.750293,854,2.012095,1046,15.222222,0.359926,938,0.56046,2563,0.160359,0.068741,0.320718,5979,7.611111,108,0.533359,0.582703,0.582703,6.292543,1882,0.961828,0.408522,0.581378,0.40912,0.879684,2.450287,1708,0.975873,1367
cmu.dme1.B-f3,1,0.33326,0.571375,816.5,0.750165,1513,2.104405,1795,12.814815,0.379626,1633,0.574197,4540,0.114317,0.048999,0.228634,10592,6.407407,162,0.523128,0.579129,0.579129,6.646797,3308,0.991484,0.421636,0.579865,0.413836,0.914243,2.529248,3026,1.003573,2375
cmu.dme1.B-f4-shuffled,1,0.333284,0.571392,1209,0.750111,2247,2.147137,2634,11.611111,0.388748,2418,0.579014,6742,0.092999,0.03986,0.185998,15730,5.805556,216,0.517799,0.577577,0.577577,6.79385,4890,1.002488,0.42625,0.579218,0.415817,0.93024,2.559605,4494,1.012995,3491
cmu.dme2.B-f2,1,0.333234,0.571355,601.5,0.750224,1115,2.051405,1313,17.127273,0.368306,1203,0.557744,3346,0.140765,0.060338,0.28153,7806,8.563636,110,0.513449,0.581148,0.581148,6.706017,2404,0.959727,0.409602,0.579754,0.412366,0.894395,2.548363,2230,0.974671,1718
cmu.periodic.N-d2-shuffled,1,0.33331,0.571412,2475,0.750052,4854,2.156767,5014,80.3125,0.390771,4950,0.540493,14563,0.088237,0.037817,0.176475,33979,40.15625,64,0.448053,0.577255,0.577255,7.504587,9867,0.936316,0.395382,0.58105,0.41403,0.933817,2.904467,9708,0.943746,6525
cmu.periodic.N-d4-shuffled,1,0.333323,0.571421,5629,0.750023,11098,2.115903,11386,113.09375,0.381994,11258,0.530804,33295,0.108695,0.046584,0.21739,77687,56.546875,128,0.446944,0.578759,0.578759,7.625329,22521,0.917142,0.388957,0.580438,0.413511,0.918476,2.924205,22196,0.927056,14881
cmu.periodic.N-f4-shuffled,1,0.333324,0.571422,6009,0.750021,11858,2.114378,12146,121.6875,0.381667,12018,0.530096,35575,0.109459,0.046912,0.218918,83007,60.84375,128,0.447843,0.578817,0.578817,7.627779,24028,0.915828,0.388304,0.580527,0.413364,0.917904,2.928948,23716,0.925694,15932
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.269555,0.516146,76.5,0.937438,224,2.326113,310,21,0.479241,306,0.518219,831,0.01083,0.004613,0.021661,1951,10.5,4,0.677497,0.516296,0.516296,21.093548,562,1.003725,0.486865,0.51631,0.483588,0.991063,3.045161,607,1.006565,563
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.275534,0.51712,152.5,0.933788,232,2.356295,306,4,0.482377,305,0.51831,842,0.001188,0.000504,0.002375,1986,2,1,0.665083,0.517137,0.517137,9.385621,564,1.002268,0.484097,0.517149,0.48284,0.999026,3.133987,610,1.00258,560
connect_5x4_3_R-shuffled,1,0.981203,0.366656,453.090909,1.727349,15295,3.487105,5034,264.56,0.620638,4984,0.361174,15588,0.045291,0.00907,0.077624,55567,154.36,50,0.772453,0.365546,0.365546,72.846444,1332,0.988038,0.616051,0.376955,0.623956,0.975263,6.991061,64,0.988774,12041
connect_5x4_4_W-shuffled,1,0.97723,0.374149,391.272727,1.672735,12575,3.431147,4354,265.04,0.610223,4304,0.367212,12868,0.055098,0.011153,0.09442,45367,154.72,50,0.777199,0.372984,0.372984,74.172715,1332,0.984524,0.608113,0.384117,0.616716,0.97019,6.52113,64,0.987384,10001
connect_6x5_4_D-shuffled,1,0.985032,0.376675,617.875,1.654808,32509,3.502409,9976,464,0.610381,9886,0.370884,33003,0.046359,0.009137,0.079084,118200,272,90,0.786262,0.375837,0.375837,113.822875,2713,0.986822,0.608212,0.383994,0.616697,0.975743,7.385425,94,0.987349,25949
connect_6x5_5_R-shuffled,1,0.981946,0.378828,546.625,1.639719,26869,3.441509,8836,464,0.605363,8746,0.371452,27363,0.055915,0.011159,0.095384,96780,272,90,0.783869,0.377859,0.377859,104.592236,2713,0.983045,0.603459,0.386435,0.614345,0.970543,6.803644,94,0.983529,21449
connect_7x6_4_R-shuffled,1,0.989133,0.378211,900.954545,1.644024,70175,3.544301,19968,748.517007,0.610279,19821,0.372897,70946,0.041609,0.008059,0.070744,256473,440.326531,147,0.791489,0.37754,0.37754,171.114583,4970,0.987702,0.609348,0.383459,0.617114,0.978691,7.986378,130,0.988332,56153
connect_7x6_6_W-shuffled,1,0.985066,0.382138,725.318182,1.616857,50855,3.448476,16104,748.816327,0.601714,15957,0.374246,51626,0.057258,0.011308,0.097354,183057,440.544218,147,0.788304,0.381299,0.381299,157.040859,4970,0.981503,0.602315,0.387499,0.613164,0.970409,7.023348,130,0.983369,40697
connect_8x7_3_D-shuffled,1,0.992032,0.366493,1375.586207,1.728562,141441,3.566445,40116,1131,0.623546,39892,0.361583,142577,0.036135,0.006929,0.061272,517229,667,224,0.77845,0.365742,0.365742,232.441171,8415,0.98863,0.623125,0.370264,0.630432,0.981093,8.168013,172,0.989502,110989
connect_8x7_7_D-shuffled,1,0.987274,0.384616,927.586207,1.599993,88129,3.453056,27124,1131,0.59913,26900,0.376418,89265,0.057716,0.011307,0.097866,316973,667,224,0.791676,0.38389,0.38389,203.962911,8415,0.980537,0.599543,0.388904,0.61171,0.970602,7.191417,172,0.981096,70669
connect_9x8_3_R-shuffled,1,0.993396,0.36651,1795.72973,1.728439,240831,3.57817,66766,1628.493827,0.623914,66442,0.361633,242432,0.03483,0.006632,0.058953,881755,962.308642,324,0.779291,0.365807,0.365807,305.03018,13408,0.988589,0.623928,0.369446,0.631212,0.981904,8.366279,220,0.989492,188925
connect_9x8_6_D-shuffled,1,0.991929,0.392242,1363.72973,1.549446,196767,3.565046,50782,1628.493827,0.596054,50458,0.386603,198368,0.042567,0.008106,0.072048,721483,962.308642,324,0.810841,0.3919,0.3919,314.405833,13408,0.986485,0.596504,0.395497,0.60478,0.979335,8.634693,220,0.986768,160845
connect_9x8_8_D-shuffled,1,0.988921,0.386529,1153.567568,1.58713,142911,3.456758,43006,1628.493827,0.597038,42682,0.377995,144512,0.058431,0.011381,0.098898,513835,962.308642,324,0.794156,0.385881,0.385881,266.45689,13408,0.979566,0.597994,0.389911,0.610643,0.970556,7.329745,220,0.980176,114765
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.719164,0.654185,143.1,0.52862,3580,2.388108,1631,97.25,0.242222,1431,0.656572,4978,0.30233,0.078125,0.530333,14528,62.625,200,0.285054,0.703987,0.703987,32.148988,4105,0.932647,0.31317,0.639002,0.31725,0.880577,3.080319,1398,0.867511,1419
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.720612,0.654968,142.6,0.526792,3580,2.389895,1621,100.25641,0.24195,1426,0.655571,4968,0.300926,0.07826,0.529388,14503,64.487179,195,0.283615,0.704455,0.704455,32.279457,4105,0.930607,0.311389,0.639411,0.316582,0.880514,3.086983,1388,0.863558,1409
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.713432,0.652106,145.1,0.533494,3580,2.381028,1656,97.560976,0.243301,1451,0.654513,5018,0.304902,0.078616,0.534077,14628,62.926829,205,0.290753,0.702126,0.702126,32.27657,4120,0.932187,0.315338,0.6358,0.319896,0.879442,3.073068,1438,0.865837,1459
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.719887,0.654861,142.6,0.527041,3580,2.388498,1621,99.615385,0.242128,1426,0.655119,4973,0.300623,0.07855,0.529861,14513,63.717949,195,0.284335,0.704159,0.704159,32.236274,4110,0.930357,0.312112,0.639782,0.317017,0.880051,3.090068,1393,0.866455,1414
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.719164,0.654185,143.1,0.52862,3580,2.388108,1631,97.25,0.242222,1431,0.656572,4978,0.30233,0.078125,0.530333,14528,62.625,200,0.285054,0.703987,0.703987,32.148988,4105,0.932647,0.31317,0.639002,0.31725,0.880577,3.080319,1398,0.867511,1419
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.716287,0.653313,144.1,0.530659,3580,2.384554,1641,99.25,0.242763,1441,0.654544,4998,0.303121,0.078543,0.532213,14578,63.875,200,0.287915,0.703054,0.703054,32.300427,4115,0.931001,0.313513,0.637275,0.318578,0.879777,3.079829,1418,0.864326,1439
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.714856,0.652537,144.6,0.53248,3580,2.382788,1651,97.073171,0.243032,1446,0.655523,5008,0.304513,0.078409,0.533147,14603,62.560976,205,0.289337,0.702589,0.702589,32.231981,4115,0.93301,0.314958,0.636559,0.319238,0.87984,3.073289,1428,0.8666,1449
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.717004,0.653643,143.6,0.529888,3580,2.384939,1636,98.625,0.24267,1436,0.655105,4993,0.302423,0.078624,0.531744,14563,63.25,200,0.287202,0.703225,0.703225,32.273839,4115,0.931573,0.313634,0.637972,0.318348,0.879714,3.08313,1413,0.866324,1434
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.717004,0.653643,143.6,0.529888,3580,2.384939,1636,98.625,0.24267,1436,0.655105,4993,0.302423,0.078624,0.531744,14563,63.25,200,0.287202,0.703225,0.703225,32.273839,4115,0.931573,0.313634,0.637972,0.318348,0.879714,3.08313,1413,0.866324,1434
Core1108_tbm_03.tex.module.000003,1,0.562066,0.588453,67.3,0.69937,1132,2.072493,893,62.045455,0.254414,673,0.640255,2014,0.441907,0.105932,0.739821,5664,40.909091,220,0.443893,0.654768,0.654768,30.694289,1356,0.977835,0.399152,0.552124,0.387171,0.819982,2.610302,882,0.891212,894
Core1108_tbm_03.tex.module.000019,1,0.573348,0.587103,61.3,0.703278,1024,2.057671,833,53.977273,0.262103,613,0.634688,1786,0.425532,0.12004,0.764278,5040,32.5,220,0.433371,0.640544,0.640544,28.379352,1258,0.990858,0.419981,0.55693,0.397541,0.795539,2.498199,762,0.947889,774
Core1108_tbm_03.tex.module.000021,1,0.574958,0.585288,61.3,0.70856,1024,2.06064,833,53.863636,0.26163,613,0.63595,1781,0.432341,0.117296,0.763616,5030,33.181818,220,0.43178,0.641417,0.641417,28.463385,1243,0.991477,0.418768,0.554742,0.396377,0.799592,2.504202,757,0.940506,769
Core1108_tbm_03.tex.module.000023,1,0.573348,0.584127,61.3,0.711957,1024,2.057671,833,54.204545,0.262103,613,0.634688,1786,0.433931,0.117063,0.764278,5040,33.75,220,0.433371,0.640544,0.640544,28.709484,1243,0.990858,0.419588,0.552195,0.397541,0.799592,2.516206,762,0.93699,774
Core1108_tbm_03.tex.module.000031,1,0.566999,0.582318,62.3,0.717274,1024,2.051495,843,55.113636,0.263458,623,0.628448,1806,0.434662,0.117878,0.766888,5090,33.75,220,0.439646,0.638057,0.638057,28.748517,1253,0.98494,0.420562,0.551909,0.40062,0.797571,2.521945,782,0.938565,794
Core1108_tbm_03.tex.module.000034,1,0.567991,0.583763,61.8,0.713023,1015,2.052602,838,54.545455,0.263398,618,0.630084,1787,0.43089,0.119095,0.766648,5038,33.181818,220,0.438724,0.638222,0.638222,28.53222,1244,0.987249,0.42099,0.553084,0.400241,0.795988,2.502387,772,0.941988,784
Core1108_tbm_03.tex.module.000037,1,0.571098,0.583367,59.4,0.714185,988,2.053179,809,53.953488,0.263007,594,0.632714,1730,0.433526,0.118804,0.768786,4882,33.023256,215,0.435838,0.638514,0.638514,28.55377,1202,0.990917,0.421739,0.552932,0.399301,0.796348,2.514215,742,0.943344,754
Core1108_tbm_03.tex.module.000038,1,0.57218,0.583851,58.9,0.712766,979,2.054354,804,53.139535,0.261905,589,0.635881,1711,0.435418,0.118012,0.768556,4830,32.674419,215,0.434833,0.640114,0.640114,28.327114,1188,0.993388,0.421263,0.553738,0.397627,0.797872,2.5,732,0.94398,744
Core1108_tbm_03.tex.module.000039,1,0.57218,0.583851,58.9,0.712766,979,2.054354,804,53.139535,0.261905,589,0.635881,1711,0.435418,0.118012,0.768556,4830,32.674419,215,0.434833,0.640114,0.640114,28.327114,1188,0.993388,0.421263,0.553738,0.397627,0.797872,2.5,732,0.94398,744
Core1108_tbm_03.tex.module.000048,1,0.573286,0.584554,58.4,0.710705,970,2.055556,799,53.023256,0.262662,584,0.636542,1692,0.431442,0.119297,0.768322,4778,32.325581,215,0.433806,0.63916,0.63916,28.335419,1184,0.995904,0.423398,0.553452,0.399237,0.795918,2.484355,722,0.948157,734
Core1108_tbm_03.tex.module.000056,1,0.57797,0.583151,56.4,0.714822,934,2.048267,774,51.190476,0.265864,564,0.629114,1616,0.42698,0.124726,0.779703,4570,30,210,0.429455,0.632931,0.632931,27.45478,1148,0.993971,0.428677,0.555997,0.402856,0.786116,2.46124,682,0.965482,694
Core1108_tbm_03.tex.module.000057,1,0.579211,0.58278,55,0.715913,925,2.049468,755,51.585366,0.266711,550,0.628331,1597,0.425798,0.125055,0.779587,4518,30,205,0.428303,0.631836,0.631836,27.735099,1139,0.994452,0.429913,0.556591,0.403547,0.785416,2.496689,672,0.969562,684
Core1108_tbm_03.tex.module.000058,1,0.580482,0.5824,53.6,0.717032,916,2.047529,741,50.853659,0.267577,536,0.630249,1578,0.424588,0.126511,0.782636,4466,29.268293,205,0.427123,0.630145,0.630145,27.840756,1130,1.000165,0.434348,0.556963,0.404815,0.782776,2.516869,662,0.980389,674
Core1108_tbm_03.tex.module.000064,1,0.581783,0.582012,53.1,0.718178,907,2.045542,736,50.121951,0.268464,531,0.629287,1559,0.423348,0.128002,0.78576,4414,28.536585,205,0.425914,0.62841,0.62841,27.608696,1121,1.001395,0.43691,0.557347,0.406118,0.78007,2.506793,652,0.987025,664
Core1108_tbm_03.tex.module.000065,1,0.583117,0.581614,52.6,0.719354,898,2.043506,726,50.875,0.269372,526,0.623982,1540,0.422078,0.129528,0.788961,4362,28.75,200,0.424675,0.626629,0.626629,27.630854,1112,0.995777,0.436054,0.557126,0.40746,0.777296,2.513774,642,0.984599,654
Core1108_tbm_03.tex.module.000090,1,0.588798,0.581608,47.9,0.719371,862,2.041667,664,51.756757,0.267935,479,0.626035,1464,0.426913,0.129995,0.795765,4154,29.324324,185,0.419399,0.627635,0.627635,28.426205,1056,0.997452,0.436082,0.558531,0.405365,0.77649,2.61747,602,0.987797,614
Core1108_tbm_03.tex.module.000092,1,0.590311,0.583374,46.5,0.714166,853,2.039446,650,50.945946,0.266699,465,0.631452,1445,0.425606,0.131643,0.799308,4102,28.513514,185,0.417993,0.628775,0.628775,28.423077,1047,1.004257,0.438333,0.561112,0.40404,0.774342,2.629231,592,0.998734,604
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.714777,0.633607,135.6,0.578266,3115,2.403626,1576,82.045455,0.263619,1356,0.645115,4358,0.301744,0.078546,0.532354,12795,51.477273,220,0.289812,0.677995,0.677995,31.221447,3623,0.951503,0.341682,0.618122,0.341877,0.876033,2.974619,1243,0.894741,1263
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.713141,0.632761,136.1,0.580375,3115,2.401557,1586,80.888889,0.263885,1361,0.646016,4368,0.303342,0.078393,0.533425,12820,51,225,0.291438,0.677502,0.677502,31.22005,3623,0.953526,0.342996,0.616876,0.342579,0.876109,2.968474,1253,0.895259,1273
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.711512,0.632308,136.6,0.581507,3115,2.399497,1591,81.555556,0.264149,1366,0.644877,4378,0.303792,0.07863,0.534491,12845,51.333333,225,0.293056,0.677011,0.677011,31.269642,3628,0.952536,0.343224,0.616215,0.343278,0.875646,2.968573,1263,0.894313,1283
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.713958,0.633503,135.6,0.578526,3115,2.402017,1576,81.931818,0.263803,1356,0.644611,4363,0.301398,0.078875,0.53289,12805,51.25,220,0.290626,0.677672,0.677672,31.240482,3628,0.951214,0.342257,0.618052,0.342352,0.875493,2.977792,1248,0.896084,1268
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.714777,0.633607,135.6,0.578266,3115,2.403626,1576,82.045455,0.263619,1356,0.645115,4358,0.301744,0.078546,0.532354,12795,51.477273,220,0.289812,0.677995,0.677995,31.221447,3623,0.951503,0.341682,0.618122,0.341877,0.876033,2.974619,1243,0.894741,1263
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.711512,0.632308,136.6,0.581507,3115,2.399497,1591,81.555556,0.264149,1366,0.644877,4378,0.303792,0.07863,0.534491,12845,51.333333,225,0.293056,0.677011,0.677011,31.269642,3628,0.952536,0.343224,0.616215,0.343278,0.875646,2.968573,1263,0.894313,1283
Core1108_tbm_09.tex.module.000008,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.5,0.225857,1112,0.632124,3467,0.475916,0.086708,0.716758,9630,72.4,250,0.47707,0.695591,0.695591,35.396476,2057,0.908758,0.342411,0.552388,0.359179,0.856158,2.80837,1642,0.764973,1654
Core1108_tbm_09.tex.module.000009,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.3,0.225857,1112,0.632124,3467,0.475916,0.086708,0.716758,9630,72.2,250,0.47707,0.695591,0.695591,35.359765,2057,0.908758,0.34257,0.552645,0.359179,0.856158,2.80837,1642,0.765767,1654
Core1108_tbm_09.tex.module.000010,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.5,0.225857,1112,0.632124,3467,0.475916,0.086708,0.716758,9630,72.4,250,0.47707,0.695591,0.695591,35.396476,2057,0.908758,0.342411,0.552388,0.359179,0.856158,2.80837,1642,0.764973,1654
Core1108_tbm_09.tex.module.000028,1,0.538028,0.600076,94.7,0.666456,1528,2.047183,1197,77,0.233131,947,0.633912,2840,0.464789,0.09856,0.739437,7914,55,250,0.466197,0.682663,0.682663,32.230576,1760,0.928588,0.361577,0.55553,0.36758,0.835755,2.64411,1312,0.813502,1324
Core1108_tbm_09.tex.module.000033,1,0.542151,0.599114,90.2,0.669132,1447,2.044211,1152,71.8,0.235697,902,0.634807,2669,0.460847,0.102068,0.745598,7446,50.2,250,0.462345,0.678336,0.678336,31.197917,1679,0.935831,0.3683,0.556898,0.370329,0.829635,2.591146,1222,0.831186,1234
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130,0.235517,2929,0.680423,10244,0.244533,0.054929,0.407068,30312,90.3,250,0.25654,0.726915,0.726915,32.244416,8656,0.936042,0.282977,0.665639,0.291641,0.919441,3.033658,2600,0.846323,2628
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.747653,0.682473,291.9,0.465259,7644,2.553991,3164,131.428571,0.235246,2919,0.680297,10224,0.243545,0.054854,0.405908,30262,91.22449,245,0.255086,0.727367,0.727367,32.225032,8651,0.935287,0.282193,0.666569,0.290983,0.919624,3.036979,2580,0.846331,2608
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130,0.235517,2929,0.680423,10244,0.244533,0.054929,0.407068,30312,90.3,250,0.25654,0.726915,0.726915,32.244416,8656,0.936042,0.282977,0.665639,0.291641,0.919441,3.033658,2600,0.846323,2628
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.746193,0.682232,291.9,0.465777,7644,2.550957,3164,132.244898,0.235595,2919,0.679399,10244,0.243069,0.055442,0.407068,30302,91.020408,245,0.25654,0.72681,0.72681,32.310367,8671,0.934768,0.282847,0.666253,0.291811,0.918735,3.0433,2600,0.847489,2628
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.744014,0.680982,294.4,0.468468,7644,2.548861,3199,129.215686,0.235923,2944,0.68007,10274,0.245766,0.055122,0.408799,30387,89.705882,255,0.258711,0.726238,0.726238,32.286652,8666,0.936428,0.283924,0.664376,0.292623,0.919055,3.030322,2630,0.845959,2658
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130,0.235517,2929,0.680423,10244,0.244533,0.054929,0.407068,30312,90.3,250,0.25654,0.726915,0.726915,32.244416,8656,0.936042,0.282977,0.665639,0.291641,0.919441,3.033658,2600,0.846323,2628
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130,0.235517,2929,0.680423,10244,0.244533,0.054929,0.407068,30312,90.3,250,0.25654,0.726915,0.726915,32.244416,8656,0.936042,0.282977,0.665639,0.291641,0.919441,3.033658,2600,0.846323,2628
Core1108_tbm_21.tex.module.000008,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.375,0.236106,667,0.643796,2118,0.46034,0.104412,0.753069,5938,48.625,200,0.445703,0.677182,0.677182,32.462514,1383,0.950699,0.374435,0.559856,0.36936,0.825892,2.741638,932,0.85071,944
Core1108_tbm_21.tex.module.000009,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.625,0.236106,667,0.643796,2118,0.46034,0.104412,0.753069,5938,48.875,200,0.445703,0.677182,0.677182,32.520185,1383,0.950699,0.374142,0.559419,0.36936,0.825892,2.741638,932,0.849202,944
Core1108_tbm_21.tex.module.000010,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.125,0.236106,667,0.643796,2118,0.46034,0.104412,0.753069,5938,48.375,200,0.445703,0.677182,0.677182,32.404844,1383,0.950699,0.374728,0.560294,0.36936,0.825892,2.741638,932,0.852224,944
Core1108_tbm_21.tex.module.000014,1,0.56754,0.598355,62.2,0.67125,1105,2.044171,822,64,0.239854,622,0.644585,1947,0.454545,0.110603,0.76528,5470,42.625,200,0.438624,0.670352,0.670352,31.027981,1302,0.961562,0.385365,0.561996,0.373762,0.815154,2.672749,842,0.87982,854
Core1108_tbm_21.tex.module.000017,1,0.56754,0.598355,62.2,0.67125,1105,2.044171,822,65,0.239854,622,0.644585,1947,0.454545,0.110603,0.76528,5470,43.625,200,0.438624,0.670352,0.670352,31.514599,1302,0.961562,0.386585,0.558914,0.375683,0.815154,2.672749,842,0.876438,854
Core1108_tbm_21.tex.module.000023,1,0.576577,0.596761,57.7,0.675712,1024,2.039414,777,58.25,0.244302,577,0.646119,1776,0.447635,0.116953,0.777027,5002,37.375,200,0.43018,0.662617,0.662617,29.620335,1221,0.975102,0.397162,0.5632,0.378655,0.80402,2.595882,752,0.909254,764
Core1108_tbm_21.tex.module.000026,1,0.576577,0.593762,57.7,0.684175,1024,2.039414,772,59.487179,0.244302,577,0.641962,1776,0.456081,0.113954,0.777027,5002,39.230769,195,0.43018,0.662617,0.662617,30.03886,1206,0.968827,0.394981,0.55946,0.378655,0.808081,2.632124,752,0.896586,764
Core1108_tbm_21.tex.module.000027,1,0.576577,0.593762,57.7,0.684175,1024,2.039414,777,58.25,0.244302,577,0.646119,1776,0.456081,0.113954,0.777027,5002,38.5,200,0.43018,0.662617,0.662617,29.90991,1206,0.975102,0.397162,0.55893,0.378655,0.808081,2.615187,752,0.900451,764
