@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,2662,0.04,125,0.0451,0.04,0.04,25,0.0071,30,20,20,24.6957,125,11.4855,0.04
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S279212213-020.cnf,1,42000,41741,0.0003,9767,0.0006,0.0003,0.0003,2133,0.0002,2169,2084,2096,2132.3,10000,293.6,0.0006
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S56884336-05.cnf,1,29400,29244,0.0004,6852,0.0009,0.0004,0.0004,1490,0.0002,1523,1468,1452,1461.2,7000,223.122,0.0007
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1778559297-006.cnf,1,1785,1777,0.0073,412,0.0144,0.0074,0.0074,91,0.0037,100,82,82,91.1975,420,15.2046,0.0097
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1500472284-060.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,135,0.0014,147,123,123,134.333,700,38.2599,0.0071
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0086,12,6,6,8.9179,50,6.729,0.14
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,173,0.001,184,158,159,172.75,900,50.9649,0.0056
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1738460433-02.UNSAT.shuffled.cnf,1,2769,2769,0.0385,130,0.0449,0.0385,0.0385,26,0.0077,31,21,21,25.7194,130,11.1491,0.0385
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,8010,8010,0.0778,90,0.0111,0.0778,0.0778,15,0.0045,19,12,12,15.3377,90,10.6122,0.0778
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2094973797-12-SAT.cnf,1,2280,2207,0.0034,586,0.01,0.0051,0.0051,127,0.0026,137,116,116,126.66,630,18.8054,0.0085
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S77566504-14.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,32,0.0022,39,28,27,33.2339,200,17.9236,0.035
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S319509287-085-UNKNOWN.cnf,1,40000,40000,0.0025,2000,0.0091,0.0025,0.0025,384,0.0005,405,365,364,380.526,2000,112.711,0.0025
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf,1,4026,3834,0.0018,1122,0.0052,0.0026,0.0026,242,0.0013,256,227,227,242.011,1295,31.1099,0.0053
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE.cnf,1,1704,1689,0.0078,387,0.0154,0.0079,0.0079,86,0.0039,95,77,77,86.1238,400,13.6365,0.0129
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,2982,2968,0.0044,686,0.0088,0.0044,0.0044,152,0.0021,164,140,141,151.466,700,23.9204,0.0073
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2015297474-031.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,192,0.0009,208,177,178,191.629,1000,54.3881,0.005
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S388731928-13.cnf,1,12000,12000,0.0083,600,0.0242,0.0083,0.0083,115,0.0016,126,104,104,114.941,600,33.9033,0.0083
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1730125812-056.cnf,1,2040,2029,0.0064,468,0.0128,0.0065,0.0065,104,0.0032,114,95,95,104.282,480,15.5479,0.0085
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1678989107-02.SAT.shuffled.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0077,14,8,8,11.2612,65,8.4687,0.1077
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1931398869-036.cnf,1,1917,1917,0.0556,90,0.0461,0.0556,0.0556,18,0.0111,22,14,14,18.0932,90,8.4519,0.0556
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0023,39,27,27,32.7377,200,17.7452,0.035
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,1597,1597,0.0667,75,0.0462,0.0667,0.0667,15,0.0123,19,12,12,15.2887,75,7.0514,0.0667
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,105000,104344,0.0001,24371,0.0003,0.0001,0.0001,5333,0.0001,5368,0,5270,3953,25000,2994.25,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,2982,2968,0.0044,685,0.0088,0.0044,0.0044,151,0.0022,163,140,140,150.766,700,27.8879,0.0058
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S853819067-006.cnf,1,2295,2272,0.0057,530,0.0112,0.0057,0.0057,116,0.0028,126,106,106,116.004,540,20.8701,0.0075
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1963596997-08.SAT.shuffled.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0058,16,10,10,12.9156,75,9.4387,0.0933
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1352224201-070.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0025,35,24,25,29.8829,180,16.2676,0.0389
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,3195,3195,0.0333,150,0.044,0.0333,0.0333,30,0.0063,35,25,24,29.8723,150,12.0408,0.0333
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S432895007-058.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0072,14,8,8,11.2866,65,8.5285,0.1077
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S517749870-003-UNKNOWN.cnf,1,210000,208673,0.0001,48745,0.0001,0.0001,0.0001,10702,0,10702,10622,10694,10622,50000,2013,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2343,2335,0.0055,541,0.011,0.0056,0.0056,120,0.0028,130,109,109,119.452,550,21.598,0.0074
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0027,32,22,21,26.6176,160,15.0175,0.0437
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,25500,25500,0.0233,300,0.0117,0.0233,0.0233,49,0.0015,57,42,43,49.7749,300,25.7749,0.0233
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,9344,8066,0.0008,2610,0.0023,0.0011,0.0011,549,0.0006,571,525,526,549.779,3500,42.3018,0.0027
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,21000,20886,0.0006,4874,0.0013,0.0006,0.0006,1064,0.0003,1099,1031,1023,1066.25,5000,140.884,0.0012
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,28,27,33.2726,200,17.7513,0.035
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,1704,1704,0.0625,80,0.0462,0.0625,0.0625,16,0.0117,20,13,13,16.3239,80,7.1711,0.0625
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,2280,2243,0.0034,594,0.0098,0.005,0.005,129,0.0026,139,119,119,129.455,630,16.2033,0.0101
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0023,36,24,25,29.9065,180,16.3086,0.0389
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,2380,2363,0.0055,543,0.0112,0.0056,0.0056,119,0.0028,130,110,110,119.496,560,19.307,0.0092
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,2343,2343,0.0455,110,0.0456,0.0455,0.0455,22,0.0083,27,18,18,22.3045,110,8.5792,0.0455
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,10500,10419,0.0012,2421,0.0026,0.0013,0.0013,527,0.0006,552,508,506,529.639,2500,71.8684,0.0021
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1850138369-006.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,192,0.0009,207,178,176,191.95,1000,53.4005,0.005
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,193,0.0009,208,175,177,190.573,1000,55.5591,0.005
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,14000,14000,0.0071,700,0.0217,0.0071,0.0071,133,0.0013,146,122,122,133.943,700,38.3721,0.0071
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1339275181-076.cnf,1,58800,58479,0.0002,13668,0.0004,0.0002,0.0002,2974,0.0001,3020,2922,2914,2994.5,14000,387.625,0.0004
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,1700,1694,0.0076,394,0.015,0.0077,0.0077,88,0.0038,97,79,79,88.0722,400,13.4755,0.0102
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1419235015-056.cnf,1,67200,66779,0.0002,15606,0.0004,0.0002,0.0002,3406,0.0001,3457,0,3364,2969.62,16000,571.125,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S440979335-036-UNKNOWN.cnf,1,15000,15000,0.0067,750,0.0207,0.0067,0.0067,145,0.0013,158,132,131,143.819,750,41.6059,0.0067
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,1491,1484,0.0087,343,0.0173,0.0089,0.0089,76,0.0041,84,68,68,76.1049,350,12.9251,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0061,15,9,9,12.0868,70,8.9884,0.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,2130,2116,0.0062,485,0.0125,0.0063,0.0063,107,0.003,117,98,97,107.428,500,16.7221,0.0103
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,204,177,177,190.78,1000,53.648,0.005
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,1533,1524,0.0085,351,0.017,0.0087,0.0087,78,0.0043,86,70,69,77.8606,360,12.0935,0.0142
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,2210,2204,0.0058,513,0.0115,0.0059,0.0059,114,0.0029,124,104,104,114.069,520,17.312,0.0078
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,2130,2116,0.0062,487,0.0123,0.0062,0.0062,107,0.0032,117,97,97,106.927,500,19.3211,0.0103
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,34000,34000,0.0175,400,0.0117,0.0175,0.0175,67,0.0011,76,58,58,65.9081,400,33.5354,0.0175
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,16800,16661,0.0008,3882,0.0016,0.0008,0.0008,841,0.0004,865,817,818,845.722,4000,112.73,0.0013
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,14000,14000,0.0071,700,0.0217,0.0071,0.0071,134,0.0014,148,121,123,133.755,700,39.8097,0.0071
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0013,146,123,122,134.401,700,38.3386,0.0071
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,18000,18000,0.0056,900,0.018,0.0056,0.0056,172,0.001,185,159,160,171.602,900,50.3061,0.0056
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,16800,16687,0.0008,3898,0.0016,0.0008,0.0008,852,0.0004,876,821,825,842.75,4000,117.5,0.0015
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,50400,50017,0.0003,11671,0.0005,0.0003,0.0003,2537,0.0001,2572,2486,2461,2372.43,12000,729.071,0.0005
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,84000,83430,0.0002,19496,0.0003,0.0002,0.0002,4279,0.0001,4324,0,4214,3417.8,20000,1106,0.0003
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,14684,12493,0.0005,4015,0.0015,0.0007,0.0007,836.5,0.0004,862,812,813,828.993,5500,86.1871,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,2662,2662,0.04,125,0.0452,0.04,0.04,25,0.0075,30,20,20,24.8918,125,10.8801,0.04
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0087,12,6,6,8.8736,50,6.8187,0.14
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.006,16,10,10,12.9043,75,9.456,0.0933
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,152.5,0.0012,166,141,140,153.047,800,44.7977,0.0063
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,2380,2370,0.0055,550,0.0109,0.0055,0.0055,122,0.0027,132,111,111,121.707,560,19.7629,0.0091
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0056,16,10,10,12.9385,75,9.372,0.0933
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,75600,75093,0.0002,17563,0.0004,0.0002,0.0002,3873,0.0001,3901,0,3819,3172.5,18000,1912,0.0003
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,35,24,24,29.672,180,16.5562,0.0389
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,1615,1609,0.008,374,0.0157,0.0081,0.0081,84,0.004,92,75,75,83.536,380,12.229,0.0107
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0013,147,123,121,134.229,700,38.2005,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,1491,1488,0.0086,347,0.0168,0.0087,0.0087,77,0.0045,85,69,69,77.1576,350,13.8598,0.0144
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,190.5,0.0009,205,177,178,191.591,1000,55.56,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,2295,2286,0.0057,530,0.0113,0.0057,0.0057,116,0.0028,126,106,106,115.847,540,23.5251,0.0094
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,17354,14875,0.0004,4700,0.0013,0.0006,0.0006,988,0.0003,1016,962,953,993.483,6500,70.4157,0.0021
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,3195,0.0333,150,0.0438,0.0333,0.0333,29,0.0062,35,24,24,29.6375,150,12.5142,0.0333
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,2040,2025,0.0064,467,0.0129,0.0065,0.0065,103,0.0032,113,94,94,103.198,480,15.5814,0.0107
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,1912,1907,0.0068,444,0.0133,0.0068,0.0068,99,0.0033,108,89,89,98.6931,450,13.9345,0.009
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,2556,2556,0.0417,120,0.0453,0.0417,0.0417,24,0.0077,29,19,19,23.8766,120,10.5199,0.0417
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,147000,145983,0.0001,34090,0.0002,0.0001,0.0001,7448,0,7477,7344,7415,7442,34999,1444,0.0002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.0019,43,30,30,36.4747,220,19.5783,0.0318
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,4005,4005,0.1556,45,0.011,0.1556,0.1556,8,0.0086,10,6,6,8.0722,45,6.4782,0.1556
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.002,39,27,27,33.132,200,17.7524,0.035
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,174,0.001,187,158,157,173.039,900,48.5184,0.0056
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,40,28,27,33.19,200,17.7781,0.035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,206,177,178,191.49,1000,55.9748,0.005
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,5340,5340,0.1167,60,0.011,0.1167,0.1167,10,0.0071,14,8,8,10.4477,60,7.9162,0.1167
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,42000,41691,0.0003,9726,0.0006,0.0003,0.0003,2129.5,0.0002,2172,2056,2076,2000.94,10000,409,0.0005
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,27,27,33.0468,200,18.2865,0.035
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,13,0.0056,17,10,10,13.7563,80,9.5983,0.0875
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,54600,54236,0.0002,12648,0.0005,0.0002,0.0002,2760,0.0001,2817,2716,2652,2522.36,13000,619.818,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,2130,0.05,100,0.0459,0.05,0.05,20,0.0089,24,16,16,20.0929,100,8.8061,0.05
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,20400,20400,0.0292,240,0.0117,0.0292,0.0292,39,0.0019,46,34,33,39.6915,240,20.9357,0.0292
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,79800,79295,0.0002,18543,0.0003,0.0002,0.0002,4047.5,0.0001,4078,0,3981,3352.33,19000,748,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,63000,62572,0.0002,14596,0.0004,0.0002,0.0002,3197,0.0001,3226,0,3139,2816.67,15000,1046.33,0.0004
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,8400,8359,0.0015,1960,0.0031,0.0015,0.0015,428,0.0008,448,410,409,428.398,2000,58.0323,0.0026
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,21250,0.028,250,0.0117,0.028,0.028,41,0.0017,48,35,34,41.3997,250,21.7782,0.028
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,2130,2130,0.05,100,0.046,0.05,0.05,20,0.0083,24,16,16,19.9396,100,9.3978,0.05
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,8010,8010,0.0778,90,0.0111,0.0778,0.0778,15,0.0049,19,12,12,15.4016,90,10.4665,0.0778
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,22000,22000,0.0045,1100,0.0152,0.0045,0.0045,211,0.0009,227,195,197,210.704,1100,60.3136,0.0045
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,8400,8355,0.0015,1952,0.0031,0.0016,0.0016,428,0.0008,447,408,406,424.533,2000,56.1372,0.0026
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,37,0.002,43,31,30,36.6216,220,19.3936,0.0318
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,2130,2111,0.0062,481,0.0127,0.0064,0.0064,107,0.0031,117,97,97,106.702,500,16.0949,0.0104
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0026,32,21,22,26.2243,160,15.0618,0.0437
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,1530,1517,0.0087,346,0.0174,0.0089,0.0089,78,0.0043,86,69,69,77.5501,360,9.6205,0.0145
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,42000,41730,0.0003,9756,0.0006,0.0003,0.0003,2133,0.0002,2153,2098,2083,2132.72,10000,291.778,0.0005
