@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,12.1118,0.9147,0.513,1,0.6914,0.1894,1.8179,1.6664,1.246,0.3532,0.2131,3.3171,0.3302,0.0964,0.2042,0.0626,8.1834,10,7,0.2402,0.4917,0.0117,0.9734,1.0764,0.5026,8.6588,0.6287,0.128,0.0052,1.1359,1,0.9249
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,5.3039,0.7034,0.4661,0.4429,0.4502,0.1251,1.7966,1.6393,1.9589,0.3783,0.1479,2.7094,0.1265,0.0758,0.1476,0.0793,7.2222,8,7,0.1711,0.6601,0.0008,0.3815,1.7683,0.6282,1.3483,0.4026,0.1207,0.0014,0.7633,0.9477,0.9074
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398,0.9209,0.5098,0.4084,0.0385,2.5696,0.0826,0.0308,0.0447,0.0264,13.2594,14,13,0.0194,0.0061,0.0002,0.1873,0.5183,0.0777,0.7651,1.8555,0.0411,0.0008,0.7212,0.2727,0.3661
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565,0.8961,0.1739,0.9396,0.2405,1.1292,0.9808,0.8045,0.188,0.1522,2.4667,0.6633,0.0331,0.0559,0.0314,8.5205,10,7,0.1827,0.853,0.0025,1.0765,0.7561,0.7576,0.6937,0.3302,0.0424,0.0134,0.562,0.7778,0.9252
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9942,1.2724,0.9764,0.5294,0.9843,0.1518,0.7919,0.1583,1.3736,0.3795,0.1648,2.3471,0.9787,0.0971,0.3037,0.0162,46.2167,47,45,0.1882,0.9469,0.0007,2.0117,0.7046,0.7466,0.5345,0.3938,0.2674,0.0028,1.4085,1,0.9772
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,5.0305,0.7099,0.4641,0.4633,0.4658,0.1299,1.7837,1.652,1.593,0.3732,0.1537,3.0083,0.1271,0.0782,0.1485,0.0745,7.3832,8,7,0.1754,0.6344,0.0013,0.4007,1.5149,0.5827,1.3238,0.4297,0.1204,0.0005,0.8194,0.9524,0.8626
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,1.9454,1.0716,0.6123,0.4229,0.7018,0.1513,1.8363,1.5865,1.3351,0.3271,0.1487,3.4745,0.5003,0.0405,0.1053,0.0245,86.1579,89,83,0.1796,0.6169,0.0003,0.6744,1.1329,0.5435,0.7693,0.5474,0.052,0.0003,1.2631,0.8182,0.8852
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0,0.5487,0.9993,0,0.9993,0.0085,0.677,0.6749,0.0058,0.5937,0.0021,0.7668,0.3914,0,0,0,3,3,3,0.5229,0.6934,0.0417,0.2856,0.086,0.6935,0,0.0033,0,0,0,0.5333,0.6986
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957,1.9839,4.1274,0.3373,0.249,4.1473,0.401,0.0404,0.1091,0.0233,20.3333,21,20,0.249,0.7812,0.0013,1.0023,2.3254,0.6507,1.0904,0.4575,0.073,0,1.1166,0.9487,0.9498
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025,0.7486,0.1383,0.8695,0.1828,1.3866,1.0186,0.4517,0.3933,0.161,2.5823,0.6234,0.0164,0.0316,0.0162,15.3571,16,15,0.2674,0.7383,0.0001,0.4924,0.4602,0.5756,0.7637,0.5411,0.0271,0,0.85,0.7647,0.8791
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,4.7403,0.7349,0.5351,0.4343,0.5676,0.1417,1.7034,1.6186,1.3257,0.3536,0.159,3.3982,0.1293,0.0684,0.1526,0.0512,6.7393,8,5,0.1901,0.5915,0.0052,0.4981,1.1785,0.5422,1.4109,0.5703,0.1023,0.0023,1.0385,0.957,0.9429
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468,0.9141,0.5,0.9106,0.0503,1.1132,0.7386,5.21,0.7451,0.2785,3.5214,0.8664,0.0422,0.1777,0,4,4,4,0.3076,1,0.0004,2.3455,3.7711,0.9393,0.038,0.1871,0.0363,0,2.1446,0.9688,1
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.9694,0.7008,0.5386,0.2927,0.7275,0.2115,1.258,1.0416,1.0031,0.3588,0.086,2.5299,0.1658,0.0515,0.1092,0.0389,11.0476,12,2,0.0664,0.1654,0.0003,0.2369,1.1875,0.2247,0.4016,0.8244,0.0586,0.0207,0.8375,0.6923,0.4588
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.4405,0.4535,0.5125,0.2404,0.5555,0.1745,1.057,0.8806,0.5841,0.4092,0.0429,2.3497,0.0613,0.0313,0.0566,0.0293,20.131,24,16,0.025,0.0144,0.0005,0.1787,0.4551,0.0981,0.3883,1.5924,0.0398,0.0004,0.6349,0.6667,0.3927
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0252,1.1142,0.9546,0.4302,0.9642,0.1248,0.9367,0.2774,0.8485,0.4368,0.3145,2.5695,0.9544,0.0687,0.3083,0.0033,11.8148,14,10,0.4272,0.887,0.0009,0.9959,0.8107,0.6327,0.0059,0.6094,0.0654,0.0004,1.7697,0.9684,0.9511
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,1.1123,0.9302,0.7246,0.1629,0.85,0.1647,1.4502,1.0735,0.7045,0.4266,0.1492,2.9644,0.6039,0.0193,0.053,0.0053,17.2128,18,16,0.2424,0.6598,0.0002,0.4781,0.6419,0.5361,0.6673,0.6006,0.0361,0.0001,1.1518,0.75,0.8822
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1385,1.026,0.595,1,0.7903,0.0327,1.3268,0.5611,0.8492,0.4516,0.0364,4.8658,0.7903,0.0149,0.0241,0,5.68,6,5,0.0026,0.5615,0.0023,0.8758,0.8261,0.5588,0.0046,0.2327,0.0005,0,3.9569,1,0.7303
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,2.007,1.0273,0.7442,0.1995,0.901,0.1677,1.3602,1.0189,0.5124,0.3648,0.1595,2.7798,0.5832,0.0149,0.0319,0.0126,14.95,15,14,0.2476,0.6511,0.0002,0.433,0.4998,0.5286,1.334,0.5915,0.0252,0,0.8815,0.8,0.8627
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.7286,1.205,0.9909,0.6587,0.9911,0.1425,0.7353,0.0684,4.8319,0.4067,0.2287,1.3173,0.9909,0.1561,0.4052,0.0748,33,33,33,0.3406,0.9451,0.0018,5.9293,0.7826,0.8145,0.3399,0.3021,0.3129,0.0112,1.0248,1,0.9961
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.5855,0.5695,0.9297,0.201,0.9297,0.0091,0.6529,0.4317,1.1036,0.4609,0.3128,3.9083,0.0213,0.0063,0.0245,0,3.7621,4,3,0.2524,0.4627,0.03,1.2565,0.9566,0.4938,0.0065,0.6445,0.0015,0,2.9718,0.8849,0.9374
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,9.926,0.7158,0.514,0.207,0.6724,0.137,1.7167,1.5599,0.6773,0.4847,0.136,3.392,0.2611,0.0386,0.1092,0.0267,8.245,10,6,0.1359,0.3235,0.01,0.4777,0.6215,0.3517,3.4209,0.7506,0.062,0,1.0835,0.5,0.7301
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908,0.6059,0.2404,0.8105,0.2194,1.4572,1.1609,1.552,0.4979,0.278,1.7133,0.1826,0.153,0.2403,0.1603,4.8808,5,4,0.4118,0.155,0.0045,1.263,1.5269,0.2541,1.54,0.7104,0.2403,0.0362,0.5962,0.6667,0.6323
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,4.6936,0.7051,0.4516,0.4501,0.4565,0.137,1.7788,1.6254,1.2746,0.3773,0.1551,3.1187,0.1285,0.0808,0.1498,0.0768,7.3045,9,6,0.1755,0.6165,0.0024,0.3636,1.2369,0.5598,1.3018,0.444,0.1196,0.0005,0.8381,0.9672,0.8469
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,4.8307,0.7062,0.4543,0.443,0.4693,0.1328,1.7619,1.6207,1.5143,0.3748,0.1516,3.0647,0.1229,0.0786,0.1473,0.0738,7.4839,9,7,0.1711,0.6206,0.0016,0.385,1.4341,0.5643,1.2922,0.4458,0.1195,0.0006,0.8212,0.9487,0.8512
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,5.3071,0.7011,0.4692,0.4428,0.4583,0.1255,1.7856,1.6331,2.046,0.3773,0.1472,2.727,0.1239,0.0759,0.1477,0.079,7.2222,8,7,0.171,0.6558,0.0008,0.3822,1.8225,0.6217,1.3572,0.4157,0.1204,0.0016,0.7594,0.9531,0.91
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5408,0.1696,1.0047,0.9017,0.6086,0.4056,0.0385,2.362,0.0718,0.0312,0.0485,0.0291,12.6871,13,12,0.0205,0.0104,0.0002,0.1822,0.4883,0.082,0.7748,1.7485,0.0407,0.0001,0.5774,0.3333,0.3669
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,5.3772,0.7437,0.5296,0.4599,0.5104,0.1291,1.8018,1.6776,1.7003,0.3615,0.1487,3.0342,0.1418,0.0682,0.1484,0.0538,6.4615,7,6,0.198,0.6523,0.0007,0.4145,1.5415,0.6022,1.4558,0.4455,0.1136,0.0011,0.8701,0.9658,0.8897
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565,0.8961,0.1739,0.9396,0.2405,1.1292,0.9808,0.8045,0.188,0.1522,2.4667,0.6633,0.0331,0.0559,0.0314,8.4672,10,7,0.1827,0.853,0.0025,1.0765,0.7561,0.7576,0.6937,0.3302,0.0424,0.0134,0.562,0.7778,0.9252
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,1.6566,1.1056,0.6369,0.4371,0.6764,0.1596,1.7269,1.4869,0.8418,0.3177,0.1525,3.358,0.5198,0.0507,0.1313,0.0198,65.9605,89,47,0.1581,0.5773,0.0006,0.5484,0.7714,0.5461,0.569,0.5211,0.0885,0.0008,1.2405,0.9024,0.8741
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.1609,0.5254,0.9381,0.5,0.9442,0.0443,0.9628,0.5311,7.9283,0.7702,0.2482,4.4485,0.9225,0.0784,0.3237,0.002,4,4,4,0.3497,0.9985,0.0006,2.2587,4.8419,0.8767,0.0198,0.3126,0.0769,0,1.8758,0.9969,1
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,50.0313,0.7308,0.0445,0.3652,0.0178,0.0151,1.9149,0.9331,0.9397,0.3048,0.1545,3.6826,0.0064,0.0751,0.2594,0.0525,10.1913,12,7,0.0985,0.0606,0.0426,0.1331,0.4354,0.1057,3.7748,1.2706,0.1104,0,1.2526,0.8,0.2103
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.1691,0.7834,0.5331,0.2415,0.8133,0.2074,1.4888,1.2677,0.6535,0.4607,0.1434,3.0161,0.3034,0.0564,0.203,0.0343,9.6516,11,6,0.1741,0.3672,0.0075,0.8116,0.8051,0.3609,1.1514,0.6732,0.0727,0.0013,1.174,0.6364,0.6767
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,1.376,1.5654,0.8978,0.1708,0.9399,0.2411,1.124,0.9767,0.7985,0.186,0.1524,2.4635,0.6663,0.0331,0.0558,0.0315,8.6403,10,7,0.1828,0.8519,0.0025,1.0779,0.7549,0.7571,0.7208,0.3311,0.0427,0.0132,0.5593,0.7778,0.9252
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,13.0859,1.45,0.7801,0.5,0.7317,0.0254,1.6546,1.7725,1.9658,0.2508,0.3089,5.6983,0.6435,0.1512,0.449,0.0688,18.0645,19,17,0.4063,0.8353,0.0444,2.643,1.6941,0.6802,0.666,0.4762,0.2887,0.0003,1.1111,0.9909,0.977
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398,0.9209,0.5098,0.4084,0.0385,2.5696,0.0826,0.0308,0.0447,0.0264,13.2075,14,13,0.0194,0.0061,0.0002,0.1873,0.5183,0.0777,0.7651,1.8555,0.0411,0.0008,0.7212,0.2727,0.3661
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,2.9486,1.069,0.6988,0.3342,0.7416,0.1281,1.8207,1.395,1.0664,0.3947,0.1674,3.8199,0.6715,0.0226,0.0657,0.0067,9.2552,12,7,0.193,0.6505,0.0027,0.8855,0.8712,0.5771,1.7721,0.5122,0.0295,0.0001,1.5499,0.7895,0.9299
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.8361,0.7595,0.558,0.2361,0.6965,0.1964,1.4766,1.2304,1.0469,0.3652,0.1146,2.6262,0.2268,0.0541,0.1319,0.0459,7.2679,9,5,0.0932,0.2538,0.0302,0.4406,1.4748,0.2745,0.3001,0.7553,0.0722,0.0044,0.8546,0.6364,0.594
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,10.4181,1.4194,0.7734,0.5,0.7264,0.0313,1.6811,1.7495,1.8731,0.2514,0.2985,5.473,0.6339,0.1632,0.4493,0.0865,13.0469,15,11,0.3644,0.8295,0.0482,2.4534,1.5958,0.6786,0.6446,0.471,0.3135,0.0006,1.039,0.9824,0.9759
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.6391,0.8575,0.5406,0.5,0.7765,0.1954,1.6332,1.2829,21.041,0.4647,0.1631,1.5685,0.4582,0.3134,0.5,0.3285,0,0,0,0.3423,0.6149,0.0008,1.3183,5.7812,0.5768,1.7876,0.3966,0.4656,0.1093,0.4859,0.9995,0.8574
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,6.8182,0.7637,0.4586,0.5,0.78,0.1412,1.7164,1.4605,3.709,0.5012,0.2196,3.3548,0.4407,0.0977,0.3169,0.0082,9,9,9,0.2122,0.9934,0.0045,2.9835,2.2531,0.7977,2.3119,0.4181,0.202,0,1.3593,0.9892,1
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908,0.6059,0.2404,0.8105,0.2194,1.4572,1.1609,1.552,0.4979,0.278,1.7133,0.1826,0.153,0.2403,0.1603,4.8821,5,4,0.4118,0.155,0.0045,1.263,1.5269,0.2541,1.54,0.7104,0.2403,0.0362,0.5962,0.6667,0.6323
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672,0.976,0.5,0.976,0.0121,0.5301,0.3943,6.9967,0.9184,0.276,5.3993,0.9262,0.0465,0.2273,0,0,0,0,0.5808,1,0.0032,3.0913,4.3834,0.9269,0.0053,0.2047,0.0024,0,2.5729,0.9852,1
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.1198,1.0137,0.9287,0.4568,0.9506,0.0981,1.0581,0.4037,1.276,0.4784,0.3207,3.1135,0.9285,0.0538,0.2596,0.0007,9.3636,11,8,0.3847,0.7383,0.0062,1.1958,0.983,0.6381,0.0423,0.5443,0.0362,0,2.1067,1,0.9646
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.2319,0.6628,0.5456,1,0.7563,0.115,1.4132,1.3076,1.4436,0.4963,0.1635,3.0565,0.1875,0.0621,0.1233,0.0519,5.459,6,2,0.3617,0.6826,0.0013,0.3807,1.8825,0.6094,1.4262,0.3375,0.1139,0.0002,1.0072,1,0.8211
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,4.6628,0.7262,0.52,0.4309,0.5565,0.1428,1.7195,1.6069,1.3232,0.3586,0.1606,3.3463,0.1282,0.0714,0.1525,0.0549,6.4437,7,5,0.1892,0.5806,0.0048,0.4809,1.189,0.5393,1.3963,0.557,0.1117,0.0023,0.9966,0.957,0.937
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,1.072,1.3182,0.7078,0.3217,0.7904,0.1296,1.5838,1.3418,0.9595,0.2687,0.2054,3.4781,0.6204,0.0401,0.1211,0.0146,82.6818,84,81,0.2324,0.626,0.0002,0.7966,0.7488,0.5441,0.3169,0.5928,0.0541,0.0013,1.334,0.907,0.9363
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.05,1.0462,0.5844,0.2661,0.7749,0.1905,1.3703,0.8259,0.1178,0.4432,0.1403,0.6474,0.7749,0.2328,0.2658,0.227,3.1553,4,3,0.1029,0.8159,0.1182,1.0481,0.361,0.794,0.0095,0.0499,0.2386,0.2186,0.0761,0.2941,0.8328
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672,0.976,0.5,0.976,0.0121,0.5301,0.3943,6.9967,0.9184,0.276,5.3993,0.9262,0.0465,0.2273,0,0,0,0,0.5808,1,0.0032,3.0913,4.3834,0.9269,0.0053,0.2047,0.0024,0,2.5729,0.9852,1
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.8376,0.7216,0.5027,0.4274,0.8371,0.1841,1.3731,1.1128,1.2176,0.477,0.1627,2.9395,0.1886,0.1208,0.3033,0.0757,8.8571,10,8,0.1634,0.2003,0.0026,1.1195,1.2259,0.28,1.2379,0.9138,0.2038,0.0022,0.9587,0.8864,0.696
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,3.426,0.7365,0.5608,0.3167,0.8413,0.1847,1.3062,1.1228,1.2442,0.4103,0.1795,2.9194,0.1924,0.1013,0.252,0.0545,8,8,8,0.1771,0.1733,0.0023,1.1862,1.2043,0.2965,1.5823,0.9095,0.1834,0.0054,0.921,0.8958,0.7489
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,5.1268,0.752,0.5147,0.4585,0.519,0.134,1.7799,1.6694,1.2354,0.3565,0.1602,3.3843,0.133,0.0716,0.152,0.0545,6.6041,8,5,0.1964,0.6134,0.0048,0.4502,1.1417,0.5568,1.4322,0.5306,0.1126,0.0013,1.0157,0.9365,0.9117
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,3.3321,0.8106,0.5223,0.1985,0.7743,0.2051,1.5074,1.3002,0.5915,0.4673,0.1062,2.9766,0.3324,0.0429,0.0906,0.0388,8.0971,10,6,0.1407,0.4679,0.0118,0.414,0.5417,0.4298,1.4412,0.5396,0.0695,0.0016,0.8329,0.6364,0.7139
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,3.5401,0.5162,0.5357,0.1918,0.7903,0.174,0.9546,1.0908,1.1677,0.3254,0.0889,2.5923,0.1253,0.0275,0.0474,0.0265,9.4374,11,8,0.0903,0.1834,0.0124,0.3466,0.9706,0.2536,1.4659,0.8723,0.0422,0.0087,0.7613,0.6842,0.6636
SAT_RACE2008/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427,0.1699,1.0057,0.9025,0.604,0.4052,0.0385,2.3705,0.0722,0.0312,0.0485,0.0291,12.7959,14,12,0.0207,0.0107,0.0002,0.1824,0.4858,0.0826,0.7787,1.7381,0.0407,0.0001,0.5794,0.3333,0.3675
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.7069,0.3843,0.9405,0.5,0.9408,0.0178,0.8934,0.7387,3.3786,0.8353,0.3273,5.2356,0.8296,0.0966,0.3607,0.0003,4,4,4,0.5132,0.9995,0.0043,2.8161,2.354,0.804,0.0265,0.4212,0.2062,0,1.6386,0.9849,1
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,1.6093,1.097,0.6557,0.4517,0.7507,0.1391,1.7999,1.5086,1.4103,0.349,0.1642,3.5139,0.5614,0.0423,0.1349,0.0181,9.7319,11,8,0.1921,0.609,0.0021,0.7265,1.1119,0.5303,0.7839,0.6122,0.0554,0.0003,1.3791,0.875,0.9094
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.675,0.5763,0.8909,0.1703,0.8909,0.0103,0.7616,0.5789,1.1393,0.4985,0.2783,4.1255,0.0256,0.0055,0.0249,0,3.4081,4,3,0.2919,0.5447,0.0315,0.9738,0.8942,0.5477,0.0122,0.422,0.0003,0,3.0684,0.9303,0.9382
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,3.6537,0.8211,0.5443,0.1317,0.7667,0.2089,1.5324,1.3249,0.4636,0.4597,0.1177,2.9065,0.3327,0.0422,0.091,0.0407,5.8478,7,5,0.1331,0.3608,0.0606,0.4393,0.3773,0.371,1.8499,0.606,0.0707,0.0013,0.8239,0.5,0.6623
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.3131,0.6658,0.5547,1,0.7535,0.1163,1.4319,1.3213,1.3885,0.4956,0.1633,3.0968,0.1941,0.0612,0.126,0.0506,5.4985,6,2,0.3573,0.6818,0.0015,0.3828,1.8083,0.6066,1.4737,0.3417,0.111,0.0002,1.0282,1,0.8213
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.0037,0.7334,0.2505,0.312,0.6918,0.1571,1.2781,1.0664,2.5098,0.4948,0.0714,1.94,0.2298,0.0474,0.0836,0.043,8.7215,12,7,0.1588,0.6866,0.0066,0.3548,1.5425,0.618,0.0005,0.2903,0.0611,0.0167,0.6216,0.6667,0.7864
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.2758,0.5424,0.9231,0.5,0.9316,0.0538,1.0556,0.6368,5.1526,0.754,0.2635,4.3959,0.897,0.1093,0.3566,0.0288,4.2857,5,4,0.3408,0.9793,0.0015,1.979,3.5679,0.8281,0.034,0.3685,0.1398,0.0002,1.4029,0.9913,0.9998
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,4.9676,0.7257,0.4787,0.4635,0.4689,0.1317,1.8,1.6525,1.447,0.3734,0.1504,3.026,0.1387,0.0744,0.1485,0.0688,7.527,9,6,0.1772,0.6353,0.0013,0.3953,1.354,0.5881,1.3293,0.4279,0.1179,0.0004,0.871,0.9732,0.8653
SAT_RACE2008/mizh-md5-48-5.cnf,1,1.502,0.4122,0.5293,0.1579,0.5407,0.1696,1.0054,0.9021,0.6089,0.4057,0.0384,2.3602,0.072,0.0312,0.0483,0.0291,12.6136,13,12,0.0205,0.0103,0.0002,0.1823,0.4885,0.0817,0.772,1.7491,0.0407,0.0001,0.5775,0.3333,0.3667
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676,0.6742,0.0048,0.5944,0.0018,0.7049,0.3922,0,0,0,3,3,3,0.5246,0.692,0.037,0.288,0.0821,0.6921,0,0.0026,0,0,0,0.5339,0.6964
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.3389,0.4955,0.9519,0.1642,0.3276,0.067,0.8407,2.1862,2.7182,0.7688,0.2116,1.8377,0.1734,0.0108,0.0371,0.002,6.6361,8,5,0.4032,0.8307,0.0088,0.5701,1.1108,0.8467,0.3822,0.0626,0.0061,0.0005,1.9635,0.9688,0.9146
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,6.4492,0.5494,0.4374,0.4725,0.5069,0.1111,2.0396,1.8901,1.5188,0.63,0.238,3.3061,0.3838,0.0862,0.2276,0.0791,6.6391,8,5,0.221,0.7019,0.0342,1.1341,1.0689,0.5993,1.4164,0.4603,0.103,0.0002,0.9809,0.8592,0.8823
