@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1826325374-100.cnf,1,0.1806,0.5708,0.0908,0.1218,2125,0.2918,0.2876,0.7023,0.2164,0.2316,0.0762,3907.3,0.0464,3906,3882,0.5672,0.2266,0.3284,0.3957,3950,3844,4023,0.3851,2116,500,0.3838,0,0.0204,490,4023,0.9655,0.5897
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.5,0.7998,0.4485,0.4999,8013,4.1837,1.5263,2.9418,0.6646,0.2231,0.4995,1275.2,0.4909,1305,581,0.2306,0.5352,1,0.6986,1740,249,2394,2.4873,6565,1587,0.748,0.0905,0.0833,1465,3067,0.0989,0.8986
SAT_RACE2006/SAT-Race-Benchmarks/velev-live-uns-2.0-ebuf.cnf,1,0.0557,0.9529,0.0183,0.0116,161000,2.8046,1.7213,1.5002,0.734,0.0747,0.0012,931.75,0.0001,954,796,0.2896,0.3239,0.4734,0.7974,1111,552,1432,2.5229,154000,14628,0.9003,0.7671,0.2705,11514,1432,0.8811,0.7902
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.176,0.5695,0.093,0.125,168000,0.2906,0.2945,0.7162,0.2039,0.2336,0.0797,3.5586,0.0474,3,2,0.577,0.2282,0.9175,0.3944,4,1,6,0.3987,167000,40000,0.3884,0,0.0264,38973,12,0.9634,0.5875
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.0483,0.0878,0.0312,0.0407,279000,0.6089,0.4885,1.0054,0.0001,0.1696,0.0291,271.1,0.0231,235,187,1.7491,0.0205,0.1579,0.0817,339,177,403,0.5914,158000,66892,0.0103,0.072,1.502,26735,638,0.5407,0.4122
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.0109,0.6735,0.0044,0.0088,13289,0.349,0.3179,0.9999,0.5808,0.0648,0.0012,2786,0.0005,2861,2799,0.1107,0.3456,0.0172,0.6283,2922,2187,3161,0.3555,13008,1124,0.6289,0,0.3333,843,3161,0.8448,0.4686
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.0001,0.0856,0.0001,0.0001,6230,0.0307,0,1.0103,0.0301,0.0112,0.0001,4439,0,4412,4372,0.6836,0.0302,0.0001,0.0612,4512,4371,4592,0.1502,6230,70,0.0556,0,0,70,4592,0,0.6801
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7b_i.cnf,1,0.1528,0.792,0.072,0.1104,77473,1.2147,1.1007,1.6977,0.2885,0.1436,0.0546,731.73,0.0144,705,646,0.5523,0.1907,0.434,0.5409,775,601,883,1.3194,32043,26173,0.588,0.1294,4.6885,4601,1082,0.5547,0.7321
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1313163883-027.cnf,1,0.005,0.2557,0.0027,0.0034,14000,0.0993,0.0765,0.8308,0.0739,0.05,0.0024,72.731,0.0015,69,62,0.6804,0.081,0.0119,0.1705,80,55,94,0.2371,14000,700,0.1557,0,0,700,147,0,0.649
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0064,0.5091,0.0064,0.0064,11058,0,0,0,0.509,0.0323,0.0064,3546.5,0.0064,3771,3322,0.0001,0.011,0.0064,0.509,3771,3322,3771,0,10602,456,0.509,0.0323,0.3333,342,3771,0.0323,0
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.1211,0.8409,0.0401,0.0541,890000,0.9596,0.7488,1.5838,0.221,0.1296,0.0146,104,0.0047,133,75,0.5928,0.2324,0.3217,0.5441,133,75,133,1.0149,676000,181000,0.626,0.6204,1.072,87587,133,0.7904,1.3182
SAT_RACE2008/simon-s02-f2clk-50.cnf,1,0.0907,0.4827,0.0403,0.0506,101000,0.7019,0.751,1.4675,0.0939,0.1807,0.0351,887.14,0.012,864,823,0.8481,0.1195,0.3867,0.2957,1008,765,1090,0.7699,36674,34678,0.2062,0.1667,4.232,6628,1090,0.7339,0.7329
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0,0.042,0.042,880,0,0.0273,0.5623,0,0.25,0.042,4415,0.042,4448,4360,0,0,0.042,0,4468,4330,4469,0.2996,880,220,0,0,0,220,4469,1,0.5774
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0516,0.8583,0.0149,0.0099,93544,2.5107,1.0986,0.9494,0.818,0.0823,0.0039,1193.3,0.0017,1096,691,0.0612,0.3976,0.1681,0.8384,1498,611,1649,2.8529,61246,6664,0.826,0.209,0.3225,5039,2297,0.3925,0.5637
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.5,0.7998,0.4508,0.4999,7521,4.2361,1.5207,2.9219,0.6647,0.2217,0.4996,1469.6,0.4947,1360,1004,0.2349,0.5361,1,0.6983,2019,467,2609,2.4182,6058,1467,0.7471,0.0949,0.0923,1343,2846,0.1025,0.9249
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.692,0,0,96849,0.0048,0.0821,0.676,0.692,0.0075,0,1224.3,0,1193,1095,0.0026,0.5246,0,0.6922,1387,1007,1602,0.0049,96849,729,0.692,0.3922,0,729,1602,0.9994,0.5482
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.0998,0.9418,0.098,0.0983,43605,0,0.2653,0.9001,0.9407,0.0444,0.0979,4879,0.0968,4879,4879,0.0011,0,0.1029,0.9409,4879,4879,4879,0.3507,43560,1980,0.941,0.955,0.0233,1935,4879,0.955,1.0146
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.1466,0.5536,0.0552,0.0834,307000,1.4458,1.425,1.7997,0.2869,0.1738,0.0325,1154.9,0.0216,1099,1075,0.4508,0.1478,0.2116,0.4247,1242,780,1514,1.157,145000,103000,0.456,0.2785,3.0841,25127,1514,0.6664,0.7078
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0001,0.08,0.0001,0.0001,7120,0.0377,0,1.0126,0.0258,0.0112,0.0001,4397.4,0,4366,4360,0.7959,0.0278,0.0001,0.0562,4390,4316,4555,0.141,7120,80,0.0417,0,0,80,4555,0,0.6757
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.0463,0.8842,0.0188,0.0352,1390000,0.7355,0.6547,1.4155,0.3533,0.1447,0.0091,3.7143,0.0018,2,0,0.4771,0.2267,0.0811,0.6413,3,0,3,0.8431,958000,260000,0.7791,0.512,0.8774,139000,34,0.8693,0.9082
SAT_Competition2011/SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.1944,0.9676,0.054,0.0611,8702,0.4162,0.4248,0.5852,0.7439,0.0764,0.0145,0,0.0041,0,0,0.2588,0.5945,0.2848,0.8294,0,0,0,0.4328,8297,984,0.9237,0.8604,0.5521,634,0,0.9472,0.2487
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S1892788676-021.cnf,1,0.1676,0.5739,0.0886,0.114,1955,0.2704,0.2673,0.6882,0.1929,0.233,0.0725,3882,0.0477,3870,3824,0.5982,0.2301,0.3454,0.388,3936,3806,3968,0.4106,1931,460,0.3754,0,0.0222,450,3968,0.9741,0.5811
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S172053238-003.cnf,1,0.1641,0.5609,0.0883,0.1146,1700,0.2694,0.2665,0.6223,0.2464,0.2333,0.0739,3942.4,0.0448,3937,3882,0.5352,0.2296,0.5332,0.4057,4072,3840,4085,0.3735,1689,400,0.4002,0,0.0152,394,4085,0.9858,0.5836
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf,1,0.0001,0.0919,0.0001,0.0001,5340,0.0338,0,0.9994,0.0258,0.0112,0.0001,4464.3,0,4439,4425,0.7584,0.0341,0.0001,0.0684,4525,4385,4579,0.1367,5340,60,0.0595,0,0,60,4579,0,0.6782
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.1761,0.8789,0.1705,0.176,2619,0,0.2063,1.1187,0.8683,0.1107,0.1703,4716.2,0.165,4740,4697,0.0058,0,0.1823,0.8736,4741,4512,4891,0.3584,2601,306,0.8739,0.8854,0.0625,288,4891,0.8854,1.0502
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S1035441377-058.cnf,1,0.1587,0.5465,0.0834,0.1115,1870,0.2925,0.2838,0.7394,0.1862,0.2299,0.0717,3919.6,0.041,3899,3893,0.5881,0.2158,0.4253,0.3764,3997,3873,4014,0.3995,1857,440,0.3734,0,0.0304,427,4014,0.9558,0.585
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4997,0.8263,0.4444,0.499,16016,1.1824,1.3887,2.5489,0.6662,0.1663,0.496,1817.4,0.4733,1820,1715,0.1899,0.6119,0.9999,0.7348,1988,1647,2148,2.3,14063,2435,0.7497,0.0809,0.041,2339,2254,0.0916,0.8766
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.032,0.9037,0.0314,0.0317,7050,0,0.263,0.9417,0.903,0.054,0.0315,3787.7,0.0311,4106,3197,0.0007,0.3091,0.0323,0.9034,4721,1598,4766,0.3665,6670,380,0.9034,0.9444,0.0556,360,4766,0.9444,1.0324
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.1655,0.5451,0.0834,0.1113,1785,0.2813,0.2782,0.6824,0.1785,0.231,0.0682,3934.2,0.043,3892,3887,0.6027,0.2175,0.2962,0.371,4079,3774,4083,0.3965,1775,420,0.3593,0,0.0244,410,4083,0.9668,0.5883
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.2411,0.6046,0.1361,0.1838,2280,0.3369,0.342,1.0294,0.214,0.2626,0.1218,3861.6,0.0692,3808,3772,0.5838,0.2552,0.7847,0.4192,3952,3759,4017,0.4253,2216,630,0.4218,0.0948,0.0825,582,4017,0.9003,0.6583
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.0084,0.0943,0.0049,0.0053,420,0.0238,0,1.4646,0.0355,0.0714,0.0047,0,0.004,0,0,0.5914,0.0235,0.0087,0.0696,0,0,0,0.2273,420,30,0.0704,0,0,30,0,0.0262,0.7276
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.1762,0.5691,0.0928,0.1247,147000,0.2903,0.2938,0.7153,0.2014,0.2336,0.0795,4.4762,0.0478,4,2,0.5825,0.2287,0.8549,0.3922,6,2,8,0.3989,146000,35000,0.3844,0,0.0262,34108,12,0.9635,0.5881
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.8775,0.1832,0.1832,4777,0,0.005,0,0.8774,0.1174,0.1832,4870,0.1832,4870,4870,0,0.0303,0.1832,0.8775,4870,4870,4870,0,4777,561,0.8775,0.9395,0,561,4870,0.9395,0
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.1752,0.5662,0.0914,0.1218,29400,0.2884,0.2908,0.7094,0.207,0.2339,0.0776,29.434,0.0469,28,23,0.5779,0.2254,0.6029,0.3929,33,21,43,0.3989,29213,7000,0.388,0,0.0244,6833,65,0.9662,0.5864
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.1757,0.5842,0.0923,0.125,1065,0.2648,0.251,0.6416,0.2457,0.2324,0.0819,4094.9,0.0501,4100,4063,0.5418,0.2414,0.2955,0.4076,4118,4063,4120,0.3805,1063,250,0.4018,0,0.0121,247,4120,0.9812,0.5831
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0036,0.2283,0.0019,0.0022,1597,0.1005,0.0057,0.8473,0.0594,0.047,0.0013,4389.9,0.0009,4373,4358,0.7202,0.0763,0.007,0.1565,4406,4341,4481,0.2181,1597,75,0.1366,0,0,75,4481,0,0.6571
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.0982,0.7591,0.0507,0.058,180000,5.0083,3.6897,1.2679,0.5764,0.1578,0.0418,116.59,0.0292,104,83,0.2727,0.1709,0.3045,0.6427,139,52,234,4.8421,177000,28902,0.7185,0.2282,0.0349,27927,243,0.6957,0.7281
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0.0001,0.0948,0.0001,0.0001,6675,0.0366,0,1.0047,0.0262,0.0112,0.0001,4424.2,0,4381,4359,0.6822,0.0323,0.0002,0.0651,4502,4347,4583,0.1517,6675,75,0.0576,0,0,75,4583,0,0.6728
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0033,0.2118,0.0017,0.0023,2662,0.0972,0.0217,0.8237,0.0811,0.047,0.0013,4203,0.0009,4205,4136,0.6132,0.0721,0.0064,0.1519,4286,4115,4334,0.2112,2662,125,0.1465,0,0,125,4334,0,0.6494
SAT_RACE2008/grieu-vmpc-31.cnf,1,0,0.6915,0,0,147000,0.004,0.0776,0.675,0.6915,0.0065,0,1833,0,1719,1092,0.002,0.5263,0,0.6917,3814,707,3814,0.004,147000,961,0.6915,0.3931,0,961,3814,0.9996,0.5476
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.6928,0,0,76775,0.0054,0.0846,1.0505,0.6928,0.0081,0,1837.3,0,1388,1155,0.003,0.5235,0,0.6929,3741,1065,3741,0.2186,76775,625,0.6928,0.3917,0,625,3741,0.9993,0.7732
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0,0.042,0.042,1120,0,0.0391,0.5623,0,0.25,0.042,4321.5,0.042,4248,4202,0,0,0.042,0,4472,4164,4631,0.2837,1120,280,0,0,0,280,4631,1,0.5774
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.1565,0.9981,0.0289,0.0042,317000,0.5681,0.4721,1.1223,0.9525,0.0244,0,306.67,0,330,223,0.1725,0.5125,0.3002,0.9188,411,84,473,0.6731,287000,11318,0.9878,0.672,0.615,7008,473,0.6975,0.9862
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.0522,0.8747,0.0195,0.0366,1200000,0.7474,0.6558,1.3999,0.2371,0.1453,0.006,5.8235,0.0018,4,1,0.5955,0.2213,0.0889,0.5723,7,0,20,0.8472,834000,225000,0.7758,0.5174,0.8556,121000,25,0.8699,0.9116
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0.5,0.7999,0.4256,0.4999,7095,4.4365,1.5093,2.9945,0.6128,0.2135,0.4997,2030.1,0.4972,2061,1489,0.2415,0.5365,0.9999,0.6858,2631,949,3217,2.6883,5771,1339,0.7491,0.097,0.0869,1232,3263,0.1722,0.8888
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0052,0.2425,0.0028,0.0034,22000,0.1022,0.0875,0.8428,0.0693,0.05,0.0023,38.252,0.0015,36,32,0.7173,0.0794,0.013,0.1663,42,28,50,0.2315,22000,1100,0.1404,0,0,1100,82,0,0.6533
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,0.252,0.4605,0.1013,0.1834,1600000,1.2442,1.2043,1.3062,0.1006,0.1847,0.0545,0,0.0333,0,0,0.9095,0.1771,0.3167,0.2965,0,0,0,1.2849,620000,507000,0.1732,0.1924,3.426,115000,0,0.8413,0.7365
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0037,0.2433,0.0018,0.0023,3195,0.0977,0.0265,0.8226,0.0616,0.0469,0.0014,4162.4,0.0009,4136,4094,0.7164,0.0752,0.007,0.1555,4243,4077,4389,0.2358,3195,150,0.1353,0,0,150,4389,0,0.6502
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.1653,0.5698,0.0868,0.116,2040,0.282,0.2792,0.6723,0.2351,0.2317,0.0726,3867,0.0442,3846,3820,0.5137,0.2274,0.3552,0.4135,3965,3777,4029,0.387,2033,480,0.4256,0,0.0191,471,4029,0.9769,0.5834
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.1743,0.5594,0.092,0.1238,16800,0.2993,0.302,0.7334,0.1958,0.233,0.0791,61.351,0.0463,58,51,0.5951,0.2287,0.7733,0.3856,65,45,82,0.4059,16661,4000,0.3806,0,0.0304,3882,175,0.9585,0.588
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.1843,0.5032,0.0708,0.1065,26317,1.639,1.7637,1.4683,0.0618,0.1924,0.0435,0,0.0199,0,0,0.8737,0.0899,0.7657,0.2988,0,0,0,1.9839,17400,7606,0.242,0.2254,1.2718,3348,0,0.6565,0.7551
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.1749,0.5686,0.0924,0.1243,67200,0.2914,0.295,0.7205,0.204,0.2335,0.0787,9.7155,0.0469,9,7,0.5812,0.2283,0.7468,0.3932,12,6,14,0.3977,66750,16000,0.3858,0,0.0264,15588,21,0.9635,0.5874
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.0836,0.9634,0.0295,0.0479,25913,0.8151,0.3645,1.1545,0.7093,0.0622,0.0152,2226.3,0,2237,2095,0.2401,0.4753,0.1913,0.8203,2396,1892,2759,0.7821,25913,1617,0.9049,0.5576,0.0025,1613,2759,0.8875,0.4956
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.3315,0.968,0.081,0.1075,657000,3.602,2.4745,1.3543,0.7903,0.0617,0.0272,194.16,0.0022,189,132,0.4007,0.3145,0.4956,0.7654,254,90,297,2.9177,61509,260000,0.8903,0.5851,67.43,3796,446,0.8282,0.5093
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.1771,0.5659,0.0932,0.1256,33600,0.2892,0.2925,0.7125,0.211,0.2338,0.08,25.301,0.0474,23,19,0.5725,0.2285,0.6417,0.3954,30,16,36,0.3964,33414,8000,0.3887,0,0.0239,7813,61,0.9647,0.586
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.1616,0.831,0.0595,0.0597,455000,1.9303,1.4985,1.5396,0.3815,0.0556,0.035,953,0.0037,600,510,0.4934,0.3183,0.3625,0.6126,1749,510,1749,2.1899,428000,33867,0.7567,0.145,0.4229,23801,1749,0.6174,0.5976
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0562,0.9993,0.0199,0.0241,567000,0.1595,0,0.0989,0.9812,0.0041,0.0062,160,0.0008,46,37,0.0673,0.3192,0.5,0.977,166,4,766,0.1917,564000,2377,0.9952,0.9802,0.0215,2327,766,0.9802,0.0056
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.8024,0,0,43649,0.1324,0.1671,0.2697,0.7805,0.0168,0,1553.4,0,551,450,0.0199,0.1767,0,0.7914,2743,242,3781,0.1355,42889,760,0.7914,0.9261,0.0556,720,3781,0.9261,0.0276
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0002,0.1081,0.0001,0.0001,11900,0.0395,0,1.0007,0.0299,0.0118,0.0001,4222.4,0.0001,4125,4108,0.7316,0.0352,0.0002,0.0712,4378,4058,4443,0.1539,11900,140,0.0591,0,0,140,4443,0,0.6775
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0.2415,1,0.0571,0.0231,13300000,13.386,1.3035,1.285,0.9749,0.0364,0.0012,0,0,0,0,0.2159,0.4831,0.5,0.9129,0,0,0,9.197,13300000,521000,0.9987,0.6348,0.0781,483000,0,0.9588,0.6963
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.5,0.7998,0.4485,0.4999,8013,4.1837,1.5263,2.9418,0.6646,0.2231,0.4995,1294.5,0.4909,1356,581,0.2306,0.5352,1,0.6986,1740,249,2394,2.4873,6565,1587,0.748,0.0905,0.0833,1465,3067,0.0989,0.8986
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.8206,0,0,61409,0.1759,0.2047,0.2431,0.7982,0.0149,0,758.08,0,688,433,0.0195,0.1933,0,0.8092,915,288,1499,0.1696,60200,945,0.8088,0.9349,0.05,900,1779,0.9349,0.0236
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0052,0.2428,0.0027,0.0034,18000,0.1,0.0817,0.8282,0.0704,0.05,0.0023,50.897,0.0015,50,43,0.7057,0.0782,0.0152,0.1646,55,39,66,0.2333,18000,900,0.1447,0,0,900,99,0,0.6479
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0033,0.2418,0.0018,0.0025,2130,0.0962,0.0115,0.84,0.0713,0.0469,0.0015,4290.4,0.001,4281,4245,0.6654,0.0767,0.0057,0.1624,4360,4218,4378,0.2349,2130,100,0.1452,0,0,100,4378,0,0.6609
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0292,0.8447,0.0156,0.022,1410000,0.5454,0.5132,1.3791,0.2751,0.1733,0.0156,0,0.0072,0,0,0.5482,0.2625,0.1345,0.5835,0,0,0,0.5361,868000,299000,0.7644,0.585,0.9868,150000,0,0.8731,0.9831
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.1699,0.5661,0.0897,0.1202,1917,0.2808,0.2776,0.7246,0.2014,0.2311,0.0794,3902.4,0.0451,3904,3854,0.5692,0.2301,0.3003,0.4044,3987,3808,4060,0.3966,1908,450,0.4122,0,0.0204,441,4060,0.9659,0.5892
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.1317,0.1022,0.0676,0.1112,2664,0.291,0.28,1.4091,0.0027,0.2042,0.0533,3874.8,0.0196,4146,3584,1.33,0.0509,0.135,0.0726,4157,3424,4308,0.3008,2204,708,0.0252,0.0181,0.5733,450,4308,0.4828,0.6186
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.0001,0.0936,0.0001,0.0001,11900,0.0393,0,1.007,0.0328,0.0118,0.0001,4214.5,0.0001,4269,4128,0.6404,0.0328,0.0003,0.067,4368,4093,4368,0.1574,11900,140,0.0625,0,0,140,4368,0,0.6811
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0733,0.9919,0.0354,0.0575,12400000,1.9072,0.6947,0.6491,0.9619,0.0571,0.0142,0,0.0104,0,0,0.1007,0.4263,0.5,0.9612,0,0,0,2.1746,9580000,693000,0.9835,0.9607,0.2666,547000,0,0.9978,0.5036
