@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC

@DATA
normalized-mulsol-i-2-20.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,8.643856,0.551746,3760,20,8.643856,4.906458,812.522482,0,3885
normalized-mps-red-aflow30a.xml.mzn_AND_NODATA,1,7.510438,0.133148,5.762474,844.994858,1,958,7195,43.278706,0.358003,14390,2,555,0.518124,7195,2.739785,958
normalized-mulsol-i-2-25.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,9.287712,0.689682,4700,25,9.287712,4.906458,873.044964,0,3885
normalized-mps-red-blend2.xml.mzn_AND_NODATA,1,10.013605,0.099864,12.802989,2406.399457,1,294,2944,90.918367,0.229296,5096,1.730978,1876,0.666009,2152,2.664118,294
normalized-mps-mitre.xml.mzn_AND_NODATA,1,5.24401,0.190694,4.5953,96.890339,1,2045,10724,24.0978,0.44047,21448,2,98,0.973633,10724,2.944069,2045
normalized-mulsol-i-2-28.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,9.61471,0.772444,5264,28,9.61471,4.906458,903.782725,0,3885
normalized-mps-red-berlin-5-8_0.xml.mzn_AND_NODATA,1,5.197144,0.192413,8.884404,214.509087,1,1821,9464,46.173531,0.302024,18928,2,61,3.412213,9464,2.042574,1821
normalized-mulsol-i-2-30.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,9.813781,0.827619,5640,30,9.813781,4.906458,922.495432,0,3885
normalized-mug88-25-3.xml.mzn_AND_NODATA,1,0.60274,1.659091,3.318182,3.318182,1,146,88,3.169925,0.920455,264,3,3.169925,0.902393,139.4767,0,146
normalized-mulsol-i-1-35.xml.mzn_AND_NODATA,1,0.050191,19.923858,39.847716,39.847716,1,3925,197,10.258566,0.493766,6895,35,10.258566,4.347427,1010.468754,0,3925
normalized-mps-red-mkc.xml.mzn_AND_NODATA,1,1.67486,0.597065,3.695894,1686.736764,1,3214,5383,6.076229,0.651133,10665,1.981237,2875,1.554021,5282,0.85041,3214
normalized-mps-red-ran14x18.xml.mzn_AND_NODATA,1,24.721519,0.040451,4.870968,900.967742,1,316,7812,63.708861,0.359857,12040,1.541219,284,0.205593,4228,1.623696,316
normalized-mulsol-i-2-29.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,9.715962,0.800031,5452,29,9.715962,4.906458,913.300427,0,3885
normalized-mulsol-i-4-10.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,6.643856,0.283227,1850,10,6.643856,4.940937,614.556698,0,3946
normalized-mps-red-modglob.xml.mzn_AND_NODATA,1,25.435233,0.039316,4.138928,321.047056,1,386,9818,81.792746,0.475759,17236,1.755551,222,1.490058,7418,3.130967,386
normalized-geo50-20-d4-75-68_ext.xml.mzn_AND_NODATA,1,0.02444,40.917143,81.834286,81.834286,0.023276,1000,1050,2.077321,0.07307,3000,2.857143,5.321928,6.64049,1216.096405,0.159458,42963
normalized-mulsol-i-4-20.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,8.643856,0.566453,3700,20,8.643856,4.940937,799.556698,0,3946
normalized-mulsol-i-1-47.xml.mzn_AND_NODATA,1,0.050191,19.923858,39.847716,39.847716,1,3925,197,11.109178,0.663057,9259,47,11.109178,4.347427,1094.254004,0,3925
normalized-myciel-5g-5-ext.xml.mzn_AND_NODATA,1,0.199293,5.01773,10.035461,10.035461,0.166078,235,282,2.219543,0.338879,705,2.5,3.321928,3.420352,344.13062,0.648653,1415
normalized-mulsol-i-3-10.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,6.643856,0.283261,1840,10,6.643856,4.946454,611.234769,0,3916
normalized-mulsol-i-4-28.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,9.61471,0.793034,5180,28,9.61471,4.940937,889.360661,0,3946
normalized-mulsol-i-4-29.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,9.715962,0.821357,5365,29,9.715962,4.940937,898.726484,0,3946
normalized-mulsol-i-3-28.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,9.61471,0.793131,5152,28,9.61471,4.946454,884.553306,0,3916
normalized-mulsol-i-5-10.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,6.643856,0.283537,1860,10,6.643856,4.901194,617.878626,0,3973
normalized-mulsol-i-3-15.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,7.813781,0.424892,2760,15,7.813781,4.946454,718.86787,0,3916
normalized-myciel7-5.xml.mzn_AND_NODATA,1,0.080932,12.356021,24.712042,24.712042,1,2360,191,4.643856,0.282219,955,5,4.643856,4.959087,443.488266,0,2360
normalized-mulsol-i-1-48.xml.mzn_AND_NODATA,1,0.050191,19.923858,39.847716,39.847716,1,3925,197,11.169925,0.677164,9456,48,11.169925,4.347427,1100.237613,0,3925
normalized-mps-red-ran8x32.xml.mzn_AND_NODATA,1,23.619048,0.042339,4.870968,1133.225806,1,336,7936,59.928571,0.358266,12168,1.533266,497,0.205593,4232,1.913442,336
normalized-mulsol-i-4-25.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,9.287712,0.708066,4625,25,9.287712,4.940937,859.113395,0,3946
normalized-mulsol-i-1-20.xml.mzn_AND_NODATA,1,0.050191,19.923858,39.847716,39.847716,1,3925,197,8.643856,0.282152,3940,20,8.643856,4.347427,851.419835,0,3925
normalized-mulsol-i-3-20.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,8.643856,0.566522,3680,20,8.643856,4.946454,795.234769,0,3916
normalized-myciel7-7.xml.mzn_AND_NODATA,1,0.080932,12.356021,24.712042,24.712042,1,2360,191,5.61471,0.395107,1337,7,5.61471,4.959087,536.20479,0,2360
normalized-mulsol-i-3-29.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,9.715962,0.821457,5336,29,9.715962,4.946454,893.868503,0,3916
normalized-mulsol-i-5-30.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,9.813781,0.85061,5580,30,9.813781,4.901194,912.681651,0,3973
normalized-mulsol-i-5-20.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,8.643856,0.567073,3720,20,8.643856,4.901194,803.878626,0,3973
normalized-mug100-25-3.xml.mzn_AND_NODATA,1,0.60241,1.66,3.32,3.32,1,166,100,3.169925,0.92,300,3,3.169925,0.904381,158.49625,0,166
normalized-mps-red-agg3.xml.mzn_AND_NODATA,1,18.527607,0.053974,11.384106,1379,1,489,9060,210.920245,0.252228,18120,2,1440,3.903314,9060,3.836936,489
normalized-mulsol-i-5-25.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,9.287712,0.708841,4650,25,9.287712,4.901194,863.757251,0,3973
normalized-mulsol-i-5-15.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,7.813781,0.425305,2790,15,7.813781,4.901194,726.681651,0,3973
normalized-ortholatin-10.xml.mzn_AND_NODATA,1,2.12766,0.47,2.666667,47,0,0,300,23.559774,18.888889,12000,40,664.385619,-7.310523,1328.771238,0.91783,141
normalized-myciel7-6.xml.mzn_AND_NODATA,1,0.080932,12.356021,24.712042,24.712042,1,2360,191,5.169925,0.338663,1146,6,5.169925,4.959087,493.727838,0,2360
normalized-mulsol-i-3-30.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,9.813781,0.849784,5520,30,9.813781,4.946454,902.86787,0,3916
normalized-mps-red-ran4x64.xml.mzn_AND_NODATA,1,20.244898,0.049395,4.870968,1946.129032,1,392,7936,49.938776,0.355444,12056,1.519153,966,0.205593,4120,1.482985,392
normalized-mulsol-i-2-10.xml.mzn_AND_NODATA,1,0.048391,20.664894,41.329787,41.329787,1,3885,188,6.643856,0.275873,1880,10,6.643856,4.906458,624.522482,0,3885
normalized-mps-red-ran10x26.xml.mzn_AND_NODATA,1,24.277108,0.041191,4.870968,1017.096774,1,332,8060,61.325301,0.357816,12340,1.531017,402,0.205593,4280,1.875009,332
normalized-ortholatin-15.xml.mzn_AND_NODATA,1,2.36014,0.423704,2.666667,95.333333,0,0,675,30.736027,40.833333,57375,85,1758.100768,-8.480448,3516.201536,0.773458,286
normalized-mulsol-i-1-30.xml.mzn_AND_NODATA,1,0.050191,19.923858,39.847716,39.847716,1,3925,197,9.813781,0.423228,5910,30,9.813781,4.347427,966.657447,0,3925
normalized-mps-red-liu.xml.mzn_AND_NODATA,1,1.422865,0.702807,44.191675,794.118748,1,2178,3099,62.878788,0.190633,6198,2,63,1.060575,3099,0.525755,2178
normalized-ooo-rf6.xml.mzn_AND_NODATA,1,0.369596,2.705654,7.104213,7.059867,1,4881,1804,2.623028,0.360973,3591,1.990576,9,2.294249,1787,1.127677,4881
normalized-mps-red-ran12x21.xml.mzn_AND_NODATA,1,24.566038,0.040707,4.870968,930,1,318,7812,62.31761,0.358244,11977,1.533154,327,0.205593,4165,1.944361,318
normalized-mulsol-i-4-15.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,7.813781,0.42484,2775,15,7.813781,4.940937,722.77476,0,3946
normalized-mps-red-share1b.xml.mzn_AND_NODATA,1,32.76699,0.030519,9.075556,854.6,1,206,6750,209.5,0.264285,11712,1.735111,920,2.638076,4962,5.989757,206
normalized-ooo-burch-dill-2-accl.xml.mzn_AND_NODATA,1,0.387678,2.579461,7.777416,8.685874,1,5551,2152,3.013331,0.366828,4281,1.989312,11,2.399573,2129,1.309531,5551
normalized-mps-red-agg2.xml.mzn_AND_NODATA,1,18.527607,0.053974,11.278146,1340.456954,1,489,9060,208.957055,0.252731,18120,2,1440,3.785464,9060,3.79604,489
normalized-mulsol-i-3-25.xml.mzn_AND_NODATA,1,0.046987,21.282609,42.565217,42.565217,1,3916,184,9.287712,0.708153,4600,25,9.287712,4.946454,854.469539,0,3916
normalized-ortholatin-20.xml.mzn_AND_NODATA,1,2.494802,0.400833,2.666667,160.333333,0,0,1200,35.94119,71.111111,176000,146.666667,3457.542476,-9.310523,6915.084952,0.670191,481
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,0.383669,2.606413,7.835967,8.718401,1,5609,2152,3.006418,0.365946,4304,2,11,2.308239,2152,1.309504,5609
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,9.61471,0.793902,5208,28,9.61471,4.901194,894.168016,0,3973
normalized-myciel5-5.xml.mzn_AND_NODATA,1,0.199153,5.021277,10.042553,10.042553,1,236,47,4.643856,0.584756,235,5,4.643856,3.324395,109.13062,0,236
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,18.85,0.05305,6.190318,960.973033,1,240,4524,81.229167,0.408806,7904,1.747126,1080,2.92115,3380,3.855692,240
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.483201,1.757544,59016,31.061053,19.469626,0.297472,2711.240063,7.257433,2700
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.595925,1.806447,62361,32.821579,19.634811,0.297472,2719.694398,7.173322,2700
normalized-myciel6-6.xml.mzn_AND_NODATA,1,0.125828,7.947368,15.894737,15.894737,1,755,95,5.169925,0.481644,570,6,5.169925,4.171047,245.571438,0,755
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.453224,1.745132,58167,30.614211,19.416459,0.297472,2708.991812,7.203511,2700
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,0.365849,2.73337,7.163525,7.0898,1,4931,1804,2.620767,0.35806,3608,2,9,2.186262,1804,1.129876,4931
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.486967,1.759181,59128,31.12,19.469634,0.297472,2711.5225,7.224933,2700
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.39794,1.722573,56624,29.802105,19.329809,0.297472,2704.845475,7.242814,2700
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,0.046816,21.360215,42.72043,42.72043,1,3973,186,9.715962,0.822256,5394,29,9.715962,4.901194,903.584465,0,3973
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.70635,1.856974,65817,34.640526,19.786774,0.297472,2727.976272,7.172933,2700
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.533692,1.779225,60499,31.841579,19.528881,0.297472,2715.026897,7.236618,2700
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,0.046883,21.32973,42.659459,42.659459,1,3946,185,9.813781,0.84968,5550,30,9.813781,4.940937,907.77476,0,3946
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,1.979381,0.505208,2.666667,32.333333,0,0,192,19.793814,12.444444,5120,26.666667,384,-6.666667,768,0.991665,97
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,1.770492,0.564815,2.666667,20.333333,0,0,108,15.255516,7.333333,1728,16,186.1173,-5.836592,372.2346,1.075714,61
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.500647,1.764971,59524,31.328421,19.472024,0.297472,2712.548494,7.242255,2700
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,0.382242,2.616146,7.841838,8.564103,1,10305,3939,2.995439,0.362922,7835,1.989084,13,2.358581,3896,1.23283,10305
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,0.359334,2.782923,7.273019,7.361349,1,10397,3736,2.611907,0.360724,7452,1.994647,11,2.110448,3716,1.118379,10397
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.624664,1.819284,63239,33.283684,19.673012,0.297472,2721.849823,7.161397,2700
normalized-mps-manna81.xml.mzn_AND_NODATA,1,1.170692,0.854196,4.849902,15.716419,1,9151,10713,5.67774,0.514111,21426,2,8,0.819859,10713,2.460241,9151
normalized-haystacks-37.xml.mzn_AND_NODATA,1,0.741542,1.348541,3.660796,5.838905,1,49540,36736,16.298025,439.799102,17066363,464.567808,22.719499,1.242164,275057.010459,1.518905,49540
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,0.378313,2.64331,7.90099,8.595583,1,10412,3939,2.989051,0.361089,7878,2,13,2.254004,3939,1.232515,10412
normalized-os-taillard-10-105-9.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.588428,1.803041,62128,32.698947,19.609842,0.297472,2719.132133,7.222529,2700
normalized-ortholatin-9.xml.mzn_AND_NODATA,1,2.059322,0.485597,2.666667,39.333333,0,0,243,21.759655,15.5,8019,33,513.52785,-7.006517,1027.0557,0.953447,118
normalized-mps-red-timtab2.xml.mzn_AND_NODATA,1,5.897127,0.169574,6.865315,129.428886,1,1079,6363,40.485635,0.571973,12726,2,141,1.745947,6363,3.933983,1079
normalized-os-taillard-10-105-2.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.58485,1.801404,62016,32.64,19.609835,0.297472,2718.86377,7.264673,2700
normalized-os-taillard-10-95-5.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.148296,1.628538,50192,26.416842,18.974459,0.297472,2686.122225,7.204359,2700
normalized-os-taillard-10-100-7.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.457999,1.747149,58305,30.686842,19.431065,0.297472,2709.349899,7.138374,2700
normalized-os-taillard-10-100-0.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.604571,1.81019,62617,32.956316,19.646102,0.297472,2720.342822,7.174293,2700
normalized-os-taillard-10-100-1.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.432771,1.736827,57599,30.315263,19.38951,0.297472,2707.457799,7.23754,2700
normalized-os-taillard-10-105-5.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.359958,1.707485,55592,29.258947,19.266228,0.297472,2701.996877,7.2038,2700
normalized-mps-red-ran6x43.xml.mzn_AND_NODATA,1,22.466292,0.044511,4.870968,1394.516129,1,356,7998,55.429775,0.355464,12151,1.519255,650,0.205593,4153,1.476484,356
normalized-ortholatin-7.xml.mzn_AND_NODATA,1,1.884615,0.530612,2.666667,26,0,0,147,17.635948,9.722222,3087,21,275.120782,-6.281377,550.241565,1.032496,78
normalized-os-taillard-10-95-2.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.375864,1.713684,56016,29.482105,19.322254,0.297472,2703.189809,7.25447,2700
normalized-mps-red-ran14x18-1.xml.mzn_AND_NODATA,1,24.721519,0.040451,4.870968,900.967742,1,316,7812,63.708861,0.359857,12040,1.541219,284,0.205593,4228,1.623696,316
normalized-ooo-tag8.xml.mzn_AND_NODATA,1,0.362895,2.755617,7.341028,7.511234,1,8953,3249,2.663576,0.361087,6485,1.995999,11,2.145429,3236,1.158802,8953
normalized-os-taillard-10-95-4.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.48793,1.759664,59161,31.137368,19.486332,0.297472,2711.594759,7.157389,2700
normalized-os-taillard-10-95-8.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.344135,1.701272,55167,29.035263,19.266274,0.297472,2700.81016,7.205189,2700
normalized-os-taillard-10-105-4.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.698165,1.853231,65561,34.505789,19.776022,0.297472,2727.362375,7.173322,2700
normalized-os-taillard-10-105-8.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.556442,1.788991,61167,32.193158,19.559213,0.297472,2716.733134,7.213155,2700
normalized-ooo-burch-dill-3-accl.xml.mzn_AND_NODATA,1,0.369908,2.703375,7.723713,8.08611,1,12495,4622,2.856102,0.367233,9217,1.994158,11,2.166909,4595,1.237478,12495
normalized-os-taillard-10-100-5.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.257047,1.668012,52892,27.837895,19.12403,0.297472,2694.278542,7.213518,2700
normalized-os-taillard-10-95-7.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.349183,1.703289,55305,29.107895,19.281658,0.297472,2701.188739,7.151344,2700
normalized-geo50-20-d4-75-28_ext.xml.mzn_AND_NODATA,1,0.022231,44.981905,89.96381,89.96381,0.021173,1000,1050,2.070334,0.072201,3000,2.857143,5.321928,6.851044,1216.096405,0.147974,47231
normalized-os-taillard-10-95-0.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.497091,1.763406,59417,31.272105,19.498218,0.297472,2712.281829,7.176745,2700
normalized-myciel6-5.xml.mzn_AND_NODATA,1,0.125828,7.947368,15.894737,15.894737,1,755,95,4.643856,0.40137,475,5,4.643856,4.171047,220.583169,0,755
normalized-geo50-20-d4-75-35_ext.xml.mzn_AND_NODATA,1,0.022551,44.344762,88.689524,88.689524,0.021477,1000,1050,2.071344,0.071937,3000,2.857143,5.321928,6.779552,1216.096405,0.149654,46562
normalized-mps-red-lotfi.xml.mzn_AND_NODATA,1,37.258065,0.02684,6.464286,2535.948052,1,248,9240,186.201613,0.336144,16615,1.79816,2907,3.022673,7375,6.061232,248
normalized-ooo-burch-dill-3-accl-ucl.xml.mzn_AND_NODATA,1,0.367906,2.718087,7.755733,8.103851,1,12563,4622,2.853379,0.366659,9244,2,11,2.111068,4622,1.237626,12563
normalized-os-taillard-10-95-9.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.379838,1.715322,56128,29.541053,19.322263,0.297472,2703.487877,7.2269,2700
normalized-os-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.531792,1.553593,227483,34.863295,20.93877,0.216397,8527.239911,8.104971,9450
normalized-os-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.412156,1.518191,214547,32.880766,20.771393,0.216397,8507.051375,8.166307,9450
normalized-os-taillard-10-95-3.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.28942,1.680175,53724,28.275789,19.18022,0.297472,2696.706516,7.250221,2700
normalized-os-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.439783,1.526182,217467,33.328276,20.809269,0.216397,8511.713314,8.138423,9450
normalized-os-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.501094,1.544286,224082,34.342069,20.901111,0.216397,8522.059618,8.084047,9450
normalized-os-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.411353,1.517947,214458,32.867126,20.763757,0.216397,8506.915847,8.135186,9450
normalized-mps-red-bienst1.xml.mzn_AND_NODATA,1,18.860656,0.05302,6.496016,800.334782,1,732,13806,122.519126,0.342568,27612,2,390,1.230636,13806,2.595438,732
normalized-os-taillard-10-95-6.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.412985,1.72864,57039,30.020526,19.382117,0.297472,2705.973863,7.167686,2700
normalized-os-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.538699,1.555739,228267,34.983448,20.950263,0.216397,8528.40543,8.141995,9450
normalized-os-taillard-10-100-6.xml.mzn_AND_NODATA,1,0.703704,1.421053,3.789474,5.684211,0.666667,1800,1900,13.521742,1.773962,60139,31.652105,19.531229,0.297472,2714.130657,7.163241,2700
normalized-os-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.38823,1.511357,212050,32.498084,20.734556,0.216397,8503.013751,8.097892,9450
normalized-ooo-rf8.xml.mzn_AND_NODATA,1,0.350809,2.850556,7.247658,7.032787,1,19475,6832,2.54249,0.362104,13663,1.999854,11,1.882113,6831,1.082565,19475
normalized-ooo-tag8-ucl.xml.mzn_AND_NODATA,1,0.361683,2.764851,7.360111,7.520468,1,8983,3249,2.662028,0.361462,6498,2,11,2.108324,3249,1.1594,8983
normalized-os-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.34905,1.500367,208034,31.882605,20.672101,0.216397,8496.402171,8.078598,9450
normalized-ooo-rf8-ucl.xml.mzn_AND_NODATA,1,0.350773,2.850849,7.248097,7.032787,1,19477,6832,2.542435,0.362041,13664,2,11,1.881572,6832,1.082515,19477
normalized-os-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.312264,1.490238,204333,31.315402,20.622749,0.216397,8490.194634,8.118532,9450
normalized-os-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.531583,1.553544,227465,34.860536,20.943086,0.216397,8527.204571,8.103409,9450
normalized-os-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.448414,1.528692,218384,33.468812,20.813781,0.216397,8513.169921,8.067166,9450
normalized-os-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.380265,1.50913,211236,32.373333,20.725275,0.216397,8501.669747,8.134105,9450
normalized-os-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.335497,1.496626,206667,31.673103,20.66103,0.216397,8494.115151,8.146383,9450
normalized-os-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.432516,1.524037,216683,33.208123,20.797199,0.216397,8510.487108,8.122451,9450
normalized-geo50-20-d4-75-56_ext.xml.mzn_AND_NODATA,1,0.022902,43.664762,87.329524,87.329524,0.021811,1000,1050,2.072455,0.071417,3000,2.857143,5.321928,6.705456,1216.096405,0.151493,45848
normalized-os-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.422159,1.521095,215608,33.043372,20.785085,0.216397,8508.739249,8.184335,9450
normalized-os-taillard-4-100-1.xml.mzn_AND_NODATA,1,0.777778,1.285714,3.428571,5.142857,0.666667,96,112,11.376661,3.075149,3173,28.330357,16.592691,0.591673,216.519932,4.464453,144
normalized-os-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.308585,1.48925,203972,31.260077,20.624355,0.216397,8489.573659,8.172664,9450
normalized-os-taillard-4-105-8.xml.mzn_AND_NODATA,1,0.777778,1.285714,3.428571,5.142857,0.666667,96,112,11.659312,3.424107,3642,32.517857,16.779104,0.591673,219.911749,4.586049,144
normalized-os-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.690476,1.448276,3.862069,5.793103,0.666667,6300,6525,14.283326,1.482417,201475,30.877395,20.585579,0.216397,8485.311259,8.093951,9450
normalized-os-taillard-4-95-1.xml.mzn_AND_NODATA,1,0.777778,1.285714,3.428571,5.142857,0.666667,96,112,11.246869,2.932292,2981,26.616071,16.432411,0.591673,214.962423,4.464453,144
