@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC

@DATA
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,0.3218,0.3227,0,1,0.3236,0.2,0.3141,0.3208,0.804,0.4773,0,0.0413,0.0818,0.0597,0.1094,5.6635
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0095,0.1537,1.1561,0.4609,0.2776,?,0.0292,0.0003,0.9921,0.0367,0.9849,0.8995,?,0.9959,?,16.7265
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295,0.2295,0.9011,0.4167,0,0.5832,0.3252,0.5832,0.8944,4.9614
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.0326,0.0537,0.9623,0.7776,0.0819,0.5,0.0213,0.0248,0.9948,0.0482,0.4178,0.8375,0.9205,0.9702,1.3598,5.7022
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,0,0,1.2669,0.4482,0.1026,?,0.0004,0,0.9988,0.0083,1.0314,0.2256,?,0.3082,?,9.25
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.0037,0.0039,1.043,0.3779,0.0043,0.0932,0.0035,0.0034,0.8461,0.0581,0.6696,0.0249,0.0756,0.034,0.048,3
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0.1109,0.1109,0.5818,0.5045,0.1424,0.5778,0.1109,0.1109,0.7389,0.3005,0.5791,0.2572,0.1018,0.258,0.0886,7.5532
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,0.4941,0.4951,1.9955,0.4035,1,?,0.324,0.4918,0.9641,0.0026,0.5833,0.2299,?,0.1131,?,3.7037
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.4979,0.4994,1.9614,0.3878,0.4999,?,0.3353,0.4867,0.986,0.0791,0.9243,0.7738,?,0.8557,?,4.15
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,0.3222,0.3237,0,1,0.3246,0.2,0.3146,0.3207,0.8016,0.4781,0,0.0401,0.0805,0.0589,0.1079,5.8426
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.3382,0.3383,0.9339,0.2664,0.3576,0.9048,0.3037,0.3375,0.6882,0.286,0.9745,0.0454,0.1007,0.0333,0.1461,133.7513
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.499,0.4997,2.5935,0.3077,0.9999,?,0.4456,0.496,0.9012,0.1736,0.878,0.7354,?,0.827,?,4.8469
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.1309,0.1379,1.3808,0.4183,0.1868,0.619,0.089,0.1204,0.7702,0.1692,0.8047,0.0911,0.485,0.0758,0.5632,8.2451
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,0.0073,0.0153,2.1042,0.4001,0.0733,?,0.0068,0.0021,0.9943,0.0057,0.6051,0.3812,?,0.8249,?,3.2545
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11,0.1069,0.9632,0.1374,0.7998,0.0435,0.1641,0.0407,0.2349,6.0074
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0485,0.073,1.7012,0.4238,0.2759,0.7706,0.0482,0.0283,0.8583,0.1722,0.7546,0.0448,0.2668,0.0245,0.554,5.4573
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0,0.2427,0.9939,0,?,0,0,0.9996,0.015,0.0238,0.8095,?,0.8224,?,3.0148
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.2295,1.0972,0.4778,0.2295,0.4,0.2295,0.2295,0.9007,0.4167,0.9873,0.5832,0.3252,0.5832,0.8944,5
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0,0,0.1062,0.9988,0.0001,?,0,0,1.0008,0.0086,0.0079,0.8962,?,0.9138,?,2
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0,0,0,1,0,?,0,0,0.9976,0.0074,0,0.7211,?,0.7394,?,2.1621
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0,0,0,1,0,?,0,0,0.9977,0.008,0,0.7112,?,0.7247,?,2.1039
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3183,0.3195,0,1,0.3209,0.2,0.3081,0.3176,0.8105,0.4679,0,0.0512,0.0952,0.0711,0.1235,5
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.2606,0.3593,1.067,0.403,0.4177,?,0.1445,0.0828,1.011,0.0874,0.4888,0.7502,?,0.9472,?,5.0328
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0016,0.0028,0.0552,0.9993,0.0055,?,0.0012,0.0009,0.9984,0.0248,0.007,0.9086,?,0.9132,?,2
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0,0,0.1922,0.9969,0,?,0,0,1.0503,0.0096,0.0142,0.8308,?,0.8837,?,3
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.4073,0.5,1.0349,0.4896,0.5,?,0.2207,0.1951,1.0237,0.0341,0.9701,0.4957,?,0.9777,?,16
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.1492,0.2345,1.2069,0.4161,0.3397,0.5,0.0813,0.0218,0.9319,0.1267,0.6183,0.71,1.3015,0.95,0.5576,5.7022
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0,0.1689,0.9977,0,?,0,0,0.9998,0.0106,0.0126,0.8708,?,0.8873,?,2.8508
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0,0.0001,0.1849,0.9973,0.009,?,0.0001,0,0.9999,0.0085,0.0126,0.8501,?,0.9354,?,3
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,0.3204,0.3209,0,1,0.3221,0.2,0.3109,0.3188,0.8058,0.4722,0,0.0466,0.0894,0.07,0.1177,5.0595
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0044,0.8941,0.4862,0.0044,?,0.0044,0.0044,0.9999,0.0321,1.019,0.9109,?,0.911,?,3
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.2859,0.286,0,1,0.286,0.1538,0.2859,0.2859,0.9571,0.3158,0,0.7156,0.3445,0.7156,0.71,3
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0029,0.2739,1.2343,0.5404,0.4105,?,0.0479,0.0011,0.9957,0.0672,0.5644,0.8566,?,0.9787,?,5.0208
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.2295,0.2295,1.1149,0.4764,0.2295,0.4,0.2295,0.2295,0.906,0.4167,0.9858,0.5832,0.3252,0.5832,0.8944,4
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.0018,0.0913,1.2043,0.5635,0.1533,?,0.0161,0.001,2.2366,0.0618,0.5356,0.9104,?,0.9812,?,5.0423
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.3528,0.3528,0,1,0.3528,0.0645,0.3528,0.3528,1,0.0909,0,0.5993,0.7089,0.5993,0.6655,2
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.0084,0.0105,1.0504,0.479,0.0173,0.4187,0.0042,0.001,0.977,0.0629,0.5956,0.6243,0.3314,0.6653,0.5927,6.3695
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.2295,0.2295,1.1056,0.494,0.2295,0.4,0.2295,0.2295,0.9046,0.4167,0.9534,0.5832,0.3252,0.5832,0.8944,4.0432
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,0,0,0.1879,0.9971,0,?,0,0,1.0005,0.0088,0.0131,0.8343,?,0.8889,?,3
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0,0,0.2608,0.9927,0,?,0,0,0.9995,0.0169,0.027,0.7983,?,0.811,?,3
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0073,0.0077,0.8636,0.4944,0.2584,?,0.0075,0.0038,1.0005,0.0151,0.9998,0.9408,?,0.9928,?,4.8034
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4286,0.042,0.042,0.873,0.25,0.5774,0,0.0588,0,0.0104,6.0251
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0,0.11,0.9984,0.0012,?,0,0,0.9999,0.0144,0.011,0.8878,?,0.9017,?,2
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0,0,0.0868,0.9994,0.005,?,0,0,1.0067,0.0048,0.005,0.9001,?,0.954,?,2
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0,0,0,1,0,?,0,0,1.0017,0.0114,0,0.3936,?,0.3937,?,2
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.4988,0,1,0.4988,?,0.4988,0.4988,0.9161,0.0006,0,0,?,0,?,2
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,0.0383,0.0389,0.5555,0.4959,0.0399,0.1176,0.0293,0.037,0.8395,0.2265,0.5773,0,0.0698,0,0.0754,4.7841
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.0906,0.0907,1.3307,0.4001,0.1081,?,0.0562,0.0505,0.8257,0.1029,0.7203,0.535,?,0.897,?,4.0024
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.1601,0.1696,1.2234,0.4509,0.1935,?,0.0874,0.0828,0.9992,0.0281,0.6629,0.836,?,0.8369,?,3.0841
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.499,0.4997,2.5376,0.311,0.9999,?,0.4491,0.496,0.9159,0.1674,0.8806,0.7366,?,0.8242,?,4.899
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0,0.5992,0.4937,0,?,0,0,1.0133,0.026,0.5851,0.5024,?,0.5024,?,3
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0,0.2427,0.9939,0,?,0,0,0.9996,0.0149,0.0236,0.8093,?,0.8192,?,3
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0656,0.0675,1.5309,0.4509,0.0755,?,0.0398,0.0613,0.9981,0.0424,0.7348,0.8039,?,0.792,?,3
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0,0,1,0,?,0,0,0.998,0.0066,0,0.7269,?,0.7404,?,2.1802
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0,0,0.2255,0.9954,0,?,0,0,0.9998,0.012,0.0187,0.8286,?,0.8377,?,3
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.8714,0.25,0.5774,0,0.0506,0,0.0098,6.1599
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0516,0.4901,1.7266,0.4494,0.9988,0.9633,0.1252,0.0129,0.9926,0.0621,0.9186,0.8158,0.9633,0.8811,1.1403,4.1933
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0,0.1006,0.9987,0.0013,?,0,0,1.003,0.011,0.009,0.8991,?,0.9111,?,2
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,0.05,0.0767,1.1031,0.4855,0.34,?,0.0392,0.0356,1.0316,0.0401,0.9618,0.3939,?,0.9582,?,13.5
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0443,0.0445,1.0134,0.4916,0.0447,0.1355,0.0436,0.0437,0.9988,0.0688,0.9948,0.8871,0.2654,0.8876,1.7942,3
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.2606,0.3593,1.067,0.403,0.4177,?,0.1445,0.0828,1.0158,0.0874,0.4888,0.7502,?,0.9472,?,5.115
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0,0,1,0,?,0,0,0.9956,0.0098,0,0.6985,?,0.7173,?,2.1421
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0,0.8405,0.4958,0.0001,?,0,0,0.9997,0.0123,1.0026,0.8937,?,0.902,?,2
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0402,0.043,0.5717,0.5058,0.0496,0.1111,0.0344,0.035,0.8225,0.2358,0.5772,0.0981,0.0488,0.1702,0.053,4
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0,0,0.2249,0.9956,0,?,0,0,1.0024,0.012,0.0185,0.832,?,0.8422,?,3
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0,0,1,0.0001,?,0,0,0.9978,0.0129,0,0.6592,?,0.6718,?,2.9964
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.499,0.4997,2.6066,0.3074,0.9991,?,0.4406,0.4958,0.9006,0.1681,0.8811,0.7353,?,0.827,?,4.7641
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.1103,0.126,1.617,0.3723,0.1978,0.6422,0.1036,0.1002,0.9642,0.1423,0.8022,0.0371,0.1565,0.0276,0.2621,6.0178
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0,0,0.249,0.9937,0,?,0,0,0.9996,0.0149,0.024,0.8049,?,0.815,?,3
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.2295,0.2295,1.108,0.5302,0.2295,0.4,0.2295,0.2295,0.9033,0.4167,0.8849,0.5832,0.3252,0.5832,0.8944,4.1321
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.0007,0.0011,0.078,0.9986,0.0022,?,0.0004,0.0001,0.9986,0.0214,0.0115,0.8937,?,0.9123,?,2
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.419,0.042,0.042,0.8685,0.25,0.5774,0,0.0769,0,0.0155,6.2222
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0.1131,0.1312,1.6062,0.3785,0.1703,0.6621,0.105,0.1022,0.964,0.1414,0.7894,0.0404,0.151,0.0318,0.2296,6.0645
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.1377,0.139,1.3357,0.4083,0.2511,?,0.1037,0.1307,0.7471,0.1539,0.8418,0.0828,?,0,?,10.9496
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.0844,0.0887,0.5461,0.4905,0.0995,0.125,0.0763,0.0775,0.8007,0.2857,0.5769,0.0969,0.0429,0.176,0.0467,4
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0485,0.0698,1.6601,0.4245,0.2733,0.6606,0.0484,0.03,0.8589,0.1658,0.7882,0.0316,0.2557,0.0227,0.5698,5.1077
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.499,0.4997,2.5844,0.3131,0.9999,?,0.4398,0.4957,0.9079,0.1612,0.8747,0.7335,?,0.827,?,4.8254
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831,0.3831,0.7371,0.25,0.9544,0,0,0,0,7
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0.0424,0.1375,2.1453,0.4323,1,?,0.0471,0.0024,0.999,0.0082,0.597,0.3485,?,0.7525,?,3.4591
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0.0684,0.255,1.5974,0.5269,0.3592,?,0.0663,0.0294,0.9678,0.0729,0.6378,0.595,?,0.8407,?,6.0781
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.056,0.058,0.9221,0.495,0.0699,0.5273,0.039,0.0314,0.796,0.2264,0.6854,0.2872,0.5388,0.3773,1.1612,6.5269
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0,0,0.1399,0.9984,0,?,0,0,0.9999,0.0084,0.0101,0.8859,?,0.8995,?,2
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0.0693,0.2614,1.6173,0.5223,0.367,?,0.0708,0.0357,0.9464,0.0855,0.6436,0.5595,?,0.8272,?,6.2974
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2892,0,1,0.2892,0.1333,0.2892,0.2892,0.9658,0.2826,0,0.7592,0.3319,0.7592,0.9684,2.9222
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0.0906,0.0908,1.3195,0.3999,0.1077,?,0.0571,0.0728,0.8241,0.1013,0.7235,0.5345,?,0.8977,?,4
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1201,0.151,1.7119,0.3645,0.2242,0.671,0.111,0.1044,0.9633,0.1369,0.8508,0.0385,0.1809,0.0479,0.3183,6.0101
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0,0,0.8136,0.4927,0.0001,?,0,0,0.9944,0.0116,1.0105,0.9039,?,0.9164,?,2
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3205,0.3214,0,1,0.3226,0.2,0.3107,0.3186,0.8061,0.4722,0,0.0485,0.0968,0.0703,0.125,5.0476
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,0.0082,0.0101,1.0496,0.48,0.0157,0.4012,0.0039,0.001,0.9767,0.0635,0.5963,0.626,0.317,0.6653,0.5821,5.9946
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.499,0.4997,2.5821,0.3198,0.9999,?,0.4433,0.4958,0.903,0.1657,0.8637,0.7314,?,0.8287,?,4.8735
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.4999,0.5,2.9077,0.2864,1,?,0.4474,0.4995,0.9464,0.2162,0.9112,0.7002,?,0.7998,?,4.7581
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195,0.0737,1.0283,0.0805,0.4832,0.7896,?,0.9548,?,5.0349
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.3356,0.3505,1.5926,0.5954,0.4047,?,0.2785,0.3087,0.9469,0.1329,0.6408,0.282,?,0.3738,?,6.721
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0,0.3284,0.9867,0.0006,?,0,0,0.9988,0.0248,0.0425,0.7531,?,0.7746,?,3.8595
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0,0,0.2437,0.9939,0,?,0,0,1.0001,0.015,0.0237,0.8101,?,0.8212,?,3.0756
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0078,0.0097,1.0565,0.4827,0.015,0.3972,0.0037,0.0009,0.9774,0.0611,0.5946,0.6199,0.3181,0.6615,0.5946,5.8626
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0.007,0.0079,0.8218,0.4939,0.0097,?,0.0068,0.0066,0.9998,0.0206,1.0074,0.9469,?,0.9494,?,3
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.499,0.4997,2.5306,0.314,0.9999,?,0.4382,0.4958,0.9101,0.1631,0.8811,0.7356,?,0.826,?,4.8616
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0715,0.0715,0,1,0.0716,0.1053,0.0715,0.0715,0.9996,0.0515,0,0.9258,0.3403,0.9258,3.2582,2
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,0,?,?,?,?,?,?,0,?,0,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0382,0.0389,0.9932,0.4626,0.0393,0.151,0.0378,0.0378,0.999,0.0827,1.0485,0.8592,0.2855,0.8601,1.5014,3
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0,0.1401,0.9974,0.0001,?,0,0,0.9997,0.0168,0.0146,0.8706,?,0.8832,?,2
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0,0.2699,0.9923,0,?,0,0,1.0168,0.0168,0.0277,0.7914,?,0.8042,?,3
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.4947,0.4948,1.3554,0.2468,0.4954,?,0.4945,0.4945,0.8927,0.0029,0.807,0.1226,?,0.1617,?,2
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0.3832,0.3832,0.9678,0.3778,0.3833,0.5325,0.3831,0.3831,0.7349,0.25,0.867,0,0,0,0,8.7207
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0072,0.0359,0.7352,0.8564,0.0589,?,0.0082,0.0004,0.9989,0.021,0.3185,0.9045,?,0.9879,?,5.0667
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1213,0.1482,1.6738,0.3761,0.2363,0.6225,0.1099,0.1022,0.9645,0.1403,0.8157,0.0369,0.1587,0.0358,0.279,6.0194
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0,0,0.1846,0.9973,0.0117,?,0,0,0.9999,0.0085,0.0126,0.8489,?,0.934,?,3
