@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC

@DATA
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.084906,0.81274,0.113208,0.113208
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.113208,0.359391,0.113208,0.113208
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.084906,0.812902,0.122642,0.113208
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.084906,0.808669,0.113208,0.113208
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.075472,0.814503,0.103774,0.113208
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.075472,0.8151,0.113208,0.103774
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.075472,0.815013,0.113208,0.113208
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.113208,0.398353,0.113208,0.113208
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.09434,0.811536,0.113208,0.113208
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.113208,0.403611,0.122642,0.113208
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.084906,0.81488,0.113208,0.113208
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.113208,0.407097,0.113208,0.113208
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.075472,0.814376,0.103774,0.103774
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0.084906,0.812895,0.113208,0.113208
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0.113208,0.359923,0.113208,0.113208
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0.075472,0.814681,0.122642,0.113208
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0.075472,0.815261,0.113208,0.113208
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0.075472,0.815281,0.103774,0.103774
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0.113208,0.363999,0.113208,0.113208
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0.075472,0.814812,0.113208,0.103774
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0.113208,0.386553,0.113208,0.113208
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0.084906,0.814694,0.122642,0.113208
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0.075472,0.814083,0.122642,0.113208
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0.113208,0.379847,0.122642,0.113208
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0.113208,0.356301,0.122642,0.113208
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0.075472,0.8119,0.113208,0.103774
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0.113208,0.363693,0.113208,0.113208
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0.075472,0.813596,0.122642,0.113208
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.113208,0.40998,0.122642,0.113208
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.084906,0.814791,0.113208,0.113208
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.084906,0.814891,0.103774,0.113208
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.084906,0.813834,0.113208,0.113208
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.084906,0.815252,0.113208,0.113208
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.113208,0.395184,0.113208,0.113208
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.084906,0.81421,0.113208,0.113208
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.113208,0.383685,0.113208,0.113208
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.075472,0.81121,0.113208,0.113208
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.113208,0.346198,0.113208,0.113208
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.06383,0.812194,0.099291,0.092199
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.06383,0.80696,0.099291,0.092199
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.070922,0.812807,0.099291,0.092199
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.06383,0.811174,0.092199,0.092199
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.06383,0.810794,0.099291,0.092199
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.06383,0.810048,0.099291,0.092199
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.06383,0.810983,0.099291,0.092199
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.06383,0.808218,0.092199,0.092199
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.070922,0.810969,0.099291,0.092199
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.06383,0.805939,0.092199,0.092199
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.06383,0.807976,0.092199,0.092199
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.070922,0.809203,0.099291,0.092199
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.06383,0.809707,0.099291,0.092199
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.070922,0.808979,0.092199,0.092199
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.06383,0.810168,0.092199,0.092199
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.06383,0.810278,0.092199,0.092199
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.06383,0.812732,0.099291,0.092199
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.06383,0.812054,0.092199,0.092199
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.070922,0.805684,0.099291,0.099291
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.070922,0.806965,0.099291,0.092199
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.070922,0.812852,0.092199,0.092199
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.06383,0.811058,0.092199,0.092199
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.070922,0.811842,0.099291,0.092199
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.070922,0.812705,0.099291,0.092199
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.06383,0.810598,0.092199,0.085106
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.06383,0.809942,0.099291,0.092199
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.06383,0.80936,0.099291,0.092199
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.06383,0.807664,0.092199,0.092199
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.070922,0.808954,0.099291,0.092199
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.06383,0.811899,0.092199,0.092199
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.06383,0.808523,0.099291,0.085106
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.06383,0.805582,0.092199,0.092199
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.06383,0.811703,0.099291,0.085106
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.06383,0.809756,0.099291,0.092199
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.070922,0.812458,0.092199,0.092199
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.070922,0.811828,0.099291,0.092199
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.070922,0.805749,0.099291,0.092199
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.06383,0.809533,0.092199,0.092199
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.06383,0.808704,0.092199,0.092199
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.06383,0.808819,0.085106,0.085106
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.056738,0.807392,0.099291,0.085106
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.06383,0.810376,0.092199,0.092199
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.070922,0.807029,0.092199,0.092199
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.06383,0.801317,0.099291,0.092199
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.06383,0.80932,0.099291,0.092199
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.06383,0.806506,0.099291,0.092199
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.070922,0.809138,0.099291,0.092199
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.06383,0.810656,0.099291,0.092199
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.070922,0.810071,0.092199,0.092199
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.06383,0.811143,0.099291,0.092199
composed-25-10-20-0_ext.xml.minion.gz,1,0.133333,0.835394,0.142857,0.085714
composed-25-10-20-1_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714
composed-25-10-20-2_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714
composed-25-10-20-3_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714
composed-25-10-20-4_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714
composed-25-10-20-5_ext.xml.minion.gz,1,0.114286,0.835394,0.171429,0.085714
composed-25-10-20-6_ext.xml.minion.gz,1,0.114286,0.835394,0.161905,0.085714
composed-25-10-20-7_ext.xml.minion.gz,1,0.12381,0.835394,0.161905,0.085714
composed-25-10-20-8_ext.xml.minion.gz,1,0.114286,0.835394,0.180952,0.085714
composed-25-10-20-9_ext.xml.minion.gz,1,0.12381,0.835394,0.171429,0.085714
composed-25-1-2-0_ext.xml.minion.gz,1,0.424242,0.749308,0.454545,0.454545
composed-25-1-2-1_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.424242
composed-25-1-2-2_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.454545
composed-25-1-2-3_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.454545
composed-25-1-2-4_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545
composed-25-1-25-0_ext.xml.minion.gz,1,0.424242,0.742906,0.454545,0.484848
composed-25-1-25-1_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.454545
composed-25-1-25-2_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848
composed-25-1-25-3_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.484848
composed-25-1-25-4_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848
composed-25-1-25-5_ext.xml.minion.gz,1,0.363636,0.742906,0.545455,0.484848
composed-25-1-25-6_ext.xml.minion.gz,1,0.363636,0.742906,0.515152,0.484848
composed-25-1-25-7_ext.xml.minion.gz,1,0.393939,0.742906,0.515152,0.484848
composed-25-1-25-8_ext.xml.minion.gz,1,0.363636,0.742906,0.575758,0.484848
composed-25-1-25-9_ext.xml.minion.gz,1,0.393939,0.742906,0.545455,0.515152
composed-25-1-2-5_ext.xml.minion.gz,1,0.363636,0.749308,0.545455,0.454545
composed-25-1-2-6_ext.xml.minion.gz,1,0.363636,0.749308,0.515152,0.454545
composed-25-1-2-7_ext.xml.minion.gz,1,0.393939,0.749308,0.515152,0.484848
composed-25-1-2-8_ext.xml.minion.gz,1,0.363636,0.749308,0.575758,0.484848
composed-25-1-2-9_ext.xml.minion.gz,1,0.393939,0.749308,0.545455,0.484848
composed-25-1-40-0_ext.xml.minion.gz,1,0.424242,0.73923,0.484848,0.515152
composed-25-1-40-1_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.484848
composed-25-1-40-2_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.484848
composed-25-1-40-3_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152
composed-25-1-40-4_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152
composed-25-1-40-5_ext.xml.minion.gz,1,0.363636,0.73923,0.545455,0.484848
composed-25-1-40-6_ext.xml.minion.gz,1,0.363636,0.73923,0.515152,0.515152
composed-25-1-40-7_ext.xml.minion.gz,1,0.393939,0.73923,0.515152,0.515152
composed-25-1-40-8_ext.xml.minion.gz,1,0.363636,0.73923,0.575758,0.515152
composed-25-1-40-9_ext.xml.minion.gz,1,0.393939,0.73923,0.545455,0.515152
composed-25-1-80-0_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758
composed-25-1-80-1_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.545455
composed-25-1-80-2_ext.xml.minion.gz,1,0.424242,0.730939,0.575758,0.575758
composed-25-1-80-3_ext.xml.minion.gz,1,0.454545,0.730939,0.575758,0.575758
composed-25-1-80-4_ext.xml.minion.gz,1,0.393939,0.730939,0.515152,0.545455
composed-25-1-80-5_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.545455
composed-25-1-80-6_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.545455
composed-25-1-80-7_ext.xml.minion.gz,1,0.424242,0.730939,0.515152,0.575758
composed-25-1-80-8_ext.xml.minion.gz,1,0.393939,0.730939,0.575758,0.575758
composed-25-1-80-9_ext.xml.minion.gz,1,0.393939,0.730939,0.545455,0.575758
composed-75-1-2-0_ext.xml.minion.gz,1,0.13253,0.713651,0.228916,0.180723
composed-75-1-2-1_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723
composed-75-1-2-2_ext.xml.minion.gz,1,0.13253,0.713651,0.277108,0.192771
composed-75-1-2-3_ext.xml.minion.gz,1,0.144578,0.713651,0.253012,0.192771
composed-75-1-2-4_ext.xml.minion.gz,1,0.144578,0.713651,0.228916,0.180723
composed-75-1-25-0_ext.xml.minion.gz,1,0.13253,0.712186,0.228916,0.180723
composed-75-1-25-1_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.192771
composed-75-1-25-2_ext.xml.minion.gz,1,0.13253,0.712186,0.277108,0.192771
composed-75-1-25-3_ext.xml.minion.gz,1,0.144578,0.712186,0.253012,0.192771
composed-75-1-25-4_ext.xml.minion.gz,1,0.144578,0.712186,0.228916,0.192771
composed-75-1-25-5_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771
composed-75-1-25-6_ext.xml.minion.gz,1,0.13253,0.712186,0.240964,0.192771
composed-75-1-25-7_ext.xml.minion.gz,1,0.13253,0.712186,0.216867,0.192771
composed-75-1-25-8_ext.xml.minion.gz,1,0.13253,0.712186,0.289157,0.180723
composed-75-1-25-9_ext.xml.minion.gz,1,0.13253,0.712186,0.26506,0.192771
composed-75-1-2-5_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771
composed-75-1-2-6_ext.xml.minion.gz,1,0.13253,0.713651,0.240964,0.192771
composed-75-1-2-7_ext.xml.minion.gz,1,0.13253,0.713651,0.216867,0.192771
composed-75-1-2-8_ext.xml.minion.gz,1,0.13253,0.713651,0.289157,0.180723
composed-75-1-2-9_ext.xml.minion.gz,1,0.13253,0.713651,0.26506,0.192771
composed-75-1-40-0_ext.xml.minion.gz,1,0.13253,0.711279,0.228916,0.192771
composed-75-1-40-1_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771
composed-75-1-40-2_ext.xml.minion.gz,1,0.13253,0.711279,0.277108,0.192771
composed-75-1-40-3_ext.xml.minion.gz,1,0.144578,0.711279,0.253012,0.192771
composed-75-1-40-4_ext.xml.minion.gz,1,0.144578,0.711279,0.228916,0.192771
composed-75-1-40-5_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771
composed-75-1-40-6_ext.xml.minion.gz,1,0.13253,0.711279,0.240964,0.192771
composed-75-1-40-7_ext.xml.minion.gz,1,0.13253,0.711279,0.216867,0.192771
composed-75-1-40-8_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771
composed-75-1-40-9_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771
composed-75-1-80-0_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819
composed-75-1-80-1_ext.xml.minion.gz,1,0.13253,0.709026,0.289157,0.204819
composed-75-1-80-2_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819
composed-75-1-80-3_ext.xml.minion.gz,1,0.144578,0.709026,0.253012,0.204819
composed-75-1-80-4_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819
composed-75-1-80-5_ext.xml.minion.gz,1,0.13253,0.709026,0.26506,0.204819
composed-75-1-80-6_ext.xml.minion.gz,1,0.144578,0.709026,0.240964,0.192771
composed-75-1-80-7_ext.xml.minion.gz,1,0.144578,0.709026,0.216867,0.204819
composed-75-1-80-8_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819
composed-75-1-80-9_ext.xml.minion.gz,1,0.144578,0.709026,0.26506,0.204819
costasArray-10.xml.minion.convert.minion,1,0.185185,0.913618,0.185185,0.157407
costasArray-11.xml.minion.convert.minion,1,0.169231,0.913037,0.169231,0.138462
costasArray-12.xml.minion.convert.minion,1,0.155844,0.912557,0.155844,0.12987
costasArray-13.xml.minion.convert.minion,1,0.144444,0.912154,0.144444,0.122222
costasArray-14.xml.minion.convert.minion,1,0.134615,0.91181,0.134615,0.105769
costasArray-15.xml.minion.convert.minion,1,0.12605,0.911513,0.12605,0.10084
costasArray-16.xml.minion.convert.minion,1,0.118519,0.911254,0.118519,0.096296
costasArray-17.xml.minion.convert.minion,1,0.111842,0.911026,0.111842,0.085526
costasArray-18.xml.minion.convert.minion,1,0.105882,0.910824,0.105882,0.082353
costasArray-19.xml.minion.convert.minion,1,0.100529,0.910643,0.100529,0.079365
costasArray-20.xml.minion.convert.minion,1,0.095694,0.910481,0.095694,0.076555
cril-0_ext.xml.minion.converted.minion,1,0.092593,0.863237,0.185185,0.083333
cril-0_ext.xml.minion.converted.minion.gz,1,0.092593,0.863237,0.185185,0.083333
cril-2_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.144231,0.096154
cril-3_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.134615,0.096154
cril-4_ext.xml.minion.converted.minion,1,0.977778,0.679827,0.977778,0.977778
cril-5_ext.xml.minion.converted.minion,1,0.97619,0.701098,0.97619,0.97619
cril-6_ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556
cril-6_ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556
cril-7.ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556
cril-7.ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.469697,0.409362,0.668831,0.512987
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.375661,0.517084,0.656085,0.481481
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.605128,0.501525,0.805128,0.646154
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.668421,0.457273,0.831579,0.773684
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.472313,0.431995,0.7557,0.52443
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.483108,0.44986,0.702703,0.550676
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.58445,0.413691,0.788204,0.589812
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.579088,0.400035,0.820375,0.579088
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.600522,0.39196,0.796345,0.600522
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.535632,0.395567,0.850575,0.535632
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.479545,0.408447,0.793182,0.584091
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.680899,0.364666,0.85618,0.680899
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.070423,0.786962,0.098592,0.084507
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.083056,0.748506,0.152824,0.083056
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.095588,0.744188,0.194853,0.091912
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.105413,0.743866,0.202279,0.091168
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.084615,0.743583,0.146154,0.072308
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096
dubois-100_ext.xml.minion.converted.minion.gz,1,0.01,0.793763,0.013333,0.013333
dubois-20_ext.xml.minion.converted.minion.gz,1,0.05,0.795234,0.066667,0.066667
dubois-21_ext.xml.minion.converted.minion.gz,1,0.047619,0.795147,0.063492,0.063492
dubois-22_ext.xml.minion.converted.minion.gz,1,0.045455,0.795069,0.060606,0.060606
dubois-23_ext.xml.minion.converted.minion.gz,1,0.043478,0.794997,0.057971,0.057971
dubois-24_ext.xml.minion.converted.minion.gz,1,0.041667,0.794931,0.055556,0.055556
dubois-25_ext.xml.minion.converted.minion.gz,1,0.04,0.79487,0.053333,0.053333
dubois-26_ext.xml.minion.converted.minion.gz,1,0.038462,0.794814,0.051282,0.051282
dubois-27_ext.xml.minion.converted.minion.gz,1,0.037037,0.794761,0.049383,0.049383
dubois-28_ext.xml.minion.converted.minion.gz,1,0.035714,0.794713,0.047619,0.047619
dubois-29_ext.xml.minion.converted.minion.gz,1,0.034483,0.794668,0.045977,0.045977
dubois-30_ext.xml.minion.converted.minion.gz,1,0.033333,0.794626,0.044444,0.044444
dubois-50_ext.xml.minion.converted.minion.gz,1,0.02,0.794134,0.026667,0.026667
ehi-85-297-0_ext.xml.minion.gz,1,0.077441,0.840488,0.097643,0.094276
ehi-85-297-10_ext.xml.minion.gz,1,0.074074,0.840238,0.10101,0.094276
ehi-85-297-11_ext.xml.minion.gz,1,0.070707,0.840263,0.10101,0.094276
ehi-85-297-12_ext.xml.minion.gz,1,0.077441,0.840458,0.097643,0.094276
ehi-85-297-13_ext.xml.minion.gz,1,0.070707,0.840188,0.097643,0.094276
ehi-85-297-14_ext.xml.minion.gz,1,0.074074,0.840405,0.10101,0.094276
ehi-85-297-15_ext.xml.minion.gz,1,0.077441,0.840504,0.097643,0.094276
ehi-85-297-16_ext.xml.minion.gz,1,0.080808,0.840441,0.10101,0.094276
ehi-85-297-17_ext.xml.minion.gz,1,0.077441,0.840396,0.097643,0.094276
ehi-85-297-18_ext.xml.minion.gz,1,0.077441,0.840475,0.10101,0.094276
ehi-85-297-19_ext.xml.minion.gz,1,0.080808,0.840481,0.10101,0.094276
ehi-85-297-1_ext.xml.minion.gz,1,0.080808,0.839991,0.10101,0.094276
ehi-85-297-20_ext.xml.minion.gz,1,0.074074,0.840528,0.10101,0.094276
ehi-85-297-21_ext.xml.minion.gz,1,0.077441,0.840072,0.10101,0.094276
ehi-85-297-22_ext.xml.minion.gz,1,0.077441,0.840499,0.10101,0.094276
ehi-85-297-23_ext.xml.minion.gz,1,0.077441,0.840477,0.10101,0.094276
ehi-85-297-24_ext.xml.minion.gz,1,0.074074,0.840358,0.097643,0.094276
ehi-85-297-25_ext.xml.minion.gz,1,0.074074,0.84016,0.097643,0.094276
ehi-85-297-26_ext.xml.minion.gz,1,0.070707,0.840157,0.097643,0.094276
ehi-85-297-27_ext.xml.minion.gz,1,0.070707,0.840235,0.10101,0.094276
ehi-85-297-28_ext.xml.minion.gz,1,0.070707,0.840351,0.097643,0.094276
ehi-85-297-29_ext.xml.minion.gz,1,0.074074,0.840385,0.10101,0.094276
ehi-85-297-2_ext.xml.minion.gz,1,0.070707,0.840481,0.10101,0.094276
ehi-85-297-30_ext.xml.minion.gz,1,0.080808,0.840334,0.10101,0.094276
ehi-85-297-31_ext.xml.minion.gz,1,0.070707,0.840356,0.10101,0.094276
ehi-85-297-32_ext.xml.minion.gz,1,0.080808,0.840383,0.097643,0.094276
ehi-85-297-33_ext.xml.minion.gz,1,0.074074,0.840495,0.10101,0.094276
ehi-85-297-34_ext.xml.minion.gz,1,0.074074,0.840202,0.10101,0.094276
ehi-85-297-35_ext.xml.minion.gz,1,0.074074,0.840228,0.10101,0.094276
ehi-85-297-36_ext.xml.minion.gz,1,0.074074,0.840411,0.10101,0.094276
ehi-85-297-37_ext.xml.minion.gz,1,0.077441,0.840453,0.097643,0.094276
ehi-85-297-38_ext.xml.minion.gz,1,0.077441,0.840354,0.10101,0.094276
ehi-85-297-39_ext.xml.minion.gz,1,0.077441,0.840372,0.097643,0.094276
ehi-85-297-3_ext.xml.minion.gz,1,0.070707,0.840273,0.10101,0.094276
ehi-85-297-40_ext.xml.minion.gz,1,0.077441,0.840389,0.10101,0.094276
ehi-85-297-41_ext.xml.minion.gz,1,0.070707,0.840082,0.10101,0.094276
ehi-85-297-42_ext.xml.minion.gz,1,0.077441,0.840437,0.10101,0.094276
