@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,0.258929,0.731359,0.482143,0.133929,106.211737,22.508929,39,1260,0.200893,0.432617,53,27,112,0.01785,0.01785,0.202703,112,112,53,22.5,14,1261,18.767857,0.5,0,28.416876,7,3.803571,28,868,5.103448,0.198221
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.169562,?,20.875,?,?,25.454545,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.802096,?,19.222222,?,?,23.333333,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,0.084906,0.813791,0.113208,0.113208,71.660813,15.924528,30,606,0.107868,0.431746,105,2,106,0.014718,0.014718,0.108895,106,106,65,11.433962,8,1082,8.235849,0.132075,0.066038,5.785831,6,5,15,335,5.882353,0.012019
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0.113208,0.468439,0.113208,0.113208,160.278656,6.490566,88,0,0.114632,0.455535,145,57,106,0.012827,0.012827,0.115723,106,106,106,12.150943,8,506,8.235849,0.132075,0.113208,36.792376,6,26,15,993,32.222222,0.003617
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,0.075472,0.816022,0.113208,0.103774,68.234416,16.169811,24,575,0.10235,0.415549,96,2,106,0.014196,0.014196,0.103324,106,106,69,10.849057,9,1139,8.783019,0.122642,0.04717,5.296336,7,4.545455,14,913,5.05,0.014989
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.543886,?,22.75,?,?,27.3,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0.103774,0.44468,0.122642,0.113208,147.649635,6.886792,78,0,0.11481,0.456206,135,57,106,0.012567,0.012567,0.115903,106,106,98,12.169811,9,548,8.858491,0.122642,0.103774,33.957376,6,23,15,991,30.777778,0.004576
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,0.075472,0.81385,0.113208,0.113208,62.3593,17.433962,21,590,0.10502,0.418575,88,2,106,0.013858,0.013858,0.10602,106,106,68,11.132075,11,1258,9.820755,0.122642,0.066038,4.805747,8,4.2,15,335,5,0.01145
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0.113208,0.376238,0.113208,0.113208,128.534384,8.301887,75,0,0.114632,0.455535,104,57,106,0.011894,0.011894,0.115723,106,106,90,12.150943,11,698,9.820755,0.132075,0.113208,28.351078,8,20.538462,15,951,25.666667,0.003617
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,0.075472,0.813643,0.122642,0.113208,61.327817,17.575472,22,594,0.105732,0.427939,83,2,106,0.01385,0.01385,0.106739,106,106,68,11.207547,12,1269,10.084906,0.132075,0.037736,4.760734,8,4.347826,15,335,4.761905,0.016119
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0.113208,0.419818,0.113208,0.113208,142.58794,7.349057,80,0,0.114632,0.455535,116,58,106,0.01231,0.01231,0.115723,106,106,96,12.150943,9,597,8.981132,0.132075,0.113208,31.824946,6,22.833333,14,980,27.5,0.003617
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,0.075472,0.812998,0.103774,0.103774,60.783931,17.575472,20,581,0.103418,0.416137,87,2,106,0.013709,0.013709,0.104403,106,106,68,10.962264,11,1282,10.179245,0.122642,0.037736,4.71095,9,4,15,913,4.761905,0.014827
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.847322,?,21.083333,?,?,24.363636,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,0.075472,0.812797,0.113208,0.103774,61.340392,17.471698,20,577,0.102706,0.416096,89,1,106,0.013703,0.013703,0.103684,106,106,67,10.886792,11,1275,10.207547,0.132075,0.037736,4.694805,8,3.8,15,335,5,0.015675
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.169562,?,20.875,?,?,25.454545,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0.113208,0.385393,0.113208,0.113208,132.758519,8.084906,78,0,0.114632,0.455601,109,57,106,0.011978,0.011978,0.115723,106,106,92,12.150943,10,675,9.660377,0.122642,0.113208,29.182158,8,21.384615,15,969,26.7,0.003377
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,0.075472,0.815304,0.103774,0.103774,65.333904,16.330189,22,563,0.100214,0.410245,98,3,106,0.013981,0.013981,0.101168,106,106,68,10.622642,10,1168,9.179245,0.122642,0.009434,5.096035,7,4.347826,15,243,5.263158,0.018709
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.084005,?,21.5,?,?,27.3,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.555696,?,22.75,?,?,27.8,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,0.075472,0.815014,0.113208,0.103774,64.461088,16.726415,22,578,0.102884,0.4176,96,1,106,0.013997,0.013997,0.103863,106,106,67,10.90566,10,1195,9.377358,0.122642,0.037736,5.019668,7,4.347826,15,243,5.047619,0.015899
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.784029,?,21.875,?,?,26.714286,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.755536,?,20,?,?,24.272727,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,0.084906,0.814489,0.132075,0.108491,62.927994,17.273585,21,595,0.10591,0.423463,88,2,106,0.013975,0.013975,0.106918,106,106,67,11.226415,10,1236,9.688679,0.132075,0.037736,4.873803,7,4.347826,15,243,5,0.012977
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.77741,?,21.166667,?,?,25.428571,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0.113208,0.37128,0.122642,0.113208,129.616034,8.424528,77,0,0.114632,0.455535,106,57,106,0.011849,0.011849,0.115723,106,106,92,12.150943,10,711,10.009434,0.132075,0.113208,28.187109,8,21.222222,15,963,25.636364,0.003617
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,0.075472,0.814425,0.113208,0.103774,63.557724,17.018868,19,574,0.102172,0.412876,90,2,106,0.013836,0.013836,0.103145,106,106,68,10.830189,10,1230,9.679245,0.122642,0.04717,4.896601,7,4.222222,15,883,4.761905,0.014573
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0.113208,0.378533,0.113208,0.113208,128.962428,8.245283,77,0,0.114632,0.455535,105,57,106,0.011915,0.011915,0.115723,106,106,90,12.150943,11,692,9.877358,0.132075,0.113208,28.511335,8,21.666667,15,960,25.857143,0.003617
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,0.075472,0.815775,0.113208,0.113208,66.438941,16.575472,24,586,0.104308,0.42709,96,2,106,0.014155,0.014155,0.105301,106,106,68,11.056604,10,1171,9.066038,0.132075,0.018868,5.185991,6,4.545455,15,882,5.263158,0.016536
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.699449,?,21.666667,?,?,28.5,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.82135,?,19.555556,?,?,23.909091,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0.113208,0.346085,0.122642,0.113208,117.002558,9.09434,69,0,0.114632,0.455601,97,57,106,0.01163,0.01163,0.115723,106,106,80,12.150943,12,782,10.735849,0.122642,0.113208,25.717793,8,19,15,977,22.5,0.003377
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,0.075472,0.815127,0.122642,0.113208,65.488066,17.141509,25,602,0.107156,0.430103,88,3,106,0.014108,0.014108,0.108176,106,106,67,11.358491,10,1215,9.462264,0.132075,0.056604,5.11448,7,4.545455,15,793,5,0.0121
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.363056,?,20.846154,?,?,26.9,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.63358,?,22.833333,?,?,29.833333,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,0.075472,0.815699,0.113208,0.103774,65.994902,16.575472,23,580,0.10324,0.421113,96,1,106,0.014083,0.014083,0.104223,106,106,70,10.943396,10,1177,9.254717,0.122642,0.028302,5.199992,8,4.545455,15,904,5.263158,0.015967
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.511296,?,22.428571,?,?,27.8,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0.113208,0.378161,0.113208,0.113208,128.292929,8.254717,72,0,0.114632,0.455535,105,57,106,0.011912,0.011912,0.115723,106,106,88,12.150943,11,693,9.915094,0.132075,0.113208,28.398265,7,21.076923,15,962,24.857143,0.003617
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,0.084906,0.810194,0.122642,0.113208,56.435699,19.311321,19,624,0.111072,0.444315,82,3,106,0.013571,0.013571,0.112129,106,106,67,11.773585,13,1423,11.509434,0.122642,0.056604,4.301912,10,3.714286,15,335,4.545455,0.009893
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.554967,?,19.777778,?,?,23.333333,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35.774184,?,24.545455,?,?,30.888889,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,0.075472,0.81485,0.103774,0.103774,65.90396,16.5,21,562,0.100036,0.405607,98,2,106,0.013901,0.013901,0.100988,106,106,69,10.603774,10,1187,9.301887,0.122642,0.037736,5.067276,7,4.347826,15,335,5.263158,0.01737
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.527044,?,21.75,?,?,27.8,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.649648,?,20.538462,?,?,24.454545,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,0.084906,0.812582,0.113208,0.113208,59.732129,18.283019,18,609,0.108402,0.436741,86,1,106,0.013757,0.013757,0.109434,106,106,65,11.490566,11,1329,10.45283,0.122642,0.037736,4.59515,8,4.166667,15,243,4.545455,0.012104
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0.113208,0.357077,0.113208,0.113208,121.081333,8.792453,68,0,0.114632,0.455535,105,57,106,0.011723,0.011723,0.115723,106,106,82,12.150943,11,750,10.45283,0.132075,0.113208,26.808584,8,20.230769,15,982,23.166667,0.003617
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,0.075472,0.814517,0.113208,0.113208,63.354369,17.301887,24,598,0.106444,0.428388,89,1,106,0.013998,0.013998,0.107457,106,106,65,11.283019,10,1236,9.773585,0.122642,0.056604,4.946702,8,4.380952,15,335,5,0.012547
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0.113208,0.388101,0.113208,0.113208,132.255988,8.018868,78,0,0.114632,0.455601,108,57,106,0.012004,0.012004,0.115723,106,106,92,12.150943,10,668,9.773585,0.122642,0.113208,29.330061,8,21.333333,15,972,26.8,0.003377
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.78354,?,21.333333,?,?,27.8,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,0.075472,0.814238,0.113208,0.103774,63.652245,16.981132,22,575,0.10235,0.409754,88,3,106,0.013862,0.013862,0.103324,106,106,67,10.849057,10,1225,9.688679,0.132075,0.056604,4.883015,7,4.1,15,335,5,0.014877
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0.113208,0.383365,0.113208,0.113208,132.211765,8.132075,72,0,0.114632,0.455535,108,57,106,0.011959,0.011959,0.115723,106,106,90,12.150943,10,680,9.688679,0.132075,0.113208,28.711037,7,20.769231,15,975,26,0.003617
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.011577,?,22.416667,?,?,27.4,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0.075472,0.814929,0.113208,0.103774,64.313629,17.018868,23,586,0.104308,0.419717,89,2,106,0.013973,0.013973,0.105301,106,106,69,11.056604,10,1218,9.59434,0.122642,0.037736,4.988041,7,4.333333,14,870,5,0.015047
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.014286,?,21.75,?,?,26.714286,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.493766,?,21,?,?,25.545455,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0.09434,0.812863,0.113208,0.113208,60.005283,18.283019,22,613,0.109114,0.445996,87,2,106,0.013799,0.013799,0.110153,106,106,68,11.566038,11,1325,10.509434,0.122642,0.018868,4.69668,9,4.347826,15,335,4.869565,0.013592
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.790359,?,20.384615,?,?,24.909091,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.073908,?,21.769231,?,?,27.3,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0.075472,0.815404,0.113208,0.103774,66.33988,16.556604,25,584,0.103952,0.42258,96,3,106,0.014139,0.014139,0.104942,106,106,68,11.018868,9,1171,9.084906,0.132075,0.04717,5.164123,7,4.545455,15,335,5.263158,0.01571
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.120453,?,22.5,?,?,27.1,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.768765,?,22,?,?,26.9,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0.084906,0.814767,0.113208,0.113208,64.196629,17.330189,21,591,0.105198,0.425322,88,1,106,0.013909,0.013909,0.106199,106,106,68,11.150943,10,1246,9.801887,0.122642,0.04717,5.023685,7,4.545455,15,962,4.8,0.014242
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.81644,?,21.076923,?,?,25.636364,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.453483,?,22.833333,?,?,28.5,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.794643,?,21.333333,?,?,27.3,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0.084906,0.814144,0.122642,0.113208,61.92393,17.613208,22,605,0.10769,0.435756,87,2,106,0.013957,0.013957,0.108715,106,106,68,11.415094,11,1262,9.839623,0.122642,0.037736,4.803968,8,4.347826,15,243,5,0.014128
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.144723,?,21.125,?,?,25.090909,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0.084906,0.815134,0.113208,0.113208,66.484899,16.867925,24,596,0.106088,0.428081,90,2,106,0.014151,0.014151,0.107098,106,106,69,11.245283,10,1192,9.235849,0.122642,0.066038,5.229049,7,4.761905,14,243,5.263158,0.012349
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0.113208,0.40632,0.113208,0.113208,140.988818,7.622642,81,0,0.114632,0.455535,112,58,106,0.012177,0.012177,0.115723,106,106,93,12.150943,10,626,9.235849,0.132075,0.113208,31.770321,7,23,14,992,28.3,0.003617
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.869564,?,20.692308,?,?,26.857143,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0.084906,0.813846,0.113208,0.113208,61.070478,17.764151,20,606,0.107868,0.430498,86,2,106,0.013911,0.013911,0.108895,106,106,65,11.433962,11,1277,10.018868,0.122642,0.066038,4.700046,7,4.117647,15,335,4.761905,0.010997
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0.113208,0.375078,0.113208,0.113208,127.155492,8.330189,72,0,0.114632,0.455535,104,57,106,0.011883,0.011883,0.115723,106,106,88,12.150943,11,701,10.018868,0.132075,0.113208,28.140953,7,20.777778,15,982,25.454545,0.003617
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.175061,?,20.333333,?,?,24.909091,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0.084906,0.809256,0.122642,0.113208,58.313754,18.754717,18,592,0.105376,0.42915,83,1,106,0.013435,0.013435,0.106379,106,106,65,11.169811,12,1396,11.273585,0.132075,0.028302,4.412675,9,3.619048,15,811,4.545455,0.015359
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.186067,?,18.428571,?,?,22.333333,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.016479,?,21.625,?,?,26.285714,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.084906,0.81274,0.113208,0.113208,60.006065,18.160377,21,606,0.107868,0.430434,87,0,106,0.013768,0.013768,0.108895,106,106,67,11.433962,11,1319,10.490566,0.132075,0.075472,4.634257,8,4.133333,15,243,4.761905,0.011073
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.113208,0.359391,0.113208,0.113208,122.05249,8.726415,72,0,0.114632,0.455535,98,57,106,0.011745,0.011745,0.115723,106,106,86,12.150943,11,743,10.490566,0.132075,0.113208,27.044282,8,20.384615,15,978,24.454545,0.003617
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.084906,0.812902,0.122642,0.113208,61.76132,17.830189,20,587,0.104486,0.431513,84,3,106,0.013684,0.013684,0.105481,106,106,67,11.075472,11,1303,10.311321,0.132075,0.009434,4.822086,8,4.307692,15,987,4.761905,0.017128
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.602304,?,20,?,?,24.181818,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.886352,?,21.375,?,?,27.142857,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.084906,0.808669,0.113208,0.113208,57.674157,19.09434,18,600,0.1068,0.429157,82,1,106,0.013409,0.013409,0.107817,106,106,65,11.320755,12,1424,11.396226,0.122642,0.009434,4.417967,9,3.933333,15,853,4.347826,0.016623
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.987164,?,19.111111,?,?,21.833333,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.101213,?,22.666667,?,?,28.2,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.075472,0.814503,0.103774,0.113208,64.626312,17.226415,21,587,0.104486,0.421897,89,2,106,0.013903,0.013903,0.105481,106,106,65,11.075472,10,1239,9.698113,0.122642,0.037736,4.937208,7,4.347826,15,876,4.933333,0.014586
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.018206,?,21,?,?,25.818182,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.075472,0.8151,0.113208,0.103774,64.436275,17.04717,22,583,0.103774,0.43177,89,0,106,0.013927,0.013927,0.104762,106,106,68,11,10,1224,9.679245,0.132075,0.018868,5.009802,7,4.166667,15,513,5,0.016746
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.97235,?,20.846154,?,?,25.272727,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.106478,?,20,?,?,23.272727,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.075472,0.815013,0.113208,0.113208,65.522936,16.830189,22,585,0.10413,0.414869,98,1,106,0.014037,0.014037,0.105121,106,106,64,11.037736,10,1199,9.283019,0.132075,0.066038,4.988761,7,4.315789,15,335,5.263158,0.013709
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.113208,0.398353,0.113208,0.113208,139.931677,7.792453,78,0,0.114632,0.455535,121,57,106,0.0121,0.0121,0.115723,106,106,97,12.150943,10,644,9.283019,0.132075,0.113208,30.409722,7,21.461538,15,979,28.6,0.003617
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.347634,?,20.222222,?,?,24.272727,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.09434,0.811536,0.113208,0.113208,58.970588,18.566038,18,608,0.108224,0.432962,87,2,106,0.013651,0.013651,0.109254,106,106,65,11.471698,11,1360,10.754717,0.122642,0.037736,4.566959,9,4.125,15,223,4.761905,0.010384
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.036109,?,19.769231,?,?,24.181818,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.502996,?,20.222222,?,?,23.666667,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.113208,0.403611,0.122642,0.113208,137.696203,7.679245,80,0,0.114632,0.455535,108,57,106,0.012151,0.012151,0.115723,106,106,92,12.150943,10,632,9.358491,0.132075,0.113208,30.363262,7,22,15,954,27.3,0.003617
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.084906,0.81488,0.113208,0.113208,65.413765,17.150943,22,612,0.108936,0.433252,98,2,106,0.014221,0.014221,0.109973,106,106,68,11.54717,9,1206,9.377358,0.122642,0.075472,5.125368,7,4.545455,14,324,5,0.009534
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.113208,0.407097,0.113208,0.113208,137.113782,7.603774,80,0,0.114632,0.455601,109,58,106,0.012186,0.012186,0.115723,106,106,95,12.150943,9,624,9.377358,0.122642,0.113208,31.309206,7,22.333333,14,981,27.6,0.003377
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29.304639,?,20.666667,?,?,25.454545,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.075472,0.814376,0.103774,0.103774,63.563473,16.95283,21,576,0.102528,0.411261,89,3,106,0.013884,0.013884,0.103504,106,106,68,10.867925,10,1221,9.566038,0.122642,0.066038,4.906595,7,4.347826,15,335,5,0.013901
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.832516,?,21.428571,?,?,26.4,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.308099,?,22.333333,?,?,27.4,?
