@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,14,0.126,10.4927,0.011,0.011,8,10.5034,0.1167,0.6925,8,10,0.011,60,1.8627,7.7583,4484,22.6794,22.796,10,23.2204,7.2822,22.6887,4521.4,0.2176,2
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,3408,785,0.0039,0.0039,0.0038,187,185,0.0085,174.318,0.0165,0.0029,162,173.654,0.0051,0.2994,162,174,0.0077,800,0.2657,24.8952,922,29.0426,38.1813,174,40.5682,19.8817,33.7156,1845.9286,0.0552,4.0191
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,57,0.026,49.5494,0.0117,0.0117,42,49.3486,0.0233,0.614,42,50,0.0117,300,1.0752,26.0178,126,50.4254,53.3431,49,60.0224,26.1501,52.3613,146.3438,0.1297,2
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,304,0.0046,288.781,0.0157,0.0085,272,285.092,0.0033,0.4682,271,289,0.0117,1500,0.2808,78.2587,21,61,71.8125,286,89.1111,63.0916,65.913,24.7168,0.0988,3
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,259,258,0.0054,240.004,0.0176,0.0095,225,240.94,0.004,0.4702,225,241,0.0137,1250,0.303,68.7215,26,57.2188,66.2,241,83.16,52.6607,61.375,31.8519,0.0542,3
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,167019,168000,39090,0.0001,0.0001,0.0001,0,8592,0.0002,4231,0.0005,0,0,8591.5,0.0002,0.2261,8560,4231,0.0002,40000,0.5547,10367.5,2,70.3333,120,8588,207,1607,91.8333,3.6667,0.0034,5.9143
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,1912,1917,445,0.0068,0.0068,0.0067,108,108,0.0131,98.5054,0.0262,0.0021,89,98.457,0.0112,0.3227,89,99,0.0132,450,0.3578,19.2296,3878,25.6325,26.8127,99,27.6225,15.5153,26.1844,3945,0.0721,4.0113
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,2752,2769,632,0.0048,0.0048,0.0047,151,151,0.0105,139.582,0.0211,0.0036,128,139.332,0.0079,0.3059,128,140,0.0096,650,0.2918,22.3185,3727,32.2526,34.6092,139,38.5448,17.8345,32.9579,3778.1429,0.0644,4.0063
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,303,0.0044,286.574,0.015,0.0085,267,285.631,0.0033,0.4699,272,288,0.0117,1500,0.2961,81.0213,20,63.9524,73.12,289,91.5,64.4846,69.7083,24.1858,0.098,3
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0841,15.3776,0.0111,0.0111,12,15.3665,0.0778,0.6647,12,15,0.0111,90,1.7225,10.6931,4364,31.3078,31.873,15,31.873,10.599,31.5558,4401.75,0.1928,2
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0634,19.9553,0.0465,0.0441,16,19.9506,0.05,0.5684,16,20,0.0459,100,1.2145,9.4485,4237,22.7303,23.9657,20,23.9916,8.5583,23.4902,4293.8571,0.1674,2.697
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.109,12.0771,0.0111,0.0111,9,12.1263,0.1,0.6785,9,12,0.0111,70,1.8326,8.8082,4365,25.4865,25.7826,12,26.3452,8.5466,25.5722,4435.2,0.203,2
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1494,8.8805,0.011,0.011,6,8.8336,0.14,0.7035,6,9,0.011,50,1.949,6.9257,4544,19.403,19.7221,9,19.7432,6.3853,19.6457,4555.2,0.2349,2
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,206,208,0.0066,190.84,0.0213,0.0122,177,191.038,0.005,0.4755,176,191,0.0165,1000,0.3267,54.7442,36,52.5556,59.7941,192,68.697,47.1092,55.55,43.3529,0.0914,3
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,156,0.0093,142.708,0.0268,0.0145,131,144.407,0.0067,0.485,133,142,0.0207,750,0.4228,42.8446,55,49.0417,53.5088,144,62.4273,36.5213,51.5393,65.4556,0.0635,3
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2335,2343,541,0.0056,0.0056,0.0055,130,130,0.0107,119.246,0.021,0.0043,109,119.55,0.0074,0.3129,109,119,0.011,550,0.3168,21.7649,3792,29.2055,32.6603,120,34.5779,17.2262,29.6781,3872,0.0732,4
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,56,0.0257,49.3793,0.0117,0.0117,42,49.0081,0.0233,0.6137,42,49,0.0117,300,1.0955,25.6876,118,50.313,53.8095,49,60.2816,25.7865,51.3095,139.2941,0.11,2.0067
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,1704,393,0.0077,0.0077,0.0076,97,97,0.0147,87.8492,0.0283,0.0059,79,87.763,0.0127,0.3352,79,88,0.0149,400,0.386,13.1138,3863,23.9974,25.8802,88,27.6125,10.9497,24.6048,3895.4286,0.0802,4
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,2119,2130,489,0.0062,0.0062,0.0061,118,118,0.016,108.269,0.0316,0.0047,98,108.306,0.0102,0.3184,98,108,0.0123,500,0.3368,17.7379,3823,26.6677,29.1866,108,34.0448,14.4062,27.3516,3883.2857,0.0727,4
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1266,10.4967,0.011,0.011,8,10.4512,0.1167,0.6896,8,10,0.011,60,1.8447,7.9179,4452,22.6497,22.9078,10,23.5207,7.4009,22.6949,4491.2,0.2195,2
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,166812,168000,38973,0.0001,0.0001,0.0001,8494,8510,0.0002,8494,0.0005,0,8494,6375.5,0.0002,0.2132,0,8494,0.0002,40000,0.6316,1425,2,72.3333,110.3333,8494,253.5,1787.25,91,3.7283,0.6667,5.8919
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1117,12.1041,0.0111,0.0111,9,12.1536,0.1,0.6809,9,12,0.0111,70,1.8064,8.7915,4402,25.5742,26.0793,12,26.2869,8.4032,25.6599,4444.4,0.2101,2
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,62521,63000,14586,0.0002,0.0002,0.0002,3215,3216,0.0006,3186.88,0.0012,0,3129,3186.75,0.0004,0.2375,3135,3196.5,0.0004,15000,0.0821,503.625,8,55.125,73.9167,3194.5,110.3333,257.417,63.8182,11.6822,0.0115,5.0947
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,1274,1278,295,0.0102,0.0102,0.0102,73,73,0.0228,65.5259,0.0447,0.0047,58,65.552,0.0169,0.3341,58,66,0.0197,300,0.4355,12.9098,4011,17.3745,19.5479,66,20.158,10.8669,17.8407,4051.5714,0.0902,4
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,42000,9726,0.0003,0.0003,0.0003,2161,2148,0.0008,2129.76,0.0017,0.0001,2071,2114.95,0.0005,0.2404,2070,2127,0.0006,10000,0.093,272.882,14,48.9286,59,2112.5,84.375,162.65,54,18.5,0.0159,5.0051
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,41704,42000,9748,0.0003,0.0003,0.0003,2147,2171,0.0007,2001.94,0.0015,0.0001,2096,2128.76,0.0005,0.2373,2091,2126,0.0006,10000,0.0966,565.824,14,47,59.7692,2128,83.4167,177.143,54,18.5826,0.0168,5
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,401,406,0.0034,380.661,0.0122,0.006,359,385.87,0.0025,0.4623,364,380,0.0091,2000,0.2386,104.678,15,65.8125,80.5238,384,128.7,80.5714,73,17.925,0.0418,3
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,11,0.1492,8.903,0.011,0.011,6,8.8789,0.14,0.704,6,9,0.011,50,1.9575,6.9206,4546,19.6593,19.8647,9,19.9328,6.383,19.7488,4559.8,0.2331,2
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0634,19.9537,0.0465,0.0441,16,19.9764,0.05,0.5661,16,20,0.0459,100,1.184,9.1441,4233,22.6185,23.8518,20,24.2734,8.227,23.3463,4292.4286,0.1709,2.697
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0852,15.1997,0.0463,0.0451,12,15.2136,0.0667,0.586,12,15,0.0462,75,1.3296,7.4823,4366,18.3724,18.9319,15,19.7261,6.488,18.7116,4399.7143,0.1875,2.2162
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0503,24.7812,0.0466,0.0424,20,24.9165,0.04,0.5519,20,25,0.045,125,1.0928,10.9292,4171,26.4645,28.3767,25,29.4311,9.8453,27.8794,4233.4286,0.153,2.9677
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2544,2556,588,0.0051,0.0051,0.0051,141,141,0.0106,130.674,0.0208,0.0031,120,130.633,0.0085,0.3081,120,131,0.0101,600,0.3053,20.3542,3742,30.1524,34.529,130,35.3533,16.1048,30.7453,3853.8571,0.0644,4
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0965,13.7363,0.0111,0.0111,10,13.6028,0.0875,0.6715,10,14,0.0111,80,1.7213,9.8189,4356,28.2267,28.4667,14,29.0205,9.5004,28.426,4403.4,0.1985,2
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,1690,1704,386,0.0079,0.0079,0.0078,94,94,0.0195,85.1691,0.0385,0.0059,77,84.9267,0.0104,0.3339,76,85,0.0156,400,0.391,14.06,3853,23.0978,26.1837,85,27.1109,11.817,23.7399,3933.2857,0.0815,4
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,10422,10500,2431,0.0013,0.0013,0.0012,558,554,0.0031,535.223,0.0061,0.0004,510,530.961,0.0021,0.2704,508,535,0.0025,2500,0.1422,60.753,93,32.7021,36.0885,532,42.0112,44.4878,34.2881,113.7158,0.0362,4.9288
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.1311,10.5717,0.011,0.011,8,10.49,0.1167,0.6879,8,10,0.011,60,1.8706,7.601,4464,22.7396,22.9292,10,23.3596,7.2822,22.7875,4507.2,0.218,2
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0596,20.07,0.0465,0.0423,16,20.075,0.05,0.5669,16,20,0.0459,100,1.1985,9.042,4246,22.8825,23.9312,20,24.9503,8.1699,23.8384,4306,0.1689,2.6667
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1315,10.4404,0.011,0.011,8,10.4176,0.1167,0.6906,8,10,0.011,60,1.8961,7.854,4506,22.7445,22.915,10,23.3776,7.5343,22.7835,4523,0.2214,2
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,1704,393,0.0077,0.0077,0.0076,96,96,0.0171,87.5713,0.033,0.0053,79,87.6302,0.0102,0.3339,79,87,0.0151,400,0.3861,12.6052,3852,23.5205,28.3877,88,28.6596,10.6086,24.0384,3922,0.0786,4
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0839,15.203,0.0463,0.0445,12,15.1965,0.0667,0.5867,12,15,0.0462,75,1.329,7.5667,4377,18.3692,18.8684,15,19.3372,6.5653,18.6188,4405.7143,0.1865,2.2432
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0643,20.0243,0.0465,0.0441,16,20.0165,0.05,0.565,16,20,0.0458,100,1.2026,9.1852,4269,22.7322,23.6954,20,24.4422,8.3467,23.535,4309.2857,0.1645,2.6768
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1064,12.0648,0.0111,0.0111,9,12.1568,0.1,0.6811,9,12,0.0111,70,1.8185,8.7631,4393,25.523,25.9437,12,26.3543,8.467,25.5761,4458.6,0.2035,2
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1508,8.9055,0.011,0.011,6,8.8919,0.14,0.6998,6,9,0.011,50,1.9607,6.9286,4527,19.6172,19.6693,9,20.1945,6.4333,19.6651,4568,0.2345,2
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,34000,34000,400,0.0175,0.0175,0.0175,74,75,0.0196,65.4172,0.0117,0.0117,57,66.1417,0.0175,0.5993,57,66,0.0117,400,0.925,33.4897,71,54.9265,60,66,64.5,33.4792,57.3176,82.8462,0.1089,2.0401
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,47,47,0.0314,40.9505,0.0117,0.0117,35,41.0515,0.028,0.6196,35,41,0.0117,250,1.1742,22.0736,173,47.0176,49.741,41,57.4779,22.1762,48.6069,217.4,0.1253,2
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,41711,42000,9740,0.0003,0.0003,0.0003,2173,2158,0.0008,2135.76,0.0017,0.0001,2096,2110.47,0.0006,0.2391,2082,2139,0.0006,10000,0.0617,282.824,15,45.6667,58.25,2101,85.1667,153.105,50.9286,18.5345,0.013,5
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,1897,1917,438,0.0069,0.0069,0.0068,106,106,0.0153,96.7849,0.0295,0.0063,87,96.6968,0.0091,0.3213,87,97,0.0137,450,0.3487,17.7794,3831,25.1893,27.8159,97,28.0216,14.3298,25.5503,3902.2857,0.0776,4
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,2556,582,0.0052,0.0052,0.0052,138,139,0.0106,128.105,0.0217,0.0016,118,128.188,0.0086,0.3124,118,128,0.0104,600,0.3034,22.2365,3753,31.0727,34.4952,128,38.2884,17.4363,32.0491,3797,0.065,4.0155
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,1701,1704,396,0.0076,0.0076,0.0076,98,98,0.0141,88.5473,0.0265,0.0059,80,88.6762,0.0101,0.3298,80,89,0.0148,400,0.3951,13.6328,3889,23.0008,27.0452,89,28.5751,11.4123,23.2761,3939.4286,0.0781,4
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0511,24.9157,0.0466,0.0413,20,24.7319,0.04,0.5521,20,25,0.045,125,1.0931,11.0281,4138,26.7086,28.2539,25,29.5602,9.9358,27.7506,4214.2857,0.1524,2.9677
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1515,8.885,0.011,0.011,6,8.8853,0.14,0.7031,6,9,0.011,50,1.938,6.8913,4546,19.7098,19.9472,9,20.2717,6.2688,19.7145,4581,0.2347,2
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0416,29.5953,0.046,0.041,24,29.7113,0.0333,0.5418,25,30,0.044,150,1.0277,12.6121,4109,30.4974,32.8826,29,33.5058,11.5623,31.7766,4164,0.1398,3
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,145968,147000,34106,0.0001,0.0001,0.0001,0,7397,0.0003,3723.5,0.0005,0,0,7374.75,0.0002,0.2239,7343,3723.5,0.0002,35000,0.1824,3926,3,72.4,120.75,7377,195.5,830.25,92.3333,3.957,0.004,5.9091
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1485,8.9281,0.011,0.011,6,8.8911,0.14,0.705,6,9,0.011,50,1.9605,6.7986,4495,19.5384,19.7468,9,19.8814,6.3385,19.6071,4540.8,0.2345,2
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,20886,21000,4896,0.0006,0.0006,0.0006,1105,1097,0.0016,1058.38,0.0033,0.0003,1033,1071.58,0.0012,0.2453,1031,1077,0.0013,5000,0.0964,166.462,38,38.2955,45.1034,1073,58.7609,92.5085,40.9643,46.479,0.0241,5
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0511,24.9485,0.0466,0.0421,20,24.9082,0.04,0.5514,20,25,0.0449,125,1.11,10.4761,4126,27.0289,28.1025,25,29.9467,9.4805,27.7534,4213.4286,0.1524,2.9919
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,146031,147000,34109,0.0001,0.0001,0.0001,0,7514,0.0003,3687,0.0006,0,0,5952.4,0.0002,0.2081,0,3687,0.0002,35000,0.8541,3974,3,72,110,7407,167,3018.4,83.25,4.3804,0.5592,5.7609
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,10500,2420,0.0013,0.0013,0.0012,548,547,0.003,524.984,0.0063,0.0006,505,527.311,0.0025,0.2647,505,528,0.0026,2500,0.1355,74.3402,99,32.4063,35.7069,528,41.971,47.9789,33.5169,118.0543,0.0332,4.914
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,2119,2130,490,0.0062,0.0062,0.0061,118,118,0.0123,108.42,0.0255,0.0047,99,108.099,0.0102,0.3143,99,108,0.0121,500,0.3344,20.8544,3852,26.0937,30.2313,108,33.7168,16.8805,27.4633,3907.8571,0.0714,4
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,57,0.026,49.2141,0.0117,0.0117,41,49.799,0.0233,0.6092,42,49,0.0117,300,1.0806,25.7525,122,50.3506,53.9048,50,60.3608,26.0783,51.7724,139.6061,0.1152,2
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,204,204,0.0069,189.072,0.0215,0.0123,174,191.859,0.005,0.478,179,190,0.0165,1000,0.3217,54.3218,34,54.2222,61.0606,192,68.7778,43.4915,57.275,41.52,0.0553,3
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,2549,2556,593,0.0051,0.0051,0.0051,143,143,0.0102,131.776,0.0204,0.0039,121,131.515,0.0067,0.3095,121,132,0.01,600,0.307,19.9831,3735,30.7937,37.407,131,39.1891,16.0455,31.4194,3746,0.0646,4.0034
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1488,8.8485,0.011,0.011,6,8.9188,0.14,0.7042,6,9,0.011,50,1.9706,6.767,4556,19.8398,19.8711,9,20.2621,6.3174,19.8521,4564,0.2347,2
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0615,20.0584,0.0465,0.0441,16,20.0576,0.05,0.5644,16,20,0.0459,100,1.1958,9.1667,4259,22.7389,23.6215,20,24.1285,8.2589,23.3016,4291.4286,0.1689,2.697
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0485,24.7035,0.0466,0.0424,20,24.6803,0.04,0.5506,20,25,0.0451,125,1.0979,11.6116,4201,26.7543,28.2673,25,29.0321,10.499,27.4973,4253.1429,0.1551,2.9677
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,2760,2769,641,0.0047,0.0047,0.0047,152,153,0.0098,141.682,0.0199,0.0036,131,141.845,0.0078,0.3086,131,142,0.0093,650,0.2971,25.0977,3666,32.8876,38.1112,142,39.2527,19.3358,33.8508,3773.8571,0.0599,4.0031
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,400,406,0.0036,383.112,0.0127,0.006,365,383.607,0.0025,0.4657,360,382,0.0091,2000,0.2423,106.488,15,66.1176,80.4286,383,108.619,82.0787,74.0952,17.7686,0.0486,3
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,2309,2343,531,0.0057,0.0057,0.0056,127,127,0.0147,116.715,0.0303,0.0035,106,116.939,0.0094,0.3171,107,117,0.0114,550,0.3299,18.3722,3836,28.8707,33.0385,117,33.7565,15.1366,29.3591,3901.1429,0.0681,4
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0365,34.7079,0.0453,0.0386,29,34.72,0.0286,0.5343,29,35,0.0427,175,0.9454,13.776,4044,34.414,37.1497,35,37.4532,12.4554,36.4004,4115.1667,0.1332,3
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,404,403,0.0035,383.722,0.0123,0.0061,360,381.053,0.0025,0.4603,356,383.5,0.0091,2000,0.2345,104.759,14,69.4286,83.25,382,108.6667,80.9067,75.75,17.1552,0.0493,3
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,83430,84000,19496,0.0002,0.0002,0.0002,4216,4317,0.0005,3382.2,0.001,0,0,4256.38,0.0003,0.2351,4182,4206,0.0003,20000,0.1007,2215.2,5,57,84.8889,4245,139.3333,376.375,71.5714,8.4949,0.012,5.33
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,1699,1704,395,0.0076,0.0076,0.0076,97,97,0.0141,87.6979,0.0265,0.0059,79,87.8414,0.0101,0.3206,79,88,0.0148,400,0.377,16.6194,3921,22.4467,24.2862,88,26.3246,13.5946,22.9368,3981.1429,0.0798,4
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3175,3195,736,0.0041,0.0041,0.0041,175,176,0.0088,163.412,0.0183,0.0013,151,163.909,0.0068,0.3016,152,164,0.0082,750,0.2735,24.0184,1488,34.8253,38.1539,164,42.0565,18.6081,37.4212,2610.4,0.0641,4.0218
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,48,0.0309,41.3419,0.0117,0.0117,35,41.0082,0.028,0.6218,35,41,0.0117,250,1.1752,21.7416,188,47.3826,50.2207,41,56.2746,22.0945,48.6606,233.4138,0.1251,2
