@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_15.lp.gz,1,8.54,2955,0.9893,390
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_09.lp.gz,1,9.19,3138,0.9899,277
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_08.lp.gz,1,3.93,3260,0.9903,451
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_18.lp.gz,1,5.5,1338,0.9766,4005
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_16.lp.gz,1,4.54,2042,0.9827,10862
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_16.lp.gz,1,3.93,3281,0.9903,399
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_04.lp.gz,1,5.35,3144,0.9899,4624
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,1,4.48,5031,0.9937,376
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_04.lp.gz,1,4.13,3157,0.99,355
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_09.lp.gz,1,4.89,3642,0.9913,12725
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=16-height=16-density=0.01-run=3.gz,1,4.57,2,0.0588,206
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=1.gz,1,3.59,0,0,117
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,1,3.81,2,0.0588,235
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=3.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=3.gz,1,6.26,0,0,223
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.gz,1,5.75,0,0,260
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,1,6.02,8,0.2,437
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,1,5.08,0,0,139
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,1,5.21,1,0.0303,94
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,1,3.9,0,0,127
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=1.gz,1,4.28,0,0,149
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.18.schur.lp.gz,1,7.42,0,0,761
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.6.schur.lp.gz,1,6.04,0,0,750
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.10.schur.lp.gz,1,11.04,0,0,599
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,6,0,0,424
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.14.schur.lp.gz,1,6.48,0,0,465
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,5.23,0,0,413
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,1,9.93,0,0,640
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.8.schur.lp.gz,1,9.38,0,0,495
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.6.schur.lp.gz,1,9.96,0,0,818
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,9.6,0,0,501
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,1,7.61,0,0,606
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,1,9.64,0,0,510
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.2.schur.lp.gz,1,6.92,0,0,475
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.1.schur.lp.gz,1,5.47,0,0,455
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.5.schur.lp.gz,1,6.79,0,0,564
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.50.steps.10.asp.gz,1,4.17,105,0.7609,432
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.75.steps.10.asp.gz,1,3.76,105,0.7664,557
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.73.steps.9.asp.gz,1,3.13,105,0.7664,175
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.37.steps.10.asp.gz,1,4.4,95,0.7422,361
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.76.steps.13.asp.gz,1,3.65,149,0.8232,169
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.57.steps.7.asp.gz,1,4.42,99,0.7557,193
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.49.steps.13.asp.gz,1,4.01,120,0.7895,364
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.34.steps.14.asp.gz,1,3.2,84,0.7241,422
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.70.steps.13.asp.gz,1,3.95,121,0.7908,447
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.69.steps.14.asp.gz,1,3.61,101,0.7594,449
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=29.gz,1,4.59,0,0,3484
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=26.gz,1,3.75,0,0,4184
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=27.gz,1,3.5,0,0,2678
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=28.gz,1,3.62,0,0,2802
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=25.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=24.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=28.gz,1,4.14,0,0,3288
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=25.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=29.gz,1,4.1,0,0,2736
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=26.gz,1,3.97,0,0,3288
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=27.gz,1,3.97,0,0,3288
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in1.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in7.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in6.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in10.gz,1,2.85,0,0,71
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in4.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_5.lp.gz,1,?,0,0,2355
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_11.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_11.lp.gz,1,?,0,0,2470
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_3.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_7.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_16.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_9.lp.gz,1,?,0,0,1278
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_17.lp.gz,1,?,0,0,1331
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_4.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_14.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_18.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_9.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_4.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_13.lp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_14.lp.gz,1,53.66,0,0,2621
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_19.lp.gz,1,26.84,0,0,1201
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_9.lp.gz,1,55.79,0,0,2584
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_12.lp.gz,1,40.4,0,0,1856
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_2.lp.gz,1,25,0,0,1409
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_5.lp.gz,1,38.11,0,0,1884
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_3.lp.gz,1,27.59,0,0,1412
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_6.lp.gz,1,52.35,0,0,2504
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_9.lp.gz,1,24.44,0,0,1330
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_7.lp.gz,1,25.69,0,0,1166
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.gz,1,41.06,0,0,1929
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_15.lp.gz,1,37.9,0,0,1773
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_7.lp.gz,1,48.67,0,0,2411
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_5.lp.gz,1,26.97,0,0,1246
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_17.lp.gz,1,34.97,0,0,1761
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.10.a.30_sat.data.gz,1,4.93,199,0.8615,666
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.20_unsat.data.gz,1,5.05,142,0.8114,1102
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.40_unsat.data.gz,1,7.53,52,0.619,296
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.5.a.30_sat.data.gz,1,6.31,12,0.2727,568
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.20_unsat.data.gz,1,4.76,1,0.0303,241
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.30_sat.data.gz,1,5.27,0,0,377
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,1,4.8,135,0.8084,822
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.35_sat.data.gz,1,5.32,73,0.6952,377
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.12.x.12.b.5.a.15_unsat.data.gz,1,5.24,20,0.3774,324
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.2.a.25_sat.data.gz,1,6.56,112,0.7724,1290
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.15_sat.data.gz,1,6.39,68,0.6733,419
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,1,5.96,168,0.8358,819
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.30_unsat.data.gz,1,4.93,218,0.872,492
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/12-sokoban_decision-0-0.asp.gz,1,3.76,10,0.2381,2206
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,1,3.55,4,0.1081,668
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,3.58,4,0.1081,580
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,3.2,59,0.6484,3695
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,3.33,10,0.2381,2076
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,3.91,9,0.2143,795
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,3.01,0,0,119
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,3.38,0,0,91
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,2.99,0,0,96
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/08-knight_tour-40-0.asp.gz,1,2.73,0,0,96
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,1,4.41,0,0,112
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/01-disjunctive_scheduling-1000-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/10-disjunctive_scheduling-205-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/147-labyrinth-18-0.asp.gz,1,8.85,5199,0.9937,27115
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/225-labyrinth-22-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/169-labyrinth-19-0.asp.gz,1,8.29,668,0.9543,6849
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,1,7.44,1953,0.9834,11315
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/131-labyrinth-17-0.asp.gz,1,4.76,3581,0.9911,302
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/60-multi_context_system_querying-0-0.asp.gz,1,1.96,0,0,83
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/32-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/64-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/2-numberlink-0-0.asp.gz,1,4.11,130,0.7975,416
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/87-numberlink-0-0.asp.gz,1,11.58,809,0.962,1370
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,1,5.4,268,0.8933,543
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/94-numberlink-0-0.asp.gz,1,8.35,334,0.9076,998
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,9.82,0,0,417
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,4.24,0,0,526
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,6.26,0,0,633
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,5.26,0,0,316
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,4.5,0,0,344
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,7.18,0,0,613
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,10.2,0,0,866
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,10.97,0,0,1421
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,9.9,0,0,1279
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,10.27,0,0,998
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,4.61,0,0,3961
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,4.28,0,0,4277
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,4.61,0,0,3961
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,4.18,0,0,3251
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,3.38,0,0,6327
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,4.61,0,0,3961
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,4.3,0,0,2170
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,2.27,0,0,70
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,?,0,0,56
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,2.88,0,0,93
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/31-maze_generation-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/37-maze_generation-0-0.asp.gz,1,2.86,0,0,82
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,1,14.06,0,0,555
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138097_0.gph.lp.gz,1,17.11,0,0,459
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,1,16.17,0,0,562
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.lp.gz,1,20.65,0,0,350
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727047830_0.gph.lp.gz,1,?,0,0,651
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.lp.gz,1,5.23,0,0,32
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138821_0.gph.lp.gz,1,?,0,0,490
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167407_0.gph.lp.gz,1,20.07,0,0,481
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727068712_0.gph.lp.gz,1,25.34,0,0,556
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040917_0.gph.lp.gz,1,19.81,0,0,560
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727038210_0.gph.lp.gz,1,16.24,0,0,608
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727050284_0.gph.lp.gz,1,15.82,0,0,457
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,1,15.56,0,0,545
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040059_0.gph.lp.gz,1,18.51,0,0,364
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,1,19.37,0,0,493
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,1,18.09,0,0,566
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137959_0.gph.lp.gz,1,20.83,0,0,463
FolioSuite/CarSequencing/benchmark1_9classes.dlv.dat.lp.lp.gz,1,44.1,0,0,2308
FolioSuite/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,1,12.04,0,0,824
FolioSuite/CarSequencing/benchmark2_13classes.dlv.dat.lp.lp.gz,1,7.5,0,0,737
FolioSuite/CarSequencing/benchmark3_14classes.dlv.dat.lp.lp.gz,1,12.04,0,0,824
FolioSuite/CarSequencing/benchmark3_13classes.dlv.dat.lp.lp.gz,1,11.37,0,0,746
FolioSuite/CarSequencing/001.benchmark2_12classes.dlv.dat.lp.lp.gz,1,7.75,0,0,569
FolioSuite/CarSequencing/benchmark1_17classes.dlv.dat.lp.lp.gz,1,12.33,0,0,819
FolioSuite/CarSequencing/benchmark3_6classes.dlv.dat.lp.lp.gz,1,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_10classes.dlv.dat.lp.lp.gz,1,15.01,0,0,1500
FolioSuite/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,1,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_8classes.dlv.dat.lp.lp.gz,1,?,?,?,?
FolioSuite/CarSequencing/benchmark1_5classes.dlv.dat.lp.lp.gz,1,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_16classes.dlv.dat.lp.lp.gz,1,11.1,0,0,777
FolioSuite/CarSequencing/benchmark2_14classes.dlv.dat.lp.lp.gz,1,7.8,0,0,473
FolioSuite/CarSequencing/benchmark1_14classes.dlv.dat.lp.lp.gz,1,13.37,0,0,716
FolioSuite/CarSequencing/001.benchmark2_11classes.dlv.dat.lp.lp.gz,1,10.6,0,0,1674
FolioSuite/CarSequencing/benchmark2_9classes.dlv.dat.lp.lp.gz,1,?,0,0,1701
FolioSuite/CarSequencing/benchmark1_8classes.dlv.dat.lp.lp.gz,1,?,?,?,?
FolioSuite/CarSequencing/benchmark2_18classes..dlv.dat.lp.lp.gz,1,8.58,0,0,655
FolioSuite/EqTest/qeq.12.lp.gz,1,6.11,0,0,6904
FolioSuite/EqTest/qeq.13.lp.gz,1,7.18,0,0,4159
FolioSuite/EqTest/qeq.06.lp.gz,1,?,0,0,460
FolioSuite/EqTest/qeq.09.lp.gz,1,4.12,0,0,5215
FolioSuite/EqTest/qeq.10.lp.gz,1,4.78,0,0,2341
FolioSuite/Factoring/fact.grnd.sat.15.lp.gz,1,?,0,0,1117
FolioSuite/Factoring/fact.grnd.unsat.15.lp.gz,1,4.76,0,0,1297
FolioSuite/Factoring/fact.grnd.sat.20.lp.gz,1,6.44,0,0,1630
FolioSuite/Factoring/fact.grnd.unsat.20.lp.gz,1,7.05,0,0,1780
FolioSuite/Fastfood/a4.7.10.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a2.9.22.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a8.7.0.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a3.3.3.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a5.10.10.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a7.3.5.sm.gz,1,?,?,?,?
FolioSuite/Fastfood/a9.8.61.sm.gz,1,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_03.sm.gz,1,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_10.sm.gz,1,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_09.sm.gz,1,?,0,0,165
FolioSuite/HamiltonClumpy/08/clumpy-08x08_01.sm.gz,1,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_05.sm.gz,1,?,0,0,204
FolioSuite/HamiltonClumpy/18/clumpy-18x18_08.sm.gz,1,5.19,0,0,185
FolioSuite/HamiltonClumpy/18/clumpy-18x18_01.sm.gz,1,5.92,0,0,312
FolioSuite/HamiltonClumpy/18/clumpy-18x18_02.sm.gz,1,4.91,0,0,257
FolioSuite/HamiltonClumpy/18/clumpy-18x18_07.sm.gz,1,5.09,0,0,259
FolioSuite/HamiltonClumpy/18/clumpy-18x18_10.sm.gz,1,5.13,0,0,178
FolioSuite/HamiltonClumpy/20/clumpy-20x20_09.sm.gz,1,4.65,0,0,138
FolioSuite/HamiltonClumpy/20/clumpy-20x20_04.sm.gz,1,6.92,0,0,531
FolioSuite/HamiltonClumpy/20/clumpy-20x20_05.sm.gz,1,6.27,0,0,322
FolioSuite/HamiltonClumpy/21/clumpy-21x21_08.sm.gz,1,6.72,0,0,272
FolioSuite/HamiltonClumpy/21/clumpy-21x21_03.sm.gz,1,6.62,0,0,432
FolioSuite/HamiltonClumpy/21/clumpy-21x21_06.sm.gz,1,6.78,0,0,418
FolioSuite/HamiltonClumpy/21/clumpy-21x21_07.sm.gz,1,3.62,0,0,293
FolioSuite/HamiltonClumpy/21/clumpy-21x21_01.sm.gz,1,5.42,0,0,332
FolioSuite/HamiltonClumpy/21/clumpy-21x21_02.sm.gz,1,6.07,0,0,237
FolioSuite/HamiltonClumpy/22/clumpy-22x22_06.sm.gz,1,6.5,0,0,247
FolioSuite/HamiltonClumpy/22/clumpy-22x22_02.sm.gz,1,6.85,0,0,412
FolioSuite/HamiltonClumpy/22/clumpy-22x22_10.sm.gz,1,5.45,0,0,351
FolioSuite/HamiltonClumpy/22/clumpy-22x22_07.sm.gz,1,5.59,0,0,300
FolioSuite/HamiltonClumpy/22/clumpy-22x22_04.sm.gz,1,6.21,0,0,102
