@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC

@DATA
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.1309,0.1379,1.3808,0.4183,0.1868,0.619,0.089,0.1204,0.7702,0.1692,0.8047,0.0911,0.485,0.0758,0.5632,8.2451,10297,0.0689,0.1983,0.0275,5117,0.4086,0.0353,0.0805,2.0506,0.5739,1.5064,0,152,4.2844,0.4667,0.0224,0.1509,142,0.7742,0.7659,2.13,142.067,0.001,0,0.2859,141.868,133,0.8658,41.2933,0.0261,0.0733,0.3283,4490,0.0016,44.5799,151,132,4453,3.2728,4368,0.1804,0.0016,1.7952,4649,4368,0.018,142,42.8755
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,0.0073,0.0153,2.1042,0.4001,0.0733,?,0.0068,0.0021,0.9943,0.0057,0.6051,0.3812,?,0.8249,?,3.2545,92955,?,?,0,57618,0.3438,?,0.0201,3.9033,2.0254,0.3464,0.2968,105,?,0.935,0,0.3209,93,0.9664,0.9902,0.986,92.9789,0.0003,0,0.9325,92.9076,82,1.3499,10.7069,0.2153,?,0.2752,1238.35,0.0023,8.743,105,81,1287,?,1155,0.3762,0.0053,0.7664,1478,863,0.0034,94,19.4406
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11,0.1069,0.9632,0.1374,0.7998,0.0435,0.1641,0.0407,0.2349,6.0074,1972,0.3262,0.46,0.0955,1972,0.252,0.026,0,2.0293,0.1698,0.1107,0.0199,49,2.8495,0.2,0.0874,0.1477,43,0.3022,0.9622,1.4264,42.6862,0.0035,0.0833,0.1633,42.5834,37,0.8401,21.1752,0.024,0.0451,0.2315,2707.25,0.0044,21.2834,49,37,3304,3.056,2362,0.1322,0.004,0.2431,3728,495,0.0056,43,33.0521
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0485,0.073,1.7012,0.4238,0.2759,0.7706,0.0482,0.0283,0.8583,0.1722,0.7546,0.0448,0.2668,0.0245,0.554,5.4573,1078,0.233,0.3658,0.0246,958,0.3685,0.0392,0.0209,2.1846,1.0878,0.7051,0.0026,35,3.5982,0.7073,0.0145,0.3769,30,0.763,0.8612,2.6844,30.4089,0.0052,0.0102,0.0887,30.3957,26,1.2332,5.9504,0.0186,0.1075,0.4177,4148.1429,0.0116,5.7261,35,26,4155,3.2111,4085,0.2773,0.0077,0.344,4190,4075,0.0438,30,28.7773
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0,0.2427,0.9939,0,?,0,0,0.9996,0.015,0.0238,0.8095,?,0.8224,?,3.0148,61409,?,?,0,60148,0.9349,?,0.9349,4.5201,4.5025,0.2088,0.8106,430,?,0.3099,0,0.1637,409,0.8562,0.9942,0.0219,408.442,0.0025,0,0.8314,409.393,388,0.2642,77.308,0.1942,?,0.751,570.3529,0.0041,28.1943,430,391,404,?,367,1.4658,0.0021,0.1965,777,299,0.0064,409.5,60.6499
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.2295,1.0972,0.4778,0.2295,0.4,0.2295,0.2295,0.9007,0.4167,0.9873,0.5832,0.3252,0.5832,0.8944,5,720,0.0952,0.3492,0.2295,720,0.6361,0.0093,0.8333,1.4065,0.0001,0.0244,0.5832,88,0.4506,0.3333,0.2295,0.2145,77,0.5834,0.9283,0.0001,77.4001,0.0153,0.2294,0.5832,77.4435,67,0.4506,9.8798,0.3333,0.0278,0.6427,4273.7143,0.0165,5.567,88,67,4370,0.4506,4038,0.4472,0.0046,0.3554,4428,3919,0.0167,77,50.4795
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0,0,0.1062,0.9988,0.0001,?,0,0,1.0008,0.0086,0.0079,0.8962,?,0.9138,?,2,148400,?,?,0,147105,0.9742,?,0.9742,4.0895,4.4658,0,0.8992,626,?,0.4354,0,5.6971,592,0.9421,1.0178,0.0253,594.983,0.0086,0,0.9249,585.705,575,0.1366,341.933,0.294,?,0.877,444,0.0086,45.9508,622,584,178,?,84,2.1832,0.0015,0.2718,1484,30,0.0086,606,93.3214
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0,0,0,1,0,?,0,0,0.9976,0.0074,0,0.7211,?,0.7394,?,2.1621,34289,?,?,0,34289,0.073,?,0.0098,4.9453,2.4452,0.0017,0.7013,114,?,0.8657,0,0.245,103,0.9829,0.9956,0.0921,102.245,0.0073,0,0.7896,103.039,92,0.3211,15.4294,0.2777,?,0.6613,4547.3333,0.0074,22.8658,114,91,4585,?,4413,1.1667,0.0066,0.3566,4644,4413,0.0074,102,45.2403
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0,0,0,1,0,?,0,0,0.9977,0.008,0,0.7112,?,0.7247,?,2.1039,28991,?,?,0,28991,0.08,?,0.0027,4.8262,2.4657,0.0019,0.6928,103,?,0.8275,0,0.2551,93,0.9814,0.9954,0.0956,92.5439,0.0079,0,0.7824,93.114,82,0.2994,13.7108,0.253,?,0.6982,4082,0.008,20.5948,104,82,4103,?,4061,1.1402,0.0076,0.3597,4103,4061,0.008,93,57.899
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3183,0.3195,0,1,0.3209,0.2,0.3081,0.3176,0.8105,0.4679,0,0.0512,0.0952,0.0711,0.1235,5,156,0.1538,0.1911,0.3114,156,0.5,0.0614,0,0.2497,0.0604,0.056,0.0127,14,0.4896,0.3333,0.2625,0.2171,11,0.2101,0.8769,1.3545,11.0735,0.0385,0.2624,0.2095,11.0423,8,0,2.3093,0.0457,0.0769,0.8537,4331.875,0.0393,1.0496,14,8,4349,0.4896,4237,0,0.0205,0.2364,4417,4208,0.0449,11,14.7368
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.2606,0.3593,1.067,0.403,0.4177,?,0.1445,0.0828,1.011,0.0874,0.4888,0.7502,?,0.9472,?,5.0328,99699,?,?,0.0496,99699,0.6159,?,0.1089,2.903,0.8951,0.2631,0.8973,1389,?,0.8919,0.0215,0.4352,1349,0.9765,0.9174,0.3092,1355.5,0.0001,0,0.952,1335.39,1316,1.0009,201.969,0.6386,?,0.0796,113.907,0.0015,1250.95,1396,1318,121,?,87,0.9943,0.0002,2.0587,156,43,0.0018,1360,38.3188
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0016,0.0028,0.0552,0.9993,0.0055,?,0.0012,0.0009,0.9984,0.0248,0.007,0.9086,?,0.9132,?,2,28986,?,?,0.0004,28258,0.9792,?,0.9792,3.0078,0.8802,0,0.9087,343,?,0.5161,0.0002,28.0453,326,0.9412,0.998,0.0092,326.092,0.0248,0,0.9211,326.333,311,0.1255,11.7537,0.3859,?,0.9839,0,0.0248,9.0986,343,310,0,?,0,2.1201,0.0028,0.1713,0,0,0.0248,327,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0,0,0.1922,0.9969,0,?,0,0,1.0503,0.0096,0.0142,0.8308,?,0.8837,?,3,215164,?,?,0,212438,0.9523,?,0.9523,5.0572,12.4488,0.1992,0.8529,980,?,0.3161,0,5.5336,951.5,0.9263,1.2466,0.0836,901.526,0.001,0,0.9037,923.824,912,0.2041,2155.53,0.1696,?,0.7635,151,0.002,1028.5,987,923,170,?,115,1.8073,0.0009,0.2049,180,66,0.0031,947,73.3939
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.4073,0.5,1.0349,0.4896,0.5,?,0.2207,0.1951,1.0237,0.0341,0.9701,0.4957,?,0.9777,?,16,3086912,?,?,0.0185,2283232,0.6891,?,0.834,2.8094,0.8554,1.061,0.3616,0,?,0.9538,0.0044,0,0,0.9998,1.7813,0.7866,0,0,0,0.9933,0,0,0.5748,225890,0.3998,?,0.1584,0,0,11953,0,0,0,?,0,0.6065,0,1.136,0,0,0.0001,0,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.1492,0.2345,1.2069,0.4161,0.3397,0.5,0.0813,0.0218,0.9319,0.1267,0.6183,0.71,1.3015,0.95,0.5576,5.7022,11563,0.01,0.082,0.0119,11563,0.698,0.0065,0.2051,2.7189,1.1273,0.2919,0.8354,550,4.2546,0.8571,0.0044,0.6998,526,0.9806,0.9339,0.4244,526.135,0.0005,0.0022,0.9592,525.722,504,1.1172,20.7846,0.4796,0.0432,0.1273,903.5789,0.0043,20.1382,550,503,895,2.1451,782,0.5989,0.0013,1.0811,973,710,0.0061,527,28.4135
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0,0.1689,0.9977,0,?,0,0,0.9998,0.0106,0.0126,0.8708,?,0.8873,?,2.8508,82294,?,?,0,81400,0.962,?,0.962,4.6972,3.6319,0.1096,0.8754,422,?,0.372,0,0.132,403,0.9096,0.9996,0.0268,401.609,0.003,0,0.8959,401.689,387,0.2492,18.1556,0.2317,?,0.8756,1412,0.0102,21.6788,423,383,714,?,430,1.9397,0.0022,0.1752,4430,74,0.0106,403,83.6955
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0,0.0001,0.1849,0.9973,0.009,?,0.0001,0,0.9999,0.0085,0.0126,0.8501,?,0.9354,?,3,305320,?,?,0,302680,0.9545,?,0.9545,4.8773,6.4525,0.1707,0.8996,1229,?,0.2716,0,0.1159,1200,0.9991,1.0982,0.1872,1128.79,0.0011,0,0.9531,1202.45,1170,0.1939,2448.11,0.1435,?,0.8458,98.5263,0.0018,61.0645,1235,1119,103,?,84,1.913,0.0007,0.1504,130,37,0.0029,1188,110.8974
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,0.3204,0.3209,0,1,0.3221,0.2,0.3109,0.3188,0.8058,0.4722,0,0.0466,0.0894,0.07,0.1177,5.0595,180,0.1538,0.1923,0.3124,180,0.5,0.0528,0,0.2237,0.0572,0.0527,0.0134,16,0.4506,0.3333,0.2643,0.2365,13,0.2175,0.868,1.403,12.662,0.0333,0.2631,0.2076,12.6579,10,0,2.458,0.0392,0.0667,0.8388,4085.1111,0.034,1.0606,16,10,4001,0.4506,3906,0,0.0176,0.2222,4166,3881,0.0389,13,16.512
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0044,0.8941,0.4862,0.0044,?,0.0044,0.0044,0.9999,0.0321,1.019,0.9109,?,0.911,?,3,31500,?,?,0.0044,30485,0.7357,?,0.9618,2.7296,0.0011,0.2382,0.9109,478,?,0.2842,0.0044,0,457,0.9111,1.0005,0.0001,456.208,0.0031,0.0044,0.911,457.322,437,0.1662,9.3863,0.2842,?,0.9874,331.2368,0.0053,6,478,437,289,?,238,1.7479,0.0015,0.3235,357,25,0.0082,457,122.325
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.2859,0.286,0,1,0.286,0.1538,0.2859,0.2859,0.9571,0.3158,0,0.7156,0.3445,0.7156,0.71,3,171,0.0435,0.1306,0.2859,171,0.7895,0.1108,0.7895,0,0.0002,0.0418,0.7156,22,0.5147,0.0909,0.2858,0.2152,17,0.7157,0.9783,0,16.9796,0.193,0.2858,0.7156,16.8808,12,0.5147,1.6815,0.0909,0.2632,0.8618,4782.25,0.2086,1.0542,22,12,4803,0.5147,4769,0.8215,0.0292,0,4806,4751,0.2222,17,21.8841
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0029,0.2739,1.2343,0.5404,0.4105,?,0.0479,0.0011,0.9957,0.0672,0.5644,0.8566,?,0.9787,?,5.0208,129507,?,?,0.0006,129507,0.7043,?,0.314,2.8332,2.1853,0.2608,0.9769,3851,?,0.8919,0.0004,6.1338,3781,0.9799,1.0024,0.2755,3615.52,0.0001,0,0.9794,3724.28,3727,1.1278,252.286,0.6789,?,0.3259,77.7353,0.0012,147.443,3849,3739,77,?,67,0.9805,0.0002,1.9336,93,25,0.0014,3788,79.9063
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.2295,0.2295,1.1149,0.4764,0.2295,0.4,0.2295,0.2295,0.906,0.4167,0.9858,0.5832,0.3252,0.5832,0.8944,4,288,0.0952,0.3492,0.2295,288,0.6389,0.0231,0.8333,1.4669,0.0001,0.0315,0.5832,38,0.4506,0.3333,0.2295,0.3054,31,0.5833,0.9391,0.0001,31.6024,0.0382,0.2294,0.5832,31.5214,25,0.4506,4.6439,0.3333,0.0694,0.7135,4630,0.0411,2.6621,38,25,4641,0.4506,4604,0.4472,0.012,0.3372,4647,4568,0.0417,31,25.9081
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.0018,0.0913,1.2043,0.5635,0.1533,?,0.0161,0.001,2.2366,0.0618,0.5356,0.9104,?,0.9812,?,5.0423,202912,?,?,0.0006,202823,0.7125,?,0.318,2.9108,2.2604,0.2362,0.9791,6057,?,0.8667,0.0004,5.4281,5968.5,0.9832,1.1832,0.2281,5375,0,0.0002,0.9818,5789.09,5901,1.1396,1974.8,0.7125,?,0.2809,63.7407,0.001,973.188,6044,0,72,?,50,1.0661,0.0002,2.1078,84,19,0.0011,5955.5,134.5
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.3528,0.3528,0,1,0.3528,0.0645,0.3528,0.3528,1,0.0909,0,0.5993,0.7089,0.5993,0.6655,2,1554,0.0065,0.021,0.3528,1386,0.7727,0.1013,0.0909,0,0,0,0.5993,34,0.8158,0.0323,0.3528,0,28,0.5993,1,0,28.5532,0.0902,0.3528,0.5993,28.5315,23,0.8158,0,0.0323,0.2229,0.9998,0,0.0902,0,34,23,0,0.8158,0,0.6205,0.0231,0,0,0,0.0902,28,0
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.0084,0.0105,1.0504,0.479,0.0173,0.4187,0.0042,0.001,0.977,0.0629,0.5956,0.6243,0.3314,0.6653,0.5927,6.3695,14506,0.0403,0.1908,0.0001,14208,0.4369,0.0059,0,3.6352,1.0641,0.3412,0.6227,281,4.8243,0.5,0,0.217,266,0.8216,0.9669,0.1018,265.725,0.001,0,0.7012,265.938,250,0.483,57.2795,0.3448,0.0336,0.2545,4395,0.0014,71.9871,283,251,4511,3.2468,4279,0.2501,0.0015,0.5152,4511,4279,0.0031,266,57.1569
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.2295,0.2295,1.1056,0.494,0.2295,0.4,0.2295,0.2295,0.9046,0.4167,0.9534,0.5832,0.3252,0.5832,0.8944,4.0432,336,0.0952,0.3492,0.2295,336,0.6756,0.0198,0.8333,1.2016,0.0001,0.0235,0.5832,44,0.4506,0.3333,0.2295,0.2777,37,0.5833,0.9362,0.0001,36.6071,0.0327,0.2294,0.5832,36.6729,30,0.4506,5.2804,0.3333,0.0595,0.6993,4634.8333,0.0355,3.0255,44,30,4667,0.4506,4586,0.4472,0.01,0.3118,4668,4581,0.0357,36,29.8271
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,0,0,0.1879,0.9971,0,?,0,0,1.0005,0.0088,0.0131,0.8343,?,0.8889,?,3,266431,?,?,0,264031,0.9536,?,0.9536,4.7932,12.3553,0.1772,0.8585,1119,?,0.2674,0,2.0532,1088,0.9272,1.001,0.0887,1047.86,0.0011,0,0.9104,1058.74,1063,0.1973,117.476,0.1483,?,0.8524,101.0588,0.0019,87.5161,1129,1079,113,?,93,1.8803,0.0008,0.1434,123,38,0.003,1096,92.1639
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0,0,0.2608,0.9927,0,?,0,0,0.9995,0.0169,0.027,0.7983,?,0.811,?,3,43649,?,?,0,42641,0.9299,?,0.9299,4.4576,4.4534,0.2101,0.7982,341,?,0.36,0,0.1673,325,0.8585,1.0031,0.0248,323.62,0.0026,0,0.8244,325.227,307,0.2767,31.1634,0.2071,?,0.72,1655.1667,0.005,24.5152,341,306,636,?,492,1.3783,0.0026,0.2128,3770,406,0.0087,325,65.1125
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0073,0.0077,0.8636,0.4944,0.2584,?,0.0075,0.0038,1.0005,0.0151,0.9998,0.9408,?,0.9928,?,4.8034,214585,?,?,0.0001,198665,0.724,?,0.9642,3.8699,3.4336,0.2603,0.9653,1460,?,0.9767,0,4.0152,1423.5,0.9984,0.9733,0.0994,1394.84,0.0001,0,0.9952,1405.5,1382,0.2053,1315.11,0.8015,?,0.4118,3593.25,0.0008,65.0606,1460,1379,4638,?,4632,0.5967,0.0005,0.4305,4707,396,0.0015,1437,34.1481
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4286,0.042,0.042,0.873,0.25,0.5774,0,0.0588,0,0.0104,6.0251,960,0.3,0.3053,0.042,960,0.5,0.0156,0,1.2555,0.0001,0.0261,0,62,0.1169,0,0.042,0.194,55,0,0.9303,0,55.0085,0.0052,0.042,0,55.0004,48,0,19.3707,0,0.0156,0.5805,4576.6,0.0062,12.9561,62,48,4582,0.5774,4568,0,0.0063,0.2887,4589,4535,0.0063,55,33.3317
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0,0.11,0.9984,0.0012,?,0,0,0.9999,0.0144,0.011,0.8878,?,0.9017,?,2,45238,?,?,0,44572,0.972,?,0.972,4.6093,3.8924,0,0.8904,316,?,0.5072,0,2.6096,298,0.9225,1.0109,0.0203,297.088,0.0144,0,0.9092,297.462,282,0.1742,38.7003,0.3759,?,0.8708,2387.75,0.0144,13.9857,314,280,3648,?,951,1.8403,0.003,0.2524,4636,316,0.0144,298,78.5192
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0,0,0.0868,0.9994,0.005,?,0,0,1.0067,0.0048,0.005,0.9001,?,0.954,?,2,498568,?,?,0,496124,0.9829,?,0.9829,5.6581,5.3172,0,0.9264,1182,?,0.6236,0,3.9053,1157,0.9967,1.5262,0.0999,1071.62,0.0048,0,0.9662,1091.12,1133,0.1235,8072.31,0.3575,?,0.9125,100.9286,0.0048,785.647,1184,1115,138,?,32,2.4667,0.0008,0.2038,168,25,0.0048,1159,108.2059
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0,0,0,1,0,?,0,0,1.0017,0.0114,0,0.3936,?,0.3937,?,2,78498,?,?,0,77322,0.7529,?,0.0114,0,0.0026,0,0.3936,250,?,0.0038,0,3.3274,230,0.3941,0.9929,0.0004,230.518,0.0114,0,0.3938,228.745,212,0.6183,42.8513,0.0038,?,0.7065,535.3333,0.0114,58.5096,248,215,272,?,200,0.5828,0.0034,0,365,154,0.0114,230,35.6416
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.4988,0,1,0.4988,?,0.4988,0.4988,0.9161,0.0006,0,0,?,0,?,2,75600,?,?,0.4988,75600,0.5,?,0,0,0,0,0,4,?,0,0.4988,21.2838,3,0,0.9291,0,2.7121,0.0006,0.4988,0,2.7086,2,0,0.0631,0,?,0.9977,0,0.0006,0.0199,4,2,0,?,0,0,0.1333,0,0,0,0.0006,3,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,0.0383,0.0389,0.5555,0.4959,0.0399,0.1176,0.0293,0.037,0.8395,0.2265,0.5773,0,0.0698,0,0.0754,4.7841,1722,0.087,0.1053,0.0223,1722,0.5,0.0105,0,0.9797,0.3304,0.1069,0,97,1.6836,0,0.0133,0.2741,88,0,0.8622,0,88.2799,0.007,0.0123,0,88.3307,80,0,15.9064,0,0.0128,0.3993,3870.1111,0.0077,11.0129,97,79,3844,1.0495,3826,0,0.0038,0.1069,3877,3731,0.0093,88,31.9049
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.0906,0.0907,1.3307,0.4001,0.1081,?,0.0562,0.0505,0.8257,0.1029,0.7203,0.535,?,0.897,?,4.0024,45358,?,?,0.0234,43237,0.27,?,0.0988,2.4102,0.602,2.3154,0.6667,807,?,0.6043,0.0232,0.0544,786.5,0.912,0.8117,0.6667,785.722,0.0001,0,0.8981,786.12,762,0.6873,238.704,0.0457,?,0.073,1343.5,0.0003,285.04,814,763,1478,?,1275,0.2305,0.0002,2.9145,1542,1079,0.0055,786.5,59.8714
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.1601,0.1696,1.2234,0.4509,0.1935,?,0.0874,0.0828,0.9992,0.0281,0.6629,0.836,?,0.8369,?,3.0841,15307,?,?,0.0193,15280,0.4642,?,0.0507,4.3357,0.7269,0.5483,0.8256,142,?,0.8333,0.0171,0.3924,128,0.8967,0.9984,0.0312,127.385,0.0026,0.0117,0.881,127.437,112,0.6664,4.1513,0.2336,?,0.6005,1936.3333,0.0075,2.4844,141,113,1943,?,1583,1.001,0.0032,0.8677,2379,949,0.0126,127,52.6014
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.499,0.4997,2.5376,0.311,0.9999,?,0.4491,0.496,0.9159,0.1674,0.8806,0.7366,?,0.8242,?,4.899,15897,?,?,0.4729,13794,0.1178,?,0.0801,1.7158,0.3236,1.3171,0.7496,133,?,1,0.1679,0.1415,122,1,0.8911,0.1904,121.434,0.0001,0.0851,0.854,121.723,110,2.0261,37.4286,0.6139,?,0.2438,1695.8125,0.0034,47.7517,133,111,1832,?,1516,0.3821,0.0002,2.0884,1979,1169,0.0181,121,17.4731
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0,0.5992,0.4937,0,?,0,0,1.0133,0.026,0.5851,0.5024,?,0.5024,?,3,60099,?,?,0,60099,0.5047,?,0.013,3.412,0,0.0002,0.5024,545,?,0.3391,0,14.1048,524.5,0.5162,1.0014,0.0008,520.616,0.0025,0,0.5024,522.514,504,0.0748,8.9574,0.3276,?,0.7245,1663.5333,0.0025,26.2072,545,499,1649,?,1464,0.3107,0.001,0.18,1912,1342,0.0025,522,60.9799
