@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.0844,0.0887,0.5461,0.4905,0.0995,0.125,0.0763,0.0775,0.8007,0.2857,0.5769,0.0969,0.0429,0.176,0.0467,4,1400,0.1053,0.1196,0.0687,1400,0.505,0.0113,0,1.7599,0.1344,0.0602,0.0623,87,1.0584,0.0909,0.0614
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0485,0.0698,1.6601,0.4245,0.2733,0.6606,0.0484,0.03,0.8589,0.1658,0.7882,0.0316,0.2557,0.0227,0.5698,5.1077,896,0.246,0.3632,0.0247,790,0.3456,0.0499,0.0101,1.9569,1.0462,0.6964,0.0054,28,3.204,0.7436,0.0157
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.499,0.4997,2.5844,0.3131,0.9999,?,0.4398,0.4957,0.9079,0.1612,0.8747,0.7335,?,0.827,?,4.8254,18375,?,?,0.4748,16362,0.1161,?,0.0724,1.7029,0.3317,1.4307,0.7677,145,?,1,0.1407
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831,0.3831,0.7371,0.25,0.9544,0,0,0,0,7,560,0.5325,0.5325,0.3831,560,0.2946,0.0375,0,1.6138,0.0001,0.0909,0,16,0,0,0.3831
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0.0424,0.1375,2.1453,0.4323,1,?,0.0471,0.0024,0.999,0.0082,0.597,0.3485,?,0.7525,?,3.4591,62656,?,?,0,34419,0.4111,?,0.0337,3.656,2.5323,0.4712,0.0499,71,?,1,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0.0684,0.255,1.5974,0.5269,0.3592,?,0.0663,0.0294,0.9678,0.0729,0.6378,0.595,?,0.8407,?,6.0781,153982,?,?,0.0055,142296,0.8009,?,0.1774,3.2947,1.4433,1.3138,0.7472,2973,?,0.9308,0.0002
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.056,0.058,0.9221,0.495,0.0699,0.5273,0.039,0.0314,0.796,0.2264,0.6854,0.2872,0.5388,0.3773,1.1612,6.5269,31795,0.0013,0.2649,0.0252,13274,0.5431,0.0016,0.1932,1.9809,0.4454,1.6799,0.2618,575,2.6677,0.8636,0.0178
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0,0,0.1399,0.9984,0,?,0,0,0.9999,0.0084,0.0101,0.8859,?,0.8995,?,2,129272,?,?,0,128166,0.9714,?,0.9714,4.9206,9.6789,0,0.8848,524,?,0.5246,0
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0.0693,0.2614,1.6173,0.5223,0.367,?,0.0708,0.0357,0.9464,0.0855,0.6436,0.5595,?,0.8272,?,6.2974,73860,?,?,0.0083,67020,0.781,?,0.1827,3.1638,1.4091,1.1651,0.6697,1659,?,0.9391,0.0002
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2892,0,1,0.2892,0.1333,0.2892,0.2892,0.9658,0.2826,0,0.7592,0.3319,0.7592,0.9684,2.9222,322,0.0253,0.1169,0.2892,322,0.8478,0.0737,0.8478,0,0,0.0189,0.7592,37,0.4265,0.0769,0.2891
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0.0906,0.0908,1.3195,0.3999,0.1077,?,0.0571,0.0728,0.8241,0.1013,0.7235,0.5345,?,0.8977,?,4,182878,?,?,0.0232,178852,0.2818,?,0.0996,2.4332,0.5982,3.3436,0.7229,3160,?,0.6059,0.023
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1201,0.151,1.7119,0.3645,0.2242,0.671,0.111,0.1044,0.9633,0.1369,0.8508,0.0385,0.1809,0.0479,0.3183,6.0101,2176,0.3262,0.4631,0.0894,2176,0.2495,0.0245,0,1.863,0.2475,0.1199,0.0171,53,3.0116,0.2,0.0853
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0,0,0.8136,0.4927,0.0001,?,0,0,0.9944,0.0116,1.0105,0.9039,?,0.9164,?,2,68270,?,?,0,67460,0.7508,?,0.9798,4.7054,2.9491,0,0.9059,387,?,0.5939,0
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3205,0.3214,0,1,0.3226,0.2,0.3107,0.3186,0.8061,0.4722,0,0.0485,0.0968,0.0703,0.125,5.0476,180,0.1538,0.1908,0.3124,180,0.5,0.0533,0,0.2237,0.0666,0.0583,0.0155,16,0.5004,0.3333,0.2571
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,0.0082,0.0101,1.0496,0.48,0.0157,0.4012,0.0039,0.001,0.9767,0.0635,0.5963,0.626,0.317,0.6653,0.5821,5.9946,8872,0.0411,0.1964,0.0005,8688,0.4602,0.0093,0,3.6099,1.0964,0.309,0.6276,177,4.7347,0.4694,0.0001
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.499,0.4997,2.5821,0.3198,0.9999,?,0.4433,0.4958,0.903,0.1657,0.8637,0.7314,?,0.8287,?,4.8735,18046,?,?,0.4752,16036,0.1321,?,0.074,1.6841,0.3214,1.3894,0.7656,143,?,1,0.1479
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.4999,0.5,2.9077,0.2864,1,?,0.4474,0.4995,0.9464,0.2162,0.9112,0.7002,?,0.7998,?,4.7581,8277,?,?,0.4909,6966,0.1289,?,0.0933,1.4018,0.3754,1.5253,0.749,80,?,1,0.0987
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195,0.0737,1.0283,0.0805,0.4832,0.7896,?,0.9548,?,5.0349,155712,?,?,0.0442,155623,0.6253,?,0.1112,2.9817,0.9521,0.2403,0.9148,2749,?,0.8462,0.0206
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.3356,0.3505,1.5926,0.5954,0.4047,?,0.2785,0.3087,0.9469,0.1329,0.6408,0.282,?,0.3738,?,6.721,19904,?,?,0.2661,12009,0.6256,?,0.2953,1.5912,0.3363,1.8734,0.2174,319,?,0.9667,0.1491
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0,0.3284,0.9867,0.0006,?,0,0,0.9988,0.0248,0.0425,0.7531,?,0.7746,?,3.8595,43179,?,?,0,41934,0.9049,?,0.9049,4.0906,5.5339,0.2364,0.7529,470,?,0.425,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0,0,0.2437,0.9939,0,?,0,0,1.0001,0.015,0.0237,0.8101,?,0.8212,?,3.0756,61409,?,?,0,60191,0.9349,?,0.9349,4.5789,5.8904,0.2234,0.8081,432,?,0.4393,0
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0078,0.0097,1.0565,0.4827,0.015,0.3972,0.0037,0.0009,0.9774,0.0611,0.5946,0.6199,0.3181,0.6615,0.5946,5.8626,8767,0.0453,0.1892,0.0001,8592,0.4396,0.01,0,3.6897,1.1135,0.3308,0.6155,170,4.8385,0.5,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0.007,0.0079,0.8218,0.4939,0.0097,?,0.0068,0.0066,0.9998,0.0206,1.0074,0.9469,?,0.9494,?,3,118875,?,?,0.0064,116425,0.7386,?,0.9792,2.8647,0.0982,0.2984,0.9475,1186,?,0.3241,0.0063
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.499,0.4997,2.5306,0.314,0.9999,?,0.4382,0.4958,0.9101,0.1631,0.8811,0.7356,?,0.826,?,4.8616,15960,?,?,0.4719,14145,0.1602,?,0.0848,1.8354,0.3296,1.3286,0.7526,132,?,1,0.1257
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0715,0.0715,0,1,0.0716,0.1053,0.0715,0.0715,0.9996,0.0515,0,0.9258,0.3403,0.9258,3.2582,2,8170,0.0017,0.08,0.0714,7752,0.9779,0.0066,0.9779,0,0.0004,0,0.9258,195,0.7824,0.3571,0.0714
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,0,?,?,?,?,?,?,0,?,0,?,?,0,0,?,?,?,0,?,?,?,?,?,?,0,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0382,0.0389,0.9932,0.4626,0.0393,0.151,0.0378,0.0378,0.999,0.0827,1.0485,0.8592,0.2855,0.8601,1.5014,3,2030,0.0116,0.1323,0.0372,1862,0.6837,0.0207,0.9044,2.1601,0.0185,0.1443,0.8594,72,1.0439,0.2778,0.0369
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0,0.1401,0.9974,0.0001,?,0,0,0.9997,0.0168,0.0146,0.8706,?,0.8832,?,2,30728,?,?,0,30200,0.9619,?,0.9619,3.3784,2.5087,0,0.8735,249,?,0.486,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0,0.2699,0.9923,0,?,0,0,1.0168,0.0168,0.0277,0.7914,?,0.8042,?,3,43649,?,?,0,42889,0.9259,?,0.9259,4.0649,5.6537,0.1609,0.791,341,?,0.3136,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.4947,0.4948,1.3554,0.2468,0.4954,?,0.4945,0.4945,0.8927,0.0029,0.807,0.1226,?,0.1617,?,2,25452,?,?,0.4943,25452,0.0107,?,0,2.4308,0.0006,0,0.1475,10,?,0.1597,0.4941
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0.3832,0.3832,0.9678,0.3778,0.3833,0.5325,0.3831,0.3831,0.7349,0.25,0.867,0,0,0,0,8.7207,720,0.5325,0.5325,0.3831,720,0.3153,0.0292,0,1.6784,0.0001,0.0909,0,20,0,0,0.3831
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0072,0.0359,0.7352,0.8564,0.0589,?,0.0082,0.0004,0.9989,0.021,0.3185,0.9045,?,0.9879,?,5.0667,414651,?,?,0.0002,414651,0.9076,?,0.7857,2.8667,1.7262,0.2606,0.9875,4027,?,0.9623,0.0001
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1213,0.1482,1.6738,0.3761,0.2363,0.6225,0.1099,0.1022,0.9645,0.1403,0.8157,0.0369,0.1587,0.0358,0.279,6.0194,2216,0.3262,0.451,0.0892,2216,0.2699,0.0228,0,1.9718,0.2478,0.1214,0.0124,56,2.7432,0.2,0.085
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0,0,0.1846,0.9973,0.0117,?,0,0,0.9999,0.0085,0.0126,0.8489,?,0.934,?,3,305320,?,?,0,302680,0.9546,?,0.9546,4.9135,9.358,0.1846,0.8962,1226,?,0.2985,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11,0.1069,0.9624,0.1374,0.7998,0.0435,0.1641,0.0407,0.2349,6.0074,1972,0.3262,0.46,0.0955,1972,0.252,0.026,0,2.0293,0.1698,0.1107,0.0199,49,2.8495,0.2,0.0874
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.0484,0.0973,1.6338,0.414,0.3135,0.7746,0.0473,0.0293,0.8578,0.1667,0.7332,0.0271,0.2662,0.0265,0.4993,5.2443,896,0.2419,0.3683,0.0239,792,0.3662,0.0477,0.0101,1.9721,1.0528,0.688,0.0038,28,3.1441,0.3878,0.0154
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0.0037,0.0234,1.8538,0.4134,1,?,0.0472,0.0026,0.9683,0.0293,0.7818,0.1832,?,0.2038,?,3.7626,209392,?,?,0,14245,0.4223,?,0.0718,3.3638,4.2877,0.761,0.0621,110,?,1,0
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.9381,0.9848,1.8513,0.4536,0.9981,0.957,0.4897,0.4894,0.9823,0.2238,0.9202,0.7766,0.7718,1,0.8417,5.3339,12666,0.0315,0.2851,0.0261,2721,0.5443,0.0167,0.5255,2.3061,0.7789,0.9584,0.8126,92,4.3858,1,0.0094
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0,0,0.2338,0.9948,0,?,0,0,0.9997,0.0133,0.0208,0.82,?,0.8291,?,3,84314,?,?,0,82850,0.94,?,0.94,4.5282,11.4323,0.1857,0.8189,525,?,0.3788,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.3227,0.3647,1.2864,0.4674,0.466,0.5333,0.2971,0.2746,0.903,0.4455,0.9719,0.5678,0.3829,0.6242,0.633,4.8962,486,0.0571,0.244,0.2608,413,0.5666,0.0236,0.678,1.6707,0.1606,0.2438,0.5873,51,2.2717,0.3333,0.2565
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0,0,0,1,0,?,0,0,0.997,0.008,0,0.3481,?,0.3609,?,2,157664,?,?,0,156000,0.752,?,0.008,0,0,0,0.3544,346,?,0.0027,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0,0.8405,0.4958,0.0001,?,0,0,0.9997,0.0123,1.0026,0.8936,?,0.9021,?,2,71378,?,?,0,70478,0.6848,?,0.9738,4.5133,3.9846,0,0.8942,428,?,0.5122,0
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3201,0.3207,0,1,0.3222,0.2,0.3101,0.3185,0.8075,0.4709,0,0.0481,0.0912,0.0715,0.1195,5,172,0.1538,0.1919,0.3121,172,0.5,0.0554,0,0.2317,0.0589,0.0537,0.0151,15,0.4628,0.3333,0.2629
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0,0,0.2429,0.9939,0.0001,?,0,0,0.9996,0.015,0.0236,0.81,?,0.8213,?,3.0512,61409,?,?,0,60173,0.935,?,0.935,4.442,8.9957,0.1957,0.8097,427,?,0.3846,0
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0697,0.0698,1.272,0.4076,0.0835,0.6471,0.0595,0.0665,0.7331,0.1609,0.8233,0.0966,0.4182,0.094,0.697,7.4875,19785,0.0394,0.3824,0.0548,17342,0.369,0.0026,0.0502,2.1932,0.2286,0.9034,0.0093,467,1.9164,0.3333,0.043
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0.331,0.3519,1.2396,0.4466,0.4136,0.5714,0.2983,0.2849,0.9152,0.4394,1.0225,0.5821,0.3898,0.6497,0.639,4.7014,399,0.0688,0.2462,0.2679,330,0.6515,0.0306,0.6848,1.5879,0.1262,0.2621,0.587,42,2.3174,0.3333,0.256
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295,0.2295,0.9025,0.4167,0,0.5832,0.3252,0.5832,0.8944,4.2402,432,0.0952,0.3492,0.2295,432,0.8333,0.0154,0.8333,0,0.0001,0.0225,0.5832,54,0.4506,0.3333,0.2295
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.873,0.25,0.5774,0,0.0531,0,0.0102,6.0723,1000,0.3,0.305,0.042,1000,0.488,0.015,0,1.1809,0.0001,0.0256,0,64,0.1132,0,0.042
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195,0.0737,0.9999,0.0805,0.4832,0.7896,?,0.9548,?,5.0273,155712,?,?,0.0442,155623,0.6253,?,0.1112,2.9817,0.9521,0.2403,0.9148,2750,?,0.8462,0.0206
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.4999,0.5,2.9316,0.294,1,?,0.4212,0.4997,0.9613,0.2118,0.9222,0.685,?,0.7998,?,3.9475,7095,?,?,0.4971,5851,0.1419,?,0.1019,1.287,0.4237,1.4947,0.7482,75,?,1,0.0443
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.8721,0.25,0.5774,0,0.0315,0,0.0057,6.0409,1080,0.3,0.302,0.042,1080,0.4889,0.0139,0,1.2351,0.0001,0.0143,0,69,0.0437,0,0.042
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0,0,0.2692,0.9924,0,?,0,0,1.0028,0.0168,0.0276,0.7908,?,0.8024,?,3,43649,?,?,0,42889,0.9258,?,0.9258,4.0211,3.9088,0.1627,0.7903,341,?,0.3039,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.2417,0,1,0.2417,0.0952,0.2417,0.2417,0.9823,0.1965,0,0.8147,0.3068,0.8147,1.2022,3,865,0.013,0.0857,0.2417,865,0.8844,0.0409,0.8844,0,0.0001,0.0356,0.8147,73,0.3581,0.0526,0.2417
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0.3791,0.3804,1.1751,0.3621,0.3813,0.4737,0.3649,0.3741,0.7847,0.2586,0.9751,0,0.038,0,0.0975,5,232,0.4,0.4296,0.3677,232,0.3017,0.0932,0,1.39,0.0592,0.069,0,9,0.9958,0,0.3231
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0,0.6391,0.5048,0,0.0799,0,0,0.9995,0.0425,0.5895,0.5745,0.0755,0.5745,0.469,3,14125,0.0421,0.053,0,14125,0.5105,0.0066,0.0212,2.9742,0.0016,0,0.5745,197,0.1158,0.3239,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.2851,0,1,0.2851,0.1333,0.2851,0.2851,0.9668,0.2791,0,0.757,0.3369,0.757,0.9134,2.8313,301,0.0274,0.1161,0.2851,301,0.8372,0.0779,0.8372,0,0,0.0287,0.7569,34,0.4443,0.0769,0.2851
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0002,0,1,0.0002,?,0.0002,0.0002,1.024,0.0205,0,0.4585,?,0.4586,?,2,25200,?,?,0.0002,24528,0.7551,?,0.0205,0,0.0007,0,0.4585,143,?,0.0069,0.0002
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.0653,0.183,1.5703,0.5329,0.3587,?,0.0625,0.0276,1.0478,0.0636,0.6201,0.603,?,0.8569,?,6.0132,257551,?,?,0.004,240404,0.8164,?,0.1575,3.4229,1.4915,1.3877,0.7402,4407,?,0.9437,0
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0.1194,0.2541,1.5959,0.4608,0.361,0.4727,0.0868,0.0553,0.9276,0.1385,0.7461,0.4437,0.5155,0.7391,0.8121,5.9509,9175,0.0199,0.1912,0.0116,7945,0.7186,0.0066,0.235,2.9924,1.1759,0.8088,0.4512,296,4.1892,0.8228,0.001
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0.2094,0.2242,1.393,0.4557,0.2587,?,0.1215,0.1408,0.9979,0.0503,0.6522,0.761,?,0.7805,?,3.0667,4514,?,?,0.0221,4494,0.4361,?,0.063,3.8144,0.7072,0.4529,0.7731,70,?,0.7778,0.0206
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.4741,0.4919,2.5647,0.3176,0.4979,?,0.4067,0.4335,0.9906,0.031,0.7124,0.5452,?,0.7594,?,4.0568,9322,?,?,0.372,8550,0.0744,?,0.0009,3.0013,0.2234,0.3985,0.5884,16,?,0.9896,0.2795
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0,0,1.8093,0.3211,0,?,0,0,0.9875,0.0103,0.8831,0.0247,?,0.0293,?,3,95904,?,?,0,94608,0.1621,?,0.0103,4.847,5.9738,0.0092,0.0221,250,?,0.0034,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.3325,0.3325,0.8338,0.2575,0.3575,?,0.3151,0.3325,0.7186,0.2677,0.9866,0.0194,?,0.0069,?,750.4815,123981,?,?,0.3316,117851,0.2615,?,0.0069,0.2135,0.2288,1.1315,0.0002,4297,?,0.9024,0.3284
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0.3109,0.3833,0,1,0.464,?,0.2499,0.2357,27.3865,0.0484,0,0,?,0,?,4.4815,708206,?,?,0.1814,708206,0.5,?,0,4.1179,0.3436,0.2795,0,6490,?,0,0.1468
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.3247,0.3253,0.5556,0.496,0.3257,0.2,0.3188,0.3233,0.7966,0.4849,0.5773,0.0298,0.0676,0.0175,0.0928,6.05,332,0.1538,0.1958,0.3207,332,0.4759,0.0279,0,1.5744,0.0438,0.0398,0.011,27,0.3034,0.3333,0.316
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.5,0.5,1.5704,0.3316,0.5,?,0.2601,0.4948,0.9899,0.0215,0.8393,0.8489,?,0.9951,?,3.9279,56210,?,?,0,49674,0.1554,?,0.1393,2.9699,0.9579,1.04,0.875,229,?,0.9883,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0,0,0.2258,0.9954,0,?,0,0,0.9998,0.012,0.0187,0.829,?,0.8381,?,3,111739,?,?,0,110364,0.9418,?,0.9418,4.4415,4.5343,0.1645,0.8296,634,?,0.2897,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0,0.2682,0.9924,0,?,0,0,0.9995,0.0168,0.0275,0.7922,?,0.8028,?,3,43649,?,?,0,42889,0.9266,?,0.9266,4.0053,5.2289,0.1487,0.7915,339,?,0.3203,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.0373,0,1,0.0373,0.0741,0.0372,0.0372,0.9739,0.1429,0,0.7234,0.3286,0.7234,1.0206,2,1183,0.0127,0.0653,0.0372,1183,0.8571,0.0377,0.8571,0,0.0014,0,0.7234,68,0.4101,0.04,0.0371
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,0.0025,0.0069,2.0314,0.4001,0.0768,?,0.005,0.0012,0.9967,0.0062,0.594,0.3416,?,0.8108,?,3.2543,75352,?,?,0,46730,0.3407,?,0.0194,3.7744,3.0191,0.3333,0.1765,90,?,0.9388,0
