@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC

@DATA
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0516,0.4901,1.7266,0.4494,0.9988,0.9633,0.1252
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0,0.1006,0.9987,0.0013,?,0
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,0.05,0.0767,1.1031,0.4855,0.34,?,0.0392
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0443,0.0445,1.0134,0.4916,0.0447,0.1355,0.0436
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.2606,0.3593,1.067,0.403,0.4177,?,0.1445
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0,0,1,0,?,0
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0,0.8405,0.4958,0.0001,?,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0402,0.043,0.5717,0.5058,0.0496,0.1111,0.0344
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0,0,0.2249,0.9956,0,?,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0,0,1,0.0001,?,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.499,0.4997,2.6066,0.3074,0.9991,?,0.4406
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.1103,0.126,1.617,0.3723,0.1978,0.6422,0.1036
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0,0,0.249,0.9937,0,?,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.2295,0.2295,1.108,0.5302,0.2295,0.4,0.2295
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.0007,0.0011,0.078,0.9986,0.0022,?,0.0004
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.419,0.042
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0.1131,0.1312,1.6062,0.3785,0.1703,0.6621,0.105
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.1377,0.139,1.3357,0.4083,0.2511,?,0.1037
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.0844,0.0887,0.5461,0.4905,0.0995,0.125,0.0763
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0485,0.0698,1.6601,0.4245,0.2733,0.6606,0.0484
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.499,0.4997,2.5844,0.3131,0.9999,?,0.4398
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0.0424,0.1375,2.1453,0.4323,1,?,0.0471
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0.0684,0.255,1.5974,0.5269,0.3592,?,0.0663
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.056,0.058,0.9221,0.495,0.0699,0.5273,0.039
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0,0,0.1399,0.9984,0,?,0
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0.0693,0.2614,1.6173,0.5223,0.367,?,0.0708
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2892,0,1,0.2892,0.1333,0.2892
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0.0906,0.0908,1.3195,0.3999,0.1077,?,0.0571
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1201,0.151,1.7119,0.3645,0.2242,0.671,0.111
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0,0,0.8136,0.4927,0.0001,?,0
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3205,0.3214,0,1,0.3226,0.2,0.3107
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,0.0082,0.0101,1.0496,0.48,0.0157,0.4012,0.0039
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.499,0.4997,2.5821,0.3198,0.9999,?,0.4433
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.4999,0.5,2.9077,0.2864,1,?,0.4474
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.3356,0.3505,1.5926,0.5954,0.4047,?,0.2785
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0,0.3284,0.9867,0.0006,?,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0,0,0.2437,0.9939,0,?,0
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0078,0.0097,1.0565,0.4827,0.015,0.3972,0.0037
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0.007,0.0079,0.8218,0.4939,0.0097,?,0.0068
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.499,0.4997,2.5306,0.314,0.9999,?,0.4382
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0715,0.0715,0,1,0.0716,0.1053,0.0715
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,0,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0382,0.0389,0.9932,0.4626,0.0393,0.151,0.0378
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0,0.1401,0.9974,0.0001,?,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0,0.2699,0.9923,0,?,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.4947,0.4948,1.3554,0.2468,0.4954,?,0.4945
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0.3832,0.3832,0.9678,0.3778,0.3833,0.5325,0.3831
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0072,0.0359,0.7352,0.8564,0.0589,?,0.0082
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1213,0.1482,1.6738,0.3761,0.2363,0.6225,0.1099
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0,0,0.1846,0.9973,0.0117,?,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.0484,0.0973,1.6338,0.414,0.3135,0.7746,0.0473
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0.0037,0.0234,1.8538,0.4134,1,?,0.0472
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.9381,0.9848,1.8513,0.4536,0.9981,0.957,0.4897
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0,0,0.2338,0.9948,0,?,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.3227,0.3647,1.2864,0.4674,0.466,0.5333,0.2971
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0,0.8405,0.4958,0.0001,?,0
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3201,0.3207,0,1,0.3222,0.2,0.3101
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0,0,0.2429,0.9939,0.0001,?,0
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0697,0.0698,1.272,0.4076,0.0835,0.6471,0.0595
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0.331,0.3519,1.2396,0.4466,0.4136,0.5714,0.2983
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.4999,0.5,2.9316,0.294,1,?,0.4212
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0,0,0.2692,0.9924,0,?,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.2417,0,1,0.2417,0.0952,0.2417
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0.3791,0.3804,1.1751,0.3621,0.3813,0.4737,0.3649
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0,0.6391,0.5048,0,0.0799,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.2851,0,1,0.2851,0.1333,0.2851
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0002,0,1,0.0002,?,0.0002
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.0653,0.183,1.5703,0.5329,0.3587,?,0.0625
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0.1194,0.2541,1.5959,0.4608,0.361,0.4727,0.0868
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0.2094,0.2242,1.393,0.4557,0.2587,?,0.1215
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.4741,0.4919,2.5647,0.3176,0.4979,?,0.4067
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0,0,1.8093,0.3211,0,?,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.3325,0.3325,0.8338,0.2575,0.3575,?,0.3151
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0.3109,0.3833,0,1,0.464,?,0.2499
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.3247,0.3253,0.5556,0.496,0.3257,0.2,0.3188
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.5,0.5,1.5704,0.3316,0.5,?,0.2601
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0,0,0.2258,0.9954,0,?,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0,0.2682,0.9924,0,?,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.0373,0,1,0.0373,0.0741,0.0372
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,0.0025,0.0069,2.0314,0.4001,0.0768,?,0.005
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,0.5,0.5,1.3113,0.3999,0.5,?,0.4216
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,0.0001,0.0001,0.1068,0.998,0.0006,?,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0359,0.0437,1.1956,0.4769,0.0533,?,0.0155
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.1377,0.139,1.3357,0.4083,0.2511,?,0.1037
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.077,0.2601,1.631,0.4934,0.3599,0.5,0.0776
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,0.0303,0.0303,0,1,0.0304,0.0645,0.0302
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0,0,0.0859,0.9993,0.0062,?,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.0001,0,1,0.0005,?,0
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,0.0744,0.1813,1.4875,0.4444,0.314,0.4684,0.0702
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.3382,0.3383,0.9387,0.2665,0.3576,0.8889,0.3036
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.0697,0.0698,1.2812,0.3995,0.096,0.6364,0.0598
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.3611,0.3611,0,1,0.3611,0.0909,0.3611
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,0.0591,0.171,1.1833,0.5681,0.2983,?,0.047
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.0229,0.0495,0.0787,0.9995,0.5,?,0.0173
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.0584,0.0584,0,1,0.0585,?,0.0583
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0,0,0.1826,0.9972,0,?,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.3887,0.3904,1.0856,0.2855,0.3907,0.8889,0.3334
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0,0.9346,0.775,0.0046,?,0
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.0769,0.2547,1.6268,0.5001,0.3695,0.5636,0.079
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.3468,0.3717,1.6672,0.5628,0.9077,?,0.28
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,0.0079,0.0102,1.0551,0.4793,0.0169,0.4022,0.0038
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0,0,0.2634,0.9927,0,?,0
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.1955,0.2138,1.0941,0.4016,0.2141,0.2281,0.1968
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0697,0.0698,1.272,0.4076,0.0835,0.6471,0.0595
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0,0,0,1,0,?,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0044,0.0044,0,1,0.0044,?,0.0044
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0,0,0.2653,0.9926,0,?,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4999,0.5,2.9826,0.3063,1,?,0.4456
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.0187,0.0559,0.021,0.9974,0.4521,?,0.0187
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,0.0021,0.0058,2.1105,0.399,0.0705,?,0.0042
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.0841,0.0882,0.5511,0.4933,0.0977,0.125,0.0762
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0.1526,0.1595,1.1742,0.4545,0.1752,?,0.0763
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,0.0529,0.053,0,1,0.053,0.0952,0.0529
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,0.0161,0.017,0.9488,0.4902,0.0187,0.3333,0.0148
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.419,0.042
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.1127,0.1859,1.0097,0.3696,0.3281,0.5842,0.0766
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.0086,0.0108,1.0516,0.4775,0.0149,0.3957,0.0043
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0697,0.0698,1.2783,0.407,0.0933,0.681,0.0598
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.1898,0.1898,0,1,0.1898,0.0606,0.1897
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,0.0654,0.106,0.6539,0.4981,0.2235,0.2273,0.049
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0,0.1092,0.9989,0.0001,?,0
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.0162,0.0171,0.9452,0.4905,0.0186,0.3333,0.015
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,0.4602,0.4621,2.0155,0.4192,1,?,0.2283
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0.0303,0.0812,0,1,0.2667,0.0714,0.0285
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,0.1114,0.1136,1.0039,0.4758,0.1208,?,0.1097
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,0.1382,0.3359,1.6213,0.4249,0.4369,0.5111,0.1063
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,0.2295,0.2295,1.1239,0.4675,0.2295,0.4,0.2295
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,0.0561,0.0863,1.2366,0.4596,0.1832,0.5,0.0328
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,0.0906,0.0907,1.3326,0.4037,0.1085,?,0.0561
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.0841,0.0882,0.5511,0.4933,0.0977,0.125,0.0762
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0.1154,0.1353,1.6919,0.3599,0.1791,0.7019,0.1055
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1929,0.2008,1.2368,0.4652,0.2008,0.151,0.1934
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0.4943,0.495,1.3492,0.2437,0.4955,?,0.494
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0.0844,0.0892,0.562,0.4998,0.1008,0.125,0.0763
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.3428,0.3644,1.89,0.478,0.405,?,0.2734
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.4999,0.5,2.9448,0.288,1,?,0.4405
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,0.0709,0.1423,1.4236,0.4488,0.3125,0.4967,0.0696
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0001,1.1761,0.3889,0.4929,?,0.0052
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,0.0072,0.0096,1.0508,0.4766,0.0153,0.4073,0.0035
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0,0,0.1879,0.9971,0,?,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0.0213,0.0268,0.6881,0.8701,0.0501,?,0.0131
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.0326,0.0601,0.0718,0.9995,0.5,?,0.0225
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.056,0.058,0.9221,0.495,0.0699,0.5273,0.039
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0,0,0.1561,0.998,0.0001,?,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0.3166,0.317,0,1,0.3174,0.2,0.3042
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,0.0697,0.0698,1.2869,0.3965,0.0973,0.6471,0.0598
