@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC

@DATA
cv_data4-7-6,1,1,0.666667,7,1,1,0.5,26
cv_data4-5-25,1,1,0.666667,5,1,1,0.466667,17
cv_data5-8-2,1,1,0.714286,8,1,1,0.446429,27
cv_data4-4-33,1,1,0.666667,4,1,1,0.416667,14
cv_data4-5-5,1,1,0.666667,5,1,1,0.366667,14
cv_data3-8-37,1,1,0.6,8,0.75,1,225,10
cv_data4-5-20,1,1,0.666667,5,1,1,0.433333,15
cv_data5-4-37,1,1,0.714286,4,1,1,0.5,17
cv_data4-6-5,1,1,0.666667,6,0.833333,1,0.388889,15
cv_data4-6-35,1,1,0.666667,6,1,1,0.416667,17
cv_data4-7-1,1,1,0.666667,7,1,1,0.380952,19
cv_data5-5-5,1,1,0.714286,5,1,1,0.485714,20
cv_data5-5-37,1,1,0.714286,5,1,1,0.4,16
cv_data4-5-24,1,1,0.666667,5,0.8,1,0.333333,12
cv_data5-4-15,1,1,0.714286,4,1,1,0.5,17
cv_data5-9-21,1,1,0.714286,9,1,1,0.365079,27
cv_data5-4-27,1,1,0.714286,4,1,1,0.5,17
cv_data5-6-25,1,1,0.714286,6,1,1,0.47619,23
cv_data5-8-25,1,1,0.714286,8,1,1,0.446429,28
cv_data4-6-21,1,1,0.666667,6,1,1,0.444444,20
cv_data5-5-16,1,1,0.714286,5,1,1,0.4,16
cv_data5-4-4,1,1,0.714286,4,1,1,0.535714,19
cv_data5-5-39,1,1,0.714286,5,1,1,0.4,16
cv_data4-7-22,1,1,0.666667,7,1,1,0.404762,20
cv_data5-6-11,1,1,0.714286,6,1,1,0.428571,21
cv_data4-6-9,1,1,0.666667,6,0.833333,1,0.361111,15
cv_data3-5-13,1,1,0.6,5,1,1,0.36,12
cv_data3-8-2,1,1,0.6,8,0.75,1,0.25,12
cv_data5-6-2,1,1,0.714286,6,0.833333,1,0.380952,18
cv_data5-4-17,1,1,0.714286,4,1,1,0.5,18
cv_data5-8-6,1,1,0.714286,8,1,1,0.446429,30
cv_data4-6-20,1,1,0.666667,6,0.833333,1,0.361111,15
cv_data5-4-7,1,1,0.714286,4,1,1,0.392857,14
cv_data4-7-19,1,1,0.666667,7,1,1,0.380952,18
cv_data5-5-33,1,1,0.714286,5,1,1,0.542857,24
cv_data5-5-27,1,1,0.714286,5,1,1,0.514286,23
cv_data5-4-31,1,1,0.714286,4,1,1,0.464286,17
cv_data4-5-30,1,1,0.666667,5,1,1,0.466667,18
cv_data5-6-8,1,1,0.714286,6,0.833333,1,0.428571,20
cv_data5-5-14,1,1,0.714286,5,1,1,0.485714,21
cv_data4-6-16,1,1,0.666667,6,0.833333,1,0.333333,13
cv_data5-5-40,1,1,0.714286,5,1,1,0.457143,20
cv_data4-7-26,1,1,0.666667,7,1,1,0.357143,18
cv_data5-5-7,1,1,0.714286,5,1,1,0.457143,18
cv_data3-7-18,1,1,0.6,7,0.714286,1,0.285714,11
cv_data5-5-24,1,1,0.714286,5,1,1,0.514286,23
cv_data5-4-3,1,1,0.714286,4,1,1,0.5,17
cv_data5-5-23,1,1,0.714286,5,1,1,0.4,17
cv_data5-5-10,1,1,0.714286,5,1,1,0.428571,19
cv_data5-5-18,1,1,0.714286,5,1,1,0.428571,19
cv_data4-7-24,1,1,0.666667,7,1,1,0.404762,20
cv_data5-4-13,1,1,0.714286,4,1,1,0.464286,17
cv_data5-9-38,1,1,0.714286,9,1,1,0.492063,37
cv_data5-5-8,1,1,0.714286,5,1,1,0.4,16
cv_data4-7-40,1,1,0.666667,7,1,1,0.380952,19
cv_data5-7-33,1,1,0.714286,7,1,1,0.510204,30
cv_data4-4-12,1,1,0.666667,4,1,1,0.416667,13
cv_data4-6-36,1,1,0.666667,6,1,1,0.388889,17
cv_data5-4-20,1,1,0.714286,4,1,1,0.428571,15
cv_data4-5-23,1,1,0.666667,5,1,1,0.433333,17
cv_data4-7-13,1,1,0.666667,7,1,1,0.333333,17
cv_data5-9-32,1,1,0.714286,9,1,1,0.444444,31
cv_data4-7-32,1,1,0.666667,7,1,1,0.380952,19
cv_data5-9-4,1,1,0.714286,9,1,1,0.412698,30
cv_data4-7-23,1,1,0.666667,7,0.857143,1,0.309524,14
cv_data5-5-3,1,1,0.714286,5,1,1,0.485714,21
cv_data4-5-39,1,1,0.666667,5,1,1,0.4,15
cv_data5-7-36,1,1,0.714286,7,1,1,0.489796,29
cv_data4-4-3,1,1,0.666667,4,1,1,0.458333,14
cv_data4-7-36,1,1,0.666667,7,1,1,0.404762,19
cv_data5-5-9,1,1,0.714286,5,0.8,1,0.285714,11
cv_data4-4-23,1,1,0.666667,4,1,1,0.5,16
cv_data3-7-22,1,1,0.6,7,1,1,0.371429,16
cv_data5-6-28,1,1,0.714286,6,1,1,0.47619,23
cv_data4-6-37,1,1,0.666667,6,1,1,0.361111,16
cv_data5-5-21,1,1,0.714286,5,1,1,0.457143,19
cv_data4-6-30,1,1,0.666667,6,0.833333,1,0.361111,15
cv_data4-5-27,1,1,0.666667,5,1,1,0.333333,12
cv_data4-5-21,1,1,0.666667,5,1,1,0.4,16
cv_data3-8-25,1,1,0.6,8,0.75,1,0.25,11
cv_data4-5-15,1,1,0.666667,5,1,1,0.466667,18
cv_data5-5-31,1,1,0.714286,5,1,1,0.542857,23
cv_data4-7-2,1,1,0.666667,7,1,1,0.404762,19
cv_data5-4-10,1,1,0.714286,4,1,1,0.428571,15
cv_data4-4-34,1,1,0.666667,4,1,1,375,11
cv_data5-7-4,1,1,0.714286,7,1,1,0.408163,22
cv_data4-4-14,1,1,0.666667,4,1,1,0.416667,13
cv_data5-7-22,1,1,0.714286,7,0.857143,1,0.367347,21
cv_data4-6-2,1,1,0.666667,6,1,1,0.25,11
cv_data4-7-12,1,1,0.666667,7,1,1,0.452381,22
cv_data5-5-30,1,1,0.714286,5,1,1,0.4,16
cv_data3-8-28,1,1,0.6,8,875,1,275,12
cv_data5-6-37,1,1,0.714286,6,1,1,0.452381,23
cv_data5-6-20,1,1,0.714286,6,1,1,0.404762,19
cv_data4-6-29,1,1,0.666667,6,1,1,0.361111,16
cv_data4-4-10,1,1,0.666667,4,1,1,0.333333,10
cv_data4-5-29,1,1,0.666667,5,1,1,0.433333,16
cv_data3-8-24,1,1,0.6,8,0.75,1,225,10
cv_data5-4-35,1,1,0.714286,4,1,1,0.464286,17
cv_data5-4-22,1,1,0.714286,4,1,1,0.464286,17
cv_data5-4-29,1,1,0.714286,4,1,1,0.535714,20
cv_data3-7-27,1,1,0.6,7,1,1,0.342857,14
cv_data3-7-5,1,1,0.6,7,1,1,0.314286,14
cv_data4-5-3,1,1,0.666667,5,1,1,0.466667,18
cv_data4-6-12,1,1,0.666667,6,1,1,0.444444,19
cv_data5-8-8,1,1,0.714286,8,1,1,0.428571,29
cv_data4-6-25,1,1,0.666667,6,1,1,0.444444,19
cv_data4-7-31,1,1,0.666667,7,1,1,0.380952,21
cv_data5-6-22,1,1,0.714286,6,1,1,0.452381,23
cv_data4-6-19,1,1,0.666667,6,1,1,0.416667,17
cv_data5-4-30,1,1,0.714286,4,1,1,0.464286,16
cv_data5-5-17,1,1,0.714286,5,1,1,0.457143,21
cv_data4-6-34,1,1,0.666667,6,1,1,0.472222,21
cv_data5-5-32,1,1,0.714286,5,1,1,0.457143,18
cv_data4-6-32,1,1,0.666667,6,1,1,0.416667,17
cv_data5-4-33,1,1,0.714286,4,1,1,0.464286,16
cv_data3-7-12,1,1,0.6,7,0.714286,1,0.257143,10
cv_data4-7-11,1,1,0.666667,7,1,1,0.404762,21
cv_data4-4-35,1,1,0.666667,4,1,1,0.5,16
cv_data5-4-25,1,1,0.714286,4,1,1,0.464286,16
cv_data4-6-10,1,1,0.666667,6,1,1,0.416667,19
cv_data4-7-21,1,1,0.666667,7,1,1,0.428571,22
cv_data4-6-4,1,1,0.666667,6,1,1,0.416667,18
cv_data5-4-38,1,1,0.714286,4,1,1,0.464286,16
cv_data4-7-7,1,1,0.666667,7,1,1,0.452381,23
cv_data4-7-3,1,1,0.666667,7,0.714286,1,0.309524,14
cv_data5-8-3,1,1,0.714286,8,1,1,0.5,34
cv_data5-7-37,1,1,0.714286,7,0.857143,1,0.387755,20
cv_data5-5-20,1,1,0.714286,5,1,1,0.428571,17
cv_data4-4-24,1,1,0.666667,4,1,1,0.416667,13
cv_data5-4-14,1,1,0.714286,4,1,1,0.535714,20
cv_data5-8-4,1,1,0.714286,8,1,1,0.464286,30
cv_data4-6-40,1,1,0.666667,6,1,1,0.472222,21
cv_data5-6-31,1,1,0.714286,6,1,1,0.428571,22
cv_data4-6-14,1,1,0.666667,6,1,1,0.361111,15
cv_data5-7-1,1,1,0.714286,7,1,1,0.387755,22
cv_data5-7-32,1,1,0.714286,7,1,1,0.510204,30
cv_data4-7-28,1,1,0.666667,7,1,1,0.47619,25
cv_data4-4-2,1,1,0.666667,4,1,1,375,11
cv_data5-7-12,1,1,0.714286,7,1,1,0.489796,29
cv_data4-7-5,1,1,0.666667,7,1,1,0.404762,20
cv_data5-4-1,1,1,0.714286,4,1,1,0.428571,16
cv_data4-5-17,1,1,0.666667,5,1,1,0.466667,18
cv_data4-6-33,1,1,0.666667,6,0.833333,1,0.305556,12
cv_data4-7-8,1,1,0.666667,7,1,1,0.333333,17
cv_data5-4-24,1,1,0.714286,4,1,1,0.5,18
cv_data4-4-13,1,1,0.666667,4,1,1,0.458333,15
cv_data5-4-12,1,1,0.714286,4,1,1,0.428571,17
cv_data5-6-7,1,1,0.714286,6,1,1,0.47619,23
cv_data5-6-35,1,1,0.714286,6,1,1,0.5,26
cv_data4-6-11,1,1,0.666667,6,1,1,0.388889,17
cv_data5-4-16,1,1,0.714286,4,1,1,0.5,18
cv_data4-7-4,1,1,0.666667,7,1,1,0.428571,21
cv_data5-7-11,1,1,0.714286,7,1,1,0.469388,26
cv_data5-6-33,1,1,0.714286,6,1,1,0.5,26
cv_data5-5-28,1,1,0.714286,5,1,1,0.457143,19
cv_data5-5-15,1,1,0.714286,5,1,1,0.457143,19
cv_data3-6-24,1,1,0.6,6,1,1,0.333333,13
cv_data5-4-34,1,1,0.714286,4,1,1,0.5,18
cv_data4-5-35,1,1,0.666667,5,1,1,0.333333,13
cv_data5-7-31,1,1,0.714286,7,0.857143,1,0.408163,22
cv_data4-7-10,1,1,0.666667,7,1,1,0.380952,18
cv_data4-7-29,1,1,0.666667,7,1,1,0.357143,17
cv_data5-4-18,1,1,0.714286,4,0.75,1,0.25,8
cv_data5-6-19,1,1,0.714286,6,1,1,0.380952,20
cv_data4-5-32,1,1,0.666667,5,1,1,0.5,19
cv_data4-6-13,1,1,0.666667,6,0.833333,1,0.25,10
cv_data5-8-36,1,1,0.714286,8,1,1,0.446429,27
cv_data4-5-12,1,1,0.666667,5,0.8,1,0.366667,13
cv_data4-5-28,1,1,0.666667,5,1,1,0.366667,13
cv_data5-5-4,1,1,0.714286,5,1,1,0.485714,21
cv_data4-4-7,1,1,0.666667,4,1,1,0.458333,14
cv_data5-5-36,1,1,0.714286,5,1,1,0.457143,20
cv_data4-7-16,1,1,0.666667,7,0.714286,1,0.214286,11
cv_data4-6-39,1,1,0.666667,6,1,1,0.305556,14
cv_data5-5-6,1,1,0.714286,5,1,1,0.428571,17
cv_data5-4-9,1,1,0.714286,4,1,1,0.428571,16
cv_data4-4-29,1,1,0.666667,4,1,1,375,12
cv_data5-6-5,1,1,0.714286,6,1,1,0.52381,27
cv_data3-7-17,1,1,0.6,7,1,1,0.314286,14
cv_data4-6-27,1,1,0.666667,6,1,1,0.388889,16
cv_data5-5-22,1,1,0.714286,5,1,1,0.428571,19
cv_data5-9-3,1,1,0.714286,9,1,1,0.47619,35
cv_data4-4-28,1,1,0.666667,4,1,1,0.291667,9
cv_data4-4-27,1,1,0.666667,4,1,1,0.416667,14
cv_data4-6-24,1,1,0.666667,6,1,1,0.416667,19
cv_data4-6-8,1,1,0.666667,6,0.833333,1,0.361111,14
cv_data4-4-20,1,1,0.666667,4,1,1,0.458333,14
cv_data3-6-26,1,1,0.6,6,1,1,0.366667,14
cv_data4-7-34,1,1,0.666667,7,1,1,0.357143,17
cv_data5-10-32,1,1,0.714286,10,0.9,1,0.4,31
cv_data5-4-32,1,1,0.714286,4,1,1,0.5,19
cv_data4-7-33,1,1,0.666667,7,1,1,0.380952,19
cv_data4-6-28,1,1,0.666667,6,1,1,0.444444,20
cv_data3-7-30,1,1,0.6,7,1,1,0.314286,13
cv_data5-5-19,1,1,0.714286,5,1,1,0.485714,22
cv_data4-4-30,1,1,0.666667,4,1,1,0.333333,10
cv_data4-7-15,1,1,0.666667,7,1,1,0.380952,20
cv_data5-6-30,1,1,0.714286,6,1,1,0.428571,20
cv_data4-7-17,1,1,0.666667,7,0.857143,1,0.357143,17
cv_data4-5-31,1,1,0.666667,5,1,1,0.466667,17
cv_data4-5-34,1,1,0.666667,5,1,1,0.466667,17
cv_data4-4-25,1,1,0.666667,4,1,1,0.458333,14
cv_data5-7-18,1,1,0.714286,7,1,1,0.530612,32
cv_data3-8-17,1,1,0.6,8,0.75,1,225,10
cv_data4-6-15,1,1,0.666667,6,1,1,0.444444,20
cv_data5-7-7,1,1,0.714286,7,1,1,0.428571,24
cv_data4-7-14,1,1,0.666667,7,1,1,0.428571,21
cv_data5-10-19,1,1,0.714286,10,1,1,0.457143,36
cv_data5-8-29,1,1,0.714286,8,1,1,0.410714,27
cv_data3-8-7,1,1,0.6,8,1,1,325,16
cv_data4-5-14,1,1,0.666667,5,1,1,0.433333,16
cv_data5-7-16,1,1,0.714286,7,1,1,0.408163,23
cv_data4-5-19,1,1,0.666667,5,1,1,0.4,16
cv_data3-5-8,1,1,0.6,5,1,1,0.36,11
cv_data5-9-10,1,1,0.714286,9,1,1,0.412698,31
cv_data4-7-9,1,1,0.666667,7,1,1,0.357143,18
cv_data5-5-13,1,1,0.714286,5,1,1,0.514286,23
cv_data4-6-3,1,1,0.666667,6,1,1,0.416667,18
cv_data5-4-6,1,1,0.714286,4,1,1,0.392857,14
