@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,34000,34000,0.0175,400,0.0117,0.0175,0.0175,67,0.0011,76,58,58,65.9081,400,33.5354,0.0175,65,33.2595,0.0117,0.0156,0.6015,1.4411,66.263,0.0001,75,0.0006,2.0702,0.0001,77,0.1147,0.0196,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,16800,16661,0.0008,3882,0.0016,0.0008,0.0008,841,0.0004,865,817,818,845.722,4000,112.73,0.0013,848,74.1053,0.0002,0.0001,0.2545,0.634,840.912,0.0463,872,0,4.9992,0.0267,58,0.0249,0.0022,0.0791
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,14000,14000,0.0071,700,0.0217,0.0071,0.0071,134,0.0014,148,121,123,133.755,700,39.8097,0.0071,134,33.7294,0.0166,0.005,0.4884,1.0868,134.049,0.0016,146,0.0006,3,0.001,67,0.0823,0.0094,0.0023
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0013,146,123,122,134.401,700,38.3386,0.0071,135,31.3107,0.0162,0.0051,0.4887,1.0878,134.214,0.0015,147,0.0004,3,0.001,69,0.0778,0.0091,0.0023
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,18000,18000,0.0056,900,0.018,0.0056,0.0056,172,0.001,185,159,160,171.602,900,50.3061,0.0056,172,40.8885,0.0137,0.0041,0.4792,1.0411,171.351,0.0015,185,0.0004,3,0.001,48,0.0759,0.0073,0.0023
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,16800,16687,0.0008,3898,0.0016,0.0008,0.0008,852,0.0004,876,821,825,842.75,4000,117.5,0.0015,849.5,91.8609,0.0002,0.0001,0.2578,0.6641,844.617,0.0469,877,0,5,0.0287,55,0.0988,0.0019,0.0781
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,50400,50017,0.0003,11671,0.0005,0.0003,0.0003,2537,0.0001,2572,2486,2461,2372.43,12000,729.071,0.0005,2560,213.227,0.0001,0,0.2293,0.4926,2531.55,0.0466,2588,0,5.0365,0.0277,13,0.2882,0.0007,0.0786
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,84000,83430,0.0002,19496,0.0003,0.0002,0.0002,4279,0.0001,4324,0,4214,3417.8,20000,1106,0.0003,4252,449.182,0,0,0.2252,0.9012,4269.36,0.0477,4275,0,5.3411,0.0286,7,0.5591,0.0005,0.0797
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,14684,12493,0.0005,4015,0.0015,0.0007,0.0007,836.5,0.0004,862,812,813,828.993,5500,86.1871,0.0025,835,59.7279,0.0001,0.0001,0.1738,0.5608,835.441,0.1035,861,0,5.9296,0.0592,2258,0.0886,0.0031,0.1645
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,2662,2662,0.04,125,0.0452,0.04,0.04,25,0.0075,30,20,20,24.8918,125,10.8801,0.04,25,9.9008,0.0424,0.0285,0.553,1.5383,24.7864,0.0009,30,0.0038,2.9677,0.0007,4184,0.1532,0.0492,0.0014
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0087,12,6,6,8.8736,50,6.8187,0.14,9,6.2738,0.011,0.1283,0.7055,2.2213,8.9429,0.0001,12,0.0061,2,0,4592,0.2319,0.1542,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.006,16,10,10,12.9043,75,9.456,0.0933,13,9.0634,0.0111,0.087,0.6745,2.0417,12.8841,0.0001,16,0.0043,2,0,4427,0.2017,0.1005,0.0001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,152.5,0.0012,166,141,140,153.047,800,44.7977,0.0063,152,37.9621,0.0147,0.0046,0.4853,1.0802,152.235,0.0015,166,0.0004,3,0.001,56,0.0768,0.0082,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,2380,2370,0.0055,550,0.0109,0.0055,0.0055,122,0.0027,132,111,111,121.707,560,19.7629,0.0091,121,15.7307,0.0034,0.0017,0.3156,0.9298,121.796,0.0483,133,0.0004,4,0.0302,3853,0.0696,0.0152,0.0788
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0056,16,10,10,12.9385,75,9.372,0.0933,13,9.1028,0.0111,0.0849,0.6737,2.0333,12.8615,0,16,0.0039,2,0,4414,0.2024,0.1001,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,75600,75093,0.0002,17563,0.0004,0.0002,0.0002,3873,0.0001,3901,0,3819,3172.5,18000,1912,0.0003,3787,329.308,0,0,0.2304,0.3763,3862.85,0.0472,3834,0,5.2789,0.0283,7,0.49,0.0004,0.0788
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,35,24,24,29.672,180,16.5562,0.0389,30,16.5986,0.0117,0.0346,0.6328,1.6156,29.7789,0.0001,35,0.0014,2,0.0001,4264,0.1512,0.0439,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,1615,1609,0.008,374,0.0157,0.0081,0.0081,84,0.004,92,75,75,83.536,380,12.229,0.0107,83,10.3601,0.0062,0.0031,0.3388,0.9639,83.7873,0.0434,92,0,4,0.0275,0,0.0812,0.0143,0.0735
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0013,147,123,121,134.229,700,38.2005,0.0071,134,31.635,0.0165,0.0051,0.4882,1.1156,134.117,0.0015,146,0.0004,3,0.001,68,0.0684,0.0093,0.0023
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,1491,1488,0.0086,347,0.0168,0.0087,0.0087,77,0.0045,85,69,69,77.1576,350,13.8598,0.0144,77,11.2818,0.0054,0.0027,0.3289,0.9685,77.1609,0.0413,86,0,4,0.0248,4002,0.0858,0.0168,0.0718
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,190.5,0.0009,205,177,178,191.591,1000,55.56,0.005,191,45.9957,0.0123,0.0034,0.4797,1.0524,191.009,0.0014,206,0.0003,3,0.001,42,0.0594,0.0073,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,2295,2286,0.0057,530,0.0113,0.0057,0.0057,116,0.0028,126,106,106,115.847,540,23.5251,0.0094,116,18.7633,0.0044,0.0022,0.3139,0.925,115.879,0.042,126,0.0004,4,0.0243,3860,0.0703,0.0122,0.0711
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,17354,14875,0.0004,4700,0.0013,0.0006,0.0006,988,0.0003,1016,962,953,993.483,6500,70.4157,0.0021,997,61.5747,0.0001,0.0001,0.1976,0.5301,977.092,0.1009,1022,0,5.8606,0.0566,516,0.0243,0.0026,0.1681
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,3195,0.0333,150,0.0438,0.0333,0.0333,29,0.0062,35,24,24,29.6375,150,12.5142,0.0333,30,11.4196,0.0407,0.0254,0.5425,1.4753,29.6687,0.001,35,0.0031,3,0.0007,4122,0.1428,0.0429,0.0016
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,2040,2025,0.0064,467,0.0129,0.0065,0.0065,103,0.0032,113,94,94,103.198,480,15.5814,0.0107,103,12.8189,0.0049,0.0025,0.3206,0.9433,103.299,0.0481,113,0,4,0.0267,3857,0.0721,0.0133,0.0828
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,1912,1907,0.0068,444,0.0133,0.0068,0.0068,99,0.0033,108,89,89,98.6931,450,13.9345,0.009,99,11.3165,0.0052,0.0026,0.3302,0.9351,98.6665,0.0465,108,0.0005,4,0.0282,3879,0.0745,0.0136,0.0771
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,2556,2556,0.0417,120,0.0453,0.0417,0.0417,24,0.0077,29,19,19,23.8766,120,10.5199,0.0417,24,9.4775,0.0426,0.0317,0.5542,1.5438,24.0048,0.001,29,0.0039,2.9664,0.0006,4187,0.154,0.0516,0.0015
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,147000,145983,0.0001,34090,0.0002,0.0001,0.0001,7448,0,7477,7344,7415,7442,34999,1444,0.0002,7442,856,0,0,0.2273,0.961,7452.33,0.0469,7344,0,5.8023,0.0277,4,0.0186,0.0003,0.079
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.0019,43,30,30,36.4747,220,19.5783,0.0318,36,19.9618,0.0117,0.0276,0.6225,1.5556,36.4388,0.0001,43,0.0011,2,0.0001,324,0.1397,0.0355,0.0001
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,4005,4005,0.1556,45,0.011,0.1556,0.1556,8,0.0086,10,6,6,8.0722,45,6.4782,0.1556,8,5.7909,0.011,0.1376,0.7124,2.3242,8.0752,0,11,0.0065,2,0,4603,0.2415,0.165,0.0001
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.002,39,27,27,33.132,200,17.7524,0.035,33,18.0339,0.0117,0.0304,0.6274,1.5823,33.1721,0.0001,39,0.0009,2,0.0001,3961,0.1445,0.0415,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,174,0.001,187,158,157,173.039,900,48.5184,0.0056,172,42.76,0.0127,0.0037,0.4815,1.0638,172.968,0.0015,188,0.0002,3,0.0011,48,0.064,0.0072,0.0023
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,40,28,27,33.19,200,17.7781,0.035,33,18.2514,0.0117,0.0314,0.629,1.5914,33.3687,0.0001,39,0.0012,2,0.0001,3948,0.138,0.0386,0.0001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,206,177,178,191.49,1000,55.9748,0.005,193,43.25,0.012,0.0034,0.4776,1.0673,191.23,0.0015,206,0.0003,3,0.001,42,0.079,0.0065,0.0023
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,5340,5340,0.1167,60,0.011,0.1167,0.1167,10,0.0071,14,8,8,10.4477,60,7.9162,0.1167,10,7.5322,0.011,0.1064,0.6933,2.1042,10.5239,0,13,0.0049,2,0,4489,0.219,0.1283,0.0001
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,42000,41691,0.0003,9726,0.0006,0.0003,0.0003,2129.5,0.0002,2172,2056,2076,2000.94,10000,409,0.0005,2126,153.583,0.0001,0,0.2382,0.6834,2127.62,0.0478,2164,0,5.0065,0.0292,17,0.2583,0.0008,0.0797
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,27,27,33.0468,200,18.2865,0.035,33,18.2752,0.0117,0.0321,0.628,1.5993,33.1174,0.0001,39,0.0014,2,0.0001,3927,0.1471,0.0389,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,13,0.0056,17,10,10,13.7563,80,9.5983,0.0875,14,9.492,0.0111,0.0787,0.6733,1.9427,13.6424,0,17,0.0035,2,0,4383,0.1995,0.0956,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,54600,54236,0.0002,12648,0.0005,0.0002,0.0002,2760,0.0001,2817,2716,2652,2522.36,13000,619.818,0.0005,2771,207.368,0,0,0.236,0.7462,2756.32,0.0472,2811,0,5.0519,0.0279,12,0.3319,0.0006,0.079
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,2130,0.05,100,0.0459,0.05,0.05,20,0.0089,24,16,16,20.0929,100,8.8061,0.05,20,7.9139,0.0441,0.039,0.5663,1.5958,20.0793,0.001,24,0.0052,2.7374,0.0006,4278,0.1679,0.0615,0.0015
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,20400,20400,0.0292,240,0.0117,0.0292,0.0292,39,0.0019,46,34,33,39.6915,240,20.9357,0.0292,40,21.4776,0.0117,0.0247,0.6241,1.5291,39.2968,0.0001,46,0.0011,2,0.0001,238,0.1296,0.0325,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,79800,79295,0.0002,18543,0.0003,0.0002,0.0002,4047.5,0.0001,4078,0,3981,3352.33,19000,748,0.0003,4006.5,405.214,0,0,0.2272,0.7764,4040.64,0.0466,4060,0,5.491,0.0277,7,0.4901,0.0005,0.0792
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,63000,62572,0.0002,14596,0.0004,0.0002,0.0002,3197,0.0001,3226,0,3139,2816.67,15000,1046.33,0.0004,3157,284.529,0.0001,0,0.2295,0.9418,3194.35,0.0472,3210,0,5.0658,0.0283,10,0.3752,0.0007,0.0796
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,8400,8359,0.0015,1960,0.0031,0.0015,0.0015,428,0.0008,448,410,409,428.398,2000,58.0323,0.0026,429,41.3132,0.0005,0.0002,0.2738,0.7154,428.443,0.047,448,0,4.7999,0.0285,137,0.0613,0.0038,0.0789
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,21250,0.028,250,0.0117,0.028,0.028,41,0.0017,48,35,34,41.3997,250,21.7782,0.028,41,22.0713,0.0117,0.0253,0.6196,1.5391,41.2478,0.0001,48,0.001,2,0.0001,206,0.127,0.0309,0.0001
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,2130,2130,0.05,100,0.046,0.05,0.05,20,0.0083,24,16,16,19.9396,100,9.3978,0.05,20,8.4889,0.0446,0.039,0.5661,1.6018,19.9657,0.0009,24,0.0038,2.6566,0.0007,4284,0.1674,0.061,0.0014
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,8010,8010,0.0778,90,0.0111,0.0778,0.0778,15,0.0049,19,12,12,15.4016,90,10.4665,0.0778,15,10.3552,0.0111,0.0699,0.6619,1.9326,15.4129,0,19,0.0025,2,0,4303,0.1886,0.0841,0.0001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,22000,22000,0.0045,1100,0.0152,0.0045,0.0045,211,0.0009,227,195,197,210.704,1100,60.3136,0.0045,211,50.1781,0.0118,0.0034,0.4738,1.0203,211.008,0.0015,226,0.0004,3,0.001,37,0.0759,0.006,0.0023
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,8400,8355,0.0015,1952,0.0031,0.0016,0.0016,428,0.0008,447,408,406,424.533,2000,56.1372,0.0026,425,39.075,0.001,0.0005,0.2721,0.7045,427.831,0.0466,442,0,4.7519,0.0277,140,0.0612,0.0036,0.0785
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,37,0.002,43,31,30,36.6216,220,19.3936,0.0318,37,19.6478,0.0117,0.0275,0.6208,1.5649,36.5913,0.0001,42,0.0012,2,0.0001,334,0.1362,0.0352,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,2130,2111,0.0062,481,0.0127,0.0064,0.0064,107,0.0031,117,97,97,106.702,500,16.0949,0.0104,107,13.0558,0.0047,0.0024,0.3257,0.9351,106.655,0.0459,117,0.0005,4,0.0293,3876,0.0712,0.0185,0.0816
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0026,32,21,22,26.2243,160,15.0618,0.0437,26,15.3473,0.0117,0.0391,0.6356,1.6577,26.4227,0.0001,31,0.0014,2,0.0001,4265,0.152,0.0494,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,1530,1517,0.0087,346,0.0174,0.0089,0.0089,78,0.0043,86,69,69,77.5501,360,9.6205,0.0145,78,8.3072,0.0079,0.004,0.342,0.9865,77.7935,0.0488,86,0,4,0.0294,3942,0.0838,0.0231,0.0858
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,42000,41730,0.0003,9756,0.0006,0.0003,0.0003,2133,0.0002,2153,2098,2083,2132.72,10000,291.778,0.0005,2126.5,171.269,0.0001,0.0001,0.2337,0.6018,2124.27,0.0469,2167,0,5.0108,0.0275,17,0.014,0.0009,0.0786
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,2769,2758,0.0047,638,0.0093,0.0047,0.0047,142,0.0024,152,130,130,141.159,650,23.4612,0.0078,141,18.394,0.0015,0.0007,0.3057,0.8949,141.246,0.0429,153,0.0004,4.0361,0.0268,3689,0.0663,0.0091,0.072
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0062,15,9,9,12.1383,70,8.6664,0.1,12,8.3329,0.0111,0.0918,0.6779,2.0458,12.1861,0,15,0.004,2,0,4446,0.2072,0.1098,0.0001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,2343,2343,0.0455,110,0.0457,0.0455,0.0455,22,0.0089,26,18,18,21.9425,110,9.7757,0.0455,22,8.8207,0.044,0.035,0.5602,1.5793,21.9368,0.0009,26,0.0038,2.8165,0.0006,4244,0.1595,0.0542,0.0016
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,2280,2244,0.0034,591,0.0099,0.005,0.005,130,0.0025,140,119,119,129.893,630,17.5848,0.0102,130,14.5566,0.0027,0.0013,0.3015,0.8581,129.936,0.0563,141,0,4.0915,0.0357,3901,0.0652,0.0134,0.1041
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,1917,1917,0.0556,90,0.046,0.0556,0.0556,18,0.0099,22,14,14,18.1537,90,8.2522,0.0556,18,7.3714,0.0443,0.0433,0.5754,1.6445,18.0535,0.001,22,0.0047,2.5281,0.0007,4322,0.1732,0.0689,0.0015
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,2556,2556,0.0417,120,0.0451,0.0417,0.0417,24,0.0084,29,19,19,23.8812,120,10.3113,0.0417,24,9.4079,0.0423,0.0321,0.5552,1.5361,23.8998,0.0009,29,0.0043,2.9832,0.0006,4205,0.156,0.0509,0.0014
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,1785,1775,0.0073,410,0.0146,0.0074,0.0074,91,0.0036,99,82,82,90.9176,420,12.6405,0.0122,91,10.81,0.0056,0.0028,0.3338,0.9491,90.9055,0.0462,100,0.0006,4,0.0284,3908,0.0794,0.0175,0.0811
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0053,16,10,10,12.9047,75,9.4526,0.0933,13,9.0443,0.0111,0.0824,0.6736,2.0468,12.8094,0,16,0.0034,2,0,4383,0.1994,0.1026,0.0001
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,40000,40000,0.0025,2000,0.0091,0.0025,0.0025,381.5,0.0005,405,356,359,378.403,2000,108.282,0.0025,380,81.6304,0.0067,0.0018,0.4627,0.9611,383.5,0.0015,404,0.0002,3,0.001,16,0.0943,0.0034,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,1530,1520,0.0085,351,0.017,0.0087,0.0087,78,0.0042,86,69,70,77.8358,360,11.8219,0.0142,78,9.982,0.0066,0.0033,0.3362,0.9657,78.1663,0.0469,86,0.0007,4,0.0295,3940,0.0834,0.0158,0.0802
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.002,43,30,30,36.331,220,19.6391,0.0318,36,19.7593,0.0117,0.0284,0.623,1.5671,36.4691,0.0001,42,0.001,2,0.0001,323,0.1315,0.0355,0.0001
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,2130,2122,0.0061,492,0.012,0.0061,0.0061,110,0.003,120,100,100,109.933,500,16.307,0.0102,110,13.8098,0.0047,0.0024,0.3154,0.9206,110.092,0.0481,120,0,4,0.0243,3873,0.0685,0.0156,0.0784
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,2769,2744,0.0048,629,0.0097,0.0048,0.0048,137,0.0024,149,127,126,137.08,650,26.168,0.0079,137,20.3444,0.0036,0.0018,0.3088,0.8939,137.4,0.0422,148,0.0004,4,0.0257,3762,0.0651,0.0102,0.0708
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,2556,2556,0.0417,120,0.0452,0.0417,0.0417,24,0.0077,29,19,19,23.9947,120,9.6671,0.0417,24,8.6876,0.0419,0.0297,0.5557,1.5418,24.0511,0.0011,29,0.0039,2.9496,0.0007,4217,0.1568,0.0532,0.0016
