@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC

@DATA
c6_BMC_p2_k64-shuffled,1,0.424566,0.509005,4874,0.964618,11780,2.219491,9752,11520
C880.blif_0.10_0.20_0_0_inp_exact,1,0.248109,0.551508,93.636364,0.81321,656,2.274206,1046,44.25
C880.blif_0.10_0.20_0_0_out_exact,1,0.256844,0.552976,479.5,0.808396,638,2.288647,973,6.285714
C880.blif_0.10_0.20_0_1_inp_exact,1,0.248109,0.551343,93.636364,0.813752,656,2.274206,1046,44.25
C880.blif_0.10_0.20_0_1_out_exact,1,0.256844,0.552976,479.5,0.808396,638,2.288647,973,6.285714
C880.blif_0.10_1.00_0_0_inp_exact,1,0.254789,0.552689,504.5,0.809337,665,2.283142,1022,7.384615
C880.blif_0.10_1.00_0_0_out_exact,1,0.259419,0.553495,490,0.806699,661,2.288462,993,7.384615
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.259419,0.553325,490,0.807255,661,2.288462,993,7.384615
CHAIN23v.24-shuffled,1,0.107613,0.743712,1633.5,0.344607,2116,2.204597,3290,16
cmu.dme1.B-f2,1,0.333203,0.571333,469,0.750293,854,2.012095,1046,15.222222
cmu.dme1.B-f3,1,0.33326,0.571375,816.5,0.750165,1513,2.104405,1795,12.814815
cmu.dme1.B-f4-shuffled,1,0.333284,0.571392,1209,0.750111,2247,2.147137,2634,11.611111
cmu.dme2.B-f2,1,0.333234,0.571355,601.5,0.750224,1115,2.051405,1313,17.127273
cmu.periodic.N-d2-shuffled,1,0.33331,0.571412,2475,0.750052,4854,2.156767,5014,80.3125
cmu.periodic.N-d4-shuffled,1,0.333323,0.571421,5629,0.750023,11098,2.115903,11386,113.09375
cmu.periodic.N-f4-shuffled,1,0.333324,0.571422,6009,0.750021,11858,2.114378,12146,121.6875
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.269555,0.516146,76.5,0.937438,224,2.326113,310,21
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.275534,0.51712,152.5,0.933788,232,2.356295,306,4
connect_5x4_3_R-shuffled,1,0.981203,0.366656,453.090909,1.727349,15295,3.487105,5034,264.56
connect_5x4_4_W-shuffled,1,0.97723,0.374149,391.272727,1.672735,12575,3.431147,4354,265.04
connect_6x5_4_D-shuffled,1,0.985032,0.376675,617.875,1.654808,32509,3.502409,9976,464
connect_6x5_5_R-shuffled,1,0.981946,0.378828,546.625,1.639719,26869,3.441509,8836,464
connect_7x6_4_R-shuffled,1,0.989133,0.378211,900.954545,1.644024,70175,3.544301,19968,748.517007
connect_7x6_6_W-shuffled,1,0.985066,0.382138,725.318182,1.616857,50855,3.448476,16104,748.816327
connect_8x7_3_D-shuffled,1,0.992032,0.366493,1375.586207,1.728562,141441,3.566445,40116,1131
connect_8x7_7_D-shuffled,1,0.987274,0.384616,927.586207,1.599993,88129,3.453056,27124,1131
connect_9x8_3_R-shuffled,1,0.993396,0.36651,1795.72973,1.728439,240831,3.57817,66766,1628.493827
connect_9x8_6_D-shuffled,1,0.991929,0.392242,1363.72973,1.549446,196767,3.565046,50782,1628.493827
connect_9x8_8_D-shuffled,1,0.988921,0.386529,1153.567568,1.58713,142911,3.456758,43006,1628.493827
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.719164,0.654185,143.1,0.52862,3580,2.388108,1631,97.25
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.720612,0.654968,142.6,0.526792,3580,2.389895,1621,100.25641
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.713432,0.652106,145.1,0.533494,3580,2.381028,1656,97.560976
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.719887,0.654861,142.6,0.527041,3580,2.388498,1621,99.615385
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.719164,0.654185,143.1,0.52862,3580,2.388108,1631,97.25
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.716287,0.653313,144.1,0.530659,3580,2.384554,1641,99.25
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.714856,0.652537,144.6,0.53248,3580,2.382788,1651,97.073171
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.717004,0.653643,143.6,0.529888,3580,2.384939,1636,98.625
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.717004,0.653643,143.6,0.529888,3580,2.384939,1636,98.625
Core1108_tbm_03.tex.module.000003,1,0.562066,0.588453,67.3,0.69937,1132,2.072493,893,62.045455
Core1108_tbm_03.tex.module.000019,1,0.573348,0.587103,61.3,0.703278,1024,2.057671,833,53.977273
Core1108_tbm_03.tex.module.000021,1,0.574958,0.585288,61.3,0.70856,1024,2.06064,833,53.863636
Core1108_tbm_03.tex.module.000023,1,0.573348,0.584127,61.3,0.711957,1024,2.057671,833,54.204545
Core1108_tbm_03.tex.module.000031,1,0.566999,0.582318,62.3,0.717274,1024,2.051495,843,55.113636
Core1108_tbm_03.tex.module.000034,1,0.567991,0.583763,61.8,0.713023,1015,2.052602,838,54.545455
Core1108_tbm_03.tex.module.000037,1,0.571098,0.583367,59.4,0.714185,988,2.053179,809,53.953488
Core1108_tbm_03.tex.module.000038,1,0.57218,0.583851,58.9,0.712766,979,2.054354,804,53.139535
Core1108_tbm_03.tex.module.000039,1,0.57218,0.583851,58.9,0.712766,979,2.054354,804,53.139535
Core1108_tbm_03.tex.module.000048,1,0.573286,0.584554,58.4,0.710705,970,2.055556,799,53.023256
Core1108_tbm_03.tex.module.000056,1,0.57797,0.583151,56.4,0.714822,934,2.048267,774,51.190476
Core1108_tbm_03.tex.module.000057,1,0.579211,0.58278,55,0.715913,925,2.049468,755,51.585366
Core1108_tbm_03.tex.module.000058,1,0.580482,0.5824,53.6,0.717032,916,2.047529,741,50.853659
Core1108_tbm_03.tex.module.000064,1,0.581783,0.582012,53.1,0.718178,907,2.045542,736,50.121951
Core1108_tbm_03.tex.module.000065,1,0.583117,0.581614,52.6,0.719354,898,2.043506,726,50.875
Core1108_tbm_03.tex.module.000090,1,0.588798,0.581608,47.9,0.719371,862,2.041667,664,51.756757
Core1108_tbm_03.tex.module.000092,1,0.590311,0.583374,46.5,0.714166,853,2.039446,650,50.945946
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.714777,0.633607,135.6,0.578266,3115,2.403626,1576,82.045455
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.713141,0.632761,136.1,0.580375,3115,2.401557,1586,80.888889
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.711512,0.632308,136.6,0.581507,3115,2.399497,1591,81.555556
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.713958,0.633503,135.6,0.578526,3115,2.402017,1576,81.931818
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.714777,0.633607,135.6,0.578266,3115,2.403626,1576,82.045455
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.711512,0.632308,136.6,0.581507,3115,2.399497,1591,81.555556
Core1108_tbm_09.tex.module.000008,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.5
Core1108_tbm_09.tex.module.000009,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.3
Core1108_tbm_09.tex.module.000010,1,0.526392,0.602804,111.2,0.658915,1825,2.06086,1362,95.5
Core1108_tbm_09.tex.module.000028,1,0.538028,0.600076,94.7,0.666456,1528,2.047183,1197,77
Core1108_tbm_09.tex.module.000033,1,0.542151,0.599114,90.2,0.669132,1447,2.044211,1152,71.8
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.747653,0.682473,291.9,0.465259,7644,2.553991,3164,131.428571
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.746193,0.682232,291.9,0.465777,7644,2.550957,3164,132.244898
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.744014,0.680982,294.4,0.468468,7644,2.548861,3199,129.215686
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.746193,0.681842,292.9,0.466615,7644,2.551933,3179,130
Core1108_tbm_21.tex.module.000008,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.375
Core1108_tbm_21.tex.module.000009,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.625
Core1108_tbm_21.tex.module.000010,1,0.559962,0.599697,66.7,0.667509,1186,2.050519,867,70.125
Core1108_tbm_21.tex.module.000014,1,0.56754,0.598355,62.2,0.67125,1105,2.044171,822,64
Core1108_tbm_21.tex.module.000017,1,0.56754,0.598355,62.2,0.67125,1105,2.044171,822,65
Core1108_tbm_21.tex.module.000023,1,0.576577,0.596761,57.7,0.675712,1024,2.039414,777,58.25
Core1108_tbm_21.tex.module.000026,1,0.576577,0.593762,57.7,0.684175,1024,2.039414,772,59.487179
Core1108_tbm_21.tex.module.000027,1,0.576577,0.593762,57.7,0.684175,1024,2.039414,777,58.25
Core1108_tbm_21.tex.module.000030,1,0.570156,0.591845,58.7,0.689632,1024,2.033408,787,59.25
Core1108_tbm_21.tex.module.000091,1,0.60873,0.589364,38,0.696744,781,2.005456,540,50.46875
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.701583,0.648345,126.5,0.54239,3014,2.339153,1470,91.341463
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.708177,0.650762,124.5,0.536661,3014,2.347039,1445,90.625
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.706517,0.650255,125,0.537859,3014,2.345054,1450,91.375
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.70322,0.648845,126,0.541201,3014,2.341111,1465,90.609756
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.706517,0.650255,125,0.537859,3014,2.345054,1450,91.375
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.706517,0.650255,125,0.537859,3014,2.345054,1450,91.375
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.706517,0.650255,125,0.537859,3014,2.345054,1450,91.375
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.708177,0.650762,124.5,0.536661,3014,2.347039,1445,90.625
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.726156,0.645658,150.875,0.548807,2779,2.475307,1375,68.190476
counter_16,1,0.980459,0.501718,97.058824,0.993153,4315,2.016587,1666,4488
counter_32-shuffled,1,0.990231,0.500916,193.030303,0.996344,16827,2.009004,6402,17160
counter_8-shuffled,1,0.960918,0.503022,49.111111,0.987986,1131,2.028037,450,1224
counter_e_16,1,0.981583,0.502749,100,0.989064,4477,2.036615,1716,4624
counter_e_8-shuffled,1,0.964996,0.504673,52,0.981481,1213,2.062848,476,1296
counter_r_16,1,0.977998,0.500552,100,0.997793,4445,2.029703,1716,4624
counter_r_8-shuffled,1,0.958367,0.500943,52,0.996237,1197,2.05044,476,1296
counter_re_16,1,0.978746,0.500459,102.941176,0.998164,4605,2.055473,1766,4760
cube_c11_par---13_-shuffled,1,0.938092,0.494515,660,1.022184,47914,1.232634,1331,87846
cube_c3_ser--opt-6_-shuffled,1,0.628655,0.553926,85.5,0.805296,645,2.204678,176,486
cube_c5_ser---14_-shuffled,1,0.701152,0.553646,322.5,0.806209,3653,2.037236,652,3750
cube_c7_ser---23_-shuffled,1,0.758639,0.510144,735,0.96023,11504,1.858481,1479,14406
cube_c9_par--opt-11_-shuffled,1,0.912498,0.500771,459,0.996919,22400,1.328907,928,39366
eijk.S1238.S-d3-shuffled,1,0.333198,0.571329,421,0.750305,820,2.075173,870,45.285714
eijk.S1423.S-d4-shuffled,1,0.333302,0.571406,1803,0.750071,3545,2.26965,3651,30.044444
eijk.S208o.S-d4-shuffled,1,0.332075,0.570502,46,0.752841,88,2.237736,95,16
eijk.S208o.S-f4-shuffled,1,0.333256,0.571372,755,0.750173,1444,2.220402,1566,17.428571
eijk.S298.S-f2-shuffled,1,0.333204,0.571334,452,0.750291,859,2.132661,950,22.434783
eijk.S298.S-f4,1,0.333279,0.571389,1053,0.750122,2055,2.231268,2158,24.153846
eijk.S344.S-f3,1,0.333276,0.571386,1000,0.75013,1924,2.232635,2071,16.338028
eijk.S349.S-f3,1,0.333275,0.571386,988.5,0.750132,1901,2.234923,2048,15.774648
eijk.S382.S-f4-shuffled,1,0.333288,0.571395,1253.5,0.750102,2441,2.232387,2573,22.363636
eijk.S386.S-f2,1,0.333265,0.571378,849.5,0.750153,1629,2.182897,1762,23.301587
eijk.S420.S-f2,1,0.333265,0.571379,869,0.750153,1634,2.172343,1824,18.325581
eijk.S526.S-f4-shuffled,1,0.333303,0.571406,1856.5,0.750069,3626,2.228238,3801,25.954545
eijk.S641.S-f2,1,0.333277,0.571388,1058,0.750126,1988,2.203018,2212,16.166667
eijk.S713.S-f2,1,0.333278,0.571388,1063.5,0.750125,1999,2.203735,2223,16.166667
emptyroom_e3_ser---19_-shuffled,1,0.627428,0.574679,464,0.740102,3779,2.365931,934,2048
emptyroom_e3_ser--opt-20_-shuffled,1,0.624244,0.575059,488,0.738951,3924,2.377665,982,2048
emptyroom_e4_par---21_-shuffled,1,0.74168,0.558511,1024,0.790477,14597,1.96992,2056,16384
emptyroom_e4_ser--opt-44_-shuffled,1,0.666256,0.565431,2128,0.768563,21612,2.238424,4264,16384
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.877038,0.515371,1202.333333,0.940351,59322,2.937107,7454,600
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.895667,0.508597,1231.571429,0.966192,71416,2.965486,8909,700
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.909388,0.503698,1253.5,0.985315,83510,2.986388,10364,800
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.93206,0.41253,330.888889,1.424066,18548,3.512462,3026,1134
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.919915,0.49999,1270.555556,1.00004,95604,3.002425,11819,900
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.778366,0.450188,294.666667,1.221294,4706,3.2696,896,378
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.734905,0.572171,997.666667,0.74773,23040,2.720583,3089,300
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.808663,0.541507,1100,0.846698,35134,2.832946,4544,400
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.873968,0.426054,316.4,1.347118,9320,3.420668,1606,630
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.850296,0.525348,1161.4,0.9035,47228,2.896369,5999,500
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.889918,0.441977,777.166667,1.262563,34002,3.683286,4698,1524
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.906322,0.438409,786,1.280974,40712,3.706077,5544,1778
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.918461,0.435801,792.625,1.294624,47422,3.722943,6390,2032
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.767596,0.470253,715.333333,1.126514,13872,3.513336,2160,762
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.725699,0.597589,5381.666667,0.67339,154132,2.700891,16385,732
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.801194,0.566099,5997,0.766475,234794,2.810964,24348,976
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.889402,0.446339,1466.166667,1.240451,70237,3.720847,8837,3060
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.905905,0.442786,1483,1.258428,84106,3.743101,10429,3570
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.934982,0.436643,1513.3,1.290198,125713,3.782314,15205,5100
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.766369,0.474465,1348.333333,1.107636,28630,3.554928,4061,1530
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.829589,0.45964,1407.25,1.175617,42499,3.640184,5653,2040
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.865868,0.451492,1442.6,1.214881,56368,3.689109,7245,2550
f600-00-shuffled,1,0.212619,0.595945,2174,0.678006,2551,1.787298,4948,27.5
ii32c1-00,1,0.016057,0.619097,976.5,0.615255,129,1.840428,2178,56.053333
ii32c1-50-shuffled,1,0.016725,0.620852,869.5,0.610689,129,1.833787,1964,55.102222
ii32e1-00-shuffled,1,0.016726,0.621277,925,0.609589,131,1.848315,2072,55.891892
ii32e1-50-shuffled,1,0.017476,0.623241,813,0.604516,131,1.841515,1848,54.882883
ii8a1-00-shuffled,1,0.022837,0.582329,191,0.717241,19,1.774038,448,15.636364
ii8a1-90-shuffled,1,0.029141,0.585242,131,0.708696,19,1.711656,328,13.818182
ii8a3-90,1,0.026939,0.589048,928,0.697654,149,1.721208,2120,29.840909
ii8c1-90-shuffled,1,0.016845,0.584143,1836.5,0.711911,176,1.707408,4183,28.568627
ii8d1-00-shuffled,1,0.012956,0.581374,2392.5,0.720064,158,1.737679,5315,29.962264
impl18-shuffled,1,0.986301,0.498851,2.947368,1.004608,144,1.993151,74,152
irst.dme4.B-d4-shuffled,1,0.333197,0.571329,448.5,0.750306,816,2.22989,945,10.5
irst.dme5.B-d4-shuffled,1,0.333237,0.571358,630.5,0.750217,1153,2.220809,1325,12.125
jnh1-50-shuffled,1,0.14571,0.624757,530,0.600622,788,1.842456,1160,88.96
jnh207-90-shuffled,1,0.15606,0.624082,458,0.602353,743,1.831548,1016,78.9
jnh218-00-shuffled,1,0.145,0.62127,548.5,0.609607,725,1.8398,1197,80.06
jnh218-90-shuffled,1,0.153277,0.623767,458.5,0.603162,725,1.830655,1017,78.26
k3_1_2-shuffled,1,0.689944,0.481289,133,1.077754,247,2.284916,269,96
k4_2_2-shuffled,1,0.655876,0.476014,519,1.10078,932,2.306122,1042,248
k5_2_2,1,0.587459,0.471155,992,1.122443,1602,2.195453,1989,427.2
k5_3_2-shuffled,1,0.634606,0.472736,1442,1.115346,2527,2.315922,2889,507.2
k_branch_n-20-shuffled,1,0.127969,0.560347,595.391304,0.784609,10103,2.488632,13821,3809.826772
k_branch_n-4-shuffled,1,0.221053,0.505107,111.714286,0.979777,567,2.306043,803,244.190476
k_branch_n-5-shuffled,1,0.211151,0.512119,140.5,0.95267,818,2.328343,1149,345.92
k_branch_n-6,1,0.202543,0.518449,169.777778,0.928832,1115,2.349682,1557,463.724138
k_branch_n-7,1,0.194868,0.524222,199.4,0.90759,1458,2.369955,2027,597.575758
k_branch_n-8-shuffled,1,0.182564,0.523166,229.272727,0.911438,1847,2.34961,2568,751.478261
k_branch_p-11-shuffled,1,0.165668,0.536937,319.857143,0.862414,3290,2.402488,4539,1298.491803
k_branch_p-14-shuffled,1,0.151981,0.548236,411.294118,0.824034,5147,2.447824,7068,1989.578947
k_branch_p-16-shuffled,1,0.140799,0.549063,472.526316,0.821285,6615,2.440381,9081,2535.223301
k_branch_p-17-shuffled,1,0.137342,0.552104,503.2,0.811252,7418,2.45326,10173,2829.87156
k_branch_p-4-shuffled,1,0.220966,0.505181,111.714286,0.979487,567,2.306313,803,244.190476
k_branch_p-6-shuffled,1,0.202506,0.51848,169.777778,0.928716,1115,2.3498,1557,463.724138
k_branch_p-8-shuffled,1,0.182546,0.523183,229.272727,0.911379,1847,2.349674,2568,751.478261
k_d4_n-11-shuffled,1,0.203949,0.506266,59.5625,0.975248,723,2.216925,1002,445.306122
k_d4_n-14-shuffled,1,0.202577,0.506728,63.263158,0.973444,912,2.218792,1263,537.901639
k_d4_n-15-shuffled,1,0.20224,0.506842,64.25,0.973003,975,2.219249,1350,568.553846
k_d4_n-16-shuffled,1,0.201946,0.506941,65.142857,0.972617,1038,2.21965,1437,599.130435
k_d4_n-17-shuffled,1,0.201685,0.507028,65.954545,0.972276,1101,2.220004,1524,629.643836
k_d4_n-18-shuffled,1,0.201454,0.507106,66.695652,0.971974,1164,2.220318,1611,660.103896
k_d4_n-19-shuffled,1,0.201247,0.507176,67.375,0.971703,1227,2.2206,1698,690.518519
k_d4_n-20-shuffled,1,0.20106,0.507239,68,0.971459,1290,2.220854,1785,720.894118
k_d4_n-21-shuffled,1,0.200891,0.507295,68.576923,0.971238,1353,2.221084,1872,751.235955
k_d4_n-7-shuffled,1,0.20758,0.505037,51.75,0.980054,471,2.211988,654,318.909091
k_d4_p-10-shuffled,1,0.241435,0.499467,40,1.002134,451,2.220021,635,236.914286
k_d4_p-11-shuffled,1,0.240858,0.499709,41.0625,1.001165,494,2.220868,695,255.578947
k_d4_p-21-shuffled,1,0.238083,0.50087,47.192308,0.996527,924,2.224942,1295,439
k_d4_p-6-shuffled,1,0.245599,0.497714,33.818182,1.009187,279,2.213908,395,160.521739
k_d4_p-7-shuffled,1,0.244124,0.498336,35.75,1.006679,322,2.216073,455,180
k_dum_n-10-shuffled,1,0.280147,0.487937,31.5,1.049444,381,2.238235,532,151.428571
k_dum_n-21-shuffled,1,0.276917,0.489572,35.777778,1.0426,733,2.242917,1016,284
k_dum_p-11-shuffled,1,0.275081,0.491071,34.615385,1.036364,340,2.245955,473,138.782609
k_dum_p-13-shuffled,1,0.276361,0.490837,35.333333,1.037335,401,2.246037,557,156.148148
k_dum_p-16-shuffled,1,0.277217,0.490813,36.222222,1.037436,494,2.245791,685,186.181818
k_dum_p-21-shuffled,1,0.2791,0.490335,36.956522,1.039421,645,2.246214,893,226.790698
ken.flash^10.C-f4-shuffled,1,0.33333,0.571426,18815,0.750007,37345,2.293138,37856,39.840708
ken.flash^14.C-d4-shuffled,1,0.333322,0.57142,5135.5,0.750025,10020,2.246066,10470,26.351759
ken.oop^1.C-d2,1,0.333278,0.571388,1076,0.750124,2024,2.171414,2231,24.860759
k_grz_n-10-shuffled,1,0.200222,0.5127,55.444444,0.950458,361,2.324459,519,163
k_grz_n-13-shuffled,1,0.192235,0.518653,61.777778,0.928073,406,2.357955,576,172.6
k_grz_n-14-shuffled,1,0.187398,0.521983,69.777778,0.915771,458,2.371522,649,193.714286
k_grz_n-21-shuffled,1,0.168708,0.531276,91.555556,0.88226,606,2.412027,848,237.5
k_grz_p-10-shuffled,1,0.196961,0.505941,53.666667,0.976516,350,2.272932,503,183.8
k_grz_p-17-shuffled,1,0.180709,0.511924,71.666667,0.953416,474,2.313763,667,228.545455
k_grz_p-21-shuffled,1,0.173488,0.517047,85.777778,0.934061,568,2.3427,796,258.166667
k_lin_n-10-shuffled,1,0.076268,0.578274,406.4,0.729284,1388,2.554536,2048,2101.5
k_lin_n-13-shuffled,1,0.062934,0.594221,543.2,0.682875,1856,2.631515,2732,2821.5
k_lin_n-14-shuffled,1,0.059472,0.598332,588.8,0.671314,2012,2.651592,2960,3061.5
k_lin_n-21-shuffled,1,0.042483,0.614595,908,0.627087,3104,2.728913,4558,4776.444444
k_lin_n-9-shuffled,1,0.083804,0.576592,360.8,0.734327,1232,2.553296,1818,1844
k_lin_p-12-shuffled,1,0.132075,0.543139,156.25,0.841149,434,2.377663,636,560.727273
k_lin_p-16-shuffled,1,0.116422,0.556184,205.25,0.797968,570,2.43607,833,702
k_lin_p-21-shuffled,1,0.100489,0.565988,266.5,0.766822,740,2.477594,1079,963.076923
k_lin_p-8-shuffled,1,0.155532,0.529319,107.25,0.889218,298,2.323069,439,358.4
k_path_n-10-shuffled,1,0.242991,0.477486,53.692308,1.094301,494,2.138711,732,318.588235
k_path_n-20-shuffled,1,0.242485,0.477433,59.304348,1.094533,968,2.140531,1428,565.625
k_path_n-21-shuffled,1,0.242599,0.477458,59.208333,1.094427,1008,2.140794,1488,585.074627
k_path_p-10-shuffled,1,0.242703,0.477419,53,1.094595,449,2.135135,667,299.096774
k_path_p-16-shuffled,1,0.242535,0.477435,57.333333,1.094527,731,2.138686,1081,444.897959
k_path_p-21-shuffled,1,0.242492,0.477456,59.347826,1.094434,969,2.140891,1429,565.625
k_path_p-9-shuffled,1,0.242806,0.477452,52.090909,1.094453,405,2.136091,601,274.571429
k_ph_n-10-shuffled,1,0.0865,0.556742,471.333333,0.796163,1029,2.444183,1423,2013.333333
k_ph_n-13-shuffled,1,0.057715,0.585465,965.333333,0.708045,2160,2.5732,2906,4644.8
k_ph_n-14-shuffled,1,0.050844,0.594402,1188,0.682362,2674,2.617109,3574,5897.6
k_ph_n-15-shuffled,1,0.045037,0.602098,1442,0.660859,3263,2.655565,4336,7352
k_ph_n-8-shuffled,1,0.114916,0.53388,261.333333,0.87308,557,2.353827,792,1002
k_ph_n-9-shuffled,1,0.099004,0.550228,359.333333,0.817428,775,2.42233,1086,1478
k_ph_p-11-shuffled,1,0.072938,0.573032,693,0.745103,1539,2.52019,2088,3129.777778
k_ph_p-12-shuffled,1,0.06296,0.578819,871.666667,0.727656,1950,2.541457,2625,4119.2
k_ph_p-8-shuffled,1,0.11221,0.537729,305,0.859673,658,2.373465,923,1177
k_ph_p-9-shuffled,1,0.097694,0.552991,411.666667,0.808348,898,2.438425,1243,1681
k_poly_n-12-shuffled,1,0.295877,0.489458,23.179487,1.043077,653,2.146806,978,305.189189
k_poly_n-13-shuffled,1,0.295798,0.489492,23.348837,1.042936,725,2.146879,1086,337.268293
k_poly_n-20-shuffled,1,0.29556,0.489593,23.873016,1.042514,1085,2.147099,1626,497.508197
k_poly_n-21-shuffled,1,0.29553,0.489605,23.940299,1.042461,1157,2.147126,1734,529.538462
k_poly_p-19-shuffled,1,0.295585,0.489582,23.816667,1.042558,1031,2.147076,1545,473.482759
k_poly_p-21-shuffled,1,0.295537,0.489602,23.924242,1.042474,1139,2.14712,1707,521.53125
k_t4p_n-12-shuffled,1,0.229969,0.505427,55.433333,0.978527,1260,2.215915,1744,636.592593
k_t4p_n-17-shuffled,1,0.229304,0.505889,58.325,0.976718,1770,2.218033,2444,877.513514
k_t4p_n-21-shuffled,1,0.228998,0.506102,59.770833,0.975887,2178,2.21901,3004,1069.955556
k_t4p_n-4-shuffled,1,0.234301,0.502399,42.214286,0.990449,444,2.202111,624,247.636364
k_t4p_p-12-shuffled,1,0.23125,0.50441,49,0.982515,703,2.209868,979,377.75
k_t4p_p-20-shuffled,1,0.229925,0.505379,54.333333,0.978713,1111,2.214818,1539,571.833333
k_t4p_p-21-shuffled,1,0.229826,0.505452,54.785714,0.978428,1162,2.21519,1609,596
k_t4p_p-4-shuffled,1,0.236378,0.500635,35.909091,0.997464,295,2.190705,419,179.5
k_t4p_p-8-shuffled,1,0.232743,0.503315,44.2,0.986828,499,2.204291,699,279.666667
lognBWLARGEB1-shuffled,1,0.005818,0.966771,935,0.034371,1040,2.02428,1871,1832
lut4_2_f2-shuffled,1,0.995516,0.472371,31.5,1.116981,444,4.060538,70,284
lut4_AND_f1-shuffled,1,0.997037,0.515495,33.5,0.939884,673,3.708148,75,544
lut4_XOR_fOR-shuffled,1,0.940476,0.481156,19,1.078329,158,3.488095,43,84
