@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.7335,0.3239,0.9336,0.5,0.9339,0.0193,0.6842
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,1.535,0.677,0.3806,0.2404,0.7209,0.1804,1.5194
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,2.6804,1.0499,0.745,0.1923,0.9277,0.1586,1.3052
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,4.321,0.6164,0.4301,1,0.8256,0.0969,1.2508
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,2.9061,0.7935,0.5865,0.2171,0.8711,0.2086,1.3213
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,4.7941,0.7092,0.4607,0.4419,0.4693,0.1341,1.7937
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.8361,0.7595,0.558,0.2361,0.6965,0.1964,1.4766
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,1.3457,1.0528,0.6405,0.3871,0.7267,0.1647,1.813
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0.9846,0.9056,0.4886,0.2859,0.6847,0.2237,1.3458
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,1.0979,0.9968,0.7423,0.1439,0.8731,0.1783,1.3836
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,3.0841,0.7078,0.4489,0.2116,0.6665,0.1738,1.7997
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,2.2394,1.0433,0.6104,0.4599,0.703,0.1491,1.8343
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.5216,0.4716,0.9116,0.4999,0.9129,0.0402,1.0185
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.1857,0.1733,0.9749,0.5,0.0449,0.0091,0.2057
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,1.0142,0.9124,0.4943,0.286,0.6795,0.2222,1.3728
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,3.3276,0.5176,0.5361,0.1622,0.797,0.1752,0.9448
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,7.2167,0.8424,0.3727,0.2768,0.3796,0.1109,2.1208
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,3.426,0.7365,0.5608,0.3167,0.8413,0.1847,1.3062
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,1.4415,0.4531,0.5126,0.2405,0.5552,0.1745,1.0566
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,4.7794,0.7247,0.5224,0.4342,0.5608,0.1416,1.6693
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218,0.7406,0.2021,0.9015,0.1656,1.3577
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.4638,0.8264,0.4922,0.3213,0.8826,0.2403,1.1785
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0,0.5473,0.9996,0,0.9996,0.006,0.6745
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.6078,0.5649,0.9291,0.1871,0.9291,0.0063,0.616
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.2918,0.5535,0.9184,1,0.928,0.0579,1.0876
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,12.1118,0.9147,0.513,1,0.6914,0.1894,1.8179
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,5.3039,0.7034,0.4661,0.4429,0.4502,0.1251,1.7966
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565,0.8961,0.1739,0.9396,0.2405,1.1292
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9942,1.2724,0.9764,0.5294,0.9843,0.1518,0.7919
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,5.0305,0.7099,0.4641,0.4633,0.4658,0.1299,1.7837
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,1.9454,1.0716,0.6123,0.4229,0.7018,0.1513,1.8363
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0,0.5487,0.9993,0,0.9993,0.0085,0.677
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025,0.7486,0.1383,0.8695,0.1828,1.3866
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,4.7403,0.7349,0.5351,0.4343,0.5676,0.1417,1.7034
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468,0.9141,0.5,0.9106,0.0503,1.1132
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.9694,0.7008,0.5386,0.2927,0.7275,0.2115,1.258
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.4405,0.4535,0.5125,0.2404,0.5555,0.1745,1.057
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0252,1.1142,0.9546,0.4302,0.9642,0.1248,0.9367
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,1.1123,0.9302,0.7246,0.1629,0.85,0.1647,1.4502
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1385,1.026,0.595,1,0.7903,0.0327,1.3268
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,2.007,1.0273,0.7442,0.1995,0.901,0.1677,1.3602
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.7286,1.205,0.9909,0.6587,0.9911,0.1425,0.7353
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.5855,0.5695,0.9297,0.201,0.9297,0.0091,0.6529
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,9.926,0.7158,0.514,0.207,0.6724,0.137,1.7167
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908,0.6059,0.2404,0.8105,0.2194,1.4572
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,4.6936,0.7051,0.4516,0.4501,0.4565,0.137,1.7788
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,4.8307,0.7062,0.4543,0.443,0.4693,0.1328,1.7619
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,5.3071,0.7011,0.4692,0.4428,0.4583,0.1255,1.7856
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5408,0.1696,1.0047
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,5.3772,0.7437,0.5296,0.4599,0.5104,0.1291,1.8018
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565,0.8961,0.1739,0.9396,0.2405,1.1292
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,1.6566,1.1056,0.6369,0.4371,0.6764,0.1596,1.7269
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.1609,0.5254,0.9381,0.5,0.9442,0.0443,0.9628
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,50.0313,0.7308,0.0445,0.3652,0.0178,0.0151,1.9149
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.1691,0.7834,0.5331,0.2415,0.8133,0.2074,1.4888
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,1.376,1.5654,0.8978,0.1708,0.9399,0.2411,1.124
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,13.0859,1.45,0.7801,0.5,0.7317,0.0254,1.6546
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,2.9486,1.069,0.6988,0.3342,0.7416,0.1281,1.8207
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.8361,0.7595,0.558,0.2361,0.6965,0.1964,1.4766
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,10.4181,1.4194,0.7734,0.5,0.7264,0.0313,1.6811
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.6391,0.8575,0.5406,0.5,0.7765,0.1954,1.6332
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,6.8182,0.7637,0.4586,0.5,0.78,0.1412,1.7164
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908,0.6059,0.2404,0.8105,0.2194,1.4572
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672,0.976,0.5,0.976,0.0121,0.5301
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.1198,1.0137,0.9287,0.4568,0.9506,0.0981,1.0581
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.2319,0.6628,0.5456,1,0.7563,0.115,1.4132
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,4.6628,0.7262,0.52,0.4309,0.5565,0.1428,1.7195
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,1.072,1.3182,0.7078,0.3217,0.7904,0.1296,1.5838
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.05,1.0462,0.5844,0.2661,0.7749,0.1905,1.3703
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672,0.976,0.5,0.976,0.0121,0.5301
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.8376,0.7216,0.5027,0.4274,0.8371,0.1841,1.3731
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,3.426,0.7365,0.5608,0.3167,0.8413,0.1847,1.3062
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,5.1268,0.752,0.5147,0.4585,0.519,0.134,1.7799
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,3.3321,0.8106,0.5223,0.1985,0.7743,0.2051,1.5074
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,3.5401,0.5162,0.5357,0.1918,0.7903,0.174,0.9546
SAT_RACE2008/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427,0.1699,1.0057
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.7069,0.3843,0.9405,0.5,0.9408,0.0178,0.8934
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,1.6093,1.097,0.6557,0.4517,0.7507,0.1391,1.7999
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.675,0.5763,0.8909,0.1703,0.8909,0.0103,0.7616
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,3.6537,0.8211,0.5443,0.1317,0.7667,0.2089,1.5324
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.3131,0.6658,0.5547,1,0.7535,0.1163,1.4319
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.0037,0.7334,0.2505,0.312,0.6918,0.1571,1.2781
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.2758,0.5424,0.9231,0.5,0.9316,0.0538,1.0556
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,4.9676,0.7257,0.4787,0.4635,0.4689,0.1317,1.8
SAT_RACE2008/mizh-md5-48-5.cnf,1,1.502,0.4122,0.5293,0.1579,0.5407,0.1696,1.0054
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.3389,0.4955,0.9519,0.1642,0.3276,0.067,0.8407
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,6.4492,0.5494,0.4374,0.4725,0.5069,0.1111,2.0396
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0486,0.9597,0.9842,0.5,0.9853,0.0402,0.8005
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.4649,0.6835,0.9587,0.1855,0.9645,0.0718,0.8591
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,1.5081,0.413,0.5294,0.1579,0.5428,0.17,1.0062
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.933,0.5479,0.4853,0.1811,0.5821,0.1488,1.4412
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,389.9783,0.9037,0.6526,0.7397,0.8053,0.2421,1.5235
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.4987,0.5166,0.9482,0.2159,0.9482,0.0089,0.4864
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.8793,0.9088,0.6933,0.092,0.8694,0.1442,1.4096
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.9303,0.8368,0.5006,0.2259,0.8624,0.2308,1.1698
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,8.3929,0.7891,0.4083,0.291,0.4348,0.124,2.2506
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,4.575,0.7429,0.4784,0.5,0.8476,0.1626,1.5021
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6028,0.8706,0.598,0.2851,0.8696,0.2744,1.3585
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,1.4649,1.1177,0.6251,0.734,0.7264,0.1615,1.7444
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,1.092,0.9944,0.7393,0.1437,0.8754,0.176,1.3813
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,1.7354,1.0264,0.6218,1,0.7306,0.1583,1.723
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.4523,0.8324,0.5031,0.3217,0.8857,0.2415,1.1822
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.3494,0.5716,0.9062,0.5,0.9043,0.0542,1.1737
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,60.4803,0.7276,0.059,0.3164,0.0316,0.0172,1.9494
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.9494,0.9178,0.7076,0.0891,0.8636,0.1526,1.4461
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.9529,0.7544,0.5618,0.2799,0.8358,0.2195,1.2944
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.5092,0.5589,0.9453,0.2182,0.9453,0.0084,0.5894
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,2.9247,0.809,0.5174,0.5,0.5776,0.2148,1.8324
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,1.3152,1.0779,0.7063,0.277,0.7474,0.1265,1.7976
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.1724,0.6395,0.92,0.1545,0.4874,0.1012,1.0412
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.9492,0.7019,0.5807,0.257,0.6573,0.1836,1.4295
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,1.9864,0.2793,0.832,0.3971,0.8734,0.087,0.9256
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0,0.5473,0.9996,0,0.9996,0.006,0.6745
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0814,2.8407,0.1242,0.3589,0.1927,0.043,0.4487
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.7003,0.6614,0.4259,0.2478,0.8375,0.1969,1.2298
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876,0.1818,1.5682
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.122,0.2426,0.9716,1,0.9716,0.0143,0.416
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.8421,0.571,0.8611,0.1135,0.8611,0.0114,0.742
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.2919,0.665,0.5524,1,0.7542,0.1159,1.4271
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.4155,0.7566,0.8499,0.4311,0.863,0.0912,1.4966
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.0286,0.7469,0.4972,0.2229,0.7131,0.1947,1.582
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,5.1973,0.7075,0.4684,0.4632,0.4631,0.1274,1.7719
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,2.0368,0.9089,0.6518,0.3508,0.7059,0.1448,1.9376
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,4.9421,0.717,0.4698,0.4582,0.4593,0.1309,1.8022
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,2.2512,1.041,0.7491,0.2023,0.9031,0.1704,1.3593
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.3455,0.5724,0.9118,0.4806,0.923,0.0633,1.1305
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381,0.5005,0.3216,0.8797,0.2408,1.1962
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,2.7759,0.552,0.4893,0.3151,0.5858,0.1524,1.4746
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,4.7455,0.748,0.4774,0.4958,0.8494,0.1619,1.4959
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,2.8433,0.7494,0.5529,0.3335,0.5641,0.1325,1.7604
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.0284,0.5413,0.5247,0.2705,0.6279,0.1892,1.1452
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,8.8561,0.4998,0.416,0.4697,0.4887,0.0869,2.0364
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,2.0968,1.0216,0.6074,0.4742,0.6817,0.1378,1.9393
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,1.7447,0.7789,0.5216,0.4592,0.826,0.214,1.3966
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,2.431,0.9665,0.7152,0.2529,0.9377,0.1247,1.2685
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,4.6628,0.7262,0.52,0.4309,0.5565,0.1428,1.7195
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,6.4486,1.091,0.7037,0.305,0.7833,0.1567,1.4569
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.3753,0.8268,0.8224,0.2072,0.8402,0.0811,1.6003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.5663,0.5626,0.9337,0.1938,0.9337,0.0063,0.6025
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468,0.9141,0.5,0.9106,0.0503,1.1132
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0948,0.6893,0.9164,0.3144,0.9225,0.1185,0.9092
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.9512,0.9208,0.7052,0.0912,0.863,0.1536,1.4231
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,1.5062,0.4132,0.5294,0.1579,0.5427,0.17,1.0064
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.4432,1.2309,0.9876,0.5906,0.988,0.1467,0.7456
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.8771,0.9157,0.6977,0.0861,0.8684,0.1468,1.4142
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.8585,0.9127,0.6966,0.0812,0.8661,0.1469,1.4149
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083,0.955,0.5,0.9559,0.0302,1.0469
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,2.2681,1.0819,0.8946,0.5,0.7837,0.2059,1.2799
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.7736,0.574,0.8779,0.114,0.8779,0.0102,0.7803
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.4448,0.8381,0.5005,0.3216,0.8797,0.2408,1.1962
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.3709,0.8221,0.8232,0.2146,0.841,0.0808,1.5953
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,1.9496,0.7275,0.5498,0.3748,0.7638,0.2105,1.5923
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,1.1247,1.0001,0.7454,0.1348,0.872,0.1804,1.3852
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.1674,0.6168,0.9764,0.5,0.9744,0.0308,1.0885
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0,0.5474,0.9996,0,0.9996,0.0061,0.6747
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,1.8066,0.6862,0.509,0.2424,0.5657,0.1714,1.6477
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.8797,0.9044,0.6924,0.0818,0.8696,0.1437,1.4213
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0,0.5474,0.9996,0,0.9996,0.0061,0.6747
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,3.5422,0.8548,0.5305,0.1473,0.6448,0.1742,1.8563
