@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC
@ATTRIBUTE Removed_Nogoods-1 NUMERIC
@ATTRIBUTE Learnt_Binary-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_LBD-1 NUMERIC
@ATTRIBUTE Choices-2 NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-2 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-1 NUMERIC
@ATTRIBUTE Longest_Backjumping-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Frac_Removed_Nogood-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-1 NUMERIC
@ATTRIBUTE Frac_Binary_Constraints NUMERIC
@ATTRIBUTE Ternary_Constraints NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-4 NUMERIC
@ATTRIBUTE Free_Problem_Variables NUMERIC
@ATTRIBUTE Constraints NUMERIC
@ATTRIBUTE Constraints/Vars NUMERIC
@ATTRIBUTE Created_Bodies NUMERIC
@ATTRIBUTE Program_Atoms NUMERIC
@ATTRIBUTE SCCS NUMERIC
@ATTRIBUTE Assigned_Problem_Variables NUMERIC
@ATTRIBUTE Problem_Variables NUMERIC
@ATTRIBUTE Binary_Constraints NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Pos_Body NUMERIC
@ATTRIBUTE Frac_Unary_Rules NUMERIC
@ATTRIBUTE Frac_Binary_Rules NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Nodes_in_Positive_BADG NUMERIC
@ATTRIBUTE Rules NUMERIC
@ATTRIBUTE Normal_Rules NUMERIC
@ATTRIBUTE Cardinality_Rules NUMERIC
@ATTRIBUTE Body-Body_Equivalences NUMERIC
@ATTRIBUTE Other_Equivalences NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Equivalences NUMERIC
@ATTRIBUTE Frac_Weight_Rules NUMERIC
@ATTRIBUTE Weight_Rules NUMERIC

@DATA
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,3.58,4,0.1081,580,21,0.9651,0.0349,0.8919,33,3653,4,0.1507,0.0081,101,0.3267,13.7273,0,3,0,34,1.32,174,0.3736,10.0769,3.3077,4.53,27,3.0606,0.0811,0,0,101,0.9189,0.8412,67745,12.47,71503,449641,1.8929,249391,10209,4,166035,237538,378243,0,0.9811,0.0008,0.0193,0.975,0.8069,12236,426307,426307,0,1934,26626,0.0359,0.0653,0.8988,1063,29623,0,0
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,3.2,59,0.6484,3695,2019,0.6467,0.3533,0.3516,32,1769,9,0.1659,0.0155,122,0.2623,23.1875,0,1,1,89,2.88,197,0.3249,13.9844,5.5938,7.42,34,3.3125,0.011,0,0.011,106,0.978,0.8186,18891,8.97,20722,113875,2.1341,57954,4756,5,32638,53360,93215,0,0.96,0.0023,0.038,0.9498,0.7325,5643,94848,94848,0,712,12004,0.0449,0.0535,0.9016,598,13314,0,0
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,3.33,10,0.2381,2076,86,0.9602,0.0398,0.7619,32,1369,11.0938,0.1623,0.0141,68,0.4706,29.125,0,1,3,38,3.55,121,0.5289,18.0156,7.2031,9.32,15,2.0938,0.0238,0,0.0714,67,0.9048,0.8236,15797,7.54,17209,97321,2.078,49520,3837,4,29624,46833,80155,0,0.9635,0.0027,0.0347,0.9536,0.7467,4354,81837,81837,0,672,9487,0.0521,0.0627,0.8852,558,10717,0,0
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,3.91,9,0.2143,795,89,0.8993,0.1007,0.7857,33,1538,4.3939,0.17,0.0141,66,0.5,11.3939,0,2,2,38,1.45,151,0.4371,10.197,4.2273,3.76,11,1.5152,0.0476,0,0.0476,50,0.9048,0.816,18585,8.19,20165,109341,2.1646,52219,4043,4,30349,50514,89218,0,0.9629,0.0028,0.0336,0.9549,0.7242,4689,84580,84580,0,696,6823,0.0749,0.0856,0.8394,609,8128,0,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,3.01,0,0,119,0,1,0,1,32,275,3.4062,0.2693,0.0276,768,0.0417,104.7188,0,9,13,10,1.09,1530,0.0418,95.3594,3.4531,33.51,82,19.4062,0.2812,0,0.4062,621,0.3125,0.7031,2681,63.32,3116,9956,2.847,3543,1745,1,381,3497,7000,0,0.8152,0.0912,0.0306,0.8782,0.0232,402,8290,8290,0,18,1772,0.2967,0.0071,0.6963,755,2545,0,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,3.38,0,0,91,0,1,0,1,32,1952,2.8438,0.2665,0.0206,2652,0.0121,665.3125,0,5,27,0,0.91,11016,0.0058,998.4062,2.9062,212.9,904,43.8125,0.1562,0,0.8438,1402,0,0.713,25302,1411.62,28810,94958,3.0432,32003,13384,1,2393,31203,67704,0,0.8469,0.0747,0.0173,0.908,0.0151,3138,79257,79257,0,48,14135,0.2944,0.0024,0.7032,5918,20101,0,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,2.99,0,0,96,0,1,0,1,32,10532,3,0.266,0.0183,2136,0.015,2029.5312,0,0,32,0,0.96,17540,0.0036,2835.2344,3.125,649.45,2,1.9375,0,0,1,62,0,0.7157,153424,6255.77,173468,576720,3.098,191487,76148,1,12689,186157,412764,0,0.8554,0.0703,0.0136,0.9161,0.0132,17958,481997,481997,0,54,81423,0.2938,0.0005,0.7057,33894,115371,0,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/08-knight_tour-40-0.asp.gz,1,2.73,0,0,96,0,1,0,1,32,7952,3,0.2661,0.0185,1637,0.0195,1530.5312,0,0,32,0,0.96,13246,0.0048,2961.2188,2.9688,489.77,2,1.9375,0,0,1,62,0,0.7154,114256,4268.19,129284,429420,3.0921,142803,57104,1,9593,138877,307212,0,0.8545,0.0708,0.0139,0.9153,0.0134,13458,358817,358817,0,54,60975,0.2939,0.0006,0.7055,25398,86427,0,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,1,4.41,0,0,112,0,1,0,1,32,451,3.2812,0.2674,0.0251,1041,0.0307,140.6875,0,9,14,9,1.05,2396,0.0271,182.3692,3.8,45.02,225,31.3438,0.2812,0,0.4375,1003,0.2812,0.7075,4805,169.04,5554,17970,2.9243,6297,2923,1,591,6145,12714,0,0.8279,0.0849,0.0347,0.8804,0.0199,678,15076,15076,0,58,3016,0.2938,0.0133,0.6929,1279,4353,0,0
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/01-disjunctive_scheduling-1000-0.asp.gz,1,?,?,?,?,?,?,?,?,?,32,?,0.2096,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7903,506572,?,510531,2416332,2.6714,908430,12264,0,393988,904519,1909728,1,0.9917,0.003,0,0.9969,0.2837,0,1425993,1425993,0,0,16174,0.2117,0,0.7883,4344,20518,0,0
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/10-disjunctive_scheduling-205-0.asp.gz,1,?,?,?,?,?,?,?,?,?,410,?,0.2361,0.0001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7638,1665484,?,1691690,7054066,3.3434,2135413,79510,0,418132,2109822,5388172,1,0.9796,0.0071,0.0001,0.9929,0.1161,0,3828404,3828404,0,0,105100,0.205,0,0.795,27096,132196,0,0
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/147-labyrinth-18-0.asp.gz,1,8.85,5199,0.9937,27115,5748735,0.0047,0.9953,0.0063,33,50039,30.1212,0.1946,0.0736,436,0.0757,346.6061,0,0,1,5231,9.94,4081,0.0162,1962.7879,23.6061,114.38,2,1.2121,0,0,0.0002,40,0.9998,0.7318,132372,1259.65,182123,680073,3.7282,158470,57741,17,291,182414,497662,0,0.9504,0.0188,0.1648,0.6941,0,46370,190208,190208,0,3565,36951,0.3671,0.0557,0.5772,23505,64021,0,0
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/225-labyrinth-22-0.asp.gz,1,?,?,?,?,?,?,?,?,?,94898,?,0.1945,0.0734,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7321,251517,?,345975,1293181,3.733,300141,106615,21,443,346418,946766,0,0.9526,0.0151,0.1626,0.6988,0,88442,359098,359098,0,5429,66910,0.3723,0.0471,0.5806,42902,115241,0,0
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/169-labyrinth-19-0.asp.gz,1,8.29,668,0.9543,6849,12609,0.352,0.648,0.0457,32,59517,33.375,0.1946,0.0736,511,0.0626,467.3125,0,1,1,698,10.68,1511,0.0424,662.75,19.2031,149.54,6,1.4375,0.0014,0,0.0014,46,0.9971,0.7319,157432,587.37,216626,809068,3.7292,188287,68103,18,326,216952,592119,0,0.951,0.0177,0.1641,0.6956,0,55241,225755,225755,0,3962,43322,0.3688,0.0529,0.5783,27624,74908,0,0
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,1,7.44,1953,0.9834,11315,517615,0.0214,0.9786,0.0166,33,41672,27.7273,0.1946,0.0737,466,0.0708,431.2727,0,0,4,1982,9.15,4053,0.016,729.2,17.7692,142.32,2,1.1515,0,0,0.002,38,0.998,0.7317,110060,738.36,151477,565435,3.7265,131921,48453,16,258,151735,413703,0,0.9497,0.0199,0.1654,0.6926,0,38535,158477,158477,0,3147,31187,0.3657,0.0581,0.5762,19791,54125,0,0
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/131-labyrinth-17-0.asp.gz,1,4.76,3581,0.9911,302,3931713,0.0001,0.9999,0.0089,32,41627,5.0625,0.1947,0.0737,572,0.0559,290.9062,0,0,2,3611,1.62,2885,0.0222,382.8594,5.5,93.09,31,9.0312,0,0,0.0006,289,0.9994,0.7316,110034,178.8,151406,565139,3.7263,131861,48435,16,258,151664,413478,0,0.9497,0.0199,0.1654,0.6928,0,38521,158382,158382,0,3136,31192,0.3657,0.0579,0.5763,19794,54122,0,0
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/60-multi_context_system_querying-0-0.asp.gz,1,1.96,0,0,83,0,1,0,1,33,5858,2.0909,0.2096,0.0259,1440,0.0229,104.7273,0,7,13,13,0.69,6962,0.0093,267.2769,1.9077,34.56,275,36.3939,0.2121,0,0.3939,1201,0.3939,0.7645,47409,746.31,89502,226197,1.6271,417730,772676,0,49517,139019,172930,1,0.6705,0.5376,0.2737,0.1887,0.0518,0,986256,986256,0,199531,1549179,0.2648,0.0839,0.6513,629742,2378452,0,0
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/32-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,2282,?,0.2031,0.0203,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7766,22844,?,46676,112492,1.4852,210782,394992,0,29064,75740,87366,1,0.6808,0.5413,0.2752,0.1835,0.061,0,491529,491529,0,92416,822656,0.2579,0.0749,0.6672,317964,1233036,0,0
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/64-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,2602,?,0.2149,0.0318,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7534,17596,?,30409,81895,1.7877,129556,230879,0,15402,45811,61697,1,0.6548,0.5279,0.2715,0.2006,0.0517,0,304155,304155,0,61816,474465,0.2568,0.0857,0.6575,185337,721618,0,0
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/2-numberlink-0-0.asp.gz,1,4.11,130,0.7975,416,1334,0.2377,0.7623,0.2025,33,202,3.8182,0.1229,0.0231,69,0.4783,5.4242,0,2,2,159,1.26,163,0.3988,6.7077,4.4,1.79,13,2,0.0123,0,0.0123,66,0.9755,0.854,1073,5.43,1569,8732,1.5691,6534,1658,5,3996,5565,7457,0,0.8431,0.0728,0.0287,0.8985,0.6924,681,11272,11272,0,900,2327,0.2026,0.2224,0.575,820,4047,0,0
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/87-numberlink-0-0.asp.gz,1,11.58,809,0.962,1370,20513,0.0626,0.9374,0.038,32,1321,18.8438,0.0923,0.015,218,0.1468,53.9062,0,1,2,838,6.03,261,0.2452,30.9375,13.1094,17.25,33,3.5938,0.0012,0,0.0024,115,0.9964,0.8927,8117,21.03,11541,87988,1.3799,70813,10802,8,52225,63766,78550,0,0.9013,0.0404,0.0168,0.9428,0.8117,5066,127921,127921,0,6336,15737,0.1897,0.2326,0.5777,5167,27240,0,0
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,1,5.4,268,0.8933,543,2969,0.1546,0.8454,0.1067,32,483,6.4375,0.0994,0.0168,47,0.6809,10.5938,0,0,0,300,2.06,164,0.3902,12.7656,6.4375,3.39,2,1.1875,0,0,0,38,1,0.8838,2865,9.28,4124,28810,1.4205,22870,4098,7,16157,20281,25462,0,0.8859,0.0484,0.0201,0.9315,0.7807,1777,40790,40790,0,2352,5903,0.193,0.2299,0.5771,1974,10229,0,0
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/94-numberlink-0-0.asp.gz,1,8.35,334,0.9076,998,6583,0.1316,0.8684,0.0924,34,894,9.9118,0.0918,0.0151,65,0.5231,14.7353,0,0,0,368,3.37,135,0.4889,15.0758,8.7273,5.01,11,1.5882,0,0,0,54,1,0.8931,5431,14.42,7757,59164,1.3775,47745,7382,8,35193,42950,52839,0,0.9003,0.0409,0.0171,0.9419,0.8097,3378,86188,86188,0,4320,10737,0.1898,0.2325,0.5778,3527,18584,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,9.82,0,0,417,0,1,0,1,32,76,5.0938,0.264,0.0006,100,0.32,37.875,0,11,0,21,1.63,182,0.3516,35.2344,6.9688,12.12,6,2.0312,0.3438,0,0,65,0.6562,0.7354,31809,35.58,22295,120511,1.6223,96316,38510,0,51991,74286,88626,1,0.8504,0.0132,0.0846,0.9023,0.5703,0,131175,131175,0,1859,124609,0.0184,0.0144,0.9671,2376,128844,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,4.24,0,0,526,0,1,0,1,32,55,6.3125,0.2634,0.0006,130,0.2462,30.2188,0,7,0,25,2.02,240,0.2667,19.4219,5.1719,9.67,14,3.4062,0.2188,0,0,109,0.7812,0.7359,22547,11.72,15738,85596,1.6187,70676,28400,0,37142,52880,62994,1,0.8512,0.0134,0.0861,0.9005,0.5703,0,96455,96455,0,1406,91001,0.0203,0.0149,0.9648,1911,94318,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,6.26,0,0,633,0,1,0,1,32,58,7.0312,0.2634,0.0006,85,0.3765,29.5625,0,9,0,23,2.25,202,0.3168,25.5312,7,9.46,5,1.8125,0.2812,0,0,58,0.7188,0.7359,23547,20.04,16445,89380,1.619,73240,29411,0,38761,55206,65775,1,0.8511,0.0134,0.0859,0.9007,0.5703,0,99927,99927,0,1445,94468,0.02,0.0148,0.9653,1953,97866,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,5.26,0,0,316,0,1,0,1,32,57,4.3125,0.2635,0.0006,172,0.186,25.4062,0,14,2,16,1.38,290,0.2207,20.1406,5.2656,8.13,36,5.125,0.4375,0,0.0625,164,0.5,0.7359,23465,11.65,16388,89055,1.6192,73240,29411,0,38612,55000,65533,1,0.8511,0.0134,0.0859,0.9007,0.5703,0,99927,99927,0,1452,94350,0.02,0.0149,0.9651,1958,97760,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,4.5,0,0,344,0,1,0,1,34,82,3.8529,0.2641,0.0006,100,0.34,40.0294,0,17,0,17,1.31,311,0.2122,44.2576,4.2879,13.61,7,1.8235,0.5,0,0,62,0.5,0.7353,34563,28.82,24245,130888,1.623,104008,41543,0,56401,80646,96243,1,0.8503,0.0131,0.0843,0.9026,0.5703,0,141591,141591,0,1997,134656,0.0181,0.0143,0.9676,2517,139170,0,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,7.18,0,0,613,0,1,0,1,32,86,5.9688,0.2641,0.0006,110,0.2909,45.2812,0,8,0,24,1.91,242,0.2645,50.7188,9.3438,14.49,11,1.9688,0.25,0,0,63,0.75,0.7352,36399,38.02,25545,137806,1.6234,109136,43565,0,59341,84886,101321,1,0.8502,0.0131,0.0841,0.9029,0.5703,0,148535,148535,0,2089,141354,0.0179,0.0143,0.9678,2611,146054,0,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,10.2,0,0,866,0,1,0,1,32,150,8.5312,0,0.0206,55,0.5818,11.375,0,0,0,32,2.73,100,0.65,11.8462,9.3077,3.64,3,1.4375,0,0,0,46,1,0.9794,0,12.42,750,7290,0.89,9541,4812,0,7441,8191,7140,1,0.8838,0.2226,0.0634,0.714,0.619,0,14201,14201,0,750,5411,0.339,0.0805,0.5805,3160,9321,0,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,10.97,0,0,1421,0,1,0,1,32,125,10.4688,0,0.0239,48,0.6667,11.9375,0,0,0,32,3.35,108,0.5926,14.9219,10.7656,3.82,5,1.1875,0,0,0,38,1,0.9761,0,16.21,625,5230,0.8744,7106,3673,0,5356,5981,5105,1,0.8709,0.2156,0.0704,0.714,0.6083,0,10652,10652,0,625,4172,0.3237,0.0881,0.5882,2296,7093,0,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,9.9,0,0,1279,0,1,0,1,33,150,8.9697,0,0.0207,44,0.75,10.3636,0,0,0,33,2.96,97,0.6804,11.8182,9.8485,3.42,2,1.0606,0,0,0,35,1,0.9793,0,12.9,750,7260,0.8896,9511,4800,0,7411,8161,7110,1,0.8835,0.2224,0.0636,0.714,0.6187,0,14159,14159,0,750,5399,0.3386,0.0807,0.5807,3148,9297,0,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,10.27,0,0,998,0,1,0,1,32,150,8.0312,0,0.0208,52,0.6154,9.6562,0,0,0,32,2.57,99,0.6566,11.1077,9.3231,3.09,4,1.375,0,0,0,44,1,0.9792,0,12.06,750,7205,0.8888,9456,4778,0,7356,8106,7055,1,0.8828,0.2221,0.0639,0.714,0.6182,0,14082,14082,0,750,5377,0.3378,0.0811,0.5811,3126,9253,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,4.61,0,0,3961,0,1,0,1,33,2974,5.3939,0.0725,0.026,128,0.2578,93.9697,0,0,2,31,1.78,341,0.1906,81.2615,5.2923,31.01,1,1,0,0,0.0606,33,0.9394,0.9015,8296,36.46,11286,114414,1.3134,90160,12114,0,75824,87110,103144,1,0.9843,0.0003,0.0318,0.9625,0.9471,0,382984,382984,0,2344,27850,0.0765,0.0717,0.8518,2501,32695,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,4.28,0,0,4277,0,1,0,1,33,1963,17.1818,0.0725,0.0259,108,0.3056,70,0,0,0,33,5.67,239,0.272,45.4462,10.4308,23.1,4,1.1515,0,0,0,38,1,0.9015,5488,16.61,7469,75679,1.3129,59687,8042,0,50175,57644,68228,1,0.9843,0.0005,0.0319,0.9623,0.9469,0,253593,253593,0,1562,13360,0.1017,0.094,0.8042,1690,16612,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,4.61,0,0,3961,0,1,0,1,33,3085,5.3939,0.0725,0.026,128,0.2578,93.9697,0,0,2,31,1.78,341,0.1906,81.2615,5.2923,31.01,1,1,0,0,0.0606,33,0.9394,0.9015,8604,36.46,11704,118699,1.3133,93523,12552,0,78676,90380,107010,1,0.9843,0.0003,0.0318,0.9625,0.9471,0,397298,397298,0,2428,28869,0.0763,0.0717,0.852,2586,33883,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,4.18,0,0,3251,0,1,0,1,32,2971,7.0938,0.0726,0.0259,136,0.2353,86.6875,0,0,1,31,2.27,473,0.1353,69.5469,5.5156,27.74,5,1.4688,0,0,0.0312,47,0.9688,0.9015,8318,44.21,11306,114576,1.3134,90423,12216,0,75928,87234,103287,1,0.9842,0.0003,0.0319,0.9625,0.9469,0,383900,383900,0,2374,43526,0.0524,0.049,0.8986,2540,48440,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,3.38,0,0,6327,0,1,0,1,32,2022,21.4375,0.0731,0.026,92,0.3478,61.9062,0,0,0,32,6.86,232,0.2802,36.6615,11.8923,19.81,3,1.0625,0,0,0,34,1,0.9009,5675,11.73,7716,77662,1.3157,61028,8318,0,51311,59027,69965,1,0.9841,0.0004,0.0322,0.9619,0.9463,0,258755,258755,0,1620,13794,0.1022,0.0944,0.8035,1754,17168,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,4.61,0,0,3961,0,1,0,1,33,3196,5.3939,0.0725,0.026,128,0.2578,93.9697,0,0,2,31,1.78,341,0.1906,81.2615,5.2923,31.01,1,1,0,0,0.0606,33,0.9394,0.9015,8912,36.46,12122,122984,1.3132,96886,12990,0,81528,93650,110876,1,0.9843,0.0003,0.0318,0.9626,0.9471,0,411612,411612,0,2512,29888,0.0762,0.0716,0.8522,2671,35071,0,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,4.3,0,0,2170,0,1,0,1,32,10939,6.7188,0.072,0.0259,135,0.237,58.375,0,1,0,31,2.15,268,0.2425,37.8154,5.1692,18.68,16,2.2188,0.0312,0,0,71,0.9688,0.9021,30415,18.94,41295,422225,1.311,331431,43476,0,280766,322061,380871,1,0.9846,0.0001,0.0314,0.9632,0.948,0,1410092,1410092,0,8342,72667,0.0956,0.0931,0.8113,8562,89571,0,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,2.27,0,0,70,0,1,0,1,32,508,2.1562,0.2598,0.04,709,0.0451,52.5938,0,27,4,1,0.69,1911,0.0335,105.9531,2.1719,16.83,56,19.875,0.8438,0,0.125,636,0.0312,0.7002,3300,243.64,4129,12701,1.7793,9582,25783,1,3009,7138,8893,0,0.8746,0.6427,0.1589,0.1874,0.1048,5317,33567,33567,0,790,46040,0.3189,0.0115,0.6696,21924,68754,0,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,62,?,0.2821,0.012,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7059,1459,?,1931,5172,0.905,10362,58856,1,3784,5715,3651,0,0.9252,0.7886,0.1663,0.0447,0.0637,8104,68171,68171,0,590,91842,0.3699,0.004,0.6261,54260,146692,0,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,?,0,0,56,0,1,0,1,32,146,1.7188,0.274,0.0214,1052,0.0304,112.4375,0,17,2,13,0.55,?,?,?,?,35.98,385,31.5625,0.5312,0,0.0625,1010,0.4062,0.7046,1865,?,2412,6807,1.3611,8202,34977,1,2589,5001,4796,0,0.9065,0.7419,0.1643,0.0916,0.0754,5465,41866,41866,0,671,57051,0.3533,0.0075,0.6392,31532,89254,0,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,2.88,0,0,93,0,1,0,1,32,3572,2.6875,0.2288,0.1087,661,0.0484,88.1875,0,13,16,3,0.86,1233,0.0519,74.5781,2.9844,28.22,52,17.6875,0.4062,0,0.5,566,0.0938,0.6624,7517,66.61,9222,32848,2.1377,15905,18673,1,6144,15366,21759,0,0.8299,0.4157,0.0874,0.4056,0.1977,6406,31874,31874,0,763,32674,0.2851,0.0163,0.6986,13335,46772,0,0
