@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.1743,0.5594,0.092,0.1238,16800,0.2993,0.302,0.7334
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.1843,0.5032,0.0708,0.1065,26317,1.639,1.7637,1.4683
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.1749,0.5686,0.0924,0.1243,67200,0.2914,0.295,0.7205
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.0836,0.9634,0.0295,0.0479,25913,0.8151,0.3645,1.1545
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.3315,0.968,0.081,0.1075,657000,3.602,2.4745,1.3543
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.1771,0.5659,0.0932,0.1256,33600,0.2892,0.2925,0.7125
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.1616,0.831,0.0595,0.0597,455000,1.9303,1.4985,1.5396
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0562,0.9993,0.0199,0.0241,567000,0.1595,0,0.0989
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.8024,0,0,43649,0.1324,0.1671,0.2697
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0002,0.1081,0.0001,0.0001,11900,0.0395,0,1.0007
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0.2415,1,0.0571,0.0231,13300000,13.386,1.3035,1.285
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.5,0.7998,0.4485,0.4999,8013,4.1837,1.5263,2.9418
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.8206,0,0,61409,0.1759,0.2047,0.2431
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0052,0.2428,0.0027,0.0034,18000,0.1,0.0817,0.8282
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0033,0.2418,0.0018,0.0025,2130,0.0962,0.0115,0.84
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0292,0.8447,0.0156,0.022,1410000,0.5454,0.5132,1.3791
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.1699,0.5661,0.0897,0.1202,1917,0.2808,0.2776,0.7246
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.1317,0.1022,0.0676,0.1112,2664,0.291,0.28,1.4091
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.0001,0.0936,0.0001,0.0001,11900,0.0393,0,1.007
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0733,0.9919,0.0354,0.0575,12400000,1.9072,0.6947,0.6491
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.0301,0.8425,0.0158,0.0225,1210000,0.5067,0.4918,1.3813
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.911,0.0044,0.0044,31500,0,0.2382,0.8941
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.4198,0.9234,0.0834,0.0398,14889,0.6595,0.522,1.3824
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.1766,0.582,0.0937,0.1265,1955,0.2762,0.2746,0.7095
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.1335,0.7286,0.0658,0.1328,148000,1.065,0.8326,1.3213
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0698,0.1707,0.0598,0.0697,19785,0.5399,0.9169,1.2783
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4842,0.7497,0.4079,0.4715,73374,1.1339,0.4649,2.69
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.0317,0.8105,0.0148,0.0251,1250000,0.5586,0.5364,1.3521
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0031,0.2109,0.0018,0.0022,2130,0.0987,0.0127,0.829
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.5,0.7998,0.4508,0.4999,7521,4.2361,1.5207,2.9219
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.1309,0.0984,0.0668,0.107,1840,0.3063,0.2847,1.4436
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.072,0.3456,0.0486,0.0561,5726,0.2991,0.5956,1.1951
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.1825,0.5957,0.094,0.1272,2210,0.2842,0.2837,0.674
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.032,0.805,0.0151,0.0258,856000,0.5379,0.5205,1.3599
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.1694,0.5763,0.0901,0.1218,2556,0.2895,0.2857,0.6969
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.0032,0.2662,0.0018,0.0023,1704,0.0938,0.0078,0.8246
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.4978,0.9994,0.1654,0.4214,2510000,2.1803,1.1339,0.865
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.1726,0.5529,0.0896,0.119,1700,0.3018,0.2917,0.6258
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.005,0.2424,0.0027,0.0035,16000,0.098,0.0788,0.838
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0619,0.1922,0.0521,0.0595,908000,1.7456,1.6251,0.6449
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3832,0,0.3831,0.3832,640,0,0.0909,0.9882
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.0049,0.2384,0.0026,0.0034,12000,0.0977,0.073,0.8214
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.4295,0.9624,0.0865,0.0373,943000,1.2586,0.9885,0.8961
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.1683,0.5986,0.0907,0.1269,1785,0.2974,0.2952,0.7746
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.9241,0,0,213000,0.2476,0,0.1065
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.0476,0.8826,0.0191,0.0351,1390000,0.7411,0.6533,1.4096
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.3191,0.0697,0.307,0.3177,148,0.1641,0.0573,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.4996,0.8436,0.3311,0.4983,13020,1.0172,0.9544,2.0719
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0,0.814,0,0,43649,0.1993,0.1943,0.261
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.1729,0.5676,0.0915,0.1229,67200,0.291,0.2945,0.712
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.1775,0.572,0.0945,0.1273,25200,0.2903,0.2933,0.7218
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0839,0.8312,0.0311,0.0471,788000,1.1688,0.9826,1.9733
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.1476,0.8234,0.0759,0.1206,1180000,1.9578,1.7623,1.7943
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0.4956,0.1236,0.4942,0.4947,56970,0.2157,0,1.3541
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.005,0.2367,0.0027,0.0034,12000,0.0975,0.0716,0.8339
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.0037,0.2311,0.0018,0.0024,2343,0.096,0.015,0.8489
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.0032,0.236,0.0018,0.0024,2130,0.0961,0.0129,0.8487
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.3415,1,0.069,0.031,1330000,4.946,2.9842,0.6014
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.0313,0.8116,0.0149,0.0247,1340000,0.6031,0.5744,1.3408
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0634,0.195,0.0543,0.0633,908000,1.7456,1.6251,0.6449
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.2351,0.6032,0.13,0.1744,3582,0.3582,0.3659,0.986
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.0037,0.2529,0.0018,0.0022,2130,0.0878,0.0103,0.8338
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.1637,0.5668,0.0856,0.1148,1530,0.2801,0.2717,0.6824
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.1786,0.5738,0.0939,0.1264,79800,0.2935,0.2971,0.7199
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.1746,0.5708,0.0891,0.1193,2769,0.2983,0.2961,0.7187
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1325,0.4639,0.0676,0.0807,209000,3.5766,3.0638,1.4412
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.2088,0.5578,0.1142,0.156,2931,0.3101,0.318,0.9349
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.1757,0.5669,0.0924,0.1243,67200,0.2917,0.2951,0.7041
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.4507,0.9503,0.1508,0.2962,800000,1.922,1.6992,1.5662
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0,0.4988,0.4988,75600,0,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0.4997,0,0.4997,0.4997,15120,0,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.1234,0.0339,0.1022,0.1076,2416,0.2813,0.1136,1.6469
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0731,0.992,0.0352,0.0575,11800000,1.9243,0.7016,0.6433
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.0001,0.1146,0.0001,0.0001,6230,0.0368,0,1.0027
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.1537,0.9959,0.0292,0.0095,87747,0.5951,0.4874,1.1561
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0.0001,0.0948,0.0001,0.0001,11900,0.0374,0,1.0088
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0.2273,1,0.0465,0.0024,8780000,6.9967,4.3834,0.5301
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0.9145,0,0,151000,0.161,0.1247,0.1092
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.2167,0.5911,0.1222,0.1676,4234,0.3137,0.3186,0.9349
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0.0002,0.1002,0.0001,0.0001,17000,0.0394,0,0.9956
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.1626,0.576,0.0869,0.1214,1491,0.2657,0.2577,0.6422
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0051,0.2461,0.0028,0.0035,20000,0.1017,0.0839,0.8324
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.1662,0.5817,0.0882,0.1223,2556,0.2907,0.2864,0.695
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0.8224,0,0,61409,0.2062,0.2087,0.2427
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.1747,0.5646,0.0915,0.1231,1530,0.3178,0.3125,0.6999
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0.0001,0.1076,0.0001,0.0001,5340,0.0418,0,0.9995
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0.8873,0,0,82294,0.1419,0.1096,0.1689
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0.0001,0.0784,0.0001,0.0001,6230,0.0383,0,1.0154
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.3566,0.9981,0.1093,0.1398,1600000,5.1526,3.5679,1.0556
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.1092,0.5862,0.0386,0.062,54970,0.6773,0.6215,1.7167
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.1662,0.5894,0.0868,0.1113,1870,0.272,0.268,0.6928
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.9017,0,0,45238,0.2101,0,0.11
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.203,0.5558,0.0564,0.0727,48483,0.6535,0.8051,1.4888
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.449,0.9478,0.1512,0.2887,875000,1.9658,1.6941,1.6546
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.2557,0.8446,0.0671,0.0684,153000,1.6001,1.313,1.5922
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.0038,0.2344,0.0019,0.0024,2556,0.1013,0.0181,0.8369
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.5024,0,0,60099,0.0004,0.0002,0.5992
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0.8192,0,0,61409,0.1879,0.1704,0.2427
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.1615,0.5555,0.0848,0.1201,1615,0.291,0.2833,0.7312
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0.0001,0.0922,0.0001,0.0001,8010,0.0371,0,1.0029
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.2273,1,0.0465,0.0024,8780000,6.9967,4.3834,0.5301
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0445,0.8876,0.0436,0.0443,3496,0,0.2221,1.0134
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0.7173,0,0,19482,0.2389,0.0021,0
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0906,0.6241,0.0429,0.0695,25271,0.5915,0.5417,1.5074
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.1485,0.764,0.0744,0.1178,514000,1.447,1.354,1.8
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0,0.042,0.042,1120,0,0.0391,0.5623
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.4933,0.9987,0.1322,0.2679,5950000,2.1801,1.0806,0.8004
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.0013,0.9568,0.0011,0,2120000,0.936,0.3946,0.8591
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0373,0.7234,0.0372,0.0372,1183,0,0,0
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.139,0,0.1037,0.1377,18591,2.8267,2.1611,1.3357
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.1753,0.5676,0.0918,0.1238,105000,0.2926,0.2962,0.7157
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.005,0.2554,0.0028,0.0034,14000,0.0972,0.0766,0.8261
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.1645,0.5791,0.0853,0.1172,1870,0.2802,0.2742,0.7049
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.692,0,0,96849,0.0048,0.0821,0.676
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.087,0.787,0.0321,0.0473,458000,0.7639,0.6815,1.7444
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.1939,0.1691,0.0783,0.12,1580000,1.9632,0.6437,1.9494
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.1169,0.0952,0.0668,0.0959,1016,0.3154,0.2842,1.4585
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.1393,0.0014,0.104,0.1393,18603,2.8007,2.0921,0.7325
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0678,0.8357,0.0187,0.0162,41379,2.3027,1.109,1.0412
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3214,0.0703,0.3106,0.3205,180,0.1685,0.0583,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1249,0.7399,0.0614,0.1112,145000,1.4024,1.8273,1.4271
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.089,0.7341,0.0474,0.0577,74581,5.0777,2.7604,1.2695
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.3505,0.3738,0.2785,0.3356,19904,4.5479,1.8734,1.5926
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.1812,0.5825,0.0945,0.1257,2040,0.2928,0.2896,0.7277
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0715,0.9258,0.0715,0.0715,8170,0,0,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.1525,0.785,0.0714,0.1117,95005,1.3232,1.189,1.7195
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.1064,0.6173,0.0438,0.0579,29194,3.1498,2.7875,1.5682
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.8832,0,0,30728,0.1447,0,0.1401
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0574,0.1034,0.0312,0.0398,224000,0.5859,0.4564,1.0578
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0.8042,0,0,43649,0.1427,0.1609,0.2699
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.1772,0.5789,0.0965,0.1308,8400,0.2934,0.2954,0.7644
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0359,0.9879,0.0082,0.0072,415000,0.6787,0.2606,0.7352
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.2055,0.372,0.0618,0.0674,708000,0.3834,0.4444,1.4823
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.2968,0.9751,0.1138,0.1473,5690000,18.306,5.2702,1.2799
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.1333,0.4978,0.0583,0.0917,12620,0.7743,0.9761,1.5923
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.0031,0.2569,0.0018,0.0023,1597,0.0882,0.0067,0.8342
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0002,0.0962,0.0001,0.0001,18700,0.0412,0,1.0038
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0837,0.8233,0.0334,0.0475,194000,0.9906,0.8101,1.8072
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0,0.8901,0,0,35586,0.139,0.1401,0.1769
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0,0.042,0.042,1080,0,0.0247,0.5623
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.1611,0.5676,0.0882,0.1173,1917,0.2874,0.2829,0.7768
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.9322,0,0,256000,0.1781,0,0.0772
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.1247,0.7361,0.0625,0.1186,166000,1.4706,1.9181,1.4042
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.757,0.2851,0.2851,301,0,0.0287,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.1668,0.5754,0.0894,0.1184,2295,0.2991,0.2988,0.7674
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.4586,0.0002,0.0002,25200,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.0041,0.2655,0.002,0.0026,2130,0.0984,0.0162,0.8393
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.1676,0.5954,0.0906,0.1232,1533,0.2625,0.2549,0.6688
