@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.7058,1.0222,0.9694,0.1486,36.7272,8.8963,0.4862,0.9694,42.8065,1.7616,0.8885,0.9674,0.8367,0.8568,3.706,79.1165,33.8019,0,0.8938,0,103,0,0.0345,0.8742,0,113.7666,?,0.8328,0,0.0008,0.0034,79.1165
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0,0.9261,0.2636,3.109,1.4099,1,0.9261,2.3693,1.6999,0.8577,0.9355,0,0.8577,0.0001,127.303,2.4353,0.2046,0.8577,0.2046,4836,1,0,0.8577,0.2046,134.2651,0.0057,0.8577,0.2046,0.0049,0.0053,127.303
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.7131,1.0131,0.9718,0.1452,41.3467,7.5683,0.4902,0.9718,7.7368,1.8073,0.8896,0.9665,0.8433,0.8584,3.9908,59.0658,40.984,0,0.8941,0,215,0,0.0345,0.8749,0,67.8884,?,0.8256,0,0.0007,0.0031,59.0658
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0.3636,0.8418,0,0.4741,1.3984,1.0228,0.3939,0.1818,2.2246,0.101,0,0.9986,1.289,0,0.0783,17.052,1.0672,0.3361,0,0.2945,2706,0,0.375,0,0.3623,17.8774,0.4,0,0.3112,0.0076,0.0417,16.976
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0.2545,0.6736,0,0.5983,1.6543,1,0.3839,0,1.1544,0.0958,0,0.9976,1.3935,0,0.0476,12.3008,1.6657,0.4309,0,0.4001,2536,0,0,0,0.453,13.1569,0.3871,0,0.4211,0.0089,0.0976,12.3008
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.1264,0.8703,0.07,2.1369,0.6316,53.4433,0.309,0.0891,42.0563,0.3783,0.7349,0.5297,2.5972,0.6068,0.3244,15.2283,0.0737,0.4488,0.7731,0,925,0,0.0352,0.6665,0.499,16.8746,?,0,0.4766,0,0.0007,11.9449
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0,0.8571,0.4101,3.0163,13.3747,1,0.8571,13.9373,1.0778,0.7234,0.849,0,0.7233,0.0014,52.6828,2.308,0.0372,0.7234,0.0371,4897,1,0,0.7233,0.0372,56.4201,0.0127,0.7232,0.0372,0.0101,0.0118,52.6828
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0.1004,0.3454,0,0.9982,6.9805,87.2564,0.775,0.5344,51.4167,0.518,0.5751,0.4943,0.9346,0.1484,5.6306,29.3109,3.8478,0,0.6016,0,404,0.2,0.5737,0.3464,0,31.3713,?,0.0003,0,0,0.0023,28.6573
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.01,0.9713,0.1744,43.9567,16.9612,0.9984,0.9713,198.04,1.9806,0.8892,0.9517,0.1196,0.8626,5.9158,71.8571,43.6786,0,0.8919,0,110,0.875,0.0329,0.8762,0,73.7455,?,0.821,0,0.0009,0.0022,71.8571
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.08,0,0.0027,0.2994,25.4655,20.4194,1,0.92,14.3355,1.1402,0.7112,0.8052,0,0.6542,2.4657,52.2301,28.9393,0,0.6928,0,4061,1,0,0.6667,0,57.899,?,0.6427,0,0.0008,0.0086,52.2301
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.0066,0.979,0.142,70.3192,616.4,0.9991,0.979,1299.6,2.2519,0.9031,0.9153,0.0977,0.8507,9.4155,73.7978,75.1825,0,0.91,0,22,0.9167,0.025,0.8845,0,82.5106,?,0.7573,0,0.0004,0.0013,73.7978
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.7195,1.0163,0.9697,0.1562,36.4543,6.7374,0.4885,0.9697,46.7563,1.8913,0.8886,0.9583,0.8556,0.8699,2.5197,54.5587,37.4356,0,0.8899,0,151,0,0.0345,0.8797,0,75.0119,?,0.8478,0,0.001,0.0034,54.5587
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.2961,0.9479,0.0323,0.495,0.3286,8.6223,0.2855,0.147,7.8195,0.1205,0.115,0.5971,1.0856,0.0047,0.2805,9.8555,0.1301,0.3334,0.0374,0.0229,582,0,1.1029,0.0153,0.3887,13.283,0.1337,0.0002,0.3494,0.0005,0.0033,7.4163
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.3081,0.8892,0.0017,0.0696,0.6928,31.42,0.3696,0.0112,30.0438,0.0323,0.2353,0.2724,1.0097,0.042,0.8625,2.929,0.2403,0.0766,0.2198,0.0001,155,0,0.0905,0.1122,0.1127,30.9019,0.065,0.0001,0.0238,0.0002,0.0025,2.929
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.4563,0.6136,0.0049,0.4319,0.7915,19.4106,0.4802,0.8865,20.2231,0.1261,0.3938,0.4112,0.9602,0.0861,0.8596,23.9726,0.2524,0.1271,0.379,0.0017,2653,0,0.2078,0.2029,0.1697,25.6211,0.0531,0.001,0.0555,0,0.0027,23.9726
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.0048,0.9871,0.1118,26.3538,23.9741,0.9998,0.9871,18.4692,1.6828,0.9025,0.9647,0.0223,0.8666,1.3865,59.4328,20.4521,0.0001,0.9057,0,268,0.8462,0.0481,0.8899,0.0001,62.4168,?,0.7885,0,0.002,0.0038,58.2773
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.5419,0.7424,0.2396,0.9063,0.6973,108.052,0.4775,0.8762,97.9036,0.571,0.1154,0.4333,1.2015,0.0074,0.834,23.2688,0.284,0.0332,0.0975,0,477,0,1.5319,0.0083,0.0365,27.2943,0.0144,0,0.021,0.0001,0.001,22.5911
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0.1007,0,0,0.3267,17.2726,29.7086,1,0.8993,19.6965,1.0008,0.6706,0.8053,0,0.6173,2.3066,46.7898,18.4885,0,0.633,0,471,1,0,0.6225,0,52.4241,?,0.6057,0,0.0007,0.0096,46.7898
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.0236,0.9349,0.2616,26.832,56.4521,0.9939,0.9349,14.8376,1.4666,0.8093,0.9073,0.2427,0.7881,6.763,48.1599,32.2747,0,0.8094,0,230,0.75,0.05,0.7983,0,56.3143,?,0.76,0,0.0011,0.0022,45.1149
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.6449,1.0213,0.8588,0.6065,25.6627,4568.5,0.467,0.8591,5121,0.8257,0.8356,0.0871,1.2318,0.4955,1.1746,0,18.7974,0.1054,0.931,0,0,0,0.1326,0.791,0.1627,0,?,0,0.0073,0,0.0001,0
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.0236,0.9348,0.2623,27.6208,28.7069,0.9939,0.9348,87.0537,1.4682,0.8085,0.9059,0.2428,0.7876,4.7234,40.5753,32.2678,0,0.8082,0,287,0.8182,0.05,0.7971,0,49.8923,?,0.7632,0,0.0012,0.0022,39.7735
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0,0.9052,0.3136,2.6288,1.5199,1,0.9052,2.4794,1.4642,0.8288,0.9245,0,0.8287,0.0001,84.1817,2.0464,0.233,0.8288,0.2329,4821,1,0,0.8288,0.233,89.6588,0.0095,0.8287,0.233,0.0078,0.0087,84.1817
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.1178,0.8806,0.0801,2.0261,0.6482,47.0583,0.311,0.0909,36.7216,0.3821,0.7366,0.572,2.5376,0.6447,0.3236,14.2137,0.0878,0.4491,0.7496,0.0851,785,0,0.0398,0.6662,0.499,16.115,?,0,0.4729,0,0.0009,12.3961
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.0174,0.9463,0.2246,36.5561,43.092,0.9959,0.9463,30.5,1.6619,0.8362,0.9286,0.2102,0.8122,5.0976,46.8798,42.7295,0,0.8367,0,89,0.7778,0.04,0.824,0,53.0986,?,0.7816,0,0.0008,0.0014,46.1424
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.013,0.9552,0.194,49.8732,55,0.9972,0.9552,703.75,1.8716,0.8382,0.9243,0.1833,0.7334,14.3093,55.2975,52.6108,0,0.86,0,41,0.75,0.0323,0.7988,0,63.8314,?,0.5503,0,0.0004,0.0009,54.8372
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.6298,0.8947,0.8333,0.4506,1.0406,4.9794,0.5237,0.8333,8.7583,0.4472,0.5832,0.8229,1.118,0.5831,0.0001,38.0401,0.5184,0.2295,0.5832,0.2294,4351,0,0,0.5832,0.2295,40.3032,0.0952,0.5831,0.2295,0,0.0077,38.0401
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.7581,0,0.0323,0.6867,6.6574,0.0007,1,0.0323,0.0004,0.5928,0.509,0.9973,0,0.509,0.0002,28.1668,6.5448,0.0064,0.509,0.0064,3322,1,0.3333,0.509,0.0064,38.1818,?,0.5088,0.0064,0.0087,0.0058,28.1668
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.6326,0.6266,0.272,1.5594,1.5156,18.511,0.5839,0.5824,16.2543,1.0135,0.3044,0.5299,1.6272,0.0409,0.3744,11.4377,0.4049,0.2742,0.2272,0,2045,0,1.4943,0.0979,0.3415,16.9671,?,0.001,0.2437,0,0.0017,11.4377
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.1925,0.6696,0,0.2162,1.3049,9.0018,0.3779,0.0003,10.306,0.0467,0.0249,0.7388,1.043,0.0036,0.1059,35.0743,0.8235,0.0035,0.0191,0.0026,3901,0,0,0.0077,0.0037,35.5214,0.0556,0.0005,0.0032,0.0021,0.0176,35.0743
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0,0.9356,0.2389,3.4461,3.0186,1,0.9356,3.6968,1.8405,0.8716,0.9393,0,0.8716,0.0002,171.3169,2.6771,0.1897,0.8716,0.1897,4872,1,0,0.8716,0.1898,171.3169,0.0043,0.8716,0.1897,0.0038,0.004,171.3169
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.753,0,0.012,0.6204,12.7416,48.0057,1,0.012,48.1882,0.5831,0.3987,0.813,0,0.3984,0.0066,26.693,11.9033,0,0.3987,0,452,1,0.3333,0.3985,0,28.7786,?,0.3978,0,0.0035,0.0023,25.6814
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0,0.9312,0.2505,3.2788,1.955,1,0.9312,2.8741,1.7716,0.865,0.9367,0,0.865,0.0001,158.0854,2.5804,0.1968,0.865,0.1968,4834,1,0,0.865,0.1969,164.7266,0.0049,0.865,0.1968,0.0043,0.0046,158.0854
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.6756,0.9534,0.8333,0.4506,1.1919,3.0262,0.494,0.8333,5.2772,0.4472,0.5832,0.8357,1.1056,0.5831,0.0001,25.7552,0.6773,0.2295,0.5832,0.2294,4581,0,0,0.5831,0.2295,27.7551,0.0952,0.5831,0.2295,0,0.0143,25.7552
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.6117,0.9821,0.8333,0.4506,1.0796,4.3764,0.478,0.8333,7.6201,0.4472,0.5832,0.8368,1.1161,0.5831,0.0001,32.4793,0.556,0.2295,0.5832,0.2294,4435,0,0,0.5832,0.2295,37.4866,0.0952,0.5831,0.2295,0,0.0091,32.4793
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.7674,0,0.0698,0.7761,3.8406,0,1,0.0698,0,0.6106,0.619,0.9999,0,0.619,0,35.2217,3.8581,0.3429,0.619,0.3429,4272,1,0.3333,0.619,0.3429,35.2217,0.0048,0.619,0.3429,0.0181,0.0123,35.2217
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.005,0.9798,0.1482,109.81,88.3333,0.9993,0.9798,46903.8,2.6652,0.9812,0.9283,0.1037,0.9684,1.8952,109.913,163.344,0.0158,0.9965,0,3,0.9286,0.0179,0.9857,0.0196,118.125,?,0.0111,0.0002,0.0003,0.0006,109.913
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.7518,0,0.0072,0.6008,17.0365,228.306,1,0.0072,227.9,0.5808,0.3519,0.6698,0,0.318,12.0454,27.8295,14.6792,0,0.3569,0,354,1,0.3333,0.3304,0,28.8911,?,0.0044,0,0.0022,0.0015,27.3184
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1419,0.9222,0.1019,2.6115,1.0203,14.9506,0.294,0.1759,7.6118,0.4536,0.685,0.8731,2.9316,0.5112,0.4237,18.064,0.3467,0.4212,0.7482,0.0015,256,0,0.0807,0.6105,0.4999,20.8992,?,0,0.4971,0,0.0016,17.9361
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0,0.8901,0.3463,2.4348,0.9264,1,0.8901,1.9359,1.3315,0.8154,0.9216,0,0.8154,0.0001,72.6638,1.8782,0.2435,0.8154,0.2435,4792,1,0,0.8154,0.2435,74.4183,0.0123,0.8154,0.2435,0.0099,0.0111,72.6638
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.0236,0.9349,0.2605,26.8379,27.0723,0.9939,0.9349,14.6154,1.4631,0.8092,0.9403,0.2431,0.7887,8.7813,44.1493,31.7733,0,0.8088,0,179,0.8,0.05,0.7982,0,58.1453,?,0.7637,0,0.0011,0.0022,43.7621
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.077,0,0.0025,0.2904,27.5149,22.3921,1,0.923,13.9332,1.1742,0.7189,0.8067,0,0.6664,2.4937,48.8276,31.9825,0,0.7006,0,1592,1,0,0.6772,0,65.5817,?,0.6559,0,0.0006,0.0079,48.8276
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.5667,1.1471,0.7667,0.6033,2.5407,2,0.4016,0.7667,2.0303,0.8056,0.7754,0.8887,1.0941,0.7475,0.0469,19.891,2.57,0.1968,0.7787,0.1871,4697,0,0.1429,0.7767,0.1955,21.9578,0.0402,0.7474,0.1874,0.0056,0.0286,19.891
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0707,0,0.0088,0.3102,30.3236,27.7181,1,0.9293,30.3522,1.2004,0.7269,0.799,0,0.6777,2.5462,48.0582,34.8292,0,0.7083,0,3945,1,0,0.6877,0,50.8598,?,0.6535,0,0.0005,0.007,48.0582
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.0143,0.9519,0.2047,42.2852,53.5417,0.9968,0.9519,84.3548,1.8071,0.8302,0.9161,0.1932,0.7188,6.4664,56.8601,51.2404,0,0.8511,0,70,0.8333,0.0345,0.7968,0,60.5939,?,0.59,0,0.0006,0.001,53.9396
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.7571,0,0.0286,0.676,7.5948,0,1,0.0286,0.1225,0.591,0.4948,0.9992,0,0.4948,0.0002,0,7.5611,0.003,0.4948,0.003,0,1,0.3333,0.4948,0.003,0,?,0.4947,0.003,0.0071,0.0048,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.0074,0.9757,0.163,75.7992,38.5806,0.9989,0.9757,972.808,2.2071,0.8717,0.9316,0.1228,0.6901,6.3269,76.8407,74.1157,0.0001,0.9182,0,5,0.9091,0.0258,0.853,0,88.75,?,0.3773,0,0.0005,0.0013,74.4813
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.6999,1.0205,0.9438,0.2212,10.9682,12.9289,0.4836,0.9438,45.5792,2.0058,0.9392,0.9499,0.9743,0.9375,0.0188,205.6862,11.1755,0.0902,0.9394,0.0884,4873,0,0.0294,0.9385,0.0912,205.6862,?,0.9352,0.0886,0.0004,0.0013,205.6862
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.0142,0.9523,0.2041,43.9316,53,0.9969,0.9523,738,1.8073,0.8308,0.923,0.1922,0.7212,12.4488,57.1667,50.8915,0,0.8529,0,62,0.8571,0.0345,0.7914,0,62.3529,?,0.5791,0,0.0004,0.001,56.774
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0753,0,0.0112,0.3344,24.4192,23.0805,1,0.9247,16.0188,1.1319,0.7167,0.806,0,0.6592,2.3258,40.9879,27.0919,0,0.6973,0,4480,1,0,0.6759,0,41.4762,?,0.6377,0,0.0008,0.009,40.9879
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.6361,0.9873,0.8333,0.4506,1.0144,5.5777,0.4778,0.8333,9.9142,0.4472,0.5832,0.8281,1.0972,0.5831,0.0001,42.2709,0.4867,0.2295,0.5832,0.2294,3919,0,0,0.5832,0.2295,44.4574,0.0952,0.5831,0.2295,0,0.0067,42.2709
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0.2105,0.7008,0,0.4757,1.6243,4.1504,0.3719,0.0075,5.0653,0.082,0.0445,0.7622,1.2762,0.0082,0.2217,15.2123,1.249,0.0042,0.0397,0.0027,4438,0,0,0.0172,0.0048,15.3743,0.1461,0.0044,0.0034,0.0075,0.05,15.2123
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.6758,0.9623,0.798,0.6593,9.0277,822,0.4876,0.9008,1202.67,0.5805,0.459,0.5435,1.0911,0.0136,1.0978,50.0524,2.3367,0.0261,0.3443,0,37,0,2.2979,0.0477,0.0351,54.6047,?,0,0.009,0,0.0001,48.1226
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.8164,0.6201,0.1575,1.2695,2.5805,844.889,0.5329,0.6133,627.6,0.3452,0.6012,0.4477,1.5703,0.061,1.4898,17.2293,0.8549,0.0624,0.738,0,913,0,0.4144,0.3463,0.0651,22.4502,?,0,0.004,0,0.0001,17.2293
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0.8423,0.4669,0,0.4852,3.4226,49.8299,0.6631,0.8423,40.4504,0.2484,0.6228,0.7239,1.0041,0.5231,1.1344,30.2186,3.2985,0.0041,0.6213,0,4396,0.3333,0.3333,0.5709,0.0083,32.8864,0.0381,0.4603,0.0001,0.0028,0.0052,30.2186
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.0174,0.9463,0.2239,36.3003,276.616,0.9959,0.9463,93.8727,1.6617,0.8361,0.9022,0.2102,0.813,4.4533,48.1301,43.1881,0,0.8374,0,104,0.7778,0.04,0.8242,0,55.095,?,0.7751,0,0.0008,0.0014,47.447
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.7631,0.5509,0.4286,1.1418,3.5783,29.0846,0.6035,0.8446,25.651,0.6689,0.8053,0.8095,1.2717,0.326,1.7941,27.9477,2.5768,0.0363,0.9566,0,264,0,0.0017,0.8262,0.0279,38.5,0.0026,0.0184,0.0001,0.0001,0.0008,27.6049
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.1384,0.878,0.0727,2.135,0.6452,51.6197,0.3077,0.0891,41.0273,0.3791,0.7354,0.4971,2.5935,0.6176,0.3066,15.1995,0.0708,0.4456,0.7768,0,31,0,0.0327,0.6668,0.499,16.6292,?,0,0.4785,0,0.0007,7.129
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0,0.7895,0.5147,1.7588,1.0574,1,0.7895,1.6779,0.8215,0.7156,0.9023,0,0.7155,0.0002,20.5043,1.4117,0.2859,0.7156,0.2858,4751,1,0,0.7156,0.2859,21.8597,0.0435,0.7155,0.2859,0.0292,0.037,20.5043
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.2739,0.9728,0.0153,0.2972,0.1959,31.6777,0.2665,0.0724,15.161,0.085,0.0461,0.2927,0.9387,0.0002,0.3142,7.1508,0.0464,0.3036,0.0042,0.0003,141,0,1.0501,0.0014,0.3382,9.6475,0.0705,0,0.3358,0.0001,0.0005,6.1822
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.4111,0.597,0.0337,1.5069,11.4962,12.1485,0.4323,0.0339,8.0167,0.3801,0.3485,0.6972,2.1453,0,2.5323,13.0756,13.1862,0.0471,0.0499,0,1416,0,0.3723,0.0003,0.0424,20.5718,?,0,0,0,0.0071,13.0756
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0.2555,0.8294,0,0.7595,1.5759,24.3157,0.368,0,24.2858,0.1227,0.0403,0.5213,1.5974,0.0007,0.1594,4.7211,1.06,0.1045,0.0135,0.083,398,0,0,0.0062,0.1113,29.4367,0.3143,0,0.0911,0.0014,0.0129,4.7211
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.729,1.0211,0.9646,0.1573,14.5742,1,0.4855,0.9646,6.822,1.7386,0.9236,0.9996,0.8832,0.9233,0.0164,71.957,14.5128,0.0139,0.9236,0.0132,12,0,0.0357,0.9234,0.0141,76.3977,0.0019,0.923,0.0137,0.0008,0.0024,66.9688
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0.0685,0.6873,0,0,2.5884,1.9969,0.3193,0,2.5652,0,0.0262,0.8521,1.0258,0.0078,0.0047,0,2.159,0.4237,0.0214,0.4197,0,0.1429,0,0.0095,0.4252,0,?,0.0022,0.4225,0.0196,0.35,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.0126,0.9545,0.1939,49.5251,64,0.9973,0.9545,32.35,1.913,0.8501,0.9026,0.1849,0.6826,6.4525,71.3406,58.0197,0.0001,0.8996,0,33,0.8947,0.0313,0.854,0,79.5476,?,0.1503,0,0.0005,0.0008,62.8933
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.6839,1.0092,0.9662,0.1647,38.5622,12.7917,0.4914,0.9662,51.3814,1.8499,0.8785,0.9407,0.8655,0.8557,6.4478,57.7585,39.8818,0,0.8791,0,78,0,0.0345,0.8667,0,61.7365,?,0.8232,0,0.0005,0.0024,56.4427
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.0132,0.9534,0.1972,45.0726,54.5294,0.9971,0.9534,117.045,1.8787,0.8472,0.9244,0.1884,0.6855,5.9345,71.6885,55.0073,0.0001,0.8948,0,35,0.8947,0.0323,0.8507,0,78.7573,?,0.1573,0,0.0005,0.0009,68.4091
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.3472,0.7724,0.0101,1.1838,1.294,4.3166,0.43,0.3864,4.9113,0.2758,0.0355,0.9305,1.7357,0.0005,1.0624,23.3496,0.9748,0.0474,0.0042,0.0139,4176,0,0.3939,0.0019,0.0484,26.1146,0.244,0.0001,0.0239,0.0025,0.0152,23.3496
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.0425,0.9049,0.3513,15.5662,42.2937,0.9867,0.9049,25.4733,1.1406,0.7531,0.8301,0.3284,0.7129,5.5339,29.9594,17.6076,0,0.7529,0,563,0.5,0.0769,0.7297,0,36.4989,?,0.6634,0,0.0008,0.0019,28.7762
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0,0.8953,0.3353,2.4202,0.3796,1,0.8953,1.4281,1.377,0.8159,0.9304,0,0.8159,0.0001,77.4231,1.8514,0.2446,0.8159,0.2446,4814,1,0,0.8159,0.2446,80.9113,0.0116,0.8159,0.2446,0.0094,0.0105,77.4231
