@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC

@DATA
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.0471,0.899
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.073,0,0.0098
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.0159,0.9474
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0.0108,0.8024,0
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.7515,0,0.0062
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0.5,0,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3339,0.8484,0
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0.5,0.5773,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.0276,0.926
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.0058,0.9824
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0.5376,0.5774,0
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9647,0,0.9658
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.0107,0.807,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.0278,0.9252
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0.5,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.0041,0.9843
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.0276,0.9258
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0,0.8844
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.6632,1.0418,0.897
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.024,0.9322
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.4777,0.6025,0.0053
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.08,0,0.0027
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.7512,0,0.0047
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.7516,0,0.0064
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.266,0.8022,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.009,0.9747
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0,0.8478
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.5,0,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0.3074,0.8726,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.0132,0.9533
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.013,0.9549
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0.0094,0.8074,0
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.7742,0,0.0968
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0,0.9647
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0.2701,0.7974,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0.0636,0.3511,0
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.5094,0.3717,0.0761
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0,0.8462
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.5831,1.1112,0.6675
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.752,0,0.008
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0.0646,0.3529,0
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.709,1.0234,0.9495
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.0207,0.9399
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.0049,0.9856
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.4889,0.5774,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.0079,0.9765
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.4759,0.5773,0
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.6159,0.4888,0.1089
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0.0959,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.0056,0.9808
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.759,0,0.0361
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.0237,0.9349
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0913,0,0.0035
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.0237,0.9335
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.3203,0.9199,0.277
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.8734,0.3974,0.6948
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.4719,0.7103,0.15
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.6077,0.6464,0.2516
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.751,0,0.0038
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.2734,0.9745,0.0168
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0.2632,0.8453,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.1352,0,0
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.6592,0.983,0.8333
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.0177,0.9439
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.6868,1.0324,0.9444
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.0277,0.9256
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.6389,0.9858,0.8333
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.0125,0.9558
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0.4879,0.5773,0
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0,0.9395
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0.1801,0.8113,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.082,0,0.013
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.7307,1.0233,0.9642
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.013,0.9547
