@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.06383
composed-25-10-20-0_ext.xml.minion.gz,1,0.133333
composed-25-10-20-1_ext.xml.minion.gz,1,0.12381
composed-25-10-20-2_ext.xml.minion.gz,1,0.114286
composed-25-10-20-3_ext.xml.minion.gz,1,0.12381
composed-25-10-20-4_ext.xml.minion.gz,1,0.114286
composed-25-10-20-5_ext.xml.minion.gz,1,0.114286
composed-25-10-20-6_ext.xml.minion.gz,1,0.114286
composed-25-10-20-7_ext.xml.minion.gz,1,0.12381
composed-25-10-20-8_ext.xml.minion.gz,1,0.114286
composed-25-10-20-9_ext.xml.minion.gz,1,0.12381
composed-25-1-2-0_ext.xml.minion.gz,1,0.424242
composed-25-1-2-1_ext.xml.minion.gz,1,0.393939
composed-25-1-2-2_ext.xml.minion.gz,1,0.363636
composed-25-1-2-3_ext.xml.minion.gz,1,0.393939
composed-25-1-2-4_ext.xml.minion.gz,1,0.363636
composed-25-1-25-0_ext.xml.minion.gz,1,0.424242
composed-25-1-25-1_ext.xml.minion.gz,1,0.393939
composed-25-1-25-2_ext.xml.minion.gz,1,0.363636
composed-25-1-25-3_ext.xml.minion.gz,1,0.393939
composed-25-1-25-4_ext.xml.minion.gz,1,0.363636
composed-25-1-25-5_ext.xml.minion.gz,1,0.363636
composed-25-1-25-6_ext.xml.minion.gz,1,0.363636
composed-25-1-25-7_ext.xml.minion.gz,1,0.393939
composed-25-1-25-8_ext.xml.minion.gz,1,0.363636
composed-25-1-25-9_ext.xml.minion.gz,1,0.393939
composed-25-1-2-5_ext.xml.minion.gz,1,0.363636
composed-25-1-2-6_ext.xml.minion.gz,1,0.363636
composed-25-1-2-7_ext.xml.minion.gz,1,0.393939
composed-25-1-2-8_ext.xml.minion.gz,1,0.363636
composed-25-1-2-9_ext.xml.minion.gz,1,0.393939
composed-25-1-40-0_ext.xml.minion.gz,1,0.424242
composed-25-1-40-1_ext.xml.minion.gz,1,0.393939
composed-25-1-40-2_ext.xml.minion.gz,1,0.363636
composed-25-1-40-3_ext.xml.minion.gz,1,0.393939
composed-25-1-40-4_ext.xml.minion.gz,1,0.363636
composed-25-1-40-5_ext.xml.minion.gz,1,0.363636
composed-25-1-40-6_ext.xml.minion.gz,1,0.363636
composed-25-1-40-7_ext.xml.minion.gz,1,0.393939
composed-25-1-40-8_ext.xml.minion.gz,1,0.363636
composed-25-1-40-9_ext.xml.minion.gz,1,0.393939
composed-25-1-80-0_ext.xml.minion.gz,1,0.424242
composed-25-1-80-1_ext.xml.minion.gz,1,0.424242
composed-25-1-80-2_ext.xml.minion.gz,1,0.424242
composed-25-1-80-3_ext.xml.minion.gz,1,0.454545
composed-25-1-80-4_ext.xml.minion.gz,1,0.393939
composed-25-1-80-5_ext.xml.minion.gz,1,0.393939
composed-25-1-80-6_ext.xml.minion.gz,1,0.424242
composed-25-1-80-7_ext.xml.minion.gz,1,0.424242
composed-25-1-80-8_ext.xml.minion.gz,1,0.393939
composed-25-1-80-9_ext.xml.minion.gz,1,0.393939
composed-75-1-2-0_ext.xml.minion.gz,1,0.13253
composed-75-1-2-1_ext.xml.minion.gz,1,0.13253
composed-75-1-2-2_ext.xml.minion.gz,1,0.13253
composed-75-1-2-3_ext.xml.minion.gz,1,0.144578
composed-75-1-2-4_ext.xml.minion.gz,1,0.144578
composed-75-1-25-0_ext.xml.minion.gz,1,0.13253
composed-75-1-25-1_ext.xml.minion.gz,1,0.13253
composed-75-1-25-2_ext.xml.minion.gz,1,0.13253
composed-75-1-25-3_ext.xml.minion.gz,1,0.144578
composed-75-1-25-4_ext.xml.minion.gz,1,0.144578
composed-75-1-25-5_ext.xml.minion.gz,1,0.13253
composed-75-1-25-6_ext.xml.minion.gz,1,0.13253
composed-75-1-25-7_ext.xml.minion.gz,1,0.13253
composed-75-1-25-8_ext.xml.minion.gz,1,0.13253
composed-75-1-25-9_ext.xml.minion.gz,1,0.13253
composed-75-1-2-5_ext.xml.minion.gz,1,0.13253
composed-75-1-2-6_ext.xml.minion.gz,1,0.13253
composed-75-1-2-7_ext.xml.minion.gz,1,0.13253
composed-75-1-2-8_ext.xml.minion.gz,1,0.13253
composed-75-1-2-9_ext.xml.minion.gz,1,0.13253
composed-75-1-40-0_ext.xml.minion.gz,1,0.13253
composed-75-1-40-1_ext.xml.minion.gz,1,0.13253
composed-75-1-40-2_ext.xml.minion.gz,1,0.13253
composed-75-1-40-3_ext.xml.minion.gz,1,0.144578
composed-75-1-40-4_ext.xml.minion.gz,1,0.144578
composed-75-1-40-5_ext.xml.minion.gz,1,0.13253
composed-75-1-40-6_ext.xml.minion.gz,1,0.13253
composed-75-1-40-7_ext.xml.minion.gz,1,0.13253
composed-75-1-40-8_ext.xml.minion.gz,1,0.13253
composed-75-1-40-9_ext.xml.minion.gz,1,0.13253
composed-75-1-80-0_ext.xml.minion.gz,1,0.144578
composed-75-1-80-1_ext.xml.minion.gz,1,0.13253
composed-75-1-80-2_ext.xml.minion.gz,1,0.144578
composed-75-1-80-3_ext.xml.minion.gz,1,0.144578
composed-75-1-80-4_ext.xml.minion.gz,1,0.144578
composed-75-1-80-5_ext.xml.minion.gz,1,0.13253
composed-75-1-80-6_ext.xml.minion.gz,1,0.144578
composed-75-1-80-7_ext.xml.minion.gz,1,0.144578
composed-75-1-80-8_ext.xml.minion.gz,1,0.144578
composed-75-1-80-9_ext.xml.minion.gz,1,0.144578
costasArray-10.xml.minion.convert.minion,1,0.185185
costasArray-11.xml.minion.convert.minion,1,0.169231
costasArray-12.xml.minion.convert.minion,1,0.155844
costasArray-13.xml.minion.convert.minion,1,0.144444
costasArray-14.xml.minion.convert.minion,1,0.134615
costasArray-15.xml.minion.convert.minion,1,0.12605
costasArray-16.xml.minion.convert.minion,1,0.118519
costasArray-17.xml.minion.convert.minion,1,0.111842
costasArray-18.xml.minion.convert.minion,1,0.105882
costasArray-19.xml.minion.convert.minion,1,0.100529
costasArray-20.xml.minion.convert.minion,1,0.095694
cril-0_ext.xml.minion.converted.minion,1,0.092593
cril-0_ext.xml.minion.converted.minion.gz,1,0.092593
cril-2_ext.xml.minion.converted.minion,1,0.067308
cril-3_ext.xml.minion.converted.minion,1,0.067308
cril-4_ext.xml.minion.converted.minion,1,0.977778
cril-5_ext.xml.minion.converted.minion,1,0.97619
cril-6_ext.xml.minion.converted.minion,1,0.305556
cril-6_ext.xml.minion.converted.minion.gz,1,0.305556
cril-7.ext.xml.minion.converted.minion,1,0.305556
cril-7.ext.xml.minion.converted.minion.gz,1,0.305556
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.469697
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.375661
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.605128
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.668421
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.472313
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.483108
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.58445
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.579088
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.600522
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.535632
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.479545
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.680899
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.070423
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.083056
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.095588
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.105413
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.129902
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.129902
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.084615
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.064
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.064
dubois-100_ext.xml.minion.converted.minion.gz,1,0.01
dubois-20_ext.xml.minion.converted.minion.gz,1,0.05
dubois-21_ext.xml.minion.converted.minion.gz,1,0.047619
dubois-22_ext.xml.minion.converted.minion.gz,1,0.045455
dubois-23_ext.xml.minion.converted.minion.gz,1,0.043478
dubois-24_ext.xml.minion.converted.minion.gz,1,0.041667
dubois-25_ext.xml.minion.converted.minion.gz,1,0.04
dubois-26_ext.xml.minion.converted.minion.gz,1,0.038462
dubois-27_ext.xml.minion.converted.minion.gz,1,0.037037
dubois-28_ext.xml.minion.converted.minion.gz,1,0.035714
dubois-29_ext.xml.minion.converted.minion.gz,1,0.034483
dubois-30_ext.xml.minion.converted.minion.gz,1,0.033333
dubois-50_ext.xml.minion.converted.minion.gz,1,0.02
ehi-85-297-0_ext.xml.minion.gz,1,0.077441
ehi-85-297-10_ext.xml.minion.gz,1,0.074074
ehi-85-297-11_ext.xml.minion.gz,1,0.070707
ehi-85-297-12_ext.xml.minion.gz,1,0.077441
ehi-85-297-13_ext.xml.minion.gz,1,0.070707
ehi-85-297-14_ext.xml.minion.gz,1,0.074074
ehi-85-297-15_ext.xml.minion.gz,1,0.077441
ehi-85-297-16_ext.xml.minion.gz,1,0.080808
ehi-85-297-17_ext.xml.minion.gz,1,0.077441
ehi-85-297-18_ext.xml.minion.gz,1,0.077441
ehi-85-297-19_ext.xml.minion.gz,1,0.080808
ehi-85-297-1_ext.xml.minion.gz,1,0.080808
ehi-85-297-20_ext.xml.minion.gz,1,0.074074
ehi-85-297-21_ext.xml.minion.gz,1,0.077441
ehi-85-297-22_ext.xml.minion.gz,1,0.077441
ehi-85-297-23_ext.xml.minion.gz,1,0.077441
ehi-85-297-24_ext.xml.minion.gz,1,0.074074
ehi-85-297-25_ext.xml.minion.gz,1,0.074074
ehi-85-297-26_ext.xml.minion.gz,1,0.070707
ehi-85-297-27_ext.xml.minion.gz,1,0.070707
ehi-85-297-28_ext.xml.minion.gz,1,0.070707
ehi-85-297-29_ext.xml.minion.gz,1,0.074074
ehi-85-297-2_ext.xml.minion.gz,1,0.070707
ehi-85-297-30_ext.xml.minion.gz,1,0.080808
ehi-85-297-31_ext.xml.minion.gz,1,0.070707
ehi-85-297-32_ext.xml.minion.gz,1,0.080808
ehi-85-297-33_ext.xml.minion.gz,1,0.074074
ehi-85-297-34_ext.xml.minion.gz,1,0.074074
ehi-85-297-35_ext.xml.minion.gz,1,0.074074
ehi-85-297-36_ext.xml.minion.gz,1,0.074074
ehi-85-297-37_ext.xml.minion.gz,1,0.077441
ehi-85-297-38_ext.xml.minion.gz,1,0.077441
ehi-85-297-39_ext.xml.minion.gz,1,0.077441
ehi-85-297-3_ext.xml.minion.gz,1,0.070707
ehi-85-297-40_ext.xml.minion.gz,1,0.077441
ehi-85-297-41_ext.xml.minion.gz,1,0.070707
ehi-85-297-42_ext.xml.minion.gz,1,0.077441
ehi-85-297-43_ext.xml.minion.gz,1,0.077441
ehi-85-297-44_ext.xml.minion.gz,1,0.077441
ehi-85-297-45_ext.xml.minion.gz,1,0.074074
ehi-85-297-46_ext.xml.minion.gz,1,0.074074
ehi-85-297-47_ext.xml.minion.gz,1,0.074074
ehi-85-297-48_ext.xml.minion.gz,1,0.070707
ehi-85-297-49_ext.xml.minion.gz,1,0.070707
ehi-85-297-4_ext.xml.minion.gz,1,0.077441
ehi-85-297-50_ext.xml.minion.gz,1,0.077441
ehi-85-297-51_ext.xml.minion.gz,1,0.074074
ehi-85-297-52_ext.xml.minion.gz,1,0.077441
ehi-85-297-53_ext.xml.minion.gz,1,0.074074
ehi-85-297-54_ext.xml.minion.gz,1,0.074074
ehi-85-297-55_ext.xml.minion.gz,1,0.077441
ehi-85-297-56_ext.xml.minion.gz,1,0.074074
ehi-85-297-57_ext.xml.minion.gz,1,0.077441
ehi-85-297-58_ext.xml.minion.gz,1,0.077441
ehi-85-297-59_ext.xml.minion.gz,1,0.070707
ehi-85-297-5_ext.xml.minion.gz,1,0.077441
ehi-85-297-60_ext.xml.minion.gz,1,0.074074
ehi-85-297-61_ext.xml.minion.gz,1,0.077441
ehi-85-297-62_ext.xml.minion.gz,1,0.074074
ehi-85-297-63_ext.xml.minion.gz,1,0.077441
ehi-85-297-64_ext.xml.minion.gz,1,0.074074
ehi-85-297-65_ext.xml.minion.gz,1,0.077441
ehi-85-297-66_ext.xml.minion.gz,1,0.077441
ehi-85-297-67_ext.xml.minion.gz,1,0.074074
ehi-85-297-68_ext.xml.minion.gz,1,0.077441
ehi-85-297-69_ext.xml.minion.gz,1,0.074074
ehi-85-297-6_ext.xml.minion.gz,1,0.070707
ehi-85-297-70_ext.xml.minion.gz,1,0.074074
ehi-85-297-71_ext.xml.minion.gz,1,0.070707
ehi-85-297-72_ext.xml.minion.gz,1,0.074074
ehi-85-297-73_ext.xml.minion.gz,1,0.074074
ehi-85-297-74_ext.xml.minion.gz,1,0.077441
ehi-85-297-75_ext.xml.minion.gz,1,0.070707
ehi-85-297-76_ext.xml.minion.gz,1,0.074074
ehi-85-297-77_ext.xml.minion.gz,1,0.074074
ehi-85-297-78_ext.xml.minion.gz,1,0.080808
ehi-85-297-79_ext.xml.minion.gz,1,0.070707
ehi-85-297-7_ext.xml.minion.gz,1,0.070707
ehi-85-297-80_ext.xml.minion.gz,1,0.077441
ehi-85-297-81_ext.xml.minion.gz,1,0.074074
ehi-85-297-82_ext.xml.minion.gz,1,0.077441
ehi-85-297-83_ext.xml.minion.gz,1,0.074074
ehi-85-297-84_ext.xml.minion.gz,1,0.074074
ehi-85-297-85_ext.xml.minion.gz,1,0.074074
ehi-85-297-86_ext.xml.minion.gz,1,0.070707
ehi-85-297-87_ext.xml.minion.gz,1,0.077441
ehi-85-297-88_ext.xml.minion.gz,1,0.080808
ehi-85-297-89_ext.xml.minion.gz,1,0.074074
ehi-85-297-8_ext.xml.minion.gz,1,0.077441
ehi-85-297-90_ext.xml.minion.gz,1,0.074074
ehi-85-297-91_ext.xml.minion.gz,1,0.077441
ehi-85-297-92_ext.xml.minion.gz,1,0.077441
ehi-85-297-93_ext.xml.minion.gz,1,0.074074
ehi-85-297-94_ext.xml.minion.gz,1,0.070707
ehi-85-297-95_ext.xml.minion.gz,1,0.074074
ehi-85-297-96_ext.xml.minion.gz,1,0.077441
ehi-85-297-97_ext.xml.minion.gz,1,0.074074
ehi-85-297-98_ext.xml.minion.gz,1,0.074074
ehi-85-297-99_ext.xml.minion.gz,1,0.077441
ehi-85-297-9_ext.xml.minion.gz,1,0.074074
ehi-90-315-0_ext.xml.minion.gz,1,0.066667
ehi-90-315-10_ext.xml.minion.gz,1,0.069841
ehi-90-315-11_ext.xml.minion.gz,1,0.069841
ehi-90-315-12_ext.xml.minion.gz,1,0.069841
ehi-90-315-13_ext.xml.minion.gz,1,0.069841
ehi-90-315-14_ext.xml.minion.gz,1,0.066667
ehi-90-315-15_ext.xml.minion.gz,1,0.073016
ehi-90-315-16_ext.xml.minion.gz,1,0.073016
ehi-90-315-17_ext.xml.minion.gz,1,0.073016
ehi-90-315-18_ext.xml.minion.gz,1,0.07619
ehi-90-315-19_ext.xml.minion.gz,1,0.07619
ehi-90-315-1_ext.xml.minion.gz,1,0.073016
ehi-90-315-20_ext.xml.minion.gz,1,0.066667
ehi-90-315-21_ext.xml.minion.gz,1,0.073016
ehi-90-315-22_ext.xml.minion.gz,1,0.066667
ehi-90-315-23_ext.xml.minion.gz,1,0.07619
ehi-90-315-24_ext.xml.minion.gz,1,0.073016
ehi-90-315-25_ext.xml.minion.gz,1,0.073016
ehi-90-315-26_ext.xml.minion.gz,1,0.069841
ehi-90-315-27_ext.xml.minion.gz,1,0.073016
ehi-90-315-28_ext.xml.minion.gz,1,0.069841
ehi-90-315-29_ext.xml.minion.gz,1,0.069841
ehi-90-315-2_ext.xml.minion.gz,1,0.069841
ehi-90-315-30_ext.xml.minion.gz,1,0.069841
ehi-90-315-31_ext.xml.minion.gz,1,0.073016
ehi-90-315-32_ext.xml.minion.gz,1,0.07619
ehi-90-315-33_ext.xml.minion.gz,1,0.07619
ehi-90-315-34_ext.xml.minion.gz,1,0.069841
ehi-90-315-35_ext.xml.minion.gz,1,0.069841
ehi-90-315-36_ext.xml.minion.gz,1,0.069841
ehi-90-315-37_ext.xml.minion.gz,1,0.069841
ehi-90-315-38_ext.xml.minion.gz,1,0.07619
ehi-90-315-39_ext.xml.minion.gz,1,0.07619
ehi-90-315-3_ext.xml.minion.gz,1,0.066667
ehi-90-315-40_ext.xml.minion.gz,1,0.073016
ehi-90-315-41_ext.xml.minion.gz,1,0.069841
ehi-90-315-42_ext.xml.minion.gz,1,0.069841
ehi-90-315-43_ext.xml.minion.gz,1,0.069841
ehi-90-315-44_ext.xml.minion.gz,1,0.073016
ehi-90-315-45_ext.xml.minion.gz,1,0.073016
ehi-90-315-46_ext.xml.minion.gz,1,0.073016
ehi-90-315-47_ext.xml.minion.gz,1,0.069841
ehi-90-315-48_ext.xml.minion.gz,1,0.069841
ehi-90-315-49_ext.xml.minion.gz,1,0.069841
ehi-90-315-4_ext.xml.minion.gz,1,0.069841
ehi-90-315-50_ext.xml.minion.gz,1,0.069841
ehi-90-315-51_ext.xml.minion.gz,1,0.069841
ehi-90-315-52_ext.xml.minion.gz,1,0.066667
ehi-90-315-53_ext.xml.minion.gz,1,0.069841
ehi-90-315-54_ext.xml.minion.gz,1,0.069841
ehi-90-315-55_ext.xml.minion.gz,1,0.07619
ehi-90-315-56_ext.xml.minion.gz,1,0.069841
ehi-90-315-57_ext.xml.minion.gz,1,0.073016
ehi-90-315-58_ext.xml.minion.gz,1,0.07619
ehi-90-315-59_ext.xml.minion.gz,1,0.066667
ehi-90-315-5_ext.xml.minion.gz,1,0.073016
ehi-90-315-60_ext.xml.minion.gz,1,0.069841
ehi-90-315-61_ext.xml.minion.gz,1,0.07619
ehi-90-315-62_ext.xml.minion.gz,1,0.069841
ehi-90-315-63_ext.xml.minion.gz,1,0.073016
ehi-90-315-64_ext.xml.minion.gz,1,0.073016
ehi-90-315-65_ext.xml.minion.gz,1,0.073016
ehi-90-315-66_ext.xml.minion.gz,1,0.07619
ehi-90-315-67_ext.xml.minion.gz,1,0.066667
ehi-90-315-68_ext.xml.minion.gz,1,0.079365
ehi-90-315-69_ext.xml.minion.gz,1,0.073016
ehi-90-315-6_ext.xml.minion.gz,1,0.066667
ehi-90-315-70_ext.xml.minion.gz,1,0.07619
ehi-90-315-71_ext.xml.minion.gz,1,0.066667
ehi-90-315-72_ext.xml.minion.gz,1,0.069841
ehi-90-315-73_ext.xml.minion.gz,1,0.069841
ehi-90-315-74_ext.xml.minion.gz,1,0.073016
ehi-90-315-75_ext.xml.minion.gz,1,0.066667
ehi-90-315-76_ext.xml.minion.gz,1,0.069841
ehi-90-315-77_ext.xml.minion.gz,1,0.073016
ehi-90-315-78_ext.xml.minion.gz,1,0.073016
ehi-90-315-79_ext.xml.minion.gz,1,0.069841
ehi-90-315-7_ext.xml.minion.gz,1,0.069841
ehi-90-315-80_ext.xml.minion.gz,1,0.073016
ehi-90-315-81_ext.xml.minion.gz,1,0.073016
ehi-90-315-82_ext.xml.minion.gz,1,0.069841
ehi-90-315-83_ext.xml.minion.gz,1,0.07619
ehi-90-315-84_ext.xml.minion.gz,1,0.069841
ehi-90-315-85_ext.xml.minion.gz,1,0.073016
ehi-90-315-86_ext.xml.minion.gz,1,0.066667
ehi-90-315-87_ext.xml.minion.gz,1,0.073016
ehi-90-315-88_ext.xml.minion.gz,1,0.069841
ehi-90-315-89_ext.xml.minion.gz,1,0.07619
ehi-90-315-8_ext.xml.minion.gz,1,0.069841
ehi-90-315-90_ext.xml.minion.gz,1,0.073016
ehi-90-315-91_ext.xml.minion.gz,1,0.066667
ehi-90-315-92_ext.xml.minion.gz,1,0.069841
ehi-90-315-93_ext.xml.minion.gz,1,0.069841
ehi-90-315-94_ext.xml.minion.gz,1,0.069841
ehi-90-315-95_ext.xml.minion.gz,1,0.069841
ehi-90-315-96_ext.xml.minion.gz,1,0.073016
ehi-90-315-97_ext.xml.minion.gz,1,0.066667
ehi-90-315-98_ext.xml.minion.gz,1,0.066667
ehi-90-315-99_ext.xml.minion.gz,1,0.073016
ehi-90-315-9_ext.xml.minion.gz,1,0.069841
frb30-15-1-mgd_ext.xml.minion.gz,1,0.366667
frb30-15-2-mgd_ext.xml.minion.gz,1,0.366667
frb30-15-3-mgd_ext.xml.minion.gz,1,0.366667
frb30-15-4-mgd_ext.xml.minion.gz,1,0.366667
frb30-15-5-mgd_ext.xml.minion.gz,1,0.333333
frb35-17-1-mgd_ext.xml.minion.gz,1,0.314286
frb35-17-2-mgd_ext.xml.minion.gz,1,0.314286
frb35-17-3-mgd_ext.xml.minion.gz,1,0.314286
frb35-17-4-mgd_ext.xml.minion.gz,1,0.314286
frb35-17-5-mgd_ext.xml.minion.gz,1,0.314286
frb40-19-1-mgd_ext.xml.minion.gz,1,0.275
frb40-19-2-mgd_ext.xml.minion.gz,1,0.3
frb40-19-3-mgd_ext.xml.minion.gz,1,0.3
frb40-19-4-mgd_ext.xml.minion.gz,1,0.3
frb40-19-5-mgd_ext.xml.minion.gz,1,0.3
frb45-21-1-mgd_ext.xml.minion.gz,1,0.288889
frb45-21-2-mgd_ext.xml.minion.gz,1,0.288889
frb45-21-3-mgd_ext.xml.minion.gz,1,0.288889
frb45-21-4-mgd_ext.xml.minion.gz,1,0.266667
frb45-21-5-mgd_ext.xml.minion.gz,1,0.266667
frb50-23-1-mgd_ext.xml.minion.gz,1,0.24
frb50-23-2-mgd_ext.xml.minion.gz,1,0.26
frb50-23-3-mgd_ext.xml.minion.gz,1,0.28
frb50-23-4-mgd_ext.xml.minion.gz,1,0.26
frb50-23-5-mgd_ext.xml.minion.gz,1,0.26
frb53-24-1-mgd_ext.xml.minion.gz,1,0.245283
frb53-24-2-mgd_ext.xml.minion.gz,1,0.264151
frb53-24-3-mgd_ext.xml.minion.gz,1,0.245283
frb53-24-4-mgd_ext.xml.minion.gz,1,0.245283
frb53-24-5-mgd_ext.xml.minion.gz,1,0.245283
frb56-25-1-mgd_ext.xml.minion.gz,1,0.232143
frb56-25-2-mgd_ext.xml.minion.gz,1,0.232143
frb56-25-3-mgd_ext.xml.minion.gz,1,0.232143
frb56-25-4-mgd_ext.xml.minion.gz,1,0.25
frb56-25-5-mgd_ext.xml.minion.gz,1,0.232143
frb59-26-1-mgd_ext.xml.minion.gz,1,0.237288
frb59-26-2-mgd_ext.xml.minion.gz,1,0.237288
frb59-26-3-mgd_ext.xml.minion.gz,1,0.237288
frb59-26-4-mgd_ext.xml.minion.gz,1,0.237288
frb59-26-5-mgd_ext.xml.minion.gz,1,0.220339
geo50-20-d4-75-100_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-10_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-11_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-12_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-13_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-14_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-15_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-16_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-17_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-18_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-19_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-1_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-20_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-21_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-22_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-23_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-24_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-25_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-26_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-27_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-28_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-29_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-2_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-30_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-31_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-32_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-33_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-34_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-35_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-36_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-37_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-38_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-39_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-3_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-40_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-41_ext.xml.minion.gz,1,0.32
geo50-20-d4-75-42_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-43_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-44_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-45_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-46_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-47_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-48_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-49_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-4_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-50_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-51_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-52_ext.xml.minion.gz,1,0.32
geo50-20-d4-75-53_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-54_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-55_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-56_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-57_ext.xml.minion.gz,1,0.34
geo50-20-d4-75-58_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-59_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-5_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-60_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-61_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-62_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-63_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-64_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-65_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-66_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-67_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-68_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-69_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-6_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-70_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-71_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-72_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-73_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-74_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-75_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-76_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-77_ext.xml.minion.gz,1,0.28
