@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
composed-75-1-40-4_ext.xml.minion.gz,1,0.144578,0.711279,0.228916,0.192771,160.944109,15.951807,141
composed-75-1-40-5_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,161.626888,15.951807,143
composed-75-1-40-6_ext.xml.minion.gz,1,0.13253,0.711279,0.240964,0.192771,161.55136,15.951807,143
composed-75-1-40-7_ext.xml.minion.gz,1,0.13253,0.711279,0.216867,0.192771,160.702417,15.951807,141
composed-75-1-40-8_ext.xml.minion.gz,1,0.13253,0.711279,0.289157,0.192771,160.57855,15.951807,142
composed-75-1-40-9_ext.xml.minion.gz,1,0.13253,0.711279,0.26506,0.192771,160.432024,15.951807,142
composed-75-1-80-0_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,153.69943,16.915663,139
composed-75-1-80-1_ext.xml.minion.gz,1,0.13253,0.709026,0.289157,0.204819,154.625356,16.915663,140
composed-75-1-80-2_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.122507,16.915663,139
composed-75-1-80-3_ext.xml.minion.gz,1,0.144578,0.709026,0.253012,0.204819,154.324786,16.915663,140
composed-75-1-80-4_ext.xml.minion.gz,1,0.144578,0.709026,0.228916,0.204819,154.62963,16.915663,140
composed-75-1-80-5_ext.xml.minion.gz,1,0.13253,0.709026,0.26506,0.204819,155.324786,16.915663,141
composed-75-1-80-6_ext.xml.minion.gz,1,0.144578,0.709026,0.240964,0.192771,155.202279,16.915663,141
composed-75-1-80-7_ext.xml.minion.gz,1,0.144578,0.709026,0.216867,0.204819,154.403134,16.915663,140
composed-75-1-80-8_ext.xml.minion.gz,1,0.144578,0.709026,0.289157,0.204819,154.324786,16.915663,140
composed-75-1-80-9_ext.xml.minion.gz,1,0.144578,0.709026,0.26506,0.204819,154.126781,16.915663,140
costasArray-10.xml.minion.convert.minion,1,0.185185,0.913618,0.185185,0.157407,353.884892,6.666667,58
costasArray-11.xml.minion.convert.minion,1,0.169231,0.913037,0.169231,0.138462,357.735294,6.784615,56
costasArray-12.xml.minion.convert.minion,1,0.155844,0.912557,0.155844,0.12987,321.970588,6.883117,43
costasArray-13.xml.minion.convert.minion,1,0.144444,0.912154,0.144444,0.122222,340.298755,6.966667,37
costasArray-14.xml.minion.convert.minion,1,0.134615,0.91181,0.134615,0.105769,361.576512,7.038462,45
costasArray-15.xml.minion.convert.minion,1,0.12605,0.911513,0.12605,0.10084,338.407407,7.10084,41
costasArray-16.xml.minion.convert.minion,1,0.118519,0.911254,0.118519,0.096296,352.405405,7.155556,38
costasArray-17.xml.minion.convert.minion,1,0.111842,0.911026,0.111842,0.085526,356.236277,7.203947,27
costasArray-18.xml.minion.convert.minion,1,0.105882,0.910824,0.105882,0.082353,342.036093,7.247059,25
costasArray-19.xml.minion.convert.minion,1,0.100529,0.910643,0.100529,0.079365,345.31749,7.285714,22
costasArray-20.xml.minion.convert.minion,1,0.095694,0.910481,0.095694,0.076555,332.133562,7.320574,19
cril-0_ext.xml.minion.converted.minion,1,0.092593,0.863237,0.185185,0.083333,758.702703,1.981481,654
cril-0_ext.xml.minion.converted.minion.gz,1,0.092593,0.863237,0.185185,0.083333,758.702703,1.981481,654
cril-2_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.144231,0.096154,161.174213,19.538462,148
cril-3_ext.xml.minion.converted.minion,1,0.067308,0.694066,0.134615,0.096154,161.223425,19.538462,148
cril-4_ext.xml.minion.converted.minion,1,0.977778,0.679827,0.977778,0.977778,52.512121,44,35
cril-5_ext.xml.minion.converted.minion,1,0.97619,0.701098,0.97619,0.97619,53.436702,41,7
cril-6_ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556,147.03268,9,96
cril-6_ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556,147.03268,9,96
cril-7.ext.xml.minion.converted.minion,1,0.305556,0.758096,0.305556,0.305556,146.745098,9,96
cril-7.ext.xml.minion.converted.minion.gz,1,0.305556,0.758096,0.305556,0.305556,146.745098,9,96
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.469697,0.409362,0.668831,0.512987,73.938639,48.38961,0
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.375661,0.517084,0.656085,0.481481,113.362702,29.259259,0
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.605128,0.501525,0.805128,0.646154,126.137566,28.307692,0
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.668421,0.457273,0.831579,0.773684,74.294606,42.842105,0
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.472313,0.431995,0.7557,0.52443,81.986004,45.127036,0
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.483108,0.44986,0.702703,0.550676,56.152118,56.27027,0
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.58445,0.413691,0.788204,0.589812,59.596179,56.49866,0
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.579088,0.400035,0.820375,0.579088,54.877034,64.820375,0
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.600522,0.39196,0.796345,0.600522,71.182451,53.968668,0
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.535632,0.395567,0.850575,0.535632,40.68925,83.544828,0
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.479545,0.408447,0.793182,0.584091,51.572496,65.409091,0
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.680899,0.364666,0.85618,0.680899,38.075906,97.739326,0
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.070423,0.786962,0.098592,0.084507,223.156682,6.112676,91
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.083056,0.748506,0.152824,0.083056,224.224414,26.943522,81
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.095588,0.744188,0.194853,0.091912,221.995356,28.5,93
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.105413,0.743866,0.202279,0.091168,227.91641,35.173789,90
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049,239.019526,45.691176,100
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.129902,0.738949,0.205882,0.10049,238.755713,45.691176,100
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.084615,0.743583,0.146154,0.072308,241.366883,53.683077,92
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096,263,11.776,263
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096,184,11.776,184
dubois-100_ext.xml.minion.converted.minion.gz,1,0.01,0.793763,0.013333,0.013333,500.99,2,501
dubois-20_ext.xml.minion.converted.minion.gz,1,0.05,0.795234,0.066667,0.066667,500.95,2,501
dubois-21_ext.xml.minion.converted.minion.gz,1,0.047619,0.795147,0.063492,0.063492,500.952381,2,501
dubois-22_ext.xml.minion.converted.minion.gz,1,0.045455,0.795069,0.060606,0.060606,500.954545,2,501
dubois-23_ext.xml.minion.converted.minion.gz,1,0.043478,0.794997,0.057971,0.057971,500.956522,2,501
dubois-24_ext.xml.minion.converted.minion.gz,1,0.041667,0.794931,0.055556,0.055556,500.958333,2,501
dubois-25_ext.xml.minion.converted.minion.gz,1,0.04,0.79487,0.053333,0.053333,500.96,2,501
dubois-26_ext.xml.minion.converted.minion.gz,1,0.038462,0.794814,0.051282,0.051282,500.961538,2,501
dubois-27_ext.xml.minion.converted.minion.gz,1,0.037037,0.794761,0.049383,0.049383,500.962963,2,501
dubois-28_ext.xml.minion.converted.minion.gz,1,0.035714,0.794713,0.047619,0.047619,500.964286,2,501
dubois-29_ext.xml.minion.converted.minion.gz,1,0.034483,0.794668,0.045977,0.045977,500.965517,2,501
dubois-30_ext.xml.minion.converted.minion.gz,1,0.033333,0.794626,0.044444,0.044444,500.966667,2,501
dubois-50_ext.xml.minion.converted.minion.gz,1,0.02,0.794134,0.026667,0.026667,500.98,2,501
ehi-85-297-0_ext.xml.minion.gz,1,0.077441,0.840488,0.097643,0.094276,508.325598,27.569024,485
ehi-85-297-10_ext.xml.minion.gz,1,0.074074,0.840238,0.10101,0.094276,508.254758,27.59596,485
ehi-85-297-11_ext.xml.minion.gz,1,0.070707,0.840263,0.10101,0.094276,508.336098,27.609428,485
ehi-85-297-12_ext.xml.minion.gz,1,0.077441,0.840458,0.097643,0.094276,508.496463,27.602694,485
ehi-85-297-13_ext.xml.minion.gz,1,0.070707,0.840188,0.097643,0.094276,508.506826,27.622896,485
ehi-85-297-14_ext.xml.minion.gz,1,0.074074,0.840405,0.10101,0.094276,507.680126,27.683502,485
ehi-85-297-15_ext.xml.minion.gz,1,0.077441,0.840504,0.097643,0.094276,505.544883,27.83165,485
ehi-85-297-16_ext.xml.minion.gz,1,0.080808,0.840441,0.10101,0.094276,507.866748,27.643098,485
ehi-85-297-17_ext.xml.minion.gz,1,0.077441,0.840396,0.097643,0.094276,507.86982,27.622896,485
ehi-85-297-18_ext.xml.minion.gz,1,0.077441,0.840475,0.10101,0.094276,506.698544,27.744108,485
ehi-85-297-19_ext.xml.minion.gz,1,0.080808,0.840481,0.10101,0.094276,507.163672,27.73064,485
ehi-85-297-1_ext.xml.minion.gz,1,0.080808,0.839991,0.10101,0.094276,508.037938,27.690236,485
ehi-85-297-20_ext.xml.minion.gz,1,0.074074,0.840528,0.10101,0.094276,507.918656,27.649832,485
ehi-85-297-21_ext.xml.minion.gz,1,0.077441,0.840072,0.10101,0.094276,508.800634,27.59596,485
ehi-85-297-22_ext.xml.minion.gz,1,0.077441,0.840499,0.10101,0.094276,507.996104,27.656566,485
ehi-85-297-23_ext.xml.minion.gz,1,0.077441,0.840477,0.10101,0.094276,506.802957,27.784512,485
ehi-85-297-24_ext.xml.minion.gz,1,0.074074,0.840358,0.097643,0.094276,507.849939,27.643098,485
ehi-85-297-25_ext.xml.minion.gz,1,0.074074,0.84016,0.097643,0.094276,508.378326,27.589226,485
ehi-85-297-26_ext.xml.minion.gz,1,0.070707,0.840157,0.097643,0.094276,508.265968,27.622896,485
ehi-85-297-27_ext.xml.minion.gz,1,0.070707,0.840235,0.10101,0.094276,507.396602,27.744108,485
ehi-85-297-28_ext.xml.minion.gz,1,0.070707,0.840351,0.097643,0.094276,508.008537,27.609428,485
ehi-85-297-29_ext.xml.minion.gz,1,0.074074,0.840385,0.10101,0.094276,508.00219,27.676768,485
ehi-85-297-2_ext.xml.minion.gz,1,0.070707,0.840481,0.10101,0.094276,506.698301,27.744108,485
ehi-85-297-30_ext.xml.minion.gz,1,0.080808,0.840334,0.10101,0.094276,507.026935,27.750842,485
ehi-85-297-31_ext.xml.minion.gz,1,0.070707,0.840356,0.10101,0.094276,508.042195,27.609428,485
ehi-85-297-32_ext.xml.minion.gz,1,0.080808,0.840383,0.097643,0.094276,507.402623,27.73064,485
ehi-85-297-33_ext.xml.minion.gz,1,0.074074,0.840495,0.10101,0.094276,508.470445,27.569024,485
ehi-85-297-34_ext.xml.minion.gz,1,0.074074,0.840202,0.10101,0.094276,507.109706,27.683502,485
ehi-85-297-35_ext.xml.minion.gz,1,0.074074,0.840228,0.10101,0.094276,507.759854,27.676768,485
ehi-85-297-36_ext.xml.minion.gz,1,0.074074,0.840411,0.10101,0.094276,507.424508,27.69697,485
ehi-85-297-37_ext.xml.minion.gz,1,0.077441,0.840453,0.097643,0.094276,508.177691,27.589226,485
ehi-85-297-38_ext.xml.minion.gz,1,0.077441,0.840354,0.10101,0.094276,506.837136,27.744108,485
ehi-85-297-39_ext.xml.minion.gz,1,0.077441,0.840372,0.097643,0.094276,506.412648,27.791246,485
ehi-85-297-3_ext.xml.minion.gz,1,0.070707,0.840273,0.10101,0.094276,507.854953,27.670034,485
ehi-85-297-40_ext.xml.minion.gz,1,0.077441,0.840389,0.10101,0.094276,506.094271,27.858586,485
ehi-85-297-41_ext.xml.minion.gz,1,0.070707,0.840082,0.10101,0.094276,509.406411,27.521886,485
ehi-85-297-42_ext.xml.minion.gz,1,0.077441,0.840437,0.10101,0.094276,506.288792,27.818182,485
ehi-85-297-43_ext.xml.minion.gz,1,0.077441,0.840302,0.10101,0.094276,507.667477,27.683502,485
ehi-85-297-44_ext.xml.minion.gz,1,0.077441,0.840296,0.10101,0.094276,506.31477,27.811448,485
ehi-85-297-45_ext.xml.minion.gz,1,0.074074,0.840377,0.10101,0.094276,508.90651,27.515152,485
ehi-85-297-46_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,507.668615,27.656566,485
ehi-85-297-47_ext.xml.minion.gz,1,0.074074,0.83984,0.097643,0.094276,508.738728,27.62963,485
ehi-85-297-48_ext.xml.minion.gz,1,0.070707,0.840415,0.097643,0.094276,507.850195,27.690236,485
ehi-85-297-49_ext.xml.minion.gz,1,0.070707,0.840442,0.10101,0.094276,506.732299,27.771044,485
ehi-85-297-4_ext.xml.minion.gz,1,0.077441,0.840146,0.10101,0.094276,507.379461,27.737374,485
ehi-85-297-50_ext.xml.minion.gz,1,0.077441,0.840413,0.097643,0.094276,506.977157,27.710438,485
ehi-85-297-51_ext.xml.minion.gz,1,0.074074,0.840323,0.097643,0.094276,507.78973,27.670034,485
ehi-85-297-52_ext.xml.minion.gz,1,0.077441,0.840163,0.10101,0.094276,508.123231,27.59596,485
ehi-85-297-53_ext.xml.minion.gz,1,0.074074,0.84035,0.10101,0.094276,507.30034,27.690236,485
ehi-85-297-54_ext.xml.minion.gz,1,0.074074,0.84033,0.10101,0.094276,507.521432,27.649832,485
ehi-85-297-55_ext.xml.minion.gz,1,0.077441,0.840404,0.097643,0.094276,506.71075,27.750842,485
ehi-85-297-56_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,508.568991,27.622896,485
ehi-85-297-57_ext.xml.minion.gz,1,0.077441,0.84038,0.097643,0.094276,506.877764,27.710438,485
ehi-85-297-58_ext.xml.minion.gz,1,0.077441,0.840353,0.10101,0.094276,506.693185,27.76431,485
ehi-85-297-59_ext.xml.minion.gz,1,0.070707,0.840508,0.10101,0.094276,507.413785,27.649832,485
ehi-85-297-5_ext.xml.minion.gz,1,0.077441,0.840454,0.10101,0.094276,508.583699,27.59596,485
ehi-85-297-60_ext.xml.minion.gz,1,0.074074,0.840502,0.10101,0.094276,506.890507,27.737374,485
ehi-85-297-61_ext.xml.minion.gz,1,0.077441,0.840327,0.097643,0.094276,507.22233,27.744108,485
ehi-85-297-62_ext.xml.minion.gz,1,0.074074,0.840532,0.10101,0.094276,508.355837,27.62963,485
ehi-85-297-63_ext.xml.minion.gz,1,0.077441,0.840193,0.10101,0.094276,506.960922,27.744108,485
ehi-85-297-64_ext.xml.minion.gz,1,0.074074,0.84009,0.097643,0.094276,507.854364,27.69697,485
ehi-85-297-65_ext.xml.minion.gz,1,0.077441,0.840365,0.10101,0.094276,507.376093,27.717172,485
ehi-85-297-66_ext.xml.minion.gz,1,0.077441,0.840439,0.10101,0.094276,508.282301,27.622896,485
ehi-85-297-67_ext.xml.minion.gz,1,0.074074,0.840302,0.097643,0.094276,508.95752,27.582492,485
ehi-85-297-68_ext.xml.minion.gz,1,0.077441,0.840284,0.097643,0.094276,506.835676,27.784512,485
ehi-85-297-69_ext.xml.minion.gz,1,0.074074,0.840534,0.10101,0.094276,507.257414,27.703704,485
ehi-85-297-6_ext.xml.minion.gz,1,0.070707,0.840548,0.097643,0.094276,509.099485,27.481481,485
ehi-85-297-70_ext.xml.minion.gz,1,0.074074,0.840286,0.097643,0.094276,508.709362,27.548822,485
ehi-85-297-71_ext.xml.minion.gz,1,0.070707,0.840162,0.10101,0.094276,507.928224,27.676768,485
ehi-85-297-72_ext.xml.minion.gz,1,0.074074,0.840295,0.10101,0.094276,507.615702,27.703704,485
ehi-85-297-73_ext.xml.minion.gz,1,0.074074,0.840459,0.10101,0.094276,507.899708,27.6633,485
ehi-85-297-74_ext.xml.minion.gz,1,0.077441,0.840024,0.10101,0.094276,507.836536,27.683502,485
ehi-85-297-75_ext.xml.minion.gz,1,0.070707,0.840194,0.10101,0.094276,507.66845,27.683502,485
ehi-85-297-76_ext.xml.minion.gz,1,0.074074,0.840264,0.10101,0.094276,508.142788,27.636364,485
ehi-85-297-77_ext.xml.minion.gz,1,0.074074,0.840323,0.10101,0.094276,507.204275,27.723906,485
ehi-85-297-78_ext.xml.minion.gz,1,0.080808,0.840397,0.10101,0.094276,507.661223,27.62963,485
ehi-85-297-79_ext.xml.minion.gz,1,0.070707,0.840106,0.097643,0.094276,507.628439,27.656566,485
ehi-85-297-7_ext.xml.minion.gz,1,0.070707,0.840202,0.10101,0.094276,507.572853,27.683502,485
ehi-85-297-80_ext.xml.minion.gz,1,0.077441,0.840409,0.10101,0.094276,507.789294,27.676768,485
ehi-85-297-81_ext.xml.minion.gz,1,0.074074,0.840271,0.10101,0.094276,507.07339,27.710438,485
ehi-85-297-82_ext.xml.minion.gz,1,0.077441,0.840303,0.097643,0.094276,508.011441,27.6633,485
ehi-85-297-83_ext.xml.minion.gz,1,0.074074,0.840189,0.10101,0.094276,508.17858,27.602694,485
ehi-85-297-84_ext.xml.minion.gz,1,0.074074,0.840375,0.10101,0.094276,507.830941,27.683502,485
ehi-85-297-85_ext.xml.minion.gz,1,0.074074,0.840545,0.10101,0.094276,508.561446,27.56229,485
ehi-85-297-86_ext.xml.minion.gz,1,0.070707,0.840411,0.097643,0.094276,508.54521,27.555556,485
ehi-85-297-87_ext.xml.minion.gz,1,0.077441,0.840066,0.10101,0.094276,506.821463,27.79798,485
ehi-85-297-88_ext.xml.minion.gz,1,0.080808,0.840402,0.10101,0.094276,506.568342,27.737374,485
ehi-85-297-89_ext.xml.minion.gz,1,0.074074,0.840319,0.097643,0.094276,508.072506,27.676768,485
ehi-85-297-8_ext.xml.minion.gz,1,0.077441,0.839947,0.097643,0.094276,507.943796,27.676768,485
ehi-85-297-90_ext.xml.minion.gz,1,0.074074,0.840535,0.10101,0.094276,507.592025,27.69697,485
ehi-85-297-91_ext.xml.minion.gz,1,0.077441,0.840177,0.10101,0.094276,507.11257,27.69697,485
ehi-85-297-92_ext.xml.minion.gz,1,0.077441,0.840205,0.10101,0.094276,507.874087,27.649832,485
ehi-85-297-93_ext.xml.minion.gz,1,0.074074,0.840404,0.10101,0.094276,507.975639,27.643098,485
ehi-85-297-94_ext.xml.minion.gz,1,0.070707,0.840031,0.10101,0.094276,508.454656,27.622896,485
ehi-85-297-95_ext.xml.minion.gz,1,0.074074,0.840101,0.10101,0.094276,508.044369,27.622896,485
ehi-85-297-96_ext.xml.minion.gz,1,0.077441,0.840246,0.10101,0.094276,506.911386,27.737374,485
ehi-85-297-97_ext.xml.minion.gz,1,0.074074,0.840246,0.10101,0.094276,508.660806,27.575758,485
ehi-85-297-98_ext.xml.minion.gz,1,0.074074,0.840194,0.10101,0.094276,507.199564,27.771044,485
ehi-85-297-99_ext.xml.minion.gz,1,0.077441,0.840278,0.097643,0.094276,507.556015,27.710438,485
ehi-85-297-9_ext.xml.minion.gz,1,0.074074,0.840307,0.10101,0.094276,507.11559,27.73064,485
ehi-90-315-0_ext.xml.minion.gz,1,0.066667,0.840157,0.095238,0.088889,509.180981,27.574603,485
ehi-90-315-10_ext.xml.minion.gz,1,0.069841,0.840362,0.092063,0.088889,508.131343,27.650794,485
ehi-90-315-11_ext.xml.minion.gz,1,0.069841,0.840453,0.092063,0.088889,507.132235,27.752381,485
ehi-90-315-12_ext.xml.minion.gz,1,0.069841,0.839908,0.095238,0.088889,508.206912,27.739683,485
ehi-90-315-13_ext.xml.minion.gz,1,0.069841,0.840385,0.095238,0.088889,506.593031,27.879365,485
ehi-90-315-14_ext.xml.minion.gz,1,0.066667,0.840484,0.095238,0.088889,507.00891,27.790476,485
ehi-90-315-15_ext.xml.minion.gz,1,0.073016,0.840391,0.095238,0.088889,506.934946,27.815873,485
ehi-90-315-16_ext.xml.minion.gz,1,0.073016,0.840297,0.095238,0.088889,506.913986,27.828571,485
ehi-90-315-17_ext.xml.minion.gz,1,0.073016,0.840367,0.095238,0.088889,507.379058,27.771429,485
ehi-90-315-18_ext.xml.minion.gz,1,0.07619,0.840163,0.095238,0.088889,507.057078,27.809524,485
ehi-90-315-19_ext.xml.minion.gz,1,0.07619,0.840192,0.095238,0.088889,507.601922,27.752381,485
ehi-90-315-1_ext.xml.minion.gz,1,0.073016,0.84026,0.095238,0.088889,506.563127,27.860317,485
ehi-90-315-20_ext.xml.minion.gz,1,0.066667,0.8405,0.092063,0.088889,506.695593,27.803175,485
ehi-90-315-21_ext.xml.minion.gz,1,0.073016,0.840314,0.095238,0.088889,505.828168,27.860317,485
ehi-90-315-22_ext.xml.minion.gz,1,0.066667,0.840298,0.095238,0.088889,507.423306,27.733333,485
ehi-90-315-23_ext.xml.minion.gz,1,0.07619,0.840093,0.095238,0.088889,507.028571,27.777778,485
ehi-90-315-24_ext.xml.minion.gz,1,0.073016,0.840244,0.095238,0.088889,507.261763,27.796825,485
ehi-90-315-25_ext.xml.minion.gz,1,0.073016,0.840468,0.095238,0.088889,505.796044,27.92381,485
ehi-90-315-26_ext.xml.minion.gz,1,0.069841,0.840148,0.095238,0.088889,507.895423,27.746032,485
ehi-90-315-27_ext.xml.minion.gz,1,0.073016,0.840343,0.095238,0.088889,507.390718,27.771429,485
ehi-90-315-28_ext.xml.minion.gz,1,0.069841,0.840488,0.095238,0.088889,507.600824,27.739683,485
ehi-90-315-29_ext.xml.minion.gz,1,0.069841,0.839959,0.095238,0.088889,506.935418,27.822222,485
ehi-90-315-2_ext.xml.minion.gz,1,0.069841,0.840418,0.092063,0.088889,506.61456,27.822222,485
ehi-90-315-30_ext.xml.minion.gz,1,0.069841,0.840483,0.095238,0.088889,507.729959,27.720635,485
ehi-90-315-31_ext.xml.minion.gz,1,0.073016,0.840246,0.095238,0.088889,506.255348,27.898413,485
ehi-90-315-32_ext.xml.minion.gz,1,0.07619,0.84034,0.095238,0.088889,507.251142,27.809524,485
ehi-90-315-33_ext.xml.minion.gz,1,0.07619,0.840335,0.095238,0.088889,507.919322,27.701587,485
ehi-90-315-34_ext.xml.minion.gz,1,0.069841,0.840341,0.092063,0.088889,505.847153,27.873016,485
ehi-90-315-35_ext.xml.minion.gz,1,0.069841,0.840171,0.095238,0.088889,506.717381,27.834921,485
ehi-90-315-36_ext.xml.minion.gz,1,0.069841,0.84038,0.092063,0.088889,506.778209,27.796825,485
ehi-90-315-37_ext.xml.minion.gz,1,0.069841,0.84048,0.095238,0.088889,507,27.771429,485
ehi-90-315-38_ext.xml.minion.gz,1,0.07619,0.840403,0.095238,0.088889,506.664993,27.822222,485
ehi-90-315-39_ext.xml.minion.gz,1,0.07619,0.840434,0.095238,0.088889,505.728802,27.930159,485
ehi-90-315-3_ext.xml.minion.gz,1,0.066667,0.840374,0.095238,0.088889,507.083638,27.784127,485
ehi-90-315-40_ext.xml.minion.gz,1,0.073016,0.840151,0.095238,0.088889,507.052728,27.815873,485
ehi-90-315-41_ext.xml.minion.gz,1,0.069841,0.840399,0.095238,0.088889,506.633957,27.822222,485
ehi-90-315-42_ext.xml.minion.gz,1,0.069841,0.840447,0.095238,0.088889,507.471301,27.765079,485
ehi-90-315-43_ext.xml.minion.gz,1,0.069841,0.840276,0.095238,0.088889,507.656816,27.714286,485
ehi-90-315-44_ext.xml.minion.gz,1,0.073016,0.840298,0.095238,0.088889,505.948864,27.936508,485
ehi-90-315-45_ext.xml.minion.gz,1,0.073016,0.840519,0.095238,0.088889,507.309224,27.739683,485
ehi-90-315-46_ext.xml.minion.gz,1,0.073016,0.840403,0.095238,0.088889,507.968334,27.669841,485
ehi-90-315-47_ext.xml.minion.gz,1,0.069841,0.840435,0.095238,0.088889,506.665753,27.809524,485
ehi-90-315-48_ext.xml.minion.gz,1,0.069841,0.840338,0.095238,0.088889,506.740132,27.828571,485
ehi-90-315-49_ext.xml.minion.gz,1,0.069841,0.840502,0.095238,0.088889,507.880789,27.695238,485
ehi-90-315-4_ext.xml.minion.gz,1,0.069841,0.84037,0.095238,0.088889,507.15947,27.790476,485
ehi-90-315-50_ext.xml.minion.gz,1,0.069841,0.840514,0.095238,0.088889,506.240821,27.84127,485
ehi-90-315-51_ext.xml.minion.gz,1,0.069841,0.840307,0.095238,0.088889,507.294239,27.771429,485
ehi-90-315-52_ext.xml.minion.gz,1,0.066667,0.840402,0.092063,0.088889,507.450949,27.765079,485
ehi-90-315-53_ext.xml.minion.gz,1,0.069841,0.84036,0.095238,0.088889,506.023685,27.879365,485
ehi-90-315-54_ext.xml.minion.gz,1,0.069841,0.840308,0.095238,0.088889,507.518874,27.752381,485
ehi-90-315-55_ext.xml.minion.gz,1,0.07619,0.840407,0.095238,0.088889,506.721753,27.815873,485
ehi-90-315-56_ext.xml.minion.gz,1,0.069841,0.840463,0.095238,0.088889,506.921936,27.815873,485
ehi-90-315-57_ext.xml.minion.gz,1,0.073016,0.840174,0.095238,0.088889,507.175491,27.822222,485
ehi-90-315-58_ext.xml.minion.gz,1,0.07619,0.840492,0.095238,0.088889,506.432352,27.828571,485
ehi-90-315-59_ext.xml.minion.gz,1,0.066667,0.840036,0.095238,0.088889,506.832192,27.809524,485
ehi-90-315-5_ext.xml.minion.gz,1,0.073016,0.84043,0.095238,0.088889,506.999543,27.771429,485
ehi-90-315-60_ext.xml.minion.gz,1,0.069841,0.840457,0.095238,0.088889,507.007543,27.777778,485
ehi-90-315-61_ext.xml.minion.gz,1,0.07619,0.840122,0.092063,0.088889,506.42398,27.853968,485
ehi-90-315-62_ext.xml.minion.gz,1,0.069841,0.840382,0.095238,0.088889,507.1136,27.777778,485
ehi-90-315-63_ext.xml.minion.gz,1,0.073016,0.840007,0.095238,0.088889,507.264323,27.815873,485
ehi-90-315-64_ext.xml.minion.gz,1,0.073016,0.840322,0.095238,0.088889,507.247425,27.739683,485
ehi-90-315-65_ext.xml.minion.gz,1,0.073016,0.840286,0.095238,0.088889,506.531115,27.853968,485
ehi-90-315-66_ext.xml.minion.gz,1,0.07619,0.840137,0.092063,0.088889,508.991718,27.6,485
ehi-90-315-67_ext.xml.minion.gz,1,0.066667,0.840489,0.095238,0.088889,507.952512,27.67619,485
ehi-90-315-68_ext.xml.minion.gz,1,0.079365,0.840489,0.095238,0.088889,506.982857,27.777778,485
ehi-90-315-69_ext.xml.minion.gz,1,0.073016,0.840296,0.095238,0.088889,506.709758,27.847619,485
ehi-90-315-6_ext.xml.minion.gz,1,0.066667,0.8404,0.095238,0.088889,507.406873,27.714286,485
ehi-90-315-70_ext.xml.minion.gz,1,0.07619,0.84035,0.092063,0.088889,506.628962,27.84127,485
ehi-90-315-71_ext.xml.minion.gz,1,0.066667,0.840352,0.092063,0.088889,506.958429,27.796825,485
ehi-90-315-72_ext.xml.minion.gz,1,0.069841,0.840343,0.095238,0.088889,507.279351,27.796825,485
ehi-90-315-73_ext.xml.minion.gz,1,0.069841,0.840249,0.092063,0.088889,508.811724,27.619048,485
