@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_6,1,2.28571,0.6,16,625,0,0.45,36,5,3,0.699854,0.3125,0.25,2,5.62494,19,10.4
BF4_cpmp_16_5_48_20_36_7,1,2.28571,0.6,16,625,0,0.45,36,5,4,0.824786,0.3125,375,2,4.32319,16,7.1
BF4_cpmp_16_5_48_20_36_8,1,2.28571,0.6,16,0.6875,0,0.45,36,5,4,0.982846,0.3125,0.25,2,4.58167,16,7.90909
BF4_cpmp_16_5_48_20_36_9,1,2.28571,0.6,16,0.5625,0,0.45,36,5,4,0.764875,0.3125,0.25,2,5.22813,18,9.66667
BF5_cpmp_16_5_64_13_39_1,1,4.57143,0.8,16,0.8125,0,0.4875,42,5,7,1.54524,0.3125,0,2,2.27411,10,4.46154
BF5_cpmp_16_5_64_13_39_10,1,4.57143,0.8,16,0.8125,0,0.4875,39,5,7,1.4983,0.3125,0.0625,3,2.46874,13,6.53846
BF5_cpmp_16_5_64_13_39_11,1,4.57143,0.8,16,0.8125,0,0.4875,42,5,7,1.44984,0.3125,0,2,2.4997,10,5.46154
BF5_cpmp_16_5_64_13_39_12,1,4.57143,0.8,16,0.75,0,0.4875,41,5,7,1.63507,0.3125,0,2,3.4187,12,6.25
BF5_cpmp_16_5_64_13_39_14,1,4.57143,0.8,16,875,0,0.4875,41,5,9,1.80136,0.3125,0,2,3.32661,13,7.07143
BF5_cpmp_16_5_64_13_39_15,1,4.57143,0.8,16,0.9375,0,0.4875,40,5,6,1.34771,0.3125,0.0625,2,3.03754,13,6.2
BF5_cpmp_16_5_64_13_39_17,1,4.57143,0.8,16,875,0,0.4875,42,5,6,1.44984,0.3125,0,2,3.38439,12,5.78571
BF5_cpmp_16_5_64_13_39_2,1,4.57143,0.8,16,0.9375,0,0.4875,40,5,10,2.16182,0.3125,0.0625,2,3.01109,13,7
BF5_cpmp_16_5_64_13_39_20,1,4.57143,0.8,16,875,0,0.4875,40,5,6,1.39971,0.3125,0,2,3.77694,13,5.85714
BF5_cpmp_16_5_64_13_39_3,1,4.57143,0.8,16,0.75,0,0.4875,40,5,6,1.4983,0.3125,0,3,2.25308,10,5.58333
BF5_cpmp_16_5_64_13_39_4,1,4.57143,0.8,16,0.8125,0,0.4875,40,5,6,1.44984,0.3125,0,3,2.57664,12,6.76923
BF5_cpmp_16_5_64_13_39_5,1,4.57143,0.8,16,875,0,0.4875,41,5,7,1.54524,0.3125,0.0625,2,2.79942,10,5.85714
BF5_cpmp_16_5_64_13_39_8,1,4.57143,0.8,16,0.75,0,0.4875,41,5,6,1.34771,0.3125,0,2,2.92855,11,5.41667
BF5_cpmp_16_5_64_13_39_9,1,4.57143,0.8,16,875,0,0.4875,41,5,9,1.76126,0.3125,0,2,3.09047,12,5.85714
BF6_cpmp_16_5_64_13_48_1,1,4.57143,0.8,16,0.8125,0,0.6,48,5,7,1.63507,0.3125,0.1875,3,3.24356,13,7.30769
BF6_cpmp_16_5_64_13_48_11,1,4.57143,0.8,16,0.8125,0,0.6,48,5,7,1.63507,0.3125,0.1875,2,3098,11,6.30769
BF6_cpmp_16_5_64_13_48_12,1,4.57143,0.8,16,0.8125,0,0.6,50,5,6,1.59079,0.3125,0.1875,2,2.64239,11,5.69231
BF6_cpmp_16_5_64_13_48_13,1,4.57143,0.8,16,0.8125,0,0.6,50,5,7,1.63507,0.3125,0.1875,2,2.99901,12,5.07692
BF6_cpmp_16_5_64_13_48_15,1,4.57143,0.8,16,0.8125,0,0.6,48,5,7,1.54524,0.3125,125,2,3.00296,12,6.53846
BF6_cpmp_16_5_64_13_48_16,1,4.57143,0.8,16,875,0,0.6,50,5,6,1.39971,0.3125,125,3,2.02157,10,6.35714
BF6_cpmp_16_5_64_13_48_17,1,4.57143,0.8,16,0.8125,0,0.6,49,5,7,1.4983,0.3125,125,2,3.4981,13,6.38462
BF6_cpmp_16_5_64_13_48_18,1,4.57143,0.8,16,0.8125,0,0.6,50,5,7,1.4983,0.3125,0.0625,2,2.53029,10,5.53846
BF6_cpmp_16_5_64_13_48_19,1,4.57143,0.8,16,0.8125,0,0.6,48,5,7,1.59079,0.3125,0.1875,2,3.50823,12,7
BF6_cpmp_16_5_64_13_48_2,1,4.57143,0.8,16,0.8125,0,0.6,48,5,6,1.39971,0.3125,0.1875,2,2.70437,11,6.38462
BF6_cpmp_16_5_64_13_48_3,1,4.57143,0.8,16,0.8125,0,0.6,49,5,7,1.59079,0.3125,0.1875,2,2.72182,10,6.76923
BF6_cpmp_16_5_64_13_48_4,1,4.57143,0.8,16,0.8125,0,0.6,49,5,8,1.72023,0.3125,125,2,3.47263,13,5.69231
BF6_cpmp_16_5_64_13_48_6,1,4.57143,0.8,16,0.8125,0,0.6,48,5,8,1.63507,0.3125,0.1875,2,3.42804,12,6.30769
BF6_cpmp_16_5_64_13_48_7,1,4.57143,0.8,16,0.8125,0,0.6,49,5,6,1.44984,0.3125,0.1875,2,2.48069,10,6
BF6_cpmp_16_5_64_13_48_8,1,4.57143,0.8,16,0.8125,0,0.6,48,5,7,1.59079,0.3125,0.1875,2,3.09991,13,7.07692
BF6_cpmp_16_5_64_13_48_9,1,4.57143,0.8,16,0.8125,0,0.6,48,5,8,1.76126,0.3125,125,3,3.25449,12,7.15385
BF7_cpmp_16_5_64_26_39_1,1,2.37037,0.8,16,0.8125,0,0.4875,41,5,5,0.948611,0.3125,0,2,6.43952,21,9.61538
BF7_cpmp_16_5_64_26_39_10,1,2.37037,0.8,16,875,0,0.4875,42,5,5,1.09369,0.3125,0,2,5.02646,18,8.85714
BF7_cpmp_16_5_64_26_39_11,1,2.37037,0.8,16,0.8125,0,0.4875,42,5,4,0.908729,0.3125,0,3,5.52563,21,10.0769
BF7_cpmp_16_5_64_26_39_12,1,2.37037,0.8,16,0.8125,0,0.4875,41,5,5,1.02372,0.3125,0,2,6.58131,21,9.61538
BF7_cpmp_16_5_64_26_39_13,1,2.37037,0.8,16,875,0,0.4875,41,5,5,1.09369,0.3125,0,2,5.76584,21,11.4286
BF7_cpmp_16_5_64_26_39_14,1,2.37037,0.8,16,875,0,0.4875,40,5,4,0.908729,0.3125,125,2,6.76765,22,9.64286
BF7_cpmp_16_5_64_26_39_15,1,2.37037,0.8,16,875,0,0.4875,41,5,4,0.823189,0.3125,0,2,6.75859,23,10.5
BF7_cpmp_16_5_64_26_39_16,1,2.37037,0.8,16,0.75,0,0.4875,41,5,4,0.908729,0.3125,0,2,5.44862,20,9.75
BF7_cpmp_16_5_64_26_39_17,1,2.37037,0.8,16,0.8125,0,0.4875,43,5,5,1.09369,0.3125,0,3,4.74685,17,8.07692
BF7_cpmp_16_5_64_26_39_19,1,2.37037,0.8,16,0.9375,0,0.4875,40,5,4,0.823189,0.3125,0,2,4.86712,20,10.6667
BF7_cpmp_16_5_64_26_39_2,1,2.37037,0.8,16,0.9375,0,0.4875,41,5,4,0.948611,0.3125,0,2,7.13863,24,10.2
BF7_cpmp_16_5_64_26_39_20,1,2.37037,0.8,16,875,0,0.4875,41,5,5,0.986882,0.3125,0.0625,3,5.14335,19,9.21429
BF7_cpmp_16_5_64_26_39_3,1,2.37037,0.8,16,0.9375,0,0.4875,43,5,5,1.05929,0.3125,0,3,6.15864,24,10.2667
BF7_cpmp_16_5_64_26_39_6,1,2.37037,0.8,16,875,0,0.4875,41,5,5,1.15944,0.3125,0,2,5.65189,21,10.3571
BF7_cpmp_16_5_64_26_39_7,1,2.37037,0.8,16,875,0,0.4875,42,5,4,0.823189,0.3125,0,2,4.94511,19,9.21429
BF7_cpmp_16_5_64_26_39_8,1,2.37037,0.8,16,0.8125,0,0.4875,42,5,4,0.908729,0.3125,0,3,6.14519,21,10.9231
BF8_cpmp_16_5_64_26_48_1,1,2.37037,0.8,16,875,0,0.6,50,5,6,1.41809,0.3125,125,2,6.24704,21,13.2143
BF8_cpmp_16_5_64_26_48_11,1,2.37037,0.8,16,875,0,0.6,48,5,5,0.948611,0.3125,125,2,7.07287,25,12.7857
BF8_cpmp_16_5_64_26_48_12,1,2.37037,0.8,16,0.8125,0,0.6,49,5,4,0.776895,0.3125,125,2,5.15672,20,9.15385
BF8_cpmp_16_5_64_26_48_17,1,2.37037,0.8,16,0.8125,0,0.6,48,5,4,0.908729,0.3125,125,2,7.02573,25,12.1538
BF8_cpmp_16_5_64_26_48_20,1,2.37037,0.8,16,0.8125,0,0.6,48,5,4,0.823189,0.3125,125,2,7.38862,26,12.1538
BF8_cpmp_16_5_64_26_48_4,1,2.37037,0.8,16,0.8125,0,0.6,48,5,5,0.823189,0.3125,0.1875,4,6.57501,24,14
BF8_cpmp_16_5_64_26_48_5,1,2.37037,0.8,16,0.8125,0,0.6,48,5,5,1.15944,0.3125,125,2,6.84053,24,13.2308
BF8_cpmp_16_5_64_26_48_6,1,2.37037,0.8,16,875,0,0.6,49,5,4,0.823189,0.3125,0.0625,2,6.74764,26,11.4286
BF8_cpmp_16_5_64_26_48_7,1,2.37037,0.8,16,0.8125,0,0.6,50,5,6,1.02372,0.3125,0.0625,2,6.75523,22,11.5385
BF9_cpmp_16_8_77_16_47_1,1,4.52941,0.601562,16,0.75,0,0.367188,49,8,9,2.40386,0.5,0,2,3.6391,12,6.91667
BF9_cpmp_16_8_77_16_47_10,1,4.52941,0.601562,16,0.75,0,0.367188,48,8,6,1.33362,0.5,0,2,4.27119,16,6.58333
BF9_cpmp_16_8_77_16_47_12,1,4.52941,0.601562,16,0.75,0,0.367188,49,8,7,1.71902,0.5,0,2,3.61325,15,5.66667
BF9_cpmp_16_8_77_16_47_3,1,4.52941,0.601562,16,875,0,0.367188,51,8,6,1.28876,0.5,0,2,2.43801,10,5.64286
BF9_cpmp_16_8_77_16_47_4,1,4.52941,0.601562,16,0.8125,0,0.367188,48,8,7,1.4191,0.5,0,2,3.34239,13,6.46154
BF9_cpmp_16_8_77_16_47_6,1,4.52941,0.601562,16,875,0,0.367188,49,8,6,1.4191,0.5,0,2,3.7362,13,6.42857
BF9_cpmp_16_8_77_16_47_7,1,4.52941,0.601562,16,875,0,0.367188,51,8,8,1.81878,0.5,0,2,2.54049,11,5.78571
BF9_cpmp_16_8_77_16_47_8,1,4.52941,0.601562,16,0.9375,0,0.367188,51,8,8,1.68445,0.5,0,2,1.98214,9,4.73333
LC2a_lc2a_1,1,4.54545,0.694444,12,0.666667,0,0.263889,22,6,11,3.17271,0.5,0,2,0.780625,5,3125
LC2a_lc2a_10,1,4.54545,0.694444,12,0.666667,0,0.263889,21,6,9,2.46295,0.5,0,3,1.72753,8,5625
LC2a_lc2a_2,1,4.54545,0.694444,12,0.833333,0,0.263889,21,6,9,2.70903,0.5,0,2,1.22066,6,4.1
LC2a_lc2a_3,1,4.54545,0.694444,12,0.75,0,0.263889,21,6,9,2.8079,0.5,0,2,1.69967,7,3.66667
LC2a_lc2a_4,1,4.54545,0.694444,12,0.916667,0,0.263889,22,6,8,2.14746,0.5,0,2,1.2792,6,4
LC2a_lc2a_5,1,4.54545,0.694444,12,0.75,0,0.263889,22,6,9,2.49959,0.5,0,2,1.06574,5,3.44444
LC2a_lc2a_7,1,4.54545,0.694444,12,0.666667,0,0.263889,21,6,8,2.27091,0.5,0,2,1.58114,7,3.5
LC2b_lc2b_1,1,4.54545,0.694444,12,0.833333,0,0.486111,37,6,14,3.4997,0.5,0,2,1.66132,8,4.2
LC2b_lc2b_2,1,4.54545,0.694444,12,0.833333,0,0.486111,37,6,9,2.14746,0.5,0,2,2.2891,10,4.4
LC2b_lc2b_3,1,4.54545,0.694444,12,1,0,0.486111,39,6,9,2.74238,0.5,0,2,2.11476,8,4.16667
LC2b_lc2b_4,1,4.54545,0.694444,12,0.833333,0,0.486111,37,6,7,1.87634,0.5,0.083333,3,1.74356,8,5.4
LC2b_lc2b_5,1,4.54545,0.694444,12,0.833333,0,0.486111,38,6,8,2.34961,0.5,0.083333,2,2.07123,10,5.1
LC2b_lc2b_6,1,4.54545,0.694444,12,0.833333,0,0.486111,37,6,10,2.70903,0.5,0.083333,2,1.34164,7,5
LC2b_lc2b_7,1,4.54545,0.694444,12,0.833333,0,0.486111,38,6,6,1.61604,0.5,0.083333,2,1.18322,5,3
LC2b_lc2b_9,1,4.54545,0.694444,12,0.75,0,0.486111,36,6,8,1.82725,0.5,0,2,2.66667,9,5
LC3a_lc3a_1,1,4.90909,0.75,12,0.583333,0,0.277778,21,6,9,2.31417,0.5,0,2,2.6573,9,4.71429
LC3a_lc3a_10,1,4.90909,0.75,12,0.75,0,0.277778,22,6,9,2.50289,0.5,0,3,1.24722,7,4.66667
LC3a_lc3a_3,1,4.90909,0.75,12,0.666667,0,0.277778,22,6,9,2.31417,0.5,0,2,1.16592,6,3875
LC3a_lc3a_4,1,4.90909,0.75,12,0.75,0,0.277778,21,6,8,2.50289,0.5,0,2,1.6178,7,3.77778
LC3a_lc3a_6,1,4.90909,0.75,12,0.75,0,0.277778,22,6,8,2.02056,0.5,0,2,1.42292,6,3.55556
LC3a_lc3a_7,1,4.90909,0.75,12,0.916667,0,0.277778,22,6,9,2.67835,0.5,0,2,1.67134,8,3.54545
LC3a_lc3a_8,1,4.90909,0.75,12,0.75,0,0.277778,22,6,9,2.50289,0.5,0,2,1.5476,7,4.22222
LC3a_lc3a_9,1,4.90909,0.75,12,0.75,0,0.277778,22,6,9,2.96815,0.5,0,2,1.82574,8,3
LC3b_lc3b_1,1,4.90909,0.75,12,1,0,0.513889,40,6,9,2.23422,0.5,0,2,2.66015,10,4.41667
LC3b_lc3b_10,1,4.90909,0.75,12,0.833333,0,0.513889,39,6,12,3.20382,0.5,0,2,2.32594,10,5.3
LC3b_lc3b_4,1,4.90909,0.75,12,0.916667,0,0.513889,40,6,11,2.74539,0.5,0.083333,2,1.07565,5,3.45455
LC3b_lc3b_5,1,4.90909,0.75,12,0.916667,0,0.513889,39,6,10,2.42916,0.5,0.083333,2,1.71044,7,3.72727
LC3b_lc3b_6,1,4.90909,0.75,12,0.916667,0,0.513889,40,6,8,2.27454,0.5,0,2,2.17423,8,5
LC3b_lc3b_8,1,4.90909,0.75,12,0.916667,0,0.513889,39,6,8,2.27454,0.5,0.083333,2,1.72966,7,3.90909
LC3b_lc3b_9,1,4.90909,0.75,12,0.833333,0,0.513889,40,6,10,2.71208,0.5,0,2,2.61725,9,4.5
cv_data5-10-33,1,1,0.714286,10,1,1,0.5,40,7,1,0,0.7,0,1,8.61626,28,14.4
cv_data4-6-1,1,1,0.666667,6,1,1,0.416667,18,6,1,0,1,0,1,4.86484,14,8
cv_data4-4-19,1,1,0.666667,4,1,1,0.416667,13,6,1,0,1.5,0,1,3.20156,9,5.5
cv_data5-4-23,1,1,0.714286,4,1,1,0.321429,11,7,1,0,1.75,0,1,3.80789,11,6
cv_data4-5-2,1,1,0.666667,5,1,1,0.433333,16,6,1,0,1.2,0,1,3.92938,12,7.4
cv_data4-5-26,1,1,0.666667,5,1,1,0.433333,17,6,1,0,1.2,0,1,3.00666,10,4.6
cv_data5-5-12,1,1,0.714286,5,1,1,0.428571,18,7,1,0,1.4,0,1,4.91528,15,7.2
cv_data4-5-9,1,1,0.666667,5,1,1,0.466667,17,6,1,0,1.2,0,2,4.30813,14,8.2
cv_data5-7-19,1,1,0.714286,7,1,1,0.428571,24,7,1,0,1,0,2,3.8492,14,6.57143
cv_data4-6-18,1,1,0.666667,6,1,1,0.472222,21,6,1,0,1,0,1,5.15321,16,7.66667
cv_data4-4-21,1,1,0.666667,4,1,1,0.416667,13,6,1,0,1.5,0,1,2.95804,9,4.5
cv_data4-7-39,1,1,0.666667,7,0.857143,1,0.357143,16,6,1,0,0.857143,0,2,8.19383,25,10.8333
cv_data4-7-27,1,1,0.666667,7,1,1,0.452381,22,6,1,0,0.857143,0,1,8.54759,26,10.2857
cv_data5-7-40,1,1,0.714286,7,1,1,0.510204,29,7,1,0,1,0,2,8.31031,28,10.7143
cv_data5-6-26,1,1,0.714286,6,1,1,0.547619,29,7,1,0,1.16667,0,1,3.97562,13,4.83333
cv_data5-6-6,1,1,0.714286,6,1,1,0.428571,21,7,1,0,1.16667,0,1,7.78888,21,12
cv_data4-5-1,1,1,0.666667,5,1,1,0.4,16,6,1,0,1.2,0,1,2.92575,10,5.2
cv_data5-4-21,1,1,0.714286,4,1,1,0.5,19,7,1,0,1.75,0,4,1.47902,8,6.25
cv_data4-5-22,1,1,0.666667,5,1,1,0.466667,18,6,1,0,1.2,0,1,2.92575,10,5.8
cv_data5-7-13,1,1,0.714286,7,1,1,0.44898,27,7,1,0,1,0,1,4,14,8
cv_data5-8-38,1,1,0.714286,8,1,1,0.482143,31,7,1,0,875,0,3,6.76387,25,12.5
cv_data4-7-38,1,1,0.666667,7,1,1,0.333333,16,6,1,0,0.857143,0,1,7.15998,23,8.85714
cv_data3-8-38,1,1,0.6,8,1,1,0.3,14,5,1,0,625,0,1,5.12348,18,7.5
cv_data4-4-16,1,1,0.666667,4,1,1,0.5,17,6,1,0,1.5,0,1,3.16228,9,5
cv_data4-7-37,1,1,0.666667,7,1,1,0.380952,19,6,1,0,0.857143,0,1,3.70328,13,6
cv_data5-7-15,1,1,0.714286,7,1,1,0.469388,27,7,1,0,1,0,1,5.36808,18,7.42857
cv_data4-7-25,1,1,0.666667,7,1,1,0.380952,18,6,1,0,0.857143,0,1,7.81417,25,8.28571
cv_data5-5-38,1,1,0.714286,5,0.8,1,0.4,15,7,1,0,1.4,0,2,5.11737,15,9.25
cv_data5-8-39,1,1,0.714286,8,1,1,0.464286,30,7,1,0,875,0,1,7.39827,21,9375
cv_data5-5-29,1,1,0.714286,5,1,1,0.485714,21,7,1,0,1.4,0,1,5.09902,14,6
cv_data5-5-25,1,1,0.714286,5,0.8,1,0.428571,17,7,1,0,1.4,0,2,4.71036,15,7.75
cv_data4-7-30,1,1,0.666667,7,0.857143,1,0.357143,17,6,1,0,0.857143,0,2,5.14512,19,9.83333
cv_data5-4-36,1,1,0.714286,4,1,1,0.5,17,7,1,0,1.75,0,5,4.03113,16,10.5
cv_data4-4-15,1,1,0.666667,4,1,1,0.291667,9,6,1,0,1.5,0,2,3.53553,11,5
cv_data5-8-19,1,1,0.714286,8,1,1,0.446429,27,7,1,0,875,0,1,11.5081,36,13.25
cv_data5-10-23,1,1,0.714286,10,1,1,0.457143,35,7,1,0,0.7,0,1,11.0639,32,14.7
cv_data5-5-11,1,1,0.714286,5,1,1,0.4,17,7,1,0,1.4,0,1,1.72047,6,3.8
cv_data4-7-20,1,1,0.666667,7,1,1,0.428571,21,6,1,0,0.857143,0,2,6.88091,22,11.2857
cv_data4-7-35,1,1,0.666667,7,1,1,0.428571,22,6,1,0,0.857143,0,1,3.45821,11,5.42857
cv_data4-6-7,1,1,0.666667,6,1,1,0.444444,19,6,1,0,1,0,1,6.59966,19,8.66667
cv_data4-7-6,1,1,0.666667,7,1,1,0.5,26,6,1,0,0.857143,0,3,5.85191,18,9.42857
cv_data4-5-25,1,1,0.666667,5,1,1,0.466667,17,6,1,0,1.2,0,1,6.04649,18,9.8
cv_data5-8-2,1,1,0.714286,8,1,1,0.446429,27,7,1,0,875,0,1,9.09327,32,15.75
cv_data4-4-33,1,1,0.666667,4,1,1,0.416667,14,6,1,0,1.5,0,1,2.38485,7,4.25
cv_data4-5-5,1,1,0.666667,5,1,1,0.366667,14,6,1,0,1.2,0,1,2.82843,9,4
cv_data3-8-37,1,1,0.6,8,0.75,1,225,10,5,1,0,625,0,1,5.82142,17,7.66667
cv_data4-5-20,1,1,0.666667,5,1,1,0.433333,15,6,1,0,1.2,0,1,4.36348,12,6.6
cv_data5-4-37,1,1,0.714286,4,1,1,0.5,17,7,1,0,1.75,0,1,5.76086,16,10.25
cv_data4-6-5,1,1,0.666667,6,0.833333,1,0.388889,15,6,1,0,1,0,1,7.02567,20,6.8
cv_data4-6-35,1,1,0.666667,6,1,1,0.416667,17,6,1,0,1,0,3,4.76095,17,8
cv_data4-7-1,1,1,0.666667,7,1,1,0.380952,19,6,1,0,0.857143,0,2,4.49943,14,7.57143
cv_data5-5-5,1,1,0.714286,5,1,1,0.485714,20,7,1,0,1.4,0,3,4.84149,17,9.4
cv_data5-5-37,1,1,0.714286,5,1,1,0.4,16,7,1,0,1.4,0,2,4.16653,13,6.2
cv_data4-5-24,1,1,0.666667,5,0.8,1,0.333333,12,6,1,0,1.2,0,2,2.27761,8,4.25
cv_data5-4-15,1,1,0.714286,4,1,1,0.5,17,7,1,0,1.75,0,5,4272,16,10.5
cv_data5-9-21,1,1,0.714286,9,1,1,0.365079,27,7,1,0,0.777778,0,1,7.64167,28,9.22222
cv_data5-4-27,1,1,0.714286,4,1,1,0.5,17,7,1,0,1.75,0,2,6.20484,19,9
cv_data5-6-25,1,1,0.714286,6,1,1,0.47619,23,7,1,0,1.16667,0,2,5.41603,18,7
cv_data5-8-25,1,1,0.714286,8,1,1,0.446429,28,7,1,0,875,0,3,9.2997,27,14375
cv_data4-6-21,1,1,0.666667,6,1,1,0.444444,20,6,1,0,1,0,1,5.01387,17,8.16667
cv_data5-5-16,1,1,0.714286,5,1,1,0.4,16,7,1,0,1.4,0,1,5.93296,16,7
cv_data5-4-4,1,1,0.714286,4,1,1,0.535714,19,7,1,0,1.75,0,4,5.11737,17,9.75
cv_data5-5-39,1,1,0.714286,5,1,1,0.4,16,7,1,0,1.4,0,2,3.96989,13,6.2
cv_data4-7-22,1,1,0.666667,7,1,1,0.404762,20,6,1,0,0.857143,0,1,5.52545,19,8.42857
cv_data5-6-11,1,1,0.714286,6,1,1,0.428571,21,7,1,0,1.16667,0,3,5.34634,18,9.5
cv_data4-6-9,1,1,0.666667,6,0.833333,1,0.361111,15,6,1,0,1,0,2,4.97996,14,7
cv_data3-5-13,1,1,0.6,5,1,1,0.36,12,5,1,0,1,0,1,2.31517,7,3.8
cv_data3-8-2,1,1,0.6,8,0.75,1,0.25,12,5,1,0,625,0,1,4.98888,16,7.33333
cv_data5-6-2,1,1,0.714286,6,0.833333,1,0.380952,18,7,1,0,1.16667,0,2,4.75815,15,7.6
cv_data5-4-17,1,1,0.714286,4,1,1,0.5,18,7,1,0,1.75,0,1,5.52268,13,7
cv_data5-8-6,1,1,0.714286,8,1,1,0.446429,30,7,1,0,875,0,1,5.5,18,7.5
cv_data4-6-20,1,1,0.666667,6,0.833333,1,0.361111,15,6,1,0,1,0,1,5.23832,16,8.6
cv_data5-4-7,1,1,0.714286,4,1,1,0.392857,14,7,1,0,1.75,0,1,3.64005,11,6.5
cv_data4-7-19,1,1,0.666667,7,1,1,0.380952,18,6,1,0,0.857143,0,1,7.86882,26,11.2857
cv_data5-5-33,1,1,0.714286,5,1,1,0.542857,24,7,1,0,1.4,0,3,4.53431,14,8.2
cv_data5-5-27,1,1,0.714286,5,1,1,0.514286,23,7,1,0,1.4,0,2,4.53431,14,9.2
cv_data5-4-31,1,1,0.714286,4,1,1,0.464286,17,7,1,0,1.75,0,2,4.02337,13,8.25
cv_data4-5-30,1,1,0.666667,5,1,1,0.466667,18,6,1,0,1.2,0,1,2.31517,8,4.2
cv_data5-6-8,1,1,0.714286,6,0.833333,1,0.428571,20,7,1,0,1.16667,0,6,2.15407,12,9.4
cv_data5-5-14,1,1,0.714286,5,1,1,0.485714,21,7,1,0,1.4,0,4,2.87054,12,8.6
cv_data4-6-16,1,1,0.666667,6,0.833333,1,0.333333,13,6,1,0,1,0,3,6.01997,18,9.4
cv_data5-5-40,1,1,0.714286,5,1,1,0.457143,20,7,1,0,1.4,0,1,4.96387,15,7.6
cv_data4-7-26,1,1,0.666667,7,1,1,0.357143,18,6,1,0,0.857143,0,1,4,14,7
cv_data5-5-7,1,1,0.714286,5,1,1,0.457143,18,7,1,0,1.4,0,1,6.79412,20,7.2
cv_data3-7-18,1,1,0.6,7,0.714286,1,0.285714,11,5,1,0,0.714286,0,6,2.72764,13,9.6
cv_data5-5-24,1,1,0.714286,5,1,1,0.514286,23,7,1,0,1.4,0,2,3.61109,12,6.4
cv_data5-4-3,1,1,0.714286,4,1,1,0.5,17,7,1,0,1.75,0,4,4.60299,16,8.25
cv_data5-5-23,1,1,0.714286,5,1,1,0.4,17,7,1,0,1.4,0,1,4.31741,12,5.4
cv_data5-5-10,1,1,0.714286,5,1,1,0.428571,19,7,1,0,1.4,0,1,3.89872,12,5
cv_data5-5-18,1,1,0.714286,5,1,1,0.428571,19,7,1,0,1.4,0,2,2.44949,9,6
cv_data4-7-24,1,1,0.666667,7,1,1,0.404762,20,6,1,0,0.857143,0,2,4.43548,16,7.57143
cv_data5-4-13,1,1,0.714286,4,1,1,0.464286,17,7,1,0,1.75,0,1,6.37868,17,6.25
cv_data5-9-38,1,1,0.714286,9,1,1,0.492063,37,7,1,0,0.777778,0,2,8.26117,25,13.4444
cv_data5-5-8,1,1,0.714286,5,1,1,0.4,16,7,1,0,1.4,0,1,4.9558,15,6.2
cv_data4-7-40,1,1,0.666667,7,1,1,0.380952,19,6,1,0,0.857143,0,1,5.57692,17,8.57143
cv_data5-7-33,1,1,0.714286,7,1,1,0.510204,30,7,1,0,1,0,1,8.93514,30,12.1429
cv_data4-4-12,1,1,0.666667,4,1,1,0.416667,13,6,1,0,1.5,0,4,1.47902,8,5.75
cv_data4-6-36,1,1,0.666667,6,1,1,0.388889,17,6,1,0,1,0,1,5.8784,19,6.33333
cv_data5-4-20,1,1,0.714286,4,1,1,0.428571,15,7,1,0,1.75,0,1,3.03109,9,4.75
cv_data4-5-23,1,1,0.666667,5,1,1,0.433333,17,6,1,0,1.2,0,1,3.49857,10,5.6
cv_data4-7-13,1,1,0.666667,7,1,1,0.333333,17,6,1,0,0.857143,0,1,5.84144,17,9.14286
cv_data5-9-32,1,1,0.714286,9,1,1,0.444444,31,7,1,0,0.777778,0,3,8.65384,31,15.3333
cv_data4-7-32,1,1,0.666667,7,1,1,0.380952,19,6,1,0,0.857143,0,1,6.09114,20,8.57143
cv_data5-9-4,1,1,0.714286,9,1,1,0.412698,30,7,1,0,0.777778,0,5,4.64545,20,10.4444
cv_data4-7-23,1,1,0.666667,7,0.857143,1,0.309524,14,6,1,0,0.857143,0,1,6.87992,23,10
cv_data5-5-3,1,1,0.714286,5,1,1,0.485714,21,7,1,0,1.4,0,1,3.07246,9,4.4
cv_data4-5-39,1,1,0.666667,5,1,1,0.4,15,6,1,0,1.2,0,1,3.76298,11,5.8
cv_data5-7-36,1,1,0.714286,7,1,1,0.489796,29,7,1,0,1,0,2,9.6574,28,11.1429
cv_data4-4-3,1,1,0.666667,4,1,1,0.458333,14,6,1,0,1.5,0,3,3.90512,13,6.5
cv_data4-7-36,1,1,0.666667,7,1,1,0.404762,19,6,1,0,0.857143,0,1,7.9231,23,10.2857
