@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_num_alldiff NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE csp_log_constants NUMERIC
@ATTRIBUTE csp_perten_binext NUMERIC
@ATTRIBUTE csp_log_extra_values NUMERIC
@ATTRIBUTE csp_perten_largeext NUMERIC
@ATTRIBUTE csp_perten_naryext NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE csp_percent_element NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC

@DATA
bool/mpsReduced/mps-red-share1b.xml,1,25.970874,2.912621,1.317236,1.414214,29.369109,12.276706,15.390404,16.041103,100,100,-1,100,0,21.990921,13.44061,-1,14.563107,3.128967,2.117424,-1,0,-1,1110,0,9.214319,0,0,-1,12.277578,-1,-1,-1,-1,-1,-1,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-boeing2.xml,1,67.403846,15.576923,1.306261,1.414214,29.984128,11.217352,14.266787,14.768598,100,100,-1,100,-1,22.193572,11.948002,-1,33.701923,3.500539,5.791808,-1,0,-1,2370,0,8.810572,0,0,-1,11.218563,-1,-1,-1,-1,-1,-1,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-neos14.xml,1,25.535714,6.964286,1.414214,1.414214,30.794935,13.885887,15.933183,16.668899,100,100,-1,100,-1,21.545537,13.589534,-1,12.767857,2.067173,0.891635,-1,0,-1,150,0,12.468879,0,0,-1,13.885887,-1,-1,-1,-1,-1,-1,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x12.xml,1,362.804878,43.902439,1.235127,1.414214,18.624513,10.932953,13.156557,13.695446,100,100,-1,100,-1,20.884987,12.413363,-1,226.829268,2.544046,2.560794,-1,0,-1,360,0,10.909893,0,0,-1,10.949097,-1,-1,-1,-1,-1,-1,-1,0.371939,0.652555,0.969231,0.735372,0.507315,0.693016,0.821975,0.284673,0.086481,0.969924,0.989918,0.901226,0.363035,0.651418,0.452274,0.803279,0.452274,0.995288,0.222391,0.379943,0.001763,0.112634,0.651418,0.000165,0.693016,0.318958,0.000065,0.803279
bool/mpsReduced/mps-red-qnet1-o.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-mas76.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.135182,0.929981,0.981818,0.427819,0.371275,0.710298,0.412363,0.31983,0.009489,0.988925,0.996439,0.515867,0.416445,0.61261,0.633481,0.80959,0.633481,0.998782,0.205715,0.372576,0.007653,0.065224,0.61261,0.000418,0.710298,0.024698,0.00022,0.80959
bool/mpsReduced/mps-red-bell5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/circuits/c8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.354816,0.298288,0.862069,0.877203,0.578105,0.459047,1.17577,0.194673,0.386475,0.819439,0.949728,1.045857,0.33029,0.861658,0.263664,0.71768,0.263664,0.961417,0.190731,0.463823,0.00587,0.26671,0.861658,0.011916,0.459047,0.222918,0.00066,0.71768
bool/circuits/C17.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.264865,0.210951,0.6,0.903444,0.67027,0.285714,3.211538,0.179553,1.372973,0.67027,0.881081,1.023694,0.251003,1.014288,0.23946,0.671939,0.23946,0.857143,0.181147,0.486856,0.076923,0.281081,1.014288,0.151351,0.285714,0.959184,0.056133,0.671939
bool/circuits/cm42a.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.369298,0.294422,0.789474,0.822226,0.570594,0.467329,1.499605,0.193999,0.605044,0.825439,0.967763,1.024414,0.332705,0.818816,0.256835,0.708632,0.256835,0.974232,0.190214,0.479177,0.014229,0.277412,0.818816,0.010526,0.467329,0.374747,0.003194,0.708632
bool/circuits/cmb.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.368151,0.31279,0.833333,0.848301,0.562442,0.479991,0.971805,0.193747,0.293637,0.841712,0.962939,1.027932,0.339319,0.82895,0.267791,0.723749,0.267791,0.972779,0.185334,0.456917,0.002396,0.266547,0.82895,0.002505,0.479991,0.158639,0.000392,0.723749
bool/circuits/C432.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.360505,0.293983,0.878788,0.854941,0.580677,0.460356,1.065117,0.190899,0.332412,0.825413,0.958517,1.025716,0.335915,0.840843,0.259537,0.719778,0.259537,0.968295,0.182109,0.460822,0.00146,0.268551,0.840843,0.002509,0.460356,0.188497,0.000148,0.719778
bool/circuits/cc.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.359312,0.331328,0.833333,0.817217,0.552522,0.494553,1.476992,0.201136,0.569714,0.844866,0.969921,1.00475,0.341344,0.809547,0.276532,0.72658,0.276532,0.97821,0.19473,0.453578,0.015713,0.264039,0.809547,0.007705,0.494553,0.343301,0.002499,0.72658
bool/circuits/b1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.339286,0.230497,0.666667,0.911899,0.623214,0.386517,1.810924,0.186267,0.741667,0.763095,0.925,1.060195,0.310388,0.894364,0.228997,0.695506,0.228997,0.938202,0.184149,0.49342,0.02521,0.283333,0.894364,0.05119,0.386517,0.514607,0.014006,0.695506
bool/ppp/ppp-3-13-25-26.xml,1,53.153876,59.5189,1.414214,1.414214,16.265432,12.181152,15.298349,14.223398,100,100,-1,3.818251,-1,21.390718,-1,-1,31.737304,6.903949,10.74656,-1,96.181749,-1,29,0,11.598053,0,0,-1,12.181152,-1,-1,-1,-1,-1,-1,-1,0.521706,0.542815,0.934426,0.841999,0.635353,0.679866,6.008758,0.258893,1.541755,0.941256,0.976059,1.003184,0.369598,0.725923,0.490065,0.806508,0.490065,0.984172,0.214282,0.373379,0.000765,0.132966,0.725923,0.00014,0.679866,1.245596,0.000069,0.806508
bool/ppp/ppp-1-11-19-21.xml,1,53.20792,59.501861,1.414214,1.414214,16.22942,12.168045,15.253663,14.201588,100,100,-1,3.930419,-1,21.641947,-1,-1,31.764241,5.527074,8.575441,-1,96.069581,-1,29,0,11.461991,0,0,-1,12.168045,-1,-1,-1,-1,-1,-1,-1,0.513761,0.540008,0.935484,0.848189,0.630686,0.67448,6.004287,0.25812,1.575967,0.938977,0.975177,1.008402,0.367629,0.733737,0.488532,0.803686,0.488532,0.983608,0.214082,0.376228,0.000791,0.136071,0.733737,0.000149,0.67448,1.255906,0.000071,0.803686
bool/ppp/ppp-1-3-13-19.xml,1,53.198349,59.50462,1.414214,1.414214,16.234892,12.169925,15.260699,14.204724,100,100,-1,3.911932,-1,21.452646,-1,-1,31.759387,6.084361,9.323248,-1,96.088068,-1,29,0,11.668442,0,0,-1,12.169925,-1,-1,-1,-1,-1,-1,-1,0.512206,0.5384,0.934426,0.847387,0.629226,0.672953,6.039056,0.256908,1.594914,0.938638,0.975183,1.007957,0.367958,0.734285,0.487353,0.802821,0.487353,0.983571,0.213752,0.377116,0.000792,0.136786,0.734285,0.00015,0.672953,1.266982,0.000071,0.802821
bool/ppp/ppp-1-13.xml,1,53.167191,59.51442,1.414214,1.414214,16.258235,12.17742,15.286341,14.2172,100,100,-1,3.847389,-1,21.311387,-1,-1,31.74385,6.626756,10.03206,-1,96.152611,-1,29,0,11.42836,0,0,-1,12.17742,-1,-1,-1,-1,-1,-1,-1,0.518383,0.545012,0.934426,0.8463,0.633452,0.678645,5.998684,0.259303,1.541292,0.940582,0.975244,1.006462,0.367545,0.729085,0.492068,0.805799,0.492068,0.983721,0.215011,0.374099,0.00077,0.133216,0.729085,0.000142,0.678645,1.240428,0.000069,0.805799
bool/ppp/ppp-1-9-16-19.xml,1,53.181333,59.511012,1.414214,1.414214,16.235678,12.17555,15.277687,14.214091,100,100,-1,3.871156,-1,21.110335,-1,-1,31.751237,5.803379,9.200142,-1,96.128844,-1,29,0,11.23002,0,0,-1,12.17555,-1,-1,-1,-1,-1,-1,-1,0.520059,0.533439,0.933333,0.849625,0.63429,0.675249,6.074567,0.257537,1.613973,0.937915,0.974456,1.010538,0.369721,0.735492,0.483908,0.804736,0.483908,0.982966,0.214951,0.375111,0.000759,0.137609,0.735492,0.000146,0.675249,1.283345,0.00007,0.804736
bool/ppp/ppp-1-12-16.xml,1,53.130819,59.526004,1.414214,1.414214,16.279864,12.186733,15.317448,14.232646,100,100,-1,3.771278,-1,21.26509,-1,-1,31.725759,6.105993,9.615994,-1,96.228722,-1,29,0,11.329796,0,0,-1,12.186733,-1,-1,-1,-1,-1,-1,-1,0.522865,0.538106,0.932203,0.841688,0.635158,0.678692,6.054871,0.258072,1.571402,0.940484,0.975601,1.006064,0.370325,0.727296,0.486724,0.806084,0.486724,0.983821,0.214559,0.373777,0.000733,0.134342,0.727296,0.000138,0.678692,1.263469,0.000068,0.806084
bool/jnh/jnh-12.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348881,0.232167,0.714286,0.897798,0.632181,0.397861,1.242161,0.182985,0.397471,0.774538,0.935422,1.020496,0.322857,0.887172,0.230717,0.713062,0.230717,0.944148,0.172001,0.46405,0.000731,0.272854,0.887172,0.003642,0.397861,0.250367,0.00032,0.713062
bool/jnh/jnh-7.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348949,0.231955,0.692308,0.901331,0.632158,0.396084,1.259372,0.182558,0.410079,0.771816,0.933603,1.021385,0.319182,0.890566,0.230733,0.7128,0.230733,0.942328,0.172173,0.464328,0.000741,0.273563,0.890566,0.0039,0.396084,0.255384,0.000325,0.7128
bool/jnh/jnh-212.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.346985,0.231381,0.714286,0.893908,0.632357,0.396147,1.24156,0.183328,0.400478,0.772537,0.936547,1.02056,0.321365,0.882322,0.229431,0.712898,0.229431,0.945672,0.173772,0.464151,0.000776,0.273785,0.882322,0.004728,0.396147,0.248787,0.000339,0.712898
bool/jnh/jnh-17.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348092,0.231561,0.714286,0.897338,0.6337,0.396927,1.25592,0.183022,0.403172,0.773479,0.935262,1.019311,0.323165,0.887436,0.2304,0.713052,0.2304,0.943772,0.171963,0.46404,0.000746,0.272628,0.887436,0.003584,0.396927,0.255096,0.000326,0.713052
bool/jnh/jnh-220.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.345663,0.230415,0.714286,0.894264,0.634378,0.394659,1.254654,0.183631,0.403849,0.771592,0.935712,1.018378,0.321746,0.884578,0.229322,0.712654,0.229322,0.944385,0.173641,0.464412,0.000784,0.273158,0.884578,0.004041,0.394659,0.252194,0.000342,0.712654
bool/jnh/jnh-217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.346696,0.231982,0.714286,0.892093,0.632631,0.396699,1.243125,0.183817,0.401039,0.773276,0.937497,1.020197,0.321962,0.8813,0.229708,0.71313,0.229708,0.946247,0.174066,0.463945,0.000775,0.273647,0.8813,0.004902,0.396699,0.248563,0.000339,0.71313
bool/jnh/jnh-204.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.346597,0.231562,0.714286,0.895206,0.633097,0.395865,1.254467,0.183443,0.405302,0.772316,0.935848,1.020614,0.321686,0.885364,0.230018,0.712877,0.230018,0.944435,0.173757,0.464162,0.000785,0.273296,0.885364,0.004803,0.395865,0.253072,0.000343,0.712877
bool/jnh/jnh-1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.351815,0.235753,0.75,0.897358,0.627209,0.402428,1.152156,0.182668,0.351503,0.780024,0.937239,1.023407,0.324,0.885291,0.232449,0.713313,0.232449,0.946062,0.171646,0.463778,0.000976,0.27333,0.885291,0.004381,0.402428,0.214327,0.000288,0.713313
bool/jnh/jnh-218.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348676,0.23183,0.714286,0.897588,0.633375,0.397545,1.251643,0.183154,0.401853,0.774226,0.935363,1.019263,0.322993,0.887498,0.230603,0.713145,0.230603,0.943906,0.172099,0.463968,0.000785,0.272927,0.887498,0.003561,0.397545,0.254541,0.000343,0.713145
bool/jnh/jnh-201.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.351991,0.236171,0.75,0.897648,0.626725,0.402831,1.14799,0.182942,0.350026,0.780386,0.937263,1.024152,0.323664,0.885447,0.232658,0.71335,0.232658,0.946097,0.1722,0.463744,0.001027,0.273553,0.885447,0.004423,0.402831,0.212878,0.000303,0.71335
bool/jnh/jnh-205.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.349454,0.232618,0.714286,0.896963,0.632166,0.39869,1.247071,0.183154,0.401819,0.774989,0.935978,1.019478,0.322508,0.886466,0.230976,0.713399,0.230976,0.944638,0.172131,0.463754,0.000781,0.273268,0.886466,0.003628,0.39869,0.253624,0.000343,0.713399
bool/jnh/jnh-207.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.347161,0.23061,0.714286,0.893499,0.633953,0.395937,1.240829,0.183416,0.397644,0.77321,0.936439,1.016428,0.322109,0.883754,0.229562,0.712865,0.229562,0.945067,0.172666,0.464248,0.000774,0.273488,0.883754,0.003706,0.395937,0.248658,0.000338,0.712865
bool/jnh/jnh-210.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.347144,0.231415,0.692308,0.898342,0.634087,0.396169,1.254533,0.183488,0.402021,0.772634,0.934458,1.019418,0.322132,0.88862,0.230464,0.712897,0.230464,0.943133,0.172758,0.464224,0.000784,0.272727,0.88862,0.004116,0.396169,0.253526,0.000342,0.712897
bool/jnh/jnh-213.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348881,0.232266,0.714286,0.896332,0.632526,0.398086,1.249583,0.183004,0.402554,0.774395,0.936082,1.01973,0.32276,0.885635,0.230572,0.713288,0.230572,0.944766,0.172356,0.463846,0.000785,0.273188,0.885635,0.003943,0.398086,0.253751,0.000344,0.713288
bool/jnh/jnh-301.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.351838,0.235114,0.75,0.895511,0.627462,0.402029,1.148188,0.182414,0.349823,0.780125,0.937892,1.021965,0.324321,0.883738,0.231988,0.71324,0.231988,0.946572,0.171,0.463829,0.000921,0.273458,0.883738,0.00422,0.402029,0.212913,0.000272,0.71324
bool/jnh/jnh-209.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.347185,0.231866,0.714286,0.891269,0.633043,0.396968,1.249779,0.184018,0.404995,0.773388,0.937964,1.018637,0.322009,0.881659,0.229909,0.713284,0.229909,0.946297,0.174036,0.463776,0.000787,0.273684,0.881659,0.004064,0.396968,0.251623,0.000345,0.713284
bool/pseudoGLB/normalized-army8-9bt.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.388999,0.540031,0.916667,1.01998,0.565405,0.568709,1.091621,0.2135,0.261274,0.839172,0.9195,1.163812,0.290759,0.943855,0.51086,0.755913,0.51086,0.937844,0.208445,0.432526,0.005954,0.224727,0.943855,0.004187,0.568709,0.320551,0.000527,0.755913
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.099917,-1,-1,-1,17.391017,16.960573,100,0,-1,169,100,14.821027,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.49578,0.638666,0.994186,0.721865,0.648906,0.74524,0.680827,0.293742,0.012424,0.993761,0.996816,0.788134,0.347616,0.581417,0.519208,0.831592,0.519208,0.99846,0.228469,0.348221,0.045058,0.022591,0.581417,0.00131,0.74524,0.483024,0.000399,0.831592
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,22.140006,-1,-1,-1,9.541819,11.30438,100,0,-1,110,100,11.867279,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.516928,0.637581,0.98939,0.737564,0.65613,0.745895,4.451235,0.29816,0.269719,0.991619,0.994491,0.825465,0.336902,0.589903,0.529495,0.832305,0.529495,0.997188,0.248778,0.347588,0.046271,0.031985,0.589903,0.001975,0.745895,0.601454,0.000722,0.832305
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,1,-1,-1,1.414214,1.414214,11.476746,9.952741,5.930737,5.930737,100,100,-1,0,-1,21.005461,-1,-1,-1,14.186223,13.203342,100,0,-1,31,100,14.989838,0,0,0,9.861087,-1,-1,-1,-1,-1,0,0,0.459173,0.412172,0.826087,0.796002,0.555709,0.608063,0.611907,0.225098,0.112631,0.921525,0.982602,0.981299,0.365657,0.742177,0.334695,0.767228,0.334695,0.988047,0.2207,0.414283,0.002134,0.220719,0.742177,0.000488,0.608063,0.202398,0.000379,0.767228
bool/pseudoGLB/normalized-pigeon-clauses-45-40.xml,1,-1,-1,1.414214,1.414214,16.36837,10.813781,15.274851,15.274851,100,100,-1,0,-1,20.493262,-1,-1,-1,7.161305,6.837627,100,0,-1,40,100,11.23002,0,0,0,10.813781,-1,-1,-1,-1,-1,0,0,0.566129,0.447548,0.916667,0.732364,0.645543,0.69539,12.641667,0.272332,3.582258,0.960081,0.992339,0.918671,0.449421,0.645349,0.318013,0.814673,0.318013,0.99506,0.198845,0.366617,0.002346,0.145161,0.645349,0.00043,0.69539,1.943743,0.00029,0.814673
bool/pseudoGLB/normalized-25s-smv.xml,1,-1,-1,1.414214,1.414214,18.238181,13.673199,13.312883,12.148159,100,100,-1,0,12.460712,21.126984,-1,-1,-1,6.609117,10.557407,100,0,-1,15,100,11.843921,0,0,0,12.277578,-1,-1,-1,-1,-1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-3.PB06.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900567024.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,21.817036,-1,-1,-1,10.267117,12.029267,100,0,-1,110,100,11.584963,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.49622,0.641396,0.991209,0.735848,0.64365,0.74066,4.23249,0.299126,0.235287,0.992377,0.994863,0.819125,0.335213,0.593355,0.528532,0.828622,0.528532,0.997492,0.245203,0.351621,0.052855,0.029488,0.593355,0.001909,0.74066,0.577845,0.000701,0.828622
bool/pseudoGLB/normalized-pigeon-cardinality-41-40.xml,1,-1,-1,1.414214,1.414214,12.287712,10.749031,6.33985,6.33985,100,100,-1,0,-1,20.732708,-1,-1,-1,13.376994,12.54211,100,0,-1,41,100,14.588832,0,0,0,10.67948,-1,-1,-1,-1,-1,0,0,0.439944,0.451918,0.870968,0.773918,0.540363,0.629364,0.582719,0.237144,0.091654,0.935527,0.986045,0.964243,0.366834,0.714854,0.359345,0.774602,0.359345,0.991145,0.224161,0.407179,0.001489,0.200188,0.714854,0.000306,0.629364,0.193816,0.00021,0.774602
bool/pseudoGLB/normalized-t2001-13queen13-1110978113.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.121437,-1,-1,-1,17.418699,16.975118,100,0,-1,169,100,14.785504,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.493835,0.633154,0.994342,0.720624,0.647817,0.744703,0.679371,0.293722,0.01208,0.994002,0.996963,0.78629,0.35238,0.581785,0.518082,0.831186,0.518082,0.998492,0.229707,0.348664,0.045683,0.022083,0.581785,0.001327,0.744703,0.48308,0.000395,0.831186
bool/pseudoGLB/normalized-t2001-13queen13-1110967523.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.035243,-1,-1,-1,17.401305,16.965911,100,0,-1,169,100,14.731796,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.461735,0.642308,0.994865,0.718406,0.626383,0.73675,0.677614,0.294928,0.01204,0.993998,0.99692,0.783272,0.345339,0.589836,0.521282,0.82584,0.521282,0.998536,0.228928,0.354522,0.050006,0.022093,0.589836,0.001377,0.73675,0.468257,0.000408,0.82584
bool/pseudoGLB/normalized-t3002-11tsp11-1900568706.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,22.099644,-1,-1,-1,10.482546,12.261587,100,0,-1,110,100,11.812177,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.504251,0.639357,0.990361,0.737943,0.647886,0.742152,4.409601,0.297519,0.26371,0.991677,0.994464,0.824652,0.334775,0.593129,0.527418,0.829768,0.527418,0.997256,0.246902,0.350384,0.050352,0.03159,0.593129,0.002008,0.742152,0.592248,0.000726,0.829768
