@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.818071,1.222388
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,1.053127,0.949553
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0.026484,37.75873
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.819145,1.220785
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0.026505,37.728571
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,0.819415,1.220383
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,0.151899,6.583333
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,1.053365,0.949338
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,0.109375,9.142857
normalized-graph12-w1.xml.mzn_AND_NODATA,1,0.885753,1.128983
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-graph13-w1.xml.mzn_AND_NODATA,1,0.881776,1.134075
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,0.819263,1.220609
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,0.029035,34.44127
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,0.819145,1.220785
normalized-graph10.xml.mzn_AND_NODATA,1,0.959972,1.041697
normalized-graph3.xml.mzn_AND_NODATA,1,0.959481,1.04223
normalized-graph2-f24.xml.mzn_AND_NODATA,1,0.9591,1.042644
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,0.819145,1.220785
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,0.818112,1.222327
normalized-graph11.xml.mzn_AND_NODATA,1,0.958506,1.04329
normalized-graph2-f25.xml.mzn_AND_NODATA,1,0.9591,1.042644
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.818071,1.222388
normalized-graph12.xml.mzn_AND_NODATA,1,0.960982,1.040602
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0.678929,1.472909
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0.026392,37.890476
normalized-graph6.xml.mzn_AND_NODATA,1,0.957806,1.044053
normalized-graph4.xml.mzn_AND_NODATA,1,0.959083,1.042662
normalized-graph7.xml.mzn_AND_NODATA,1,0.957806,1.044053
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.818166,1.222245
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.818343,1.221981
normalized-haystacks-05.xml.mzn_AND_NODATA,1,0.72,1.388889
normalized-haystacks-06.xml.mzn_AND_NODATA,1,0.735135,1.360294
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0.026485,37.757143
normalized-haystacks-08.xml.mzn_AND_NODATA,1,0.707865,1.412698
normalized-graph5.xml.mzn_AND_NODATA,1,0.959481,1.04223
normalized-haystacks-10.xml.mzn_AND_NODATA,1,0.737297,1.356305
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.819145,1.220785
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.958506,1.04329
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.955063,1.047052
normalized-haystacks-12.xml.mzn_AND_NODATA,1,0.730554,1.368825
normalized-hanoi4.xml.mzn_AND_NODATA,1,0.402692,2.483287
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.955063,1.047052
normalized-haystacks-13.xml.mzn_AND_NODATA,1,0.727761,1.374077
normalized-haystacks-07.xml.mzn_AND_NODATA,1,0.704467,1.419512
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.026189,38.184127
normalized-graph13.xml.mzn_AND_NODATA,1,0.960042,1.041621
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.817869,1.22269
normalized-haystacks-09.xml.mzn_AND_NODATA,1,0.728788,1.372141
normalized-haystacks-11.xml.mzn_AND_NODATA,1,0.726083,1.377252
normalized-haystacks-16.xml.mzn_AND_NODATA,1,0.72628,1.376879
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.959853,1.041826
normalized-haystacks-18.xml.mzn_AND_NODATA,1,0.735225,1.360127
normalized-haystacks-17.xml.mzn_AND_NODATA,1,0.728996,1.371749
normalized-haystacks-14.xml.mzn_AND_NODATA,1,0.720802,1.387343
normalized-graph9.xml.mzn_AND_NODATA,1,0.959853,1.041826
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.958506,1.04329
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.959853,1.041826
normalized-hanoi5.xml.mzn_AND_NODATA,1,0.329916,3.031072
normalized-haystacks-20.xml.mzn_AND_NODATA,1,0.736417,1.357926
normalized-haystacks-15.xml.mzn_AND_NODATA,1,0.722417,1.384243
normalized-haystacks-19.xml.mzn_AND_NODATA,1,0.735872,1.358932
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,1.052888,0.949768
normalized-haystacks-22.xml.mzn_AND_NODATA,1,0.72994,1.369976
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.818153,1.222266
normalized-haystacks-23.xml.mzn_AND_NODATA,1,0.731248,1.367524
normalized-haystacks-24.xml.mzn_AND_NODATA,1,0.733062,1.364141
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,1.052642,0.949991
normalized-haystacks-25.xml.mzn_AND_NODATA,1,0.738558,1.353989
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,1.053302,0.949395
normalized-haystacks-26.xml.mzn_AND_NODATA,1,0.739125,1.352951
normalized-haystacks-27.xml.mzn_AND_NODATA,1,0.738134,1.354768
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,1.052722,0.949919
normalized-haystacks-28.xml.mzn_AND_NODATA,1,0.739528,1.352214
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.02575,38.835
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.817931,1.222597
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.489796,2.041667
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.02522,39.65125
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.453782,2.203704
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.422535,2.366667
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,1.053031,0.94964
normalized-homer-10.xml.mzn_AND_NODATA,1,0.344595,2.901961
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.818166,1.222245
normalized-homer-11.xml.mzn_AND_NODATA,1,0.344595,2.901961
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.024627,40.60625
normalized-homer-12.xml.mzn_AND_NODATA,1,0.344595,2.901961
normalized-huck-10.xml.mzn_AND_NODATA,1,0.245847,4.067568
normalized-haystacks-29.xml.mzn_AND_NODATA,1,0.739044,1.353099
normalized-huck-9.xml.mzn_AND_NODATA,1,0.245847,4.067568
normalized-homer-8.xml.mzn_AND_NODATA,1,0.344595,2.901961
normalized-huck-8.xml.mzn_AND_NODATA,1,0.245847,4.067568
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,1.052413,0.950198
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.818166,1.222245
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,1.05256,0.950065
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.818031,1.222448
normalized-haystacks-30.xml.mzn_AND_NODATA,1,0.738103,1.354824
normalized-ii-16b2.xml.mzn_AND_NODATA,1,0.125167,7.989312
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.02368,42.23
normalized-ii-32b2.xml.mzn_AND_NODATA,1,0.185172,5.400383
normalized-ii-16a1.xml.mzn_AND_NODATA,1,0.157008,6.369091
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,1.052766,0.949878
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,1.051969,0.950598
normalized-ii-16c1.xml.mzn_AND_NODATA,1,0.175098,5.711076
normalized-ii-16a2.xml.mzn_AND_NODATA,1,0.128763,7.76623
normalized-ii-16d2.xml.mzn_AND_NODATA,1,0.125818,7.947967
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.023377,42.7775
normalized-ii-32c3.xml.mzn_AND_NODATA,1,0.157139,6.363799
normalized-ii-32d1.xml.mzn_AND_NODATA,1,0.218781,4.570783
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.818221,1.222164
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,1.051844,0.950711
normalized-ii-16e2.xml.mzn_AND_NODATA,1,0.127318,7.854323
normalized-ii-32b3.xml.mzn_AND_NODATA,1,0.114436,8.738506
normalized-ii-32d2.xml.mzn_AND_NODATA,1,0.145402,6.877475
normalized-ii-32b4.xml.mzn_AND_NODATA,1,0.104398,9.57874
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,1.052955,0.949708
normalized-ii-8a3.xml.mzn_AND_NODATA,1,0.292683,3.416667
normalized-ii-16b1.xml.mzn_AND_NODATA,1,0.130356,7.671296
normalized-ii-8a4.xml.mzn_AND_NODATA,1,0.252712,3.957071
normalized-ii-32a1.xml.mzn_AND_NODATA,1,0.094923,10.534858
normalized-ii-16c2.xml.mzn_AND_NODATA,1,0.125518,7.966991
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.0228,43.85875
normalized-ii-8b2.xml.mzn_AND_NODATA,1,0.247635,4.038194
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.022642,44.16625
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.022671,44.11
normalized-ii-8d1.xml.mzn_AND_NODATA,1,0.284411,3.516038
normalized-ii-32e4.xml.mzn_AND_NODATA,1,0.103296,9.680879
normalized-ii-8e1.xml.mzn_AND_NODATA,1,0.284464,3.515385
normalized-ii-16d1.xml.mzn_AND_NODATA,1,0.143599,6.963821
normalized-ii-32e3.xml.mzn_AND_NODATA,1,0.123364,8.106061
normalized-ii-32e5.xml.mzn_AND_NODATA,1,0.085869,11.645594
normalized-ii-8b4.xml.mzn_AND_NODATA,1,0.23162,4.317416
normalized-ii-8b3.xml.mzn_AND_NODATA,1,0.236728,4.224265
normalized-ii-32c4.xml.mzn_AND_NODATA,1,0.07021,14.243083
normalized-haystacks-31.xml.mzn_AND_NODATA,1,0.738451,1.354185
normalized-ii-32d3.xml.mzn_AND_NODATA,1,0.081174,12.319175
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-ii-16e1.xml.mzn_AND_NODATA,1,0.155518,6.43012
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.022444,44.55625
normalized-ii-8e2.xml.mzn_AND_NODATA,1,0.249606,4.006322
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.022435,44.57375
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.817981,1.222523
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-ii-8d2.xml.mzn_AND_NODATA,1,0.250438,3.993011
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,1.052673,0.949962
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-ii-8c2.xml.mzn_AND_NODATA,1,0.250033,3.999474
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,1.052441,0.950172
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-jean-7.xml.mzn_AND_NODATA,1,0.314961,3.175
normalized-jean-8.xml.mzn_AND_NODATA,1,0.314961,3.175
normalized-jean-9.xml.mzn_AND_NODATA,1,0.314961,3.175
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,1.052895,0.949763
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.285987,3.496667
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,1.052255,0.95034
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-jnh-201.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-jnh-205.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-jnh-220.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-jnh-209.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-jnh-301.xml.mzn_AND_NODATA,1,0.2,5
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,0.272727,3.666667
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,0.046186,21.65162
normalized-jnh-204.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-jnh-1.xml.mzn_AND_NODATA,1,0.210526,4.75
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-haystacks-32.xml.mzn_AND_NODATA,1,0.737241,1.356409
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,0.044456,22.494364
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,0.046141,21.672868
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,1.0526,0.950028
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-jnh-212.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-jnh-217.xml.mzn_AND_NODATA,1,0.222222,4.5
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,1.052141,0.950443
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-haystacks-33.xml.mzn_AND_NODATA,1,0.738876,1.353408
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,1.052844,0.949808
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,1.052351,0.950253
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,1.051697,0.950844
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,1.051858,0.950698
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,0.021623,46.246465
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,0.021499,46.514141
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,0.024809,40.307619
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,0.021353,46.831313
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,0.023896,41.848571
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,1.052542,0.950081
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,0.683891,1.462222
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-haystacks-34.xml.mzn_AND_NODATA,1,0.741173,1.349212
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,0.021156,47.268687
normalized-knights-100-25.xml.mzn_AND_NODATA,1,0.541667,1.846154
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,0.023945,41.761905
normalized-knights-10-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-knights-12-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-15-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-knights-20-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-knights-25-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,0.020705,48.29697
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-25-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-knights-50-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-100-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-knights-80-25.xml.mzn_AND_NODATA,1,0.541667,1.846154
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-80-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-la03x3-590.xml.mzn_AND_NODATA,1,0.974194,1.02649
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,0.679117,1.4725
normalized-js-taillard-20-15-105-7.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-50-25.xml.mzn_AND_NODATA,1,0.541667,1.846154
normalized-langford-2-17.xml.mzn_AND_NODATA,1,0.058824,17
normalized-js-taillard-20-15-95-5.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-langford-2-18.xml.mzn_AND_NODATA,1,0.055556,18
normalized-js-taillard-20-15-95-6.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-langford-2-25.xml.mzn_AND_NODATA,1,0.04,25
normalized-knights-100-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-js-taillard-20-15-105-0.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-js-taillard-20-15-100-5.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-la04x2-572.xml.mzn_AND_NODATA,1,0.961905,1.039604
normalized-la03x2-593.xml.mzn_AND_NODATA,1,0.961905,1.039604
normalized-langford-2-13.xml.mzn_AND_NODATA,1,0.076923,13
normalized-langford-2-30.xml.mzn_AND_NODATA,1,0.033333,30
normalized-knights-15-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-langford-3-14.xml.mzn_AND_NODATA,1,0.047244,21.166667
normalized-fischer-9-8-fair.xml.mzn_AND_NODATA,1,1.052054,0.950522
normalized-knights-12-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-langford-3-15.xml.mzn_AND_NODATA,1,0.044118,22.666667
normalized-js-taillard-20-15-95-9.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-langford-2-21.xml.mzn_AND_NODATA,1,0.047619,21
normalized-langford-3-18.xml.mzn_AND_NODATA,1,0.03681,27.166667
normalized-js-taillard-20-15-95-7.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-knights-80-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-langford-2-40.xml.mzn_AND_NODATA,1,0.025,40
normalized-langford-2-14.xml.mzn_AND_NODATA,1,0.071429,14
normalized-knights-8-5.xml.mzn_AND_NODATA,1,0.928571,1.076923
normalized-langford-3-16.xml.mzn_AND_NODATA,1,0.041379,24.166667
normalized-langford-3-20.xml.mzn_AND_NODATA,1,0.033149,30.166667
normalized-geo50-20-d4-75-29_ext.xml.mzn_AND_NODATA,1,0.024079,41.530476
normalized-js-taillard-20-15-100-4.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-fischer-8-9-fair.xml.mzn_AND_NODATA,1,1.052281,0.950317
normalized-frb45-21-3_ext.xml.mzn_AND_NODATA,1,0.019848,50.383838
normalized-langford-4-15.xml.mzn_AND_NODATA,1,0.033058,30.25
normalized-langford-4-17.xml.mzn_AND_NODATA,1,0.029197,34.25
normalized-knights-50-9.xml.mzn_AND_NODATA,1,0.8125,1.230769
normalized-js-taillard-20-15-95-4.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-langford-4-18.xml.mzn_AND_NODATA,1,0.027586,36.25
normalized-langford-3-25.xml.mzn_AND_NODATA,1,0.026549,37.666667
normalized-latinSquare-dg-10_all.xml.mzn_AND_NODATA,1,2.5,0.4
normalized-latinSquare-dg-12_all.xml.mzn_AND_NODATA,1,3,0.333333
normalized-langford-3-30.xml.mzn_AND_NODATA,1,0.02214,45.166667
normalized-js-taillard-20-15-105-2.xml.mzn_AND_NODATA,1,0.679502,1.471667
normalized-latinSquare-dg-8_all.xml.mzn_AND_NODATA,1,2,0.5
normalized-langford-4-14.xml.mzn_AND_NODATA,1,0.035398,28.25
