@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC

@DATA
SAT_RACE2008/fuhs-aprove-16.cnf,1,0.047,0.3617,0.0307,0.0439,182000,1.402,2.6617,1.1494,0.0573,0.1786,0.0251,907.4,0.0229,776,735,0.9083
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.0319,0.8014,0.015,0.0253,697000,0.4931,0.49,1.3593,0.2231,0.1704,0.0128,100.5,0.0018,120,81,0.5795
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.1663,0.5653,0.0875,0.1205,3195,0.2891,0.2871,0.7034,0.2077,0.2308,0.074,3530.3,0.043,3540,3507,0.5792
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,0.1839,0.5907,0.0973,0.1344,1530,0.3058,0.297,0.7308,0.2144,0.2304,0.0856,4000.5,0.05,3998,3953,0.5811
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s405595518.sat05-531.reshuffled-07.cnf,1,0.0105,0.6674,0.0043,0.0085,13289,0.3465,0.3176,1.0498,0.582,0.0648,0.0012,2870.2,0.0005,2906,2901,0.1013
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2118640909-06.cnf,1,0.1754,0.5679,0.093,0.1256,29400,0.2894,0.2927,0.7127,0.2045,0.234,0.0795,29.017,0.0477,27,23,0.5783
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1,0.5,0.7999,0.433,0.4999,7617,4.1534,1.4738,2.9512,0.665,0.1931,0.4997,1821.7,0.4976,2123,749,0.23
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-07r-k100.cnf,1,0.2543,0.121,0.1233,0.1942,61378,0.4909,1.2148,1.3065,0,0.2282,0.0634,349.59,0.0266,219,178,2.2163
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0892,0.7817,0.0349,0.0497,276000,1.0046,0.7817,1.7411,0.2578,0.1645,0.0174,458.64,0.0071,478,249,0.5675
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.1763,0.5639,0.0923,0.1254,67200,0.2973,0.3018,0.7389,0.2057,0.2331,0.0787,10.491,0.0467,9,8,0.5788
SAT_RACE2008/ibm-2002-24r3-k100.cnf,1,0.1402,0.7783,0.0555,0.084,550000,0.9978,0.8203,1.7572,0.2301,0.1716,0.0297,405.29,0.0044,388,360,0.5911
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0047,0.24,0.0027,0.0034,22000,0.0957,0.0812,0.835,0.0735,0.05,0.0023,37.791,0.0015,36,31,0.6803
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.1763,0.5667,0.0921,0.124,42000,0.2866,0.29,0.7041,0.2021,0.2339,0.0792,17.286,0.0467,16,14,0.5872
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.1809,0.5964,0.0904,0.1257,1491,0.3249,0.3126,0.764,0.2005,0.2276,0.0779,4004.3,0.047,4009,3953,0.5943
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.1761,0.8789,0.1705,0.176,2619,0,0.2063,1.1187,0.8683,0.1107,0.1703,4716.2,0.165,4740,4697,0.0058
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-13-s.cnf,1,0.03,0.7902,0.0136,0.0235,1030000,0.4744,0.4865,1.3173,0.2129,0.1661,0.0116,31.75,0.0005,40,34,0.5878
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S260814579-03.cnf,1,0.0049,0.2401,0.0027,0.0034,22000,0.1001,0.0845,0.8315,0.0739,0.05,0.0023,38.692,0.0015,38,32,0.6679
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-160-100.cnf,1,0.2296,0.5832,0.2295,0.2295,384,0,0.0321,0,0.5831,0.4167,0.2295,4633.7,0.2295,4641,4612,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S254828838-055.cnf,1,0.0001,0.0848,0.0001,0.0001,5785,0.0297,0,0.9916,0.0228,0.0112,0.0001,4474.7,0.0001,4479,4394,0.6952
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/380/unif-k3-r4.25-v380-c1615-S1807135406-059.cnf,1,0.1676,0.5687,0.0859,0.1133,1615,0.2674,0.2636,0.6377,0.2052,0.2328,0.071,3981.9,0.045,3966,3947,0.5678
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-21r-k95.cnf,1,0.0839,0.8312,0.0311,0.0471,788000,1.1688,0.9826,1.9733,0.4,0.1352,0.0157,843.67,0.0036,870,821,0.4763
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1723021362-073.cnf,1,0.0001,0.0951,0.0001,0.0001,6230,0.0317,0,0.9981,0.0262,0.0112,0.0001,4452.6,0.0001,4429,4409,0.7633
SAT_Competition2011/SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.2679,0,0.2648,0.2677,672,0.0086,0,0.9993,0,0.2,0.2672,4347.1,0.2654,4338,4257,8.3598
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1791291573-05.cnf,1,0.0048,0.2415,0.0027,0.0036,12000,0.0984,0.0707,0.8308,0.0714,0.05,0.0023,90.162,0.0015,85,78,0.6979
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v300-c1278-S768688898-014.UNKNOWN.cnf,1,0.1634,0.5877,0.0874,0.1252,1278,0.301,0.2938,0.6532,0.2019,0.2311,0.0747,4057.6,0.0419,4065,3995,0.5623
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.1711,0.5613,0.0902,0.1214,21000,0.2881,0.2912,0.7005,0.2042,0.2336,0.0769,44.569,0.0458,41,37,0.5775
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-8.cnf,1,0.3415,1,0.069,0.031,1330000,4.946,2.9842,0.6014,0.9776,0.0233,0.001,18,0,18,18,0.2738
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S621134782-041.cnf,1,0.1756,0.5836,0.0909,0.1184,2210,0.2757,0.2729,0.6555,0.1983,0.2318,0.0773,3829.4,0.0455,3806,3714,0.5843
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.1227,0.4969,0.0508,0.0647,130000,0.8554,0.773,1.4844,0.1248,0.2023,0.0376,781.67,0.0173,750,610,0.7097
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1916972979-060.cnf,1,0.003,0.2141,0.0017,0.0019,1917,0.0993,0.0103,0.8372,0.0491,0.0469,0.0013,4343,0.0009,4324,4297,0.7423
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.4488,0.9467,0.151,0.2849,912000,1.9823,1.687,1.695,0.4148,0.0256,0.0698,0,0.0144,0,0,0.4767
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0.0037,0.0345,0.0032,0.0035,1892,0.0144,0.021,1.1042,0.0105,0.0581,0.0032,4237.3,0.0029,4244,4232,0.7665
SAT_RACE2008/ibm-2002-29r-k75.cnf,1,0.0826,0.8297,0.0311,0.0371,335000,0.8667,0.6862,1.5063,0.2891,0.1357,0.0157,275.79,0.0048,280,175,0.5359
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.2295,0.5832,0.2295,0.2295,576,0,0.0182,1.1174,0.5831,0.4167,0.2295,4481.3,0.2295,4467,4427,0.0001
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0,0.8497,0,0,132000,0.192,0.1903,0.2102,0.824,0.0113,0,422.44,0,288,223,0.0212
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.112,0.5864,0.0523,0.0786,488000,1.9902,1.5878,1.7515,0.3146,0.1523,0.0413,415.5,0.016,423,317,0.4023
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-4.cnf,1,0.0447,0.0666,0.0308,0.0411,204000,0.5097,0.5183,1.0397,0.0002,0.172,0.0265,257.49,0.0224,232,200,1.8548
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.0034,0.2074,0.0017,0.0022,2130,0.101,0.0125,0.8262,0.0715,0.0469,0.0015,4324.3,0.0009,4305,4285,0.6758
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.0537,0.9702,0.0213,0.0326,30387,0.54,0.32,0.9623,0.8228,0.0482,0.0248,1715.4,0.0001,1779,1309,0.2513
SAT_Competition2009/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,1,0.0007,0.9082,0.0003,0.0004,15466,0.1711,0,0.0881,0.8748,0.0226,0.0002,1785.7,0,1134,1047,0.0297
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,0.005,0.2432,0.0027,0.0035,22000,0.102,0.0869,0.8276,0.0694,0.05,0.0023,38.185,0.0015,36,32,0.7014
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1826325374-100.cnf,1,0.1806,0.5708,0.0908,0.1218,2125,0.2918,0.2876,0.7023,0.2164,0.2316,0.0762,3907.3,0.0464,3906,3882,0.5672
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.5,0.7998,0.4485,0.4999,8013,4.1837,1.5263,2.9418,0.6646,0.2231,0.4995,1275.2,0.4909,1305,581,0.2306
SAT_RACE2006/SAT-Race-Benchmarks/velev-live-uns-2.0-ebuf.cnf,1,0.0557,0.9529,0.0183,0.0116,161000,2.8046,1.7213,1.5002,0.734,0.0747,0.0012,931.75,0.0001,954,796,0.2896
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.176,0.5695,0.093,0.125,168000,0.2906,0.2945,0.7162,0.2039,0.2336,0.0797,3.5586,0.0474,3,2,0.577
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.0483,0.0878,0.0312,0.0407,279000,0.6089,0.4885,1.0054,0.0001,0.1696,0.0291,271.1,0.0231,235,187,1.7491
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.0109,0.6735,0.0044,0.0088,13289,0.349,0.3179,0.9999,0.5808,0.0648,0.0012,2786,0.0005,2861,2799,0.1107
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.0001,0.0856,0.0001,0.0001,6230,0.0307,0,1.0103,0.0301,0.0112,0.0001,4439,0,4412,4372,0.6836
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7b_i.cnf,1,0.1528,0.792,0.072,0.1104,77473,1.2147,1.1007,1.6977,0.2885,0.1436,0.0546,731.73,0.0144,705,646,0.5523
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1313163883-027.cnf,1,0.005,0.2557,0.0027,0.0034,14000,0.0993,0.0765,0.8308,0.0739,0.05,0.0024,72.731,0.0015,69,62,0.6804
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0064,0.5091,0.0064,0.0064,11058,0,0,0,0.509,0.0323,0.0064,3546.5,0.0064,3771,3322,0.0001
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.1211,0.8409,0.0401,0.0541,890000,0.9596,0.7488,1.5838,0.221,0.1296,0.0146,104,0.0047,133,75,0.5928
SAT_RACE2008/simon-s02-f2clk-50.cnf,1,0.0907,0.4827,0.0403,0.0506,101000,0.7019,0.751,1.4675,0.0939,0.1807,0.0351,887.14,0.012,864,823,0.8481
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0,0.042,0.042,880,0,0.0273,0.5623,0,0.25,0.042,4415,0.042,4448,4360,0
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0516,0.8583,0.0149,0.0099,93544,2.5107,1.0986,0.9494,0.818,0.0823,0.0039,1193.3,0.0017,1096,691,0.0612
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.5,0.7998,0.4508,0.4999,7521,4.2361,1.5207,2.9219,0.6647,0.2217,0.4996,1469.6,0.4947,1360,1004,0.2349
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.692,0,0,96849,0.0048,0.0821,0.676,0.692,0.0075,0,1224.3,0,1193,1095,0.0026
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.0998,0.9418,0.098,0.0983,43605,0,0.2653,0.9001,0.9407,0.0444,0.0979,4879,0.0968,4879,4879,0.0011
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.1466,0.5536,0.0552,0.0834,307000,1.4458,1.425,1.7997,0.2869,0.1738,0.0325,1154.9,0.0216,1099,1075,0.4508
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0001,0.08,0.0001,0.0001,7120,0.0377,0,1.0126,0.0258,0.0112,0.0001,4397.4,0,4366,4360,0.7959
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.0463,0.8842,0.0188,0.0352,1390000,0.7355,0.6547,1.4155,0.3533,0.1447,0.0091,3.7143,0.0018,2,0,0.4771
SAT_Competition2011/SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.1944,0.9676,0.054,0.0611,8702,0.4162,0.4248,0.5852,0.7439,0.0764,0.0145,0,0.0041,0,0,0.2588
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S1892788676-021.cnf,1,0.1676,0.5739,0.0886,0.114,1955,0.2704,0.2673,0.6882,0.1929,0.233,0.0725,3882,0.0477,3870,3824,0.5982
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S172053238-003.cnf,1,0.1641,0.5609,0.0883,0.1146,1700,0.2694,0.2665,0.6223,0.2464,0.2333,0.0739,3942.4,0.0448,3937,3882,0.5352
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf,1,0.0001,0.0919,0.0001,0.0001,5340,0.0338,0,0.9994,0.0258,0.0112,0.0001,4464.3,0,4439,4425,0.7584
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.1761,0.8789,0.1705,0.176,2619,0,0.2063,1.1187,0.8683,0.1107,0.1703,4716.2,0.165,4740,4697,0.0058
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S1035441377-058.cnf,1,0.1587,0.5465,0.0834,0.1115,1870,0.2925,0.2838,0.7394,0.1862,0.2299,0.0717,3919.6,0.041,3899,3893,0.5881
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4997,0.8263,0.4444,0.499,16016,1.1824,1.3887,2.5489,0.6662,0.1663,0.496,1817.4,0.4733,1820,1715,0.1899
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.032,0.9037,0.0314,0.0317,7050,0,0.263,0.9417,0.903,0.054,0.0315,3787.7,0.0311,4106,3197,0.0007
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.1655,0.5451,0.0834,0.1113,1785,0.2813,0.2782,0.6824,0.1785,0.231,0.0682,3934.2,0.043,3892,3887,0.6027
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.2411,0.6046,0.1361,0.1838,2280,0.3369,0.342,1.0294,0.214,0.2626,0.1218,3861.6,0.0692,3808,3772,0.5838
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.0084,0.0943,0.0049,0.0053,420,0.0238,0,1.4646,0.0355,0.0714,0.0047,0,0.004,0,0,0.5914
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.1762,0.5691,0.0928,0.1247,147000,0.2903,0.2938,0.7153,0.2014,0.2336,0.0795,4.4762,0.0478,4,2,0.5825
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.8775,0.1832,0.1832,4777,0,0.005,0,0.8774,0.1174,0.1832,4870,0.1832,4870,4870,0
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.1752,0.5662,0.0914,0.1218,29400,0.2884,0.2908,0.7094,0.207,0.2339,0.0776,29.434,0.0469,28,23,0.5779
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.1757,0.5842,0.0923,0.125,1065,0.2648,0.251,0.6416,0.2457,0.2324,0.0819,4094.9,0.0501,4100,4063,0.5418
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0036,0.2283,0.0019,0.0022,1597,0.1005,0.0057,0.8473,0.0594,0.047,0.0013,4389.9,0.0009,4373,4358,0.7202
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.0982,0.7591,0.0507,0.058,180000,5.0083,3.6897,1.2679,0.5764,0.1578,0.0418,116.59,0.0292,104,83,0.2727
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0.0001,0.0948,0.0001,0.0001,6675,0.0366,0,1.0047,0.0262,0.0112,0.0001,4424.2,0,4381,4359,0.6822
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0033,0.2118,0.0017,0.0023,2662,0.0972,0.0217,0.8237,0.0811,0.047,0.0013,4203,0.0009,4205,4136,0.6132
SAT_RACE2008/grieu-vmpc-31.cnf,1,0,0.6915,0,0,147000,0.004,0.0776,0.675,0.6915,0.0065,0,1833,0,1719,1092,0.002
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.6928,0,0,76775,0.0054,0.0846,1.0505,0.6928,0.0081,0,1837.3,0,1388,1155,0.003
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0,0.042,0.042,1120,0,0.0391,0.5623,0,0.25,0.042,4321.5,0.042,4248,4202,0
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.1565,0.9981,0.0289,0.0042,317000,0.5681,0.4721,1.1223,0.9525,0.0244,0,306.67,0,330,223,0.1725
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.0522,0.8747,0.0195,0.0366,1200000,0.7474,0.6558,1.3999,0.2371,0.1453,0.006,5.8235,0.0018,4,1,0.5955
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0.5,0.7999,0.4256,0.4999,7095,4.4365,1.5093,2.9945,0.6128,0.2135,0.4997,2030.1,0.4972,2061,1489,0.2415
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0052,0.2425,0.0028,0.0034,22000,0.1022,0.0875,0.8428,0.0693,0.05,0.0023,38.252,0.0015,36,32,0.7173
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,0.252,0.4605,0.1013,0.1834,1600000,1.2442,1.2043,1.3062,0.1006,0.1847,0.0545,0,0.0333,0,0,0.9095
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0037,0.2433,0.0018,0.0023,3195,0.0977,0.0265,0.8226,0.0616,0.0469,0.0014,4162.4,0.0009,4136,4094,0.7164
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.1653,0.5698,0.0868,0.116,2040,0.282,0.2792,0.6723,0.2351,0.2317,0.0726,3867,0.0442,3846,3820,0.5137
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.1743,0.5594,0.092,0.1238,16800,0.2993,0.302,0.7334,0.1958,0.233,0.0791,61.351,0.0463,58,51,0.5951
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.1843,0.5032,0.0708,0.1065,26317,1.639,1.7637,1.4683,0.0618,0.1924,0.0435,0,0.0199,0,0,0.8737
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.1749,0.5686,0.0924,0.1243,67200,0.2914,0.295,0.7205,0.204,0.2335,0.0787,9.7155,0.0469,9,7,0.5812
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.0836,0.9634,0.0295,0.0479,25913,0.8151,0.3645,1.1545,0.7093,0.0622,0.0152,2226.3,0,2237,2095,0.2401
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.3315,0.968,0.081,0.1075,657000,3.602,2.4745,1.3543,0.7903,0.0617,0.0272,194.16,0.0022,189,132,0.4007
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.1771,0.5659,0.0932,0.1256,33600,0.2892,0.2925,0.7125,0.211,0.2338,0.08,25.301,0.0474,23,19,0.5725
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.1616,0.831,0.0595,0.0597,455000,1.9303,1.4985,1.5396,0.3815,0.0556,0.035,953,0.0037,600,510,0.4934
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0562,0.9993,0.0199,0.0241,567000,0.1595,0,0.0989,0.9812,0.0041,0.0062,160,0.0008,46,37,0.0673
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.8024,0,0,43649,0.1324,0.1671,0.2697,0.7805,0.0168,0,1553.4,0,551,450,0.0199
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0002,0.1081,0.0001,0.0001,11900,0.0395,0,1.0007,0.0299,0.0118,0.0001,4222.4,0.0001,4125,4108,0.7316
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0.2415,1,0.0571,0.0231,13300000,13.386,1.3035,1.285,0.9749,0.0364,0.0012,0,0,0,0,0.2159
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.5,0.7998,0.4485,0.4999,8013,4.1837,1.5263,2.9418,0.6646,0.2231,0.4995,1294.5,0.4909,1356,581,0.2306
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.8206,0,0,61409,0.1759,0.2047,0.2431,0.7982,0.0149,0,758.08,0,688,433,0.0195
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0052,0.2428,0.0027,0.0034,18000,0.1,0.0817,0.8282,0.0704,0.05,0.0023,50.897,0.0015,50,43,0.7057
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0033,0.2418,0.0018,0.0025,2130,0.0962,0.0115,0.84,0.0713,0.0469,0.0015,4290.4,0.001,4281,4245,0.6654
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0292,0.8447,0.0156,0.022,1410000,0.5454,0.5132,1.3791,0.2751,0.1733,0.0156,0,0.0072,0,0,0.5482
