@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0086,12,6,6,8.9179,50,6.729,0.14,9,6.1928,0.011,0.1265,0.7049,2.208,8.9313,0,12,0.0036,2,0,4569,0.2322,0.1537,0.0001,1.9547,19.4725,4504,0.2334,?,0.0112,4498,?,?,0.011,4498,?,4562.4,0.7757,0.0001,19.7461,0.0001,0.0001,4604,4637,0.2983,3.4475,0.0112,19.783,0.012,2.088,0.1162,0,?,19.6203,0.3397,0.0698
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,173,0.001,184,158,159,172.75,900,50.9649,0.0056,173,40.9482,0.0131,0.0037,0.4776,1.083,171.954,0.0014,187,0.0003,3,0.001,49,0.0646,0.0073,0.0023,0.372,49.3333,42,0.0813,?,0.0018,33,?,?,0.0231,39,?,49.8571,0.5889,0.0034,55.0167,0.0027,0.005,54,118,0.159,3.6902,0.05,54.9888,0.2385,3.0194,0.0401,0.0816,?,52.0638,0.2128,0.1669
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1738460433-02.UNSAT.shuffled.cnf,1,2769,2769,0.0385,130,0.0449,0.0385,0.0385,26,0.0077,31,21,21,25.7194,130,11.1491,0.0385,26,10.2107,0.0415,0.0293,0.5495,1.5082,25.8195,0.0009,31,0.0033,2.9922,0.0006,4181,0.1523,0.0469,0.0014,1.0832,27.3566,4167,0.1511,0.1094,0.0116,4110,0.0931,0.0733,0.0466,4110,0.0917,4207.625,0.7287,0.0023,28.6645,0.0017,0.0032,4294,4383,0.273,3.4684,0.0469,28.7639,0.0198,2.8489,0.0728,0.0198,0.1197,28.1486,0.2477,0.1493
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,8010,8010,0.0778,90,0.0111,0.0778,0.0778,15,0.0045,19,12,12,15.3377,90,10.6122,0.0778,15,10.6025,0.0111,0.0679,0.6595,1.9085,15.2773,0,19,0.003,2,0,4334,0.1879,0.0858,0.0001,1.7158,30.2862,4319,0.1889,?,0.0076,4311,?,?,0.0111,4311,?,4392,0.7429,0.0001,31.0878,0.0001,0.0001,4474,4522,0.2422,3.9354,0.0112,30.9478,0.0201,2.0077,0.0915,0,?,31.0242,0.2869,0.0589
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2094973797-12-SAT.cnf,1,2280,2207,0.0034,586,0.01,0.0051,0.0051,127,0.0026,137,116,116,126.66,630,18.8054,0.0085,127,15.442,0.0027,0.0014,0.3061,0.8525,126.722,0.0633,137,0,4.0735,0.0375,3928,0.0679,0.0113,0.1061,0.2788,24.3635,3884,0.0672,0.0163,0.0082,3876,0.0076,0.0018,0.0231,3876,0.1271,3923.1667,0.549,0.1614,26.3664,0.1187,0.2271,3966,3969,0.3428,2.6155,0.2655,26.0949,0.0092,3.198,0.0386,0.3186,0.4,24.5355,0.22,0.3929
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S77566504-14.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,32,0.0022,39,28,27,33.2339,200,17.9236,0.035,33,18.3292,0.0117,0.0308,0.6282,1.6038,32.8377,0.0001,39,0.0013,2,0.0001,3869,0.1394,0.0386,0.0001,1.2919,55.684,3829,0.1487,?,0.0031,3561,?,?,0.0117,3561,?,3792.5,0.7219,0.0001,58.0594,0.0001,0.0002,3911,3911,0.3157,4.3069,0.0118,57.435,0.0361,2.1333,0.0672,0,?,57.5594,0.2522,0.0682
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S319509287-085-UNKNOWN.cnf,1,40000,40000,0.0025,2000,0.0091,0.0025,0.0025,384,0.0005,405,365,364,380.526,2000,112.711,0.0025,382,83.2784,0.0063,0.0017,0.4589,0.9822,384.041,0.0015,399,0.0002,3,0.001,17,0.0905,0.0033,0.0023,0.2345,61.375,15,0.0409,?,0.0008,10,?,?,0.0117,13,?,17.6163,0.5294,0.0034,72.6667,0.0027,0.0049,20,34,0.5724,3.6983,0.05,73.2495,0.2453,3.0032,0.0178,0.0915,?,65.9412,0.4231,0.1675
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf,1,4026,3834,0.0018,1122,0.0052,0.0026,0.0026,242,0.0013,256,227,227,242.011,1295,31.1099,0.0053,242,24.7545,0.0005,0.0003,0.2617,0.7639,241.328,0.0833,257,0,4.9857,0.0449,2894,0.0474,0.0073,0.1369,0.2005,34.0336,2638,0.0566,0.0107,0.0037,2229,0.0039,0.0005,0.0154,2229,0.1435,2946.5,0.5183,0.1965,35.9371,0.1482,0.2583,3419,3795,0.232,2.6233,0.2926,37.6049,0.1672,3.058,0.0432,0.3806,0.6667,34.9702,0.2227,0.4212
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE.cnf,1,1704,1689,0.0078,387,0.0154,0.0079,0.0079,86,0.0039,95,77,77,86.1238,400,13.6365,0.0129,86,11.3407,0.0047,0.0024,0.3328,0.9643,86.1998,0.0455,95,0,4,0.0256,3959,0.0805,0.0166,0.0757,0.3879,23.0923,3910,0.0824,0.0243,0.0089,3813,0.0119,0.0047,0.0314,3813,0.1086,3933.625,0.6004,0.1196,23.6441,0.0893,0.1748,4024,4037,0.3109,2.6685,0.2291,24.1466,0.0188,3.3238,0.0395,0.2744,0.25,23.5092,0.2066,0.3976
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,2982,2968,0.0044,686,0.0088,0.0044,0.0044,152,0.0021,164,140,141,151.466,700,23.9204,0.0073,151,18.8879,0.002,0.001,0.307,0.879,151.874,0.0463,163,0.0003,4.0234,0.0281,3711,0.0614,0.0104,0.0759,0.2775,33.3379,3633,0.0585,0.0192,0.0051,3574,0.0067,0.0024,0.0206,3574,0.1057,3695.625,0.5048,0.1183,35.9181,0.0889,0.1587,3752,3861,0.2499,2.6765,0.2311,36.5711,0.0223,3.3136,0.0284,0.2847,0.2931,35.5835,0.2113,0.3956
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2015297474-031.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,192,0.0009,208,177,178,191.629,1000,54.3881,0.005,191,44.0542,0.0126,0.0037,0.478,1.0539,192.788,0.0015,206,0.0003,3,0.001,41,0.0602,0.0069,0.0023,0.3493,50.9792,37,0.0624,?,0.0018,26,?,?,0.0216,33,?,43.1604,0.589,0.0035,56.5682,0.0028,0.005,46,84,0.1467,3.6698,0.05,57.2149,0.2315,3.0346,0.026,0.0813,?,53.375,0.2128,0.1698
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S388731928-13.cnf,1,12000,12000,0.0083,600,0.0242,0.0083,0.0083,115,0.0016,126,104,104,114.941,600,33.9033,0.0083,115,28.0101,0.0182,0.0058,0.4909,1.1408,115.342,0.0015,126,0.0006,3,0.001,88,0.081,0.0113,0.0024,0.4656,43.701,79,0.0741,?,0.0027,64,?,?,0.0297,69,?,91.7788,0.613,0.0035,47.2909,0.0028,0.0051,102,193,0.2593,3.6599,0.05,47.3551,0.2379,3.0198,0.0325,0.0747,?,45.3625,0.2363,0.1707
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1730125812-056.cnf,1,2040,2029,0.0064,468,0.0128,0.0065,0.0065,104,0.0032,114,95,95,104.282,480,15.5479,0.0085,104,12.5721,0.0049,0.0025,0.3261,0.9255,104.439,0.0467,114,0.0005,4,0.0275,3836,0.0745,0.0158,0.077,0.3481,25.1124,3790,0.0734,0.0232,0.0103,3778,0.0098,0.0044,0.0296,3778,0.1068,3863.5714,0.574,0.1146,27.2607,0.0875,0.1634,3931,3967,0.3678,2.6781,0.2307,27.97,0.0176,3.3309,0.0358,0.278,0.2667,26.6488,0.2209,0.3998
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1678989107-02.SAT.shuffled.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0077,14,8,8,11.2612,65,8.4687,0.1077,11,7.9629,0.0111,0.0982,0.6873,2.1242,11.3475,0,14,0.0061,2,0,4464,0.2117,0.1146,0.0001,1.8554,23.9683,4387,0.21,?,0.0102,4370,?,?,0.0111,4370,?,4456.6667,0.7618,0.0001,24.2968,0.0001,0.0001,4506,4572,0.2619,3.6384,0.0112,24.3083,0.0154,2.0423,0.1013,0,?,24.1396,0.3083,0.0631
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1931398869-036.cnf,1,1917,1917,0.0556,90,0.0461,0.0556,0.0556,18,0.0111,22,14,14,18.0932,90,8.4519,0.0556,18,7.562,0.0438,0.0428,0.5754,1.6379,18.0125,0.001,22,0.0052,2.4157,0.0007,4307,0.1744,0.0657,0.0015,1.2498,20.9161,4291,0.1725,0.1596,0.0167,4266,0.1323,0.1116,0.0464,4266,0.1277,4327.75,0.7114,0.0021,22.0692,0.0017,0.0029,4420,4442,0.2925,3.3055,0.0469,21.7801,0.0141,2.81,0.0832,0.0112,0.1566,21.2783,0.2648,0.156
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0023,39,27,27,32.7377,200,17.7452,0.035,33,18.2531,0.0117,0.0309,0.6336,1.5926,32.9749,0.0001,39,0.0014,2,0.0001,3811,0.1399,0.0391,0.0001,1.3025,56.217,3782,0.138,?,0.0032,3715,?,?,0.0117,3715,?,3809.25,0.7201,0.0001,58.0127,0.0001,0.0002,3929,3929,0.2052,4.2879,0.0118,57.6101,0.0203,2.1391,0.0619,0,?,57.9082,0.2533,0.069
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,1597,1597,0.0667,75,0.0462,0.0667,0.0667,15,0.0123,19,12,12,15.2887,75,7.0514,0.0667,15,6.0918,0.0451,0.0526,0.5854,1.7313,15.3316,0.001,19,0.0056,2.2027,0.0007,4392,0.1896,0.0845,0.0016,1.3208,18.3797,4352,0.1874,0.1922,0.0188,4320,0.1577,0.1215,0.0463,4320,0.1511,4381.75,0.7183,0.0025,18.801,0.002,0.0039,4425,4437,0.3198,3.4856,0.047,18.8162,0.0086,2.944,0.0915,0.006,0.1757,18.6185,0.2684,0.1741
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,105000,104344,0.0001,24371,0.0003,0.0001,0.0001,5333,0.0001,5368,0,5270,3953,25000,2994.25,0.0003,5240.5,500.9,0,0,0.2256,1.4048,5337.5,0.0478,5307,0,5.4551,0.0282,5,0.6669,0.0004,0.0804,0.1334,48.3333,4,0.0067,0.0005,0.0002,2,0.0002,0,0.0007,3,0.1023,5.7313,0.2739,0.1259,75.6,0.0935,0.1765,7,16,1.6026,2.7138,0.2336,77.9178,0.4913,3.3793,0.0053,0.2919,0.4,62.3333,1.2886,0.3964
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,2982,2968,0.0044,685,0.0088,0.0044,0.0044,151,0.0022,163,140,140,150.766,700,27.8879,0.0058,150.5,21.8479,0.0034,0.0017,0.3017,0.8816,150.864,0.0385,162,0,4.0073,0.0245,3661,0.0631,0.0091,0.0673,0.2767,33.3335,3606,0.06,0.0138,0.0051,3513,0.0067,0.0027,0.0179,3513,0.1045,3664.3333,0.5155,0.1107,34.8265,0.0806,0.1552,3733,3865,0.2978,2.6727,0.2308,35.4778,0.0278,3.246,0.0292,0.2754,0.2222,33.5237,0.2117,0.3769
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S853819067-006.cnf,1,2295,2272,0.0057,530,0.0112,0.0057,0.0057,116,0.0028,126,106,106,116.004,540,20.8701,0.0075,116,16.9358,0.0044,0.0022,0.3177,0.9113,116.03,0.0433,126,0.0004,4,0.0246,3855,0.0704,0.0119,0.0756,0.3231,27.4237,3781,0.0706,0.0167,0.0062,3732,0.0086,0.0031,0.0224,3732,0.1079,3870.25,0.5501,0.116,29.4877,0.0862,0.173,4025,4095,0.3039,2.638,0.2333,29.892,0.0307,3.333,0.0367,0.2726,0.2889,28.918,0.2155,0.374
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1963596997-08.SAT.shuffled.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0058,16,10,10,12.9156,75,9.4387,0.0933,13,9.0482,0.0111,0.0848,0.676,2.0413,12.8209,0,16,0.0034,2,0,4398,0.2036,0.1011,0.0001,1.7903,26.4593,4396,0.203,?,0.0076,4337,?,?,0.0111,4337,?,4432,0.76,0.0001,27.0695,0.0001,0.0001,4512,4517,0.2487,3.823,0.0112,27.0408,0.016,2.071,0.097,0,?,26.9702,0.3033,0.0697
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1352224201-070.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0025,35,24,25,29.8829,180,16.2676,0.0389,30,17.0533,0.0117,0.0359,0.6345,1.6007,29.6255,0.0001,36,0.0015,2,0.0001,4248,0.1469,0.0425,0.0001,1.367,51.754,4008,0.1465,?,0.0035,4008,?,?,0.0117,4008,?,4201.6667,0.7272,0.0001,53.4419,0.0001,0.0002,4349,4349,0.21,4.1917,0.0118,53.187,0.034,2.0836,0.0641,0,?,51.754,0.2508,0.0672
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,3195,3195,0.0333,150,0.044,0.0333,0.0333,30,0.0063,35,25,24,29.8723,150,12.0408,0.0333,30,10.9803,0.0401,0.025,0.5426,1.4725,29.7578,0.0009,35,0.0025,3,0.0007,4103,0.1441,0.0426,0.0014,1.0124,30.455,4089,0.1436,0.098,0.0106,4059,0.0811,0.0654,0.0463,4059,0.0805,4137.4286,0.6826,0.0023,31.3767,0.0018,0.0034,4218,4249,0.2619,3.6055,0.0469,31.626,0.0161,2.8577,0.0653,0.0241,0.1075,30.7122,0.2401,0.1624
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S432895007-058.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0072,14,8,8,11.2866,65,8.5285,0.1077,11,8.1055,0.0111,0.099,0.6849,2.1242,11.2874,0,14,0.0041,2,0,4447,0.2124,0.1196,0.0001,1.8616,23.9775,4441,0.2103,?,0.0097,4402,?,?,0.0111,4402,?,4482.6,0.7593,0.0001,24.1273,0.0001,0.0001,4534,4589,0.2635,3.6132,0.0112,24.1316,0.0153,1.9186,0.1036,0,?,24.0142,0.3077,0.0591
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S517749870-003-UNKNOWN.cnf,1,210000,208673,0.0001,48745,0.0001,0.0001,0.0001,10702,0,10702,10622,10694,10622,50000,2013,0.0001,10622,1375.33,0,0,0.2334,0.9572,10705.3,0.0472,10622,0,6,0.0281,2,0,0.0002,0.0788,0.263,53.6667,1,0.0012,0.0003,0.0001,1,0.0001,0,0.0004,1,0.102,2.6207,0.2612,0.124,106,0.0921,0.1739,4,11,0,2.7121,0.2336,108.0759,0.6697,3.3657,0.0052,0.2927,0.5,70.8333,0,0.3919
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2343,2335,0.0055,541,0.011,0.0056,0.0056,120,0.0028,130,109,109,119.452,550,21.598,0.0074,120,17.2339,0.0043,0.0021,0.3136,0.9122,119.524,0.0421,130,0.0004,4,0.0242,3827,0.0705,0.0107,0.0702,0.319,28.386,3797,0.069,0.0154,0.0064,3785,0.0084,0.0021,0.021,3785,0.1069,3866.375,0.5889,0.1118,29.6781,0.0818,0.1558,4001,4063,0.2435,2.6264,0.2317,30.3435,0.0255,3.3293,0.033,0.2632,0.3333,29.2055,0.2065,0.3841
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0027,32,22,21,26.6176,160,15.0175,0.0437,26,15.1038,0.0117,0.0397,0.6331,1.675,26.529,0.0001,32,0.0016,2,0.0001,4231,0.1502,0.0498,0.0001,1.3694,47.0309,4007,0.1485,?,0.004,4003,?,?,0.0117,4003,?,4159,0.7573,0.0001,49.0572,0.0001,0.0002,4395,4395,0.2059,4.1278,0.0118,48.2834,0.0396,2.0602,0.067,0,?,47.9123,0.2568,0.0641
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,25500,25500,0.0233,300,0.0117,0.0233,0.0233,49,0.0015,57,42,43,49.7749,300,25.7749,0.0233,50,25.7452,0.0117,0.0206,0.6104,1.4898,49.4351,0.0001,57,0.0008,2,0.0001,138,0.1245,0.0258,0.0001,1.0831,49.4919,119,0.1304,?,0.0025,98,?,?,0.0117,114,?,143.3095,0.7051,0.0001,52.2256,0.0001,0.0002,153,290,0.1771,4.3476,0.0118,52.2365,0.2621,2.1348,0.0605,0,?,50.6533,0.2526,0.0702
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,9344,8066,0.0008,2610,0.0023,0.0011,0.0011,549,0.0006,571,525,526,549.779,3500,42.3018,0.0027,550,36.7292,0.0001,0.0001,0.2272,0.5772,548.597,0.1033,574,0,5.6815,0.0588,1043,0.0335,0.0047,0.1698,0.1225,27.5776,883,0.0329,0.0068,0.0024,713,0.0017,0.0002,0.0095,723,0.1604,1074.8125,0.4867,0.2397,33.7103,0.1812,0.3085,1304,1603,0.2548,2.5658,0.3236,33.2392,0.2408,2.9828,0.0157,0.4341,0.6667,28.9419,0.206,0.429
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,21000,20886,0.0006,4874,0.0013,0.0006,0.0006,1064,0.0003,1099,1031,1023,1066.25,5000,140.884,0.0012,1068,89.3846,0.0002,0.0001,0.2483,0.6083,1062.87,0.0462,1095,0,5,0.0273,44,0.023,0.0016,0.0805,0.0954,36.3871,38,0.0277,0.0028,0.0009,26,0.0009,0.0003,0.0034,32,0.1025,46.7919,0.3558,0.1228,41.5769,0.0915,0.171,52,103,0.1477,2.7088,0.2334,41.9681,0.3019,3.363,0.0129,0.2914,0.2857,39.1944,0.1885,0.396
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,28,27,33.2726,200,17.7513,0.035,33,18.2344,0.0117,0.0311,0.6255,1.5745,33.084,0.0001,39,0.0015,2,0.0001,3703,0.1362,0.0394,0.0001,1.2961,56.2778,3622,0.1423,?,0.003,3364,?,?,0.0117,3364,?,3666.8,0.7168,0.0001,56.9584,0.0001,0.0002,3772,3873,0.2002,4.292,0.0118,57.1047,0.047,2.1714,0.0663,0,?,56.7134,0.2457,0.0695
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,1704,1704,0.0625,80,0.0462,0.0625,0.0625,16,0.0117,20,13,13,16.3239,80,7.1711,0.0625,16,6.3328,0.0446,0.0475,0.5845,1.6975,16.2399,0.0008,20,0.0065,2.2152,0.0006,4389,0.1799,0.0781,0.0015,1.2974,19.1988,4342,0.1825,0.1772,0.0164,4311,0.1483,0.118,0.0464,4311,0.1422,4389,0.7334,0.0026,19.7249,0.0019,0.0035,4450,4498,0.3167,3.3604,0.0469,19.7934,0.0136,2.8869,0.0884,0.0097,0.1704,19.493,0.2712,0.167
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,2280,2243,0.0034,594,0.0098,0.005,0.005,129,0.0026,139,119,119,129.455,630,16.2033,0.0101,130,13.7571,0.0004,0.0004,0.3038,0.8475,129.074,0.0657,140,0,4.2277,0.0401,3898,0.0624,0.0134,0.1083,0.2833,25.7988,3843,0.062,0.0192,0.0085,3763,0.0074,0.0018,0.0263,3763,0.1284,3879.3333,0.6223,0.1675,29.9684,0.1231,0.2303,3907,3974,0.3397,2.6135,0.2648,29.043,0.0167,3.2044,0.0307,0.3276,0.4,26.7402,0.2227,0.3986
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0023,36,24,25,29.9065,180,16.3086,0.0389,30,16.5287,0.0117,0.0342,0.6353,1.6463,29.9856,0.0001,35,0.0013,2,0.0001,4220,0.1503,0.0437,0.0001,1.3334,50.8445,4019,0.1449,?,0.0034,3952,?,?,0.0117,3952,?,4135,0.7512,0.0001,53.4118,0.0001,0.0002,4349,4349,0.216,4.2356,0.0118,52.8478,0.0382,2.1575,0.0637,0,?,52.8188,0.2597,0.071
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,2380,2363,0.0055,543,0.0112,0.0056,0.0056,119,0.0028,130,110,110,119.496,560,19.307,0.0092,119,15.3762,0.0042,0.0021,0.3149,0.9086,119.606,0.0427,130,0.0004,4,0.0255,3825,0.0681,0.0135,0.0772,0.3145,27.3903,3774,0.0674,0.0233,0.0072,3699,0.0086,0.0038,0.0262,3699,0.1049,3849.5,0.5245,0.1219,29.2933,0.0901,0.1711,4032,4097,0.3637,2.7489,0.2298,30.8491,0.034,3.3745,0.0322,0.3049,0.2545,28.9768,0.2031,0.3961
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,2343,2343,0.0455,110,0.0456,0.0455,0.0455,22,0.0083,27,18,18,22.3045,110,8.5792,0.0455,22,7.4974,0.0435,0.0341,0.5608,1.5827,22.2735,0.001,27,0.0043,2.8716,0.0007,4234,0.1601,0.0589,0.0018,1.1272,23.9164,4205,0.163,0.134,0.0137,4123,0.1093,0.0815,0.0465,4123,0.1062,4247.25,0.6972,0.0026,24.9537,0.0021,0.0039,4321,4403,0.3262,3.5011,0.0469,25.3018,0.0197,2.9849,0.0761,0.0133,0.1322,24.5844,0.2564,0.1903
