@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,2556,582,0.0052,0.0052,0.0052,138,139,0.0106,128.105,0.0217,0.0016,118,128.188,0.0086,0.3124
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,1701,1704,396,0.0076,0.0076,0.0076,98,98,0.0141,88.5473,0.0265,0.0059,80,88.6762,0.0101,0.3298
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0511,24.9157,0.0466,0.0413,20,24.7319,0.04,0.5521
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1515,8.885,0.011,0.011,6,8.8853,0.14,0.7031
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0416,29.5953,0.046,0.041,24,29.7113,0.0333,0.5418
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,145968,147000,34106,0.0001,0.0001,0.0001,0,7397,0.0003,3723.5,0.0005,0,0,7374.75,0.0002,0.2239
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1485,8.9281,0.011,0.011,6,8.8911,0.14,0.705
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,20886,21000,4896,0.0006,0.0006,0.0006,1105,1097,0.0016,1058.38,0.0033,0.0003,1033,1071.58,0.0012,0.2453
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0511,24.9485,0.0466,0.0421,20,24.9082,0.04,0.5514
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,146031,147000,34109,0.0001,0.0001,0.0001,0,7514,0.0003,3687,0.0006,0,0,5952.4,0.0002,0.2081
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,10500,2420,0.0013,0.0013,0.0012,548,547,0.003,524.984,0.0063,0.0006,505,527.311,0.0025,0.2647
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,2119,2130,490,0.0062,0.0062,0.0061,118,118,0.0123,108.42,0.0255,0.0047,99,108.099,0.0102,0.3143
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,57,0.026,49.2141,0.0117,0.0117,41,49.799,0.0233,0.6092
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,204,204,0.0069,189.072,0.0215,0.0123,174,191.859,0.005,0.478
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,2549,2556,593,0.0051,0.0051,0.0051,143,143,0.0102,131.776,0.0204,0.0039,121,131.515,0.0067,0.3095
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1488,8.8485,0.011,0.011,6,8.9188,0.14,0.7042
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0615,20.0584,0.0465,0.0441,16,20.0576,0.05,0.5644
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0485,24.7035,0.0466,0.0424,20,24.6803,0.04,0.5506
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,2760,2769,641,0.0047,0.0047,0.0047,152,153,0.0098,141.682,0.0199,0.0036,131,141.845,0.0078,0.3086
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,400,406,0.0036,383.112,0.0127,0.006,365,383.607,0.0025,0.4657
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,2309,2343,531,0.0057,0.0057,0.0056,127,127,0.0147,116.715,0.0303,0.0035,106,116.939,0.0094,0.3171
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0365,34.7079,0.0453,0.0386,29,34.72,0.0286,0.5343
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,404,403,0.0035,383.722,0.0123,0.0061,360,381.053,0.0025,0.4603
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,83430,84000,19496,0.0002,0.0002,0.0002,4216,4317,0.0005,3382.2,0.001,0,0,4256.38,0.0003,0.2351
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,1699,1704,395,0.0076,0.0076,0.0076,97,97,0.0141,87.6979,0.0265,0.0059,79,87.8414,0.0101,0.3206
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3175,3195,736,0.0041,0.0041,0.0041,175,176,0.0088,163.412,0.0183,0.0013,151,163.909,0.0068,0.3016
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,48,0.0309,41.3419,0.0117,0.0117,35,41.0082,0.028,0.6218
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2973,2982,688,0.0044,0.0044,0.0044,164,163,0.0091,151.853,0.0178,0.0034,140,152.028,0.0073,0.3058
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0657,19.9199,0.0465,0.0441,16,19.9873,0.05,0.566
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,2944,2982,679,0.0045,0.0045,0.0044,162,161,0.0099,149.938,0.02,0.0007,138,149.55,0.0074,0.3071
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,47,48,0.0307,41.0289,0.0117,0.0117,35,41.1507,0.028,0.6218
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,2543,2556,585,0.0052,0.0052,0.0051,140,140,0.0102,128.982,0.0204,0.0039,118,129.111,0.0068,0.3095
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,206,204,0.0066,191.776,0.0216,0.0124,177,189.751,0.005,0.475
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0802,15.2511,0.0463,0.0451,12,15.2243,0.0667,0.5856
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,305,306,0.0043,288.557,0.0147,0.0086,270,288.099,0.0033,0.4628
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,1471,1491,341,0.0089,0.0089,0.0088,83,83,0.017,75.2184,0.0326,0.0068,67,75.1422,0.0147,0.3343
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,1061,1065,245,0.0124,0.0124,0.0122,62,62,0.0283,54.6603,0.0537,0.0104,48,54.7378,0.0204,0.3622
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,83454,84000,19525,0.0002,0.0002,0.0002,4309,4268,0.0005,3413.6,0.001,0,0,4243.25,0.0003,0.2357
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,403,402,0.0034,379.273,0.0119,0.0067,366,382.659,0.0025,0.4588
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,2333,2343,540,0.0056,0.0056,0.0056,131,131,0.0124,120.778,0.0244,0.0034,111,120.659,0.0093,0.3179
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0592,20.0608,0.0465,0.0437,16,19.9753,0.05,0.5636
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,2329,2343,535,0.0057,0.0057,0.0056,128,128,0.0146,117.552,0.0279,0.0043,107,117.501,0.0093,0.3122
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,2964,2982,681,0.0045,0.0045,0.0044,163,163,0.0101,151.49,0.0199,0.0034,140,150.671,0.0073,0.3054
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.1266,10.5036,0.011,0.011,8,10.4695,0.1167,0.6907
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,166834,168000,38972,0.0001,0.0001,0.0001,8467,8542,0.0003,8467,0.0005,0,8467,8533,0.0001,0.2273
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,1690,1704,383,0.008,0.008,0.0078,94,93,0.0166,84.9884,0.0325,0.0059,76,84.491,0.0104,0.3399
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,1487,1491,347,0.0087,0.0087,0.0086,85,85,0.0168,76.9038,0.0323,0.0081,69,76.9135,0.0115,0.3392
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,307,307,0.0044,286.345,0.0151,0.0085,269,287.566,0.0033,0.4669
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,2960,2982,678,0.0045,0.0045,0.0044,161,161,0.0108,149.234,0.023,0.0034,138,148.786,0.0074,0.3029
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,2114,2130,483,0.0063,0.0063,0.0062,117,116,0.0137,107.254,0.0265,0.0047,97,106.912,0.0104,0.3219
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,48,0.0311,41.6383,0.0117,0.0117,35,41.2701,0.028,0.6208
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0844,15.377,0.0111,0.0111,12,15.3204,0.0778,0.6634
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.084,15.3595,0.0111,0.0111,12,15.3338,0.0778,0.6645
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,2328,2343,536,0.0057,0.0057,0.0056,128,129,0.0142,118.087,0.0288,0.0043,108,118.447,0.0093,0.3191
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0615,20.0553,0.0465,0.0437,16,20.0902,0.05,0.5661
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0492,24.9746,0.0466,0.0417,20,24.9543,0.04,0.5548
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.1006,13.6199,0.0111,0.0111,10,13.6103,0.0875,0.6704
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,14,0.1281,10.5359,0.011,0.011,8,10.5415,0.1167,0.6928
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0429,29.6559,0.0463,0.0407,24,29.7213,0.0333,0.5409
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,83408,84000,19487,0.0002,0.0002,0.0002,4244,4320,0.0004,3384.6,0.0008,0,0,4279.5,0.0003,0.2314
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,41704,42000,9738,0.0003,0.0003,0.0003,2153,2170,0.0008,2120.29,0.0018,0,2086,2027.3,0.0005,0.2385
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,2544,2556,587,0.0052,0.0052,0.0051,141,141,0.0126,129.78,0.0236,0.0039,119,129.967,0.0068,0.3104
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0404,29.7138,0.046,0.0401,24,29.7261,0.0333,0.5399
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1264,10.4415,0.011,0.011,8,10.4431,0.1167,0.6896
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,208528,210000,48710,0.0001,0.0001,0.0001,10567,10658,0.0002,10567,0.0004,0,10567,10650.3,0.0001,0.2276
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.13,10.5195,0.011,0.011,8,10.4559,0.1167,0.689
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,17000,17000,200,0.035,0.035,0.035,39,39,0.0386,33.3103,0.0117,0.0117,28,33.3663,0.035,0.6273
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,41730,42000,9756,0.0003,0.0003,0.0003,2151,2158,0.0009,2130.38,0.0019,0.0001,2106,2032.14,0.0005,0.2394
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0808,15.2119,0.0463,0.0457,12,15.1962,0.0667,0.5874
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,20901,21000,4894,0.0006,0.0006,0.0006,1094,1095,0.0016,1053.7,0.0033,0.0004,1038,1067.24,0.001,0.2499
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0416,29.8413,0.046,0.0401,24,29.8267,0.0333,0.5418
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,2116,2130,486,0.0063,0.0063,0.0062,117,117,0.0128,106.978,0.0241,0.0047,97,106.866,0.0103,0.3202
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,2543,2556,585,0.0052,0.0052,0.0051,139,140,0.0102,128.939,0.0204,0.0039,118,129.169,0.0085,0.3117
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1566,8.9034,0.011,0.011,6,8.9099,0.14,0.7041
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,404,402,0.0035,381.076,0.0124,0.0057,360,376.122,0.0025,0.4614
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,146006,147000,34086,0.0001,0.0001,0.0001,7403,7417,0.0003,7459.5,0.0006,0,7403,5927.2,0.0002,0.2194
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,1274,1278,296,0.0102,0.0102,0.0101,73,73,0.0235,65.5566,0.0455,0.0078,58,65.7347,0.0135,0.3417
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0883,15.2048,0.0463,0.0445,12,15.2299,0.0667,0.5878
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,2548,2556,590,0.0051,0.0051,0.0051,141,142,0.0118,130.639,0.0228,0.0035,120,130.724,0.0085,0.3053
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,125199,126000,29259,0.0001,0.0001,0.0001,6341,6358,0.0003,6356,0.0007,0,6341,6359.6,0.0002,0.2221
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.061,19.8637,0.0465,0.0441,16,19.8492,0.05,0.5672
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,2756,2769,635,0.0048,0.0048,0.0047,151,152,0.0109,139.953,0.0203,0.0029,129,140.297,0.0079,0.3093
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,256,253,0.0052,238.341,0.017,0.0103,220,238.466,0.004,0.4716
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,83430,84000,19534,0.0002,0.0002,0.0002,4256,4274,0.0004,3399,0.0009,0,0,4253,0.0003,0.2269
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,40,41,0.0365,34.5639,0.0461,0.0381,29,34.7825,0.0286,0.5317
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,41713,42000,9745,0.0003,0.0003,0.0003,2134,2191,0.0008,2115.71,0.0017,0,2073,2130.19,0.0005,0.237
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,1054,1065,237,0.013,0.013,0.0127,59,59,0.0266,52.379,0.0493,0.0114,46,52.2684,0.0211,0.3557
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1093,12.1296,0.0111,0.0111,9,12.1134,0.1,0.6789
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,2749,2769,631,0.0048,0.0048,0.0048,150,150,0.0105,138.727,0.0211,0.0033,128,138.776,0.0095,0.3066
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,1480,1491,339,0.009,0.009,0.0088,84,84,0.0209,76.0748,0.0399,0.0068,68,76.0319,0.0147,0.3471
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,2119,2130,488,0.0062,0.0062,0.0061,117,117,0.0123,107.522,0.0241,0.0019,98,107.647,0.0082,0.3145
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0827,15.1383,0.0463,0.0451,12,15.2032,0.0667,0.5854
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,256,256,0.0054,238.133,0.0182,0.0098,222,241.401,0.004,0.4699
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,3188,3195,741,0.0041,0.0041,0.004,176,176,0.0078,163.359,0.0157,0.0031,151,163.926,0.0054,0.3047
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,40,0.0346,34.6977,0.0456,0.0386,29,34.5182,0.0286,0.5339
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,3167,3195,731,0.0042,0.0042,0.0041,174,174,0.0095,162.134,0.0186,0.0032,150,161.923,0.0055,0.2999
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,208588,210000,48797,0.0001,0.0001,0.0001,10536,10574,0.0002,10536,0.0005,0,10536,10583.7,0.0001,0.2206
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,2965,2982,685,0.0044,0.0044,0.0044,162,161,0.0115,150.165,0.0229,0.0034,139,149.648,0.0073,0.3033
SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1085,12.1327,0.0111,0.0111,9,12.0863,0.1,0.6779
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0451,29.7308,0.0466,0.0391,24,29.7294,0.0333,0.5416
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1536900137-053.UNKNOWN.cnf,1,1689,1704,390,0.0078,0.0078,0.0077,95,94,0.0178,86.3007,0.0337,0.0059,77,85.9275,0.0128,0.3259
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0413,29.7118,0.0463,0.0401,24,29.8498,0.0333,0.5427
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,104354,105000,24387,0.0001,0.0001,0.0001,5350,5351,0.0004,5360.33,0.0008,0,5344,5319.67,0.0003,0.2249
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1647930270-030.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0488,24.919,0.0466,0.0406,20,24.8764,0.04,0.553
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1163259790-073.UNKNOWN.cnf,1,2333,2343,538,0.0056,0.0056,0.0056,128,128,0.0133,118.358,0.0253,0.0043,108,118.136,0.0074,0.3109
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0429,29.6889,0.0466,0.0407,24,29.6706,0.0333,0.5425
SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0863,15.3953,0.0111,0.0111,12,15.3666,0.0778,0.6629
SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1103,12.0761,0.0111,0.0111,9,12.1811,0.1,0.681
SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,48,48,0.0313,41.2398,0.0117,0.0117,34,41.1992,0.028,0.6185
SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,204,205,0.0066,189.599,0.0207,0.0123,176,190.347,0.005,0.4788
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S116041094-082.UNKNOWN.cnf,1,1905,1917,437,0.007,0.007,0.0069,106,106,0.0147,96.8569,0.0278,0.0052,88,96.9515,0.0092,0.3221
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1300417189-038-UNKNOWN.cnf,1,10438,10500,2446,0.0012,0.0012,0.0012,553,556,0.0028,531.553,0.0056,0.0006,513,533.5,0.002,0.2634
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0426,29.8251,0.0463,0.0401,24,29.8073,0.0333,0.5402
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0401,29.868,0.046,0.0401,25,29.7554,0.0333,0.5431
SAT11/random/large/unif-k5-r20-v750-c15000-S656533785-100-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,157,0.0086,143.188,0.0247,0.014,131,144.08,0.0067,0.4839
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1354319962-100-UNKNOWN.cnf,1,125188,126000,29254,0.0001,0.0001,0.0001,6280,6419,0.0003,6305,0.0007,0,6280,6375.2,0.0002,0.2315
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S396831120-092.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.047,24.8692,0.0466,0.0432,20,24.8243,0.04,0.5518
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1007919187-045.UNKNOWN.cnf,1,1065,1065,50,0.1,0.1,0.1,13,13,0.1249,10.3251,0.046,0.046,8,10.304,0.1,0.6191
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1960786523-069.SATISFIABLE.cnf,1,1690,1704,389,0.0078,0.0078,0.0077,96,96,0.016,86.9593,0.0314,0.0065,78,87.1743,0.0103,0.3338
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S882087907-088-UNKNOWN.cnf,1,10434,10500,2442,0.0012,0.0012,0.0012,553,560,0.0035,532.529,0.0073,0.0004,509,531.416,0.0025,0.2672
